Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2000,2473.233887,482.382988,377.812988,104.57,152.483994,152.483994,,44.471001,0.0,24.312,20.159,0.0,34.786999,,,714.125,85.960999,127.879997,-41.918999,0.0,,1673.147949,1354.418945,,,318.729004,1759.108948,,92.818001,92.818001,,,,1.152,1.152,0.0,0.0,,68.404999,,,68.404999,162.375,0.702,0.702,0.0,0.0,0.0,,,,,,0.0,0.702,163.077,0.0,2629.681885,,,0.0,155.192993,-474.717987,2310.156891,0.0,2310.156891,2473.233891,
12/31/2000,4677.821777,601.585991,523.903992,77.681999,172.313995,172.313995,,52.137001,0.0,18.513,33.624001,0.0,49.617001,,,875.653992,132.869995,179.826004,-46.956001,1.984,,3667.313965,3260.464111,0.0,3260.464111,406.849854,3802.16796,,78.163002,78.163002,,,,23.649,23.649,0.0,0.0,,100.749994,,,100.749994,202.561996,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,202.561996,0.0,6236.992188,,,0.0,-607.791016,-1153.94104,4475.260132,0.0,4475.260132,4677.822128,
03/31/2001,5432.908,610.919,564.79,46.129,146.703,146.703,,75.503,,25.007,50.496,,84.491,,,917.616,154.947,,,101.446,,4258.899,3954.906,,,303.993,4515.292,,116.948,116.948,,,,88.255,,,,,208.425,,,208.425,413.628,63.595,,,,,,,,,,,63.595,477.223,,7295.557,,,,-964.643,-1375.229,4955.685,,4955.685,5432.908,
06/30/2001,5114.842773,524.348,481.072998,43.275002,73.917999,73.917999,,51.455002,0.0,19.326,32.129002,0.0,76.343002,,,726.064026,158.259995,,,141.003006,,4089.516113,3778.791992,0.0,3778.791992,310.724121,4388.779114,,73.567001,73.567001,,,,52.325001,52.325001,0.0,0.0,,186.627987,,,186.627987,312.519989,63.172001,63.172001,0.0,0.0,0.0,,,,,,0.0,63.172001,375.69199,0.0,7374.236816,,,0.0,-1401.036987,-1234.04895,4739.150879,0.0,4739.150879,5114.842869,
09/30/2001,3669.251953,520.015007,403.89801,116.116997,83.515999,83.515999,,28.785,0.0,8.711,20.073999,0.0,74.679001,,,706.994995,165.453003,,,133.315002,,2663.489014,2372.904053,0.0,2372.904053,290.584961,2962.257019,,89.844002,89.844002,,,,54.042,54.042,0.0,0.0,,211.529007,,,211.529007,355.415009,60.478001,60.478001,0.0,0.0,0.0,,,,,,0.0,60.478001,415.89301,0.0,7372.008789,,,0.0,-3020.25293,-1098.396972,3253.358887,0.0,3253.358887,3669.251897,
12/31/2001,3623.298096,539.785995,403.757996,136.028,57.187,65.297997,,22.267,0.0,7.554,14.713,0.0,54.491001,,,673.731018,157.335999,259.200012,-101.863998,109.766998,,2682.464111,2338.73999,2241.63208,97.10791,343.724121,2949.567108,,103.031998,103.031998,,,,114.040001,114.040001,0.0,0.0,,194.80999,,,194.80999,411.881989,4.006,4.006,0.0,0.0,0.0,,,,,,0.0,4.006,415.887989,0.0,7529.710938,,,0.0,-3349.839111,-972.46167,3207.410156,0.0,3207.410156,3623.298145,
03/31/2002,3614.861,584.555,395.786,188.769,74.291,74.291,,24.874,,6.93,17.944,,54.463,,,738.183,147.914,,,64.704,64.704,2664.06,2320.192,2253.756,66.436,343.868,2876.678,,134.526,134.526,,,,113.903,111.719,2.184,2.184,,209.486,,,209.486,457.915,3.338,-0.668,4.006,4.006,,,,,,,,3.338,461.253,,7515.63,,,,-3515.906,-846.116,3153.608,,3153.608,3614.861,
06/30/2002,3809.436,578.751,365.906,212.845,93.344,93.344,,29.38,,11.24,18.14,,49.264,,,750.739,177.119,,,53.483,53.483,2828.095,2491.809,2427.411,64.398,336.286,3058.697,,153.86,153.86,,,,116.379,113.151,3.228,3.228,,241.581,,,241.581,511.82,3.365,-2.1,5.465,5.465,,,,,,,,3.365,515.185,,7684.55,,,,-3645.324,-744.975,3294.251,,3294.251,3809.436,
09/30/2002,3784.472,573.663,392.468,181.195,111.347,111.347,,39.062,0.0,11.765,27.297,0.0,63.654,,,787.726,164.965,,,47.059,47.059,2784.722,2481.189,2437.308,43.881,303.533,2996.746,,191.615,191.615,,,,115.786,114.221,1.565,1.565,,241.964,,,241.964,549.365,2.295,-3.17,5.465,5.465,22.096,,,,,,22.096,24.391,573.756,0.0,7675.953,,,0.0,-3828.584,-636.653,3210.716,0.0,3210.716,3784.472,
12/31/2002,2216.153076,502.702995,389.554993,113.148003,128.214996,128.214996,,46.035999,0.0,15.125,30.910999,0.0,44.830002,,,721.783997,177.557007,322.082001,-144.524994,40.203999,,1276.608032,1252.639038,1228.603027,24.036011,23.968994,1494.369038,,168.235992,168.235992,,,,112.258003,107.600003,4.658,4.658,,253.523033,,,253.523033,534.017029,1.212,0.0,1.212,1.212,36.403,,,,,,36.403,37.615,571.632029,0.0,7698.426758,,,0.0,-5586.415039,-467.490723,1644.520996,0.0,1644.520996,2216.153025,
03/31/2003,2229.453,507.417,436.901,70.516,161.205,161.205,,61.278,,23.903,37.375,,43.365,,,773.265,164.484,,,17.521,17.521,1274.183,1248.395,1228.603,19.792,25.788,1456.188,,185.451,185.451,,,,85.036,81.423,3.613,3.613,,274.609,,,274.609,545.096,0.489,-0.723,1.212,1.212,33.201,,,,,,33.201,33.69,578.786,,7690.59,,,,-5654.321,-385.602,1650.667,,1650.667,2229.453,
06/30/2003,1859.856,494.778,453.435,41.343,182.905,182.905,,85.0,0.0,37.913,47.087,0.0,49.971,,,812.654,157.476,,,21.678,21.678,868.048,855.459,841.307,14.152,12.589,1047.202,,210.57,210.57,,,,57.626,55.012,2.614,2.614,,334.294,,,334.294,602.49,0.0,-1.212,1.212,1.212,29.974,,,,,,29.974,29.974,632.464,0.0,7983.162,,,0.0,-6546.063,-209.707,1227.392,0.0,1227.392,1859.856,
09/30/2003,1890.739014,495.262995,468.968994,26.294001,193.061005,193.061005,,77.255997,0.0,30.912001,46.344002,0.0,71.664001,,,837.244019,153.005997,,,22.84,22.84,877.648987,850.90802,841.307007,9.601013,26.740967,1053.494984,,187.434998,187.434998,,,,27.297001,26.900001,0.397,0.397,,310.229976,,,310.229976,524.961975,0.0,0.0,0.0,0.0,27.108,,,,,,27.108,27.108,552.069975,0.0,8024.438965,,,0.0,-6552.36084,-133.40918,1338.668945,0.0,1338.668945,1890.73892,
12/31/2003,2017.622,605.965,558.669,47.296,220.124,220.124,,104.047,0.0,,,0.0,65.667,,,995.803,142.113,,,36.405,36.405,843.301,834.319,827.652,6.667,8.982,1021.819,,219.064,219.064,,,,0.0,0.0,0.0,0.0,,284.512,,,284.512,503.576,,0.0,0.0,0.0,24.241,,,,,,24.241,24.241,527.817,0.0,8123.972,,,0.0,-6546.28,-87.887,1489.805,0.0,1489.805,2017.622,
03/31/2004,2213.936,692.959,611.752,81.207,234.21,234.21,,145.235,0.0,63.676,81.559,0.0,86.48,,,1158.884,128.776,,,72.715,72.715,853.561,836.205,829.2,7.005,17.356,1055.052,,231.067,231.067,,,,0.0,0.0,0.0,0.0,,320.682,,,320.682,551.749,0.0,0.0,0.0,0.0,27.757,,,,,,27.757,27.757,579.506,0.0,8197.589,,,0.0,-6506.416,-56.743,1634.43,0.0,1634.43,2213.936,
06/30/2004,2545.181,843.782,719.022,124.76,277.854,277.854,,207.598,0.0,98.435,109.163,0.0,64.564,,,1393.798,121.244,,,88.967,88.967,941.172,929.837,907.361,22.476,11.335,1151.383,,270.117,270.117,,,,0.0,0.0,0.0,0.0,,320.6,,,320.6,590.717,0.0,0.0,0.0,0.0,27.608,,,,,,27.608,27.608,618.325,0.0,8417.742,,,0.0,-6442.577,-48.309,1926.856,0.0,1926.856,2545.181,
09/30/2004,2822.668,1012.708,779.513,233.195,278.8,278.8,,177.532,0.0,73.365,104.167,0.0,55.13,,,1524.17,113.353,,,92.264,92.264,1092.881,1084.531,1062.288,22.243,8.35,1298.498,,216.099,216.099,,,,0.0,0.0,0.0,0.0,,361.386,,,361.386,577.485,0.0,0.0,0.0,0.0,25.015,,,,,,25.015,25.015,602.5,0.0,8676.536,,,0.0,-6398.676,-57.692,2220.168,0.0,2220.168,2822.668,
12/31/2004,2885.839,1182.633,858.592,324.041,205.135,205.135,,128.294,0.0,38.659,89.635,0.0,68.38,,,1584.442,107.16,357.15,-249.99,92.918,92.918,1101.319,1079.262,1062.188,17.074,22.057,1301.397,,171.248,171.248,,,,0.0,0.0,0.0,0.0,,328.095,,,328.095,499.343,0.0,0.0,0.0,0.0,22.753,,,,,,22.753,22.753,522.096,0.0,10975.054,,,0.0,-8503.332,-107.979,2363.743,0.0,2363.743,2885.839,
03/31/2005,3029.486,1285.038,974.915,310.123,208.096,208.096,,108.951,0.0,46.855,62.096,0.0,68.132,,,1670.217,101.219,,,135.208,135.208,1122.842,1102.807,1083.563,19.244,20.035,1359.269,,198.463,198.463,,,,0.0,0.0,0.0,0.0,,328.553,,,328.553,527.016,0.0,0.0,0.0,0.0,19.511,,,,,,19.511,19.511,546.527,0.0,8891.678,,,0.0,-6258.353,-150.366,2482.959,0.0,2482.959,3029.486,
06/30/2005,3218.2,1404.158,1013.568,390.59,243.791,243.791,,134.065,0.0,60.627,73.438,0.0,71.499,,,1853.513,93.33,,,142.845,142.845,1128.512,1098.345,1083.385,14.96,30.167,1364.687,,218.574,218.574,,,,0.0,0.0,0.0,0.0,,424.247,,,424.247,642.821,0.0,0.0,0.0,0.0,18.035,,,,,,18.035,18.035,660.856,0.0,8957.701,,,0.0,-6243.292,-157.065,2557.344,0.0,2557.344,3218.2,
09/30/2005,3510.527,1559.441,1135.121,424.32,275.397,275.397,,163.322,0.0,90.355,72.967,0.0,109.715,,,2107.875,92.603,,,145.897,145.897,1164.152,1143.087,1131.941,11.146,21.065,1402.652,,278.216,278.216,,,,0.0,0.0,0.0,0.0,,372.7,,,372.7,650.916,0.0,0.0,0.0,0.0,13.046,,,,,,13.046,13.046,663.962,0.0,9124.738,,,0.0,-6110.636,-167.537,2846.565,0.0,2846.565,3510.527,
12/31/2005,3752.199,1732.678,1437.276,295.402,307.356,307.356,,194.571,0.0,86.445,108.126,0.0,101.271,,,2335.876,96.438,309.132,-212.694,142.843,,1177.042,1156.934,1149.602,7.332,20.108,1416.323,,289.069,289.069,,,,0.0,0.0,0.0,0.0,,310.425,,,310.425,599.494,12.138,12.138,0.0,0.0,0.0,,,,,,0.0,12.138,611.632,0.0,11474.776,,,0.0,-8136.243,-197.966,3140.567,0.0,3140.567,3752.199,
03/31/2006,4323.482,2140.564,1868.162,272.402,351.599,351.599,,226.301,0.0,98.641,127.66,0.0,87.355,,,2805.819,100.556,,,172.889,172.889,1244.218,1226.062,1188.694,37.368,18.156,1517.663,,323.93,323.93,,,,0.0,0.0,0.0,0.0,,322.355,,,322.355,646.285,0.0,0.0,0.0,0.0,9.027,,,,,,9.027,9.027,655.312,0.0,9450.271,,,0.0,-5780.92,-1.181,3668.17,0.0,3668.17,4323.482,
06/30/2006,4500.718,2205.266,1838.372,366.894,408.301,408.301,,278.036,0.0,121.259,156.777,0.0,90.242,,,2981.845,110.691,,,171.961,171.961,1236.221,1220.305,1186.286,34.019,15.916,1518.873,,321.011,321.011,,,,0.0,0.0,0.0,0.0,,333.0,,,333.0,654.011,0.0,0.0,0.0,0.0,7.952,,,,,,7.952,7.952,661.963,0.0,11752.822,,,0.0,-7912.459,-1.608,3838.755,0.0,3838.755,4500.718,
09/30/2006,4651.051,2377.151,1927.798,449.353,424.299,424.299,,223.528,0.0,88.222,135.306,0.0,95.025,,,3120.003,118.762,,,177.273,177.273,1235.013,1218.639,1187.263,31.376,16.374,1531.048,,240.421,240.421,,,,0.0,0.0,0.0,0.0,,364.224,,,364.224,604.645,0.0,0.0,0.0,0.0,6.978,,,,,,6.978,6.978,611.623,0.0,11842.799,,,0.0,-7802.278,-1.093,4039.428,0.0,4039.428,4651.051,
03/31/2007,4733.627,2489.296,2028.619,460.677,363.001,363.001,,200.411,0.0,68.12,132.291,0.0,101.605,,,3154.313,221.833,,,73.589,73.589,1283.892,1257.22,1215.07,42.15,26.672,1579.314,,334.868,334.868,,,,0.0,0.0,0.0,0.0,,422.341,,,422.341,757.209,0.0,0.0,0.0,0.0,35.324,,,,,,35.324,35.324,792.533,0.0,11632.858,,,0.0,-7691.475,-0.289,3941.094,0.0,3941.094,4733.627,
06/30/2007,4688.37,2414.673,2044.337,370.336,382.285,382.285,,191.324,0.0,62.25,129.074,0.0,103.969,,,3092.251,228.271,,,66.116,66.116,1301.732,1275.872,1236.488,39.384,25.86,1596.119,,303.067,303.067,,,,0.0,0.0,0.0,0.0,,382.942,,,382.942,686.009,0.0,0.0,0.0,0.0,31.669,,,,,,31.669,31.669,717.678,0.0,11627.461,,,0.0,-7657.219,0.45,3970.692,0.0,3970.692,4688.37,
09/30/2007,4841.04,2346.146,2037.214,308.932,395.732,395.732,,213.16,0.0,79.539,133.621,0.0,127.94,,,3082.978,226.079,,,84.107,84.107,1447.876,1416.489,1365.764,50.725,31.387,1758.062,,349.759,349.759,,,,0.0,0.0,0.0,0.0,,407.397,,,407.397,757.156,0.0,0.0,0.0,0.0,39.084,,,,,,39.084,39.084,796.24,0.0,11673.912,,,0.0,-7629.459,0.347,4044.8,0.0,4044.8,4841.04,
12/31/2007,4838.193,2328.3,2186.572,141.728,369.004,369.004,,231.313,0.0,60.479,170.834,0.0,125.663,,,3054.28,241.803,529.376,-287.573,75.352,75.352,1466.758,1423.328,1376.721,46.607,43.43,1783.913,,313.621,313.621,,,,0.0,0.0,0.0,0.0,,443.988,,,443.988,757.609,0.0,0.0,0.0,0.0,44.436,,,,,,44.436,44.436,802.045,0.0,11576.096,,,0.0,-7539.124,-0.824,4036.148,0.0,4036.148,4838.193,
03/31/2008,4634.531,2091.302,2001.269,90.033,362.436,362.436,,221.402,,73.273,148.129,,125.413,,,2800.553,250.526,504.723,-254.197,114.456,114.456,1468.996,1419.425,1376.936,42.489,49.571,1833.978,,360.571,360.571,,,,0.0,,,,,384.873,,,384.873,745.444,0.0,,,,70.574,,,,,,70.574,70.574,816.018,,11287.32,,,0.0,-7464.81,-3.997,3818.513,,3818.513,4634.531,
06/30/2008,4600.354,1934.133,1705.715,228.418,479.832,479.832,,256.346,,105.753,150.593,,89.815,,,2760.126,252.89,514.622,-261.732,105.513,105.513,1481.825,1425.013,1386.642,38.371,56.812,1840.228,,435.082,435.082,,,,0.0,,,,,391.407,,,391.407,826.489,0.0,,,,70.095,,,,,,70.095,70.095,896.584,,11039.357,,,0.0,-7330.021,-5.566,3703.77,,3703.77,4600.354,
09/30/2008,4948.675,2246.73,1475.858,770.872,501.015,501.015,,322.605,,131.543,191.062,,105.481,,,3175.831,252.999,515.165,-262.166,40.905,40.905,1478.94,1420.647,1386.394,34.253,58.293,1772.844,,459.593,459.593,,,,0.0,,,,,414.393,,,414.393,873.986,0.0,,,,70.643,,,,,,70.643,70.643,944.629,,11174.938,,,0.0,-7165.115,-5.777,4004.046,,4004.046,4948.675,
12/31/2008,4393.265,1898.122,1190.645,707.477,372.311,372.311,,366.106,0.0,166.811,199.295,0.0,114.674,,,2751.213,234.691,491.04,-256.349,0.0,,1407.361,1341.201,1279.243,61.958,66.16,1642.052,,310.487,310.487,,,,0.0,0.0,0.0,0.0,,406.616,,,406.616,717.103,0.0,0.0,0.0,0.0,69.095,,,,,,69.095,69.095,786.198,0.0,10930.364,,,0.0,-7324.33,1.033,3607.067,0.0,3607.067,4393.265,
03/31/2009,4323.286,1961.81,1284.172,677.638,354.865,354.865,0.0,264.846,0.0,112.655,152.191,0.0,113.414,,113.414,2694.935,228.495,499.684,-271.189,0.0,,1399.856,1330.79,1277.104,53.686,69.066,1628.351,,615.712,232.047,,,383.665,0.0,0.0,,,,13.779,2.836,,0.0,629.491,0.0,0.0,,,64.989,,,,,,62.153,64.989,694.48,0.0,11045.708,0.049,11045.659,0.0,-7416.27,-0.632,3628.806,0.0,3628.806,4323.286,
06/30/2009,4748.321,2207.103,1506.518,700.585,444.046,444.046,0.0,279.298,0.0,130.318,148.98,0.0,108.078,,108.078,3038.525,224.238,514.152,-289.914,92.699,92.699,1392.859,1311.278,1277.104,34.174,81.581,1709.796,,797.156,389.63,,,407.526,0.0,0.0,,,,115.387,1.615,,0.0,912.543,0.0,0.0,,,62.466,,,,,,60.851,62.466,975.009,0.0,11178.664,0.05,11178.614,0.0,-7402.869,-2.483,3773.312,0.0,3773.312,4748.321,
09/30/2009,4916.165,1906.508,1345.221,561.287,541.587,541.587,,307.216,0.0,146.834,160.382,0.0,95.296,,95.296,2850.607,228.621,535.009,-306.388,470.643,470.643,1366.294,1299.275,1277.951,21.324,67.019,2065.558,,906.964,423.199,,,483.765,0.0,0.0,,,,96.421,0.637,,0.0,1003.385,0.0,0.0,,,63.325,,,,,,62.688,63.325,1066.71,,11170.05,0.05,11170.0,0.0,-7318.273,-2.322,3849.455,0.0,3849.455,4916.165,
12/31/2009,5127.242,1929.374,1397.093,532.281,508.627,508.627,0.0,362.428,0.0,157.148,205.28,0.0,113.903,0.0,113.903,2914.332,229.317,553.705,-324.388,438.616,438.616,1544.977,1480.541,1329.614,150.927,64.436,2212.91,,1060.962,437.353,0.0,0.0,623.609,0.0,0.0,0.0,0.0,,87.388,0.608,0.0,0.0,1148.35,0.0,0.0,0.0,0.0,87.046,0.0,,,,,86.438,87.046,1235.396,0.0,11153.11,0.05,11153.06,0.0,-7259.069,-2.195,3891.846,0.0,3891.846,5127.242,
03/31/2010,5354.006,2044.107,1507.909,536.198,607.186,607.186,0.0,403.439,0.0,213.644,189.795,0.0,107.284,,107.284,3162.016,227.586,572.131,-344.545,310.919,310.919,1653.485,1589.634,1372.666,216.968,63.851,2191.99,,1095.292,479.216,,,616.076,0.0,0.0,,,,77.864,0.606,,0.0,1173.156,0.0,0.0,,,86.36,,,,,,85.754,86.36,1259.516,0.0,11138.769,0.05,11138.719,0.0,-7048.905,4.626,4094.49,0.0,4094.49,5354.006,
06/30/2010,5635.738,2048.355,1403.633,644.722,688.189,688.189,0.0,489.955,0.0,225.09,264.865,0.0,108.097,,108.097,3334.596,238.691,599.959,-361.268,441.111,441.111,1621.34,1566.137,1369.059,197.078,55.203,2301.142,,1034.513,537.937,,,496.576,0.0,0.0,,,,68.439,0.711,,0.0,1102.952,0.0,0.0,,,80.874,,,,,,80.163,80.874,1183.826,0.0,11225.728,0.05,11225.678,0.0,-6770.587,-3.229,4451.912,0.0,4451.912,5635.738,
09/30/2010,6273.011,2394.079,1245.94,1148.139,798.266,798.266,0.0,534.855,0.0,206.428,328.427,0.0,105.661,,105.661,3832.861,253.339,636.366,-383.027,520.276,520.276,1666.535,1615.725,1410.542,205.183,50.81,2440.15,,1165.298,567.822,,,597.476,0.0,0.0,,,,59.221,0.792,,0.0,1224.519,0.0,0.0,,,86.032,,,,,,85.24,86.032,1310.551,0.0,11394.287,0.051,11394.236,0.0,-6443.458,11.631,4962.46,0.0,4962.46,6273.011,
12/31/2010,7944.0,2657.0,1622.0,1035.0,820.0,820.0,0.0,598.0,,,,,109.0,,109.0,4184.0,266.0,,,1401.0,1401.0,2093.0,2043.0,1677.0,366.0,50.0,3760.0,,1216.0,604.0,,,612.0,0.0,0.0,0.0,0.0,0.0,55.0,,,0.0,1271.0,697.0,697.0,0.0,0.0,150.0,,,,,,150.0,847.0,2118.0,,11994.0,0.05387,11993.94613,0.0,-6177.0,9.0,5826.0,0.0,5826.0,7944.0,
03/31/2011,7736.0,2282.0,1637.0,645.0,760.0,760.0,0.0,550.0,0.0,225.0,325.0,0.0,117.0,,117.0,3709.0,291.0,717.0,-426.0,1649.0,1649.0,2087.0,2031.0,1685.0,346.0,56.0,4027.0,,1074.0,536.0,,,538.0,0.0,0.0,,,,46.0,,,0.0,1120.0,697.0,697.0,,,151.0,29.0,,,,34.0,88.0,848.0,1968.0,0.0,11698.0,0.05361,11697.94639,0.0,-5949.0,19.0,5768.0,0.0,5768.0,7736.0,
06/30/2011,7835.0,2626.0,1797.0,829.0,680.0,680.0,0.0,546.0,0.0,220.0,326.0,0.0,125.0,,125.0,3977.0,319.0,737.0,-418.0,1174.0,1174.0,2365.0,2308.0,1820.0,488.0,57.0,3858.0,,1017.0,471.0,,,546.0,0.0,0.0,,,,37.0,,,0.0,1054.0,697.0,697.0,,,207.0,,,,,,207.0,904.0,1958.0,0.0,11617.0,0.0535,11616.9465,0.0,-5774.0,34.0,5877.0,0.0,5877.0,7835.0,
