Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 3 Total Gains,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
11/01/2008,,,,377.0,,,,,,,,,19.293756,,,,5.324107,
01/31/2009,1173.0,26.0,,1199.0,,,,,,62.56,1.386667,,63.946667,16.824441,0.37292,,17.197361,
05/02/2009,936.0,,,936.0,,42.0,15.0,57.0,,50.897227,,,50.897227,14.011976,,,14.011976,
08/01/2009,1550.0,57.0,16.0,1623.0,,,,,1.0,82.622601,3.03838,0.852878,86.513859,21.572721,0.793319,0.222686,22.588727,
10/31/2009,968.0,,,,,39.0,15.0,54.0,-1.0,51.903485,,,,13.958183,,,,
01/30/2010,1804.0,5.0,,1809.0,,49.0,9.0,58.0,-6.0,82.600733,0.228938,,82.82967,25.149868,0.069706,,25.219573,
05/01/2010,1188.0,0.0,0.0,1188.0,0.0,47.0,8.0,55.0,-1.0,60.091047,0.0,0.0,60.091047,18.021845,0.0,0.0,18.021845,
07/31/2010,1300.0,9.0,0.0,1309.0,0.0,34.0,7.0,41.0,-2.0,62.711047,0.434153,0.0,63.1452,19.339482,0.133889,0.0,19.473371,
10/30/2010,988.0,15.0,0.0,1003.0,0.0,45.0,6.0,51.0,-1.0,48.336595,0.733855,0.0,49.07045,14.337542,0.217675,0.0,14.555217,
01/29/2011,,,,,,57.0,6.0,63.0,-3.0,,,0.0,,,,0.0,,
04/30/2011,1713.0,5.0,0.0,1718.0,0.0,85.0,6.0,91.0,0.0,151.996451,0.443656,0.0,152.440106,24.419102,0.071276,0.0,24.490378,
07/30/2011,1035.0,19.0,0.0,1054.0,0.0,83.0,5.0,88.0,-1.0,165.6,3.04,0.0,168.64,15.923077,0.292308,0.0,16.215385,
10/29/2011,498.0,10.0,0.0,508.0,0.0,66.0,5.0,71.0,0.0,95.585413,1.919386,0.0,97.504798,7.641553,0.153445,0.0,7.794998,
01/28/2012,935.0,14.0,,949.0,,60.0,4.0,64.0,-2.0,677.536232,10.144928,,687.681159,15.307793,0.229208,,15.537001,
04/28/2012,1286.0,13.0,0.0,1299.0,0.0,63.0,4.0,67.0,0.0,-981.679389,-9.923664,0.0,-991.603053,19.437727,0.196493,0.0,19.63422,
07/28/2012,1193.0,0.0,0.0,1193.0,0.0,53.0,3.0,56.0,-1.0,-486.938776,0.0,0.0,-486.938776,18.105934,0.0,0.0,18.105934,
10/27/2012,547.0,0.0,0.0,547.0,0.0,59.0,3.0,62.0,0.0,-106.213592,0.0,0.0,-106.213592,8.510969,0.0,0.0,8.510969,
02/02/2013,773.0,0.0,0.0,773.0,0.0,59.0,2.0,61.0,-2.0,-76.232742,0.0,0.0,-76.232742,12.842665,0.0,0.0,12.842665,
05/04/2013,382.0,,,382.0,,58.0,2.0,60.0,,-38.430584,,0.0,-38.430584,6.613573,,0.0,6.613573,
08/03/2013,551.0,1.0,0.0,552.0,,43.0,2.0,45.0,0.0,-63.995354,-0.116144,0.0,-64.111498,9.07444,0.016469,0.0,9.090909,
11/02/2013,425.0,5.0,,430.0,,40.0,2.0,42.0,,-51.829268,-0.609756,0.0,-52.439024,6.404461,0.075347,0.0,6.479807,
02/01/2014,1519.0,0.0,0.0,1519.0,0.0,13.0,1.0,14.0,-1.0,-823.306233,0.0,0.0,-823.306233,42.206168,0.0,0.0,42.206168,
05/03/2014,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,
08/02/2014,1147.0,3.0,0.0,1150.0,0.0,26.0,1.0,27.0,,-228.031809,-0.596421,0.0,-228.628231,16.695779,0.043668,0.0,16.739447,
11/01/2014,745.0,5.0,0.0,750.0,0.0,10.0,1.0,11.0,,-172.055427,-1.154734,0.0,-173.210162,10.421038,0.06994,0.0,10.490978,
