Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
12/31/2011,1738,954,317,257,42.0,214.0,1,210,352.0,168.0,-53.0,-257,0.0,-1134.0,-474.0,43.0,43.0,0.0,-517.0,-517.0,0.0,0.0,0.0,0.0,-118.0,0.0,-118.0,0.0,-542.0,-1777.0,-384.0,-928.0,24.0,3.0,-955.0,-456.0,38.0,-494.0,-9.0,16.0,-1157.0,
03/31/2012,828,1125,313,-422,75.0,44.0,-541,-188,-431.0,-96.0,118.0,221,0.0,-43.0,-257.0,4.0,4.0,0.0,-261.0,-261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,-722.0,-410.0,-27.0,-18.0,6.0,-15.0,-283.0,241.0,-524.0,-2.0,50.0,113.0,
06/30/2012,1389,1167,321,158,29.0,42.0,87,-257,-122.0,-172.0,32.0,5,0.0,-811.0,-354.0,4.0,4.0,0.0,-358.0,-358.0,0.0,0.0,0.0,0.0,-144.0,0.0,-144.0,0.0,-313.0,451.0,-410.0,1219.0,-16.0,1238.0,-3.0,-360.0,279.0,-639.0,2.0,-53.0,976.0,
09/30/2012,1345,1161,322,185,24.0,3.0,158,-323,60.0,-100.0,-9.0,-274,0.0,-1280.0,-351.0,7.0,7.0,0.0,-358.0,-358.0,0.0,0.0,0.0,0.0,-104.0,0.0,-104.0,0.0,-825.0,-443.0,-408.0,5.0,-2.0,7.0,0.0,-22.0,305.0,-327.0,-18.0,99.0,-279.0,
12/31/2012,1738,991,332,-131,33.0,-56.0,-108,546,360.0,117.0,-69.0,138,0.0,-552.0,-481.0,26.0,26.0,0.0,-507.0,-507.0,0.0,0.0,0.0,0.0,-798.0,0.0,-798.0,0.0,727.0,-1344.0,-407.0,-475.0,0.0,119.0,-594.0,-465.0,249.0,-714.0,3.0,12.0,-146.0,
03/31/2013,994,1129,336,-192,69.0,61.0,-322,-279,-447.0,-28.0,97.0,99,0.0,-405.0,-314.0,10.0,10.0,0.0,-324.0,-324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0,-486.0,-440.0,-9.0,-13.0,9.0,-5.0,-33.0,772.0,-805.0,-4.0,-58.0,45.0,
06/30/2013,1679,1197,335,298,30.0,-24.0,292,-151,-181.0,-139.0,102.0,67,0.0,-335.0,-386.0,8.0,8.0,0.0,-394.0,-394.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,43.0,-1241.0,-436.0,-4.0,1.0,2.0,-7.0,-808.0,382.0,-1190.0,7.0,-89.0,14.0,
09/30/2013,1151,1230,343,-53,30.0,-91.0,8,-369,-15.0,12.0,-225.0,-141,0.0,38.0,-336.0,68.0,68.0,0.0,-404.0,-404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,-1916.0,-431.0,-221.0,619.0,1.0,-841.0,-1257.0,286.0,-1543.0,-7.0,125.0,-602.0,
12/31/2013,1993,1103,357,-65,19.0,-113.0,29,598,306.0,69.0,42.0,181,0.0,-154.0,-501.0,42.0,42.0,0.0,-543.0,-543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.0,-1603.0,-423.0,197.0,-609.0,812.0,-6.0,-1413.0,261.0,-1674.0,36.0,5.0,241.0,
03/31/2014,1092,1207,350,-206,71.0,-83.0,-194,-259,-347.0,-131.0,84.0,135,0.0,-287.0,-290.0,3.0,3.0,0.0,-293.0,-293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1399.0,-566.0,574.0,466.0,172.0,-64.0,-1390.0,318.0,-1708.0,-17.0,-33.0,-627.0,
06/30/2014,1640,1267,358,409,6.0,47.0,356,-394,-137.0,-111.0,-27.0,-119,0.0,-292.0,-306.0,35.0,35.0,0.0,-341.0,-341.0,0.0,0.0,0.0,0.0,-94.0,0.0,-94.0,0.0,108.0,-1185.0,-556.0,447.0,-404.0,906.0,-55.0,-1062.0,364.0,-1426.0,-14.0,8.0,171.0,
09/30/2014,1711,1303,350,133,23.0,-25.0,135,-75,-103.0,10.0,-2.0,20,0.0,1.0,-291.0,78.0,78.0,0.0,-369.0,-369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,-1889.0,-550.0,427.0,,,,-1061.0,178.0,-1239.0,-705.0,-19.0,-196.0,
12/31/2014,2183,1179,350,26,13.0,-85.0,98,628,319.0,119.0,20.0,170,0.0,-18.0,-471.0,19.0,19.0,0.0,-490.0,-490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.0,-2130.0,-544.0,-438.0,-1908.0,1544.0,-74.0,-1004.0,275.0,-1279.0,-144.0,-67.0,-32.0,
03/31/2015,1080,1199,339,-187,37.0,44.0,-268,-271,-296.0,-131.0,56.0,100,0.0,0.0,-287.0,4.0,4.0,0.0,-291.0,-291.0,0.0,0.0,0.0,0.0,-131.0,19.0,-150.0,0.0,418.0,-1154.0,-652.0,-4.0,-4.0,0.0,0.0,-476.0,410.0,-886.0,-22.0,-32.0,-106.0,
06/30/2015,1338,1300,344,593,21.0,251.0,321,-899,-150.0,-138.0,-90.0,-521,0.0,166.0,-360.0,10.0,10.0,0.0,-370.0,-370.0,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,0.0,529.0,-320.0,-646.0,1880.0,-35.0,1925.0,-10.0,-1526.0,169.0,-1695.0,-28.0,8.0,1192.0,
09/30/2015,1664,1296,355,160,38.0,98.0,24,-147,-32.0,130.0,-78.0,-167,0.0,-2777.0,-351.0,3.0,3.0,0.0,-354.0,-354.0,0.0,0.0,0.0,0.0,-2757.0,0.0,-2757.0,0.0,331.0,-220.0,-635.0,1911.0,1199.0,1495.0,-783.0,-1447.0,76.0,-1523.0,-49.0,-45.0,-1378.0,
12/31/2015,2338,1038,397,376,26.0,2.0,348,527,420.0,142.0,121.0,-156,0.0,-206.0,-430.0,16.0,16.0,0.0,-446.0,-446.0,0.0,0.0,0.0,0.0,100.0,104.0,-4.0,0.0,124.0,-1954.0,-628.0,-305.0,-300.0,2.0,-7.0,-1000.0,134.0,-1134.0,-21.0,15.0,193.0,
03/31/2016,1260,1275,356,-307,144.0,-38.0,-413,-64,-245.0,-37.0,-116.0,334,0.0,-280.0,-296.0,18.0,18.0,0.0,-314.0,-314.0,0.0,0.0,0.0,0.0,52.0,56.0,-4.0,0.0,-36.0,-1426.0,-672.0,138.0,138.0,0.0,0.0,-870.0,357.0,-1227.0,-22.0,-15.0,-461.0,
06/30/2016,1285,1291,366,184,49.0,-96.0,231,-556,-174.0,-5.0,59.0,-436,0.0,-350.0,-323.0,0.0,0.0,0.0,-323.0,-323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.0,-602.0,-672.0,637.0,-475.0,1112.0,0.0,-573.0,255.0,-828.0,6.0,18.0,351.0,
09/30/2016,1908,1329,368,27,51.0,34.0,-58,184,-50.0,27.0,-50.0,257,0.0,-543.0,-347.0,0.0,0.0,0.0,-347.0,-347.0,0.0,0.0,0.0,0.0,-13.0,0.0,-13.0,0.0,-183.0,-752.0,-670.0,567.0,-161.0,1720.0,-992.0,-645.0,129.0,-774.0,-4.0,7.0,620.0,
12/31/2016,2209,1155,384,241,54.0,107.0,80,429,156.0,72.0,255.0,-54,0.0,-230.0,-396.0,40.0,40.0,0.0,-436.0,-436.0,0.0,0.0,0.0,0.0,87.0,86.0,1.0,0.0,79.0,-1846.0,-664.0,-299.0,-299.0,0.0,0.0,-861.0,63.0,-924.0,-22.0,-43.0,90.0,
