Date,Revenue,Rental Income,Base Rent,Recoveries from Tenants,Percentage Rent,Other Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,D&A of Uncon Real Estate,D&A of Non-Real Estate Assets,Impairment of Assets,Income from Uncon JVs,Disposal of Con Assets,Disposal of Uncon Assets,Disposal of Assets from Disc Ops,Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Straight-Line Rent,Stock-Based Compensation,Recurring Capital Expenditure,Accounting Adjustments,Tenant Improv & Leasing Com,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
06/30/2010,393.841,366.586,305.823,44.34,0.0,16.423,0.0,18.884,0.0,8.371,-228.421,129.373,17.648,81.4,,0.0,0.0,165.42,-92.933,96.755,-7.465,3.643,72.487,0.0,0.0,0.0,71.526,0.0,0.0,0.0,72.487,-24.742,61.412,,,61.412,66.494,5.082,139.113,0.44,0.44,0.477986,139.826,0.44,0.44,0.476345,,111.055,,,,,-0.969,,,,156.87,-7.01,149.86,-27.038,6.334,-2.178,11.284,-39.603,98.659,1.060678,0.698288,0.5,47.139664,71.603706,44.340218,
09/30/2010,386.41,371.955,310.459,45.646,0.0,15.85,0.0,6.439,0.0,8.016,-235.328,134.235,18.067,81.133,,0.0,1.893,151.082,-82.993,97.103,-11.565,-2.545,68.089,0.0,0.0,0.0,67.27,0.0,0.0,0.0,68.089,-23.717,57.668,,,57.668,57.668,0.0,139.595,0.41,0.41,0.41,140.193,0.41,0.41,0.41,,107.3,,,,0.0,0.0,,,,150.853,0.0,150.853,-22.861,6.38,-3.301,11.084,-50.05,92.105,1.064902,0.650188,0.5,46.952663,76.90082,46.268553,
12/31/2010,392.482,375.008,312.899,45.189,0.0,16.92,0.0,6.964,0.0,10.51,-243.591,132.986,17.121,92.763,,0.0,0.721,148.891,-161.647,92.192,-9.834,79.289,-12.756,0.0,0.0,0.0,-13.551,0.0,0.0,0.0,-12.756,-14.572,-12.903,,,-12.903,68.759,81.662,140.105,-0.09,-0.09,0.490768,140.105,-0.09,-0.09,0.490768,,118.573,,,,-0.572,0.0,,,,89.878,81.662,171.54,-20.082,6.127,-9.42,11.276,-38.855,120.586,1.207458,0.848797,0.5,41.409292,58.906921,77.941766,
03/31/2011,417.214,403.838,338.925,45.849,0.0,19.064,0.0,7.428,0.0,5.948,-279.321,145.369,24.643,109.237,,0.0,0.072,137.893,-89.202,98.525,-7.976,-1.347,48.691,0.0,0.0,0.0,47.432,0.497,0.497,0.0,48.194,-23.556,40.813,,,40.813,41.31,0.0,142.095,0.29,0.29,0.29,142.504,0.29,0.29,0.29,,136.104,,,,,,,,,159.98,,159.98,-21.073,11.856,-1.624,9.939,-53.798,105.28,1.111242,0.731289,0.5,44.994687,68.372435,44.410239,
06/30/2011,433.867,415.868,346.515,48.255,0.0,21.098,0.0,9.095,0.0,8.904,-280.255,149.914,18.721,110.259,,0.0,1.361,153.612,-83.742,94.583,-8.882,-1.959,69.87,0.0,0.0,0.0,68.911,0.132,0.132,0.0,69.738,-24.822,60.214,,,60.214,60.346,0.0,145.864,0.41,0.41,0.41,146.695,0.41,0.41,0.41,,137.48,,,,,,,,,181.569,0.0,181.569,-23.889,5.909,-4.263,9.714,-36.001,133.039,1.225352,0.897838,0.5,40.804598,55.689309,40.16765,
09/30/2011,449.703,433.48,358.607,53.194,0.0,21.679,0.0,8.178,0.0,8.045,-285.873,153.776,16.917,108.674,,0.0,6.506,163.83,-83.399,95.117,-11.326,-0.392,80.431,0.0,0.0,0.0,79.609,-0.02,-0.02,0.0,80.451,-24.208,70.542,,,70.542,70.522,0.0,147.006,0.48,0.48,0.48,147.622,0.48,0.48,0.48,,134.777,,,,,,,,,190.178,-0.335,189.843,-21.388,5.937,-8.359,10.067,-37.273,138.827,1.273123,0.931,0.5,39.273505,53.705691,38.649581,
12/31/2011,450.528,430.17,357.024,51.929,0.0,21.217,0.0,8.726,0.0,11.632,-288.99,161.07,19.329,108.511,,0.0,0.08,161.538,-46.532,103.967,-57.712,0.277,115.006,0.0,0.0,0.0,114.161,-0.437,-0.437,0.0,115.443,-22.112,101.644,,,101.644,102.701,1.494,147.732,0.69,0.69,0.695185,147.974,0.69,0.69,0.695185,,133.415,,,,-46.166,,,,,179.298,0.921,180.219,-19.616,5.97,-19.098,10.093,-75.756,81.812,1.205817,0.547391,0.55,45.612227,100.47658,45.31707,
03/31/2012,443.693,428.732,354.825,51.648,0.0,22.259,0.0,8.145,0.0,6.816,-300.126,161.941,27.619,108.462,,0.0,2.104,143.567,-88.302,103.237,-11.721,-3.214,55.265,0.0,0.0,0.0,54.427,-0.57,-0.57,0.0,55.835,-20.316,48.454,,,48.454,47.117,-0.767,148.343,0.33,0.33,0.317622,148.746,0.33,0.33,0.317622,,132.618,,,,,,,,,166.729,-0.858,165.871,-16.897,11.358,-1.983,8.834,-67.427,99.756,1.104776,0.66442,0.55,49.783868,82.778981,48.934888,
06/30/2012,471.349,451.736,371.019,57.361,0.0,23.356,0.0,9.564,0.0,10.049,-298.03,167.788,19.066,111.168,,0.0,0.008,173.319,-76.24,99.901,-21.191,-2.47,97.079,0.0,0.0,0.0,119.324,-37.095,-37.095,0.0,134.174,-13.022,118.559,,,118.559,81.19,-0.274,150.312,0.79,0.541966,0.540143,150.694,0.78,0.533839,0.532021,,135.219,,,,,,,-36.877,1.83,206.474,4.656,211.13,-19.596,6.755,-5.195,8.481,-51.369,150.206,1.388593,0.987898,0.55,39.60844,55.673741,40.039714,
09/30/2012,466.68,449.297,366.795,59.855,0.0,22.647,0.0,8.024,0.0,9.359,-305.989,165.693,21.617,110.653,,0.0,8.026,160.691,-96.719,105.03,-9.217,0.906,63.972,0.0,0.0,0.0,59.673,-1.55,-1.55,0.0,65.522,-14.983,57.249,,,57.249,61.193,5.494,150.801,0.38,0.369354,0.405786,151.983,0.38,0.369354,0.405503,,132.887,,,,,,-0.248,-1.55,,175.779,0.042,175.821,-19.404,6.746,-6.567,8.596,-56.958,108.234,1.146743,0.705926,0.55,47.961904,77.911839,47.184561,
12/31/2012,478.047,458.016,376.401,59.624,0.0,21.991,0.0,8.34,0.0,11.691,-310.192,173.118,17.921,118.752,,0.0,0.401,167.855,-93.604,102.802,-6.949,-2.249,74.251,0.0,0.0,0.0,68.814,-2.357,-2.357,0.0,76.608,-16.024,65.4,,,65.4,63.043,0.0,151.006,0.43,0.42,0.42,151.401,0.43,0.42,0.42,,142.029,,,,,,,-2.357,,192.462,0.155,192.617,-17.636,4.82,-10.925,7.927,-50.593,126.21,1.261342,0.826479,0.65,51.532419,78.646858,50.999106,
03/31/2013,483.014,465.987,377.728,64.429,0.0,23.83,0.0,8.736,0.0,8.291,-352.579,179.664,43.571,120.595,,0.0,8.749,130.435,-89.506,100.433,-8.721,-2.206,40.929,0.0,0.0,0.0,52.358,-17.002,-17.002,0.0,57.931,-19.021,48.0,-0.146,,47.854,39.158,8.306,151.646,0.32,0.22,0.25822,151.952,0.31,0.21,0.25822,,142.555,,,3.241,,,,-18.363,,160.624,9.412,170.036,-16.333,25.783,-6.561,7.227,-53.907,126.245,1.109468,0.823736,0.65,58.586623,78.908749,68.581283,
06/30/2013,510.033,491.06,399.192,68.321,0.0,23.547,0.0,7.855,0.0,11.118,-341.66,183.353,24.316,133.456,,0.0,0.535,168.373,335.073,103.14,-48.783,-389.43,503.446,0.0,0.0,0.0,456.158,-3.315,-3.315,0.0,506.761,23.186,455.035,-2.618,,452.417,61.149,-387.953,151.938,2.95,2.955824,0.40246,152.49,2.94,2.918261,0.37414,,149.817,,,,-387.801,,-43.327,0.0,,195.415,-0.003,195.412,-14.357,6.681,-13.862,-6.929,-18.494,148.451,1.270567,0.965227,0.65,51.158245,67.341648,50.538444,
09/30/2013,571.481,555.354,449.636,80.718,0.0,25.0,0.0,5.475,0.0,10.652,-384.728,205.868,24.841,153.253,,0.0,0.766,186.753,-104.442,122.173,-14.736,-2.995,82.311,0.0,0.0,0.0,156.406,-88.125,-88.125,0.0,170.436,-18.362,155.324,-2.647,6.537,152.677,66.392,1.84,152.407,1.0,0.482406,0.494479,152.692,1.0,0.481603,0.493654,,158.274,,,,1.81,,-11.174,-86.448,,197.859,0.999,198.858,-13.052,6.537,-12.045,-9.368,-40.064,137.403,1.291235,0.892193,0.65,50.339388,72.854232,50.068256,
12/31/2013,576.199,558.298,453.538,79.586,0.0,25.174,0.0,7.632,0.0,10.269,-381.207,206.076,20.656,154.475,,0.0,0.0,194.992,-115.597,121.134,-2.834,-2.703,79.395,0.0,0.0,0.0,94.562,-26.917,-26.917,0.0,106.312,-27.1,91.365,-2.646,,88.719,61.802,0.0,152.798,0.58,0.42,0.42,153.9,0.58,0.42,0.42,,159.706,,,,0.0,,,-26.917,,197.605,,197.605,-14.151,6.154,-20.628,-2.205,-33.911,132.864,1.28395,0.863291,2.9,225.86554,335.923651,224.242403,
03/31/2014,574.694,561.285,455.018,81.934,0.0,24.333,0.0,5.216,0.0,8.193,-397.797,213.185,29.905,154.27,,0.0,0.437,176.897,-109.141,113.554,-2.816,-1.597,67.756,0.0,0.0,0.0,56.004,0.0,0.0,0.0,67.756,-28.085,56.623,-2.589,,54.034,54.034,0.0,153.03,0.35,0.35,0.35,153.169,0.35,0.35,0.35,,158.514,,,,,,,,,183.844,,183.844,-6.393,10.38,-9.251,-4.805,-30.037,143.738,1.193459,0.933103,0.65,54.46354,69.660041,54.105383,
06/30/2014,589.794,570.921,463.239,81.382,0.0,26.3,0.0,6.506,0.0,12.367,-388.521,209.961,23.271,154.628,,0.0,0.661,201.273,-105.372,110.977,-2.834,-2.771,95.901,0.0,0.0,0.0,76.527,0.0,0.0,0.0,95.901,-28.789,79.145,,,76.527,76.527,0.0,153.078,0.5,0.5,0.5,153.238,0.5,0.5,0.5,,159.272,,,,,,,,,207.01,0.118,207.128,-8.964,6.519,-10.149,-14.713,-27.706,152.115,1.348288,0.990184,0.65,48.209296,65.644381,48.065649,
09/30/2014,618.803,600.41,484.071,90.103,0.0,26.236,0.0,6.475,0.0,11.918,-404.0,222.764,22.589,157.245,,0.0,1.402,214.803,-63.828,113.308,-4.419,-45.061,150.975,0.0,0.0,0.0,145.334,0.0,0.0,0.0,150.975,-39.359,130.371,-2.647,1.74,127.724,85.787,-41.937,153.12,0.83,0.83,0.56026,153.273,0.83,0.83,0.55639,,162.012,,,,,-41.937,,,,223.403,0.0,223.403,-16.612,5.809,-13.205,-16.569,-39.54,145.026,1.45755,0.946194,0.65,44.595395,68.696268,44.550879,
12/31/2014,613.707,595.681,484.011,85.946,0.0,25.724,0.0,7.119,0.0,10.907,-404.858,218.616,23.172,162.43,,0.0,0.64,208.849,2.576,117.904,-2.7,-117.78,211.425,0.0,0.0,0.0,177.165,0.0,0.0,0.0,211.425,-21.896,177.156,-2.646,7.906,174.51,59.041,-115.469,153.128,1.14,1.14,0.385566,153.55,1.14,1.14,0.385566,,166.665,,,,,-126.102,,,,193.186,0.0,193.186,-16.97,5.391,-12.899,-19.626,-16.639,140.349,1.258147,0.91404,5.15,409.332043,563.432728,408.212396,
03/31/2015,618.476,604.063,490.682,88.593,0.0,24.788,0.0,5.328,0.0,9.085,-412.267,228.926,28.791,154.223,,0.0,0.327,206.209,2.961,108.757,-14.834,-96.884,209.17,0.0,0.0,0.0,173.768,0.0,0.0,0.0,209.17,-24.464,173.771,-2.589,5.834,171.182,76.098,-95.084,153.23,1.12,1.12,0.496626,153.873,1.11,1.11,0.492062,,148.754,,,,,-95.084,,,,200.385,,200.385,-21.968,11.011,-9.254,-14.54,-47.681,123.787,1.302275,0.804475,0.65,49.912643,80.798024,49.70407,
06/30/2015,618.221,599.956,486.609,86.795,0.0,26.552,0.0,4.862,0.0,13.403,-413.295,222.959,22.284,167.844,,0.0,0.208,204.926,-104.187,108.534,-3.078,-1.269,100.739,0.0,0.0,0.0,79.46,0.0,0.0,0.0,100.739,-42.113,82.078,,0.746,79.46,79.46,0.0,153.45,0.52,0.52,0.52,153.815,0.52,0.52,0.52,,171.384,,,,,0.0,,,,208.731,-1.645,207.086,-12.918,5.469,-15.141,-14.177,-49.2,121.865,1.346332,0.792283,0.65,48.279338,82.041398,47.785188,
09/30/2015,629.884,611.353,494.3,91.544,0.0,25.509,0.0,5.912,0.0,12.619,-402.134,227.921,20.944,153.015,,0.0,0.254,227.75,95.521,108.727,-2.647,-201.601,323.271,0.0,0.0,0.0,208.031,0.0,0.0,0.0,323.271,54.867,186.729,-2.647,0.616,184.082,-15.397,-199.479,153.595,1.2,1.2,-0.100244,153.786,1.2,1.2,-0.100244,,152.681,3.808,,,,-199.479,,,,217.261,0.147,217.408,-11.739,6.345,-17.37,-18.264,-58.152,118.844,1.413705,0.772788,0.65,45.978483,84.111019,45.952449,
12/31/2015,624.24,606.849,493.141,88.576,0.0,25.132,0.0,6.452,0.0,10.939,-413.76,224.53,24.3,164.46,,0.0,0.47,210.48,-43.742,106.178,-2.211,-60.225,166.738,0.0,0.0,0.0,,0.0,0.0,0.0,166.738,,140.497,,0.451,137.851,78.559,-59.292,153.602,0.9,0.9,0.511445,153.897,0.9,0.9,0.511445,,,,,0.0,,,,,,,18.439,,-22.132,6.358,-21.076,-13.073,-30.393,,,,1.9,,,,
03/31/2016,665.985,650.539,536.128,89.586,0.0,24.825,0.0,6.689,0.0,8.757,-415.632,226.806,29.353,159.448,,0.0,0.025,250.353,-34.131,105.309,-1.791,-69.387,216.222,0.0,0.0,0.0,184.365,0.0,0.0,0.0,216.222,-27.016,184.365,-2.618,1.191,181.747,114.124,-67.623,153.626,1.18,1.18,0.742869,153.917,1.18,1.18,0.740653,,163.58,,,,,-67.623,,,,250.688,0.029,279.571,-12.805,10.069,-21.945,-12.821,-55.056,188.204,1.816375,1.222763,0.65,35.785561,53.158302,39.833139,
06/30/2016,623.546,605.205,493.386,85.706,0.0,26.113,0.0,5.533,0.0,12.808,-405.422,225.916,25.418,153.175,,0.0,0.913,218.124,-100.767,105.003,-2.234,-2.002,117.357,0.0,0.0,0.0,99.186,0.0,0.0,0.0,117.357,-33.433,99.186,-2.589,2.697,96.597,96.597,0.0,153.662,0.63,0.63,0.63,153.86,0.63,0.63,0.63,,157.431,,,,,0.0,,,,220.595,0.141,220.736,6.369,7.578,-9.778,-12.146,-79.888,135.568,1.434646,0.881107,0.65,45.307358,73.770838,45.277681,
09/30/2016,625.228,606.51,489.312,92.56,,24.638,0.0,6.364,0.0,12.354,-467.623,236.678,25.165,203.748,,0.0,2.032,157.605,-86.101,104.641,-1.464,-17.076,71.504,0.0,,,88.729,0.0,0.0,0.0,71.504,-66.076,79.342,-2.589,0.25,76.753,66.064,-10.689,153.754,0.5,0.5,0.429673,154.136,0.5,0.5,0.429673,,203.748,9.128,-0.393,,,-12.983,,,,219.564,-0.356,244.377,-12.654,7.643,-13.932,-14.959,-64.036,146.689,1.589403,0.95405,0.65,40.89587,68.130603,45.517526,
12/31/2016,636.061,615.398,498.941,91.123,0.0,25.334,0.0,9.698,0.0,10.965,-438.235,231.834,25.293,179.908,,0.0,1.2,197.826,-34.808,97.896,-61.955,-1.133,163.018,0.0,0.0,0.0,165.139,0.0,0.0,0.0,163.018,-54.318,148.234,-2.704,1.787,145.53,145.53,0.0,153.814,0.95,0.95,0.95,153.991,0.94,0.94,0.94,,179.908,8.692,-0.449,,-59.37,,,,,236.898,0.007,263.967,-13.713,7.621,-20.204,-6.391,-74.772,158.295,1.714172,1.02795,0.75,43.752912,72.960769,48.696274,
03/31/2017,632.228,625.756,503.562,89.164,0.0,33.03,0.0,6.472,0.0,0.0,-426.003,235.378,31.386,159.205,,0.0,0.034,206.225,-90.661,95.534,-3.084,-1.789,115.564,0.0,0.0,0.0,111.14,0.0,0.0,0.0,115.564,-47.72,99.708,-2.625,0.537,97.083,96.95,-0.133,153.86,0.63,0.63,0.630118,154.214,0.63,0.63,0.629138,,159.205,9.041,-0.525,,,-0.133,,,,228.383,-0.11,254.578,-14.357,10.802,-14.99,-13.613,-44.955,178.002,1.65081,1.154253,0.75,45.432245,64.977079,50.526966,
06/30/2017,656.907,636.167,520.542,89.163,0.0,26.462,0.0,7.365,0.0,13.375,-418.217,238.858,27.141,151.919,,,0.299,238.69,-71.68,95.143,-3.108,-20.355,167.01,0.0,0.0,0.0,151.807,0.0,0.0,0.0,167.01,-48.596,136.334,-2.625,0.607,133.709,115.588,-18.121,154.177,0.87,0.87,0.74971,154.331,0.87,0.87,0.74971,,151.919,9.629,-0.486,,,-3.767,,,,257.881,-14.969,239.719,-2.662,8.435,-14.145,-12.297,-85.112,134.545,1.553278,0.871795,0.75,48.284971,86.029395,44.839577,
09/30/2017,657.712,633.837,513.269,94.476,0.0,26.092,0.0,10.811,0.0,13.064,-423.983,245.788,25.792,152.164,,0.0,0.239,233.729,-86.025,92.032,-0.843,-5.164,147.704,0.0,0.0,0.0,133.364,0.0,0.0,0.0,147.704,-45.859,119.962,-2.625,0.591,117.337,114.446,-2.891,154.355,0.76,0.76,0.741447,154.483,0.76,0.76,0.741286,,152.164,9.282,-0.434,,,-2.891,,,,243.001,-0.035,270.273,-16.282,8.023,-11.975,-2.435,-55.012,193.183,1.749487,1.250481,0.75,42.86971,59.976939,47.640236,
12/31/2017,655.229,633.528,511.995,94.697,0.0,26.836,0.0,9.957,0.0,11.744,-425.763,242.012,29.396,154.259,,,0.096,229.466,-97.263,91.772,-4.197,9.688,132.203,0.0,0.0,0.0,118.338,0.0,0.0,0.0,132.203,-44.722,106.454,-2.625,8.03,103.829,116.815,12.986,154.362,0.67,0.67,0.75676,154.526,0.67,0.67,0.754038,,154.259,6.31,-0.541,,,-0.872,,,,230.147,0.485,256.458,-20.916,8.101,-13.068,-2.273,-79.197,157.135,1.659622,1.016871,0.8,48.20376,78.672734,53.656837,
03/31/2018,661.151,649.861,519.507,95.118,0.0,35.236,0.0,8.405,0.0,2.885,-452.999,248.402,38.779,165.797,,0.0,0.021,208.152,8.16,90.22,-0.461,-97.919,216.312,0.0,0.0,0.0,199.078,0.0,0.0,0.0,216.312,-44.329,178.646,-2.625,0.889,176.021,79.624,-96.397,154.385,1.14,1.14,0.51575,154.705,1.14,1.14,0.51575,,165.797,9.444,-0.405,,,-96.397,,,,230.563,,256.671,-21.81,14.772,-20.357,-2.449,-84.383,143.333,1.6591,0.926492,0.8,48.218926,86.347178,53.568005,
06/30/2018,664.484,638.602,516.439,95.259,0.0,26.904,0.0,9.305,0.0,16.577,-433.86,246.531,30.438,156.417,,0.0,0.474,230.624,-70.059,92.204,-0.769,-21.376,160.565,0.0,0.0,0.0,146.165,0.0,0.0,0.0,160.565,-46.13,131.306,-2.625,2.812,128.681,110.389,-18.292,154.415,0.83,0.83,0.714885,154.571,0.83,0.83,0.71166,,156.417,9.312,-0.406,0.0,,-18.292,,,,244.441,0.0,272.145,-18.558,8.471,-13.62,-2.799,-140.014,108.437,1.760647,0.701535,0.8,45.437836,114.035615,50.53653,
09/30/2018,686.284,654.851,525.875,102.424,0.0,26.552,0.0,15.253,0.0,16.18,-447.92,256.817,32.193,157.996,,,0.914,238.364,-87.919,95.366,4.313,-11.76,150.445,0.0,0.0,0.0,135.595,0.0,0.0,0.0,150.445,-46.904,121.743,-2.625,3.221,119.118,111.255,-7.863,154.44,0.77,0.77,0.720377,154.678,0.77,0.77,0.719165,,157.996,18.02,-0.425,,,-7.863,,,,253.794,0.0,282.532,-3.784,8.457,-25.433,-4.582,-48.898,211.513,1.826582,1.367441,0.95,52.009719,69.472846,57.809877,
12/31/2018,705.157,678.998,541.902,109.265,0.0,27.831,0.0,12.195,0.0,13.964,-468.612,261.264,29.902,165.439,,0.0,12.007,236.545,-51.304,100.378,-5.305,-43.769,185.241,0.0,0.0,0.0,168.816,0.0,0.0,0.0,185.241,-44.214,151.154,-2.625,4.274,148.529,117.222,-31.307,154.467,0.96,0.96,0.758881,154.773,0.96,0.96,0.757723,,165.439,17.576,-0.398,11.812,-8.27,-59.804,,,-2.642,245.69,16.49,289.969,-4.432,8.417,-17.059,-3.286,-56.214,221.669,1.873512,1.43222,0.95,50.70692,66.330587,59.727156,
03/31/2019,725.767,704.157,679.251,0.0,0.0,24.906,0.0,9.277,0.0,12.333,-499.629,265.38,45.157,164.594,,0.0,24.498,226.138,-94.979,101.009,-0.213,-5.817,131.159,0.0,0.0,0.0,112.329,0.0,0.0,0.0,131.159,-48.309,100.73,-2.625,2.527,98.105,123.048,24.943,154.525,0.63,0.63,0.796298,154.844,0.63,0.63,0.791085,,164.594,15.47,-0.395,24.038,,0.905,,,,266.007,,296.314,-22.28,15.05,-16.718,-5.297,-107.891,161.705,1.913629,1.044309,0.95,49.643891,90.969234,55.186048,
06/30/2019,733.741,706.508,680.189,0.0,0.0,26.319,0.0,9.986,0.0,17.247,-482.353,267.051,37.474,177.411,,0.0,0.417,251.388,-47.927,102.357,-47.964,-6.466,203.461,0.0,0.0,0.0,185.979,0.0,0.0,0.0,203.461,-49.413,166.943,-2.625,2.544,164.318,162.632,-1.686,154.555,1.06,1.06,1.05226,154.874,1.06,1.06,1.049114,,177.411,14.778,-0.412,0.0,-47.757,-1.686,,,,276.275,,307.819,-17.634,10.394,-27.44,-5.124,-46.143,224.416,1.987545,1.449023,0.95,47.797667,65.561413,53.145326,
09/30/2019,743.553,717.807,692.225,0.0,0.0,25.582,0.0,10.303,0.0,15.443,-474.322,274.346,33.576,165.862,,,0.538,269.231,-127.861,106.471,0.649,20.741,141.37,0.0,0.0,0.0,122.9,0.0,0.0,0.0,141.37,-46.342,110.396,-2.625,2.682,107.771,135.766,27.995,154.577,0.7,0.7,0.878307,154.82,0.7,0.7,0.878307,,165.862,13.745,-0.411,0.0,,0.015,,,0.487,253.631,28.01,310.581,2.923,7.809,-31.44,-4.467,-68.158,219.93,2.006078,1.420553,0.95,47.356084,66.875369,57.898344,
12/31/2019,757.501,733.076,706.349,0.0,0.0,26.727,0.0,10.473,0.0,13.952,-482.659,277.237,34.956,169.897,,,0.569,274.842,-98.833,102.88,0.936,-4.983,176.009,0.0,0.0,0.0,159.671,0.0,0.0,0.0,176.009,-51.076,143.449,-2.625,1.3,140.824,142.98,2.156,154.667,0.91,0.91,0.924438,154.992,0.91,0.91,0.92391,,169.897,14.458,-0.477,0.0,0.032,0.057,,,,289.937,0.0,322.897,-43.501,7.705,-25.605,1.579,-74.468,189.907,2.083314,1.22527,0.98,47.040437,79.982391,52.278136,
03/31/2020,752.556,734.615,710.111,0.0,0.0,24.504,0.0,7.879,0.0,10.062,-481.187,269.787,39.691,171.094,,,0.615,271.369,305.777,101.591,0.369,-407.737,577.146,0.0,0.0,0.0,557.66,0.0,0.0,0.0,577.146,-49.765,500.121,-2.625,1.96,497.496,87.331,-410.165,155.011,3.2,3.2,0.563386,155.258,3.2,3.2,0.558172,,171.094,18.332,-0.469,0.0,,-410.165,,,,284.062,0.0,316.2,-30.245,17.525,-20.441,-3.189,-45.92,235.89,2.03661,1.519342,0.98,48.119178,64.501607,53.478036,
06/30/2020,654.773,644.065,630.119,0.0,0.0,13.946,0.0,8.125,0.0,2.583,-460.507,241.76,40.227,178.188,,0.0,0.332,194.266,104.314,107.142,-1.832,-209.624,298.58,0.0,0.0,0.0,299.347,0.0,0.0,0.0,298.58,-48.815,269.15,-2.625,0.411,266.525,62.758,-203.767,155.386,1.71,1.71,0.403885,155.407,1.71,1.71,0.398817,,178.188,21.012,-0.486,,-5.946,-203.767,,,,236.908,0.0,263.243,-21.755,10.374,-16.282,-0.616,-81.715,153.66,1.693894,0.988759,0.98,57.854857,99.114187,64.27739,
