Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
08/31/1995,2453.394043,,,,,,,,-2304.164062,,,149.229996,-19.343999,,23.844999,,,,-4.501,129.885996,-54.551998,75.334,0.0,,,75.333998,0.0,75.334,0.0,,75.334,75.334,,226.751999,0.3325,0.3325,0.3325,226.751999,0.3325,0.3325,0.3325,
11/30/1995,2547.011963,,,,,,,,-2376.106934,,,170.904999,-15.952999,,24.174999,,0.0,,-8.222,154.952,-65.081001,89.871002,0.0,,,89.870998,0.0,89.871002,0.0,,89.871002,89.871002,,229.039993,0.3925,0.3925,0.3925,229.039993,0.3925,0.3925,0.3925,
02/28/1996,2535.469971,,,,,,,,-2457.5271,,,77.943001,-25.306,,24.871,,,,0.435,52.637001,-25.481001,27.156,0.0,,,27.156,0.0,27.156,0.0,,27.156,27.156,,229.031998,0.1175,0.1175,0.1175,229.031998,0.1175,0.1175,0.1175,
05/31/1996,2737.74292,,,,,,,,-2511.99707,,,225.746002,-23.262,,22.708,,0.0,,0.554,202.484002,-87.068001,115.416,0.0,,,115.416001,0.0,115.416,0.0,,115.416,115.416,,229.384004,0.5025,0.5025,0.5025,229.384004,0.5025,0.5025,0.5025,
08/31/1996,2692.312012,,,-1828.546997,,,863.765015,,-733.846985,,,129.917999,-22.179001,,21.759001,,0.0,,0.42,107.738999,-45.789001,61.950001,0.0,,,61.949997,0.0,61.950001,0.0,,61.950001,61.950001,,229.867996,0.27,0.27,0.27,229.867996,0.27,0.27,0.27,
11/30/1996,2852.368896,,,-1879.83606,,,972.532836,,-787.606018,,,184.927002,-4.548999,,24.073999,,0.0,,-19.525,180.378003,-76.661003,103.717003,0.0,,,103.717,0.0,103.717003,0.0,,103.717003,103.717003,,230.264008,0.45,0.45,0.395,230.264008,0.45,0.45,0.395,
02/28/1997,3534.044922,,,-2571.101074,,,962.943848,,-829.79303,,,133.151001,-26.347999,,26.084999,,0.0,,0.263,106.803002,-45.785,61.018002,0.0,,,61.018002,0.0,61.018002,0.0,,61.018002,61.018002,,291.459992,0.21,0.21,0.21,294.906006,0.205,0.205,0.205,
05/31/1997,3961.190918,,,-3921.780029,,,39.410889,,,,,39.410999,-25.433,,31.0,,0.0,,-5.567,13.977999,-54.400002,-40.422001,0.0,,,-40.422003,0.0,-40.422001,0.0,,-40.422001,-40.422001,,292.221984,-0.14,-0.14,0.455,292.21875,-0.14,-0.14,0.455,
08/31/1997,3866.490967,,,-2667.021973,,,1199.468994,,-895.564026,,,303.904999,-19.118999,,29.667999,,0.0,,-10.549,284.786,-120.009003,164.776993,0.0,,,164.776997,0.0,164.776993,0.0,,164.776993,164.776993,,292.674012,0.565,0.565,0.565,297.418,0.555,0.555,0.555,
11/30/1997,3942.018066,,,-2741.86792,,,1200.150146,,-911.200989,,,288.949005,-32.230001,,32.110001,,0.0,,0.12,256.719004,-106.894997,149.824005,0.0,,,149.824007,0.0,149.824005,0.0,,149.824005,149.824005,,292.950012,0.51,0.51,0.51,298.556,0.5,0.5,0.5,
02/28/1998,3986.303955,,,-2884.73291,,,1101.571045,,-934.190002,,,167.380997,-103.710999,,34.473,,0.0,,69.237999,63.669998,-50.834,12.836,-4.875,,,17.710998,0.0,17.711,0.0,,17.711,17.711,,293.48001,0.06,0.045,0.325,298.317994,0.06,0.045,0.325,
05/31/1998,4077.99707,,,,,,,,-3755.572021,,,322.424988,-28.107,,27.9,,0.0,,0.207,294.317988,-123.599998,170.718002,0.0,,,170.71799,0.0,170.718002,0.0,,170.718002,170.718002,,294.5,0.58,0.58,0.58,299.338012,0.57,0.57,0.57,
08/31/1998,4082.302002,,,-2850.503906,,,1231.798096,,-947.955017,,,283.842987,-28.494999,,25.233999,,0.0,,3.261,255.347988,-105.969002,149.378998,0.0,,,149.378986,0.0,149.378998,0.0,,149.378998,149.378998,,294.868012,0.51,0.51,0.51,298.742004,0.5,0.5,0.5,
11/30/1998,4209.236816,,,-2907.763916,,,1301.4729,,-964.486023,,,336.987,-24.583004,,24.853001,,0.0,,-0.269997,312.403996,-129.647995,182.755997,0.0,,,182.756001,0.0,182.755997,0.0,,182.755997,182.755997,,295.108002,0.62,0.62,0.62,297.85199,0.61,0.61,0.61,
02/28/1999,4098.417969,,,-2911.830078,,,1186.587891,,-1034.550049,,,152.037994,-30.769,,25.159,,0.0,,5.61,121.268994,-43.436001,77.833,0.0,,,77.832993,0.0,77.833,0.0,,77.833,77.833,,296.328002,0.26,0.26,0.445,301.944,0.26,0.26,0.44,
05/31/1999,4383.513184,,,-2992.156006,,,1391.357178,,-1001.138977,,,390.217987,-18.175,,22.945,,0.0,,-4.77,372.042987,-150.677994,221.365005,0.0,,,221.364993,0.0,221.365005,0.0,,221.365005,221.365005,,298.0,0.74,0.74,0.74,304.0,0.73,0.73,0.73,
08/31/1999,4319.977051,,,-3049.570068,,,1270.406982,,-986.599976,,,283.807007,-20.927,,20.059,,0.0,,0.868,262.880007,-103.846001,159.033997,0.0,,,159.034006,0.0,159.033997,0.0,0.0,159.033997,159.033997,,298.170013,0.53,0.53,0.53,303.84201,0.52,0.52,0.52,
11/30/1999,4570.104004,,,-3215.186035,,,1354.917969,,-1050.383057,,,304.535004,-21.607001,,26.589001,,0.0,,-4.982,282.928003,-111.745003,171.182999,0.0,,,171.183,0.0,171.182999,0.0,0.0,171.182999,171.182999,,293.415009,0.58,0.58,0.58,298.080994,0.57,0.57,0.57,
02/29/2000,4518.057129,,,-3280.464111,,,1237.593018,,-1031.120972,,,206.472,-19.474,,30.282,,0.0,,-10.808,186.998,-73.870003,113.127998,0.0,,,113.127997,0.0,113.127998,0.0,0.0,113.127998,113.127998,,289.294006,0.39,0.39,0.39,293.666992,0.39,0.39,0.39,
05/31/2000,4848.807129,,,-3339.687012,,,1509.120117,,-1082.859985,,,426.26001,-21.325999,,29.129999,,0.0,,-7.804,404.934011,-159.942993,244.990997,0.0,,,244.991017,0.0,244.990997,0.0,0.0,244.990997,244.990997,,286.0,0.86,0.86,0.86,290.0,0.85,0.85,0.85,
08/31/2000,4778.73584,,,-3373.014893,,,1405.720947,,-1094.754028,,,310.96701,-36.722001,,34.318001,,0.0,,2.404,274.245009,-105.584999,168.660004,0.0,,,168.66001,0.0,168.660004,0.0,0.0,168.660004,168.660004,,284.714996,0.59,0.59,0.59,288.725006,0.58,0.58,0.58,
11/30/2000,4894.920898,,,-3469.194092,,,1425.726807,,-1080.314941,,,345.411987,-30.284002,,35.337002,,0.0,,-5.053,315.127985,-121.323997,193.804001,0.0,,,193.803988,0.0,193.804001,0.0,0.0,193.804001,193.804001,,285.083008,0.68,0.68,0.68,289.824005,0.67,0.67,0.67,
02/28/2001,4838.779785,,,-3555.458984,,,1283.320801,,-1092.015991,,,191.304993,-32.815999,,34.196999,,0.0,,-1.381,158.488994,-49.799999,108.689003,0.0,,,108.688995,0.0,,0.0,0.0,,,,288.042999,0.38,0.38,0.38,292.570007,0.37,0.37,0.37,
05/31/2001,5117.0,,,-3959.0,,,1158.0,,-935.0,,,223.0,-43.0,,,,,,43.0,180.0,-67.0,113.0,,,,113.0,,113.0,,,113.0,113.0,,297.0,0.38,0.38,0.38,302.0,0.38,0.38,0.38,
08/31/2001,5037.0,,,-3739.0,,,1298.0,,-1063.0,,,235.0,-35.0,,38.0,,0.0,,-3.0,200.0,-76.0,124.0,15.0,,,109.0,0.0,109.0,0.0,0.0,109.0,109.0,,298.0,0.37,0.42,0.42,302.0,0.36,0.41,0.41,
11/30/2001,5135.0,,,-3792.0,,,1343.0,,-1026.0,,,317.0,78.0,,36.0,,0.0,,-114.0,395.0,-150.0,245.0,0.0,,,245.0,0.0,245.0,0.0,0.0,245.0,245.0,,298.0,0.82,0.82,0.58,302.0,0.81,0.81,0.57,
02/28/2002,5019.0,,,-3717.0,,,1302.0,,-1065.0,,,237.0,-43.0,,36.0,,0.0,,7.0,194.0,-74.0,120.0,0.0,,,120.0,0.0,120.0,0.0,0.0,120.0,120.0,,298.0,0.4,0.4,0.4,304.0,0.39,0.39,0.39,
05/31/2002,5416.0,,,-3920.0,,,1496.0,,-1083.0,,,413.0,-42.0,,29.0,,0.0,,13.0,371.0,-135.0,236.0,0.0,,,236.0,0.0,236.0,0.0,0.0,236.0,236.0,,298.0,0.79,0.79,0.79,304.0,0.78,0.78,0.78,
08/31/2002,5445.0,,,-4021.0,,,1424.0,,-1141.0,,,283.0,-28.0,,31.0,,0.0,,-3.0,255.0,-97.0,158.0,0.0,,,158.0,0.0,158.0,0.0,0.0,158.0,158.0,,298.0,0.53,0.53,0.53,302.0,0.52,0.52,0.52,
11/30/2002,5667.0,,,-4091.0,,,1576.0,,-1149.0,,,427.0,-32.0,,28.0,,0.0,,4.0,395.0,-150.0,245.0,0.0,,,245.0,0.0,245.0,0.0,0.0,245.0,245.0,,298.0,0.82,0.82,0.82,303.0,0.81,0.81,0.81,
02/28/2003,5545.0,,,-4137.0,,,1408.0,,-1139.0,,,269.0,-32.0,,29.0,,0.0,,3.0,237.0,-90.0,147.0,0.0,,,147.0,0.0,147.0,0.0,0.0,147.0,147.0,,298.0,0.49,0.49,0.49,303.0,0.49,0.49,0.49,
05/31/2003,5830.0,,,-4187.0,,,1643.0,,-1151.0,,,492.0,-41.0,,30.0,,0.0,,11.0,451.0,-171.0,280.0,0.0,,,280.0,0.0,280.0,0.0,0.0,280.0,280.0,,298.0,0.94,0.94,0.94,303.0,0.92,0.92,0.92,
08/31/2003,5687.0,,,-4210.0,,,1477.0,,-1145.0,,,332.0,-136.0,,5.0,,0.0,,131.0,196.0,-68.0,128.0,0.0,,,128.0,0.0,128.0,0.0,0.0,128.0,128.0,,298.0,0.43,0.43,0.62,303.0,0.42,0.42,0.61,
11/30/2003,5920.0,,,-4280.0,,,1640.0,,-1174.0,,,466.0,-320.0,,35.0,,0.0,,285.0,146.0,-55.0,91.0,0.0,,,91.0,0.0,91.0,0.0,0.0,91.0,91.0,,298.0,0.31,0.31,0.9,304.0,0.3,0.3,0.87,
02/29/2004,6062.0,,,-4455.0,,,1607.0,,-1221.0,,,386.0,-52.0,,36.0,,0.0,,16.0,334.0,-127.0,207.0,0.0,,,207.0,0.0,207.0,0.0,0.0,207.0,207.0,,299.0,0.69,0.69,0.72,303.0,0.68,0.68,0.71,
05/31/2004,7041.0,,,-5373.0,,,1668.0,,-983.0,,,685.0,-42.0,,,,,,42.0,643.0,-231.0,412.0,,,,412.0,,412.0,,,412.0,412.0,,,,,,304.0,1.36,1.36,1.36,
08/31/2004,6975.0,,,-4989.0,,,1986.0,0.0,-1407.0,,,579.0,-45.0,13.0,39.0,,0.0,,32.0,534.0,-204.0,330.0,0.0,,,330.0,0.0,169.0,0.0,0.0,169.0,169.0,,300.0,0.563333,0.563333,0.563333,300.0,0.563333,0.563333,0.563333,
11/30/2004,7334.0,,,-5216.0,,,2118.0,,-1470.0,,,648.0,-94.0,,38.0,,0.0,,56.0,554.0,-200.0,354.0,0.0,,,354.0,0.0,354.0,0.0,0.0,354.0,354.0,,301.0,1.18,1.18,1.24,307.0,1.15,1.15,1.21,
02/28/2005,7339.0,,,-5710.0,,,1629.0,,-1077.0,,,552.0,-38.0,34.0,34.0,,0.0,,4.0,514.0,-197.0,317.0,0.0,,,317.0,0.0,317.0,0.0,0.0,317.0,317.0,,302.0,1.05,1.05,1.05,308.0,1.03,1.03,1.03,
05/31/2005,7715.0,,,-5907.0,,,1808.0,,-1068.0,,,740.0,-29.0,28.0,49.0,,0.0,,1.0,711.0,-263.0,448.0,0.0,,,448.0,0.0,448.0,0.0,0.0,448.0,448.0,,301.0,1.49,1.49,1.49,308.0,1.46,1.46,1.46,
08/31/2005,7707.0,,,-6064.0,,,1643.0,,-1059.0,,,584.0,-35.0,24.0,24.0,,0.0,,11.0,549.0,-210.0,339.0,0.0,,,339.0,0.0,339.0,0.0,0.0,339.0,339.0,49.0,303.0,1.12,1.12,1.28,308.0,1.1,1.1,1.25,
11/30/2005,8090.0,,,-6199.0,,,1891.0,,-1101.0,,,790.0,-30.0,30.0,30.0,,0.0,,0.0,760.0,-289.0,471.0,0.0,,,471.0,0.0,471.0,0.0,0.0,471.0,471.0,,303.0,1.55,1.55,1.55,308.0,1.53,1.53,1.53,
02/28/2006,8003.0,,,-6145.0,,,1858.0,,-1145.0,,,713.0,-30.0,28.0,28.0,,0.0,,2.0,683.0,-255.0,428.0,0.0,,,428.0,0.0,428.0,0.0,0.0,428.0,428.0,,305.0,1.41,1.41,1.41,310.0,1.38,1.38,1.38,
05/31/2006,8494.0,,,-564.0,,,7930.0,0.0,-7003.0,,,927.0,-20.0,22.0,60.0,,0.0,,-2.0,907.0,-339.0,568.0,0.0,,,568.0,0.0,568.0,0.0,0.0,568.0,568.0,,305.0,1.86,1.86,1.86,312.0,1.82,1.82,1.82,
08/31/2006,8545.0,,,-6606.0,,,1939.0,,-1155.0,,,784.0,-14.0,9.0,9.0,,0.0,,5.0,770.0,-295.0,475.0,0.0,,,475.0,0.0,475.0,0.0,0.0,475.0,475.0,,306.0,1.55,1.55,1.55,310.0,1.53,1.53,1.53,
11/30/2006,8926.0,,,-6888.0,,,2038.0,,-1199.0,,,839.0,-16.0,17.0,17.0,,0.0,,-1.0,823.0,-312.0,511.0,0.0,,,511.0,0.0,511.0,0.0,0.0,511.0,511.0,77.75,307.0,1.67,1.67,1.92,311.0,1.64,1.64,1.89,
02/28/2007,8592.0,,,-6783.0,,,1809.0,,-1168.0,,,641.0,-12.0,11.0,11.0,,0.0,,1.0,629.0,-209.0,420.0,0.0,,,420.0,0.0,420.0,0.0,0.0,420.0,420.0,-6.22,307.0,1.37,1.37,1.35,311.0,1.35,1.35,1.33,
05/31/2007,9151.0,,,-591.0,,,8560.0,0.0,-5212.0,,,3348.0,-19.0,,16.0,,0.0,,3.0,3329.0,-383.0,2946.0,0.0,,,2946.0,0.0,2946.0,0.0,0.0,2946.0,2946.0,,619.0,3.94,5.92,1.92,311.0,1.96,1.96,1.9,
08/31/2007,9199.0,,,-7082.0,,,2117.0,0.0,-1303.0,,,814.0,-27.0,25.0,25.0,,0.0,,2.0,787.0,-293.0,494.0,0.0,,,494.0,0.0,494.0,0.0,0.0,494.0,494.0,,308.0,1.6,1.6,1.6,312.0,1.58,1.58,1.58,
11/30/2007,9451.0,,,-7318.0,,,2133.0,0.0,-1350.0,,,783.0,-15.0,15.0,15.0,,0.0,,0.0,768.0,-289.0,479.0,0.0,,,479.0,0.0,479.0,0.0,0.0,479.0,479.0,,309.0,1.55,1.55,1.55,312.0,1.54,1.54,1.54,
02/29/2008,9437.0,,,-7487.0,,,1950.0,,-1309.0,,,641.0,-13.0,10.0,10.0,,0.0,,3.0,628.0,-235.0,393.0,0.0,,,393.0,0.0,393.0,0.0,0.0,393.0,393.0,,309.0,1.27,1.27,1.27,312.0,1.26,1.26,1.26,
05/31/2008,9866.0,,,-7813.0,,,2053.0,0.0,-1334.0,,,719.0,-886.0,4.0,,,0.0,,882.0,-167.0,-74.0,-241.0,0.0,,,-241.0,0.0,-241.0,0.0,0.0,-241.0,-241.0,696.0,310.0,-0.78,-0.78,1.465,310.0,-0.78,-0.78,1.465,
08/31/2008,9970.0,9970.0,,-8037.0,7545.0,492.0,1933.0,0.0,-1303.0,,1303.0,630.0,-12.0,9.0,18.0,-9.0,,,3.0,618.0,-234.0,384.0,0.0,0.0,0.0,384.0,0.0,384.0,0.0,0.0,384.0,384.0,0.0,311.0,1.24,1.24,1.24,313.0,1.23,1.23,1.23,
11/30/2008,9538.0,9538.0,,-7414.0,6923.0,491.0,2124.0,0.0,-1340.0,,1340.0,784.0,-10.0,10.0,18.0,-8.0,,,0.0,774.0,-281.0,493.0,0.0,0.0,0.0,493.0,0.0,493.0,0.0,0.0,493.0,493.0,0.0,311.0,1.59,1.59,1.59,312.0,1.59,1.59,1.59,
02/28/2009,8137.0,8137.0,,-6664.0,6168.0,496.0,1473.0,0.0,-1291.0,,1291.0,182.0,-23.0,19.0,25.0,-6.0,,,4.0,159.0,-62.0,97.0,0.0,0.0,0.0,97.0,0.0,97.0,0.0,0.0,97.0,97.0,0.0,311.0,0.31,0.31,0.31,312.0,0.31,0.31,0.31,
05/31/2009,7852.0,7852.0,,-6299.0,5803.0,496.0,1553.0,0.0,-2402.0,,2402.0,-849.0,-25.0,21.0,24.0,-3.0,,,4.0,-874.0,-2.0,-876.0,0.0,0.0,0.0,-876.0,0.0,-876.0,0.0,0.0,-876.0,206.6,1082.6,311.0,-2.82,-2.82,0.664309,311.0,-2.82,-2.82,0.661029,
08/31/2009,8009.0,8009.0,,-6571.0,6076.0,495.0,1438.0,0.0,-1123.0,,1123.0,315.0,-21.0,18.0,21.0,-3.0,,,3.0,294.0,-113.0,181.0,0.0,0.0,0.0,181.0,0.0,181.0,0.0,0.0,181.0,181.0,0.0,312.0,0.58,0.58,0.58,312.0,0.58,0.58,0.58,
11/30/2009,8596.0,8596.0,,-6813.0,6326.0,487.0,1783.0,0.0,-1212.0,,1212.0,571.0,-24.0,15.0,17.0,-2.0,,,9.0,547.0,-202.0,345.0,0.0,0.0,0.0,345.0,0.0,345.0,0.0,0.0,345.0,345.0,0.0,312.0,1.1,1.1,1.1,314.0,1.1,1.1,1.1,
02/28/2010,8701.0,8701.0,,-7064.0,6576.0,488.0,1637.0,0.0,-1221.0,,1221.0,416.0,-35.0,19.0,20.0,-1.0,,,16.0,381.0,-142.0,239.0,0.0,0.0,0.0,239.0,0.0,239.0,0.0,0.0,239.0,239.0,0.0,312.0,0.76,0.76,0.76,315.0,0.76,0.76,0.76,
05/31/2010,9428.0,9428.0,,-7445.0,6957.0,488.0,1983.0,0.0,-1287.0,,1287.0,696.0,-24.0,19.0,21.0,-2.0,,,5.0,672.0,-253.0,419.0,0.0,0.0,0.0,419.0,0.0,419.0,0.0,0.0,419.0,430.7,11.7,316.0,1.33,1.33,1.362975,316.0,1.33,1.33,1.362975,
08/31/2010,9457.0,9457.0,,-7614.0,7135.0,479.0,1843.0,0.0,-1215.0,,1215.0,628.0,-25.0,18.0,19.0,-1.0,,,7.0,603.0,-223.0,380.0,0.0,0.0,0.0,380.0,0.0,380.0,0.0,0.0,380.0,380.0,0.0,314.0,1.21,1.21,1.21,315.0,1.2,1.2,1.2,
11/30/2010,9632.0,9632.0,,-7710.0,7208.0,502.0,1922.0,0.0,-1453.0,,1453.0,469.0,-32.0,23.0,26.0,-3.0,,,9.0,437.0,-154.0,283.0,0.0,0.0,0.0,283.0,0.0,283.0,0.0,0.0,283.0,368.32,85.32,314.0,0.9,0.9,1.172994,316.0,0.89,0.89,1.16,
02/28/2011,9663.0,9663.0,,-7917.0,7424.0,493.0,1746.0,0.0,-1353.0,,1353.0,393.0,-33.0,24.0,26.0,-2.0,,,9.0,360.0,-129.0,231.0,0.0,0.0,0.0,231.0,0.0,231.0,0.0,0.0,231.0,244.65,13.65,317.0,0.73,0.73,0.771767,317.0,0.73,0.73,0.771767,
