Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2000,197.354996,,-68.078003,,129.276993,,-1462.964966,,,,,,-1333.687988,22.973,,0.0,,0.0,,-22.973,-1310.714989,0.0,-1310.714966,0.0,,,-1310.714989,-1.481,-1312.196045,0.0,,-1312.196045,-1312.196045,,197.753006,-6.64,-6.64,0.23,197.753006,-6.64,-6.64,0.21,
03/31/2001,213.412994,,-74.339996,,139.072998,,-1490.272949,,,,,,-1351.199951,-53.162998,,0.0,,0.0,,53.162998,-1404.362949,27.195999,-1377.166992,0.0,,,-1377.16695,-0.21,-1377.376953,0.0,0.0,-1377.376953,-1377.376953,,199.520004,-6.9,-6.9,0.24,199.520004,-6.9,-6.9,0.23,
06/30/2001,231.197,,-80.308,,150.889,,-11389.874,,,,,,-11238.985,19.151,-19.165,0.0,-19.165,0.0,,0.014,-11219.834,29.413,-11190.421,0.0,,,-11190.421,-0.309,-11190.73,0.0,0.0,-11190.73,-11190.73,,201.675,-55.49,-55.49,-55.49,201.675,-55.49,-55.49,-55.49,
09/30/2001,255.154999,,-83.517998,,171.637001,,-584.426025,,,,,,-412.789001,16.556,,0.0,-18.309,0.0,,1.753,-396.233002,9.903,-386.329987,0.0,,,-386.330002,-0.405,-386.734985,0.0,0.0,-386.734985,-386.734985,,202.893997,-1.91,-1.91,0.29,210.848999,-1.91,-1.91,0.28,
12/31/2001,283.799011,,-105.555,,178.244011,,-586.096985,,,,,,-407.852997,-5.013,,0.0,,0.0,,5.013,-412.865997,11.41,-401.455994,0.0,,,-401.455997,0.345,-401.110992,0.0,0.0,-401.110992,-401.110992,,209.757996,-1.91,-1.91,0.34,217.936996,-1.91,-1.91,0.33,
03/31/2002,327.81601,,-154.966995,,172.849014,,-200.223999,,,,,,-27.375,-12.17,,0.0,,0.0,,12.17,-39.545,0.0,-39.544998,0.0,,,-39.545,-0.165,-39.709999,0.0,0.0,-39.709999,-39.709999,,235.438004,-0.17,-0.17,0.29,240.722,-0.17,-0.17,0.28,
06/30/2002,317.408997,,-152.548996,,164.860001,,-122.662003,,,,,,42.198002,-4844.73291,,0.0,,0.0,,4844.73291,-4802.534908,0.0,-4802.535156,0.0,,,-4802.534908,0.0,-4802.535156,0.0,0.0,-4802.535156,-4802.535156,,236.434998,-20.309999,-20.309999,0.21,239.380997,-20.309999,-20.309999,0.21,
09/30/2002,301.44101,,-140.085999,,161.355011,,-179.794998,,,,,,-18.440001,-56.752998,,0.0,,0.0,,56.752998,-75.192999,-4.242,-79.434998,0.0,,,-79.434999,-0.237,-79.671997,0.0,0.0,-79.671997,-79.671997,,236.957993,-0.34,-0.34,0.19,237.929001,-0.34,-0.34,0.19,
12/31/2002,275.002014,,-116.594002,,158.408012,,-114.260002,,,,,,44.147999,-77.554001,,0.0,,0.0,,77.554001,-33.406002,-6.133,-39.539001,0.0,,,-39.539002,0.159,-39.380001,0.0,0.0,-39.380001,-39.380001,,237.350998,-0.17,-0.17,0.18,238.557999,-0.17,-0.17,0.18,
03/31/2003,269.757996,,-115.829002,,153.928993,,-168.106003,,,,,,-14.177,-34.407001,,0.0,,0.0,,34.407001,-48.584002,-4.852,-53.436001,0.0,,,-53.436002,0.0,-53.436001,0.0,0.0,-53.436001,-53.436001,,238.207993,-0.22,-0.22,0.18,238.421005,-0.22,-0.22,0.18,
06/30/2003,265.299011,,-115.588997,,149.710014,,-106.023003,,,,,,43.687,-185.725998,,0.0,,0.0,,185.725998,-142.038998,-0.811,-142.850006,0.0,,,-142.849998,0.0,-142.850006,0.0,0.0,-142.850006,-142.850006,,238.897995,-0.6,-0.6,0.2,241.695999,-0.6,-0.6,0.19,
09/30/2003,268.122986,,-114.413002,,153.709984,,-182.625,,,,,,-28.915001,1.068,,0.0,,0.0,,-1.068,-27.847001,-3.456,-31.302999,0.0,,,-31.303001,0.0,-31.302999,0.0,0.0,-31.302999,-31.302999,,240.369995,-0.13,-0.13,0.2,243.789993,-0.13,-0.13,0.2,
12/31/2003,251.600006,,-100.375999,,151.224007,,-95.385002,,,,,,55.839001,-63.356998,,0.0,,0.0,,63.356998,-7.517998,-14.232,-21.75,0.0,,,-21.749998,-0.507,-22.257,0.0,0.0,-22.257,-22.257,,241.602005,-0.09,-0.09,0.18,246.432007,-0.09,-0.09,0.18,
03/31/2004,229.113007,,-91.482002,,137.631004,,-107.225998,,,,,,30.405001,-14.768,,0.0,,0.0,,14.768,15.637001,-6.567,9.07,0.0,,,9.070001,0.0,9.07,0.0,0.0,9.07,9.07,,244.362,0.04,0.04,0.18,248.162003,0.04,0.04,0.17,
06/30/2004,256.045013,,-102.235001,,153.810013,,-100.695,,,,,,53.115002,-13.895,,0.0,,0.0,,13.895,39.220001,-17.275,21.945,0.0,,,21.945002,0.0,21.945,0.0,0.0,21.945,21.945,,249.356995,0.09,0.09,0.15,253.067993,0.09,0.09,0.15,
09/30/2004,325.311,,-121.945,,203.366,,-163.191,,,,,,40.175,-7.153,,0.0,,0.0,,7.153,33.022,7.376,40.398,0.0,,,40.398,0.0,40.398,0.0,0.0,40.398,40.398,,254.146,0.16,0.16,0.3,257.722,0.16,0.16,0.3,
12/31/2004,307.837,,-120.354,,187.483,,-174.509,,,,,,12.974,95.731,,0.0,,0.0,,-95.731,108.705,-3.899,104.806,-12.624,,,117.43,-2.618,114.812,0.0,0.0,114.812,114.812,,254.391,0.45,0.4,0.164,273.664,0.43,0.38,0.1606,
03/31/2005,387.267,,-122.388,,264.879,,-211.319,,,,,,53.56,17.152,-7.008,0.0,-7.008,,,-10.144,70.712,-24.424,46.288,-4.015,,,50.303,-1.128,49.175,,,49.175,49.175,,253.989,0.19,0.18,0.18,262.434,0.19,0.17,0.17,
06/30/2005,434.221,,-134.43,,299.791,,-238.154,,,,,,61.637,9.625,,0.0,-8.725,0.0,,-0.9,71.262,-34.284,36.978,-4.31,,,41.288,-1.048,40.24,0.0,0.0,40.24,40.24,,263.268,0.15,0.13,0.15,271.173,0.15,0.13,0.15,
09/30/2005,401.113,,-126.858,,274.255,,-203.96,,,,,,70.295,12.053,,0.0,-8.129,0.0,,-3.924,82.348,-29.212,53.136,-4.934,,,58.07,-1.221,56.849,0.0,0.0,56.849,56.849,,260.369,0.22,0.2,0.21,266.079,0.21,0.2,0.21,
12/31/2005,389.973,,-128.867,,261.106,,-203.506,,,,,,57.6,-13.992,,0.0,-20.195,0.0,,34.187,43.608,-13.093,30.515,-253.504,,,284.019,-1.305,282.714,0.0,0.0,282.714,282.714,,251.846,1.12,0.12,0.12,255.07,1.11,0.12,0.12,
03/31/2006,370.109,,-136.967,,233.142,,-207.324,151.065,90.55,,,56.259,25.818,14.412,-7.546,0.028,-7.574,0.0,,-6.866,40.23,-24.215,16.015,-1.118,,,17.133,-0.647,16.486,0.0,0.0,16.486,16.486,,245.603,0.07,0.06,0.23,248.083,0.07,0.06,0.23,
06/30/2006,387.832,,-145.715,,242.117,,-214.959,152.106,92.809,,,62.853,27.158,7.95,-4.925,1.826,-6.751,0.0,,-3.025,35.108,341.536,376.644,-0.901,,,377.545,-0.758,376.787,0.0,0.0,376.787,376.787,,244.744,1.54,1.54,1.07,247.252,1.52,1.52,1.05,
09/30/2006,396.418,,-143.357,,253.061,,-228.041,163.899,94.85,,,64.142,25.02,3.483,-3.547,2.477,-6.024,0.0,,0.064,28.503,-13.769,14.734,-1.259,,,15.993,-0.719,15.274,0.0,0.0,15.274,15.274,,243.536,0.06,0.06,0.19,245.657,0.06,0.06,0.19,
12/31/2006,408.639,,-148.723,,259.916,,-234.799,633.1,376.508,,,-398.301,25.117,2.092,,2.477,-6.873,0.0,,2.304,133.527,-59.904,-30.218,-1.437,,,75.06,-0.751,-29.532,0.0,0.0,-29.532,-29.532,,243.832,-0.12,-0.13,0.18,247.088,-0.12,-0.13,0.18,
03/31/2007,328.483,,-116.418,,212.065,,-196.089,126.496,77.215,,,69.593,15.976,56.134,-6.301,2.229,-8.53,0.0,,-49.385,72.11,-9.246,62.864,0.542,,,62.322,-0.569,61.753,0.0,0.0,61.753,61.753,,243.852,0.25,0.25,0.45,248.357,0.25,0.25,0.44,
06/30/2007,258.988,,-82.675,,176.313,,-185.229,136.9,62.545,,,48.329,-8.916,-0.637,-8.102,0.354,-8.456,0.0,,10.487,-9.553,-5.632,-15.185,-10.386,,,-4.799,0.082,-4.717,0.0,0.0,-4.717,-4.717,,243.846,-0.02,-0.06,0.02,243.846,-0.02,-0.06,0.02,
09/30/2007,215.744,,-60.523,,155.221,,-144.416,114.675,55.407,,,29.741,10.805,-5.162,-6.247,5.061,-11.308,0.0,,11.625,5.643,7.964,13.607,-3.401,,,17.008,-2.054,14.954,0.0,0.0,14.954,14.954,,240.054,0.06,0.05,0.06,245.537,0.06,0.05,0.06,
12/31/2007,221.654,,-56.412,,165.242,,-205.89,,,,,,-40.648,-127.386,,10.622,-18.936,0.0,,135.7,-168.034,-23.39,-191.424,28.353,,,-219.777,1.299,-218.478,0.0,0.0,-218.478,-218.478,,223.27,-0.98,-0.85,0.26,223.27,-0.98,-0.85,0.26,
03/31/2008,235.265,,-59.485,,175.78,0.0,-130.936,103.074,48.583,,,27.862,44.844,-21.661,2.626,10.921,-8.295,,,17.274,23.183,-6.649,16.534,23.689,,,-7.155,-0.906,-8.061,0.0,0.0,-8.061,-8.061,10.56965,206.55,-0.04,0.08,0.13,210.471,-0.04,0.07,0.12,
06/30/2008,242.033,,-55.748,,186.285,0.0,-118.201,92.124,43.55,,,26.077,68.084,-90.342,8.096,10.824,-2.728,,1.171,82.246,-22.258,8.059,-13.028,55.161,,,-68.189,-0.989,-69.178,0.0,0.0,-69.178,-69.178,,195.515,-0.35,-0.07,0.37,195.515,-0.35,-0.07,0.37,
09/30/2008,245.934,,-57.265,,188.669,0.0,-115.587,91.323,41.646,,,24.264,73.082,-21.868,7.064,11.045,-3.981,,,12.295,51.214,-8.876,42.338,242.613,,,-200.275,-0.815,-201.09,0.0,0.0,-201.09,-201.09,3.839,193.853,-1.04,0.21,0.23,195.93,-1.04,0.21,0.23,
12/31/2008,364.533,,-49.907,,314.626,,-179.791,151.001,71.322,,,28.79,134.835,-104.073,19.422,23.471,-4.049,0.0,,83.869,30.762,-16.922,13.84,186.144,,,-172.304,17.73,-95.922,0.0,0.0,-95.922,-95.922,65.81,191.844,-0.5,0.49,0.82,191.844,-0.5,0.48,0.82,
03/31/2009,253.557,253.557,-62.879,62.879,190.678,0.0,-115.821,86.819,38.189,48.63,21.783,7.219,74.857,-4.34,10.156,11.805,-1.649,,,-5.816,70.517,-23.2,47.317,-18.198,-18.198,0.0,65.515,-0.495,65.02,0.0,0.0,65.02,47.892728,1.070728,192.311,0.34,0.24,0.249038,192.804,0.34,0.24,0.245553,
06/30/2009,154.338,154.338,-42.977,42.977,111.361,0.0,-68.379,55.455,18.116,37.339,12.985,-0.061,42.982,-10.485,10.95,11.805,-0.855,,,-0.465,32.497,-15.593,16.904,-18.868,-18.868,0.0,35.772,-0.898,34.874,0.0,0.0,34.874,15.88642,-0.11958,192.649,0.18,0.09,0.082463,193.426,0.18,0.09,0.082463,
09/30/2009,156.807,156.807,-42.159,42.159,114.648,0.0,-80.56,55.86,20.545,35.315,13.245,11.455,34.088,-9.056,11.334,11.867,-0.533,,,-2.278,25.032,-4.132,20.9,-33.699,-33.699,0.0,54.599,-0.988,53.611,0.0,0.0,53.611,26.263524,6.351524,192.619,0.28,0.11,0.13635,193.472,0.28,0.11,0.13635,
12/31/2009,158.741,158.741,-40.063,40.063,118.678,0.0,-71.209,57.0,21.293,35.707,12.61,1.599,47.469,-11.094,,11.874,,,,-0.78,36.375,-5.007,31.368,-61.985,-61.985,0.0,93.353,-1.305,92.048,0.0,0.0,92.048,31.15825,1.09525,189.724,0.49,0.17,0.164229,190.617,0.48,0.16,0.164229,
03/31/2010,161.582,161.582,-38.814,38.814,122.768,0.0,-68.665,56.154,21.31,34.844,12.277,0.234,54.103,-7.17,10.905,11.998,-1.093,,,-3.735,46.933,-16.924,30.009,-22.431,-22.431,0.0,52.44,-1.084,51.356,0.0,0.0,51.356,29.150785,0.225785,183.174,0.28,0.16,0.159143,184.259,0.28,0.16,0.159143,
06/30/2010,167.881,167.881,-39.846,39.846,128.035,0.0,-77.213,55.936,23.139,32.797,13.738,7.539,50.822,-8.116,9.92,11.966,-2.046,,,-1.804,42.706,-16.121,26.585,-9.789,-9.789,0.0,36.374,-1.161,35.213,0.0,0.0,35.213,29.4917,4.0677,181.12,0.19,0.15,0.16283,182.753,0.19,0.15,0.16283,
09/30/2010,172.286,172.286,-39.751,39.751,132.535,0.0,-72.663,51.926,18.412,33.514,14.468,6.269,59.872,-7.5,10.232,12.14,-1.908,,,-2.732,52.372,-7.267,45.105,-740.44,-740.44,0.0,785.545,-0.642,784.903,0.0,0.0,784.903,45.737082,1.274082,173.572,4.52,0.26,0.263505,175.034,4.48,0.26,0.263505,
12/31/2010,178.829,178.829,-38.265,38.265,140.564,0.0,-73.078,57.078,20.529,36.549,13.181,2.819,67.486,-114.144,119.159,121.563,-2.404,,,-5.015,-46.658,14.991,-31.667,8.838,8.838,0.0,-40.505,0.0,-40.505,0.0,0.0,-40.505,-29.716136,1.950864,172.472,-0.23,-0.18,-0.172295,172.472,-0.23,-0.18,-0.172295,
03/31/2011,181.523,181.523,-40.869,40.869,140.654,0.0,-75.144,56.02,22.391,33.629,13.594,5.53,65.51,-6.342,9.729,11.82,-2.091,,,-3.387,59.168,-16.875,42.293,1.522,1.522,0.0,40.771,0.0,40.771,0.0,0.0,40.771,45.915408,3.622408,170.193,0.24,0.25,0.269784,171.979,0.24,0.25,0.269784,
06/30/2011,189.844,189.844,-40.667,40.667,149.177,0.0,-67.118,50.385,22.179,28.206,13.074,3.659,82.059,-105.707,110.277,111.856,-1.579,,,-4.57,-23.648,15.967,-7.681,2.929,2.929,0.0,-10.61,0.0,-10.61,0.0,0.0,-10.61,-5.417054,2.263946,167.471,-0.06,-0.05,-0.032346,167.471,-0.06,-0.05,-0.036482,
09/30/2011,196.965,196.965,-41.694,41.694,155.271,0.0,-66.324,49.865,25.09,24.775,13.488,2.971,88.947,-8.206,11.034,11.797,-0.763,,,-2.828,80.741,-22.126,58.615,-0.301,-0.301,0.0,58.916,0.0,58.916,0.0,0.0,58.916,59.806403,1.191403,163.046,0.36,0.36,0.366807,163.902,0.36,0.36,0.366807,
12/31/2011,203.646,203.646,-42.016,42.016,161.63,0.0,-68.757,52.284,27.772,24.512,13.121,3.352,92.873,-15.547,11.275,11.859,-0.584,,,4.272,77.326,-31.997,45.329,-8.485,-8.485,0.0,53.814,,53.814,0.0,0.0,53.814,47.5078,2.1788,159.226,0.34,0.28,0.298367,160.087,0.34,0.28,0.29361,
03/31/2012,205.726,205.726,-41.256,41.256,164.47,0.0,-65.54,51.323,27.815,23.508,14.765,-0.548,98.93,-11.533,12.04,12.34,-0.3,,,-0.507,87.397,-21.292,66.105,-1.904,-1.904,0.0,68.009,0.0,68.009,0.0,0.0,68.009,65.982551,-0.122449,159.344,0.43,0.41,0.414089,162.881,0.42,0.41,0.409248,
06/30/2012,214.142,214.142,-42.844,42.844,171.298,0.0,-64.318,49.039,26.313,22.726,15.461,-0.182,106.98,-14.677,11.975,12.58,-0.605,,,2.702,92.303,-23.831,68.472,0.0,0.0,0.0,68.472,0.0,68.472,0.0,0.0,68.472,68.396192,-0.075808,157.599,0.43,0.43,0.433989,164.178,0.42,0.42,0.419538,
09/30/2012,223.528,223.528,-41.46,41.46,182.068,0.0,-66.006,50.597,22.928,27.669,15.409,0.0,116.062,-14.361,11.976,12.619,-0.643,,,2.385,101.701,-24.882,76.819,-1.091,-1.091,0.0,77.91,0.0,77.91,0.0,0.0,77.91,76.819,0.0,156.261,0.5,0.49,0.49,166.575,0.47,0.46,0.46,
12/31/2012,230.196,230.196,-42.04,42.04,188.156,0.0,-52.801,36.777,20.753,16.024,16.059,-0.035,135.355,-4.061,,12.657,,,,-8.596,131.294,-30.205,101.089,-4.552,-4.552,0.0,105.641,0.0,105.641,0.0,0.0,105.641,97.29625,-3.79275,154.642,0.68,0.65,0.629171,162.034,0.65,0.62,0.596593,
03/31/2013,236.447,236.447,-47.254,47.254,189.193,0.0,-55.929,37.753,18.104,19.649,18.176,0.0,133.264,-18.373,11.953,12.596,-0.643,,,6.42,114.891,-30.378,84.513,0.0,0.0,0.0,84.513,0.0,84.513,0.0,0.0,84.513,84.513,0.0,152.543,0.55,0.55,0.55,161.346,0.52,0.52,0.52,
06/30/2013,239.332,239.332,-46.63,46.63,192.702,0.0,-60.621,43.722,23.269,20.453,16.899,0.0,132.081,-13.648,19.189,19.809,-0.62,,,-5.541,118.433,-31.543,86.89,0.0,0.0,0.0,86.89,0.0,86.89,0.0,0.0,86.89,86.89,0.0,148.576,0.58,0.58,0.58,158.641,0.55,0.55,0.55,
09/30/2013,243.678,243.678,-46.554,46.554,197.124,0.0,-64.411,46.955,22.9,24.055,17.456,0.0,132.713,-25.711,20.799,21.119,-0.32,,,4.912,107.002,-26.104,80.898,0.0,0.0,0.0,80.898,0.0,80.898,0.0,0.0,80.898,80.898,0.0,141.701,0.57,0.57,0.57,152.951,0.53,0.53,0.53,
12/31/2013,245.63,245.63,-46.575,46.575,199.055,0.0,-68.881,51.115,25.064,26.051,17.766,0.0,130.174,-13.729,20.923,21.237,-0.314,,,-7.194,116.445,175.704,292.149,0.0,0.0,0.0,292.149,0.0,292.149,0.0,0.0,292.149,297.3997,5.2507,135.759,2.15,2.15,2.190644,150.422,1.94,1.94,1.974906,
03/31/2014,248.796,248.796,-48.026,48.026,200.77,0.0,-61.185,42.746,20.289,22.457,18.439,0.0,139.585,-14.869,21.069,21.385,-0.316,,,-6.2,124.716,-30.293,94.423,0.0,0.0,0.0,94.423,0.0,94.423,0.0,0.0,94.423,91.0859,-3.3371,133.417,0.71,0.71,0.682716,148.6,0.64,0.64,0.617543,
06/30/2014,250.382,250.382,-45.989,45.989,204.393,0.0,-61.272,45.578,23.651,21.927,15.694,0.0,143.121,-16.496,21.295,21.49,-0.195,,,-4.799,126.625,-26.449,100.176,0.0,0.0,0.0,100.176,0.0,100.176,0.0,0.0,100.176,96.6686,-3.5074,129.35,0.77,0.77,0.747341,141.142,0.71,0.71,0.68515,
09/30/2014,255.022,255.022,-46.933,46.933,208.089,0.0,-68.589,52.269,24.304,27.965,16.32,0.0,139.5,-28.006,21.336,21.533,-0.197,,,6.67,111.494,-16.305,95.189,0.0,0.0,0.0,95.189,0.0,95.189,0.0,0.0,95.189,99.5375,4.3485,124.109,0.77,0.77,0.802017,138.112,0.69,0.69,0.721485,
12/31/2014,255.917,255.917,-47.477,47.477,208.44,0.0,-66.219,48.895,23.757,25.138,17.324,0.0,142.221,-21.745,21.372,21.586,-0.214,,,0.373,120.476,-55.004,65.472,0.0,0.0,0.0,65.472,0.0,65.472,0.0,0.0,65.472,69.606771,4.134771,120.14,0.54,0.54,0.57938,135.899,0.48,0.48,0.510425,
03/31/2015,258.422,258.422,-48.353,48.353,210.069,0.0,-65.832,48.68,22.382,26.298,17.152,0.0,144.237,-27.572,21.758,22.017,-0.259,,,5.814,116.665,-28.427,88.238,0.0,0.0,0.0,88.238,0.0,88.238,0.0,0.0,88.238,92.196327,3.958327,117.139,0.75,0.75,0.787068,133.85,0.66,0.66,0.689573,
06/30/2015,262.539,262.539,-48.221,48.221,214.318,0.0,-65.353,49.006,24.329,24.677,16.347,0.0,148.965,-25.302,28.13,28.503,-0.373,,,-2.828,123.663,-30.652,93.011,0.0,0.0,0.0,93.011,0.0,93.011,0.0,0.0,93.011,92.379379,-0.631621,115.656,0.8,0.8,0.798743,133.251,0.7,0.7,0.69526,
09/30/2015,265.78,265.78,-47.218,47.218,218.562,0.0,-64.1,49.081,20.966,28.115,15.019,0.0,154.462,-32.519,27.905,28.544,-0.639,,,4.614,121.943,-29.486,92.457,0.0,0.0,0.0,92.457,0.0,92.457,0.0,0.0,92.457,94.868842,2.411842,112.955,0.82,0.82,0.839882,131.721,0.7,0.7,0.71831,
12/31/2015,272.625,272.625,-48.996,48.996,223.629,0.0,-65.347,50.147,22.507,27.64,15.2,0.0,158.282,-32.903,27.71,28.567,-0.857,,,5.193,125.379,-23.849,101.53,0.0,0.0,0.0,101.53,0.0,101.53,0.0,0.0,101.53,104.8814,3.3514,110.952,0.92,0.92,0.945286,133.385,0.76,0.76,0.785126,
03/31/2016,281.876,281.876,-50.582,50.582,231.294,0.0,-64.527,47.784,20.027,27.757,16.743,0.0,166.767,-25.683,27.762,28.804,-1.042,,,-2.079,141.084,-33.628,107.456,0.0,0.0,0.0,107.456,0.0,107.456,0.0,0.0,107.456,107.536217,0.080217,109.592,0.98,0.98,0.981241,131.581,0.82,0.82,0.82061,
06/30/2016,286.466,286.466,-48.753,48.753,237.713,0.0,-61.446,47.158,19.757,27.401,14.288,0.0,176.267,-27.15,27.337,28.859,-1.522,,,-0.187,149.117,-35.907,113.21,0.0,0.0,0.0,113.21,0.0,113.21,0.0,0.0,113.21,112.609261,-0.600739,108.067,1.05,1.05,1.042032,130.588,0.87,0.87,0.8654,
09/30/2016,287.554,287.554,-49.807,49.807,237.747,0.0,-62.971,48.647,18.647,30.0,14.324,0.0,174.776,-25.657,27.191,28.919,-1.728,,,-1.534,149.119,-34.692,114.427,0.0,0.0,0.0,114.427,0.0,114.427,0.0,0.0,114.427,114.347839,-0.079161,106.307,1.08,1.08,1.075638,127.75,0.9,0.9,0.89938,
12/31/2016,286.271,286.271,-49.1,49.1,237.171,0.0,-68.409,54.664,21.819,32.845,13.745,0.0,168.762,-26.909,27.083,28.982,-1.899,,,-0.174,141.853,-36.301,105.552,0.0,0.0,0.0,105.552,0.0,105.552,0.0,0.0,105.552,105.4831,-0.0689,104.08,1.01,1.01,1.013481,125.454,0.84,0.84,0.839451,
03/31/2017,288.614,288.614,-50.669,50.669,237.945,0.0,-62.674,49.33,18.322,31.008,13.344,0.0,175.271,-27.722,26.778,29.023,-2.245,,,0.944,147.549,-31.137,116.412,0.0,0.0,0.0,116.412,0.0,116.412,0.0,0.0,116.412,117.07682,0.66482,102.467,1.14,1.14,1.142581,124.464,0.94,0.94,0.945341,
