Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2013,9940.9,1742.7,1742.7,0,0.0,0.0,0.0,,0,0,0,0,0,3408.0,,204.7,,3408.0,5150.7,208.6,629.2,-420.6,,,4581.6,4044.1,3174.5,869.6,,332.8,4790.2,,795.9,,196.8,,599.1,0.0,0.0,,,,3408.0,,183.4,345.2,3408.0,4203.9,3968.7,3968.7,,,,718.0,,82.7,106.7,4686.7,8890.6,0.0,383.6,5.5,378.1,0.0,832.0,-165.3,1050.3,0.0,1050.3,9940.9,
12/31/2013,10121.3,2073.1,2073.1,0,0.0,,0.0,0.0,0,0,0,0,0,3270.4,0.0,224.3,,3270.4,5343.5,209.9,638.5,-428.6,,,4567.9,4005.8,3172.0,833.8,,337.8,4777.8,,855.8,,216.9,,638.9,0.0,0.0,0.0,0.0,,3270.4,,223.4,319.2,3270.4,4126.2,4213.0,4213.0,0.0,0.0,,677.4,,70.4,64.4,4890.4,9016.6,0.0,396.4,5.5,390.9,0.0,877.3,-169.0,1104.7,0.0,1104.7,10121.3,
03/31/2014,9922.6,1694.0,1694.0,0,0.0,0.0,0.0,,0,0,0,0,0,3515.9,,251.4,,3515.9,5209.9,214.0,652.6,-438.6,,,4498.7,4004.1,3170.6,833.5,,243.2,4712.7,,796.1,,221.7,,574.4,0.0,0.0,,,,3515.9,,247.1,307.2,3515.9,4312.0,3844.1,3844.1,,,,698.8,,66.1,78.4,4542.9,8854.9,0.0,410.6,5.4,405.2,0.0,827.1,-170.0,1067.7,0.0,1067.7,9922.6,
06/30/2014,9874.6,1604.7,1604.7,0,0.0,0.0,0.0,,0,0,0,0,0,3603.7,,240.1,,3603.7,5208.4,208.5,697.2,-488.7,,,4457.7,3969.0,3170.0,799.0,,248.6,4666.2,,755.6,,202.0,,553.6,0.0,0.0,,,,3603.7,,243.7,309.2,3603.7,4359.3,3754.1,3754.1,,,,691.0,,59.9,78.2,4445.1,8804.4,0.0,422.6,5.3,417.3,0.0,810.1,-162.5,1070.2,0.0,1070.2,9874.6,
09/30/2014,9846.6,1667.4,1667.4,0,0.0,,0.0,,0,0,0,0,0,3465.8,,333.7,,3465.8,5133.2,205.7,672.1,-466.4,,,4507.7,3938.4,3169.5,768.9,,235.6,4713.4,,797.6,,201.5,,596.1,0.0,,,,,3465.8,,260.5,296.0,3465.8,4263.4,3714.2,3714.2,,,,689.3,,55.3,77.5,4403.5,8666.9,0.0,434.4,5.2,429.2,0.0,856.2,-110.9,1179.7,0.0,1179.7,9846.6,
12/31/2014,9890.4,1783.2,1783.2,0,0.0,0.0,0.0,0.0,0,0,0,0,0,3313.7,0.0,423.0,,3313.7,5096.9,206.4,684.9,-478.5,0.0,,4587.1,3917.3,3169.2,748.1,,246.8,4793.5,,766.7,,166.3,,600.4,0.0,0.0,0.0,0.0,,3313.7,0.0,317.1,305.0,3313.7,4080.4,3720.4,3720.4,0.0,0.0,,789.2,0.0,74.9,92.2,4509.6,8590.0,0.0,450.6,5.2,445.4,0.0,968.7,-118.9,1300.4,0.0,1300.4,9890.4,
03/31/2015,10353.0,1755.3,1755.3,0,0.0,0.0,0.0,,0,0,0,0,0,3472.1,,676.4,,3472.1,5227.4,202.6,697.6,-495.0,0.0,,4923.0,3940.8,3168.8,772.0,,305.8,5125.6,,766.5,,186.1,,580.4,0.0,0.0,,,,3472.1,,512.4,317.4,3472.1,4238.6,3728.6,3728.6,,,,1035.9,,69.7,136.4,4764.5,9003.1,0.0,496.1,5.2,490.9,0.0,931.9,-78.1,1349.9,0.0,1349.9,10353.0,
06/30/2015,10063.8,1630.5,1630.5,0,0.0,,0.0,,0,0,0,0,0,3490.4,,411.0,,3490.4,5120.9,201.2,710.3,-509.1,,,4741.7,3936.6,3168.3,768.3,,394.1,4942.9,,764.6,,176.8,,587.8,0.0,0.0,,,,3490.4,,291.9,310.1,3490.4,4255.0,3725.8,3725.8,,,,775.6,,63.9,109.7,4501.4,8756.4,0.0,546.7,5.1,541.6,0.0,884.2,-123.5,1307.4,0.0,1307.4,10063.8,
09/30/2015,9815.9,1414.4,1414.4,0,0.0,0.0,0.0,,0,0,0,0,0,3369.9,,448.9,,3369.9,4784.3,224.8,750.0,-525.2,0.0,,4806.8,3906.1,3168.0,738.1,,451.8,5031.6,,847.1,,199.1,,648.0,0.0,0.0,,,,3369.9,,306.7,314.3,3369.9,4217.0,3483.8,3483.8,,,,767.9,,61.7,85.2,4251.7,8468.7,0.0,561.2,5.1,556.1,0.0,912.3,-126.3,1347.2,0.0,1347.2,9815.9,
12/31/2015,9449.2,1315.9,1315.9,0,0.0,0.0,0.0,0.0,0,0,0,0,0,3308.7,0.0,396.3,,3308.7,4624.6,231.8,770.0,-538.2,43.3,43.3,4549.5,3868.8,3163.8,705.0,83.4,201.0,4824.6,,818.1,,211.5,,606.6,0.0,0.0,0.0,0.0,,3308.7,,283.7,272.6,3308.7,4126.8,3215.9,3215.9,0.0,0.0,,701.6,,69.3,76.0,3917.5,8044.3,0.0,571.5,5.0,566.5,0.0,977.3,-143.9,1404.9,0.0,1404.9,9449.2,
03/31/2016,9418.3,1160.0,1160.0,0,0.0,0.0,0.0,,0,0,0,0,0,3326.1,,476.8,,3326.1,4486.1,226.3,779.4,-553.1,0.0,,4705.9,3859.8,3162.7,697.1,,369.3,4932.2,,801.2,,222.2,,579.0,0.0,0.0,,,,3326.1,,394.7,276.7,3326.1,4127.3,3225.7,3225.7,,,,826.3,,,154.9,4052.0,8179.3,0.0,590.2,4.9,585.3,0.0,827.9,-179.1,1239.0,0.0,1239.0,9418.3,
06/30/2016,9394.9,1162.6,1162.6,0,0.0,0.0,0.0,,0,0,0,0,0,3357.1,,428.9,,3357.1,4519.7,221.7,790.5,-568.8,0.0,,4653.5,3863.9,3162.4,701.5,,360.7,4875.2,,725.6,,213.2,,512.4,0.0,0.0,,,,3357.1,,339.2,268.1,3357.1,4082.7,3228.5,3228.5,,,,769.3,,,162.0,3997.8,8080.5,0.0,602.2,4.9,597.3,0.0,877.2,-165.0,1314.4,0.0,1314.4,9394.9,
09/30/2016,9518.7,1280.7,1280.7,0,0.0,0.0,0.0,,0,0,0,0,0,3389.0,,366.1,,3389.0,4669.7,224.4,811.6,-587.2,0.0,,4624.6,3855.7,3162.3,693.4,,402.8,4849.0,,793.2,,235.8,,557.4,0.0,0.0,,,,3389.0,,278.4,272.8,3389.0,4182.2,3224.8,3224.8,,,,724.1,,,172.9,3948.9,8131.1,0.0,633.6,4.9,628.7,0.0,930.9,-176.9,1387.6,0.0,1387.6,9518.7,
12/31/2016,9419.6,877.5,877.5,0,0.0,0.0,0.0,0.0,0,0,0,0,0,3749.1,0.0,365.6,,3749.1,4626.6,220.5,820.5,-600.0,40.1,40.1,4532.4,3826.2,3162.0,664.2,126.9,213.7,4793.0,,1536.9,,407.3,,1129.6,0.0,0.0,0.0,0.0,,3749.1,,262.3,85.9,3749.1,5286.0,2786.1,2786.1,0.0,0.0,,445.3,,26.4,70.7,3231.4,8517.4,0.0,645.7,4.8,640.9,0.0,419.3,-162.8,902.2,0.0,902.2,9419.6,
03/31/2017,9486.0,1323.3,1323.3,0,0.0,0.0,0.0,,0,0,0,0,0,3452.0,,262.0,,3452.0,4775.3,209.3,826.6,-617.3,0.0,,4501.4,3811.6,3162.0,649.6,,427.8,4710.7,,1376.2,,402.5,,973.7,310.0,310.0,,,,3452.0,,178.7,135.3,3452.0,5138.2,3180.9,3180.9,,,,416.6,,,102.6,3597.5,8735.7,0.0,664.4,4.7,659.7,0.0,259.7,-173.8,750.3,0.0,750.3,9486.0,
06/30/2017,9408.2,1059.2,1059.2,0,0.0,0.0,0.0,,0,0,0,0,0,3646.4,,296.2,,3646.4,4705.6,215.3,847.4,-632.1,0.0,,4487.3,3777.6,3161.7,615.9,,413.5,4702.6,,927.6,,403.8,,523.8,445.0,445.0,,,,3646.4,,264.6,135.7,3646.4,5019.0,3182.4,3182.4,,,,545.6,,,145.3,3728.0,8747.0,0.0,676.7,4.6,672.1,0.0,193.9,-209.4,661.2,0.0,661.2,9408.2,
09/30/2017,9873.6,1034.7,1034.7,0,0.0,0.0,0.0,,0,0,0,0,0,3947.0,,355.8,,3947.0,4981.7,211.9,866.6,-654.7,0.0,,4680.0,3762.2,3161.1,601.1,,562.0,4891.9,,1055.0,,464.5,,590.5,0.0,0.0,,,,3947.0,,341.2,140.9,3947.0,5002.0,3533.4,3533.4,,,,628.8,,,146.7,4162.2,9164.2,0.0,689.8,4.6,685.2,0.0,247.9,-228.3,709.4,0.0,709.4,9873.6,
12/31/2017,9231.4,838.2,838.2,0,0.0,0.0,0.0,0.0,0,0,0,0,0,4188.9,0.0,273.4,,4188.9,5027.1,214.2,849.9,-635.7,29.1,29.1,3961.0,3314.2,2727.9,586.3,120.5,252.9,4204.3,,1970.5,,1252.0,,718.5,0.0,0.0,0.0,0.0,,4188.9,,263.0,173.0,4188.9,6159.4,3033.6,3033.6,0.0,0.0,,529.8,,15.0,78.8,3563.4,9722.8,0.0,702.4,4.6,697.8,0.0,-965.9,-227.9,-491.4,0.0,-491.4,9231.4,
03/31/2018,9188.0,934.3,934.3,0,0.0,0.0,0.0,,0,0,0,0,0,4026.5,,282.9,,4026.5,4960.8,215.7,869.3,-653.6,0.0,,4011.5,3295.9,2726.7,569.2,,432.7,4227.2,,1856.5,,1262.4,,594.1,110.0,110.0,,,,4026.5,,271.6,173.8,4026.5,5993.0,3033.4,3033.4,,,,537.4,,,92.0,3570.8,9563.8,0.0,720.0,4.6,715.4,0.0,-819.8,-276.0,-375.8,0.0,-375.8,9188.0,
06/30/2018,9115.6,938.3,938.3,0,0.0,0.0,0.0,,0,0,0,0,0,4011.8,,262.3,,4011.8,4950.1,241.8,911.1,-669.3,0.0,,3923.7,3271.5,2725.0,546.5,,389.9,4165.5,,1751.6,,1164.4,,587.2,0.0,0.0,,,,4011.8,,204.0,166.2,4011.8,5763.4,3331.8,3331.8,,,,471.7,,,101.5,3803.5,9566.9,0.0,736.6,4.5,732.1,0.0,-939.9,-248.0,-451.3,0.0,-451.3,9115.6,
09/30/2018,8989.6,767.6,767.6,0,0.0,0.0,0.0,,0,0,0,0,0,4018.8,,225.0,,4018.8,4786.4,266.8,952.6,-685.8,0.0,,3936.4,3329.5,2725.0,604.5,,381.9,4203.2,,1670.1,,1076.7,,593.4,0.0,0.0,,,,4018.8,,166.3,156.3,4018.8,5688.9,3295.0,3295.0,,,,421.0,,,98.4,3716.0,9404.9,0.0,748.1,4.4,743.7,0.0,-916.8,-246.6,-415.3,0.0,-415.3,8989.6,
12/31/2018,8996.8,973.4,973.4,0,0.0,0.0,0.0,0.0,0,0,0,0,0,3813.8,0.0,245.5,,3813.8,4787.2,270.4,972.8,-702.4,31.3,31.3,3907.9,3323.2,2725.0,598.2,101.3,237.9,4209.6,,1618.9,,1054.0,,564.9,0.0,0.0,0.0,0.0,,3974.9,0.0,176.2,0.0,3813.8,5593.8,3433.7,3433.7,0.0,0.0,,279.1,0.0,16.0,86.9,3712.8,9306.6,0.0,760.0,4.4,755.6,0.0,-838.8,-231.0,-309.8,0.0,-309.8,8996.8,
03/31/2019,9432.0,833.1,833.1,0,0.0,0.0,0.0,,0,0,0,0,0,4471.7,,200.9,974.2,3497.5,5304.8,445.8,1114.6,-668.8,0.0,,3681.4,3131.2,2568.5,562.7,,349.3,4127.2,,1556.4,,1085.1,,471.3,111.9,60.0,51.9,,51.9,3445.6,,129.5,165.3,3445.6,5113.9,3519.6,3310.3,209.3,,209.3,1172.7,,,877.9,4692.3,9806.2,0.0,775.4,4.3,771.1,0.0,-938.0,-211.6,-374.2,0.0,-374.2,9432.0,
