Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2006,5038.6,1327.6,1327.6,0,0.0,,,,0,0,0,0,0,1218.3,,,,,2545.9,157.8,,,0.0,,2334.9,1861.0,1600.7,260.3,,473.9,2492.7,,418.6,418.6,,,,2500.0,2500.0,0.0,0.0,,1216.5,,,,1216.5,4135.1,999.6,999.6,0.0,0.0,,478.5,,,478.5,1478.1,5613.2,0.0,7.7,,,0.0,-1.5,-580.8,-574.6,0.0,-574.6,5038.6,
12/31/2006,5321.1,1421.7,1421.7,0,0.0,,,,0,0,0,0,0,1284.2,,,,,2705.9,176.1,389.2,-213.1,0.0,,2439.1,1935.7,1648.0,287.7,,503.4,2615.2,,312.4,312.4,,,,327.6,327.6,0.0,0.0,,1524.9,,,,1524.9,2164.9,2995.9,2995.9,0.0,0.0,,475.1,,,475.1,3471.0,5635.9,0.0,-429.4,,,-19.9,208.0,-73.5,-314.8,0.0,-314.8,5321.1,
03/31/2007,5353.9,1561.0,1561.0,0,0.0,,,,0,0,0,0,0,1203.3,,,,,2764.3,187.9,,,0.0,,2401.7,1927.7,1647.1,280.6,,474.0,2589.6,,591.3,591.3,,,,0.0,0.0,0.0,0.0,,1201.5,,,,1201.5,1792.8,3278.8,3278.8,0.0,0.0,,454.7,,,454.7,3733.5,5526.3,0.0,-410.6,,,-78.9,385.2,-68.1,-172.4,0.0,-172.4,5353.9,
06/30/2007,5327.7,1487.8,1487.8,0,0.0,,,,0,0,0,0,0,1250.3,,,,,2738.1,192.9,,,0.0,,2396.7,1930.4,1647.2,283.2,,466.3,2589.6,,543.8,543.8,,,,0.0,0.0,0.0,0.0,,1249.0,,,,1249.0,1792.8,3155.8,3155.8,0.0,0.0,,465.1,,,465.1,3620.9,5413.7,0.0,7.7,,,-186.6,570.7,-477.8,-86.0,0.0,-86.0,5327.7,
09/30/2007,5685.3,1669.0,1669.0,0,0.0,,,,0,0,0,0,0,1411.5,,,,,3080.5,199.2,,,0.0,,2405.6,1947.9,1639.6,308.3,,457.7,2604.8,,659.1,659.1,,,,0.0,0.0,0.0,0.0,,1409.8,,,,1409.8,2068.9,3272.6,3272.6,0.0,0.0,,490.2,,,490.2,3762.8,5831.7,0.0,7.7,,,-461.9,776.2,-468.4,-146.4,0.0,-146.4,5685.3,
12/31/2007,5784.2,1793.1,1793.1,0,0.0,,,,0,0,0,0,0,1319.2,,,,,3112.3,200.3,451.8,-251.5,0.0,,2471.6,1973.6,1639.5,334.1,,498.0,2671.9,,350.1,350.1,,,,838.2,838.2,0.0,0.0,,1598.9,,,,1598.9,2787.2,2499.8,2499.8,0.0,0.0,,446.5,,,446.5,2946.3,5733.5,0.0,-333.6,,,,453.1,-68.8,50.7,0.0,50.7,5784.2,
03/31/2008,5972.8,1895.4,1895.4,0,0.0,,,,0,0,0,0,0,1382.4,,,,,3277.8,197.8,463.5,-265.7,0.0,,2497.2,1967.0,1639.2,327.8,,530.2,2695.0,,387.5,387.5,,,,0.0,0.0,0.0,0.0,,1720.0,,,,1720.0,2107.5,3379.3,3379.3,0.0,0.0,,478.6,,,478.6,3857.9,5965.4,0.0,-264.5,,,0.0,363.0,-91.1,7.4,0.0,7.4,5972.8,
06/30/2008,6024.3,1874.6,1874.6,0,0.0,,,,0,0,0,0,0,1442.4,,,,,3317.0,199.5,477.9,-278.4,0.0,,2507.8,1989.9,1640.1,349.8,,517.9,2707.3,,407.5,407.5,,,,0.0,0.0,0.0,0.0,,1752.4,,,,1752.4,2159.9,3368.7,3368.7,0.0,0.0,,470.2,,,470.2,3838.9,5998.8,0.0,-106.2,,,0.0,209.5,-77.8,25.5,0.0,25.5,6024.3,
09/30/2008,5504.2,1129.6,1129.6,0,0.0,,,,0,0,0,0,0,1292.2,,,,,2421.8,194.6,488.1,-293.5,0.0,,2887.8,2004.2,1653.0,351.2,,883.6,3082.4,,415.2,415.2,,,,0.0,0.0,0.0,0.0,,1687.7,,,,1687.7,2102.9,3082.5,3082.5,0.0,0.0,,409.0,,,409.0,3491.5,5594.4,0.0,-18.0,,,0.0,-72.9,0.7,-90.2,0.0,-90.2,5504.2,
12/31/2008,5578.3,1295.6,1295.6,0,0.0,,,,0,0,0,0,0,1207.5,,,,,2503.1,192.3,476.3,-284.0,0.0,,2882.9,2024.8,1674.2,350.6,,858.1,3075.2,,385.7,385.7,,,,,0.0,0.0,0.0,,1589.1,,,,1589.1,1974.8,3143.5,3143.5,0.0,0.0,,468.1,,,468.1,3611.6,5586.4,0.0,-7.3,,,0.0,29.2,-30.0,-8.1,0.0,-8.1,5578.3,
03/31/2009,5654.0,1510.0,1510.0,0,,,,,0,0,0,0,0,1182.2,,118.0,,1182.2,2692.2,192.4,489.1,-296.7,0.0,,2769.4,2254.7,1852.9,401.8,,396.7,2961.8,,841.6,,451.6,,390.0,0.0,,,,,1182.2,,7.7,271.0,1182.2,2023.8,3056.6,3056.6,,,,459.7,,106.8,74.2,3516.3,5540.1,0.0,5.5,7.0,-1.5,0.0,153.1,-44.7,113.9,0.0,113.9,5654.0,
06/30/2009,5859.2,1782.4,1782.4,0,0.0,0.0,0.0,,0,0,0,0,0,1219.7,,57.0,,1219.7,3002.1,194.0,503.4,-309.4,0.0,,2663.1,2254.8,1851.6,403.2,,351.3,2857.1,,822.2,,450.8,,371.4,0.0,0.0,,,,1219.7,,25.5,260.4,1219.7,2041.9,3049.8,3049.8,,,,481.9,,106.5,89.5,3531.7,5573.6,0.0,14.8,7.0,7.8,0.0,373.2,-102.4,285.6,0.0,285.6,5859.2,
09/30/2009,6214.2,1625.4,1625.4,0,,,,,0,0,0,0,0,1256.1,,125.8,,1256.1,2881.5,198.3,520.6,-322.3,,,3134.4,2652.1,2146.6,505.5,,356.5,3332.7,,1023.7,,511.4,,512.3,0.0,,,,,1256.1,,100.3,276.3,1256.1,2279.8,3052.4,3052.4,,,,554.4,,102.1,75.7,3606.8,5886.6,,30.1,6.9,23.2,0.0,425.6,-128.1,327.6,,327.6,6214.2,
12/31/2009,7353.4,1685.2,1685.2,0,,,,,0,0,0,0,0,2389.1,27.1,109.9,,2362.0,4074.3,204.3,539.7,-335.4,,,3074.8,2632.6,2143.4,489.2,,332.3,3279.1,,1020.2,,519.0,,501.2,0.0,0.0,0.0,0.0,,2389.1,,80.6,268.9,2343.7,3409.3,3048.5,3048.5,0.0,0.0,,542.1,,124.2,68.4,3590.6,6999.9,,47.6,6.9,40.7,0.0,433.2,-127.3,353.5,,353.5,7353.4,
03/31/2010,7041.0,1529.8,1529.8,0,,,,,0,0,0,0,0,2287.6,,94.4,,2287.6,3817.4,196.0,543.1,-347.1,,,3027.6,2632.4,2157.9,474.5,,300.8,3223.6,,783.0,,317.5,,465.5,0.0,,,,,2287.6,,70.2,282.3,2287.6,3070.6,3048.0,3048.0,,,,541.8,,123.7,65.6,3589.8,6660.4,0.0,66.4,6.7,59.7,0.0,400.5,-86.3,380.6,,380.6,7041.0,
06/30/2010,7347.7,1746.8,1746.8,0,0.0,0.0,0.0,,0,0,0,0,0,2341.3,,154.8,,2341.3,4088.1,196.1,550.9,-354.8,,,3063.5,2628.3,2156.5,471.8,,280.4,3259.6,,775.0,,305.7,,469.3,0.0,0.0,,,,2341.3,,73.7,276.6,2341.3,3116.3,3296.5,3296.5,,,,535.2,,111.0,73.9,3831.7,6948.0,0.0,79.8,6.6,73.2,0.0,364.9,-45.0,399.7,,399.7,7347.7,
09/30/2010,7570.4,1996.7,1996.7,0,,,,,0,0,0,0,0,2393.4,,83.3,,2393.4,4390.1,195.2,565.0,-369.8,,,2985.1,2608.1,2145.3,462.8,,293.7,3180.3,,937.9,,363.4,,574.5,0.0,,,,,2393.4,,80.3,255.3,2393.4,3331.3,3296.5,3296.5,,,,504.8,,101.7,67.5,3801.3,7132.6,,94.3,6.6,87.7,0.0,465.3,-121.8,437.8,,437.8,7570.4,
12/31/2010,7929.2,2157.4,2157.4,0,0.0,0.0,0.0,0.0,0,0,0,0,0,2635.2,50.1,69.8,,2585.1,4792.6,196.5,580.1,-383.6,0.0,,2940.1,2589.7,2151.7,438.0,0.0,280.6,3136.6,,877.0,,356.6,0.0,520.4,0.0,0.0,0.0,0.0,,2635.2,0.0,80.9,289.9,2597.9,3512.2,3289.9,3289.9,0.0,0.0,,544.4,0.0,112.8,60.8,3834.3,7346.5,0.0,123.9,6.5,117.4,0.0,591.6,-132.8,582.7,0.0,582.7,7929.2,
03/31/2011,7887.7,2215.8,2215.8,0,0.0,0.0,0.0,,0,0,0,0,0,2533.6,,81.5,,2533.6,4749.4,194.1,592.1,-398.0,0.0,,2944.2,2580.4,2159.3,421.1,,282.3,3138.3,,939.8,,411.3,,528.5,0.0,0.0,,,,2533.6,,109.8,273.5,2533.6,3473.4,3583.3,3583.3,,,,550.7,,106.5,60.9,4134.0,7607.4,,203.5,6.3,197.2,0.0,230.2,-153.4,280.3,,280.3,7887.7,
06/30/2011,8009.5,2089.7,2089.7,0,0.0,0.0,0.0,,0,0,0,0,0,2585.3,,71.6,,2585.3,4675.0,196.4,609.1,-412.7,,,3138.1,2812.6,2329.6,483.0,,253.9,3334.5,,906.9,,423.7,,483.2,0.0,0.0,,,,2585.3,,104.7,287.5,2585.3,3492.2,3585.5,3585.5,,,,552.7,,94.5,66.0,4138.2,7630.4,,227.9,6.3,221.6,0.0,307.7,-156.5,379.1,,379.1,8009.5,
09/30/2011,8819.7,2671.1,2671.1,0,0.0,0.0,0.0,,0,0,0,0,0,2757.0,,130.3,,2757.0,5428.1,193.5,610.3,-416.8,,,3198.1,2813.9,2325.8,488.1,,253.9,3391.6,,1047.6,,480.1,,567.5,0.0,,,,,2757.0,,82.8,294.6,2757.0,3804.6,3982.8,3982.8,,,,530.4,,89.4,63.6,4513.2,8317.8,,239.3,6.2,233.1,0.0,357.3,-94.7,501.9,,501.9,8819.7,
12/31/2011,9069.9,1370.9,1370.9,0,0.0,0.0,0.0,,0,0,0,0,0,3091.2,54.5,124.8,,3036.7,4462.1,198.1,627.8,-429.7,0.0,,4409.7,4046.3,3198.9,847.4,0.0,238.6,4607.8,,837.4,,302.4,,535.0,250.0,250.0,0.0,0.0,,3091.2,0.0,86.6,389.7,3057.6,4178.6,3333.2,3333.2,0.0,0.0,,663.3,0.0,112.7,74.3,3996.5,8175.1,0.0,253.3,6.2,247.1,0.0,760.0,-118.5,894.8,0.0,894.8,9069.9,
03/31/2012,9197.8,1395.9,1395.9,0,0.0,0.0,0.0,,0,0,0,0,0,3185.1,,110.9,,3185.1,4581.0,196.3,641.5,-445.2,,,4420.5,4044.6,3166.3,878.3,,265.0,4616.8,,757.9,,259.6,,498.3,0.0,0.0,,,,3185.1,,90.6,392.0,3185.1,3943.0,3633.7,3633.7,,,,653.7,,102.2,68.9,4287.4,8230.4,,305.0,6.1,298.9,0.0,794.9,-132.5,967.4,,967.4,9197.8,
06/30/2012,9166.0,1403.8,1403.8,0,0.0,0.0,0.0,,0,0,0,0,0,3103.3,,168.8,,3103.3,4507.1,196.4,587.4,-391.0,,,4462.5,4035.7,3174.1,861.6,,258.0,4658.9,,685.6,,189.6,,496.0,0.0,0.0,,,,3103.3,,97.1,388.8,3103.3,3788.9,3673.1,3673.1,,,,651.2,,93.9,71.4,4324.3,8113.2,,317.0,6.0,311.0,0.0,842.8,-107.0,1052.8,,1052.8,9166.0,
09/30/2012,9355.1,1433.0,1433.0,0,0.0,0.0,0.0,,0,0,0,0,0,3326.6,,130.4,,3326.6,4759.6,196.7,569.5,-372.8,,,4398.8,4034.2,3185.7,848.5,,234.2,4595.5,,812.4,,233.3,,579.1,0.0,0.0,,,,3326.6,,112.5,377.8,3326.6,4139.0,3433.0,3433.0,,,,636.4,,87.7,58.4,4069.4,8208.4,0.0,330.9,6.0,324.9,0.0,940.3,-124.5,1146.7,,1146.7,9355.1,
12/31/2012,9465.7,1776.5,1776.5,0,0.0,0.0,0.0,,0,0,0,0,0,3114.6,0.0,96.8,,3114.6,4891.1,196.1,580.6,-384.5,,,4378.5,4058.6,3179.7,878.9,,223.1,4574.6,,774.5,,218.3,,556.2,0.0,0.0,0.0,0.0,,3114.6,,86.1,352.1,3114.6,3889.1,4029.2,4029.2,0.0,0.0,,606.8,,102.1,66.5,4636.0,8525.1,,338.5,5.7,332.8,0.0,754.7,-152.6,940.6,,940.6,9465.7,
03/31/2013,9361.7,1417.1,1417.1,0,0.0,0.0,0.0,,0,0,0,0,0,3319.2,,154.1,,3319.2,4736.3,198.7,600.9,-402.2,,,4426.7,4041.8,3178.5,863.3,,230.8,4625.4,,752.7,,228.5,,524.2,0.0,0.0,0.0,0.0,,3319.2,,119.3,354.0,3319.2,4071.9,3726.8,3726.8,,,,645.4,,93.3,78.8,4372.2,8444.1,0.0,348.5,5.6,342.9,0.0,702.8,-133.7,917.6,,917.6,9361.7,
06/30/2013,9589.4,1395.4,1395.4,0,0.0,0.0,0.0,,0,0,0,0,0,3462.8,,224.2,,3462.8,4858.2,203.6,610.8,-407.2,0.0,,4527.6,4073.9,3176.3,897.6,,229.5,4731.2,,752.2,,210.7,,541.5,0.0,0.0,,,,3462.8,,179.0,350.5,3462.8,4215.0,3717.3,3717.3,,,,728.5,,85.2,113.8,4445.8,8660.8,0.0,359.5,5.5,354.0,0.0,707.4,-138.3,928.6,0.0,928.6,9589.4,
