Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Market Cap,EV/EBITDA,EV/EBIT,EV/Book Value,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
06/30/1989,105.407629,-38.462002,0.0,0.0,86.987,153.932626,197.358997,44.075518,0.565098,1.460356,,,1.394671,110.235754,158.760751,3.760417,,
09/30/1989,129.102743,-33.300999,0.0,0.0,105.710999,201.512743,219.085999,48.250915,0.524587,1.560871,,,1.7774,136.016995,208.426995,4.916745,,
12/31/1989,100.670628,-29.413,0.0,0.0,106.583996,177.841624,222.378998,47.928985,0.59932,1.766569,,,1.535832,106.746755,183.917751,4.37226,,
03/31/1990,121.658002,-21.587,0.0,0.0,83.771999,183.843002,199.851997,41.917019,0.455671,1.511146,4.22511,9.4124,1.583761,122.572506,184.757506,4.457882,,
06/30/1990,135.959744,-17.861,0.0,0.0,59.964998,178.063742,178.862001,33.525845,0.336761,1.30968,4.121083,9.043818,1.49763,150.19725,192.301248,4.387429,,
09/30/1990,97.439999,-27.061001,0.0,0.0,110.705997,181.084995,232.316002,47.653195,0.611348,1.858426,4.237294,8.986402,1.489063,106.956001,190.600998,4.460223,,
12/31/1990,105.832997,-38.367001,0.0,0.0,89.668999,157.134995,212.959995,42.10603,0.570649,1.484745,3.848235,8.510805,1.274505,114.971998,166.273996,3.860338,,
03/31/1991,164.533375,-31.344999,0.0,0.0,94.687,227.875376,224.950996,42.092279,0.415521,1.38498,5.045956,10.252649,1.749335,167.138116,230.480117,5.228299,,
06/30/1991,159.988753,-28.496,0.0,0.0,107.556004,239.048756,239.806004,44.851256,0.449933,1.49416,5.032394,9.957046,1.807552,168.127883,247.187886,5.565746,,
09/30/1991,181.484867,-36.880001,0.0,0.0,132.902004,277.50687,269.388004,49.334789,0.478914,1.529091,5.590276,10.784085,2.033226,191.09674,287.118743,6.460411,,
12/31/1991,210.053493,-37.584,0.0,0.0,178.820995,351.290488,320.729,55.754545,0.50904,1.672386,6.429417,11.347691,2.47548,221.620749,362.857744,8.111073,,
03/31/1992,220.118874,-18.931,0.0,0.0,145.009998,346.197873,292.966999,49.497042,0.418864,1.572777,5.976967,9.88713,2.339855,228.675871,354.75487,7.824567,,
06/30/1992,168.659374,-40.224998,0.0,0.0,144.848995,273.28337,299.988995,48.28477,0.530032,1.620327,4.345971,6.726479,1.761527,177.804376,282.428373,6.278769,,
09/30/1992,207.227252,-32.464001,0.0,0.0,197.086994,371.850246,358.695995,54.945412,0.530017,1.794408,5.681006,8.42491,2.300925,213.83024,378.453233,8.343999,,
12/31/1992,233.35001,-57.092999,0.0,0.0,162.347,338.604012,330.947006,49.055286,0.47946,1.451056,5.098767,7.383267,2.008327,241.618006,346.872007,7.545495,,
