Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2011,1320.826,1320.826,-584.069,584.069,736.757,0.0,-592.054,372.71,,183.711,35.633,144.703,-368.727,,369.666,,,-2.975,2.036,-224.024,92.661,-31.995,-60.666,-131.363,0.0,0.0,0.0,-131.363,-0.469,-131.832,0.0,-1.213,-133.045,-122.19,10.855,82.26,-1.62,-1.62,-1.485412,82.26,-1.62,-1.62,-1.48804,
06/30/2011,1604.386,1604.386,-630.015,630.015,974.371,0.0,-663.334,420.436,,189.641,53.257,311.037,-358.196,,358.95,,,-5.271,4.517,-47.159,9.184,21.045,-30.229,-37.975,0.0,0.0,0.0,-37.975,-15.204,-53.179,0.0,-0.235,-53.414,-51.334,2.08,82.375,-0.65,-0.65,-0.623175,82.375,-0.65,-0.65,-0.62475,
09/30/2011,1583.352,1583.352,-654.163,654.163,929.189,0.0,-660.429,402.16,,197.532,60.737,268.76,-356.716,,369.233,,,-5.21,-7.307,-87.956,20.665,11.326,-31.991,-67.291,0.0,0.0,0.0,-67.291,-6.765,-74.056,0.0,-1.132,-75.188,-70.963,4.225,82.654,-0.91,-0.91,-0.858555,82.654,-0.91,-0.91,-0.858883,
12/31/2011,1652.788,1652.788,-635.789,635.789,1016.999,0.0,-686.775,421.952,,192.422,72.401,330.224,-365.092,,368.397,,,-13.502,10.197,-34.868,3.468,,,-31.4,0.0,0.0,0.0,-31.4,-11.627,-43.027,0.0,0.0,-43.027,-37.34535,5.68165,81.183,-0.53,-0.53,-0.460014,81.183,-0.53,-0.53,-0.460014,
03/31/2012,1360.723,1360.723,-614.434,614.434,746.289,0.0,-665.068,423.628,,175.366,66.074,81.221,-386.734,,374.016,,,-3.555,16.273,-305.513,157.398,-58.96,-98.438,-148.115,0.0,0.0,0.0,-148.115,4.486,-143.629,0.0,-7.475,-151.104,-139.079,12.025,82.654,-1.83,-1.83,-1.682665,82.654,-1.83,-1.83,-1.684514,
06/30/2012,1602.494,1602.494,-607.095,607.095,995.399,0.0,-649.203,398.123,,181.839,69.241,346.196,-382.568,,385.867,,,-4.696,1.397,-36.372,8.663,16.481,-25.144,-27.709,0.0,0.0,0.0,-27.709,-11.316,-39.025,0.0,-0.383,-39.408,-39.408,0.0,82.543,-0.48,-0.48,-0.48,82.543,-0.48,-0.48,-0.48,
09/30/2012,1587.331,1587.331,-617.221,617.221,970.11,0.0,-638.203,424.05,,182.35,31.803,331.907,-383.723,,388.21,,,-3.663,-0.824,-51.816,13.232,21.148,-34.38,-38.584,0.0,0.0,0.0,-38.584,-11.977,-50.561,0.0,-0.319,-50.88,-23.515,27.365,82.765,-0.61,-0.61,-0.284118,82.765,-0.61,-0.61,-0.284118,
12/31/2012,1696.336,1696.336,-649.097,649.097,1047.239,0.0,-736.513,431.355,,189.73,115.428,310.726,-636.494,,400.93,,,-6.643,242.207,-325.768,128.986,,,-196.782,0.0,0.0,0.0,-196.782,5.518,-191.264,0.0,-0.279,-191.543,-2.90845,188.63455,83.018,-2.31,-2.31,-0.035034,83.018,-2.31,-2.31,-0.037787,
03/31/2013,1343.058,1343.058,-594.866,594.866,748.192,0.0,-666.864,406.435,,182.182,78.247,81.328,-386.772,,385.525,,,-3.641,4.888,-305.444,96.325,10.666,-106.991,-209.119,0.0,0.0,0.0,-209.119,6.116,-203.003,0.0,-2.566,-205.569,-203.0418,2.5272,83.126,-2.47,-2.47,-2.442579,83.126,-2.47,-2.47,-2.442579,
06/30/2013,1618.097,1618.097,-630.357,630.357,987.74,0.0,-667.519,411.341,,179.734,76.444,320.221,-288.737,,407.508,,,-5.971,-112.8,31.484,-11.477,28.128,-16.651,20.007,0.0,0.0,0.0,20.007,-12.805,7.202,0.0,0.0,7.202,-77.8817,-85.0837,83.207,0.09,0.09,-0.935999,83.82,0.09,0.09,-0.935999,
09/30/2013,1587.522,1587.522,-623.872,623.872,963.65,0.0,-696.943,433.595,,177.33,86.018,266.707,-432.681,,438.404,,,-3.983,-1.74,-165.974,73.802,-2.088,-71.714,-92.172,0.0,0.0,0.0,-92.172,-9.683,-101.855,0.0,0.0,-101.855,-101.87515,-0.02015,83.455,-1.22,-1.22,-1.22072,83.455,-1.22,-1.22,-1.22072,
12/31/2013,1694.367,1694.367,-674.978,674.978,1019.389,0.0,-686.863,423.803,,191.582,71.478,332.526,-597.926,,418.014,,,91.291,88.621,-265.4,-36.833,,,-302.233,0.0,0.0,0.0,-302.233,-6.994,-309.227,0.0,0.0,-309.227,-243.6095,65.6175,83.575,-3.7,-3.7,-2.914861,83.575,-3.7,-3.7,-2.914867,
03/31/2014,1342.548,1342.548,-596.496,596.496,746.052,0.0,-663.239,415.828,,174.871,72.54,82.813,-446.815,,431.114,,,13.326,2.375,-364.002,-68.388,43.08,25.308,-432.39,0.0,0.0,0.0,-432.39,8.2,-424.19,0.0,0.0,-424.19,-421.6446,2.5454,83.8,-5.06,-5.06,-5.031558,83.8,-5.06,-5.06,-5.031558,
06/30/2014,1630.154,1630.154,-643.222,643.222,986.932,0.0,-683.365,420.577,,174.062,88.726,303.567,-475.967,,440.605,,,0.016,35.346,-172.4,0.621,-7.492,6.871,-171.779,0.0,0.0,0.0,-171.779,-14.852,-186.631,0.0,0.0,-186.631,-152.56775,34.06325,83.916,-2.22,-2.22,-1.818101,83.916,-2.22,-2.22,-1.818101,
09/30/2014,1630.034,1630.034,-645.981,645.981,984.053,0.0,-636.617,429.687,,175.865,31.065,347.436,-430.884,,432.616,,,-3.955,2.223,-83.448,-24.376,11.689,12.687,-107.824,0.0,0.0,0.0,-107.824,-7.028,-114.852,0.0,0.0,-114.852,-111.68325,3.16875,83.991,-1.37,-1.37,-1.329705,83.991,-1.37,-1.37,-1.332273,
12/31/2014,1715.797,1715.797,-648.666,648.666,1067.131,0.0,-719.361,421.116,,186.1,112.145,347.77,-431.589,,437.261,,,0.029,-5.701,-83.819,33.654,,,-50.165,0.0,0.0,0.0,-50.165,-17.923,-68.088,0.0,0.0,-68.088,-63.97545,4.11255,84.059,-0.81,-0.81,-0.761078,84.059,-0.81,-0.81,-0.761078,
03/31/2015,1344.564,1344.564,-577.692,577.692,766.872,0.0,-673.73,416.881,,170.453,86.396,93.142,-423.171,,441.771,,,-0.331,-18.269,-330.029,-56.605,40.385,16.22,-386.634,0.0,0.0,0.0,-386.634,1.668,-384.966,0.0,0.0,-384.966,-383.5529,1.4131,84.118,-4.58,-4.58,-4.559701,84.118,-4.58,-4.58,-4.563201,
06/30/2015,1599.859,1599.859,-615.163,615.163,984.696,0.0,-572.497,424.562,,168.394,-20.459,412.199,-437.436,,452.957,,,0.69,-16.211,-25.237,-22.077,23.309,-1.232,-47.314,0.0,0.0,0.0,-47.314,-7.152,-54.466,0.0,0.0,-54.466,-54.466,0.0,84.238,-0.65,-0.65,-0.65,84.238,-0.65,-0.65,-0.65,
09/30/2015,1579.514,1579.514,-627.842,627.842,951.672,0.0,-684.546,428.967,,166.32,89.259,267.126,-477.754,,453.921,,,0.857,22.976,-210.628,-2.841,2.144,0.697,-213.469,0.0,0.0,0.0,-213.469,-8.448,-221.917,0.0,0.0,-221.917,-200.4599,13.0091,84.35,-2.63,-2.63,-2.476679,84.35,-2.63,-2.63,-2.476679,
12/31/2015,1717.579,1717.579,-650.416,650.416,1067.163,0.0,-690.343,433.942,0.0,168.824,87.577,376.82,-461.603,456.847,456.847,0.0,,-0.314,5.07,-84.783,-5.434,-6.729,12.163,-90.217,0.0,0.0,0.0,-90.217,-3.208,-93.425,0.0,0.0,-93.425,-195.72195,-93.84895,84.406,-1.106853,-1.106853,-2.218728,84.406,-1.106853,-1.106853,-2.218728,
03/31/2016,1363.505,1363.505,-568.371,568.371,795.134,0.0,-374.44,425.568,,155.456,-206.584,420.694,-470.095,,463.95,,,0.433,5.712,-49.401,-9.493,10.749,-1.256,-58.894,0.0,0.0,0.0,-58.894,-29.621,-88.515,0.0,0.0,-88.515,94.07,182.585,84.409,-1.05,-1.05,1.114455,84.409,-1.05,-1.05,1.113099,
06/30/2016,1618.532,1618.532,-617.246,617.246,1001.286,0.0,-748.565,434.581,,162.144,151.84,252.721,-501.62,,465.991,,,1.61,34.019,-248.899,-27.137,36.252,-9.115,-276.036,0.0,0.0,0.0,-276.036,-2.858,-278.894,0.0,0.0,-278.894,-278.894,0.0,84.469,-3.3,-3.3,-3.3,84.469,-3.3,-3.3,-3.3,
09/30/2016,1566.582,1566.582,-591.74,591.74,974.842,0.0,-675.49,421.7,,158.453,95.337,299.352,-322.269,,459.852,,,-1.117,-136.466,-22.917,-5.613,9.339,-3.726,-28.53,0.0,0.0,0.0,-28.53,-6.471,-35.001,0.0,0.0,-35.001,-126.11345,-91.11245,84.65,-0.41,-0.41,-1.489822,84.65,-0.41,-0.41,-1.489822,
12/31/2016,1717.21,1717.21,-627.186,627.186,1090.024,0.0,-558.16,444.05,0.0,159.174,-45.064,531.864,-501.184,460.189,460.189,0.0,,15.807,25.188,30.68,92.717,,,123.397,0.0,0.0,0.0,123.397,-17.362,106.035,0.0,0.0,106.035,106.594,0.559,84.828,1.25,1.25,1.25659,85.512,1.24,1.24,1.246537,
03/31/2017,1329.322,1329.322,-571.262,571.262,758.06,0.0,-644.003,450.619,,146.106,47.278,114.057,-470.953,455.337,455.337,0.0,,0.242,15.374,-356.896,-30.684,26.112,4.572,-387.58,0.0,0.0,0.0,-387.58,-0.635,-388.215,0.0,0.0,-388.215,-388.215,0.0,84.754,-4.58,-4.58,-4.58,84.754,-4.58,-4.58,-4.58,
06/30/2017,1590.368,1590.368,-616.952,616.952,973.416,0.0,-665.327,447.29,,147.795,70.242,308.089,-461.273,463.16,463.16,0.0,,-0.24,-1.647,-153.184,-17.408,18.875,-1.467,-170.592,0.0,0.0,0.0,-170.592,-5.762,-176.354,0.0,0.0,-176.354,-176.354,0.0,84.869,-2.08,-2.08,-2.08,84.869,-2.08,-2.08,-2.08,
09/30/2017,1536.757,1536.757,-623.741,623.741,913.016,0.0,-687.358,438.796,,149.749,98.813,225.658,-472.438,470.25,470.25,0.0,,2.238,-0.05,-246.78,-2.051,-7.522,9.573,-248.831,0.0,0.0,0.0,-248.831,-1.659,-250.49,0.0,0.0,-250.49,-245.52985,4.96015,85.072,-2.94,-2.94,-2.886142,85.072,-2.94,-2.94,-2.886142,
12/31/2017,1711.984,1711.984,-656.769,656.769,1055.215,0.0,-733.222,505.517,,157.645,70.06,321.993,-481.25,475.389,475.389,0.0,,0.615,5.246,-159.257,507.549,-6.681,-500.868,348.292,0.0,0.0,0.0,348.292,68.707,416.999,0.0,0.0,416.999,388.9424,-28.0566,85.173,4.895906,4.895906,4.566499,85.173,4.895906,4.895906,4.566499,
03/31/2018,1369.648,1369.648,-602.355,602.355,767.293,0.0,-706.441,472.987,,151.434,82.02,60.852,-611.258,418.397,418.397,0.0,,-0.157,193.018,-550.406,117.366,4.672,-122.038,-433.04,0.0,0.0,0.0,-433.04,16.046,-416.994,0.0,0.0,-416.994,-264.02393,152.97007,85.215,-4.89,-4.89,-3.098327,85.215,-4.89,-4.89,-3.098327,
06/30/2018,1600.842,1600.842,-636.641,636.641,964.201,0.0,-679.049,451.49,,147.644,79.915,285.152,-204.657,107.6,107.6,0.0,,0.038,97.019,80.495,-146.785,8.852,137.933,-66.29,0.0,0.0,0.0,-66.29,-3.609,-69.899,0.0,0.0,-69.899,-15.5944,54.3046,85.28,-0.82,-0.82,-0.182861,85.28,-0.82,-0.82,-0.18322,
09/30/2018,920.492,920.492,-268.606,268.606,651.886,0.0,-465.042,329.436,,43.295,92.311,186.844,-54.697,2.097,2.097,0.0,,0.03,52.57,132.147,-10.873,2.471,8.402,121.274,49.491,49.491,0.0,71.783,-1.705,70.078,0.0,0.0,70.078,187.06581,67.49681,85.544,0.819204,1.397749,2.186779,85.622,0.819204,1.397221,2.185533,
12/31/2018,1026.295,1026.295,-288.949,288.949,737.346,0.0,-477.395,373.203,,36.405,67.787,259.951,-53.68,0.955,0.955,0.0,,-0.209,52.934,206.271,-23.664,,,182.607,-42.301,-42.301,0.0,224.908,-10.003,214.905,0.0,0.0,214.905,214.22278,41.61878,85.531,2.512598,2.018029,2.504621,85.531,2.512598,2.018029,2.504621,
03/31/2019,1381.899,1381.899,-614.919,614.919,766.98,0.0,-738.72,455.723,,113.366,169.631,28.26,-167.292,114.764,114.764,0.0,,0.214,52.314,-139.032,3.431,1.926,-5.357,-135.601,0.0,0.0,0.0,-135.601,21.218,-114.383,0.0,0.0,-114.383,-6.5243,107.8587,85.649,-1.34,-1.34,-0.076175,85.649,-1.34,-1.34,-0.080689,
06/30/2019,913.32,913.32,-276.872,276.872,636.448,0.0,-454.869,330.692,,73.927,50.25,181.579,9419.543,69.311,69.711,-0.4,,0.083,-9488.937,9601.122,-116.292,-4.003,120.295,9484.83,-1854.677,-1854.677,0.0,11339.507,-2.19,11337.317,0.0,0.0,11337.317,16986.01576,7503.37576,145.275,78.040385,65.273722,116.923185,145.298,78.028032,65.26339,116.904677,
09/30/2019,948.338,948.338,-290.971,290.971,657.367,0.0,-516.545,341.353,,95.268,79.924,140.822,-111.69,100.967,100.967,0.0,,0.001,10.722,29.132,-16.758,4.336,12.422,12.374,0.0,0.0,0.0,12.374,0.0,12.374,0.0,0.0,12.374,11.00335,-1.37065,145.72,0.08,0.08,0.07551,145.84,0.08,0.08,0.070602,
12/31/2019,1026.072,1026.072,-332.147,332.147,693.925,0.0,-528.799,368.313,,94.972,65.514,165.126,-115.664,96.095,96.095,0.0,,0.254,19.315,49.462,12.67,,,62.132,0.0,0.0,0.0,62.132,-0.751,61.381,0.0,0.0,61.381,151.47655,90.09555,145.72,0.421226,0.421226,1.039504,145.72,0.421226,0.421226,1.039504,
03/31/2020,780.634,780.634,-301.632,301.632,479.002,0.0,-2209.781,344.141,,96.768,1768.872,-1730.779,-108.468,90.089,90.089,0.0,,0.564,17.815,-1839.247,150.511,1.705,-152.216,-1688.736,0.0,0.0,0.0,-1688.736,0.0,-1688.736,0.0,0.0,-1688.736,-283.32126,1405.41474,145.614,-11.6,-11.6,-1.945701,145.614,-11.6,-11.6,-1.948354,
06/30/2020,487.648,487.648,-249.866,249.866,237.782,0.0,-396.869,261.219,,103.347,32.303,-159.087,-81.972,81.963,81.963,0.0,,0.031,-0.022,-241.059,43.742,1.731,-45.473,-197.317,0.0,0.0,0.0,-197.317,0.0,-197.317,0.0,0.0,-197.317,-181.13227,16.18473,145.963,-1.35,-1.35,-1.240946,145.963,-1.35,-1.35,-1.240946,
09/30/2020,716.857,,,,501.7999,,,,,,,37.3,,,,,,,,-47.975,,,,-37.367,,,,,,-37.367,,,-37.367,-36.25,,,-0.125,-0.125,-0.179,,-0.125,-0.125,-0.179,
12/31/2020,907.667,,,,639.905235,,,,,,,161.0,,,,,,,,77.275,,,,61.867,,,,,,61.867,,,61.867,59.233,,,0.513,0.513,0.5,,0.513,0.513,0.5,
