Date,Revenue,Revenue From Electric,Revenue from Gas,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Purchased Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1993,448.200012,0.0,448.200012,0.0,0.0,-291.600006,0.0,0.0,0.0,291.600006,,,,156.600006,-78.900002,,,,78.900002,77.699997,-9.3,,,,,11.6,11.6,,,-2.3,68.399997,-23.299999,45.099998,0.0,,,45.099997,0.0,45.099998,-1.2,,43.899998,43.899998,,49.0,0.895,0.895,0.895,49.0,0.895,0.895,0.895,
06/30/1993,197.699997,0.0,197.699997,0.0,0.0,-115.699997,0.0,0.0,0.0,115.699997,,,,82.0,-74.0,,,,74.0,8.0,-11.2,,,,,11.6,11.6,,,-0.4,-3.2,0.9,-2.3,0.0,,,-2.3,0.0,-2.3,-1.1,,-3.4,-3.4,,49.400002,-0.07,-0.07,-0.07,49.400002,-0.07,-0.07,-0.07,
09/30/1993,150.300003,0.0,150.300003,0.0,0.0,-81.400002,0.0,0.0,0.0,81.400002,,,,68.900001,-71.599998,,,,71.599998,-2.7,-8.2,,,,,11.8,11.8,,,-3.6,-10.9,3.5,-7.4,0.0,,,-7.4,0.0,-7.4,-1.1,,-8.5,-8.5,,49.599998,-0.17,-0.17,-0.17,49.599998,-0.17,-0.17,-0.17,
12/31/1993,361.899994,0.0,361.899994,0.0,0.0,-229.699997,0.0,0.0,0.0,229.699997,,,,132.199997,-80.5,,,,80.5,51.700001,-10.8,,,,,12.4,12.4,,,-1.6,40.900001,-14.6,26.299999,0.0,,,26.300001,0.0,26.299999,-1.1,,25.199999,25.199999,,49.799999,0.505,0.505,0.505,49.799999,0.505,0.505,0.505,
03/31/1994,500.200012,0.0,500.200012,0.0,0.0,-328.5,0.0,0.0,0.0,328.5,,,,171.700012,-84.900002,,,,84.900002,86.800003,-9.2,,,,,11.8,11.8,,,-2.6,77.600003,-27.200001,50.400002,0.0,,,50.400002,0.0,50.400002,-1.1,,49.300002,49.300002,,50.200001,0.985,0.985,0.985,50.200001,0.985,0.985,0.985,
06/30/1994,191.199997,0.0,191.199997,0.0,0.0,-106.0,0.0,0.0,0.0,106.0,,,,85.199997,-78.0,,,,78.0,7.2,-11.3,,,,,11.7,11.7,,,-0.4,-4.1,0.3,-3.8,0.0,,,-3.8,0.0,-3.8,-1.1,,-4.9,-4.9,,50.400002,-0.095,-0.095,-0.095,50.400002,-0.095,-0.095,-0.095,
09/30/1994,146.600006,0.0,146.600006,0.0,0.0,-72.599998,0.0,0.0,0.0,72.599998,,,,74.000008,-77.800003,,,,77.800003,-3.8,-11.1,,,,,11.7,11.7,,,-0.6,-14.9,5.2,-9.7,0.0,,,-9.7,0.0,-9.7,-1.2,,-10.9,-10.9,,50.400002,-0.225,-0.225,-0.225,50.400002,-0.225,-0.225,-0.225,
12/31/1994,328.799988,0.0,328.799988,0.0,0.0,-188.100006,0.0,0.0,0.0,188.100006,,,,140.699982,-81.5,,,,81.5,59.200001,-56.299998,,,,,13.2,13.2,,,43.099998,2.900002,-1.1,1.8,0.0,,,1.800002,0.0,1.8,-1.1,,0.7,0.7,,51.0,0.015,0.015,0.015,51.0,0.015,0.015,0.015,
03/31/1995,448.200012,0.0,448.200012,0.0,0.0,-269.899994,0.0,0.0,0.0,269.899994,,,,178.300018,-88.0,,,,88.0,90.300003,-34.2,,,,,12.2,12.2,,,22.0,56.100003,-18.799999,37.299999,0.0,,,37.300004,0.0,37.299999,-1.1,,36.199999,36.199999,,51.400002,0.705,0.705,0.705,51.400002,0.705,0.705,0.705,
06/30/1995,177.5,0.0,177.5,0.0,0.0,-84.800003,0.0,0.0,0.0,84.800003,,,,92.699997,-77.699997,,,,77.699997,15.0,-12.5,,,,,11.1,11.1,,,1.4,2.5,-1.1,1.4,0.0,,,1.4,0.0,1.4,-1.1,,0.3,0.3,,52.599998,0.005,0.005,0.005,52.599998,0.005,0.005,0.005,
09/30/1995,108.5,0.0,108.5,0.0,0.0,-29.0,0.0,0.0,0.0,29.0,,,,79.5,-80.800003,,,,80.800003,-1.3,-12.7,,,,,11.0,11.0,,,1.7,-14.0,4.3,-9.7,0.0,,,-9.7,0.0,-9.7,-1.1,,-10.8,-10.8,,54.8,-0.2,-0.2,-0.2,54.8,-0.2,-0.2,-0.2,
12/31/1995,328.799988,0.0,328.799988,0.0,0.0,-188.800003,0.0,0.0,0.0,188.800003,,,,139.999985,-80.800003,,,,80.800003,59.200001,-11.2,,,,,12.8,12.8,,,-1.6,48.000001,-17.799999,30.200001,0.0,,,30.200001,0.0,30.200001,-1.1,,29.100001,29.100001,,55.099998,0.53,0.53,0.53,55.099998,0.53,0.53,0.53,
03/31/1996,478.799988,0.0,478.799988,0.0,0.0,-308.0,0.0,0.0,0.0,308.0,,,,170.799988,-91.800003,,,,91.800003,79.0,-5.7,,,,,12.4,12.4,,,-6.7,73.3,-27.200001,46.099998,0.0,,,46.099999,0.0,46.099998,-1.1,,44.999998,44.999998,,55.299999,0.81,0.81,0.81,55.299999,0.81,0.81,0.81,
06/30/1996,241.100006,0.0,241.100006,0.0,0.0,-141.0,0.0,0.0,0.0,141.0,,,,100.100006,-82.900002,,,,82.900002,17.200001,-9.4,,,,,11.7,11.7,,,-2.3,7.800001,-3.1,4.7,0.0,,,4.700001,0.0,4.7,-1.1,,3.6,3.6,,55.400002,0.06,0.06,0.06,55.400002,0.06,0.06,0.06,
09/30/1996,171.5,0.0,171.5,0.0,0.0,-82.5,0.0,0.0,0.0,82.5,,,,89.0,-82.099998,,,,82.099998,6.9,-8.5,,,,,12.2,12.2,,,-3.7,-1.6,0.6,-1.0,0.0,,,-1.0,0.0,-1.0,-1.1,,-2.1,-2.1,,55.599998,-0.04,-0.04,-0.04,55.599998,-0.04,-0.04,-0.04,
12/31/1996,379.600006,0.0,379.600006,0.0,0.0,-231.100006,0.0,0.0,0.0,231.100006,,,,148.5,-88.300003,,,,88.300003,60.200001,-11.2,,,,,13.6,13.6,,,-2.4,49.0,-18.299999,30.700001,0.0,,,30.700001,0.0,30.700001,-1.1,,29.600001,29.600001,,55.799999,0.53,0.53,0.53,55.900002,0.53,0.53,0.53,
03/31/1997,496.700012,0.0,496.700012,0.0,0.0,-315.700012,0.0,0.0,0.0,315.700012,,,,181.0,-92.0,,,,92.0,89.0,-10.0,,,,,13.7,13.7,,,-3.7,79.0,-28.9,50.099998,0.0,,,50.100001,0.0,50.099998,-1.1,,48.999998,48.999998,,56.0,0.88,0.88,0.88,56.0,0.87,0.87,0.87,
06/30/1997,216.699997,0.0,216.699997,0.0,0.0,-117.5,0.0,0.0,0.0,117.5,,,,99.199997,-84.099998,,,,84.099998,15.1,-10.2,,,,,12.5,12.5,,,-2.3,4.9,-2.0,2.9,0.0,,,2.9,0.0,2.9,-1.5,,1.4,1.4,,56.200001,0.03,0.03,0.03,56.299999,0.03,0.03,0.03,
09/30/1997,194.600006,0.0,194.600006,0.0,0.0,-102.199997,0.0,0.0,0.0,102.199997,,,,92.400009,-85.199997,,,,85.199997,7.2,-10.5,,,,,12.4,12.4,,,-1.9,-3.3,2.4,-0.9,0.0,,,-0.9,0.0,-0.9,-2.5,,-3.4,-3.4,,56.5,-0.06,-0.06,-0.06,56.5,-0.06,-0.06,-0.06,
12/31/1997,402.299988,0.0,402.299988,0.0,0.0,-257.100006,0.0,0.0,0.0,257.100006,,,,145.199982,-92.800003,,,,92.800003,52.400002,-8.900001,,,,,14.1,14.1,,,-5.2,43.500001,-15.4,28.1,0.0,,,28.100001,0.0,28.1,-2.4,,25.7,25.7,,56.700001,0.45,0.45,0.45,56.799999,0.45,0.45,0.45,
03/31/1998,479.700012,0.0,479.700012,0.0,0.0,-305.700012,0.0,0.0,0.0,305.700012,,,,174.0,-90.699997,,,,90.699997,83.300003,-11.2,,,,,14.1,14.1,,,-2.9,72.100003,-25.799999,46.299999,0.0,,,46.300004,0.0,46.299999,-1.2,,45.099999,45.099999,,56.900002,0.79,0.79,0.79,57.0,0.79,0.79,0.79,
06/30/1998,247.0,0.0,247.0,0.0,0.0,-150.600006,0.0,0.0,0.0,150.600006,,,,96.399994,-87.599998,,,,87.599998,8.8,-12.4,,,,,13.0,13.0,,,-0.6,-3.6,3.9,0.3,0.0,,,0.3,0.0,0.3,-1.5,,-1.2,-1.2,,57.099998,-0.02,-0.02,-0.02,57.200001,-0.02,-0.02,-0.02,
09/30/1998,205.4,0.0,205.4,0.0,0.0,-78.5,0.0,0.0,0.0,78.5,,,,126.9,-103.8,,,,103.8,23.1,-9.0,,,0.0,,13.2,13.2,,,-4.2,14.1,-1.5,12.6,0.0,,,12.6,0.0,12.6,-1.6,,11.0,11.0,,57.2,0.19,0.19,0.19,57.3,0.19,0.19,0.19,
12/31/1998,323.899994,0.0,323.899994,0.0,0.0,-187.0,0.0,0.0,0.0,187.0,,,,136.899994,-89.199997,,,,89.199997,47.700001,-22.1,,,,,14.2,14.2,,,7.9,25.600001,-8.2,17.4,0.0,,,17.400001,0.0,17.4,-1.5,,15.9,15.9,,57.400002,0.28,0.28,0.28,57.700001,0.28,0.28,0.28,
03/31/1999,375.100006,0.0,375.100006,0.0,0.0,-232.0,0.0,0.0,0.0,232.0,,,,143.100006,-90.699997,,,,90.699997,52.400002,-13.8,,,,,13.6,13.6,,,0.2,38.600001,-12.8,25.799999,0.0,,,25.800001,0.0,25.799999,-1.6,,24.199999,24.199999,,57.599998,0.42,0.42,0.42,57.599998,0.42,0.42,0.42,
06/30/1999,185.600006,0.0,185.600006,0.0,0.0,-61.099998,0.0,0.0,0.0,61.099998,,,,124.500008,-95.0,,,,95.0,29.5,-18.5,,,,,12.9,12.9,,,5.6,11.0,-2.3,8.7,0.0,,,8.700001,0.0,8.7,-1.5,,7.2,7.2,,57.400002,0.12,0.12,0.12,57.5,0.12,0.12,0.12,
09/30/1999,183.7,0.0,183.7,0.0,0.0,-64.3,0.0,0.0,0.0,64.3,,,,119.4,-94.4,,,,,25.0,68.8,,,,,12.3,12.3,,,-81.1,93.8,-15.8,28.6,0.0,,,78.0,0.0,28.6,-1.5,,27.1,27.1,,57.0,0.48,0.48,0.09,57.0,0.48,0.48,0.09,
12/31/1999,182.300003,0.0,182.300003,0.0,0.0,-54.599998,0.0,0.0,0.0,54.599998,,,,127.700005,-94.199997,,21.200001,,94.199997,33.5,-5.3,,,,0.3,12.2,12.2,,1.5,-6.6,28.2,-9.6,18.6,0.0,,,18.6,0.0,18.6,-1.5,,17.1,17.1,,56.900002,0.3,0.3,0.3,57.0,0.3,0.3,0.3,
03/31/2000,160.1,0.0,160.1,0.0,0.0,-30.7,0.0,0.0,0.0,30.7,,,,129.4,-91.9,,21.9,,91.9,37.5,0.0,,,,0.1,12.4,12.4,,1.6,-12.3,37.5,-13.2,24.3,0.0,,,24.3,0.0,24.3,-1.6,,22.7,22.7,,55.5,0.41,0.41,0.41,55.5,0.41,0.41,0.41,
06/30/2000,131.8,0.0,131.8,0.0,0.0,-11.6,0.0,0.0,0.0,11.6,,,,120.2,-81.8,,20.3,,81.8,38.4,-15.1,,,,0.1,13.3,13.3,,1.5,1.9,23.3,-7.9,15.4,0.0,,,15.4,0.0,15.4,-1.5,,13.9,13.9,,54.2,0.26,0.26,0.26,54.2,0.26,0.26,0.26,
09/30/2000,133.2,0.0,133.2,0.0,0.0,-15.0,0.0,0.0,0.0,15.0,,,,118.2,-89.8,,19.8,,-20.1,28.4,-3.0,,,,,13.7,13.7,,,-10.7,25.4,-6.5,18.9,0.0,,,18.9,0.0,18.9,-1.5,,17.4,17.4,,54.1,0.32,0.32,0.27,54.2,0.32,0.32,0.27,
12/31/2000,294.8,0.0,294.8,0.0,0.0,-130.8,0.0,0.0,0.0,130.8,,,,164.0,-108.7,,26.4,,82.3,55.3,-19.5,,,,0.1,24.7,23.2,,1.5,-5.1,35.8,-13.3,22.5,0.0,,,22.5,0.0,22.5,0.0,0.0,22.5,22.5,,54.3,0.41,0.41,0.415896,54.6,0.41,0.41,0.414364,
03/31/2001,175.699997,0.0,175.699997,0.0,0.0,-37.0,0.0,0.0,0.0,37.0,,,,138.699997,-97.599998,,,,97.599998,41.099998,-26.300001,,,,,23.200001,23.200001,,,3.1,14.799997,-5.5,9.3,0.0,,,9.299997,0.0,9.3,0.0,,9.3,9.3,,54.599998,0.17,0.17,0.17,55.200001,0.17,0.17,0.17,
06/30/2001,175.7,0.0,175.7,0.0,0.0,-37.0,0.0,0.0,0.0,37.0,,,,138.7,-97.6,,,,97.6,41.1,-26.3,,,,0.3,23.2,20.4,,2.8,3.4,14.8,-5.5,9.3,0.0,,,9.3,0.0,9.3,0.0,0.0,9.3,9.3,,54.6,0.17,0.17,0.17,55.2,0.17,0.17,0.17,
09/30/2001,228.2,0.0,228.2,0.0,0.0,-93.5,0.0,0.0,0.0,93.5,,,,134.7,-87.0,,,,,47.7,6.6,,,,1.7,22.4,19.4,,,-27.3,54.3,-2.1,9.4,0.0,,,52.2,0.0,9.4,-4.6,0.0,4.8,4.8,,55.0,0.09,0.09,0.09,55.3,0.09,0.09,0.09,
03/31/2002,492.9,,492.9,,,-320.7,,,,320.7,,,,172.2,-100.8,,23.1,,77.7,71.4,6.2,,,,,22.7,22.7,,,-28.9,77.6,-27.5,50.1,,,,50.1,,50.1,0.0,0.0,50.1,50.1,,55.7,0.9,0.9,0.9,56.0,0.89,0.89,0.89,
06/30/2002,161.2,,161.2,,,-24.4,,,,24.4,,,,136.8,-94.9,65.2,22.5,7.2,,41.9,-22.9,,,,,21.2,21.2,,,1.7,19.0,-6.7,12.3,,,,12.3,,12.3,,,12.3,12.3,,56.0,0.22,0.22,0.22,56.5,0.22,0.22,0.22,
09/30/2002,193.0,,193.0,,,-57.0,,,,57.0,,,,136.0,-97.6,69.1,21.4,7.1,,38.4,-23.8,,,,,21.4,21.4,,,2.4,14.6,-5.2,9.4,,,,9.4,,9.4,,,9.4,9.4,,56.2,0.17,0.17,0.17,56.6,0.17,0.17,0.17,
12/31/2002,249.7,0.0,249.7,0.0,0.0,-89.6,0.0,0.0,0.0,89.6,,,,160.1,-99.2,0.0,22.1,22.2,9.4,60.9,-11.1,,,0.0,,20.7,20.7,0.0,0.0,-9.6,49.8,-18.6,31.2,0.0,,,31.2,0.0,31.2,0.0,0.0,31.2,31.2,,56.5,0.55,0.55,0.55,57.1,0.54,0.54,0.54,
03/31/2003,352.5,0.0,352.5,0.0,0.0,-148.6,0.0,0.0,0.0,148.6,,,,203.9,-102.4,72.2,22.3,7.9,72.2,101.5,-3.8,,,0.0,0.1,19.9,19.9,0.0,0.0,-16.0,97.7,-38.1,59.6,7.8,,,51.8,0.0,51.8,0.0,,51.8,51.8,,60.3,0.86,0.99,0.99,60.7,0.85,0.98,0.98,
06/30/2003,186.6,0.0,186.6,0.0,0.0,-45.4,0.0,0.0,0.0,45.4,,,,141.2,-100.3,0.0,22.7,7.7,69.9,40.9,-9.9,,,0.0,,18.2,18.2,0.0,0.0,-8.3,31.0,-12.1,18.9,0.0,,,18.9,0.0,18.9,0.0,,18.9,18.9,,63.5,0.3,0.3,0.3,64.2,0.29,0.29,0.29,
09/30/2003,166.3,0.0,166.3,0.0,0.0,-29.2,0.0,0.0,0.0,29.2,,,,137.1,-94.8,65.6,23.6,5.6,65.6,42.3,-5.8,,,0.0,,19.2,19.2,0.0,0.0,-13.4,36.5,-14.3,22.2,0.0,,,22.2,0.0,22.2,0.0,,22.2,22.2,,64.0,0.35,0.35,0.27,64.8,0.34,0.34,0.26,
12/31/2003,277.6,0.0,277.6,0.0,0.0,-115.8,0.0,0.0,0.0,115.8,,,,161.8,-104.5,145.2,22.4,6.8,,57.3,0.5,,,0.0,,18.1,17.7,0.0,0.0,-18.6,57.8,-22.5,35.3,0.2,,,35.1,0.0,35.1,0.0,0.0,35.1,35.1,,64.6,0.543344,0.54644,0.54644,65.1,0.539171,0.539171,0.539171,
03/31/2004,651.0,0.0,651.0,0.0,0.0,-392.8,0.0,0.0,0.0,392.8,,,,258.2,-125.0,92.9,24.2,7.9,92.9,133.2,-15.4,,,0.0,,15.9,15.9,0.0,0.0,-0.5,117.8,-41.1,76.7,0.0,,,76.7,-11.0,65.7,0.0,,65.7,65.7,,64.6,1.02,1.02,1.02,65.4,1.0,1.0,1.0,
06/30/2004,294.0,0.0,294.0,0.0,0.0,-129.0,0.0,0.0,0.0,129.0,,,,165.0,-112.0,0.0,24.0,7.0,81.0,53.0,-15.0,,,0.0,,16.0,16.0,0.0,0.0,-1.0,38.0,-14.0,24.0,0.0,,,24.0,-3.0,21.0,0.0,,21.0,21.0,,64.8,0.34,0.34,0.34,65.6,0.33,0.33,0.33,
09/30/2004,262.0,0.0,262.0,0.0,0.0,-105.0,0.0,0.0,0.0,105.0,,,,157.0,-111.0,83.0,23.0,5.0,83.0,46.0,-17.0,,,0.0,,17.0,17.0,0.0,0.0,0.0,29.0,-9.0,20.0,0.0,,,20.0,0.0,20.0,0.0,,20.0,20.0,,65.1,0.31,0.31,0.31,65.8,0.31,0.31,0.31,
12/31/2004,625.0,0.0,625.0,0.0,0.0,-367.2,0.0,0.0,0.0,367.2,,,,257.8,-158.0,201.1,27.8,10.1,,99.8,-23.6,,,0.0,,22.1,22.1,0.0,0.0,1.5,76.2,-25.9,50.3,0.0,,,50.3,-4.0,46.3,0.0,0.0,46.3,46.3,,70.7,0.65488,0.65488,0.65488,71.2,0.650281,0.650281,0.650281,
03/31/2005,912.0,,912.0,,,-572.0,,,,572.0,,,,340.0,-159.0,,33.0,11.0,115.0,181.0,-25.0,,,,,26.0,26.0,,,-1.0,156.0,-55.0,101.0,,,,101.0,-13.0,88.0,,,88.0,88.0,,76.9,1.15,1.15,1.15,77.6,1.14,1.14,1.14,
06/30/2005,431.0,0.0,431.0,0.0,0.0,-209.0,0.0,0.0,0.0,209.0,,,,222.0,-156.0,,33.0,10.0,113.0,66.0,-25.0,,,0.0,,26.0,26.0,0.0,0.0,-1.0,41.0,-14.0,27.0,0.0,,,27.0,-3.0,24.0,0.0,0.0,24.0,24.0,,77.1,0.31,0.31,0.31,77.8,0.3,0.3,0.3,
09/30/2005,393.0,0.0,393.0,0.0,0.0,-191.0,0.0,0.0,0.0,191.0,,,,202.0,-148.0,,33.0,9.0,106.0,54.0,-27.0,,,0.0,,27.0,27.0,0.0,0.0,0.0,27.0,-10.0,17.0,0.0,,,17.0,-2.0,15.0,0.0,0.0,15.0,15.0,,77.5,0.19,0.19,0.19,78.1,0.19,0.19,0.19,
12/31/2005,982.0,0.0,982.0,0.0,0.0,-654.0,0.0,0.0,0.0,654.0,,,,328.0,-187.0,,34.0,10.0,143.0,141.0,-33.0,,,0.0,,30.0,30.0,0.0,0.0,3.0,108.0,-38.0,70.0,0.0,,,70.0,-4.0,66.0,0.0,0.0,66.0,66.0,,77.7,0.85,0.85,0.85,78.2,0.85,0.85,0.85,
03/31/2006,1044.0,0.0,1044.0,0.0,0.0,-655.0,0.0,0.0,0.0,655.0,,,,389.0,-161.0,,34.0,10.0,117.0,228.0,-32.0,,,0.0,,30.0,30.0,0.0,0.0,2.0,196.0,-67.0,129.0,0.0,,,129.0,-19.0,110.0,0.0,0.0,110.0,110.0,,77.9,1.42,1.42,1.42,78.2,1.41,1.41,1.41,
06/30/2006,436.0,0.0,436.0,0.0,0.0,-219.0,0.0,0.0,0.0,219.0,,,,217.0,-157.0,,34.0,10.0,113.0,60.0,-31.0,,,0.0,,29.0,29.0,0.0,0.0,2.0,29.0,-12.0,17.0,0.0,,,17.0,-16.0,1.0,0.0,0.0,1.0,1.0,,77.7,0.25,0.25,0.25,78.1,0.25,0.25,0.25,
09/30/2006,434.0,0.0,434.0,0.0,0.0,-190.0,0.0,0.0,0.0,190.0,,,,244.0,-154.0,,33.0,10.0,111.0,90.0,-32.0,,,0.0,,32.0,32.0,0.0,0.0,0.0,58.0,-22.0,36.0,0.0,,,36.0,,36.0,0.0,0.0,36.0,36.0,,77.5,0.46,0.46,0.46,77.9,0.46,0.46,0.46,
12/31/2006,704.0,0.0,704.0,0.0,0.0,-415.0,0.0,0.0,0.0,415.0,,,,289.0,-179.0,0.0,37.0,10.0,132.0,110.0,-31.0,,,0.0,,32.0,32.0,0.0,0.0,-1.0,79.0,-28.0,51.0,0.0,,,51.0,-4.0,47.0,0.0,0.0,47.0,47.0,,77.4,0.6,0.6,0.6,77.7,0.6,0.6,0.6,
