Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,175339.40625,11395.600098,6459.700195,4935.899902,3483.800049,,,6462.100098,,,,,3314.199951,,,,,24655.699219,22830.199219,,,111809.898438,,,16043.599609,,,,,16043.599609,150683.697266,,9934.599609,9934.599609,,,,15729.099609,,,,,,13173.902344,,,,13173.902344,38837.601562,94889.296875,,,,,17512.199219,,,17512.199219,112401.496094,151239.097656,1082.0,4025.300049,,,,,18993.0,24100.300049,,24100.300049,175339.397705,
12/31/1992,179107.796875,12497.300293,6686.100098,5811.200195,45642.601562,,,5451.299805,,,,,3098.300049,,,,,66689.5,22160.0,42151.0,-19991.0,69978.703125,,,20279.599609,,,,,20279.599609,112418.302734,,9457.5,9457.5,,,,60037.101562,,,,,,11932.296876,,,,11932.296876,81426.898438,52497.601562,,,,,29203.5,,,29203.5,81701.101562,163128.0,1082.599976,5187.100098,,,0.0,,9565.700195,15835.400269,144.399994,15979.800263,179107.800263,
03/31/1993,183938.0,13414.0,8936.0,4478.0,3025.0,,,5872.0,,,,,3254.0,,,,,25565.0,22279.0,,,116379.0,,,19715.0,,,,,19715.0,158373.0,,10367.0,10367.0,,,,14200.0,,,,,,13570.0,,,,13570.0,38137.0,99820.0,,,,,29467.0,,,29467.0,129287.0,167424.0,1256.0,5256.0,,,,,10002.0,16514.0,,16514.0,183938.0,
06/30/1993,189456.0,13153.0,9149.0,4004.0,3853.0,,,5298.0,,,,,3348.0,,,,,25652.0,22514.0,,,121717.0,,,19573.0,,,,,19573.0,163804.0,,10733.0,10733.0,,,,12899.0,,,,,,13519.0,,,,13519.0,37151.0,104525.0,,,,,30840.0,,,30840.0,135365.0,172516.0,1257.0,5288.0,,,,,10395.0,16940.0,,16940.0,189456.0,
09/30/1993,192961.0,12775.0,6810.0,5965.0,3313.0,,,5565.0,,,,,3588.0,,,,,25241.0,22743.0,,,123603.0,,,21374.0,,,,,21374.0,167720.0,,10403.0,10403.0,,,,11593.0,,,,,,14229.0,,,,14229.0,36225.0,106638.0,,,,,32814.0,,,32814.0,139452.0,175677.0,1457.0,5492.0,,,,,10335.0,17284.0,,17284.0,192961.0,
12/31/1993,198938.0,12403.0,8222.0,4181.0,47580.0,,,5538.0,,,,,4056.0,,,,,69577.0,23059.0,43750.0,-20691.0,83290.0,,,23012.0,,,,,23012.0,129361.0,,10650.0,10650.0,,,,65970.0,,,,,,12951.0,,,,12951.0,89571.0,56915.0,,,,,35259.0,,,35259.0,92174.0,181745.0,1458.0,5581.0,,,0.0,,9993.0,17032.0,161.0,17193.0,198938.0,
03/31/1994,198433.0,13190.0,7263.0,5927.0,2386.0,,,5976.0,,,,,5197.0,,,,,26749.0,23692.0,,,123940.0,,,24052.0,,,,,24052.0,171684.0,,12106.0,12106.0,,,,835.0,,,,,,14443.0,,,,14443.0,27384.0,116380.0,,,,,36474.0,,,36474.0,152854.0,180238.0,1562.0,5666.0,,,,,10967.0,18195.0,,18195.0,198433.0,
06/30/1994,210079.0,21870.0,10856.0,11014.0,123270.0,,,5704.0,,,,,18660.0,,,,,169504.0,24678.0,,,79.0,,,15818.0,,,,,15818.0,40575.0,,12632.0,12632.0,,,,156.0,,,,,,14952.0,,,,14952.0,27740.0,123419.0,,,,,39032.0,,,39032.0,162451.0,190191.0,1466.0,5876.0,,,0.0,,12546.0,19888.0,0.0,19888.0,210079.0,
09/30/1994,214819.0,22285.0,9235.0,13050.0,2552.0,,,6394.0,,,,,5430.0,,,,,36661.0,25989.0,,,124832.0,,,27337.0,,,,,27337.0,178158.0,,13313.0,13313.0,,,,96.0,,,,,,15521.0,,,,15521.0,28930.0,126193.0,,,,,38052.0,,,38052.0,164245.0,193175.0,1659.0,6157.0,,,0.0,,13828.0,21644.0,0.0,21644.0,214819.0,
12/31/1994,219354.0,19927.0,6220.0,13707.0,2548.0,,,6487.0,,,,,5745.0,,,,,34707.0,27048.0,49786.0,-22738.0,130356.0,,,27243.0,,,,,27243.0,184647.0,,13138.0,13138.0,,,,155.0,,,,,,14539.0,,,,14539.0,27832.0,130816.0,,,,,37172.0,,,37172.0,167988.0,195820.0,1875.0,6296.0,,,,,15363.0,23534.0,0.0,23534.0,219354.0,
03/31/1995,232025.0,21433.0,11728.0,9705.0,3105.0,,,7331.0,,,,,5301.0,,,,,37170.0,28428.0,,,138185.0,,,28242.0,,,,,28242.0,194855.0,,14740.0,14740.0,,,,341.0,,,,,,16137.0,,,,16137.0,31218.0,137474.0,,,,,37906.0,,,37906.0,175380.0,206598.0,1875.0,6392.0,,,0.0,,17160.0,25427.0,0.0,25427.0,232025.0,
06/30/1995,239808.0,23217.0,10626.0,12591.0,3100.0,,,6841.0,,,,,5257.0,,,,,38415.0,29200.0,,,143527.0,,,28666.0,,,,,28666.0,201393.0,,14100.0,14100.0,,,,796.0,,,,,,15854.0,,,,15854.0,30750.0,142566.0,,,,,39276.0,,,39276.0,181842.0,212592.0,1976.0,6515.0,,,0.0,,18725.0,27216.0,0.0,27216.0,239808.0,
09/30/1995,238576.0,21371.0,8564.0,12807.0,2886.0,,,6845.0,,,,,5180.0,,,,,36282.0,29972.0,,,144117.0,,,28205.0,,,,,28205.0,202294.0,,15584.0,15584.0,,,,793.0,,,,,,13601.0,,,,13601.0,29978.0,141948.0,,,,,39719.0,,,39719.0,181667.0,211645.0,1976.0,6622.0,,,,,18333.0,26931.0,0.0,26931.0,238576.0,
12/31/1995,243283.0,19649.0,8440.0,11209.0,3321.0,,,7162.0,,,,,4392.0,,,,,34524.0,31273.0,56586.0,-25313.0,149694.0,,,27792.0,,,,,27792.0,208759.0,,16736.0,16736.0,,,,1832.0,,,,,,15684.0,,,,15684.0,34252.0,146792.0,,,,,37010.0,,,37010.0,183802.0,218054.0,1724.0,6265.0,,,,,17240.0,25229.0,0.0,25229.0,243283.0,
03/31/1996,248004.0,19473.0,8140.0,11333.0,3463.0,,,7182.0,,,,,5292.0,,,,,35410.0,31446.0,,,153467.0,,,27681.0,,,,,27681.0,212594.0,,15114.0,15114.0,,,,1676.0,,,,,,15639.0,,,,15639.0,32429.0,151127.0,,,,,39227.0,,,39227.0,190354.0,222783.0,1514.0,6305.0,,,,,17402.0,25221.0,0.0,25221.0,248004.0,
06/30/1996,260566.0,21496.0,9153.0,12343.0,3104.0,,,6908.0,,,,,6710.0,,,,,38218.0,31768.0,,,162490.0,,,28090.0,,,,,28090.0,222348.0,,15957.0,15957.0,,,,1913.0,,,,,,19162.0,,,,19162.0,37032.0,156781.0,,,,,40232.0,,,40232.0,197013.0,234045.0,1451.0,6381.0,,,,,18689.0,26521.0,0.0,26521.0,260566.0,
09/30/1996,258501.0,21849.0,8756.0,13093.0,3525.0,,,7671.0,,,,,6922.0,,,,,39967.0,32605.0,,,158386.0,,,27543.0,,,,,27543.0,218534.0,,15656.0,15656.0,,,,2125.0,,,,,,19534.0,,,,19534.0,37315.0,153491.0,,,,,40863.0,,,40863.0,194354.0,231669.0,1404.0,6388.0,,,,,19040.0,26832.0,0.0,26832.0,258501.0,
12/31/1996,262867.0,21410.0,7267.0,14143.0,3635.0,,,6656.0,3374.0,,3282.0,,6489.0,,,,,38190.0,33527.0,59703.0,-26176.0,161906.0,,,29244.0,,,,,29244.0,224677.0,,16430.0,16430.0,,,,1661.0,,,,,,19774.0,,,,19774.0,37865.0,156700.0,,,,,40860.0,,,40860.0,197560.0,235425.0,1374.0,6457.0,,,,,19611.0,27442.0,0.0,27442.0,262867.0,
03/31/1997,261957.0,20981.0,5798.0,15183.0,3375.0,,,7237.0,,,,,6645.0,,,,,38238.0,33039.0,,,161615.0,,,29065.0,,,,,29065.0,223719.0,,16357.0,16357.0,,,,60156.0,,,,,,19448.0,,,,19448.0,95961.0,97715.0,,,,,40349.0,,,40349.0,138064.0,234025.0,1351.0,6480.0,,,0.0,,20101.0,27932.0,0.0,27932.0,261957.0,
06/30/1997,271416.0,20043.0,5065.0,14978.0,3364.0,,,6136.0,,,,,6982.0,,,,,36525.0,33491.0,,,171038.0,,,30362.0,,,,,30362.0,234891.0,,15779.0,15779.0,,,,61424.0,,,,,,21035.0,,,,21035.0,98238.0,102426.0,,,,,40960.0,,,40960.0,143386.0,241624.0,1334.0,6535.0,,,0.0,,21923.0,29792.0,0.0,29792.0,271416.0,
09/30/1997,274223.0,23592.0,7144.0,16448.0,3663.0,,,6320.0,,,,,7347.0,,,,,40922.0,34282.0,,,169914.0,,,29105.0,,,,,29105.0,233301.0,,16072.0,16072.0,,,,57687.0,,,,,,22908.0,,,,22908.0,96667.0,105927.0,,,,,41273.0,,,41273.0,147200.0,243867.0,1321.0,6686.0,,,0.0,,22349.0,30356.0,0.0,30356.0,274223.0,
12/31/1997,279097.0,24660.0,7934.0,16726.0,3513.0,,,5468.0,2875.0,,2593.0,,7031.0,,,,,40672.0,34594.0,60598.0,-26004.0,176416.0,,,27415.0,0.0,,,,27415.0,238425.0,,16536.0,16536.0,,,,88085.0,,,,,,20165.0,,,,20165.0,124786.0,80162.0,,,,,42737.0,,,42737.0,122899.0,247685.0,1315.0,6767.0,,,0.0,,23330.0,31412.0,0.0,31412.0,279097.0,
03/31/1998,223238.0,23818.0,8228.0,15590.0,2996.0,,,6340.0,3357.0,,2983.0,,6877.0,,,,,40031.0,35438.0,,,124062.0,,,23707.0,0.0,,,,23707.0,183207.0,,15825.0,15825.0,,,,44604.0,,,,,,24333.0,,,,24333.0,84762.0,76952.0,,,,,39349.0,,,39349.0,116301.0,201063.0,855.0,6440.0,,,,,14880.0,22175.0,0.0,22175.0,223238.0,
06/30/1998,228271.0,24073.0,6687.0,17386.0,2821.0,,,5551.0,2738.0,,2813.0,,7116.0,,,,,39561.0,35847.0,78658.0,-42811.0,126317.0,,,26546.0,0.0,,,,26546.0,188710.0,,16513.0,16513.0,,,,43755.0,,,,,,22837.0,,,,22837.0,83105.0,80215.0,,,,,41203.0,,,41203.0,121418.0,204523.0,855.0,6558.0,,,,,16335.0,23748.0,0.0,23748.0,228271.0,
09/30/1998,228514.0,25780.0,6382.0,19398.0,3013.0,,,6387.0,3140.0,,3247.0,,7208.0,,,,,42388.0,36480.0,79597.0,-43117.0,124655.0,,,24991.0,0.0,,,,24991.0,186126.0,,15887.0,15887.0,,,,41204.0,,,,,,23193.0,,,,23193.0,80284.0,82387.0,,,,,41448.0,,,41448.0,123835.0,204119.0,854.0,6554.0,,,,,16987.0,24395.0,0.0,24395.0,228514.0,
12/31/1998,237545.0,25924.0,4836.0,21088.0,3492.0,,,5656.0,2887.0,,2769.0,,6644.0,,,,,41716.0,37320.0,64160.0,-26840.0,132567.0,,,25942.0,0.0,,,,25942.0,195829.0,,16923.0,16923.0,,,,68989.0,,,,,,21084.0,,,,21084.0,106996.0,64057.0,,,,,42406.0,,,42406.0,106463.0,213459.0,854.0,6505.0,,,,,16727.0,24086.0,0.0,24086.0,237545.0,
03/31/1999,246511.0,23456.0,4187.0,19269.0,2668.0,2668.0,,5542.0,2771.0,,2771.0,,6627.0,,,,,38293.0,36882.0,,,134780.0,,,36556.0,,,,9210.0,27346.0,208218.0,,12489.0,12489.0,,,,1501.0,,,,,,23819.0,,,,23819.0,37809.0,135539.0,,,,,48416.0,,,48416.0,183955.0,221764.0,,6369.0,,,,21077.0,-2699.0,24747.0,,24747.0,246511.0,
06/30/1999,261305.0,25186.0,5619.0,19567.0,3713.0,,,6347.0,2642.0,,3705.0,,7875.0,,,,,43121.0,39775.0,86588.0,-46813.0,142580.0,,,35829.0,,,,,35829.0,218184.0,,17444.0,17444.0,,,,56248.0,,,,,,26761.0,,,,26761.0,100453.0,87384.0,,,,,46550.0,,,46550.0,133934.0,234387.0,853.0,6258.0,,,,,19807.0,26918.0,,26918.0,261305.0,
09/30/1999,267390.0,27675.0,5278.0,22397.0,3622.0,3622.0,,7218.0,2989.0,,4229.0,0.0,7938.0,,,,,46453.0,41356.0,,,141139.0,,,38442.0,0.0,,,2514.0,35928.0,220937.0,,17011.0,17011.0,,,,1429.0,,,,,,26589.0,,,,26589.0,45029.0,143363.0,,,,,51402.0,,,51402.0,194765.0,239794.0,675.0,6239.0,,,-865.0,23408.0,-1861.0,27596.0,0.0,27596.0,267390.0,
12/31/1999,276229.0,25906.0,6230.0,19676.0,3769.0,3769.0,,6435.0,2035.0,,3649.0,0.0,10302.0,,,,,46412.0,42317.0,70149.0,-27832.0,155769.0,,,31731.0,0.0,7070.0,-7070.0,2744.0,28987.0,229817.0,,18000.0,18000.0,,,,1602.0,,,,,,25339.0,,,,25339.0,44941.0,151136.0,,,,,52615.0,,,52615.0,203751.0,248692.0,,6271.0,,,,24606.0,-3340.0,27537.0,0.0,27537.0,276229.0,
03/31/2000,275024.0,22848.0,3875.0,18973.0,4406.0,4406.0,,6557.0,,,,,9124.0,,,,,42935.0,35831.0,,,161004.0,,,35254.0,,,,2716.0,32538.0,232089.0,,18107.0,18107.0,,,,1107.0,,,,,,20712.0,,,,20712.0,39926.0,154272.0,,,,,52407.0,,,52407.0,206679.0,246605.0,,6193.0,,,-1399.0,26078.0,-2453.0,28419.0,,28419.0,275024.0,
06/30/2000,284580.0,27814.0,8664.0,19150.0,3897.0,3897.0,,6251.0,2159.0,,4092.0,,9777.0,,,,,47739.0,34677.0,76014.0,-41337.0,167602.0,,,34562.0,,,,5349.0,29213.0,236841.0,,19894.0,19894.0,,,,40462.0,,,,,,27545.0,,,,27545.0,87901.0,119405.0,,,,,51957.0,,,51957.0,171362.0,259263.0,851.0,6158.0,,,-1404.0,22823.0,-3111.0,25317.0,,25317.0,284580.0,
09/30/2000,282285.0,21661.0,5662.0,15999.0,10198.0,4523.0,,8189.0,2768.0,,5421.0,0.0,7651.0,,,,,47699.0,35600.0,77013.0,-41413.0,168415.0,,,30571.0,0.0,,,2863.0,27708.0,234586.0,,19072.0,19072.0,,,,37831.0,,,,,,27404.0,,,,27404.0,84307.0,123935.0,,,,,55096.0,,,55096.0,179031.0,263338.0,851.0,5988.0,,,-1176.0,17374.0,-4090.0,18947.0,0.0,18947.0,282285.0,
12/31/2000,284421.0,18784.0,4851.0,13933.0,6272.0,,,7514.0,3284.0,,5325.0,-1095.0,7557.0,,,,,40127.0,37508.0,61835.0,-24327.0,171757.0,,,35029.0,7800.0,6800.0,1000.0,,27229.0,244294.0,,20372.0,20372.0,,,,66599.0,,,,,,27975.0,,,,27975.0,114946.0,98957.0,,,,,51235.0,,,51235.0,150192.0,265138.0,850.0,6193.0,,,,,12240.0,19283.0,0.0,19283.0,284421.0,
03/31/2001,284587.0,17858.0,5382.0,12476.0,9244.0,4069.0,,7664.0,2837.0,,4827.0,,8357.0,,,,,43123.0,36133.0,,,173854.0,,,31477.0,,,,3003.0,28474.0,241464.0,,20988.0,20988.0,,,,36249.0,,,,,,27663.0,,,,27663.0,84900.0,131116.0,,,,,51829.0,,,51829.0,182945.0,267845.0,673.0,6054.0,,,-2603.0,18386.0,-5768.0,16742.0,0.0,16742.0,284587.0,
06/30/2001,289546.0,18770.0,6586.0,12184.0,3375.0,3375.0,,7220.0,2688.0,,4532.0,,9688.0,,,,,39053.0,35421.0,,,177458.0,,,37614.0,,,,2961.0,34653.0,250493.0,,25950.0,25950.0,,,,226.0,,,,,,24011.0,,,,24011.0,50187.0,173937.0,,,,,50991.0,,,50991.0,224928.0,275115.0,,5999.0,,,-2975.0,17084.0,-5677.0,14431.0,,14431.0,289546.0,
09/30/2001,277527.0,17929.0,10638.0,7291.0,2747.0,2747.0,,7110.0,2626.0,,4484.0,,9934.0,,,,,37720.0,35825.0,,,161840.0,,,42142.0,,,,2662.0,39480.0,239807.0,,19964.0,19964.0,,,,22983.0,,,,,,26419.0,,,,26419.0,69366.0,143389.0,,,,,50735.0,,,50735.0,194124.0,263490.0,849.0,5989.0,,,-2894.0,15845.0,-5752.0,14037.0,0.0,14037.0,277527.0,
12/31/2001,276543.0,18795.0,7218.0,11577.0,2214.0,,,6127.0,2430.0,,4602.0,-905.0,9653.0,,,,,36768.0,33022.0,60511.0,-27489.0,159290.0,,,47463.0,1307.0,1042.0,265.0,,46156.0,239775.0,,17104.0,17104.0,,,,46305.0,,,,,,28519.0,,,,28519.0,91928.0,120498.0,,,,,55659.0,,,55659.0,176157.0,268085.0,672.0,6020.0,,,-2823.0,,4589.0,8458.0,0.0,8458.0,276543.0,
03/31/2002,275648.0,28051.0,16020.0,12031.0,2321.0,2321.0,,7068.0,2730.0,,5283.0,-945.0,9963.0,,,,,47403.0,33537.0,,,150391.0,,,44317.0,6869.0,4481.0,2388.0,2399.0,35049.0,228245.0,,16191.0,16191.0,,,,15356.4,,,,,,27955.0,,,,27955.0,59502.4,143860.6,,,,,59194.0,,,59194.0,203054.6,262557.0,5849.0,6027.0,,,,9518.0,-8303.0,13091.0,0.0,13091.0,275648.0,
06/30/2002,290291.0,28686.0,13103.0,15583.0,2356.0,2356.0,,7522.0,2757.0,,5721.0,-956.0,10231.0,,,,,48795.0,35162.0,,,155487.0,,,50847.0,6885.0,5775.0,1110.0,2317.0,41645.0,241496.0,,20171.0,20171.0,,,,15936.7,,,,,,29031.0,,,,29031.0,65138.7,148877.3,,,,,60610.0,,,60610.0,209487.3,274626.0,5671.0,5887.0,,,-2570.0,9609.0,-2932.0,15665.0,0.0,15665.0,290291.0,
09/30/2002,285696.0,32885.0,16073.0,16812.0,2070.0,2070.0,,7504.0,3158.0,,5313.0,-967.0,8429.0,,,,,50888.0,35172.0,,,148880.0,,,50756.0,15914.0,5443.0,10471.0,2434.0,32408.0,234808.0,,18476.0,18476.0,,,,17009.0,,,,,,28709.0,,,,28709.0,64194.0,145197.0,,,,,60665.0,,,60665.0,205862.0,270056.0,5670.0,5718.0,,,-2320.0,9096.0,-2524.0,15640.0,0.0,15640.0,285696.0,
12/31/2002,295222.0,30521.0,12250.0,18271.0,2065.0,2065.0,,6980.0,3174.0,,4763.0,-957.0,9075.0,,,,,48641.0,36364.0,62935.0,-26571.0,137085.0,,,73132.0,6617.0,5557.0,1060.0,2470.0,64045.0,246581.0,,18981.0,18981.0,,,,557.0,,,,,,27644.0,,,,27644.0,47182.0,167335.0,,,,,75115.0,,,75115.0,242450.0,289632.0,5670.0,5439.0,,,-1977.0,8659.0,-6531.0,11260.0,0.0,11260.0,300892.0,
03/31/2003,295193.0,37175.0,19237.0,17938.0,2296.0,2296.0,,7953.0,3483.0,,5434.0,-964.0,9867.0,,,,,57291.0,36556.0,,,130305.0,,,71041.0,6726.0,5677.0,1049.0,2479.0,61836.0,237902.0,,17940.0,17940.0,,,,16474.8,,,,,,32274.0,,,,32274.0,66688.8,142535.2,,,,,73567.0,,,73567.0,216102.2,282791.0,5670.0,5454.0,,,-1974.0,9371.0,-6119.0,12402.0,0.0,12402.0,295193.0,
06/30/2003,311791.0,33368.0,17684.0,15684.0,2438.0,2438.0,,8448.0,3543.0,,5866.0,-961.0,7085.0,,,,,51339.0,39634.0,,,145592.0,,,75226.0,5924.0,5094.0,830.0,2558.0,66744.0,260452.0,,21832.0,21832.0,,,,29652.9,,,,,,31509.0,,,,31509.0,82993.9,141114.1,,,,,73930.0,,,73930.0,215044.1,298038.0,5669.0,5415.0,,,-1872.0,9606.0,-5065.0,13753.0,0.0,13753.0,311791.0,
09/30/2003,314912.0,47055.0,27887.0,19168.0,2755.0,2755.0,,10085.0,3901.0,,7155.0,-971.0,9509.0,,,,,69404.0,40471.0,,,120699.0,,,84338.0,6049.0,5212.0,837.0,1858.0,76431.0,245508.0,,18032.0,18032.0,,,,28282.0,,,,,,34058.0,,,,34058.0,80372.0,151954.0,,,,,73807.0,,,73807.0,225761.0,306133.0,0.0,5451.0,,,-1903.0,9398.0,-4756.0,8190.0,589.0,8779.0,314912.0,
12/31/2003,310723.0,39314.0,23208.0,16106.0,2698.0,2698.0,,9151.0,3813.0,,6334.0,-996.0,10054.0,,,,,61217.0,41919.0,71967.0,-30048.0,141862.0,,,65725.0,7000.0,6147.0,853.0,1930.0,56795.0,249506.0,,20407.0,20407.0,,,,1806.0,,,,,,32267.0,,,,32267.0,54480.0,177998.0,,,,,65935.0,,,65935.0,243933.0,298413.0,,5393.0,,,-1749.0,8421.0,-414.0,11651.0,659.0,12310.0,310723.0,
