Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1990,22.870001,15.53,12.636,0.24,,,0.24,-5.536,,,-5.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,25.792,21.333,13.668,0.057,,,0.057,-9.266,,,-9.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,42.451,19.233999,13.868,1.129,,,1.129,8.22,,,8.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,42.912998,7.833,13.208,1.666,,,1.666,20.205999,,,20.205999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1991,10.306,-48.132,14.648,58.942001,,,58.942001,-15.152,,,-15.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,43.401001,19.764999,14.646,1.193,,,1.193,7.797,,,7.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,40.893002,17.701,14.474,-2.722,,,-2.722,11.44,,,11.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,33.645,15.773,12.156,-9.367,,,-9.367,15.083,,,15.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1992,17.157,15.634,13.7,3.866,,,3.866,-16.042999,,,-16.042999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,43.25,21.431,13.41,2.197,,,2.197,6.212,,,6.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,32.778,22.274,12.971,-0.036,,,-0.036,-2.431,,,-2.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
