Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Source: Bloomberg
02/28/1990,46.823002,,46.345001,,1.769425,0.652886,0.592728,0.41,0.41,,,,,0.18,0.294789,,1.402324,8.625632,
05/31/1990,46.824001,,46.349998,,2.159008,0.836268,0.772643,0.52,0.52,,,,,0.18,0.187184,,1.29282,9.049718,
08/31/1990,46.827999,,46.360001,,1.976618,0.667666,0.601316,0.43,0.43,,,,,0.18,0.415444,,1.210921,9.48345,
11/30/1990,46.632999,46.730499,46.730499,,2.086667,0.733568,0.665261,0.44,0.44,0.44,0.44,0.44,0.44,0.18,0.263104,,1.081252,9.875689,
02/28/1991,46.444,,46.421001,,2.199199,0.774542,0.703389,0.46,0.46,,,,,0.18,0.377997,,1.244057,10.271036,
05/31/1991,46.465,,46.449001,,2.516459,0.962798,0.890826,0.58,0.58,,,,,0.18,0.281018,,1.330399,10.681416,
08/31/1991,46.465,,46.462002,,1.922259,0.07533,-0.000323,0.01,0.01,,,,,0.18,0.378546,,1.528807,10.594512,
11/30/1991,46.189999,46.327499,46.327499,,1.825805,-0.043905,-0.119368,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,0.18,0.470692,,1.721173,10.477073,
02/29/1992,45.863998,,45.926998,,1.8193,0.30518,0.228079,0.15,0.15,,,,,0.09,0.282361,,1.742303,10.518795,
05/31/1992,44.360001,,45.082001,,2.081784,0.524711,0.44581,0.29,0.29,,,,,0.09,0.606761,,1.836159,10.701939,
08/31/1992,44.157001,,44.337002,,1.817895,0.143469,0.062656,0.05,0.05,,,,,0.18,0.335431,,1.937813,10.741853,
11/30/1992,43.025002,43.591,43.591,,1.979032,0.119612,0.036154,0.03,0.03,0.03,0.03,0.03,0.03,0.18,0.137207,,1.576688,10.48072,
02/28/1993,43.0,,42.972,,1.946919,-0.035256,-0.123173,-0.88,-0.88,,,,,0.09,-0.219143,,1.144977,9.447861,
05/31/1993,43.0,,42.938,,1.998183,0.220946,0.13941,0.08,0.08,,,,,0.09,0.125064,,0.851419,9.602698,
08/31/1993,43.0,,42.941002,,1.863231,0.252556,0.177849,0.09,0.09,,,,,0.0,0.264642,,0.818023,9.658535,
11/30/1993,43.092999,42.951,42.951,,2.004796,0.28004,0.190566,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.223836,,0.82547,9.804191,
02/28/1994,43.5,,43.125,,2.137183,0.111791,0.012429,0.01,0.01,,,,,0.01,-0.196568,,0.738184,9.834276,
05/31/1994,43.526001,,43.367001,,2.50015,0.214426,0.107755,0.06,0.06,,,,,0.0,-0.19026,,0.509856,9.894063,
08/31/1994,43.563999,,43.389999,,2.435123,0.193985,0.078152,0.04,0.04,,,,,0.0,0.104725,,0.947273,9.947939,
11/30/1994,43.591,43.585999,43.585999,,2.700523,0.279195,0.171087,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.655004,,1.170402,10.094721,
02/28/1995,43.620998,,43.597,,2.741955,0.343762,0.228777,0.14,0.14,,,,,0.0,-0.129688,-0.356286,0.696935,10.262351,
05/31/1995,43.650002,,43.632,,3.132128,0.442221,0.303676,0.21,0.21,,,,,0.0,0.278213,0.083287,0.738763,10.467583,
08/31/1995,43.671001,,43.66,,2.933371,0.314567,0.169766,-0.56,-0.56,,,,,0.0,0.236807,0.026042,0.886492,9.883859,
11/30/1995,43.689999,43.681,43.681,,2.829193,0.118152,-0.018383,-0.74,-0.74,-0.74,-0.74,-0.74,-0.74,2.29,-0.246789,-0.534168,0.5691,9.127696,
02/29/1996,43.706001,,43.702,,2.917235,0.306119,0.176994,0.09,0.09,,,,,0.0,0.102398,-0.137454,0.210703,9.20901,
05/31/1996,44.395,,44.396,,3.192495,0.407131,0.268988,0.14,0.14,0.18,,,,0.0,0.55309,0.363096,0.378038,9.363307,
08/31/1996,44.345001,,44.321999,,2.561437,0.226434,0.104463,0.88,0.88,0.08,,,,0.0,0.419205,0.248725,1.663389,10.338347,
11/30/1996,41.868,,43.339001,,2.989593,0.137544,0.017975,-1.26,-1.26,0.03,,,,0.0,-0.060546,-0.266965,2.414493,9.128666,
02/28/1997,38.827999,,40.696999,,1.840824,0.222031,0.136054,0.12,0.12,0.12,,,,0.0,-0.084208,-0.182225,1.757314,9.227722,
05/31/1997,38.993999,,38.860001,,2.10054,0.15368,0.064385,-0.08,-0.08,,,,,0.0,0.355867,0.216264,1.698902,9.155921,
