Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
05/01/2010,2738.596,632.808,600.452,32.356,91.811,91.811,0.0,316.447,0.0,0.0,,0.0,143.97,,,84.952,1185.036,1209.345,2380.096,-1170.751,140.26,140.26,203.955,,,0.0,203.955,1553.56,,334.491,110.123,14.079,,210.289,38.316,38.316,,,,42.986,,,42.986,415.793,70.603,70.603,,,,451.647,,,,,,46.253,405.394,522.25,938.043,0.0,334.321,1.033,333.288,-677.526,2156.462,-12.704,1800.553,0.0,1800.553,2738.596,
07/31/2010,2856.863,613.633,613.633,0.0,83.777,83.777,0.0,480.128,,,,,141.108,,,85.068,1318.646,1204.349,2423.128,-1218.779,127.536,127.536,206.332,0.0,0.0,0.0,206.332,1538.217,,474.679,205.025,31.229,,238.425,0.0,0.0,,,,43.361,,,43.361,518.04,75.967,75.967,,,,443.159,,,,,,47.649,395.51,519.126,1037.166,0.0,341.785,1.033,340.752,-675.285,2160.506,-7.309,1819.697,0.0,1819.697,2856.863,
10/30/2010,2922.777,618.222,618.222,0.0,82.264,82.264,0.0,511.821,,,,,153.792,,,83.755,1366.099,1220.103,2492.467,-1272.364,124.837,124.837,211.738,,,0.0,211.738,1556.678,,499.845,202.044,57.096,,240.705,0.0,0.0,,,,45.466,,,43.336,545.311,81.67,81.67,,,,448.965,,,,,,47.178,401.787,530.635,1075.946,0.0,347.008,1.033,345.975,-693.914,2195.096,-1.359,1846.831,0.0,1846.831,2922.777,
01/29/2011,2941.415,826.353,826.353,0.0,74.777,74.777,0.0,385.857,,,,,139.794,0.0,,78.662,1426.781,1154.759,2461.233,-1306.474,100.534,100.534,259.341,0.0,0.0,0.0,259.341,1514.634,,509.683,137.235,73.491,0.0,298.957,0.0,0.0,0.0,0.0,,42.681,0.0,0.0,0.0,552.364,68.566,68.566,0.0,0.0,,429.701,0.0,0.0,0.0,0.0,,33.515,396.186,498.267,1050.631,0.0,350.291,1.033,349.258,-725.308,2272.317,-6.516,1890.784,0.0,1890.784,2941.415,
04/30/2011,2887.994,741.823,741.823,0.0,78.209,78.209,0.0,358.371,0.0,0.0,,0.0,156.122,0.0,,95.089,1334.525,1161.905,2519.757,-1357.852,101.55,101.55,290.014,,,0.0,290.014,1553.469,,439.579,151.428,35.138,0.0,253.013,0.0,0.0,,,,47.2,0.0,0.0,0.0,486.779,69.87,69.87,,,,422.783,0.0,0.0,0.0,0.0,,24.246,398.537,492.653,979.432,0.0,344.114,1.033,343.081,-727.109,2282.168,9.389,1908.562,0.0,1908.562,2887.994,
07/30/2011,2920.734,539.613,539.613,0.0,91.55,91.55,0.0,516.128,,,,,144.851,,,96.148,1292.142,1196.585,2607.711,-1411.126,101.923,101.923,330.084,,,,330.084,1628.592,,531.427,221.004,16.951,,293.472,0.0,0.0,,,,44.107,,,0.0,575.534,26.288,26.288,,,,432.042,,,,,,,432.042,458.33,1033.864,0.0,348.134,1.033,347.101,-767.302,2294.867,11.171,1886.87,0.0,1886.87,2920.734,
10/29/2011,3081.521,488.341,488.341,0.0,89.622,89.622,0.0,679.341,,,,,141.577,,,85.061,1398.881,1237.43,2649.636,-1412.206,100.334,100.334,344.876,,,0.0,344.876,1682.64,,635.847,281.775,43.301,,310.771,0.0,0.0,,,,44.103,,,43.181,679.95,26.321,26.321,,,,444.02,,,,,,34.833,409.187,470.341,1150.291,0.0,358.626,1.033,357.593,-760.048,2325.452,7.2,1931.23,0.0,1931.23,3081.521,
01/28/2012,3117.032,668.145,583.495,84.65,89.35,89.35,0.0,679.935,,,,,120.224,0.0,,73.572,1557.654,1197.271,2655.219,-1457.948,14.858,14.858,347.249,0.0,0.0,0.0,347.249,1559.378,,656.901,211.368,77.918,0.0,367.615,0.0,0.0,0.0,0.0,,42.505,0.0,0.0,0.0,699.406,57.851,57.851,0.0,0.0,,428.44,0.0,0.0,0.0,0.0,84.573,,343.867,486.291,1185.697,0.0,370.204,1.033,369.171,-834.774,2389.614,6.291,1931.335,0.0,1931.335,3117.032,
04/28/2012,2778.334,359.519,321.617,37.902,73.429,73.429,0.0,592.217,,,,,128.901,,,77.789,1154.066,1266.875,2766.092,-1499.217,0.0,,357.393,,,,357.393,1624.268,,500.994,160.203,15.902,,324.889,0.0,0.0,,,,44.176,,,41.544,545.17,65.708,65.708,,,,430.048,,,,,,,430.048,495.756,1040.926,0.0,,,,,,1737.408,1737.408,0.0,1737.408,2778.334,
07/28/2012,2914.926,332.263,312.153,20.11,95.267,95.267,0.0,694.2,,,,,150.619,,,79.028,1272.349,1280.239,2818.463,-1538.224,0.0,,362.338,,,,362.338,1642.577,,572.43,186.447,32.284,,353.699,75.0,75.0,,,,40.15,,,0.0,687.58,62.827,62.827,,,,422.995,,,,,,,422.995,485.822,1173.402,0.0,,,,,,1741.524,1741.524,0.0,1741.524,2914.926,
10/27/2012,2907.9,369.573,349.67,19.903,91.412,91.412,0.0,629.957,,,,,129.277,,,78.745,1220.219,1313.132,2906.559,-1593.427,0.0,0.0,374.549,,,,374.549,1687.681,,595.019,165.394,70.775,,358.85,60.0,60.0,,,,42.776,,,39.822,697.795,64.477,64.477,,,,424.408,,,,,,,424.408,488.885,1186.68,0.0,,,,,,1721.22,1721.22,0.0,1721.22,2907.9,
02/02/2013,2987.401,643.505,643.505,0.0,99.622,99.622,0.0,426.962,,,,,137.735,0.0,50.387,102.684,1307.824,1308.232,2915.072,-1606.84,0.0,,371.345,0.0,0.0,0.0,320.958,1679.577,,641.76,140.396,168.702,,332.662,0.0,0.0,0.0,0.0,,49.041,0.0,0.0,0.0,690.801,63.942,63.942,0.0,0.0,,414.39,0.0,,,,93.211,0.0,321.179,478.332,1169.133,0.0,404.304,1.033,403.271,-1140.009,2567.261,-13.288,1818.268,0.0,1818.268,2987.401,
05/04/2013,2895.011,555.901,555.901,0.0,91.303,91.303,0.0,458.63,,,,,155.874,,,109.952,1261.708,1268.285,2921.207,-1652.922,0.0,,365.018,,,,365.018,1633.303,,477.702,146.242,32.304,,299.156,15.0,15.0,,,,40.804,,,38.472,533.506,192.25,192.25,,,,389.479,,,,,,,389.479,581.729,1115.235,0.0,404.851,1.033,403.818,-1146.794,2542.772,-21.053,1779.776,0.0,1779.776,2895.011,
08/03/2013,2842.843,335.023,335.023,0.0,92.886,92.886,0.0,633.483,,,,,154.678,,,104.207,1216.07,1252.841,2950.692,-1697.851,0.0,,373.932,,,,373.932,1626.773,,525.826,195.728,39.733,,290.365,15.0,15.0,,,,38.401,,,0.0,579.227,188.626,188.626,,,,391.325,,,,,,,391.325,579.951,1159.178,0.0,411.445,1.033,410.412,-1241.361,2536.499,-22.918,1683.665,0.0,1683.665,2842.843,
11/02/2013,2852.396,257.525,257.525,0.0,86.726,86.726,0.0,768.946,,,,,173.413,,,115.356,1286.61,1160.904,2986.429,-1825.525,0.0,,404.882,,,,404.882,1565.786,,549.748,185.438,59.13,,305.18,15.0,15.0,,,,38.832,,,36.05,603.58,185.373,185.373,,,,388.426,,,,,,,388.426,573.799,1177.379,0.0,426.967,1.033,425.934,-1240.865,2505.445,-16.53,1675.017,0.0,1675.017,2852.396,
02/01/2014,2850.997,600.116,600.116,0.0,67.965,67.965,0.0,530.192,0.0,0.0,,,122.293,0.0,97.587,99.489,1320.566,1131.341,2885.712,-1754.371,0.0,,399.09,0.0,0.0,0.0,301.503,1530.431,,514.502,130.715,63.508,,320.279,15.0,15.0,,,,38.72,140.799,0.0,0.0,568.222,180.726,180.726,,,,372.556,0.0,,,,87.385,0.0,144.372,553.282,1121.504,0.0,434.653,1.033,433.62,-1240.513,2556.27,-20.917,1729.493,0.0,1729.493,2850.997,
05/03/2014,2566.393,357.122,357.122,0.0,69.983,69.983,0.0,486.026,0.0,0.0,,,139.895,,,102.786,1053.026,1121.777,2888.275,-1766.498,0.0,,391.59,,,,391.59,1513.367,,416.99,122.075,17.362,,277.553,15.0,15.0,,,,38.112,137.57,,0.0,470.102,177.941,177.941,,,,365.75,,,,,,,228.18,543.691,1013.793,0.0,424.545,1.033,423.512,-1380.699,2517.934,-9.18,1552.6,0.0,1552.6,2566.393,
08/02/2014,2563.176,310.74,310.74,0.0,75.679,75.679,0.0,550.227,,,,,140.247,,,104.283,1076.893,1098.24,2903.968,-1805.728,0.0,,388.043,,,,388.043,1486.283,,451.651,160.28,14.955,,276.416,75.0,75.0,,,,32.573,128.678,,0.0,559.224,172.437,172.437,,,,340.151,,,,,,,211.473,512.588,1071.812,0.0,428.787,1.033,427.754,-1438.553,2516.199,-15.069,1491.364,0.0,1491.364,2563.176,
11/01/2014,2575.569,320.564,320.564,0.0,65.083,65.083,0.0,617.542,,,,,133.703,,,108.065,1136.892,1050.795,2904.092,-1853.297,0.0,,387.882,,,,387.882,1438.677,,480.086,197.606,9.251,,273.229,2.102,2.102,,,,29.105,,,28.972,511.293,347.303,347.303,,,,321.514,,,,,,,321.514,668.817,1180.11,0.0,433.403,1.033,432.37,-1513.036,2520.209,-45.117,1395.459,0.0,1395.459,2575.569,
01/31/2015,2505.167,520.708,520.708,0.0,52.91,52.91,0.0,460.794,0.0,0.0,484.865,-24.071,130.56,0.0,96.999,106.281,1164.972,967.001,2797.25,-1830.249,0.0,,373.194,0.0,0.0,0.0,276.195,1340.195,,457.225,141.685,67.433,0.0,248.107,2.102,2.102,,,,26.629,106.393,0.0,0.0,485.956,341.831,341.831,,,,287.679,0.0,,,,56.244,0.0,125.042,629.51,1115.466,0.0,435.17,1.033,434.137,-1512.562,2550.673,-83.58,1389.701,0.0,1389.701,2505.167,
05/02/2015,2364.592,383.22,383.22,0.0,59.169,59.169,0.0,441.005,0.0,0.0,496.519,-55.514,163.348,,,113.725,1046.742,949.587,2786.956,-1837.369,0.0,,368.263,,,,368.263,1317.85,,409.11,122.757,6.642,,279.711,2.017,2.017,,,,26.376,102.375,,0.0,437.503,340.103,340.103,,,,279.686,,,,,,,177.311,619.789,1057.292,0.0,423.746,1.033,422.713,-1500.777,2473.346,-89.015,1307.3,0.0,1307.3,2364.592,
08/01/2015,2422.201,408.311,408.311,0.0,72.477,72.477,0.0,478.618,0.0,0.0,519.209,-40.591,143.736,,,98.913,1103.142,947.053,2802.562,-1855.509,0.0,,372.006,,,,372.006,1319.059,,501.131,199.412,3.094,,298.625,2.017,2.017,,,,25.98,98.943,,0.0,529.128,338.215,289.834,48.381,48.381,,268.911,,,,,,,169.968,607.126,1136.254,0.0,423.789,1.033,422.756,-1495.802,2458.325,-101.787,1284.525,1.422,1285.947,2422.201,
10/31/2015,2512.744,405.611,405.611,0.0,62.132,62.132,0.0,601.541,0.0,0.0,635.967,-34.426,143.871,,,107.758,1213.155,918.926,2830.013,-1911.087,0.0,,380.663,,,,380.663,1299.589,,617.47,303.992,4.665,,308.813,1.513,1.513,,,,25.427,96.993,0.0,0.0,644.41,336.461,336.461,,,,262.995,,,,,,0.0,166.002,599.456,1243.866,0.0,429.684,1.033,428.651,-1544.168,2485.878,-106.23,1265.164,3.714,1268.878,2512.744,
01/30/2016,2433.039,588.578,588.578,0.0,56.868,56.868,0.0,436.701,0.0,0.0,466.918,-30.217,96.833,0.0,89.677,92.667,1178.98,894.178,2792.437,-1898.259,0.0,,359.881,0.0,0.0,0.0,270.204,1254.059,,511.4,184.175,43.191,0.0,284.034,0.0,0.0,,,,23.303,89.256,0.0,0.0,534.703,333.675,333.675,,,,268.939,0.0,,,,48.058,0.0,131.625,602.614,1137.317,0.0,408.062,1.033,407.029,-1532.576,2530.196,-114.619,1291.063,4.659,1295.722,2433.039,
04/30/2016,2344.182,490.975,490.975,0.0,61.69,61.69,0.0,435.663,,,,,106.2,,,105.662,1094.528,886.346,2831.851,-1945.505,0.0,,363.308,,,,363.308,1249.654,,446.575,157.024,2.287,,287.264,0.733,0.733,,,,30.337,87.492,,0.0,477.645,336.615,336.615,,,,275.127,,,,,,,187.635,611.742,1089.387,0.0,396.797,1.033,395.764,-1519.935,2476.943,-104.149,1249.656,5.139,1254.795,2344.182,
07/30/2016,2332.39,455.606,455.606,0.0,79.012,79.012,0.0,453.175,,,,,108.878,,,105.233,1096.671,850.114,2825.737,-1975.623,0.0,,385.605,,,,385.605,1235.719,,473.047,180.834,15.162,,277.051,1.468,1.468,,,,24.829,79.877,,0.0,499.344,335.66,285.528,50.132,50.132,,265.162,,,,,,,185.285,600.822,1100.166,0.0,395.958,1.033,394.925,-1511.366,2446.287,-104.935,1225.944,6.28,1232.224,2332.39,
10/29/2016,2336.468,469.72,469.72,0.0,71.235,71.235,0.0,516.146,,,,,93.17,,,86.71,1150.271,827.996,2805.449,-1977.453,0.0,,358.201,,,,358.201,1186.197,,503.033,228.88,7.654,,266.499,2.204,2.204,,,,20.885,77.8,,0.0,526.122,333.839,285.029,48.81,48.81,,256.885,,,,,,0.0,179.085,590.724,1116.846,0.0,395.168,1.033,394.135,-1510.378,2440.069,-113.192,1211.667,7.955,1219.622,2336.468,
01/28/2017,2295.757,547.189,547.189,0.0,93.384,93.384,0.0,399.795,0.0,0.0,425.807,-26.012,98.932,0.0,91.141,92.89,1139.3,824.738,2772.139,-1947.401,0.0,,331.719,0.0,0.0,0.0,240.578,1156.457,,465.432,187.017,39.94,0.0,238.475,0.0,0.0,,,,20.568,76.321,0.0,0.0,486.0,309.389,262.992,46.397,46.397,,248.329,0.0,,,,44.531,0.0,127.477,557.718,1043.718,0.0,397.623,1.033,396.59,-1507.589,2474.703,-121.302,1243.435,8.604,1252.039,2295.757,
04/29/2017,2157.965,421.441,421.441,0.0,90.346,90.346,0.0,398.75,,,,,91.565,,,89.15,1002.102,806.057,2766.557,-1960.5,0.0,,349.806,,,,349.806,1155.863,,400.467,147.531,5.264,,247.672,0.0,0.0,,,,20.765,75.886,,0.0,421.232,310.473,263.353,47.12,47.12,,245.474,,,,,,,169.588,555.947,977.179,0.0,388.427,1.033,387.394,-1489.853,2393.693,-120.295,1171.972,8.814,1180.786,2157.965,
07/29/2017,2227.913,421.903,421.903,0.0,110.59,110.59,0.0,471.037,,,,,72.215,,,72.069,1075.745,793.374,2812.369,-2018.995,0.0,,358.794,,,,358.794,1152.168,,469.605,208.432,2.88,,258.293,0.0,0.0,,,,29.175,78.063,,0.0,498.78,312.9,263.714,49.186,49.186,,249.915,,,,,,,171.852,562.815,1061.595,0.0,386.6,1.033,385.567,-1482.757,2364.596,-111.371,1157.068,9.25,1166.318,2227.913,
10/28/2017,2297.901,459.293,459.293,0.0,78.554,78.554,0.0,570.484,,,,,68.903,,,67.647,1177.234,767.93,2810.471,-2042.541,0.0,,352.737,,,,352.737,1120.667,,544.078,248.963,6.189,,288.926,0.0,0.0,,,,22.867,74.782,,0.0,566.945,311.992,263.91,48.082,48.082,,248.805,,,,,,,174.023,560.797,1127.742,0.0,390.417,1.033,389.384,-1481.363,2361.055,-109.349,1160.76,9.399,1170.159,2297.901,
02/03/2018,2325.692,675.558,675.558,0.0,79.724,79.724,0.0,424.393,0.0,0.0,446.559,-22.166,84.863,0.0,64.039,84.826,1264.538,738.182,2821.709,-2083.527,0.0,,322.972,0.0,0.0,0.0,258.933,1061.154,,478.648,168.868,47.449,0.0,262.331,0.0,0.0,,,,28.898,75.648,0.0,0.0,507.546,300.339,249.686,50.653,50.653,,265.336,0.0,0.0,0.0,0.0,42.672,0.0,147.016,565.675,1073.221,0.0,407.384,1.033,406.351,-1490.503,2420.552,-95.054,1242.379,10.092,1252.471,2325.692,
05/05/2018,2211.519,591.96,591.96,0.0,72.795,72.795,0.0,405.107,,,,,104.806,,,98.728,1174.668,709.007,2799.842,-2090.835,0.0,,327.844,,,,327.844,1036.851,,441.159,166.577,12.784,,261.798,0.0,0.0,,,,20.435,73.66,,0.0,461.594,298.917,249.962,48.955,48.955,,262.162,,,,,,,188.502,561.079,1022.673,0.0,400.893,1.033,399.86,-1488.373,2356.88,-91.133,1178.267,10.579,1188.846,2211.519,
08/04/2018,2260.849,581.166,581.166,0.0,91.719,91.719,0.0,454.913,,,,,115.276,,,102.933,1243.074,691.933,2802.253,-2110.32,0.0,,325.842,,,0.0,325.842,1017.775,,533.258,213.167,8.189,,311.902,0.0,0.0,,,,19.477,75.963,,0.0,552.735,297.091,249.92,47.171,47.171,,263.639,,,,,,,187.676,560.73,1113.465,0.0,402.516,1.033,401.483,-1507.414,2337.1,-94.892,1137.31,10.074,1147.384,2260.849,
11/03/2018,2283.069,520.523,520.523,0.0,87.714,87.714,0.0,572.173,,,,,109.888,,,98.832,1290.298,684.527,2814.442,-2129.915,0.0,,308.244,,,0.0,308.244,992.771,,570.703,266.933,10.36,,293.41,0.0,0.0,,,,19.465,79.667,,0.0,590.168,296.223,250.142,46.081,46.081,,262.388,,,,,,,182.721,558.611,1148.779,0.0,407.202,1.033,406.169,-1529.774,2345.71,-98.668,1124.47,9.82,1134.29,2283.069,
02/02/2019,2385.593,723.135,723.135,0.0,73.112,73.112,0.0,437.879,0.0,0.0,458.86,-20.981,101.824,0.0,,99.662,1335.95,694.855,2829.25,-2134.395,0.0,,354.788,0.0,0.0,0.0,354.788,1049.643,,539.027,226.878,57.392,0.0,254.757,0.0,0.0,,,,19.89,76.134,0.0,0.0,558.917,296.776,250.439,46.337,46.337,,311.279,0.0,0.0,0.0,0.0,,,235.145,608.055,1166.972,0.0,406.412,1.033,405.379,-1513.604,2418.544,-102.452,1208.9,9.721,1218.621,2385.593,
05/04/2019,3422.966,586.133,586.133,0.0,82.026,82.026,0.0,432.35,,,,,71.803,,,69.295,1172.312,1885.935,3992.588,-2106.653,0.0,,364.719,0.0,,0.0,364.719,2250.654,,435.797,180.041,16.022,,239.734,278.392,0.0,278.392,,278.392,0.316,0.0,,0.0,714.505,1457.839,250.736,1207.103,0.0,1207.103,145.659,,,,,,,145.659,1603.498,2318.003,0.0,397.007,1.033,395.974,-1493.224,2296.347,-105.291,1094.839,10.124,1104.963,3422.966,
08/03/2019,3407.004,499.757,499.757,0.0,98.691,98.691,0.0,487.109,,,,,86.586,,,81.129,1172.143,1866.358,3936.348,-2069.99,0.0,,368.503,,,0.0,368.503,2234.861,,515.838,226.234,10.903,,278.701,273.989,0.0,273.989,,273.989,0.349,0.0,,0.0,790.176,1480.642,251.033,1229.609,0.0,1229.609,132.891,,,,,,,132.891,1613.533,2403.709,0.0,395.727,1.033,394.694,-1548.836,2251.032,-105.946,991.977,11.318,1003.295,3407.004,
11/02/2019,3486.005,410.775,410.775,0.0,92.736,92.736,0.0,590.883,,,,,86.275,,,83.797,1180.669,1889.374,3997.374,-2108.0,0.0,,415.962,,,0.0,415.962,2305.336,,550.873,269.578,13.728,,267.567,284.694,0.0,284.694,,284.694,1.767,0.0,,0.0,837.334,1475.845,241.343,1234.502,0.0,1234.502,178.46,,,,,,,178.46,1654.305,2491.639,0.0,401.014,1.033,399.981,-1553.407,2244.15,-108.245,983.512,10.854,994.366,3486.005,
02/01/2020,3549.665,671.267,671.267,0.0,80.251,80.251,0.0,434.326,0.0,0.0,456.335,-22.009,78.905,0.0,,76.936,1264.749,1896.244,3975.921,-2079.677,0.0,,388.672,0.0,0.0,0.0,388.672,2284.916,,531.065,219.919,49.024,0.0,262.122,282.829,0.0,282.829,,282.829,1.46,0.0,0.0,0.0,815.354,1484.597,231.963,1252.634,,1252.634,178.536,0.0,0.0,0.0,0.0,,,178.536,1663.133,2478.487,0.0,406.016,1.033,404.983,-1552.065,2313.745,-108.886,1058.81,12.368,1071.178,3549.665,
05/02/2020,3291.831,703.989,703.989,0.0,88.639,88.639,0.0,426.594,,,,,67.412,,,65.443,1286.634,1788.402,3885.089,-2096.687,0.0,,216.795,0.0,,0.0,216.795,2005.197,,455.318,162.747,8.232,,284.339,517.173,210.0,307.173,,307.173,1.46,,,0.0,973.951,1416.626,232.178,1184.448,,1184.448,103.188,,,,,,,103.188,1519.814,2493.765,0.0,390.937,1.033,389.904,-1517.644,2022.366,-105.42,790.239,7.827,798.066,3291.831,
08/01/2020,3308.814,766.721,766.721,0.0,88.323,88.323,0.0,453.239,,,,,75.16,,,75.16,1383.443,1709.167,,,0.0,,216.204,,,,216.204,1925.371,,642.495,284.221,6.425,,351.849,278.495,0.0,278.495,,278.495,0.0,,,0.0,920.99,1466.103,343.25,1122.853,,1122.853,108.111,,,,,,,108.111,1574.214,2495.204,0.0,,,,0.0,,805.681,805.681,7.929,813.61,3308.814,
