Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
02/28/1990,94.757004,25.211,19.372,1.434,,,1.434,48.740002,,,,48.740002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/31/1990,101.667999,54.592999,24.384001,2.219,,,2.219,20.472,,,,20.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/31/1990,106.730003,107.208,22.989,3.702,,,3.702,-27.169001,,,,-27.169001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/1990,44.656,19.19,23.172,9.709,,,9.709,-7.415,,,,-7.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.656,
02/28/1991,42.470001,30.482,19.738001,2.489,,,2.489,-10.239,,,,-10.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/31/1991,117.096001,43.389,19.707001,66.313004,,,66.313004,-12.313,,,,-12.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/31/1991,139.468002,123.141998,23.114,-43.606998,,,-43.606998,36.819,,,,36.819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/1991,45.384,-112.025,22.067,154.986,,,154.986,-19.644,,,,-19.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.384,
02/29/1992,91.822998,46.754002,22.362,4.721,,,4.721,17.986,,,,17.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/31/1992,126.975998,57.088001,22.016001,4.598,,,4.598,43.273998,,,,43.273998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/31/1992,133.149994,129.606003,22.259001,11.004,,,11.004,-29.719,,,,-29.719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/1992,42.348,43.136,22.196,-0.068,,,-0.068,-22.916,,,,-22.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.348,
02/28/1993,108.703003,50.676998,22.299999,0.971,,,0.971,34.755001,,,,34.755001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
