Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
04/01/1990,16237.120117,2254.265015,144.171997,2110.093018,898.218994,,,776.857971,,,,,155.445007,,,,,,,,4084.787109,5508.512207,9381.890625,-3873.378906,5451.310059,,1192.510986,,,,,,1192.510986,12152.333252,,389.304993,389.304993,,,,2525.85791,,,,,,598.476013,,,598.476013,3513.638916,3789.677002,,,,,4699.095215,,,,4699.095215,8488.772217,12002.411133,4.002,980.750977,,,-26.988001,,3251.463099,4209.228074,25.481001,4234.709075,16237.120208,
07/01/1990,16143.182617,1906.004059,241.391998,1664.612061,875.018982,,,685.771973,,,,,158.789993,,,,,,,,3625.584961,5612.278809,9520.860352,-3908.581055,5715.481934,,1189.837036,,,,,,1189.837036,12517.597778,,383.648987,383.648987,,,,1246.389038,,,,,,484.159973,,,484.159973,2114.197998,4732.72998,,,,,5009.97998,,,,5009.97998,9742.709961,11856.907959,4.002,980.755981,,,-26.858,,3302.453947,4260.353929,25.921,4286.274928,16143.182887,
09/30/1990,16400.771484,1900.897003,198.313995,1702.583008,823.14801,,,666.007996,,,,,156.315994,,,,,,,,3546.368896,5721.279785,9705.673828,-3984.394043,5905.771973,,1227.350952,,,,,,1227.350952,12854.40271,,362.606995,362.606995,,,,1392.925049,,,,,,544.034851,,,544.034851,2299.566895,4847.390137,,,,,5300.26416,,,,5300.26416,10147.654297,12447.221191,0.0,638.612976,,,-86.237,,3330.683044,3883.059021,70.491997,3953.551018,16400.772209,
12/30/1990,16355.819336,1722.070053,215.270004,1506.800049,734.405029,,,669.786987,,,,,134.279999,,,,,,,,3260.541992,5853.878906,9935.907227,-4082.028076,6102.562012,,1138.83606,,,,,,1138.83606,13095.276978,,346.145996,346.145996,,,,961.708008,,,,,,443.175049,,,443.175049,1751.029053,5300.75293,,,,,5368.493164,,,,5368.493164,10669.246094,12420.275147,0.0,638.565979,,,-101.768997,,3327.007034,3863.804016,71.739998,3935.544014,16355.819161,
03/31/1991,16723.632812,1686.073059,179.544006,1506.529053,791.539978,,,705.947998,,,,,147.507004,,,,,,,,3331.068115,5913.49707,10066.052734,-4152.556152,6306.861816,,1172.206055,,,,,,1172.206055,13392.564941,,311.406006,311.406006,,,,1024.775024,,,,,,486.382935,,,486.382935,1822.563965,5409.512207,,,,,5560.782227,,,,5560.782227,10970.294434,12792.858398,0.0,638.695007,,,-100.452003,,3319.638039,3857.881042,72.893997,3930.77504,16723.633438,
06/30/1991,17129.722656,1897.455048,221.009003,1676.446045,845.814026,,,649.564026,,,,,129.222,,,,,,,,3522.054932,5984.361816,10211.703125,-4227.34082,6436.59082,,1186.713989,,,,,,1186.713989,13607.666626,,329.319,329.319,,,,849.645996,,,,,,470.375946,,,470.375946,1649.340942,5676.683105,,,,,5835.035156,,,,5835.035156,11511.718262,13161.059204,0.0,641.455994,,,-91.721001,,3335.479057,3885.21405,83.448997,3968.663048,17129.722252,
09/29/1991,17017.712891,1783.687012,364.848999,1418.838013,793.153015,,,633.455994,,,,,94.002998,,,,,,,,3304.299072,6006.405762,10321.714844,-4315.309082,6510.845215,,1196.162964,,,,,,1196.162964,13713.41394,,335.54599,335.54599,,,,942.822021,,,,,,418.266998,,,418.266998,1696.63501,5312.217773,,,,,6039.023926,,,,6039.023926,11351.241699,13047.876709,0.0,643.419006,,,-85.707001,,3328.279999,3885.992004,83.844002,3969.836006,17017.712715,
12/29/1991,16985.873047,2057.626038,615.919983,1441.706055,708.515991,,,635.763977,,,,,178.177002,,,,,,,,3580.083008,5799.540039,10149.114258,-4349.574219,6443.309082,,1162.942017,,,,,,1162.942017,13405.791138,,420.524994,420.524994,,,,1014.333008,,,,,,492.710968,,,492.710968,1927.56897,5125.587891,,,,,6352.833008,,,,6352.833008,11478.420899,13405.989869,0.0,644.843018,,,-78.639999,,2923.164901,3489.36792,90.515999,3579.883919,16985.873788,
03/29/1992,16954.707031,1626.73703,231.800995,1394.936035,802.234009,,,697.374023,,,,,182.016006,,,,,,,,3308.361084,5831.434082,10175.918945,-4344.484863,6702.518066,,1112.394043,,,,,,1112.394043,13646.346191,,323.885986,323.885986,,,,233.807999,,,,,,505.304062,,,505.304062,1062.998047,5665.868164,,,,,6608.969238,,,,6608.969238,12274.837402,13337.835449,0.0,649.638,,,-61.346001,,2940.37896,3528.670959,88.200996,3616.871956,16954.707405,
06/28/1992,17072.011719,1575.557068,465.575012,1109.982056,812.54303,,,637.640991,,,,,182.218002,,,,,,,,3207.958984,5871.676758,10234.014648,-4362.337891,6743.274902,,1249.100952,,,,,,1249.100952,13864.052612,,324.088989,324.088989,,,,327.537994,,,,,,574.532074,,,574.532074,1226.159058,5228.458984,,,,,6953.581055,,,,6953.581055,12182.040039,13408.199097,0.0,652.922974,,,-54.865002,,2971.146984,3569.204956,94.608002,3663.812958,17072.012054,
09/27/1992,17450.4375,1644.915955,516.60199,1128.313965,827.080017,,,646.749023,,,,,198.923004,,,,,,,,3317.667969,5890.931152,10279.913086,-4388.981934,6910.655762,,1331.182983,,,,,,1331.182983,14132.769897,,358.515015,358.515015,,,,266.398987,,,,,,542.215027,,,542.215027,1167.129028,5358.121094,,,,,7222.500977,,,,7222.500977,12580.62207,13747.751099,0.0,656.182983,,,-48.866001,,3003.468052,3610.785034,91.902,3702.687035,17450.438133,
12/27/1992,18158.402344,1614.023987,524.325012,1089.698975,817.640991,,,723.903992,,,,,168.078995,,,,,,,,3323.647949,6526.206543,10854.943359,-4328.736816,6943.160156,,1365.389038,,,,,,1365.389038,14834.755737,,386.561005,386.561005,,,,633.903015,,,,,,623.162933,,,623.162933,1643.626953,5553.476074,,,,,7221.834961,,,,7221.834961,12775.311035,14418.937988,0.0,661.841003,,,-37.073002,,3021.220951,3645.988952,93.475998,3739.46495,18158.402938,
03/28/1993,18384.433594,1109.372986,241.729004,867.643982,892.734009,,,806.758972,,,,,211.078995,,,,,,,,3019.945068,6514.839844,10803.807617,-4288.967773,7449.825195,,1399.822998,,,,,,1399.822998,15364.488037,,379.656006,379.656006,,,,298.346985,,,,,,717.91803,,,717.91803,1395.921021,5616.984863,,,,,7438.064941,,,,7438.064941,13055.049805,14450.970825,0.0,666.130005,,,-26.809999,,3201.145937,3840.465942,92.996002,3933.461945,18384.43277,
06/27/1993,12627.576172,647.852997,161.054993,486.798004,945.73999,,,737.078003,,,,,247.996994,,,,,,,,2578.667969,6609.672852,10948.029297,-4338.355957,2449.168945,,990.065979,,,,,,990.065979,10048.907776,,405.753998,405.753998,,,,464.799011,,,,,,584.279999,,,584.279999,1454.833008,5307.97998,,,,,1828.238037,,,,1828.238037,7136.218018,8591.051025,0.0,667.95697,,,-22.715,,3297.442051,3942.684021,93.841003,4036.525024,12627.57605,
09/26/1993,12599.648438,510.671989,104.385002,406.286987,931.711975,,,741.370972,,,,,260.535004,,,,,,,,2444.290039,6732.39209,11125.608398,-4393.21582,2438.5,,984.466003,,,,,,984.466003,10155.358093,,451.263,451.263,,,,482.718994,,,,,,551.09198,,,551.09198,1485.073975,5160.672852,,,,,1920.926025,,,,1920.926025,7081.598877,8566.672852,0.0,668.140015,,,-22.047001,,3277.403934,3923.496948,109.477997,4032.974945,12599.647797,
12/31/1993,12638.453125,111.461998,111.461998,0.0,917.854004,,,762.471008,,,,,328.903992,,,,,,,,2120.690918,6877.021973,11304.506836,-4427.484863,2329.13208,,1311.608032,,,,,,1311.608032,10517.762085,,492.040009,492.040009,,,,308.18399,,,,,,565.001953,,,565.001953,1365.225952,5302.452148,,,,,1895.36499,,,,1895.36499,7197.817138,8563.04309,0.0,668.687012,,,-20.445,,3317.853936,3966.095948,109.314003,4075.409951,12638.453041,
03/27/1994,12755.97168,106.620003,106.620003,0.0,949.033997,,,846.507019,,,,,294.505005,,,,,,,,2196.666016,7023.339844,11494.586914,-4471.24707,2299.851074,,1236.11499,,,,,,1236.11499,10559.305908,,507.320007,507.320007,,,,160.080002,,,,,,636.742935,,,636.742935,1304.142944,5447.249023,,,,,1878.819946,,,,1878.819946,7326.06897,8630.211914,0.0,673.344971,,,-10.683,,3354.528947,4017.190918,108.569,4125.759918,12755.971832,
