Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/26/1994,12707.088867,155.158997,98.363998,56.794998,1024.918945,,,2252.781982,,,,,1906.343994,,,,,,,,5339.204102,7164.733887,11709.255859,-4544.521973,0.0,,203.151001,,,,,,203.151001,7367.884888,,563.320007,563.320007,,,,166.576996,,,,,,656.818939,,,656.818939,1386.715942,5239.516113,,,,,1899.444946,,,,1899.444946,7138.96106,8525.677002,0.0,673.825012,,,-10.255,,3414.972041,4078.542053,102.870003,4181.412056,12707.089058,
09/25/1994,12814.111328,63.756001,63.756001,0.0,1007.655029,,,745.075012,,,,,303.811005,,,,,,,,2120.297119,7312.449219,11957.904297,-4645.455078,2117.423096,,1263.942017,,,,,,1263.942017,10693.814331,,600.330994,600.330994,,,,230.893997,,,,,,666.382065,,,666.382065,1497.607056,5106.041992,,,,,1921.405029,,,,1921.405029,7027.447021,8525.054077,0.0,674.041016,,,-9.866,,3521.826938,4186.001953,103.055,4289.056953,12814.111031,
12/31/1994,13007.0,84.0,84.0,0.0,1025.0,,,746.0,,,,,312.0,,,,,,,,2167.0,7409.0,12066.0,-4657.0,2125.0,,1306.0,,,,,,1306.0,10840.0,,645.0,645.0,,,,743.0,,,,,,695.0,,,695.0,2083.0,4666.0,,,,,1865.0,,,,1865.0,6531.0,8614.0,0.0,674.0,,,-10.0,,3626.0,4290.0,103.0,4393.0,13007.0,
03/26/1995,13478.0,390.0,390.0,0.0,1053.0,,,870.0,,,,,314.0,,,,,,,,2627.0,7436.0,,,2129.0,,1286.0,,,,,,1286.0,10851.0,,681.0,681.0,,,,1005.0,,,,,,677.0,,,677.0,2363.0,4670.0,,,,,1909.0,,,,1909.0,6579.0,8942.0,0.0,674.0,,,-9.0,,3768.0,4433.0,103.0,4536.0,13478.0,
06/25/1995,13453.0,157.0,157.0,0.0,1152.0,,,830.0,,,,,283.0,,,,,,,,2422.0,7531.0,12375.0,-4844.0,2225.0,,1275.0,,,,,,1275.0,11031.0,,679.0,679.0,,,,1126.0,,,,,,667.0,,,667.0,2472.0,4443.0,,,,,1918.0,,,,1918.0,6361.0,8833.0,0.0,674.0,,,-109.0,,3949.0,4514.0,106.0,4620.0,13453.0,
09/24/1995,13338.0,227.0,227.0,0.0,1177.0,,,874.0,,,,,291.0,,,,,,,,2569.0,7611.0,12473.0,-4862.0,2178.0,,980.0,,,,,,980.0,10769.0,,756.0,756.0,,,,1141.0,,,,,,654.0,,,654.0,2551.0,4242.0,,,,,1973.0,,,,1973.0,6215.0,8766.0,0.0,671.0,,,-178.0,,3973.0,4466.0,106.0,4572.0,13338.0,
12/31/1995,13253.0,84.0,84.0,0.0,1068.0,,,960.0,,,,,265.0,,,,,,,,2377.0,7892.0,12792.0,-4900.0,2206.0,,778.0,,,,,,778.0,10876.0,,747.0,747.0,,,,487.0,,,,,,707.0,,,707.0,1941.0,4736.0,,,,,1979.0,,,,1979.0,6715.0,8656.0,0.0,673.0,,,-323.0,,4136.0,4486.0,111.0,4597.0,13253.0,
03/31/1996,13715.0,79.0,79.0,0.0,1116.0,,,1092.0,,,,,305.0,,,,,,,,2592.0,8340.0,13328.0,-4988.0,2310.0,,473.0,,,,,,473.0,11123.0,,665.0,665.0,,,,381.0,,,,,,580.0,,,580.0,1626.0,5457.0,,,,,1996.0,,,,1996.0,7453.0,9079.0,0.0,669.0,,,-345.0,,4200.0,4524.0,112.0,4636.0,13715.0,
06/30/1996,13774.0,86.0,86.0,0.0,1131.0,,,971.0,,,,,315.0,,,,,,,,2503.0,8423.0,13511.0,-5088.0,2183.0,,665.0,,,,,,665.0,11271.0,,660.0,660.0,,,,344.0,,,,,,607.0,,,607.0,1611.0,5534.0,,,,,1961.0,,,,1961.0,7495.0,9106.0,0.0,666.0,,,-332.0,,4224.0,4558.0,110.0,4668.0,13774.0,
09/29/1996,13679.0,83.0,83.0,0.0,1074.0,,,947.0,,,,,290.0,,,,,,,,2394.0,8580.0,13689.0,-5109.0,2214.0,,491.0,,,,,,491.0,11285.0,,685.0,685.0,,,,318.0,,,,,,607.0,,,607.0,1610.0,5359.0,,,,,2010.0,,,,2010.0,7369.0,8979.0,0.0,666.0,,,-342.0,,4264.0,4588.0,112.0,4700.0,13679.0,
12/29/1996,13596.0,71.0,71.0,0.0,1001.0,,,1001.0,,,,,289.0,,,,,,,,2362.0,8647.0,13793.0,-5146.0,2020.0,,567.0,,,,,,567.0,11234.0,,725.0,725.0,,,,341.0,,,,,,662.0,,,662.0,1728.0,5083.0,,,,,2068.0,,,,2068.0,7151.0,8879.0,0.0,665.0,,,-340.0,,4279.0,4604.0,113.0,4717.0,13596.0,
03/30/1997,13674.0,87.0,87.0,0.0,1042.0,,,1079.0,,,,,304.0,,,,,,,,2512.0,8410.0,13622.0,-5212.0,2278.0,,474.0,,,,,,474.0,11162.0,,728.0,728.0,,,,343.0,,,,,,583.0,,,583.0,1654.0,5328.0,,,,,2032.0,,,,2032.0,7360.0,9014.0,0.0,663.0,,,-329.0,,4212.0,4546.0,114.0,4660.0,13674.0,
06/29/1997,13001.0,39.0,39.0,0.0,1073.0,,,950.0,,,,,301.0,,,,,,,,2363.0,8369.0,13697.0,-5328.0,1857.0,,412.0,,,,,,412.0,10638.0,,659.0,659.0,,,,321.0,,,,,,600.0,,,600.0,1580.0,4695.0,,,,,2026.0,,,,2026.0,6721.0,8301.0,0.0,659.0,,,-319.0,,4243.0,4583.0,117.0,4700.0,13001.0,
09/28/1997,13118.0,43.0,43.0,0.0,1044.0,,,938.0,,,,,274.0,,,,,,,,2299.0,8271.0,13678.0,-5407.0,1906.0,,642.0,,,,,,642.0,10819.0,,654.0,654.0,,,,546.0,,,,,,591.0,,,591.0,1791.0,4427.0,,,,,2138.0,,,,2138.0,6565.0,8356.0,0.0,656.0,,,-286.0,,4273.0,4643.0,119.0,4762.0,13118.0,
12/28/1997,13075.0,122.0,122.0,0.0,975.0,,,983.0,,,,,298.0,,,,,,,,2378.0,8283.0,13741.0,-5458.0,1611.0,,803.0,,,,,,803.0,10697.0,,694.0,694.0,,,,270.0,,,,,,648.0,,,648.0,1612.0,4515.0,,,,,2178.0,,,,2178.0,6693.0,8305.0,0.0,665.0,,,-290.0,,4274.0,4649.0,121.0,4770.0,13075.0,
03/29/1998,12582.0,30.0,30.0,0.0,924.0,,,1053.0,,,,,337.0,,,,,,,,2344.0,7605.0,12927.0,-5322.0,0.0,,2633.0,,,,,,2633.0,10238.0,,673.0,673.0,,,,36.0,,,,,,641.0,,,641.0,1350.0,3486.0,,,,,3126.0,,,,3126.0,6612.0,7962.0,0.0,665.0,,,-327.0,,4282.0,4620.0,0.0,4620.0,12582.0,
06/29/1998,12497.0,35.0,35.0,0.0,946.0,,,947.0,,,,,336.0,,,,,,,,2264.0,7558.0,12938.0,-5380.0,0.0,,2675.0,,,,,,2675.0,10233.0,,671.0,671.0,,,,91.0,,,,,,635.0,,,635.0,1397.0,3456.0,,,,,3050.0,,,,3050.0,6506.0,7903.0,0.0,664.0,,,-313.0,,4243.0,4594.0,0.0,4594.0,12497.0,
09/27/1998,12672.0,328.0,328.0,0.0,908.0,,,923.0,,,923.0,,279.0,,,,,,,,2438.0,7497.0,12961.0,-5464.0,0.0,,2737.0,,,,,,2737.0,10234.0,,635.0,635.0,,,,97.0,,,,,,592.0,,,592.0,1324.0,3329.0,,,,,3414.0,,,,3414.0,6743.0,8067.0,0.0,664.0,,,-313.0,,4254.0,4605.0,0.0,4605.0,12672.0,
12/26/1998,12834.0,35.0,35.0,,1086.0,967.0,,962.0,,,,,294.0,,,,,,,,2377.0,8020.0,,,1438.0,,999.0,,,,,602.0,397.0,10457.0,,699.0,699.0,,,,657.0,,,,,,707.0,,,707.0,2063.0,4098.0,,,,,2147.0,,,,2147.0,6245.0,8308.0,,674.0,,,-312.0,4372.0,-208.0,4526.0,,4526.0,12834.0,
03/28/1999,12842.0,37.0,37.0,0.0,1074.0,1074.0,,1058.0,275.0,139.0,644.0,,295.0,,,,,,,,2464.0,7785.0,13488.0,-5703.0,1603.0,,990.0,,,,,,990.0,10378.0,,715.0,715.0,,,,640.0,,,,,,654.0,,,654.0,2009.0,4266.0,,,,,2112.0,,,,2112.0,6378.0,8387.0,0.0,673.0,,,-288.0,4245.0,-175.0,4455.0,0.0,4455.0,12842.0,
06/27/1999,12870.0,54.0,54.0,0.0,1161.0,1161.0,,989.0,267.0,102.0,620.0,,279.0,,,,,,,,2483.0,7708.0,13330.0,-5622.0,1600.0,,1079.0,,,,,,1079.0,10387.0,,732.0,732.0,,,,573.0,,,,,,721.0,,,721.0,2026.0,3977.0,,,,,2233.0,,,,2233.0,6210.0,8236.0,0.0,669.0,,,-217.0,4328.0,-146.0,4634.0,0.0,4634.0,12870.0,
09/26/1999,12949.0,128.0,128.0,0.0,1170.0,1170.0,,968.0,271.0,84.0,613.0,0.0,277.0,,,,,,,,2543.0,7631.0,13338.0,-5707.0,1611.0,,1164.0,,,,,,1164.0,10406.0,,729.0,729.0,,,,667.0,,,,,,732.0,,,732.0,2128.0,3672.0,,,,,2363.0,,,,2363.0,6035.0,8163.0,0.0,669.0,,,-216.0,4485.0,-152.0,4786.0,0.0,4786.0,12949.0,
12/26/1999,18339.0,1643.0,1643.0,0.0,1390.0,1390.0,,1329.0,307.0,197.0,825.0,0.0,278.0,,,,,,,,4640.0,9582.0,15399.0,-5817.0,1596.0,,2521.0,792.0,,,,,1729.0,13699.0,,961.0,961.0,,,,1556.0,,,,,,1093.0,,,1093.0,3610.0,4453.0,,,,,3103.0,,,,3103.0,7556.0,11166.0,0.0,2972.0,,,-210.0,4578.0,-167.0,7173.0,0.0,7173.0,18339.0,
03/26/2000,17951.0,96.0,96.0,0.0,1550.0,1550.0,,1564.0,314.0,243.0,1007.0,0.0,243.0,,,,,,,,3453.0,10348.0,16731.0,-6383.0,1635.0,,2515.0,1174.0,1174.0,0.0,,,1341.0,14498.0,,911.0,911.0,,,,1093.0,,,,,,1121.0,,,1121.0,3125.0,4468.0,,,,,3169.0,,,,3169.0,7637.0,10762.0,0.0,2987.0,,,-413.0,4731.0,-116.0,7189.0,0.0,7189.0,17951.0,
06/25/2000,18181.0,115.0,115.0,0.0,1543.0,1543.0,,1546.0,310.0,201.0,1035.0,0.0,383.0,,,,,,,,3587.0,10392.0,16610.0,-6218.0,1674.0,,2528.0,1094.0,1094.0,0.0,,,1434.0,14594.0,,1007.0,1007.0,,,,1538.0,,,,,,1003.0,,,1003.0,3548.0,4412.0,,,,,3308.0,,,,3308.0,7720.0,11268.0,0.0,2989.0,,,-831.0,4839.0,-84.0,6913.0,0.0,6913.0,18181.0,
09/24/2000,18057.0,87.0,87.0,0.0,1507.0,1507.0,,1469.0,316.0,210.0,943.0,0.0,367.0,,,,,,,,3430.0,10361.0,16697.0,-6336.0,1657.0,,2609.0,1146.0,1146.0,0.0,,,1463.0,14627.0,,927.0,927.0,,,,1683.0,,,,,,796.0,,,796.0,3406.0,4410.0,,,,,3353.0,,,,3353.0,7763.0,11169.0,0.0,3186.0,,,0.0,3744.0,-42.0,6888.0,0.0,6888.0,18057.0,
12/31/2000,18195.0,196.0,123.0,73.0,1328.0,1328.0,,1499.0,320.0,216.0,963.0,0.0,427.0,,,,,,,,3450.0,10427.0,16910.0,-6483.0,1541.0,,2777.0,1150.0,1150.0,0.0,,,1627.0,14745.0,,921.0,921.0,,,,1511.0,1511.0,0.0,0.0,,,1050.0,,,1050.0,3482.0,4336.0,4334.0,2.0,2.0,,3545.0,,,,3545.0,7881.0,11363.0,0.0,3161.0,,,0.0,3849.0,-178.0,6832.0,0.0,6832.0,18195.0,
04/01/2001,18140.0,136.0,65.0,71.0,1338.0,1338.0,,1654.0,319.0,239.0,1096.0,0.0,432.0,,,,,,,,3560.0,10288.0,16831.0,-6543.0,1597.0,,2695.0,1123.0,1123.0,0.0,,649.0,923.0,14580.0,,870.0,870.0,,,,1705.0,,,,,,972.0,,,972.0,3547.0,4346.0,,,,,3478.0,,,,3478.0,7824.0,11371.0,0.0,3161.0,,,0.0,3869.0,-261.0,6769.0,0.0,6769.0,18140.0,
07/01/2001,18305.0,141.0,71.0,70.0,1319.0,1319.0,,1600.0,321.0,193.0,1086.0,0.0,450.0,,,,,,,,3510.0,10349.0,17077.0,-6728.0,1583.0,,2863.0,1123.0,1123.0,0.0,,697.0,1043.0,14795.0,,918.0,918.0,,,,1245.0,,,,,,967.0,,,967.0,3130.0,4692.0,,,,,3529.0,,,,3529.0,8221.0,11351.0,0.0,3177.0,,,0.0,3952.0,-175.0,6954.0,0.0,6954.0,18305.0,
09/30/2001,18455.0,178.0,113.0,65.0,1315.0,,,1561.0,327.0,188.0,1046.0,0.0,402.0,,,,,,,,3456.0,10548.0,17530.0,-6982.0,1606.0,,2845.0,1106.0,1106.0,0.0,,,1739.0,14999.0,,890.0,890.0,,,,539.0,,,,,,1098.0,,,1098.0,2527.0,5527.0,,,,,3546.0,,,,3546.0,9073.0,11600.0,0.0,3180.0,,,0.0,,3675.0,6855.0,0.0,6855.0,18455.0,
12/30/2001,18293.0,266.0,204.0,62.0,1095.0,1095.0,,1428.0,307.0,186.0,935.0,0.0,407.0,,,,,,,,3196.0,10526.0,17587.0,-7061.0,1647.0,,2924.0,1095.0,1095.0,0.0,,,1829.0,15097.0,,809.0,809.0,,,,370.0,370.0,0.0,0.0,,,1042.0,,,1042.0,2221.0,5715.0,5715.0,0.0,0.0,,3662.0,,,,3662.0,9377.0,11598.0,0.0,3188.0,,,0.0,3852.0,-345.0,6695.0,0.0,6695.0,18293.0,
03/31/2002,28918.0,173.0,138.0,35.0,1666.0,,,2072.0,435.0,264.0,1373.0,0.0,509.0,,,,,,,,4420.0,18080.0,25368.0,-7288.0,1727.0,,4691.0,2741.0,2741.0,0.0,,,1950.0,24498.0,,1072.0,1072.0,,,,736.0,,,,,,1177.0,,,1177.0,2985.0,13523.0,,,,,5725.0,,,,5725.0,19248.0,22233.0,0.0,3233.0,,,0.0,,3452.0,6685.0,0.0,6685.0,28918.0,
06/30/2002,29210.0,172.0,149.0,23.0,1720.0,,,2012.0,444.0,170.0,1398.0,0.0,550.0,,,,,,,,4454.0,18194.0,25818.0,-7624.0,1776.0,,4786.0,2778.0,2778.0,0.0,,,2008.0,24756.0,,1125.0,1125.0,,,,835.0,,,,,,1320.0,,,1320.0,3280.0,13355.0,,,,,5793.0,,,,5793.0,19148.0,22428.0,0.0,3256.0,,,0.0,,3526.0,6782.0,0.0,6782.0,29210.0,
09/29/2002,28795.0,130.0,130.0,0.0,1672.0,,,1951.0,453.0,171.0,1327.0,0.0,485.0,,,,,,,,4238.0,18009.0,25856.0,-7847.0,1821.0,,4727.0,2812.0,2812.0,0.0,,,1915.0,24557.0,,1059.0,1059.0,,,,1102.0,,,,,,1189.0,,,1189.0,3350.0,13080.0,,,,,5739.0,,,,5739.0,18819.0,22169.0,0.0,3257.0,,,0.0,,3369.0,6626.0,0.0,6626.0,28795.0,
12/29/2002,28219.0,123.0,122.0,1.0,1483.0,1483.0,,1941.0,473.0,177.0,1291.0,0.0,419.0,,,,,,,,3966.0,17367.0,25330.0,-7963.0,1658.0,,5228.0,3131.0,3131.0,0.0,,,2097.0,24253.0,,983.0,983.0,,,,851.0,851.0,0.0,0.0,,,1223.0,,,1223.0,3057.0,12721.0,12720.0,1.0,1.0,,5818.0,,,,5818.0,18539.0,21596.0,0.0,3305.0,,,0.0,3740.0,-422.0,6623.0,0.0,6623.0,28219.0,
03/30/2003,28696.0,67.0,67.0,0.0,1638.0,1638.0,,2167.0,518.0,211.0,1438.0,0.0,455.0,,,,,,,,4327.0,17387.0,,,1677.0,,5305.0,3191.0,3191.0,0.0,,592.0,1522.0,24369.0,,975.0,975.0,,,,1031.0,,,,,,1162.0,,,1162.0,3168.0,12893.0,,,,,6007.0,,,,6007.0,18900.0,22068.0,0.0,3308.0,,,0.0,3597.0,-277.0,6628.0,0.0,6628.0,28696.0,
06/29/2003,28837.0,58.0,58.0,0.0,1737.0,1737.0,,2093.0,524.0,190.0,1379.0,0.0,427.0,,,,,,,,4315.0,17397.0,,,1753.0,,5372.0,3224.0,3224.0,0.0,,620.0,1528.0,24522.0,,1046.0,1046.0,,,,962.0,,,,,,1192.0,,,1192.0,3200.0,12628.0,,,,,6103.0,,,,6103.0,18731.0,21931.0,0.0,3309.0,,,0.0,3666.0,-69.0,6906.0,0.0,6906.0,28837.0,
