Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Deferred Tax Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2009,6779.5,2002.3,2002.3,0.0,0.0,0.0,0.0,3873.3,2442.9,1407.7,0.0,22.7,186.9,,,124.9,62.0,6062.5,62.5,,,222.7,222.7,431.8,15.9,15.9,0.0,,165.4,250.5,717.0,,903.3,170.6,,,732.7,0.0,0.0,,,0.0,,,0.0,903.3,3357.6,3357.6,,,0.0,,,,,,0.0,3357.6,4260.9,0.0,1731.9,3.2,1728.7,-95.7,861.5,0.0,2497.7,20.9,2518.6,6779.5,
09/30/2009,6756.8,1957.3,1957.3,0.0,0.0,0.0,0.0,3666.7,2205.8,1446.6,0.0,14.3,348.3,,0.0,293.1,55.2,5972.3,57.8,215.2,-157.4,220.8,220.8,505.9,15.9,15.9,0.0,,,490.0,784.5,,1210.9,216.8,0.0,0.0,994.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1210.9,3076.6,3076.6,0.0,0.0,68.7,0.0,0.0,0.0,0.0,,68.7,3145.3,4356.2,0.0,1874.3,3.2,1871.1,-95.7,613.2,,2391.8,8.8,2400.6,6756.8,
12/31/2009,6692.1,1936.2,1936.2,0.0,,,,3584.8,2194.6,1380.7,0.0,9.5,434.8,,,381.7,53.1,5955.8,55.7,,,164.7,164.7,515.9,15.9,15.9,0.0,,,500.0,736.3,,1186.7,173.5,,,1013.2,0.0,,,,0.0,,,0.0,1186.7,2910.0,2910.0,,,6.2,,,,,,6.2,2916.2,4102.9,,1883.2,3.2,1880.0,-95.7,793.3,,2580.8,8.4,2589.2,6692.1,
03/31/2010,6459.3,1838.3,1639.6,198.7,,,,3763.5,2119.7,1636.7,0.0,7.1,79.7,,,29.4,50.3,5681.5,57.1,,,237.1,237.1,483.6,15.9,15.9,0.0,,0.0,467.7,777.8,,1235.9,232.4,,,1003.5,0.0,,,,0.0,,,0.0,1235.9,2551.8,2551.8,,,77.7,,,,,,77.7,2629.5,3865.4,0.0,1887.6,3.2,1884.4,-95.7,792.8,-0.2,2584.5,9.4,2593.9,6459.3,
06/30/2010,6211.4,1690.7,1392.5,298.2,,,,3565.0,2140.6,1416.8,0.0,7.6,509.2,,,32.6,476.6,5764.9,61.3,,,316.1,316.1,69.1,15.9,15.9,0.0,,0.0,53.2,446.5,,1207.4,199.8,,,1007.6,0.0,,,,0.0,,,0.0,1207.4,2214.7,2214.7,,,152.5,,,,,,152.5,2367.2,3574.6,0.0,1891.3,3.2,1888.1,-95.7,831.3,0.1,2627.0,9.8,2636.8,6211.4,
09/30/2010,5938.6,1607.0,1309.3,297.7,,,,3449.0,2155.4,1286.0,0.0,7.6,69.7,,,16.0,53.7,5125.7,60.5,211.3,-150.8,253.8,253.8,498.6,15.9,15.9,0.0,,,482.7,812.9,,1143.9,135.1,,,1008.8,0.0,0.0,0.0,0.0,0.0,,,0.0,1143.9,2085.3,2085.3,0.0,0.0,86.5,,,,,,86.5,2171.8,3315.7,,1898.0,3.2,1894.8,-95.7,810.6,0.3,2613.2,9.7,2622.9,5938.6,
12/31/2010,5726.7,1517.7,1221.1,296.6,0.0,0.0,0.0,3411.9,2194.3,1217.6,0.0,0.0,60.5,,,14.3,46.2,4990.1,60.0,,,188.5,188.5,488.1,15.9,15.9,0.0,,,472.2,736.6,,1085.4,127.5,,,957.9,0.0,0.0,,,0.0,,,0.0,1085.4,2029.0,2029.0,,,21.7,,,,,,21.7,2050.7,3136.1,0.0,1906.1,3.2,1902.9,-95.7,778.2,,2588.6,2.0,2590.6,5726.7,
03/31/2011,5621.3,1373.2,1081.1,292.1,,,,3474.0,2145.0,1329.0,0.0,0.0,59.0,,,14.0,45.0,4906.2,59.2,,,206.5,206.5,449.4,15.9,15.9,0.0,,0.0,433.5,715.1,,1006.6,154.1,,,852.5,0.0,,,,0.0,,,0.0,1006.6,1959.4,1959.4,,,44.9,,,,,,44.9,2004.3,3010.9,0.0,1910.1,3.2,1906.9,-95.7,794.0,0.0,2608.4,2.0,2610.4,5621.3,
06/30/2011,5504.8,1138.1,841.0,297.1,,,,3500.8,2073.2,1427.6,0.0,0.0,64.4,,,14.0,50.4,4703.3,58.9,,,286.2,286.2,456.4,15.9,15.9,0.0,,0.0,440.5,801.5,,1030.8,181.7,,,849.1,0.0,,,,0.0,,,0.0,1030.8,1764.1,1764.1,,,116.3,,,,,,116.3,1880.4,2911.2,,1914.8,3.2,1911.6,-134.3,810.7,0.3,2591.5,2.1,2593.6,5504.8,
09/30/2011,5358.4,1030.2,732.6,297.6,,,,3449.7,2080.5,1369.2,0.0,0.0,61.5,,,12.4,49.1,4541.4,57.6,186.8,-129.2,294.1,294.1,465.3,15.9,15.9,0.0,,,449.4,817.0,,1030.3,154.0,,,876.3,0.0,0.0,0.0,0.0,0.0,,,0.0,1030.3,1588.1,1588.1,0.0,0.0,116.5,,,,,,116.5,1704.6,2734.9,,1920.2,3.2,1917.0,-134.3,834.6,0.1,2620.6,2.9,2623.5,5358.4,
12/31/2011,5363.4,1036.8,738.1,298.7,0.0,0.0,0.0,3478.9,2119.6,1359.3,0.0,0.0,57.0,,2.0,12.4,44.6,4572.7,55.0,,,275.9,275.9,459.8,15.9,15.9,0.0,,,441.9,790.7,,982.8,143.4,,,839.4,0.0,0.0,,,0.0,,2.7,0.0,982.8,1582.3,1582.3,,,146.0,,,,,,143.3,1728.3,2711.1,0.0,1933.1,3.2,1929.9,-134.3,850.4,0.2,2649.4,2.9,2652.3,5363.4,
03/31/2012,5484.9,978.9,679.8,299.1,0.0,0.0,0.0,3636.7,2195.6,1441.1,0.0,0.0,53.6,19.1,1.9,12.9,21.6,4669.2,53.4,,,297.3,297.3,465.0,15.9,15.9,0.0,,,447.2,815.7,,1025.2,166.1,24.2,,834.9,0.0,0.0,,,0.0,,0.7,0.0,1025.2,1592.9,1592.9,,,163.8,,,,,,163.1,1756.7,2781.9,0.0,1955.1,3.3,1951.8,-134.3,879.1,0.1,2700.0,3.0,2703.0,5484.9,
06/30/2012,6657.0,1188.6,904.9,283.7,0.0,0.0,0.0,3861.6,2288.4,1573.2,0.0,0.0,54.4,22.9,3.8,12.9,18.6,5104.6,66.7,,,295.1,295.1,1190.6,15.9,15.9,0.0,,716.7,454.2,1552.4,,1070.1,186.3,,,883.8,0.0,0.0,,,0.0,,2.9,0.0,1070.1,1948.6,1948.6,,,146.7,,,,,92.7,51.1,2095.3,3165.4,0.0,1968.0,3.3,1964.7,-134.3,1655.0,0.0,3488.7,2.9,3491.6,6657.0,
09/30/2012,7248.2,1345.7,1047.7,298.0,0.0,0.0,0.0,4165.2,2482.5,1682.7,0.0,0.0,63.7,,0.0,14.4,49.3,5574.6,72.6,194.2,-121.6,345.3,345.3,1255.7,38.9,38.9,0.0,29.4,709.5,477.9,1673.6,,1160.4,216.2,0.0,0.0,944.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160.4,2305.3,2305.3,0.0,0.0,187.8,0.0,0.0,0.0,0.0,,187.8,2493.1,3653.5,0.0,1983.1,3.3,1979.8,-134.3,1743.1,0.2,3592.1,2.6,3594.7,7248.2,
12/31/2012,7347.3,663.6,566.9,96.7,,,,5015.1,3105.6,1909.5,0.0,0.0,54.8,,2.3,0.0,54.8,5733.5,81.9,,,307.9,307.9,1224.0,38.9,38.9,0.0,31.7,683.5,467.6,1613.8,,1140.5,241.8,,,898.7,0.0,,,,0.0,,0.7,0.0,1140.5,2424.3,2424.3,,,169.4,,,,,,168.7,2593.7,3734.2,0.0,1995.5,3.3,1992.2,-134.3,1749.2,,3610.4,2.7,3613.1,7347.3,
03/31/2013,8232.5,1150.5,1150.5,0.0,,,,5324.1,3207.9,2116.2,0.0,0.0,54.5,34.4,3.3,0.0,20.1,6529.1,87.1,,,394.3,394.3,1222.0,38.9,38.9,0.0,,680.0,499.8,1703.4,,1215.8,262.7,48.6,,904.5,0.0,,,,0.0,,2.5,0.0,1215.8,3027.2,3027.2,,,245.8,,,,,,243.3,3273.0,4488.8,0.0,2015.2,3.3,2011.9,-134.3,1860.1,0.0,3741.0,2.7,3743.7,8232.5,
06/30/2013,8287.0,638.0,638.0,0.0,0.0,0.0,0.0,5911.5,3536.7,2374.8,0.0,0.0,68.6,31.2,14.1,0.0,37.4,6618.1,96.1,,,358.2,358.2,1214.6,38.9,38.9,0.0,,638.0,523.6,1668.9,,1295.9,311.1,,,984.8,0.0,,,,0.0,,2.8,0.0,1295.9,2863.9,2863.9,,,219.7,,,,,116.7,100.2,3083.6,4379.5,0.0,2031.0,3.3,2027.7,-134.3,2006.1,1.9,3904.7,2.8,3907.5,8287.0,
09/30/2013,8856.4,977.4,977.4,0.0,0.0,0.0,0.0,6197.4,3699.4,2498.0,0.0,0.0,77.8,,0.0,,77.8,7252.6,106.7,233.9,-127.2,395.1,395.1,1102.0,38.9,38.9,0.0,49.4,586.6,427.1,1603.8,,1286.0,346.4,0.0,0.0,939.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1286.0,3270.4,3270.4,0.0,0.0,238.6,0.0,0.0,0.0,0.0,130.2,108.4,3509.0,4795.0,0.0,2045.3,3.3,2042.0,-134.3,2145.6,1.9,4058.5,2.9,4061.4,8856.4,
12/31/2013,8927.2,820.1,820.1,0.0,0.0,0.0,0.0,6496.1,3774.3,2721.8,0.0,0.0,81.1,,3.9,,81.1,7397.3,117.5,,,299.8,299.8,1112.6,41.2,41.2,0.0,47.5,578.5,441.5,1529.9,,1265.4,342.1,,,923.3,0.0,0.0,,,0.0,,,0.0,1265.4,3276.1,3276.1,,,185.8,,,,,,185.8,3461.9,4727.3,0.0,2060.5,3.3,2057.2,-134.3,2268.7,1.9,4196.8,3.1,4199.9,8927.2,
03/31/2014,9372.8,951.4,951.4,0.0,0.0,0.0,0.0,6783.6,3919.4,2864.2,0.0,0.0,79.8,,,,79.8,7814.8,123.3,,,342.5,342.5,1092.2,41.2,41.2,0.0,,569.8,481.2,1558.0,,1161.1,298.9,,,862.2,0.0,0.0,,,0.0,,,0.0,1161.1,3638.3,3638.3,,,223.8,,,,,,223.8,3862.1,5023.2,0.0,2090.8,3.3,2087.5,-134.3,2387.6,2.2,4346.3,3.3,4349.6,9372.8,
06/30/2014,9716.6,575.0,575.0,0.0,0.0,,0.0,7375.6,3993.4,3382.2,0.0,0.0,20.1,0.0,3.5,0.0,20.1,7970.7,132.9,,,419.2,419.2,1193.8,94.8,94.8,0.0,43.9,582.6,469.0,1745.9,,1301.4,375.6,,,925.8,0.0,0.0,,,0.0,,,0.0,1301.4,3142.4,3142.4,,,302.9,,,,,138.0,164.9,3445.3,4746.7,0.0,2611.3,3.7,2607.6,-134.3,2487.0,2.2,4966.2,3.7,4969.9,9716.6,
09/30/2014,10185.4,661.8,661.8,0.0,0.0,0.0,0.0,7700.5,4159.2,3541.3,0.0,0.0,10.0,,0.0,,10.0,8372.3,190.8,331.9,-141.1,476.9,476.9,1145.4,94.8,94.8,0.0,55.4,565.0,430.2,1813.1,,1400.0,480.3,48.9,0.0,870.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,3306.5,3306.5,0.0,0.0,359.2,0.0,0.0,0.0,0.0,150.8,208.4,3665.7,5065.7,0.0,2617.4,3.7,2613.7,-134.3,2630.5,2.2,5115.8,3.9,5119.7,10185.4,
12/31/2014,10338.7,541.0,541.0,0.0,0.0,0.0,0.0,7989.3,4269.6,3719.7,0.0,0.0,9.6,,2.9,,9.6,8539.9,190.7,,,453.8,453.8,1154.3,94.8,94.8,0.0,53.2,552.7,450.7,1798.8,,1348.1,400.4,63.9,44.8,839.0,0.0,,,,0.0,,4.0,0.0,1348.1,3403.1,3403.1,,,323.7,,,,,129.5,190.2,3726.8,5074.9,0.0,2642.8,3.7,2639.1,-134.3,2750.2,2.2,5260.9,2.9,5263.8,10338.7,
03/31/2015,10713.1,697.7,697.7,0.0,0.0,0.0,0.0,8136.9,4221.1,3915.8,0.0,0.0,10.4,,,,10.4,8845.0,193.8,,,517.6,517.6,1156.7,94.8,94.8,0.0,,547.7,514.2,1868.1,,1346.6,451.9,,,894.7,0.0,0.0,,,0.0,,,0.0,1346.6,3548.0,3548.0,,,397.5,,,,,,397.5,3945.5,5292.1,0.0,2675.0,3.7,2671.3,-134.3,2875.2,2.2,5418.1,2.9,5421.0,10713.1,
06/30/2015,10863.5,805.6,805.6,0.0,0.0,0.0,0.0,8111.2,4295.9,3815.3,0.0,0.0,11.7,0.0,4.7,0.0,11.7,8928.5,199.3,,,568.4,568.4,1167.3,97.0,97.0,0.0,46.9,544.3,474.4,1935.0,,1411.4,462.1,66.6,,882.7,0.0,0.0,,,0.0,,,0.0,1411.4,3373.1,3373.1,,,448.0,,,,,152.9,295.1,3821.1,5232.5,0.0,2688.0,3.7,2684.3,-134.3,3073.7,2.2,5629.6,1.4,5631.0,10863.5,
09/30/2015,11151.0,1383.8,1383.8,0.0,0.0,0.0,0.0,7807.0,4305.8,3501.2,0.0,0.0,9.7,,3.6,0.0,9.7,9200.5,144.0,310.9,-166.9,631.0,631.0,1175.5,87.2,87.2,0.0,40.9,558.1,485.7,1950.5,,1444.1,473.0,66.1,,905.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1444.1,3333.6,3333.6,0.0,0.0,477.9,,,,,172.7,305.2,3811.5,5255.6,0.0,2737.6,3.8,2733.8,-134.3,3289.6,1.4,5894.3,1.1,5895.4,11151.0,
12/31/2015,11179.5,1268.7,1268.7,0.0,0.0,0.0,0.0,8088.2,4295.6,3792.6,0.0,0.0,9.7,,14.8,,9.7,9366.6,147.6,,,524.4,524.4,1140.9,87.2,87.2,0.0,61.3,542.2,435.4,1812.9,,1384.7,415.6,90.5,,878.6,0.0,,,,0.0,,0.5,0.0,1384.7,3337.2,3337.2,,,397.1,,,,,142.2,254.4,3734.3,5119.0,0.0,2773.4,3.8,2769.6,-134.3,3417.7,2.6,6059.4,1.1,6060.5,11179.5,
03/31/2016,11300.2,1224.1,1224.1,0.0,0.0,0.0,0.0,8216.6,4062.8,4153.8,0.0,0.0,11.4,0.0,10.9,,11.4,9452.1,149.5,,,616.1,616.1,1082.5,87.2,87.2,0.0,25.7,526.6,432.1,1848.1,,1388.5,499.8,38.5,,850.2,0.0,,,,0.0,,5.5,0.0,1388.5,3167.3,3167.3,,,495.4,,,,,151.3,338.6,3662.7,5051.2,0.0,2799.4,3.8,2795.6,-134.3,3583.3,0.0,6248.4,0.6,6249.0,11300.2,
06/30/2016,11333.2,906.8,906.8,0.0,0.0,0.0,0.0,8504.2,4132.8,4371.4,0.0,0.0,11.8,0.0,14.1,0.0,11.8,9422.8,151.7,,,634.5,634.5,1124.2,87.2,87.2,0.0,25.7,505.1,492.1,1910.4,,1519.1,568.2,64.3,,886.6,0.0,0.0,,,0.0,,9.4,0.0,1519.1,2797.1,2797.1,,,504.2,,,,,159.7,335.1,3301.3,4820.4,0.0,2843.1,3.8,2839.3,-134.3,3803.4,0.0,6512.2,0.6,6512.8,11333.2,
09/30/2016,11558.9,1303.2,1303.2,0.0,0.0,0.0,0.0,8340.9,4306.2,4034.7,0.0,0.0,9.5,,9.3,0.0,9.5,9653.6,195.4,390.9,-195.5,654.0,654.0,1055.9,80.0,80.0,0.0,29.5,476.3,460.8,1905.3,,1440.4,537.0,60.0,,843.4,0.0,0.0,0.0,0.0,54.2,,2.6,54.2,1494.6,2798.3,2798.3,0.0,0.0,473.0,,,,,183.3,287.1,3271.3,4765.9,0.0,2869.6,3.8,2865.8,-134.3,4057.2,0.0,6792.5,0.5,6793.0,11558.9,
12/31/2016,11712.1,1150.3,1150.3,0.0,0.0,0.0,0.0,8742.4,4457.0,4285.4,0.0,0.0,8.8,,10.5,,8.8,9901.5,218.4,,,548.3,548.3,1043.9,80.0,80.0,0.0,24.0,467.8,461.6,1810.6,,1512.7,505.9,132.8,,874.0,0.0,0.0,,,0.0,,1.3,0.0,1512.7,2798.6,2798.6,,,419.0,,,,,147.8,269.9,3217.6,4730.3,0.0,2888.8,3.8,2885.0,-134.3,4226.8,0.0,6981.3,0.5,6981.8,11712.1,
03/31/2017,11921.1,993.2,993.2,0.0,0.0,0.0,0.0,9038.1,4395.5,4642.6,0.0,0.0,11.1,0.0,18.0,,11.1,10042.4,248.1,,,577.8,577.8,1052.8,80.0,80.0,0.0,19.5,451.6,483.7,1878.7,,1478.6,530.3,47.4,,900.9,0.0,0.0,,,0.0,,4.9,0.0,1478.6,2803.4,2803.4,,,419.0,,,,,166.8,247.3,3222.4,4701.0,0.0,2935.3,3.8,2931.5,-134.3,4418.6,0.0,7219.6,0.5,7220.1,11921.1,
06/30/2017,11977.1,512.4,512.4,0.0,0.0,0.0,0.0,9554.0,4648.4,4905.6,0.0,0.0,10.9,0.0,12.5,0.0,10.9,10077.3,282.8,,,627.4,627.4,989.6,80.0,80.0,0.0,12.0,383.7,501.4,1899.8,,1613.9,602.6,58.7,,952.6,0.0,0.0,,,0.0,,2.5,0.0,1613.9,2453.1,2453.1,,,473.4,,,,,171.2,299.7,2926.5,4540.4,0.0,2961.0,3.8,2957.2,-194.9,4670.1,0.0,7436.2,0.5,7436.7,11977.1,
09/30/2017,12184.6,1007.8,1007.8,0.0,0.0,0.0,0.0,9237.1,4631.1,4606.0,0.0,0.0,16.5,,11.1,0.0,16.5,10261.4,325.0,551.2,-226.2,587.3,587.3,1010.9,80.0,80.0,0.0,30.8,365.0,524.0,1923.2,,1552.7,580.4,79.0,,893.3,0.0,0.0,0.0,0.0,12.7,0.0,0.0,12.7,1565.4,2871.6,2871.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2871.6,4437.0,0.0,2996.0,3.8,2992.2,-194.9,4946.0,0.0,7747.1,0.5,7747.6,12184.6,
12/31/2017,12957.3,920.3,920.3,0.0,0.0,0.0,0.0,10040.2,5132.4,4907.8,0.0,0.0,53.7,,10.0,,53.7,11014.2,357.7,,,538.2,538.2,1047.2,100.0,100.0,0.0,32.2,239.1,665.9,1943.1,,1643.8,575.7,110.3,,957.8,0.0,0.0,,,0.0,,,0.0,1643.8,3258.1,3258.1,,,0.0,,,,,,0.0,3258.1,4901.9,0.0,3014.1,3.9,3010.2,-220.3,5088.2,0.0,7882.0,173.4,8055.4,12957.3,
03/31/2018,13218.1,1010.8,1010.8,0.0,0.0,0.0,0.0,10144.4,5024.8,5119.6,0.0,0.0,55.4,,18.2,,55.4,11210.6,380.4,,,658.2,658.2,968.9,109.2,109.2,0.0,23.3,219.9,598.3,2007.5,,1598.8,582.7,58.8,,957.3,0.0,0.0,,,13.5,,,13.5,1612.3,3233.9,3233.9,,,0.0,,,,,,0.0,3233.9,4846.2,0.0,3049.6,3.9,3045.7,-242.8,5392.1,0.0,8198.9,173.0,8371.9,13218.1,
06/30/2018,13593.4,1178.2,1178.2,0.0,0.0,0.0,0.0,10303.3,5108.5,5194.8,0.0,0.0,58.7,0.0,13.6,0.0,58.7,11540.2,385.2,,,679.9,679.9,988.1,109.2,109.2,0.0,19.0,204.6,641.7,2053.2,,1695.0,655.3,94.4,,945.3,0.0,0.0,,,34.9,,,34.9,1729.9,3093.6,3093.6,,,0.0,,,,,,0.0,3093.6,4823.5,0.0,3068.3,3.9,3064.4,-269.8,5798.8,0.0,8597.3,172.6,8769.9,13593.4,
09/30/2018,14114.6,1473.1,1473.1,0.0,0.0,0.0,0.0,10395.0,5308.7,5086.3,0.0,0.0,32.9,,14.0,,32.9,11901.0,401.1,645.8,-244.7,796.4,796.4,1016.1,109.2,109.2,0.0,36.9,194.0,662.0,2213.6,,1737.4,624.7,118.7,,994.0,0.0,0.0,0.0,0.0,14.8,0.0,0.0,14.8,1752.2,3203.5,3203.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3203.5,4955.7,0.0,3088.9,3.9,3085.0,-322.4,6217.9,0.0,8984.4,174.5,9158.9,14114.6,
12/31/2018,14535.8,737.0,737.0,0.0,0.0,0.0,0.0,11595.6,5752.8,5842.8,0.0,0.0,31.3,,8.1,,31.3,12363.9,391.1,,,622.2,622.2,1158.6,158.4,158.4,0.0,36.4,181.4,774.3,2171.9,,1859.6,697.2,190.4,,972.0,0.0,0.0,,,35.7,,,35.7,1895.3,3342.3,3342.3,,,0.0,,,,,,0.0,3342.3,5237.6,0.0,3111.5,3.9,3107.6,-463.0,6476.2,0.0,9124.7,173.5,9298.2,14535.8,
03/31/2019,15007.0,698.8,698.8,0.0,0.0,0.0,0.0,11920.3,5832.7,6087.6,0.0,0.0,32.4,,19.8,,32.4,12651.5,437.9,,,796.5,796.5,1121.1,163.5,163.5,0.0,30.9,171.9,735.0,2355.5,,1837.7,658.5,146.9,,1032.3,0.0,0.0,,,12.9,,,12.9,1850.6,3622.4,3622.4,,,0.0,,,,,,0.0,3622.4,5473.0,0.0,3127.3,3.9,3123.4,-538.6,6771.6,0.0,9360.3,173.7,9534.0,15007.0,
06/30/2019,15224.0,864.2,864.2,0.0,0.0,0.0,0.0,11702.3,5979.7,5722.6,0.0,0.0,21.1,,6.0,0.0,21.1,12587.6,454.2,,,954.9,954.9,1227.3,163.5,163.5,0.0,33.9,173.9,850.0,2636.4,,1922.5,681.2,129.0,,1112.3,0.0,0.0,,,36.2,,,36.2,1958.7,3450.6,3450.6,,,0.0,,,,,,0.0,3450.6,5409.3,0.0,3149.9,3.9,3146.0,-697.9,7190.4,0.0,9642.4,172.3,9814.7,15224.0,
09/30/2019,15606.6,1494.3,1494.3,0.0,0.0,0.0,0.0,11282.0,6037.0,5245.0,0.0,0.0,19.7,,24.3,,19.7,12796.0,462.2,723.1,-260.9,1072.0,1072.0,1276.4,163.5,163.5,0.0,49.6,163.1,875.9,2810.6,,1885.8,634.0,135.0,,1116.8,0.0,0.0,0.0,0.0,26.3,0.0,0.0,26.3,1912.1,3399.4,3399.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3399.4,5311.5,0.0,3183.0,3.9,3179.1,-802.2,7640.1,0.0,10020.9,274.2,10295.1,15606.6,
12/31/2019,16322.9,1583.3,1583.3,0.0,0.0,0.0,0.0,11899.2,6319.1,5580.1,0.0,0.0,12.6,,19.2,,12.6,13495.1,599.6,859.4,-259.8,1025.1,1025.1,1203.1,163.5,163.5,0.0,58.6,154.1,807.7,2827.8,,1960.6,659.3,208.8,,1092.5,37.6,0.0,37.6,,38.5,,,38.5,2036.7,3783.3,3783.3,,,0.0,,,,,,0.0,3783.3,5820.0,0.0,3185.9,3.9,3182.0,-965.3,8006.8,0.0,10227.4,275.5,10502.9,16322.9,
03/31/2020,17130.0,1522.8,1522.8,0.0,0.0,0.0,0.0,12224.5,6255.1,5969.4,0.0,0.0,14.5,,64.4,,14.5,13761.8,627.5,903.0,-275.5,1379.4,1379.4,1361.3,163.5,163.5,0.0,48.4,149.5,935.5,3368.2,,2017.4,707.0,92.7,,1217.7,40.5,0.0,40.5,,30.7,,,30.7,2088.6,4306.6,4306.6,,,0.0,,,,,,0.0,4306.6,6395.2,0.0,3195.2,3.9,3191.3,-1162.6,8425.4,0.0,10458.0,276.8,10734.8,17130.0,
06/30/2020,17973.9,2353.5,2353.5,0.0,0.0,0.0,0.0,12138.7,6291.4,5847.3,0.0,0.0,19.2,,28.9,0.0,19.2,14511.4,667.4,956.1,-288.7,1502.6,1502.6,1292.5,163.5,163.5,0.0,35.0,158.6,906.5,3462.5,,2274.9,761.2,251.8,,1261.9,38.1,0.0,38.1,,36.5,,,36.5,2349.5,4297.3,4297.3,,,0.0,,,,,,0.0,4297.3,6646.8,0.0,3218.1,3.9,3214.2,-1162.6,8992.5,0.0,11048.0,279.1,11327.1,17973.9,
