Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1990,,9.66,16.042999,4.094,-21.705999,8.091,,,,,,,,,,,,,,,,,
06/30/1990,,0.307,20.296,0.67,-6.82,14.453,,,,,,,,,,,,,,,,,
09/30/1990,,1.713,18.297001,-43.598,27.833,4.245,,,,,,,,,,,,,,,,,
12/31/1990,,-31.422001,19.906,30.437001,8.218,27.139,,,,,,,,,,,,,,,27.139,,
03/31/1991,,-2.545,17.899,-1.356,0.239,14.237,,,,,,,,,,,,,,,,,
06/30/1991,,-69.002998,18.84,58.533001,2.597,10.967,,,,,,,,,,,,,,,,,
09/30/1991,,-20.673,51.848999,31.160999,-13.008,49.328999,,,,,,,,,,,,,,,,,
12/31/1991,,-131.789993,28.405001,107.300987,12.16,16.076,,,,,,,,,,,,,,,16.076,,
03/31/1992,,-1.677,30.284,-10.464,-23.959,-5.816,,,,,,,,,,,,,,,,,
06/30/1992,,-26.063999,29.858,2.39,-0.028,6.156,,,,,,,,,,,,,,,,,
09/30/1992,,-137.003998,49.792999,91.138,20.92,24.847,,,,,,,,,,,,,,,,,
12/31/1992,,-27.381001,7.548,49.464,22.559,52.189999,,,,,,,,,,,,,,,52.189999,,
03/31/1993,,5.561,25.032,1.207,8.913,40.713001,,,,,,,,,,,,,,,,,
06/30/1993,,11.294,27.785,7.33,-6.104,40.305,,,,,,,,,,,,,,,,,
09/30/1993,,22.739,25.827999,0.187,-8.66,40.094002,,,,,,,,,,,,,,,,,
12/31/1993,,12.9,24.732,13.766,-2.682,48.716,,,,,,,,,,,,,,,48.716,,
03/31/1994,,24.214001,20.107,6.325,-18.048,32.598,,,,,,,,,,,,,,,,,
06/30/1994,,32.955002,21.087,-9.834,-17.736,26.472,,,,,,,,,,,,,,,,,
09/30/1994,,10.849,19.419001,0.956,5.725,36.949001,,,,,,,,,,,,,,,,,
12/31/1994,,9.998,15.558,8.268,3.874,37.698002,,,,,,,,,,,,,,,37.698002,,
03/31/1995,,6.56,23.003,5.571,-6.062,29.072001,,,-11.815,,,,,,,,,,,,,,
06/30/1995,,11.179,25.622999,16.785,3.256,56.842999,,,-27.672001,,,,,,,,,,,,,,
09/30/1995,,4.945,25.24,19.525999,-10.979,38.731998,,,-18.655001,,,,,,,,,,,,,,
12/31/1995,,7.643,25.736,-10.96,6.391,28.809999,-22.837,,-22.837,,,,,,,,,,,,5.972999,,
03/31/1996,,13.653,26.329,8.861,11.807,60.650002,,,-9.604,,,,,,,,,,,,,,
06/30/1996,,6.776,29.032,12.188,0.674,48.669998,,,-59.870998,,,,,,,,,,,,,,
09/30/1996,,7.427,28.177999,9.214,-2.586,42.233002,,,-28.566,,,,,,,,,,,,,,
12/31/1996,,2.425,28.813999,-11.206,8.792,28.825001,-7.882,,-7.882,,,,,,,,,,,,20.943001,,
03/31/1997,,48.256001,28.155001,6.302,-16.267,66.445999,2.456,9.425,-22.806,0.0,0.0,15.837,-3.894,-7.334,0.0,0.0,0.0,0.781,0.0,2.659,65.008003,,
06/30/1997,,-64.857002,45.435001,52.261002,10.469,43.307999,-125.135002,6.026,-79.091003,0.0,0.0,-52.07,9.751,-17.104,0.0,27.917,0.0,0.027,0.0,-1.089,-72.075996,,
09/30/1997,,-155.561005,41.140999,138.645996,-21.238001,2.988,-42.567001,9.764,-64.739998,0.0,0.0,12.409,20.356001,0.0,0.0,51.700001,-31.396,0.054,0.0,-0.002,-19.223,,
12/31/1997,,-58.444,48.049999,38.842999,18.833,47.282001,-21.112,8.279,-37.992001,0.0,0.0,8.601,19.547001,-7.346,0.0,46.84,-18.233,0.427,0.0,-2.141,45.716999,,
03/31/1998,,-7.602,36.09,-9.46,3.3,22.327999,3.147,0.386,-17.681999,0.0,0.0,20.443001,3.661,0.0,0.0,0.0,0.0,0.0,0.0,3.661,29.136,,
06/30/1998,,-43.148998,37.402,1.119,45.165001,40.536999,-40.297001,7.163,-15.899,0.0,0.0,-31.561001,-22.305,-11.933,0.0,0.0,-8.083,1.038,0.0,-3.327,-22.065001,,
09/30/1998,,-182.832993,33.617001,175.514999,14.176,40.474998,-24.898001,8.057,-20.440001,0.0,0.0,-12.515,0.446,0.0,0.0,0.485,0.0,0.918,0.0,-0.957,16.023001,,
12/31/1998,,-0.196,32.262001,-6.827,-13.525,11.714,-1.403,0.0,-19.320999,0.0,0.0,17.917999,-19.627001,-10.561,0.0,0.0,0.0,0.0,-1.956,-7.11,-9.316,,
03/31/1999,,-0.949,31.662001,4.684,-10.89,24.507,28.011999,0.329,-13.256,0.0,0.0,40.938999,-52.334,0.0,0.0,0.0,-58.0,6.256,0.0,-0.59,0.185,,
06/30/1999,,0.116,36.196999,2.742,-17.981001,21.073999,23.551001,1.766,-22.379,0.0,0.0,44.164001,-20.445,-12.085,0.0,101.008003,-104.012001,6.707,0.0,-12.063,24.18,,
09/30/1999,,1.747,33.387001,20.23,-0.76,54.604,-21.407,2.196,-34.705002,0.0,0.0,11.102,-7.043,0.0,0.0,0.0,-3.336,0.0,-6.256,2.549,26.153999,,
12/31/1999,,3.95,33.231998,-1.734,-10.673,24.775,-50.570999,2.018,-34.587002,0.0,0.0,-18.002001,-17.650999,-6.402,0.0,0.0,-10.156,0.0,0.0,-1.093,-43.446999,,
03/31/2000,,-16.322001,35.506001,-3.354,22.167999,37.998001,98.514999,4.922,-16.41,0.0,0.0,110.002998,-2.722,0.0,0.0,0.0,-0.977,0.0,0.0,-1.745,133.791,,
06/30/2000,,-17.225,34.66,26.070999,-1.406,42.099998,-9.17,2.984,-29.267,0.0,0.0,17.113001,-33.808998,0.0,0.0,99.171997,-135.179001,0.0,0.0,2.198,-0.879,,
09/30/2000,,-71.835999,37.966999,58.060001,-10.319,13.872,-33.285999,3.414,-16.042,0.0,0.0,-20.658001,-1.482,0.0,0.0,0.0,-0.177,0.0,0.0,-1.305,-20.896,,
12/31/2000,,5.186,36.326,-4.118,-4.837,32.556999,-19.343,4.833,-22.829,0.0,0.0,-1.347,-62.081001,-6.578,0.0,0.0,-50.763,0.0,0.0,-4.74,-48.867001,,
03/31/2001,,-11.994,35.16,0.869,-9.501,14.534,-19.905001,7.923,-24.704,0.0,0.0,-3.124,-0.813,0.0,0.0,0.821,-0.624,0.0,0.0,-1.01,-6.184,,
06/30/2001,,20.066999,38.665001,-14.975,0.692,44.449001,-20.445999,0.0,-24.17,0.0,0.0,3.724,0.828,0.0,0.0,3.677,-5.216,0.0,0.0,2.367,24.830999,,
09/30/2001,,4.984,36.901001,-5.766,-18.872,17.247,-32.880001,0.0,-23.233999,0.0,0.0,-9.646,-8.536,0.0,0.0,1.923,-9.486,0.0,0.0,-0.973,-24.169001,,
