Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,EBITDA Margin,Operating Margin,Incremental Operating Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/1994,,,,,,,40.807884,29.497539,,7.783252,7.783252,7.783252,,21.471173,0.0,,
06/30/1994,,,,,,,32.19927,21.506683,,5.65006,5.650061,5.650061,,,0.0,,
09/30/1994,,,,,,,54.224782,35.627652,,32.059833,29.937335,17.020415,,0.0,0.0,,
12/31/1994,,,,,,,47.928027,31.368594,,24.70011,22.797166,12.786261,,0.0,118.592734,,
03/31/1995,,9.203553,4.019784,4.46178,,,56.314817,36.478019,39.022985,23.295603,21.084495,11.418794,,0.0,183.448594,-7.680235,
06/30/1995,,,6.615522,7.470354,10.592557,,56.607768,37.016944,42.329031,22.504648,20.391609,10.906179,,0.0,188.488875,,
09/30/1995,,6.510317,4.452459,5.028313,7.835968,,53.582242,35.242181,34.857952,19.712412,17.699293,10.146317,,0.0,199.204368,-6.458519,
12/31/1995,,5.305414,2.987012,3.424064,6.468388,,57.845107,37.259752,138.519208,11.851394,9.857268,9.857268,,0.0,198.067885,-5.202907,
03/31/1996,,5.796541,2.656183,3.082116,6.690269,,54.548805,35.575308,32.410488,13.476426,11.510261,11.510261,,0.0,179.252677,-4.593914,
06/30/1996,,6.27838,2.377623,2.842775,6.894773,,55.972843,36.15907,33.572217,14.704171,12.201746,12.201746,,0.0,169.220988,-4.345957,
09/30/1996,,7.602823,2.364891,2.901451,7.567329,,57.822155,38.268695,48.154244,15.918573,13.118046,13.118046,,0.0,154.5053,-4.143941,
12/31/1996,,6.627211,1.977032,2.443114,6.311729,,56.946324,37.65616,38.213145,13.432071,10.936511,10.936511,,0.0,141.205623,-2.730784,
03/31/1997,,6.595459,2.236183,2.814892,7.32789,,58.35671,37.85221,41.205208,14.793491,11.182943,11.182943,,0.0,148.011536,-3.166581,
06/30/1997,,5.957962,1.978092,2.529137,6.792625,,58.052722,39.087885,42.881554,13.653282,11.525156,11.525156,,0.0,194.547868,-5.633126,
09/30/1997,,5.412543,1.910976,2.537993,6.832416,,55.72536,38.096912,37.938995,15.032656,12.890155,11.345261,,0.0,174.673849,-4.041754,
12/31/1997,,4.644945,1.950927,2.25109,5.919274,,54.415592,31.820305,27.169792,15.410186,15.777318,13.801482,,0.0,159.847163,-2.779868,
03/31/1998,,6.638459,3.009253,3.44732,7.370332,,60.662994,41.361741,44.849912,29.809201,26.317901,21.841596,,0.0,129.435987,-1.954096,
06/30/1998,,5.584653,2.560853,2.943061,6.229511,,59.179732,36.372731,34.087598,14.536285,13.627768,8.655934,,0.0,270.766397,-9.536712,
09/30/1998,,5.450992,2.691757,3.132287,6.533705,,57.261354,32.482547,27.563345,15.795431,14.327435,7.700284,,0.0,299.035002,-10.849382,
12/31/1998,,3.768964,2.024684,2.318356,5.274787,,55.663385,30.049183,27.795734,9.569633,9.441061,1.906153,,0.0,843.646961,-28.027788,
03/31/1999,,1.668335,1.744045,1.938604,5.303419,,58.496565,32.995418,18.858776,11.508022,10.661574,0.256685,,0.0,10458.62753,-172.816626,
06/30/1999,,1.501632,1.778167,1.978294,5.24119,,63.13503,38.225907,43.457142,17.737979,17.079676,6.741141,,0.0,418.895221,-4.788632,
09/30/1999,,1.210246,1.81384,1.958501,5.371476,,55.553469,32.772945,33.779611,13.33597,13.067736,3.253019,,0.0,829.339392,-8.8268,
12/31/1999,,1.762582,1.626787,1.793033,4.75968,,,,,,,,,0.0,434.782138,-5.90081,
03/31/2000,,2.237557,1.801798,2.047807,5.190107,,53.425322,28.009412,22.404657,9.451423,10.463758,4.595531,,0.0,1796.225681,-37.954018,
06/30/2000,,1.448766,1.519613,1.884319,5.582009,,58.915596,28.156318,19.108568,6.815814,4.133827,-0.97139,,0.0,,,
09/30/2000,,1.96366,1.583323,1.928493,5.975708,,60.341712,32.937079,33.094758,10.179727,9.934615,4.76688,,0.0,323.26992,-4.384263,
12/31/2000,,2.191131,1.481947,1.703297,5.813981,,61.935104,32.551455,,8.328144,9.583179,3.956842,,0.0,354.009249,-5.565675,
03/31/2001,,1.121455,1.233585,1.590005,,,59.094049,32.65978,41.994595,8.694667,3.782801,-1.262103,,,,,
06/30/2001,,1.779068,1.469245,1.845398,,,,32.414547,47.13462,9.846194,8.254432,2.177044,,,,,
09/30/2001,,1.092983,1.338481,2.102218,,,,36.879259,53.470138,14.671845,6.932118,0.469911,,,,,
12/31/2001,,0.424638,1.340023,,,,51.036198,38.454403,64.850813,24.0775,9.22324,2.983739,,0.0,480.951181,-1.617665,
03/31/2002,,3.562211,1.834589,3.246436,,,61.375531,42.205796,,19.930015,19.69111,12.529863,,,,,
06/30/2002,,3.800069,2.041969,3.581364,,,,39.930434,266.631217,21.713678,12.084214,5.81149,,,,,
09/30/2002,,5.207522,2.193343,3.487909,,,91.256807,37.818729,,14.932785,12.487774,6.53503,,,,,
12/31/2002,,1.761446,1.813882,,,,55.641454,36.633914,,5.650151,1.642338,-3.84753,,0.0,,,
03/31/2003,,1.563091,1.205361,1.949388,,,56.229883,33.285906,,8.474831,5.858476,-0.085368,,0.0,41533.879781,-647.649337,
06/30/2003,,1.919116,1.36156,1.985969,,,56.971818,33.847673,-353.364589,8.835296,15.850333,9.170607,,0.0,101404.0,-1944.140841,
09/30/2003,,1.463696,1.264354,1.853576,4.894462,,51.11352,30.754343,-281.280459,6.812825,11.266907,3.799999,,0.0,,,
12/31/2003,,2.98959,1.555137,1.887693,4.670463,,52.505627,28.14669,-82.377973,0.445739,10.950223,4.560801,,0.0,,,
03/31/2004,,2.818332,1.458551,1.703143,4.381292,,51.076577,27.406474,,2.396705,3.654058,-1.520961,,0.0,,,
06/30/2004,,0.778907,1.02766,1.135269,4.211394,,49.811593,26.075698,,0.324457,3.607196,-2.008382,,0.0,,,
09/30/2004,,6.987319,2.242656,2.383791,4.335438,,42.383254,22.018905,-1079.590467,9.57227,45.629741,38.733334,,0.0,4267.597254,-291.203333,
12/31/2004,,8.796057,2.610742,2.854342,4.444043,,57.523159,19.579836,-119.572917,4.694946,23.287848,16.039052,,0.0,,,
