Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Provision for Doubtful Accounts,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Property Additions,Property Improvements,Change in Investments,Change in Notes,Change in Mortgages,Change in Real Estate Interest,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Preferred Dividends Other Distributions,Proceeds from Repayments of Borrowings,Change in Unsecured Debt,Change in Secured Debt,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1994,-30.016001,8.534,19.344999,0.0,7.031,-64.926003,,,,,,,,,,,,,,,,,,,,,
06/30/1994,16.931999,6.749,20.368,0.0,11.689,-21.874001,,,,,,,,,,,,,,,,,,,,,
09/30/1994,107.320999,8.604,21.349001,0.0,12.239,65.128998,,,,,,,,,,,,,,,,,,,,,
12/31/1994,60.970001,-0.51,22.134001,0.0,32.655998,6.69,,,,,,,,,,,,,,,,,,,,,
03/31/1995,41.735001,12.647,23.468,0.0,7.116,-1.496,,,,,,,,,,,,,,,,,,,,,
06/30/1995,39.095001,13.947,24.032,0.0,7.056,-5.94,,,,,,,,,,,,,,,,,,,,,
09/30/1995,48.714001,14.774,24.261,0.0,12.273,-2.594,,,,,,,,,,,,,,,,,,,,,
12/31/1995,64.792,17.903,29.500999,0.0,14.07,3.318,,,,,,,,,,,,,,,,,,,,,
03/31/1996,39.248001,15.185,26.728001,0.0,7.459,-10.124,,0.0,-25.249001,0.0,0.0,0.0,0.0,,6.679,-18.57,-38.254002,-32.263,,14.02,,,0.0,0.0,-20.011,-17.576,
06/30/1996,51.386002,15.443,28.575001,0.0,7.409,-0.041,,0.0,-70.269997,0.0,0.0,0.0,0.0,,18.83,-51.439999,20.465,-28.841,,68.849998,,,0.0,0.0,-19.544001,20.410999,
09/30/1996,50.102001,17.007999,39.673,0.0,8.213,-14.792,,0.399,-59.101002,0.0,0.0,0.0,0.0,,70.740997,12.039,-35.122002,-42.291,,-429.653992,,,195.205002,0.0,241.617996,27.018999,
12/31/1996,95.727997,37.618999,48.605999,0.0,17.492001,-7.989,,0.0,-97.281998,,0.0,0.0,0.0,,-44.488998,-141.770996,17.777,-63.244999,,372.463989,,,6.499,0.0,-297.94101,-28.266001,
03/31/1997,89.516998,14.639,45.321999,0.0,22.131001,2.249,,0.599,-51.155998,0.0,0.0,0.0,0.0,-23.171,1.688,-72.040001,-39.84,-54.137001,-31.375999,63.712002,,,0.0,0.0,-18.039,-22.363001,
06/30/1997,82.537003,31.358,45.639,0.0,-1.186,-8.862,,0.0,-91.170998,0.0,0.0,0.0,0.0,2.495,-84.391998,-173.067993,93.530998,-55.687,-31.238001,177.496994,,,5.92,0.0,-2.961,3.0,
09/30/1997,90.197998,53.743,42.566002,0.0,-35.785999,-5.483,,0.0,-594.27301,-219.671997,0.0,0.0,0.0,-20.781,18.475,-816.250977,731.986023,-58.438999,-31.843,501.087006,,,321.181,0.0,0.0,5.933,
12/31/1997,164.576996,37.497002,75.012001,0.0,57.042,-4.974,,0.0,-243.826996,-85.505997,0.0,0.0,0.0,120.758003,26.129999,-182.445007,132.610001,-59.686001,-28.204,203.162994,,,17.337,0.0,0.0,114.741997,
