Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Funds From Operations - Basic,Funds From Operations - Diluted,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1994,45.463759,47.958281,47.958281,,2.189132,1.352947,1.331553,0.18143,0.229174,0.229174,0.18143,0.229174,0.229174,0.453669,-0.625877,,0.458348,0.458348,3.306018,2.950658,,
06/30/1994,45.463759,48.814922,48.814922,,2.290468,1.430731,1.405328,0.133685,0.276919,0.276919,0.133685,0.276919,0.276919,0.453669,0.346861,,0.458348,0.458348,2.439459,1.452234,,
09/30/1994,47.347744,49.429653,49.429653,,2.438374,1.473488,1.436021,0.171881,0.296017,0.296017,0.171881,0.296017,0.296017,0.453669,2.171187,,0.496544,0.496544,2.256834,1.713091,,
12/31/1994,47.347744,50.711472,50.711472,,2.68878,1.773445,1.795235,-0.009549,0.047745,0.047745,-0.009549,0.047745,0.047745,0.453574,1.202292,,0.582484,0.582484,2.22057,1.210343,,
03/31/1995,49.842266,51.710536,51.710536,,2.504132,1.59219,1.546532,0.248272,0.248272,0.248272,0.248272,0.248272,0.248272,0.470285,0.807089,,0.496544,0.496544,1.913577,1.510545,,
06/30/1995,56.381222,58.287196,58.287196,,2.24346,1.409349,1.376031,0.238723,0.238723,0.238723,0.238723,0.238723,0.238723,0.470285,0.670731,,0.496544,0.496544,1.415844,2.649251,,
09/30/1995,57.638956,56.887036,56.887036,,2.426599,1.554871,1.515389,0.238723,0.26737,0.26737,0.238723,0.26737,0.26737,0.470285,0.856329,,0.525191,0.525191,1.26621,2.509726,,
12/31/1995,57.76567,57.406469,57.406469,,2.706315,1.732662,1.749472,0.26737,0.276919,0.276919,0.26737,0.276919,0.276919,0.470285,1.128653,,0.630229,0.630229,1.085783,2.302804,,
03/31/1996,57.975118,61.139872,61.139872,,2.280738,1.436068,1.40244,0.219625,0.219625,0.219625,0.219625,0.219625,0.219625,0.470285,0.641938,0.228967,0.486995,0.486995,0.778696,2.003601,,
06/30/1996,57.975118,61.326282,61.326282,,2.344199,1.494074,1.46244,0.219625,0.219625,0.219625,0.219625,0.219625,0.219625,0.470285,0.837912,-0.307927,0.506093,0.506093,1.130761,1.746215,,
