Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
07/26/2008,331.15,,,,,,,,31.396184,,,,15.577716,,,,
04/25/2009,7.5,2.6,0.0,10.1,0.0,4.3,,4.3,0.632207,0.219165,0.0,0.851372,0.351515,0.121859,0.0,0.473374,
07/25/2009,8.4,12.6,0.0,21.0,0.0,14.2,0.0,14.2,0.666794,1.000191,0.0,1.666986,0.373571,0.560357,0.0,0.933929,
10/24/2009,10.0,10.6,,20.6,,11.9,,11.9,0.758091,0.803576,,1.561667,0.44363,0.470247,,0.913877,
01/23/2010,101.8,9.0,,110.8,,10.2,,10.2,7.385632,0.652954,,8.038585,4.382613,0.387461,,4.770074,
04/24/2010,141.3,11.7,,153.0,,12.6,,12.6,9.802214,0.811648,,10.613863,5.831688,0.482879,,6.314567,
07/31/2010,86.6,4.9,,91.5,,5.5,,5.5,5.828192,0.329771,,6.157963,3.537651,0.200167,,3.737818,
10/30/2010,166.6,2.9,0.0,169.5,0.0,3.3,0.0,3.3,11.096295,0.193153,0.0,11.289448,6.533213,0.113723,0.0,6.646936,
01/29/2011,216.8,6.2,,223.0,,6.5,,6.5,13.97307,0.399599,,14.372668,8.659582,0.247645,,8.907227,
04/30/2011,188.2,5.5,,193.7,,5.6,,5.6,12.059928,0.352442,,12.41237,7.337324,0.214428,,7.551751,
07/30/2011,170.9,3.1,0.0,174.0,0.0,3.1,0.0,3.1,11.139712,0.202066,0.0,11.341778,6.788446,0.123137,0.0,6.911583,
10/29/2011,37.9,1.1,0.0,39.0,0.0,1.1,0.0,1.1,2.699151,0.078339,0.0,2.777491,1.58064,0.045876,0.0,1.626516,
01/28/2012,316.9,0.3,,317.2,0.0,0.3,0.0,0.3,23.455188,0.022204,0.0,23.477393,11.887502,0.011254,0.0,11.898756,
04/28/2012,321.9,0.2,,322.1,,0.2,,0.2,23.40747,0.014543,,23.422014,11.750886,0.007301,,11.758187,
07/28/2012,341.2,0.2,0.0,341.4,0.0,0.3,0.0,0.3,24.982757,0.014644,0.0,24.997401,12.634828,0.007406,0.0,12.642234,
10/27/2012,248.488,0.202,,248.69,,0.247,,0.247,18.314998,0.014889,0.0,18.329886,9.483406,0.007709,0.0,9.491115,
01/26/2013,283.244,0.138,,283.382,,0.165,,0.165,20.969651,0.010217,0.0,20.979868,10.73915,0.005232,0.0,10.744382,
04/27/2013,282.619,0.486,,283.105,,0.509,,0.509,20.267345,0.034852,0.0,20.302197,10.538493,0.018122,0.0,10.556616,
07/27/2013,389.69,1.153,0.0,390.843,0.0,1.167,0.0,1.167,27.916476,0.082598,0.0,27.999074,14.110782,0.04175,0.0,14.152533,
10/26/2013,282.619,0.486,0.0,283.105,0.0,0.509,0.0,0.509,19.604346,0.033712,0.0,19.638058,9.582582,0.016478,0.0,9.599061,
01/25/2014,211.424,2.165,0.0,213.589,0.0,2.172,0.0,2.172,14.517389,0.148659,0.0,14.666049,7.103948,0.072745,0.0,7.176693,
04/26/2014,51.511,1.716,0.0,53.227,0.0,7.38,,7.38,3.500188,0.116603,0.0,3.61679,1.798143,0.059902,0.0,1.858045,
07/26/2014,45.416,1.222,0.0,46.638,0.0,13.958,0.0,13.958,3.09352,0.083237,0.0,3.176757,1.566516,0.04215,0.0,1.608666,
10/25/2014,44.648,0.963,0.0,45.611,0.0,19.838,0.0,19.838,3.05035,0.065792,0.0,3.116142,1.562513,0.033701,0.0,1.596214,
01/24/2015,71.324,1.638,0.0,72.962,0.0,33.472,0.0,33.472,4.903045,0.112601,0.0,5.015646,2.483831,0.057043,0.0,2.540874,
04/25/2015,90.569,1.255,89.588,181.412,0.0,1.255,0.0,1.255,5.981614,0.082886,5.916824,11.981325,3.075089,0.042611,3.041781,6.159481,
08/01/2015,10.701,1.124,0.0,11.825,0.0,1.124,0.0,1.124,0.706778,0.074238,0.0,0.781016,0.252403,0.026512,0.0,0.278914,
10/31/2015,4.949,0.835,0.0,5.784,0.0,0.835,0.0,0.835,0.363028,0.06125,0.0,0.424278,0.143373,0.02419,0.0,0.167563,
01/30/2016,5.151,1.184,0.0,6.335,0.0,1.184,0.0,1.184,0.378042,0.086896,0.0,0.464938,0.144867,0.033299,0.0,0.178166,
04/30/2016,,,,,,,,,1.013285,0.056598,7.548972,8.618855,0.414934,0.023177,3.091254,3.529364,
07/30/2016,6.077,0.362,158.284,164.723,0.0,0.362,,0.362,0.42855,0.025528,11.162191,11.61627,0.173665,0.010345,4.523347,4.707357,
10/29/2016,3.506,0.79,118.059,122.355,,0.79,,0.79,0.249351,0.056186,8.396489,8.702025,0.09765,0.022003,3.288214,3.407868,
01/28/2017,1.821,2.069,128.015,131.905,0.0,2.069,0.0,2.069,0.131378,0.14927,9.235792,9.51644,0.050667,0.057567,3.561847,3.670081,
04/29/2017,6.798,1.188,119.798,127.784,0.0,1.188,0.0,1.188,0.48751,0.085196,8.591162,9.163868,0.19379,0.033866,3.415079,3.642736,
07/29/2017,1.901,0.723,105.618,108.242,0.0,0.723,0.0,0.723,0.137306,0.052221,7.628591,7.818118,0.054388,0.020685,3.021765,3.096839,
10/28/2017,3.0,0.967,129.098,133.065,0.0,0.967,0.0,0.967,0.219468,0.070742,9.444306,9.734517,0.085022,0.027406,3.658744,3.771172,
01/27/2018,3.401,1.061,137.054,141.516,0.0,1.061,0.0,1.061,0.232469,0.072523,9.368075,9.673067,0.09256,0.028876,3.730012,3.851448,
04/28/2018,6.65,1.613,150.404,158.667,0.0,1.613,0.0,1.613,0.454922,0.110344,10.289029,10.854295,0.191551,0.046462,4.332332,4.570344,
07/28/2018,2.134,1.47,170.198,173.802,0.0,1.47,0.0,1.47,0.147468,0.101583,11.761348,12.010399,0.064907,0.044711,5.176719,5.286338,
10/27/2018,64.84,2.753,158.633,226.226,0.0,2.753,0.0,2.753,4.454251,0.18912,10.897459,15.54083,1.938848,0.08232,4.74345,6.764618,
01/26/2019,1.895,1.169,169.783,172.847,0.0,1.453,0.0,1.453,0.128675,0.079378,11.528712,11.736766,0.057069,0.035205,5.113137,5.205412,
04/27/2019,19.529,0.38,178.895,198.804,0.0,3.194,0.0,3.194,1.319075,0.025667,12.083361,13.428103,0.597351,0.011623,5.472018,6.080992,
07/27/2019,31.433,0.149,160.908,192.49,0.0,6.625,0.0,6.625,2.090826,0.009911,10.703104,12.803841,0.938404,0.004448,4.803766,5.746619,
10/26/2019,22.865,0.196,177.644,200.705,0.0,8.05,0.0,8.05,1.567573,0.013437,12.178875,13.759886,0.665559,0.005705,5.170899,5.842163,
01/25/2020,2.096,0.152,337.837,340.085,0.0,7.728,0.0,7.728,0.142394,0.010326,22.951382,23.104103,0.059655,0.004326,9.615255,9.679236,
04/25/2020,3.391,0.204,345.346,348.941,0.0,19.849,0.0,19.849,0.405407,0.024389,41.287402,41.717198,0.124883,0.007513,12.718287,12.850682,
07/25/2020,2.609,0.16,407.741,410.51,0.0,18.173,0.0,18.173,0.30524,0.018719,47.703624,48.027583,0.098594,0.006046,15.408571,15.513212,
