Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,FFO Per Share,FFO Per Share Surprise %,EBIT,EBIT Surprise %,EBITDA,EBITDA Surprise %,Net Income,Net Income Surprise %,Source: Bloomberg
09/30/2005,,,,,,,,,,,,,,,
12/31/2005,,,,,,,,,,,,,,,
03/31/2006,,23.6,,,,,,,,,,,,,
06/30/2006,,,,,,,,,,,,,,,
09/30/2006,,30.75,,,,,,,,,,,,,
12/31/2006,,51.9,,,,,,,,,,,,,
03/31/2007,,23.633,21.874001,1.82242666666666,21.73,18.93865,,11.9842829076621,,,,,,-7.4429780391825,
06/30/2007,,33.9,110.522,1.04027300535755,111.39,40.43985,,9.79228486646883,,,,,,226.023598820059,
09/30/2007,,54.85,66.794998,-3.59188347826087,69.155,62.108,,20.4379562043796,,,,,,21.7775715587967,
12/31/2007,,86.75,34.417999,4.61524390243902,93.249,50.32615,,0.334448160535117,,,,,,-60.3250731988473,
03/31/2008,,33.3,37.537998,2.00691057408474,38.98,24.55945,,-0.153609831029186,,,,,,12.7267207207207,
06/30/2008,,67.1,71.967003,23.699170212766,73.067,48.26735,,-0.841908325537876,,,,,,7.25335767511179,
09/30/2008,,31.667,24.034,-5.04310007304603,24.199,24.034,,3.39734121122598,,,,,,-24.1039568004547,
12/31/2008,,-5.79,14.444,6.71676307692307,-197.964,-197.964,,-37.2284747847479,,,,,,,
03/31/2009,,-140.5,37.352,7.48636363636363,-122.608,34.794,,-4.60251046025105,,,,5.11900264450321,,,
06/30/2009,,22.95,6.442,-1.83513738551207,17.162,9.094,,-3.6827195467422,,,,-3.8229398663697,,-71.9302832244009,
09/30/2009,,8.45,0.59,13.8464317976513,62.79,-1.255,,76.1786600496278,,,,2.33852879897078,,-93.0177514792899,
12/31/2009,,-10.417,-1.647,11.8096658752044,-7.565,3.655,,-6.14886731391586,,,,10.7429614181439,,84.1893059422098,
03/31/2010,,-7.525,-5.272,4.34483897605285,-4.447,-2.314,,1.97368421052632,,,,-2.25132173243234,,29.9401993355482,
