Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
04/01/1990,861.400024,,-690.0,,171.400024,,-154.899994,,,,16.5,-2.4,,12.2,,,,-9.8,14.1,-4.9,9.2,0.0,,,9.2,-0.3,8.9,-4.6,,4.3,4.3,,82.400002,0.05125,0.05125,,82.400002,0.05125,0.05125,0.05125,
07/01/1990,871.299988,,-693.299988,,178.0,,-153.199997,,,,24.799999,-12.3,,12.1,,,,0.2,12.499999,-5.1,7.4,0.0,,,7.399999,-1.3,6.1,-4.6,,1.5,1.5,,82.400002,0.01875,0.01875,,82.400002,0.01875,0.01875,0.01875,
09/30/1990,829.799988,,-710.400024,,119.399963,,-155.800003,,,,-36.400002,-12.7,,10.2,,,,2.5,-49.100001,-7.5,-56.599998,-22.1,,,-34.500001,0.8,-33.700001,-2.5,,-36.200001,-36.200001,,113.599998,-0.31875,-0.51375,,113.599998,-0.31875,-0.51375,-0.51375,
12/31/1990,899.299988,,-763.400024,,135.899964,,-167.800003,,,,-31.9,-87.799998,,9.4,,4.3,,74.099998,-119.699998,-7.5,-127.199997,-5.3,,,-121.899998,2.9,-119.0,-2.0,,-121.0,-121.0,,118.4,-1.0225,-1.06625,-1.06625,118.4,-1.0225,-1.06625,-1.06625,
03/31/1991,811.5,,-675.5,,136.0,,-150.800003,,,,-14.8,-14.3,,10.4,,,,3.9,-29.1,-5.3,-34.400002,-51.5,,,17.1,0.1,17.200001,-2.0,,15.200001,15.200001,,119.199997,0.1275,-0.305,,119.199997,0.1275,-0.305,-0.305,
06/30/1991,877.599976,,-721.400024,,156.199951,,-154.800003,,,,1.4,-12.3,,11.0,,,,1.3,-10.9,-5.2,-16.1,0.0,,,-16.1,-1.1,-17.200001,-2.0,,-19.200001,-19.200001,,118.400002,-0.16125,-0.16125,,118.400002,-0.16125,-0.16125,-0.16125,
09/29/1991,850.900024,,-695.799988,,155.100037,,-149.5,,,,5.6,-14.0,,10.2,,,,3.8,-8.4,-3.1,-11.5,0.0,,,-11.5,-0.3,-11.8,-2.0,,-13.8,-13.8,,118.400002,-0.1175,-0.1175,,118.400002,-0.1175,-0.1175,-0.1175,
12/31/1991,865.5,,-684.0,,181.5,,-164.199997,,,,17.299999,-14.6,,10.9,,3.5,,0.2,2.699999,-3.3,-0.6,0.0,,,-0.600001,-1.7,-2.3,-2.0,,-4.3,-4.3,,118.4,-0.03625,-0.03625,-0.03625,118.4,-0.03625,-0.03625,-0.03625,
03/30/1992,881.299988,,-690.900024,,190.399963,,-168.800003,,,,21.6,-13.7,,10.3,,,,3.4,7.9,-2.6,5.3,251.100006,,,-245.800006,-0.3,-246.100006,-2.0,,-248.100006,-248.100006,,120.0,-2.0825,0.025,,120.0,-2.0825,0.025,0.025,
06/29/1992,948.099976,,-736.400024,,211.699951,,-175.699997,,,,36.0,-13.9,,9.9,,,,4.0,22.1,-2.7,19.4,0.0,,,19.4,-0.6,18.799999,-2.0,,16.799999,16.799999,,133.600006,0.125,0.125,,133.600006,0.125,0.125,0.125,
