Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
08/31/2008,340.5,1528.1,,1868.6,,86.6,,86.6,4.238818,19.023018,,23.261836,2.703497,12.132785,,14.836282,
11/30/2008,488.3,1891.3,,2379.6,,68.8,,68.8,6.01614,23.301916,,29.318056,3.864753,14.969093,,18.833846,
02/28/2009,552.5,1731.0,,2283.5,,28.9,,28.9,6.728697,21.081219,,27.809916,4.508106,14.12404,,18.632147,
05/31/2009,707.9,2389.6,0.0,3097.5,,68.9,,68.9,8.142959,27.487519,0.0,35.630478,5.342803,18.035261,0.0,23.378064,
08/31/2009,976.0,2182.4,,3158.4,,61.2,,61.2,10.735893,24.00616,,34.742053,7.399209,16.545115,,23.944324,
11/30/2009,1103.9,2269.5,,3373.4,,108.1,,108.1,11.967174,24.603226,,36.5704,8.263714,16.98931,,25.253024,
02/28/2010,1359.9,2313.5,,3673.4,,46.3,,46.3,14.42222,24.535486,,38.957706,10.01672,17.040725,,27.057446,
05/31/2010,2315.7,2564.0,,4879.7,,165.1,,165.1,23.741029,26.286652,,50.027681,16.06006,17.782093,,33.842153,
08/31/2010,1499.0,2553.0,,4052.0,,117.0,,117.0,15.517598,26.428571,0.0,41.94617,10.66828,18.169525,0.0,28.837805,
11/30/2010,1659.0,2583.0,,4242.0,,113.0,,113.0,16.675043,25.962408,,42.637451,11.469856,17.858131,,29.327987,
02/28/2011,1946.0,1824.0,,3770.0,,164.0,,164.0,19.652595,18.420521,,38.073117,13.441083,12.598425,,26.039508,
05/31/2011,1598.0,2100.0,,3698.0,,197.0,,197.0,16.234888,21.334959,,37.569847,10.654754,14.001867,,24.656621,
08/31/2011,1366.0,1768.0,,3134.0,,186.0,,186.0,13.799374,17.86039,,31.659764,9.227859,11.943525,,21.171384,
11/30/2011,882.0,1872.0,,2754.0,,47.0,,47.0,8.960683,19.018592,,27.979275,6.055613,12.852729,,18.908342,
02/29/2012,784.0,1674.0,3.0,2461.0,,75.0,,75.0,7.704403,16.450472,0.029481,24.184355,5.299446,11.315398,0.020278,16.635122,
05/31/2012,1153.0,1977.0,3.0,3133.0,,55.0,,55.0,11.10683,19.044408,0.028899,30.180137,7.455545,12.783705,0.019399,20.258649,
08/31/2012,1152.0,1220.0,3.0,2375.0,,58.0,,58.0,11.466109,12.142928,0.02986,23.638897,7.622072,8.071986,0.019849,15.713908,
