Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1995,0.433,-0.003,0.035,-0.083,,,-0.083,0.484,,,,0.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1995,-0.274,-0.515,0.047,0.104,,,0.104,0.09,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1995,1.4,0.984,0.051,0.091,,,0.091,0.114,,,,0.114,,,-0.014,,,,-0.014,,,,,,,,,,0.014,,,,,,,,,,,,,,,
12/31/1995,1.24,1.429,0.052,0.069,,,0.069,-0.151,,,,-0.151,,-0.04,-0.04,,,,-0.04,,,,,,,,,,0.0,,,,,,,,,,,,1.2,,,
03/31/1996,2.984,2.853,0.058,0.034,,,0.034,0.039,,,,0.039,,,-0.022,,,,-0.022,,,,,,,,,,0.022,,,,,,,,,,,,,,,
06/30/1996,5.359,3.617,0.116,1.333,,,1.333,0.293,,,,0.293,,,-0.319,,,,-0.319,,,,,,,,,,0.319,,,,,,,,,,,,,,,
09/30/1996,3.785,5.314,0.044,2.409,,,2.409,-3.982,,,,-3.982,,,-0.225,,,,-0.225,,,,,,,,,,0.225,,,,,,,,,,,,,,,
12/31/1996,10.08,6.917,0.158,1.386,,,1.386,1.619,,,,1.619,,-1.589,-1.589,,,,-1.589,,,,,,,,,,0.0,,,,,,,,,,,,8.491,,,
03/31/1997,12.295,7.493,0.258,0.792,,,0.792,3.753,,,,3.753,,-1.191,-1.691,0.0,,,-1.691,,,0.0,0.0,0.0,,,,,0.5,0.206,0.0,-0.025,,,,0.231,0.231,0.0,0.0,,11.31,,,
06/30/1997,81.074997,8.299,0.342,-20.636,,,-20.636,93.069,,,,93.069,,-19.412001,-0.706,0.0,,,-0.706,,,0.0,0.0,0.0,,,,,-18.706001,0.423,0.0,-0.024,,,,0.447,0.448,-0.001,0.0,,62.085999,,,
09/30/1997,-7.117,13.073,0.413,2.123,,,2.123,-22.726,,,,-22.726,,-16.469999,-1.068,0.0,,,-1.068,,,0.0,0.0,0.0,,,,,-15.401999,0.111,0.0,-0.026,,,,0.137,0.137,0.0,0.0,,-23.476999,,,
12/31/1997,11.432001,12.493002,0.699,12.055,,,12.055,-13.815002,,,,-13.815002,,-22.546,-2.639,0.0,,,-2.639,,,0.0,0.0,0.0,,,,,-19.906999,2.141,0.0,-0.007,,,,2.148,2.148,0.0,0.0,,-8.972001,,,
03/31/1998,14.517,12.277,1.586,9.093,,,9.093,-8.439,,,,-8.439,,-37.466,-4.184,0.0,,,-4.184,,,0.0,0.0,0.0,,,,,-33.282,1.884,0.0,0.035,,,,1.849,1.849,0.0,0.0,,-21.065001,0.0,0.0,
06/30/1998,11.967,9.621,2.495,12.447,,,12.447,-12.596,,,,-12.596,,20.936001,-2.791,0.0,,,-2.791,,,0.0,0.0,0.0,,,,,23.727001,0.893,0.0,-0.035,,,,0.896,0.896,0.0,0.032,,33.796001,0.0,0.0,
09/30/1998,33.915001,16.898001,6.91,12.207,,,12.207,-2.1,,,,-2.1,,-59.362999,-4.263,0.0,,,-4.263,,,0.0,0.0,0.0,,,,,-55.099999,5.754,0.0,0.0,,,,5.772,5.772,0.0,-0.018,,-19.694,0.0,0.0,
12/31/1998,58.918999,22.306,4.182,8.779,,,8.779,23.652,,,,23.652,,-71.258003,-0.182,0.0,,,-0.182,,,0.0,0.0,0.0,,,,,-71.076003,6.767,0.0,-0.031,,,,6.812,6.812,0.0,-0.014,,-5.572,,,
03/31/1999,36.403999,25.768,5.4,1.284,,,1.284,3.952,,,,3.952,,-55.043999,-2.691,0.0,,,-2.691,,,0.0,0.0,0.0,,,,,-52.352999,304.198008,0.0,292.443008,,,,11.755,11.755,0.0,0.0,,285.558014,,,
06/30/1999,35.176998,27.785,5.668,8.556,,,8.556,-6.832,,,,-6.832,,-221.240005,-3.353,0.0,,,-3.353,,,0.0,0.0,0.0,,,,,-217.887006,7.783,0.0,0.0,,,,7.867,7.867,0.0,-0.084,,-178.279999,,,
09/30/1999,124.606003,29.346001,7.626,100.903999,,,100.903999,-13.27,,,,-13.27,,-131.876007,-7.055,0.0,,,-7.055,,,0.0,0.0,0.0,,,,,-124.821007,23.966,0.0,0.0,,,,23.941,23.941,0.0,0.025,,16.695999,,,
12/31/1999,-12.166,34.044998,8.869,-31.724001,,,-31.724001,-23.356001,,,,-23.356001,,-49.384998,-13.214,0.0,,,-13.214,,,0.0,0.0,0.0,,,,,-36.170999,26.146999,0.0,-0.523,,,,26.802999,26.802999,0.0,-0.133,,-35.403999,,0.007,
03/31/2000,49.880001,38.544998,10.783,70.974998,,,70.974998,-70.422997,,,,-70.422997,,-39.212002,-8.67,0.0,,,-8.67,,,0.0,0.0,0.0,,,,,-30.542002,38.357999,0.0,-0.046,,,,38.403999,38.403999,0.0,0.0,,49.026001,,,
06/30/2000,66.863998,14.973,12.232,24.354,,,24.354,15.305,,,,15.305,,7.234,-10.547,0.0,,,-10.547,,,0.0,0.0,0.0,,,,,17.781,11.72,0.0,-0.003,,,,11.723,11.723,0.0,0.0,,85.818001,,,
09/30/2000,47.296001,21.617001,13.33,17.577999,,,17.577999,-5.229,,,,-5.229,,38.464001,-11.889,0.0,,,-11.889,,,0.0,0.0,0.0,,,,,50.353001,-114.312001,0.0,-0.011,,,,-114.301001,7.6,-121.901001,0.0,,-28.552,,,
12/31/2000,79.196999,19.377001,13.903,12.198,,,12.198,33.719002,,,,33.719002,,-8.262,-12.426,0.0,,,-12.426,,,0.0,0.0,0.0,,,,,4.164,-18.318001,0.0,0.06,,,,-23.188001,12.761,-35.949001,4.81,,52.617001,,0.023,
03/31/2001,56.875999,28.934999,12.744,28.389,,,28.389,-13.192,,,,-13.192,,-101.217003,-24.205999,0.0,,,-24.205999,,,0.0,0.0,0.0,,,,,-77.011003,-2.561001,0.0,0.0,,,,-4.704,25.164,-29.868,2.143,,-46.902,,,
06/30/2001,57.360001,22.893999,19.458,0.483,,,0.483,14.525,,,,14.525,,-156.369995,-8.214,0.0,,,-8.214,,,0.0,0.0,0.0,,,,,-148.155995,-13.852001,0.0,0.0,,,,-14.124001,14.598,-28.722,0.272,,-112.862,,,
09/30/2001,52.993,27.790001,22.056999,27.131001,,,27.131001,-23.985001,,,,-23.985001,,-84.799004,-7.437,0.0,,,-7.437,,,0.0,0.0,0.0,,,,,-77.362004,-21.229999,0.0,0.0,,,,-26.334999,66.537003,-92.872002,5.105,,-53.035999,,,
12/31/2001,62.613998,25.641001,25.329,16.312,,,16.312,-4.668,,,,-4.668,,-39.782001,-20.700001,0.0,,,-20.700001,,,0.0,0.0,0.0,,,,,-19.082001,-45.363999,0.0,-2.141,,,,-47.708999,11.051,-58.759998,4.486,,-22.532,,1.221,
03/31/2002,27.900999,26.688999,11.996,15.965,,,15.965,-26.749001,,,,-26.749001,,-28.629999,-8.218,0.0,,,-8.218,,,0.0,0.0,0.0,,,,,-20.411999,-54.393999,0.0,-5.075,,,,-50.878,1.727,-52.605,1.559,,-55.123001,,,
06/30/2002,32.880001,10.849,10.495,27.422001,,,27.422001,-15.886,,,,-15.886,,-14.182,-4.329,0.0,,,-4.329,,,0.0,0.0,0.0,,,,,-9.853,-9.967,0.0,0.0,,,,-9.962,2.106,-12.068,-0.005,,8.731,,,
09/30/2002,63.714001,16.815001,9.734,17.688999,,,17.688999,19.476,,,,19.476,,66.019997,-4.555,0.0,,,-4.555,,,0.0,0.0,0.0,,,,,70.574996,-105.475,0.0,-22.698,,,,-83.264,0.097,-83.361,0.487,,24.259001,,,
