Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,492.166992,8.177,0.422,7.755,76.445,,,200.906998,,,,,16.968,,,,,302.497009,177.686005,254.848999,-77.163002,0.0,11.984,,,,11.984,189.670005,,24.139999,24.139999,,,,39.595001,,,,,37.211998,,,37.211998,100.946999,62.509998,,,,12.49,,,,,12.49,74.999998,175.946997,0.0,29.427,,,0.0,,286.792999,316.219999,0.0,316.219999,492.166996,
06/30/1990,507.516998,9.97,3.341,6.629,79.292,,,206.313995,,,,,18.466,,,,,314.041992,180.378998,264.401001,-84.022003,0.0,13.096,,,,13.096,193.474998,,15.562,15.562,,,,44.783001,,,,,35.316002,,,35.316002,95.661003,65.359001,,,,12.765,,,,,12.765,78.124002,173.785005,0.0,29.785,,,0.0,,303.946991,333.731991,0.0,333.731991,507.516995,
09/30/1990,525.429016,9.616,2.338,7.278,82.949997,,,218.029007,,,,,15.357,,,,,325.951996,185.934006,277.684998,-91.750999,0.0,13.543,,,,13.543,199.477006,,20.018,20.018,,,,34.595001,,,,,35.617002,,,35.617002,90.230003,69.675003,,,,13.071,,,,,13.071,82.746003,172.976007,0.0,30.0,,,0.0,,322.453003,352.453003,0.0,352.453003,525.429009,
12/31/1990,546.190002,6.578,1.559,5.019,79.386002,,,232.981003,,,,,21.660999,,,,,340.605988,192.371994,290.725006,-98.352997,0.0,13.212,,,,13.212,205.583994,,33.794998,33.794998,,,,31.084999,,,,,27.987999,,,27.987999,92.867996,70.804001,,,,14.05,,,,,14.05,84.854001,177.721997,0.0,55.134998,,,0.0,,313.333008,368.468006,0.0,368.468006,546.190003,
03/31/1991,560.952026,2.786,1.596,1.19,98.379997,,,240.709,,,,,21.257,,,,,363.131989,186.231003,288.311005,-102.080002,0.0,11.589,,,,11.589,197.820003,,30.285,30.285,,,,35.952,,,,,36.374001,,,36.374001,102.611,63.866001,,,,13.867,,,,,13.867,77.733001,180.344001,0.0,55.749001,,,0.0,,324.859009,380.608009,0.0,380.608009,560.95201,
06/30/1991,552.754028,3.743,2.177,1.566,91.903999,,,246.141998,,,,,17.198999,,,,,358.988007,182.917999,288.484009,-105.566002,0.0,10.848,,,,10.848,193.765999,,26.368,26.368,,,,24.056999,,,,,31.546001,,,31.546001,81.971001,59.992001,,,,15.756,,,,,15.756,75.748,157.719001,0.0,55.951,,,0.0,,339.084015,395.035015,0.0,395.035015,552.754016,
09/30/1991,567.888,12.109,5.138,6.971,90.240997,,,252.242996,,,,,13.737,,,,,368.329987,187.044006,299.748993,-112.705002,0.0,12.514,,,,12.514,199.558006,,25.716,25.716,,,,16.1,,,,,31.304003,,,31.304003,73.120003,64.258003,,,,14.799,,,,,14.799,79.057003,152.177006,0.0,56.52,,,0.0,,359.19101,415.71101,0.0,415.71101,567.888016,
12/31/1991,596.513,28.118999,5.93,22.188999,83.737,,,261.738007,,,,,17.419001,,,,,391.013,191.690994,311.57901,-119.888,0.0,13.809,,,,13.809,205.499994,,27.493,27.493,,,,14.461,,,,,28.951998,,,28.951998,70.905998,69.275002,,,,15.379,,,,,15.379,84.654002,155.56,0.0,56.591999,,,0.0,,384.360992,440.952991,0.0,440.952991,596.512991,
03/31/1992,607.512024,33.217,6.617,26.6,101.68,,,251.908997,,,,,18.347,,,,,405.153015,189.481995,314.695007,-125.212997,0.0,12.877,,,,12.877,202.358994,,26.872,26.872,,,,14.517,,,,,38.862,,,38.862,80.250999,56.027,,,,15.543,,,,,15.543,71.570001,151.821,0.0,57.104,,,0.0,,398.587006,455.691006,0.0,455.691006,607.512006,
06/30/1992,613.585999,21.401,5.87,15.531,104.156998,,,261.036987,,,,,21.167,,,,,407.761993,192.432999,326.371002,-133.938004,0.0,13.391,,,,13.391,205.823998,,26.841,26.841,,,,14.62,,,,,39.921004,,,39.921004,81.382004,29.67,,,,17.410999,,,,,17.410999,47.080999,128.463003,0.0,57.216,,,0.0,,427.907013,485.123013,0.0,485.123013,613.586016,
09/30/1992,632.901001,34.695999,6.177,28.518999,103.238998,,,267.072998,,,,,19.575001,,,,,424.583008,193.322998,334.162994,-140.839996,0.0,14.995,,,,14.995,208.317998,,30.156,30.156,,,,10.539,,,,,40.542,,,40.542,81.237,19.614,,,,19.055,,,,,19.055,38.669001,119.906,0.0,57.227001,,,0.0,,455.768005,512.995007,0.0,512.995007,632.901007,
12/31/1992,615.789978,44.931999,7.59,37.341999,91.927002,,,260.144989,,,,,18.771999,,,,,415.776001,188.302994,329.402008,-141.098999,0.0,11.711,,,,11.711,200.013994,,32.459,32.459,,,,6.944,,,,,26.755997,,,26.755997,66.158997,18.737,,,,19.117001,,,,,19.117001,37.854001,104.012998,0.0,57.264,,,0.0,,454.513,511.777,0.0,511.777,615.789998,
03/31/1993,654.888,55.646998,7.38,48.266998,117.056999,,,264.033997,,,,,20.362,,,,,457.100006,186.727005,334.877991,-148.151001,0.0,11.061,,,,11.061,197.788005,,31.677999,31.677999,,,,6.145,,,,,44.218001,,,44.218001,82.041,19.363001,,,,29.356001,,,,,29.356001,48.719002,130.760002,0.0,58.601002,,,0.0,,465.527008,524.12801,0.0,524.12801,654.888012,
06/30/1993,705.994995,13.511,3.301,10.21,131.145996,,,283.014008,,,,,19.195999,,,,,446.867004,225.347,381.76001,-156.412994,0.0,33.780998,,,,33.780998,259.127998,,35.549999,35.549999,,,,41.313,,,,,33.482002,,,33.482002,110.345001,18.254,,,,33.855,,,,,33.855,52.108999,162.454,0.0,58.641998,,,0.0,,484.898987,543.540985,0.0,543.540985,705.994986,
09/30/1993,730.315002,11.627,1.326,10.301,126.195,,,297.431,,,,,17.16,,,,,452.412994,241.981995,406.539001,-164.557007,0.0,35.919998,,,,35.919998,277.901993,,35.535999,35.535999,,,,36.976002,,,,,32.387001,,,32.387001,104.899002,18.122,,,,35.507,,,,,35.507,53.629,158.528002,0.0,58.667999,,,0.0,,513.119019,571.787018,0.0,571.787018,730.31502,
12/31/1993,753.43103,10.252,0.989,9.263,113.439003,,,305.487,,,,,21.629,,,,,450.807007,257.321991,425.536011,-168.214005,0.0,45.301998,,,,45.301998,302.623989,,43.966999,43.966999,,,,37.702,,,,,29.688003,,,29.688003,111.357002,17.266001,,,,33.667999,,,,,33.667999,50.934,162.291002,0.0,58.688,,,0.0,,532.452026,591.140026,0.0,591.140026,753.431028,
03/31/1994,801.723999,13.73,5.608,8.122,134.145004,,,315.927002,,,,,22.177999,,,,,485.980011,271.292999,449.243988,-177.951004,0.0,44.451,,,,44.451,315.743999,,34.282001,34.282001,,,,50.493999,,,,,44.285004,,,44.285004,129.061005,16.379,,,,33.159,,,,,33.159,49.538,178.599005,0.0,59.75,,,0.0,,563.375,623.125,0.0,623.125,801.724005,
06/30/1994,843.06897,13.152,13.152,0.0,144.546997,,,332.033997,,,,,22.806,,,,,512.539001,284.375,473.54599,-189.171005,0.0,46.154999,,,,46.154999,330.529999,,47.046001,47.046001,,,,61.557999,,,,,32.726002,,,32.726002,141.330002,15.971,,,,32.558998,,,,,32.558998,48.529998,189.86,0.0,59.805,,,0.0,,593.403992,653.208992,0.0,653.208992,843.068992,
09/30/1994,851.36499,10.289,10.289,0.0,143.289993,,,335.156006,,,,,21.466,,,,,510.200989,295.355988,494.529999,-199.173996,0.0,45.807999,,,,45.807999,341.163986,,41.271,41.271,,,,45.768002,,,,,35.306999,,,35.306999,122.346001,14.991,,,,32.587002,,,,,32.587002,47.578002,169.924003,0.0,59.811001,,,0.0,,621.630005,681.441006,0.0,681.441006,851.365008,
12/31/1994,851.973022,9.745,2.297,7.448,134.893005,,,330.333008,,,,,27.374001,,,,,502.345001,302.688995,506.718994,-204.029999,0.0,46.938999,,,,46.938999,349.627994,,53.832001,53.832001,,,,19.320999,,,,,31.884003,,,31.884003,105.037003,14.478,,,,32.952999,,,,,32.952999,47.430999,152.468002,0.0,59.835999,,,0.0,,639.669006,699.505005,0.0,699.505005,851.973007,
03/31/1995,909.869995,20.042,6.316,13.726,162.630997,,,344.737,,,,,27.131001,,,,,554.541016,308.372986,524.427002,-216.054001,0.0,46.956001,,,,46.956001,355.328987,,49.088001,49.088001,,,,10.212,,,,,62.047998,,,62.047998,121.348,14.55,,,,34.144001,,,,,34.144001,48.694001,170.042001,0.0,60.438,,,0.0,,679.390015,739.828014,0.0,739.828014,909.870015,
06/30/1995,919.734985,19.341999,19.341999,0.0,161.875,,,351.157013,,,,,29.184999,,,,,561.559021,313.10199,541.075989,-227.973999,0.0,45.074001,,,,45.074001,358.175991,,42.761002,42.761002,,,,2.856,,,,,49.954997,,,49.954997,95.571999,14.344,,,,38.575001,,,,,38.575001,52.919001,148.490999,0.0,60.528,,,0.0,,710.716003,771.244003,0.0,771.244003,919.735003,
09/30/1995,953.487976,57.543999,57.543999,0.0,162.854996,,,338.574005,,,,,31.849001,,,,,590.822021,313.983002,548.721985,-234.738998,0.0,48.682999,,,,48.682999,362.666,,43.544998,43.544998,,,,8.09,,,,,50.672001,,,50.672001,102.306999,14.084,,,,39.060001,,,,,39.060001,53.144001,155.451,0.0,60.794998,,,0.0,,737.242004,798.037003,0.0,798.037003,953.488003,
12/31/1995,985.187988,83.969002,83.969002,0.0,144.660995,,,346.388,,,,,34.983002,,,,,610.000977,327.92099,572.570007,-244.649002,0.0,47.265999,,,,47.265999,375.186989,,57.087002,57.087002,,,,7.765,,,,,43.159,,,43.159,108.011002,13.834,,,,38.609001,,,,,38.609001,52.443001,160.454003,0.0,61.332001,,,0.0,,763.401978,824.733979,0.0,824.733979,985.187982,
03/31/1996,1027.265015,94.527,94.527,0.0,167.222,,,345.69101,,,,,38.469002,,,,,645.908997,328.829987,582.684998,-253.854996,0.0,52.526001,,,,52.526001,381.355988,,43.000999,43.000999,,,,5.524,,,,,63.910997,,,63.910997,112.435997,14.424,,,,44.299999,,,,,44.299999,58.723999,171.159996,0.0,64.343002,,,0.0,,791.762024,856.105026,0.0,856.105026,1027.265022,
06/30/1996,1035.006958,86.328003,86.328003,0.0,170.604004,,,346.246002,,,,,37.365002,,,,,640.54303,337.785004,599.809998,-262.024994,0.0,56.679001,,,,56.679001,394.464005,,43.757,43.757,,,,2.885,,,,,48.344,,,48.344,94.986,14.03,,,,43.284,,,,,43.284,57.314,152.3,0.0,64.781998,,,0.0,,817.924988,882.706985,0.0,882.706985,1035.006986,
09/30/1996,1061.057007,96.482002,96.482002,0.0,173.705994,,,352.630005,,,,,34.097,,,,,656.914978,353.114014,626.041016,-272.927002,0.0,51.028,,,,51.028,404.142014,,46.424,46.424,,,,2.671,,,,,42.848001,,,42.848001,91.943001,13.448,,,,42.784,,,,,42.784,56.232,148.175001,0.0,65.341003,,,0.0,,847.541016,912.882019,0.0,912.882019,1061.05702,
12/31/1996,1099.958008,103.684998,103.684998,0.0,165.511002,,,362.783997,,,,,34.657001,,,,,666.637024,379.095001,659.41803,-280.322998,0.0,54.226002,,,,54.226002,433.321003,,60.881001,60.881001,,,,12.069,,,,,37.367,,,37.367,110.317001,3.787,,,,43.580002,,,,,43.580002,47.367002,157.684003,0.0,117.045998,,,0.0,,825.228027,942.274025,0.0,942.274025,1099.958028,
03/31/1997,1119.11499,94.265999,94.265999,0.0,196.630005,,,359.102997,,,,,39.951,,,,,689.950012,377.829987,664.476013,-286.645996,0.0,51.334999,,,,51.334999,429.164986,,48.008999,48.008999,,,,6.242,,,,,52.466004,,,52.466004,106.717003,4.174,,,,45.171001,,,,,45.171001,49.345001,156.062004,0.0,118.578003,,,0.0,,844.474976,963.052979,0.0,963.052979,1119.114983,
06/30/1997,1153.609009,37.153999,37.153999,0.0,199.410004,,,386.105988,,,,,35.179001,,,,,657.848999,400.53299,698.611023,-298.078003,0.0,95.226997,,,,95.226997,495.759987,,50.622002,50.622002,,,,3.507,,,,,42.973995,,,42.973995,97.102997,3.458,,,,56.875,,,,,56.875,60.333,157.435997,0.0,120.737999,,,0.0,,875.434998,996.172997,0.0,996.172997,1153.608993,
09/30/1997,1209.30603,44.771999,44.771999,0.0,215.160004,,,402.140015,,,,,33.713001,,,,,695.784973,413.522003,722.356995,-308.834991,0.0,99.999001,,,,99.999001,513.521004,,56.872002,56.872002,,,,10.091,,,,,47.726002,,,47.726002,114.689003,0.551,,,,60.534,,,,,60.534,61.085,175.774003,0.0,122.934998,,,0.0,,910.596985,1033.531982,0.0,1033.531982,1209.305986,
12/31/1997,1243.822021,46.228001,46.228001,0.0,186.847,,,420.80899,,,,,52.790001,,,,,706.674011,438.877991,756.583984,-317.705994,0.0,98.269997,,,,98.269997,537.147987,,53.257,53.257,,,,7.4,,,,,58.821996,,,58.821996,119.478996,0.552,,,,63.457001,,,,,63.457001,64.009001,183.487997,0.0,124.544998,,,0.0,,935.789001,1060.334,0.0,1060.334,1243.821997,
03/31/1998,1293.380981,44.417999,44.417999,0.0,225.093994,,,427.153992,,,,,47.938,,,,,744.604004,451.957977,780.278992,-328.321014,0.0,96.819,,,,96.819,548.776978,,55.444,55.444,,,,7.259888,,,,,72.657104,,,72.657104,135.360992,1.044,,,,63.341999,,,,,63.341999,64.385999,199.746992,0.0,127.775002,,,0.0,,965.859009,1093.63401,0.0,1093.63401,1293.381002,
06/30/1998,1311.572021,18.559999,18.559999,0.0,229.597,,,439.968994,,,,,45.528,,,,,733.653992,473.86203,814.585022,-340.722992,0.0,104.056,,,,104.056,577.91803,,50.987999,50.987999,,,,7.03,,,,,58.841002,,,58.841002,116.859001,1.02,,,,62.783001,,,,,62.783001,63.803001,180.662002,0.0,129.501007,,,0.0,,1001.408997,1130.910004,0.0,1130.910004,1311.572006,
09/30/1998,1370.814941,25.077,25.077,0.0,243.998993,,,456.604004,,,,,39.062,,,,,764.742004,496.345001,856.86499,-360.519989,0.0,109.727997,,,,109.727997,606.072998,,48.060001,48.060001,,,,4.673,,,,,67.255997,,,67.255997,119.988998,1.02,,,,63.363998,,,,,63.363998,64.383998,184.372997,0.0,129.634003,,,0.0,,1056.807983,1186.441986,0.0,1186.441986,1370.814983,
12/31/1998,1432.834961,24.344999,24.344999,0.0,229.485992,,,464.035004,,,,,54.814999,,,,,772.68103,518.739014,891.664978,-372.925995,0.0,141.414993,,,,141.414993,660.154007,,63.52,63.52,,,,30.643,,,,,48.208994,,,48.208994,142.371994,0.415,,,,73.667999,,,,,73.667999,74.082999,216.454993,0.0,129.860992,,,0.0,,1086.519043,1216.380035,0.0,1216.380035,1432.835029,
03/31/1999,1475.168945,51.386002,51.386002,0.0,255.621994,255.621994,,459.553009,59.723,25.381001,374.449005,,56.175999,,,,,822.737,520.263977,903.526001,-383.261993,0.0,132.167999,112.223999,112.223999,0.0,19.944,652.431976,,56.495998,56.495998,,,,39.148998,,,,,79.793999,,,79.793999,175.438995,0.785,,,,60.678001,,,,,60.678001,61.463001,236.901997,0.0,133.550995,,,0.0,1134.089966,-29.374023,1238.266937,0.0,1238.266937,1475.168934,
06/30/1999,1445.557,31.423,31.423,0.0,251.123,251.123,,455.111,60.263,27.135,367.713,,58.456,,,,,796.113,523.0313,918.506,-395.473,0.0,126.411,105.843,105.843,0.0,20.568,649.4423,,48.309,48.309,,,,3.787,,,,,66.563,,,66.563,118.659,0.358,,,,58.791,,,,,58.791,59.149,177.808,0.0,134.055,,,0.0,1172.08,-38.386,1267.749,0.0,1267.749,1445.557,
09/30/1999,1513.83,90.821,90.821,0.0,252.941,252.941,,462.613,61.281,29.347,371.985,0.0,51.209,,,,,857.584,532.416,945.646,-413.23,0.0,123.83,105.43,105.43,0.0,18.4,656.246,,50.67,50.67,,,,8.726,,,,,78.377,,,78.377,137.773,0.362,,,,59.247,,,,,59.247,59.609,197.382,0.0,136.324,,,0.0,1209.012,-28.888,1316.448,0.0,1316.448,1513.83,
