Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,P/Free Cash Flow,Price/Share,Market Cap,Market Cap / Deposits,Enterprise Value,EV/Total Revenues,EV/EBITDA,Source: Bloomberg
09/30/2014,8.799283,8.56222,8.86729,7.511187,2.05904,2.395987,1.424225,2.159641,24.55,20468.92066,0.626172,31839.92066,2.552912,7.511187,
12/31/2014,10.625,8.141813,8.981896,7.442346,2.367293,2.752996,1.765446,2.704864,29.75,24804.496523,0.709612,40436.496523,3.177221,8.981896,
03/31/2015,11.367041,9.239066,9.696763,8.318089,2.292928,2.655273,1.847687,2.895541,30.35,25304.755276,0.724027,38146.755276,2.950252,8.318089,
06/30/2015,12.426415,8.603057,8.854418,8.210823,2.371384,2.730841,2.048932,3.192039,32.93,27455.880232,0.726884,40526.880232,3.072779,8.51584,
09/30/2015,11.856061,8.553089,9.051941,7.865424,2.146628,2.470766,1.941171,4.886993,31.3,26098.700152,0.64365,37708.700152,2.804455,7.865811,
12/31/2015,11.475472,7.87022,8.331957,7.554485,2.011799,2.314837,1.861878,4.100709,30.41,25356.719819,0.584701,37310.719819,2.739407,7.708826,
03/31/2016,10.654275,7.23963,7.657127,6.454746,1.809874,2.068517,1.709324,3.97042,28.66,23897.579207,0.531329,31873.579207,2.279778,6.454755,
06/30/2016,9.648855,6.530185,7.010886,5.560223,1.537114,1.747763,1.475921,3.411956,25.28,21081.515271,0.454079,28589.515271,2.001787,5.845331,
09/30/2016,10.526316,6.214054,6.377293,5.81805,1.653172,1.879259,1.587018,3.49097,28.0,23113.0032,0.463977,29692.0032,2.02179,5.973044,
12/31/2016,13.383764,6.649925,8.093239,5.747256,2.08829,2.365007,1.988002,4.616665,36.27,29645.368937,0.569501,40471.368937,2.676324,8.034816,
03/31/2017,13.091603,7.98026,8.365281,7.419328,1.936267,2.216868,1.820663,4.354161,34.3,27810.606183,0.538913,36612.606184,2.359668,7.455224,
06/30/2017,11.25283,6.686106,7.389185,6.168571,1.654798,1.889164,1.526621,3.611656,29.82,23716.562515,0.448455,32405.562515,2.032334,6.52943,
09/30/2017,11.851145,6.554694,6.749044,6.217908,1.687213,1.92256,1.527845,3.319856,31.05,24299.234753,0.446234,30283.234753,1.849471,6.137664,
12/31/2017,14.760952,6.66784,7.931749,6.151818,2.090081,2.38116,1.83824,3.565499,38.61,29750.218628,0.526664,38947.218628,2.332867,7.83804,
03/31/2018,11.824303,7.620408,8.183741,6.532814,1.775714,2.025598,1.542863,2.911573,33.53,25492.152523,0.45063,33463.152523,1.967495,6.53322,
06/30/2018,10.611361,6.61961,6.878721,5.845766,1.723713,1.982456,1.493083,2.724589,33.38,24921.449418,0.422319,30967.449418,1.798551,5.794807,
09/30/2018,9.261894,5.586026,6.310208,5.142487,1.595993,1.882322,1.330691,2.463194,31.08,22337.516621,0.35845,34010.516621,1.925196,6.18598,
12/31/2018,6.256,5.694359,6.404511,5.021333,1.148799,1.347134,0.952316,1.858234,23.46,16862.076709,0.263392,31462.076709,1.723666,5.409573,
03/31/2019,7.120536,6.176893,6.575914,4.780107,1.49391,1.775814,1.232339,2.388047,31.9,21973.92212,0.343021,30901.92212,1.642671,4.678565,
06/30/2019,7.222917,4.89556,5.029449,4.730915,1.573982,1.864082,1.269241,2.596111,34.67,23191.045352,0.35328,32680.045352,1.684278,4.663914,
09/30/2019,6.209472,4.624935,4.904585,4.142288,1.473754,1.732076,1.194542,2.554464,34.09,22283.163039,0.337767,31185.163039,1.58204,4.098457,
12/31/2019,6.43736,4.226709,4.376691,3.907743,1.546901,1.849059,1.23899,2.67786,36.01,22179.4653,0.340416,30648.4653,1.574866,4.06209,
03/31/2020,3.588388,3.529583,4.241662,2.163221,0.836383,1.050393,0.543518,1.262219,16.09,9384.213242,0.145233,13678.213242,0.716625,2.126919,
06/30/2020,6.707209,2.437078,3.106551,1.93167,1.160203,1.452566,0.757214,1.588463,22.16,12935.102284,0.201645,13410.102284,0.737467,2.570462,
09/13/2020,7.80590770551945,,,,1.35025425114236,1.69050922470366,0.881251983768409,1.84866764445948,25.79,15055.04173369,0.234692301142514,15530.04173369,0.854049809375825,2.97681459338509,
09/30/2020,12.0177073625349,,,,1.32773887973641,,1.24398065427498,,,,,,1.28322933119639,,
12/31/2020,10.4328478964401,,,,1.39067133998382,,1.21555005121363,,,,,,1.25390171775919,,
