Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
04/29/1989,153.906006,,-108.957001,,44.949005,,-38.419998,,,,6.529,-0.856,,0.995,,0.0,-0.139,5.673,-2.269,3.404,0.0,,,3.404,0.0,3.404,0.0,,3.404,3.404,,791.903992,0.004375,0.004375,,791.903992,0.004375,0.004375,0.004375,
07/29/1989,173.895004,,-116.93,,56.965004,,-43.493,,,,13.472,-1.603,,1.761,,0.0,-0.158,11.869,-4.748,7.121,0.0,,,7.121,0.0,7.121,0.0,,7.121,7.121,,763.104004,0.009375,0.009375,,763.104004,0.009375,0.009375,0.009375,
10/28/1989,175.257996,,-124.963997,,50.293999,,-41.689999,,,,8.604,-2.01,,2.144,,0.0,-0.134,6.594,-2.396,4.198,0.0,,,4.198,0.0,4.198,0.0,,4.198,4.198,,756.992004,0.005625,0.005625,,756.992004,0.005625,0.005625,0.005625,
02/03/1990,230.410004,,-157.936996,,72.473007,,-47.812,,,,24.660999,-1.544,,1.808,,0.0,-0.264,23.116999,-8.0,15.117,0.0,,,15.116999,0.0,15.117,0.0,,15.117,15.117,,732.463989,0.02,0.02,,732.463989,0.02,0.02,0.02,
05/05/1990,169.671997,,-122.066002,,47.605995,,-43.452,,,,4.154,-1.563,,1.688,,0.0,-0.125,2.591,-1.023,1.568,0.0,,,1.568,0.0,1.568,0.0,,1.568,1.568,,748.671997,0.002188,0.002188,,748.671997,0.002188,0.002188,0.002188,
08/04/1990,191.865997,,-132.235001,,59.630997,,-49.439999,,,,10.191,-2.097,,2.217,,0.0,-0.12,8.094,-3.08,5.014,0.0,,,5.014,0.0,5.014,0.0,,5.014,5.014,,747.64801,0.006562,0.006562,,747.64801,0.006562,0.006562,0.006562,
11/03/1990,185.141998,,-135.526993,,49.615005,,-47.236,,,,2.379,-2.072,,2.176,,0.0,-0.104,0.307,-0.101,0.206,0.0,,,0.206,0.0,0.206,0.0,,0.206,0.206,,737.536011,0.000312,0.000312,,737.536011,0.000312,0.000312,0.000312,
02/02/1991,251.669998,,-179.067993,,72.602005,,-56.650002,,,,15.952,-1.725,,1.906,,0.0,-0.181,14.227,-4.37,9.857,0.0,,,9.857,0.0,9.857,0.0,,9.857,9.857,,737.872009,0.01375,0.01375,,737.872009,0.01375,0.01375,0.01375,
05/04/1991,198.641006,,-144.785004,,53.856003,,-48.785,,,,5.071,-1.756,,1.821,,0.0,-0.065,3.315,-1.293,2.022,0.0,,,2.022,0.0,2.022,0.0,,2.022,2.022,,753.088013,0.002813,0.002813,,753.088013,0.002813,0.002813,0.002813,
08/03/1991,231.201004,,-157.880005,,73.320999,,-57.297001,,,,16.024,-1.696,,1.766,,0.0,-0.07,14.328,-5.588,8.74,0.0,,,8.74,0.0,8.74,0.0,,8.74,8.74,,783.872009,0.01125,0.01125,,783.872009,0.01125,0.01125,0.01125,
11/02/1991,215.404999,,-154.595993,,60.809006,,-53.837002,,,,6.972,-1.574,,1.628,,0.0,-0.054,5.398,-2.105,3.293,0.0,,,3.293,0.0,3.293,0.0,,3.293,3.293,,797.76001,0.004062,0.004062,,797.76001,0.004062,0.004062,0.004062,
02/01/1992,281.130005,,-199.242996,,81.887009,,-59.417999,,,,22.469,-0.074,,0.18,,0.0,-0.106,22.395,-8.734,13.661,0.0,,,13.661,0.0,13.661,0.0,,13.661,13.661,,777.247986,0.016875,0.016875,,777.247986,0.016875,0.016875,0.016875,
05/02/1992,221.020004,,-159.259995,,61.76001,,-55.382999,,,,6.377,-0.954,,1.021,,0.0,-0.067,5.423,-2.169,3.254,0.0,,,3.254,0.0,3.254,0.0,,3.254,3.254,,822.367981,0.004062,0.004062,,822.367981,0.004062,0.004062,0.004062,
08/01/1992,253.891006,,-178.182999,,75.708008,,-58.601002,,,,17.107,-0.967,,1.026,,0.0,-0.059,16.14,-6.456,9.684,0.0,,,9.684,0.0,9.684,0.0,,9.684,9.684,,816.927979,0.011875,0.011875,,816.927979,0.011875,0.011875,0.011875,
10/31/1992,246.878006,,-176.809998,,70.068008,,-61.269001,,,,8.799,-0.593,,0.643,,0.0,-0.05,8.206,-3.282,4.924,0.0,,,4.924,0.0,4.924,0.0,,4.924,4.924,,819.487976,0.005937,0.005937,,819.487976,0.005937,0.005937,0.005937,
01/30/1993,321.27301,,-228.496002,,92.777008,,-65.554001,,,,27.223,-0.285,,0.381,,0.0,-0.096,26.938,-10.776,16.162001,0.0,,,16.162,0.0,16.162001,0.0,,16.162001,16.162001,,807.984009,0.019375,0.019375,,807.984009,0.019375,0.019375,0.019375,
05/01/1993,239.552002,,-172.184006,,67.367996,,-60.743999,,,,6.624,-0.634,,0.634,,0.0,,5.99,-2.396,3.594,0.0,,,3.594,0.0,3.594,0.0,,3.594,3.594,,838.271973,0.004375,0.004375,,838.271973,0.004375,0.004375,0.004375,
07/31/1993,275.964996,,-200.919998,,75.044998,,-60.673,,,,14.372,-0.784,,0.784,,0.0,,13.588,-5.435,8.153,0.0,,,8.153,0.0,8.153,0.0,,8.153,8.153,,831.455994,0.009688,0.009688,,831.455994,0.009688,0.009688,0.009688,
10/30/1993,262.243988,,-190.746002,,71.497986,,-62.889999,,,,8.608,-0.631,,0.631,,0.0,,7.977,-3.191,4.786,0.0,,,4.786,0.0,4.786,0.0,,4.786,4.786,,816.512024,0.005937,0.005937,,816.512024,0.005937,0.005937,0.005937,
01/29/1994,344.272003,,-250.895004,,93.376999,,-71.790001,,,,21.587,-0.269,,0.269,,0.0,0.0,21.318,-8.527,12.791,0.0,,,12.790999,0.0,12.791,0.0,,12.791,12.791,,805.280029,0.015937,0.015937,,805.280029,0.015937,0.015937,0.015937,
04/30/1994,264.207001,,-191.585999,,72.621002,,-64.733002,,,,7.888,-0.541,,0.541,,0.0,,7.347,-2.939,4.408,0.0,,,4.408,0.0,4.408,0.0,,4.408,4.408,,799.872009,0.005625,0.005625,,799.872009,0.005625,0.005625,0.005625,
07/30/1994,312.29599,,-225.951004,,86.344986,,-70.626999,,,,15.718,-0.973,,0.973,,0.0,,14.745,-5.898,8.847,0.0,,,8.847001,0.0,8.847,0.0,,8.847,8.847,,792.383972,0.01125,0.01125,,792.864014,0.01125,0.01125,0.01125,
10/29/1994,294.959991,,-214.910004,,80.049988,,-70.752998,,,,9.297,9.178,,1.234,,0.0,-10.412,18.475,-7.39,11.085,0.0,,,11.085,0.0,11.085,0.0,,11.085,11.085,,786.23999,0.014062,0.014062,,786.23999,0.014062,0.014062,0.014062,
01/28/1995,391.080994,,-287.817993,,103.263,,-81.681,,,,21.582001,-0.78,,0.78,,0.0,0.0,20.802001,-8.321,12.481,0.0,,,12.481001,0.0,12.481,0.0,,12.481,12.481,,783.903992,0.015937,0.015937,,783.903992,0.015937,0.015937,0.015937,
04/29/1995,297.434998,,-218.617996,,78.817001,,-71.344002,,,,7.473,-1.029,,1.029,,0.0,0.0,6.444,-2.578,3.866,0.0,,,3.866,0.0,3.866,0.0,,3.866,3.866,,788.895996,0.005,0.005,,788.895996,0.005,0.005,0.005,
07/29/1995,351.201996,,-254.229996,,96.972,,-78.793999,,,,18.177999,-0.951,,0.951,,0.0,0.0,17.227,-6.891,10.336,0.0,,,10.336,0.0,10.336,0.0,,10.336,10.336,,789.952026,0.013125,0.013125,,789.952026,0.013125,0.013125,0.013125,
10/28/1995,330.682007,,-237.554993,,93.127014,,-79.468002,,,,13.659,-0.473,,0.473,,0.0,0.0,13.186,-5.277,7.909,0.0,,,7.909,0.0,7.909,0.0,,7.909,7.909,,795.616028,0.01,0.01,0.01,795.616028,0.01,0.01,0.01,
02/03/1996,447.078003,,-321.052002,,126.026001,,-90.477997,,,,35.548,-0.284,,0.284,,0.0,0.0,35.264,-14.103,21.160999,0.0,,,21.161001,0.0,21.160999,0.0,,21.160999,21.160999,,796.640015,0.026563,0.026563,,796.640015,0.026563,0.026563,0.026563,
