Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1997,1196.901978,142.080997,108.586998,33.493999,117.061996,,,145.557007,,,,,39.060001,,,,,443.76001,368.800995,,,29.028999,,,355.312012,,,,355.312012,753.142006,,16.104,16.104,,,,0.683,,,,,88.639002,,,88.639002,105.426003,118.182999,,,,6.61,,,6.61,124.792999,230.219001,0,,,,0.0,,966.682983,966.682983,0.0,966.682983,1196.901985,
12/31/1997,1203.05603,101.57,66.276001,35.293999,116.056,,,137.707993,,,,,50.188999,,,,,405.52301,365.337006,472.720001,-107.383003,126.275002,,,305.92099,,,,305.92099,797.532998,,18.409,18.409,,,,0.887,,,,,78.239004,,,78.239004,97.535004,117.977997,,,,6.667,,,6.667,124.644997,222.180001,0,,,,0.0,,980.875977,980.875977,0.0,980.875977,1203.055978,
03/31/1998,1238.369019,120.575996,83.464996,37.111,120.109001,,,133.115005,,,,,55.758999,,,,,429.55899,366.101013,,,133.488007,,,309.221008,,,,309.221008,808.810028,,16.975,16.975,,,,2.099,,,,,78.657002,,,78.657002,97.731003,117.233002,,,,6.694,,,6.694,123.927001,221.658004,0,,,,0.0,,1016.710999,1016.710999,0.0,1016.710999,1238.369003,
06/30/1998,1518.505981,311.698009,276.76001,34.938,134.645004,,,133.488998,49.257999,28.566,55.665001,,52.525002,,,,,632.356995,381.787994,,,159.490005,,,344.871002,245.671997,,,99.199005,886.149002,,16.882,16.882,,,,20.796,,,,,88.357004,,,88.357004,126.035004,335.166992,,,,8.017,,,8.017,343.183992,469.218996,0,,,,0.0,,1049.286987,1049.286987,0.0,1049.286987,1518.505983,
09/30/1998,1575.380005,187.393997,55.169998,132.223999,142.878006,,,103.442001,52.282001,19.941,31.219,,54.917,,,,,488.631012,379.61499,,,394.506989,,,312.627014,242.781006,,,69.846008,1086.748993,,15.697,15.697,,,,20.962999,,,,,105.946004,,,105.946004,142.606003,355.291992,,,,10.568,,,10.568,365.859992,508.465995,0,,,,0.0,,1066.91394,1066.91394,0.0,1066.91394,1575.379935,
12/31/1998,1410.390991,274.433006,100.012001,174.421005,137.615005,,,85.162003,29.497,23.358999,32.306,0.0,72.773003,,,,,569.982971,362.743011,503.743011,-141.0,281.664001,,,196.001007,85.850998,,,110.150009,840.408019,,22.323999,22.323999,,,,82.568001,,,,,83.406004,,,83.406004,188.298004,274.645996,,,,7.48,,,7.48,282.125996,470.424,0,,,,0.0,,939.96698,939.96698,0.0,939.96698,1410.39098,
03/31/1999,1688.984985,309.335999,61.667999,247.667999,156.460999,156.460999,,107.910004,37.813999,44.053001,26.042999,,79.318001,,,,,653.025024,374.294006,,,340.290009,,,321.376007,259.93399,,,61.442017,1035.960022,,21.513,21.513,,,,83.157997,,,,,99.256004,,,99.256004,203.927002,274.882996,,,,8.072,,,8.072,282.954995,486.881997,0,,,,0.0,,1202.103027,1202.103027,0.0,1202.103027,1688.985024,
06/30/1999,1300.220947,338.356003,87.427002,250.929001,140.285004,140.285004,,80.261002,27.506001,34.169998,18.584999,0.0,77.317001,,,,,636.218994,359.080994,,,172.296005,,,132.625,81.129997,,,51.495003,664.001999,,15.753,15.753,,,,83.334,,,,,93.802008,,,93.802008,192.889008,274.178986,,,,1.649,,,1.649,275.827986,468.716993,0,,,,0.0,,831.504028,831.504028,0.0,831.504028,1300.221022,
09/30/1999,1399.020996,424.337006,203.636002,220.701004,131.893005,131.893005,,83.699997,27.834,43.490002,12.376,0.0,77.278999,,,,,717.208984,363.436005,,,105.759003,,,212.617004,78.502998,,,134.114006,681.812012,,11.465,11.465,,,,83.610001,,,,,107.734997,,,107.734997,202.809998,272.398987,,,,1.852,,,1.852,274.250987,477.060984,0,,,,0.0,,921.960022,921.960022,0.0,921.960022,1399.021006,
12/31/1999,1399.583008,308.763008,94.523003,214.240005,141.949005,,,84.384003,24.056999,40.591999,19.735001,0.0,69.709,,,,,604.804993,362.548004,541.036011,-178.488007,205.141998,,,227.087997,75.370003,41.5,33.870003,151.717995,794.778,,23.229,23.229,,,,0.08,,,,,93.935003,,,93.935003,117.244003,272.622009,,,,2.103,,,2.103,274.725009,391.969012,0,,,,0.0,,1007.614014,1007.614014,0.0,1007.614014,1399.583026,
03/31/2000,1530.974976,264.860001,77.209,187.651001,138.084,138.084,,79.474998,22.674,39.252998,17.548,,72.858002,,,,,555.276978,365.92099,,,295.769989,,,314.006989,73.160004,,,240.846985,975.697968,,16.035,16.035,,,,0.539,,,,,105.963003,,,105.963003,122.537003,272.988007,272.885007,0.103,0.103,2.11,,,2.11,275.098006,397.635009,0,,,,0.0,,1133.339966,1133.339966,0.0,1133.339966,1530.974975,
06/30/2000,1526.857056,273.124001,154.473999,118.650002,153.783005,,,86.138,28.521999,37.666,19.950001,0.0,77.662003,,,,,590.70697,375.449005,,,312.852997,,,247.848007,71.177002,,,176.671005,936.150009,,16.278,16.278,,,,0.887,,,,,103.998002,,,103.998002,121.163002,273.222992,,,,2.737,,,2.737,275.959992,397.122994,0,,,,0.0,,1129.734009,1129.734009,0.0,1129.734009,1526.857003,
09/30/2000,1709.225952,276.603996,176.315994,100.288002,157.931,,,83.621002,23.77,38.917999,20.933001,0.0,82.754997,,,,,600.911011,380.473999,,,415.300995,,,312.540009,68.938004,,,243.602005,1108.315002,,17.648001,17.648001,,,,0.023,,,,,136.588002,,,136.588002,154.259003,273.47699,,,,11.586,,,11.586,285.06299,439.321993,0,,,,0.0,,1269.904053,1269.904053,0.0,1269.904053,1709.226046,
12/31/2000,2499.052979,232.485001,135.841003,96.643997,165.910995,,,108.766998,30.275,47.880001,30.612,0.0,98.153,,,,,605.315979,446.759003,663.89801,-217.139008,298.841003,,,1148.136963,977.146973,,,170.98999,1893.736969,,20.091,20.091,,,,1.448,,,,,145.043993,,,145.043993,166.582993,454.235992,,,,127.954002,,,127.954002,582.189995,748.772987,0,,,,0.0,,1750.280029,1750.280029,0.0,1750.280029,2499.053017,
03/31/2001,2493.375977,285.553993,162.996994,122.556999,171.453003,,,107.976997,35.716,42.111,30.15,0.0,94.726997,,,,,659.710999,455.338013,,,289.475006,,,1088.852051,959.094971,,,129.75708,1833.66507,,20.339001,20.339001,,,,1.448,,,,,128.043001,,,128.043001,149.830002,453.687012,,,,112.508003,,,112.508003,566.195015,716.025017,0,,,,-0.901,,1778.251952,1777.350952,0.0,1777.350952,2493.375969,
06/30/2001,3054.927002,498.937996,400.141998,98.795998,191.212997,,,108.331001,35.452999,55.466999,17.410999,0.0,127.292,,,,,925.773987,495.381989,,,456.036011,,,1177.734985,1000.223022,,,177.511963,2129.152985,,22.150999,22.150999,,,,1.449,,,,,152.097007,,,152.097007,175.697006,628.695984,,,,134.014999,,,134.014999,762.710983,938.40799,0,,,,-0.901,,2117.420043,2116.519043,0.0,2116.519043,3054.927032,
09/30/2001,3131.728027,284.292007,170.710007,113.582001,194.537994,,,116.711998,36.217999,59.936001,20.558001,0.0,129.934006,,,,,725.476013,537.702026,,,746.583008,,,1121.967041,998.45697,,,123.510071,2406.252075,,29.077,29.077,,,,7.171,,,,,158.287996,,,158.287996,194.535995,600.109985,,,,98.213997,,,98.213997,698.323982,892.859978,0,,,,-0.901,,2239.76892,2238.86792,0.0,2238.86792,3131.727898,
12/31/2001,3225.253906,233.734009,167.253006,66.481003,220.526993,,,127.863998,39.285,53.408001,35.171001,0.0,138.766998,,,,,720.892029,581.401001,835.473022,-254.072006,807.765991,,,1115.194946,981.468018,494.660004,486.808014,133.726929,2504.361938,,40.025002,40.025002,,,,6.841,,,,,195.835002,,,195.835002,242.701004,600.085022,,,,102.115997,,,102.115997,702.201019,944.902023,0,,,,0.0,,2280.352051,2280.352051,0.0,2280.352051,3225.254074,
03/31/2002,3236.540039,348.004997,264.662994,83.342003,214.565002,,,133.147995,33.771,48.213001,51.164001,0.0,139.029999,,,,,834.747986,609.275024,,,779.226013,,,1013.291016,972.544006,491.683014,480.860992,40.747009,2401.792053,,25.33,25.33,,,,6.428,,,,,197.673,,,197.673,229.431,600.044983,,,,80.791,,,80.791,680.835983,910.266983,0,,,,0.0,,2326.272949,2326.272949,0.0,2326.272949,3236.539932,
06/30/2002,3348.855957,332.31501,256.432007,75.883003,258.975006,,,149.369003,30.726,73.099998,45.542999,0.0,148.313004,,,,,888.971985,663.219971,,,801.143982,,,995.52002,963.247986,492.395996,470.85199,32.272034,2459.883972,,26.927,26.927,,,,6.088,,,,,217.673995,,,217.673995,250.688995,600.044006,,,,66.271004,,,66.271004,666.31501,917.004005,0,,,,0.0,,2431.852051,2431.852051,0.0,2431.852051,3348.856056,
09/30/2002,3418.299072,398.787994,346.567993,52.220001,243.403,,,161.410004,29.848,76.043999,55.518002,0.0,148.205002,,,,,951.80603,704.578979,,,780.026001,,,981.888,954.051025,492.391998,461.659027,27.836975,2466.492981,,29.351999,29.351999,,,,1.682,,,,,239.899015,,,239.899015,270.933014,600.039978,,,,55.433998,,,55.433998,655.473976,926.40699,0,,,,0.0,,2491.89209,2491.89209,0.0,2491.89209,3418.29908,
12/31/2002,4093.198975,512.803001,406.811005,105.991997,287.140991,,,238.809006,45.750999,77.274002,115.783997,0.0,160.431,,,,,1199.18396,802.447998,1147.155029,-344.707001,682.200989,,,1409.365967,1326.552979,592.075012,734.477966,82.812988,2894.014954,,44.458,44.458,,,,294.737,,,,,229.052986,,,229.052986,568.247986,600.038025,,,,227.065994,,,227.065994,827.104019,1395.352005,0,2785.24292,,,0.0,-130.968002,43.571999,2697.846916,0.0,2697.846916,4093.198921,
03/31/2003,3654.908936,486.443993,378.110992,108.333,274.631989,310.035004,,184.932007,41.514,77.474998,65.943001,,180.188995,,,,,1126.197021,779.198975,,,783.393982,,,966.119019,923.640015,481.713013,441.927002,42.479004,2528.711975,,32.622002,32.622002,,,,0.018,,,,,244.527998,,,244.527998,277.167999,600.026001,,,,97.684998,,,97.684998,697.710999,974.878998,0,,,,0.0,-85.598999,2765.629028,2680.030029,0.0,2680.030029,3654.909027,
06/30/2003,3826.645996,561.038986,314.855988,246.182999,290.753998,,,192.688995,43.554001,89.497002,59.638,0.0,189.632996,,,,,1234.11499,841.174988,,,782.086975,,,969.268982,925.890015,481.729004,444.161011,43.378967,2592.530945,,31.195999,31.195999,,,,0.026,,,,,253.340989,,,253.340989,284.562988,600.09198,,,,76.510002,,,76.510002,676.601982,961.16497,0,,,,0.0,,2865.480957,2865.480957,0.0,2865.480957,3826.645927,
09/30/2003,4327.316,408.831,348.908,59.923,369.241,369.241,,236.063,43.967,116.063,76.033,0.0,236.876,,,,,1251.011,926.569,,,561.024,,,1588.712,1565.681,619.578,946.103,23.031,3076.305,,60.82,60.82,,,,311.733,,,,,363.423,,,363.423,735.976,605.404,,,,210.233,,,210.233,815.637,1551.613,0,2911.615,,,0.0,0.0,-135.912,2775.703,0.0,2775.703,4327.316,
12/31/2003,5004.527832,413.485985,292.773987,120.711998,397.438995,,,267.471985,53.056,96.087997,118.328003,0.0,244.578995,,,,,1322.975952,1151.133057,1560.531006,-409.39801,813.973999,,,1716.444946,1517.791016,621.947021,895.843994,198.653931,3681.552002,,97.473999,97.473999,,,,20.41,,,,,274.140995,,,274.140995,392.024994,1415.348999,,,,260.742004,,,260.742004,1676.091003,2068.115997,0,2959.824951,,,,-198.559998,175.146997,2936.411951,0.0,2936.411951,5004.527948,
03/31/2004,5045.439941,777.623993,260.394989,517.229004,411.528015,411.528015,,269.541992,50.018002,110.341003,109.182999,,226.216003,,,,,1684.910034,1156.079956,,,458.234985,,,1746.219971,1537.410034,654.737976,882.672058,208.809937,3360.534912,,62.845001,62.845001,,,,584.39801,,,,,275.751984,,,275.751984,922.994995,839.057983,,,,243.082001,,,243.082001,1082.139984,2005.134979,0,3003.080078,,,,,37.23,3040.310078,0.0,3040.310078,5045.445057,
06/30/2004,4704.759766,300.399995,289.856995,10.543,473.053009,473.053009,,268.920013,57.721001,84.567001,126.632004,,202.854996,,,,,1245.22998,1202.579956,,,478.298004,,,1778.650024,1698.420044,803.177979,895.242065,80.22998,3459.527985,,77.542999,77.542999,,,,144.479996,,,,,275.479996,,,275.479996,497.502991,838.130981,,,,245.432007,,,245.432007,1083.562988,1581.065979,0,3018.189941,,,,,105.502998,3123.69294,0.0,3123.69294,4704.758919,
09/30/2004,4912.709961,356.016994,331.231995,24.785,501.98999,501.98999,,266.477997,60.043999,80.186996,126.247002,,223.550995,,,,,1348.040039,1231.780029,,,467.428986,,,1865.469971,1669.359985,801.349976,868.01001,196.109985,3564.678986,,63.533001,63.533001,,,,119.183998,,,,,343.472027,,,343.472027,526.189026,837.093994,,,,236.600006,,,236.600006,1073.694,1599.883026,0,3096.639893,,,0.0,45.308998,170.879005,3312.827896,0.0,3312.827896,4912.710922,
12/31/2004,6069.421,551.192,480.198,70.994,546.613,546.613,,293.658,65.0,79.747,148.911,0.0,242.166,,,,,1633.629,1310.256,1807.804,-497.548,688.006,,,2437.53,2360.315,1290.916,1069.399,77.215,4435.792,,88.14,88.14,,,,129.503,-20.622,150.125,150.125,,406.755,,,406.755,624.398,810.991,689.991,121.0,121.0,253.876,,,253.876,1064.867,1689.265,0,4219.848,,,,-112.033,272.341,4380.156,0.0,4380.156,6069.421,
03/31/2005,6092.579102,481.844986,370.579987,111.264999,547.978027,547.978027,,282.885986,61.708,91.833,129.345001,0.0,246.317993,,,,,1559.026978,1297.802002,,,695.796997,,,2539.952881,2466.937988,1290.453979,1176.484009,73.014893,4533.55188,,61.242001,61.242001,,,,29.990999,,,,,428.212008,,,428.212008,519.445007,810.036011,,,,244.470001,,,244.470001,1054.506012,1573.951019,0,4328.451172,,,0.0,-16.475,206.652002,4518.628174,0.0,4518.628174,6092.579193,
06/30/2005,6653.258789,1124.855019,1018.179016,106.676003,555.882996,555.882996,,277.43399,65.600998,79.793999,132.039001,0.0,251.600006,,,,,2209.771973,1275.087036,,,648.059021,,,2520.341064,2447.343994,1297.482056,1149.861938,72.99707,4443.487122,,63.035,63.035,,,,379.96701,,,,,470.096989,,,470.096989,913.098999,809.370972,,,,231.815002,,,231.815002,1041.185974,1954.284973,0,4435.469238,,,0.0,107.155998,156.349007,4698.974243,0.0,4698.974243,6653.259216,
09/30/2005,6781.964844,449.426994,325.925995,123.500999,600.575989,600.575989,,309.769012,70.393997,84.013,155.362,0.0,288.014008,,,,,1647.786011,1294.98999,,,645.322998,,,3193.865967,2573.059082,1503.660034,1069.399048,620.806885,5134.178955,,68.995003,68.995003,,,,30.332001,,,,,517.655968,,,517.655968,616.982971,816.789978,,,,367.976013,,,367.976013,1184.765991,1801.748962,0,4605.333008,,,0.0,222.809998,152.072998,4980.216003,0.0,4980.216003,6781.964966,
12/31/2005,6878.865234,485.905991,291.959991,193.945999,608.325989,608.325989,,297.652008,76.466003,90.628998,130.557007,0.0,273.11499,,,,,1664.999023,1320.812988,1875.208984,-554.395996,746.33197,,,3146.720947,3078.460938,1487.567017,1590.893921,68.26001,5213.865906,,96.834999,96.834999,,,,5.652,1.152,4.5,4.5,,447.536011,,,447.536011,550.02301,815.651978,698.751976,116.900002,116.900002,363.322998,,,363.322998,1178.974976,1728.997986,0,4690.368164,,,0.0,329.455994,130.042999,5149.867157,0.0,5149.867157,6878.865143,
03/31/2006,7027.925781,580.444,352.587006,227.856995,629.968018,629.968018,,316.427002,85.294998,89.678001,141.453995,0.0,265.997009,,,,,1792.83606,1370.274048,,,758.174011,,,3106.64209,3045.679932,1487.56897,1558.110962,60.962158,5235.090149,,72.759003,72.759003,,,,6.029,,,,,437.107017,,,437.107017,515.89502,814.546997,,,,344.975006,,,344.975006,1159.522003,1675.417023,0,4760.837891,,,0.0,430.429993,161.241028,5352.508911,0.0,5352.508911,7027.925934,
06/30/2006,7372.871094,663.52298,495.191986,168.330994,678.153992,678.153992,,354.330994,97.153999,106.054001,151.123001,0.0,359.804993,,,,,2055.812988,1458.222046,,,769.505981,,,3089.330078,3028.7771,1488.667969,1540.109131,60.552979,5317.058105,,77.178001,77.178001,,,,6.122,,,,,533.332017,,,533.332017,616.632019,813.492981,,,,298.097992,,,298.097992,1111.590973,1728.222992,0,4882.319824,,,0.0,564.927002,197.401001,5644.647827,0.0,5644.647827,7372.870819,
09/30/2006,7425.038086,950.178024,762.887024,187.291,696.487976,696.487976,,355.457001,94.866997,104.936996,155.653,0.0,267.290009,,,,,2269.413086,1513.631958,,,803.890991,,,2838.102051,2773.653076,1269.704956,1503.94812,64.448975,5155.625,,83.410004,83.410004,,,,7.432,,,,,461.249,,,461.249,552.091003,811.028992,,,,277.084991,,,277.084991,1088.113983,1640.204987,0,4991.600098,,,0.0,580.893005,212.339966,5784.833069,0.0,5784.833069,7425.038055,
12/31/2006,7191.188,612.064,492.17,119.894,746.746,746.746,,374.644,100.697,119.51,154.436,0.0,256.047,,,,,1989.501,1610.593,2306.005,-695.412,747.393,,,2843.701,2790.819,1298.781,1492.038,52.882,5201.687,,98.063,98.063,,,,6.226,1.226,5.0,5.0,,547.15,,,547.15,651.439,809.803,697.703,112.1,112.1,69.235,,,69.235,879.038,1530.477,0,5108.904,,,0.0,312.659,239.148,5660.711,0.0,5660.711,7191.188,
03/31/2007,7474.665039,850.494019,687.765015,162.729004,787.711975,787.711975,,405.015991,110.776001,111.287003,182.953003,0.0,243.332993,,,,,2286.554932,1670.848022,,,687.909973,,,2829.352051,2756.035889,1301.652954,1454.382935,73.316162,5188.110046,,87.82,87.82,,,,6.327,,,,,567.173984,,,567.173984,661.320984,807.653015,,,,59.240002,,,59.240002,866.893017,1528.214001,0,5188.221191,,,0.0,504.709015,253.520966,5946.451172,0.0,5946.451172,7474.665173,
06/30/2007,7654.865234,880.450981,791.440979,89.010002,826.515991,826.515991,,431.609985,126.612999,121.572998,183.423996,0.0,245.608002,,,,,2384.185059,1742.651001,,,694.171997,,,2833.856934,2720.420898,1299.939941,1420.480957,113.436035,5270.679932,,88.555,88.555,,,,6.413,,,,,615.409014,,,615.409014,710.377014,806.388,,,,59.68,,,59.68,866.068001,1576.445015,0,5232.580078,,,0.0,588.502991,257.337036,6078.420105,0.0,6078.420105,7654.86512,
09/30/2007,7842.300781,937.367012,849.864014,87.502998,879.163025,879.163025,,438.872009,125.841003,120.735001,192.296005,0.0,269.565002,,,,,2524.967041,1850.754028,,,619.914978,,,2846.665039,2689.125977,1299.946045,1389.179932,157.539062,5317.334045,,77.822998,77.822998,,,,6.519,,,,,608.86601,,,608.86601,693.208008,805.096008,,,,60.226002,,,60.226002,865.32201,1558.530018,0,5195.750977,,,0.0,747.815979,340.204041,6283.770996,0.0,6283.770996,7842.301014,
12/31/2007,8314.375,947.457,867.012,80.445,904.101,904.101,,439.115,120.409,130.812,187.894,0.0,331.158,,,,,2621.831,1968.402,2805.194,-836.792,602.118,,,3122.024,2959.48,1403.828,1555.652,162.544,5692.544,,128.38,128.38,,,,696.625,584.204,112.421,112.421,,658.922,,,658.922,1483.927,113.748,,,,103.763,,,103.763,217.511,1701.438,0,5387.814,,,0.0,826.715,398.408,6612.937,0.0,6612.937,8314.375,
03/31/2008,9083.052734,961.847977,882.797974,79.050003,1031.094971,1031.094971,,468.824005,113.887001,148.436005,206.501007,0.0,318.622009,,,,,2780.388916,2118.959961,,,654.435974,,,3529.268066,3386.450928,1403.715942,1982.734985,142.817139,6302.664001,,121.192001,121.192001,,,,696.742981,,,,,657.727982,,,657.727982,1475.662964,111.143997,,,,548.255005,,,548.255005,659.399002,2135.061966,0,5464.383789,,,0.0,971.986023,511.621033,6947.990845,0.0,6947.990845,9083.052811,
06/30/2008,9182.851562,761.375015,693.687012,67.688004,1066.478027,1066.478027,,472.537994,105.931,147.408005,219.199005,0.0,329.438995,,,,,2629.830078,2212.043945,,,656.049011,,,3684.928955,2959.721924,1404.069946,1555.651978,725.207031,6553.021912,,117.18,117.18,,,,696.859985,,,,,678.102959,,,678.102959,1492.142944,109.156998,,,,540.14801,,,540.14801,649.305008,2141.447952,0,5494.396973,,,,1041.550049,505.456909,7041.403931,0.0,7041.403931,9182.851883,
09/30/2008,9415.585,995.306,918.736,76.57,1013.534,1013.534,,442.899,95.904,135.29,211.705,0.0,358.367,,,,,2810.106,2268.854,,,647.621,,169.678,3689.004,3338.604,1403.57,1935.034,350.4,6605.479,,120.729,120.729,,,,697.426,,,,,657.873,,,657.873,1476.028,125.348,,,,578.325,,,578.325,703.673,2179.701,0,5739.378,,,0.0,1161.146,335.36,7235.884,0.0,7235.884,9415.585,
12/31/2008,8671.276,629.613,572.106,57.507,1036.94,1036.94,,453.437,96.986,141.094,215.357,0.0,396.145,,,,,2516.135,2306.567,3211.279,-904.712,427.403,,,3421.171,3055.772,1401.074,1654.698,365.399,6155.141,,127.869,127.869,,,,7.566,1.666,5.9,5.9,,778.848,,,778.848,914.283,124.341,23.241,101.1,101.1,326.659,,,326.659,451.0,1365.283,0,5783.46,,,0.0,1247.796,274.737,7305.993,0.0,7305.993,8671.276,
03/31/2009,8619.906,702.246,643.438,58.808,1055.896,1055.896,0.0,438.905,93.711,156.807,188.387,0.0,337.81,,,304.62,148.472,2534.857,2354.299,,,332.937,279.524,53.413,3397.813,2998.55,1400.625,1597.925,94.643,6085.049,,809.495,126.85,,,682.645,7.792,0.0,,,7.792,18.035,12.704,,0.0,835.322,121.508,121.508,,,322.835,,,310.131,444.343,1279.665,0,5761.7,2.696,5759.004,0.0,1443.282,135.259,7340.241,0.0,7340.241,8619.906,
