Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Deferred Income Taxes,Stock-Based Compensation,Other Non-Cash Adjustments,Net Ch in Operating Capital,Net Ch in Operating Loans,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
06/30/2009,-1920.091,-183.46,257.425,1004.049,-469.728,24.899,,5.175,-499.802,-2528.377,-1367.84,-1160.537,0.0,640.354,109.697,171.391,-61.694,96.924,3724.036,0.0,3724.036,0.0,-3627.112,0.0,-3627.112,0.0,323.326,5.129,,318.197,0.0,0.0,0.0,0.0,110.407,-2523.578,-103.286,-3859.826,0.0,458.838,0.0,-4318.664,1609.379,1829.338,-219.959,-169.845,0.0,,-3803.315,,,
09/30/2009,5370.759,-316.941,260.755,1213.452,-263.19,-46.692,,-2.603,-213.895,4476.683,3495.504,981.179,0.0,140.159,360.571,412.425,-51.854,-4986.783,2053.529,0.0,2053.529,0.0,-7040.312,0.0,-7040.312,0.0,5023.892,4998.879,0.0,25.013,0.0,0.0,0.0,0.0,-257.521,-3610.865,-59.596,-4068.707,0.0,-3158.617,0.0,-910.09,-7.58,0.585,-8.165,525.018,0.0,0.0,1900.053,,,
12/31/2009,2006.668,-248.0,192.552,1025.582,-326.465,-72.83,,71.324,-324.959,1362.999,551.791,811.208,0.0,-1689.228,103.249,154.575,-51.326,-3548.829,10076.47,0.0,10076.47,0.0,-13625.299,0.0,-13625.264,-0.035,1764.309,1532.898,0.0,231.411,-25.0,0.0,-25.0,0.0,17.043,2202.225,-67.685,-265.025,0.0,449.095,0.44,-714.56,228.02,,,2534.915,-228.0,0.0,2519.665,,,
03/31/2010,1330.0,-161.0,210.0,904.0,-10.0,-1.0,,6.0,-15.0,387.0,441.0,-54.0,0.0,3137.0,104.0,152.0,-48.0,2306.0,3876.0,0.0,3876.0,0.0,-1570.0,0.0,-1570.0,0.0,727.0,497.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,-5154.0,-67.0,-1974.0,0.0,-1048.0,0.0,-926.0,0.0,0.0,0.0,-3113.0,0.0,0.0,-687.0,,,
06/30/2010,1036.0,12.0,216.0,716.0,-330.0,-57.0,,5.0,-278.0,422.0,604.0,-182.0,0.0,-1460.0,156.0,197.0,-41.0,-1516.0,9591.0,0.0,9591.0,0.0,-11107.0,0.0,-11107.0,0.0,-96.0,-466.0,0.0,370.0,-4.0,0.0,-4.0,0.0,0.0,-1093.0,-68.0,-944.0,0.0,-87.0,500.0,-1357.0,0.0,0.0,0.0,-81.0,0.0,0.0,-1517.0,,,
09/30/2010,1481.0,153.0,205.0,657.0,-349.0,-70.0,,,-279.0,815.0,251.0,564.0,0.0,-4691.0,152.0,219.0,-67.0,-2246.0,4856.0,0.0,4856.0,0.0,-7102.0,0.0,-7102.0,0.0,-2597.0,-2693.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,2572.0,-67.0,963.0,0.0,2146.0,0.0,-1183.0,0.0,0.0,0.0,1676.0,0.0,0.0,-638.0,,,
12/31/2010,371.616,185.0,213.53,554.293,-31.516,-63.145,,6.424,25.205,-549.691,-438.944,-110.747,0.0,2294.514,111.978,209.431,-97.453,3830.246,4838.799,0.0,4838.799,0.0,-1008.553,0.0,-1008.553,0.0,-1664.943,-1904.506,0.0,239.563,0.0,0.0,0.0,0.0,17.233,-1443.159,-56.89,-4085.895,0.0,-2306.312,0.0,-1779.583,0.0,0.0,0.0,2699.577,0.049,0.0,1222.971,,,
03/31/2011,1905.0,180.0,195.0,490.0,-71.0,-64.0,,3.0,-10.0,1111.0,1465.0,-354.0,0.0,686.0,197.0,198.0,-1.0,650.0,10750.0,0.0,10750.0,0.0,-10100.0,0.0,-10100.0,0.0,-161.0,-304.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,-1752.0,-67.0,1208.0,0.0,301.0,1039.0,-132.0,-3834.0,1016.0,-4850.0,941.0,0.0,0.0,839.0,,,
06/30/2011,3098.0,358.0,389.0,930.0,-360.0,-96.0,,7.0,-271.0,1781.0,1718.0,63.0,0.0,311.0,351.0,360.0,-9.0,800.0,13403.0,0.0,13403.0,0.0,-12603.0,0.0,-12603.0,0.0,-822.0,-1109.0,0.0,287.0,-18.0,0.0,-18.0,0.0,0.0,-2000.0,-75.0,31.0,0.0,162.0,1039.0,-1170.0,-3833.0,1017.0,-4850.0,1877.0,0.0,0.0,1409.0,,,
09/30/2011,641.0,215.0,199.0,379.0,-226.0,-2.0,,,-224.0,74.0,428.0,-354.0,0.0,-4389.0,52.0,121.0,-69.0,-742.0,2319.0,0.0,2319.0,0.0,-3061.0,0.0,-3061.0,0.0,-3697.0,-3909.0,0.0,212.0,-2.0,0.0,-2.0,0.0,0.0,2461.0,-27.0,1169.0,0.0,1254.0,0.0,-85.0,4850.0,,,1330.0,-4861.0,0.0,-1287.0,,,
12/31/2011,889.0,74.0,172.0,355.0,388.0,-19.0,,,407.0,-100.0,88.0,-188.0,0.0,-6253.0,94.0,147.0,-53.0,-575.0,2633.0,0.0,2633.0,0.0,-3208.0,0.0,-3208.0,0.0,-5768.0,-6016.0,0.0,248.0,-4.0,0.0,-4.0,0.0,0.0,4373.0,-29.0,2628.0,6650.0,-1416.0,710.0,-3316.0,-4747.0,103.0,-4850.0,1671.0,4850.0,0.0,-991.0,,,
03/31/2012,102.0,250.0,192.0,362.0,-252.0,-18.0,,8.0,-242.0,-450.0,246.0,-696.0,0.0,213.0,73.0,121.0,-48.0,1184.0,2176.0,0.0,2176.0,0.0,-992.0,0.0,-992.0,0.0,-1044.0,-1296.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,1157.0,-30.0,-933.0,-1899.0,0.0,1000.0,-34.0,10.0,10.0,0.0,2110.0,0.0,0.0,1472.0,,,
06/30/2012,1690.0,275.0,190.0,344.0,-417.0,-14.0,,9.0,-412.0,1298.0,536.0,762.0,0.0,-281.0,74.0,138.0,-64.0,2754.0,3213.0,0.0,3213.0,0.0,-459.0,0.0,-459.0,0.0,-3100.0,-3325.0,0.0,225.0,-9.0,0.0,-9.0,0.0,0.0,-651.0,-30.0,1004.0,-39.0,0.0,3000.0,-1957.0,4.0,4.0,0.0,-1629.0,0.0,0.0,758.0,,,
