Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Deferred Income Taxes,Stock-Based Compensation,Other Non-Cash Adjustments,Net Ch in Operating Capital,Net Ch in Operating Loans,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1990,127.905998,87.871002,59.049999,,-13.872,,,,-13.872,-5.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,48.369999,88.494003,83.081001,,-53.206001,,,,-53.206001,-69.999001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,110.25,88.232002,64.320999,,-75.209999,,,,-75.209999,32.907001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,99.873001,85.773003,75.594002,,-77.266998,,,,-77.266998,15.773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.873001,,,
03/31/1991,119.490997,89.039001,74.761002,,-23.834999,,,,-23.834999,-20.474001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,130.037994,92.524002,71.396004,,-37.077999,,,,-37.077999,3.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,155.393997,93.653999,73.374001,,14.175,,,,14.175,-25.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,-63.574001,95.449997,83.459999,,-38.959,,,,-38.959,-203.524994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63.574001,,,
03/31/1992,411.278992,102.484001,85.541,,273.174011,,,,273.174011,-49.919998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,110.255997,105.899002,85.219002,,-346.688995,,,,-346.688995,265.826996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,218.733002,106.500999,94.522003,,-9.804,,,,-9.804,27.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,-48.860001,89.513,102.348,,-98.463997,,,,-98.463997,-142.257004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48.860001,,,
03/31/1993,373.19101,115.467003,88.420998,,5.297,,,,5.297,164.005997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,158.294006,118.777,72.252998,,-50.248001,,,,-50.248001,17.511999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,89.066002,120.293999,83.935997,,-58.755001,,,,-58.755001,-56.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,214.768997,119.191002,84.624001,,-83.527,,,,-83.527,94.481003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.768997,,,
03/31/1994,191.600998,127.072998,67.910004,,-58.435001,,,,-58.435001,55.053001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,76.932999,131.470993,67.470001,,-55.466999,,,,-55.466999,-66.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,150.335007,131.884003,67.425003,,-29.521999,,,,-29.521999,-19.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,195.024002,132.315994,68.054001,,-74.022003,,,,-74.022003,68.676003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.024002,,,
03/31/1995,165.296997,136.035995,57.801998,,-46.887001,,,,-46.887001,18.346001,,,,,-29.177999,,-29.177999,,,,,,,,,,,,,,,,,,29.177999,,,,,,,,,,,,,,,,,
06/30/1995,193.957993,140.876007,58.884998,,34.194,,,,34.194,-39.997002,,,,,-29.688,,-29.688,,,,,,,,,,,,,,,,,,29.688,,,,,,,,,,,,,,,,,
09/30/1995,272.199005,143.699997,64.193001,,-111.227997,,,,-111.227997,175.533997,,,,,-34.775002,,-34.775002,,,,,,,,,,,,,,,,,,34.775002,,,,,,,,,,,,,,,,,
12/31/1995,-100.499001,144.863998,64.999001,,-107.726997,,,,-107.726997,-202.634995,,,,-39.651001,-39.651001,,-39.651001,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,-140.150002,,,
03/31/1996,197.951996,150.419006,56.167999,,-51.563999,,,,-51.563999,42.929001,,,,,-26.256001,,-26.256001,,,,,,,,,,,,,,,,,,26.256001,,,,,,,,,,,,,,,,,
06/30/1996,176.733002,152.097,57.845001,,32.013,,,,32.013,-65.222,,,,,-32.825001,,-32.825001,,,,,,,,,,,,,,,,,,32.825001,,,,,,,,,,,,,,,,,
09/30/1996,57.233002,155.587997,62.882999,,-110.695999,,,,-110.695999,-50.542,,,,,-34.152,,-34.152,,,,,,,,,,,,,,,,,,34.152,,,,,,,,,,,,,,,,,
12/31/1996,44.091,158.511002,69.574997,,-24.441,,,,-24.441,-159.554001,,,,-44.827999,-44.827999,,-44.827999,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,-0.736999,,,
03/31/1997,-133.498993,232.600006,,,,,,,,,,,,,-204.434006,,-204.434006,,,,,,,,,,,,,,,,,,204.434006,,,,,,,,,,,,,,,,,
06/30/1997,104.216003,240.899994,,,,,,,,,,,,,-31.948,,-31.948,,,,,,,,,,,,,,,,,,31.948,,,,,,,,,,,,,,,,,
09/30/1997,699.575012,247.800003,,,,,,,,,,,,,-33.597,,-33.597,,,,,,,,,,,,,,,,,,33.597,,,,,,,,,,,,,,,,,
12/31/1997,438.095001,254.600006,,,,,,,,,,,,-41.791,-41.791,,-41.791,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,396.304001,,,
03/31/1998,0.0,264.934,116.033,,1.034,,,,1.034,0.0,,,,-1557.533,173.416,173.416,0.0,-384.608,2811.393,,,,-3196.001,,,,-1359.761,,,,,,,,13.42,1733.403,-84.455,2655.618,,,,,-37.528,33.669,-71.197,-800.232,,,175.87,455.019,654.633,
06/30/1998,0.0,271.428,128.77,,0.605,,,,0.605,0.0,,,,-1878.963,199.25,199.25,0.0,-446.146,5186.017,,,,-5632.163,,,,-1645.487,,,,,,,,13.42,2884.508,-173.489,3009.862,,,,,-247.284,56.256,-303.54,295.419,,,1005.545,0.0,697.59,
09/30/1998,872.184,276.76,113.208,,6.979,,,,6.979,475.237,,,,-3398.992,243.629,243.629,0.0,-126.473,7524.094,,,,-7650.567,,,,-3529.568,,,,,,,,13.42,2636.536,-262.385,4157.181,,,,,-222.066,82.037,-304.103,-1036.194,,,109.728,90.52,661.009,
12/31/1998,-273.216003,157.895004,139.813004,,-825.554016,,,,-825.554016,254.630005,,,,,-82.081001,,-82.081001,,,,,,,,,,,,,,,,,,82.081001,,,,,,,,,,,,,,,212.557007,757.640015,
03/31/1999,1216.049,281.737,114.013,,1.031,,,,1.031,819.268,,,,-714.48,-98.379,9.208,-107.587,-662.72,3157.14,,,,-3819.86,,,,46.619,,,,,,,,0.0,-2027.937,-110.001,-819.784,,,,,7.031,7.031,,-1105.183,,,-1526.368,482.621,695.032,
06/30/1999,577.658,293.663,124.682,,-18.284,,,,-18.284,177.597,,,,-2218.957,-44.746,13.973,-58.719,-733.573,969.209,,,,-1702.782,,,,-1440.638,,,,,,,,0.0,2294.374,-110.588,-31.055,,,,,4.032,4.032,,2431.985,,,653.075,-243.515,668.309,
09/30/1999,1597.799,321.406,107.139,,-13.679,,,,-13.679,1182.933,,,,-1786.662,-29.605,13.025,-42.63,-470.235,2436.994,,,,-2907.229,,,,-1286.822,,,,,,,,0.0,26.685,-110.614,1975.437,,,,,-122.115,6.917,-129.032,-1716.023,,,-162.178,61.153,717.788,
12/31/1999,214.785,429.794,128.505,,,,,,,-435.829,,,,-1589.937,-24.872,23.371,-48.243,143.371,2962.589,,,,-2819.218,,,,-1708.436,,,,,,,,0.0,1858.244,-109.428,1328.076,,,,,-816.871,8.739,-825.61,1456.467,,,478.003,-12.988,731.69,
03/31/2000,494.462,319.439,100.771,,-12.783,,,,-12.783,87.035,,,,-2126.065,-20.923,9.676,-30.599,510.733,864.518,,,,-353.785,,,,-2615.875,,,,,,,,0.0,749.137,-113.023,-5035.956,,,,,-341.583,12.852,-354.435,6239.699,0.0,,-882.466,26.349,812.475,
06/30/2000,-427.26,317.469,103.923,,-3.498,,,,-3.498,-845.154,,,,-2615.806,-36.79,3.09,-39.88,267.644,1042.272,,,,-774.628,,,,-2846.66,,,,,,,,0.0,2875.054,-111.273,677.629,,,,,-27.509,7.893,-35.402,2336.207,0.0,,-168.012,242.795,862.934,
09/30/2000,514.208,326.82,108.106,,-1.037,,,,-1.037,80.319,,,,-338.566,-26.198,,-26.198,368.42,710.724,,,,-342.304,,,,-675.91,,,,,,,,-4.878,-5.872,-109.915,-173.382,,,,,-199.01,6.418,-205.428,476.435,0.0,,169.77,163.794,946.662,
12/31/2000,-68.805,330.372,130.918,,191.028,,,,191.028,-721.123,,,,-1336.962,-49.144,,-49.144,-1131.642,943.57,,,,-2075.212,,,,-158.192,,,,,,,,2.016,2158.461,-109.196,1946.795,,,,,-59.605,13.521,-73.126,380.467,0.0,,752.694,107.274,996.231,
03/31/2001,-517.226,337.525,145.695,,-60.241,,,,-60.241,-940.205,,,,-114.21,-1.161,7.238,-8.399,-47.931,1691.691,,,,-1739.622,,,,-65.118,,,,,,,,0.0,-260.881,-117.574,6962.845,,,,,-295.479,9.648,-305.127,-6810.673,,,-892.317,41.562,939.34,
06/30/2001,-418.042,684.671,286.065,,-72.694,,,,-72.694,-1316.084,,,,3051.158,-12.156,13.076,-25.232,1708.496,4626.823,,,,-2918.327,,,,1354.818,,,,,,,,0.0,-3338.926,-233.29,3593.26,,,,,-505.236,20.994,-526.23,-6193.66,,,-705.81,158.633,1795.287,
09/30/2001,-528.696,1018.815,452.218,,-109.207,,,,-109.207,-1890.522,,,,2624.436,-32.321,28.37,-60.691,2040.644,6580.393,,,,-4539.749,,,,616.113,,,,,,,,0.0,-2358.616,-348.36,4889.573,,,,,-492.546,33.684,-526.23,-6407.283,,,-262.876,117.646,2512.141,
12/31/2001,-762.095,356.722,186.804,,-16.623,,,,-16.623,-1288.998,,,,-663.737,-21.014,7.519,-28.533,-1260.98,1953.529,,,,-3214.509,,,,618.257,,,,,,,,0.0,2207.4,-115.169,-2070.108,,,,,-17.691,7.564,-25.255,4410.368,,,781.568,329.168,606.242,
03/31/2002,642.201,304.881,244.185,,-64.192,,,,-64.192,157.327,,,,1531.075,1.842,6.297,-4.455,-343.91,3729.53,,,,-4073.44,,,,712.81,,,,,,,,1160.333,-3712.665,-123.007,-998.091,,,,,-69.901,17.534,-87.435,-2521.666,,,-1539.389,-29.766,504.767,
06/30/2002,466.798,343.685,271.844,,-127.516,,,,-127.516,-21.215,,,,-462.128,-53.498,7.838,-61.336,745.701,2373.031,,,,-1627.33,,,,-1154.331,,,,,,,,0.0,1128.518,-122.798,-1007.797,,,,,10.518,11.789,-1.271,2248.595,,,1133.188,133.916,501.052,
09/30/2002,-188.956,342.993,267.965,,-128.527,,,,-128.527,-671.387,,,,-2246.135,-25.503,9.554,-35.057,-1319.205,1533.461,,,,-2852.666,,,,-901.427,,,,,,,,0.0,2975.423,-122.341,1106.005,,,,,-79.752,13.945,-93.697,2071.511,,,540.332,161.466,460.536,
12/31/2002,-2483.653,340.25,309.775,,51.421,,,,51.421,-3185.099,,,,-3622.148,-16.487,5.91,-22.397,-2925.188,3208.386,,,,-6133.574,,,,-680.473,,,,,,,,0.0,5619.921,-121.397,-16.331,,,,,-150.494,10.365,-160.859,5908.143,,,-485.88,174.902,459.965,
03/31/2003,-36.166,327.848,294.881,,-117.075,,,,-117.075,-541.82,,,,-1811.542,-16.904,5.752,-22.656,-1009.488,4030.8,,,,-5040.288,,,,-785.15,,,,,,,,0.0,1540.356,-126.843,3502.572,,,,,-144.597,21.391,-165.988,-1690.776,,,-307.352,-0.877,398.008,
06/30/2003,595.92,330.359,351.285,,-119.467,,,,-119.467,33.743,,,,1286.407,-15.563,9.707,-25.27,2315.218,5177.848,,,,-2862.63,,,,-978.987,,,,,,,,-34.261,-874.954,-125.658,387.862,,,,,14.493,14.493,0.0,-1151.651,,,1007.373,82.376,397.975,
09/30/2003,185.723,331.583,321.749,,458.441,,,,458.441,-926.05,,,,-4483.383,-38.255,11.238,-49.493,-3127.096,4520.657,,,,-7647.753,,,,-1331.964,,,,,,,,13.932,2625.18,-126.331,-440.644,,,,,-1.25,14.914,-16.164,3193.405,,,-1529.344,88.883,321.027,
12/31/2003,3387.756,342.507,233.769,,-818.38,,,,-818.38,3629.86,,,,-1730.329,-47.562,12.627,-60.189,362.457,4745.77,,,,-4383.313,,,,-2045.224,,,,,,,,0.0,-921.889,-126.564,-1549.611,,,,,30.137,30.137,0.0,724.149,,,592.402,188.009,348.02,
03/31/2004,273.118,358.477,223.315,,-8.616,,,,-8.616,-300.058,,,,-2038.122,-64.548,7.64,-72.188,-786.934,3314.355,,,,-4101.289,,,,-1187.513,,,,,,,,0.873,1138.435,-140.959,1580.437,,,,,18.148,32.212,-14.064,-319.191,,,-626.569,3.511,307.662,
06/30/2004,927.327,364.837,209.391,,-468.402,,,,-468.402,821.501,,,,-3602.559,-24.891,11.453,-36.344,-16.271,2570.476,,,,-2586.747,,,,-3370.865,,,,,,,,-190.532,3728.652,-141.062,-807.101,,,,,17.216,17.216,,4659.599,,,1070.487,240.88,336.536,
09/30/2004,1403.993,368.766,152.033,,430.401,,,,430.401,427.701,,,,-1371.328,-45.465,7.275,-52.74,836.478,2977.097,,,,-2140.619,,,,-2162.695,,,,,,,,0.354,-957.314,-141.2,1601.911,,,,,14.617,14.617,,-2432.642,,,-941.715,50.504,334.808,
12/31/2004,-1434.49,455.729,190.208,37.745,-554.474,,144.988,17.443,-716.905,-1626.535,,,,-1955.074,-103.105,0.0,-103.105,1660.908,5096.683,,,,-3435.775,,,,-2476.543,,,,,,,,-1036.334,4092.672,-180.088,-289.804,,,,,79.793,79.793,0.0,4482.771,0.0,,703.107,280.642,493.801,
03/31/2005,-409.23,492.294,183.345,11.53,-8.652,,,6.232,-14.884,-1087.747,,,,-4444.576,-49.35,,-49.35,-754.387,2679.029,,,,-3433.416,,,,-3649.13,,,,,,,,8.291,5325.301,-198.43,1371.636,,,,,-25.297,46.108,-71.405,4177.392,,,471.495,32.154,549.084,
06/30/2005,921.582,465.7,201.831,48.212,711.418,,,7.363,704.055,-505.579,,,,-4007.214,-21.176,0.0,-21.176,918.801,1747.64,,,,-828.839,,,,-4919.59,,,,,,,,14.751,3141.889,-198.822,1238.987,,,,,58.211,58.211,0.0,2043.513,0.0,,56.257,255.836,709.013,
09/30/2005,-2295.343,510.774,194.462,82.224,-360.641,,,19.797,-380.438,-2722.162,,,,-1202.248,-37.36,0.0,-37.36,1746.052,3645.75,,,,-1899.698,,,,-2922.966,,,,,,,,12.026,2959.934,-199.058,-892.917,,,,,-102.333,22.657,-124.99,4154.242,0.0,,-537.657,220.838,755.887,
12/31/2005,-2886.869,518.471,249.964,48.858,-386.96,,,,-386.96,-3317.202,,,,-2302.528,-93.764,0.0,-93.764,18.984,1078.85,,,,-1059.866,,,,-2240.832,,,,,,,,13.084,6084.49,-198.661,-2069.63,,,,,28.387,28.387,,8324.394,0.0,,895.093,157.011,1013.85,
03/31/2006,5334.447,531.527,198.464,34.013,222.515,,,-7.583,230.098,4347.928,,,,-4408.233,-73.931,,-73.931,-801.275,1002.527,,,,-1803.802,,,,-3615.53,,,,,,,,82.503,-1883.04,-220.908,-1358.193,,,,,-29.188,79.435,-108.623,-274.751,,,-956.826,-8.217,1062.015,
06/30/2006,-2089.992,544.002,255.419,86.614,-434.336,,,-3.352,-430.984,-2455.077,,,,-587.602,-81.565,0.0,-81.565,592.891,1313.523,,,,-720.632,,,,-1168.397,,,,,,,,69.469,2515.606,-222.444,-381.322,,,,,39.992,39.992,0.0,3079.38,0.0,,-161.988,341.907,1269.655,
09/30/2006,-276.315,535.588,173.832,96.206,-1395.853,,,-7.66,-1388.193,313.912,,,,-580.135,-64.101,0.0,-64.101,1427.433,3171.2,,,,-1743.767,,,,-2046.97,,,,,,,,103.503,923.236,-220.302,1165.759,,,,,434.581,560.331,-125.75,-456.802,0.0,,66.786,200.18,1345.711,
12/31/2006,919.886,531.366,220.094,116.802,324.178,,,0.294,323.884,-272.554,,,,170.495,-114.657,0.0,-114.657,709.159,3372.863,,,,-2663.704,,,,-424.892,,,,,,,,0.885,-1036.214,-223.643,364.993,,,,,-808.928,61.742,-870.67,-368.636,0.0,,54.167,183.858,1411.022,
03/31/2007,4416.277,521.296,204.176,58.658,1876.562,,,-1.332,1877.894,1755.585,,,,-5251.197,-72.566,,-72.566,-5473.53,611.756,,,,-6085.286,,,,318.122,,,,,,,,-23.223,300.939,-267.16,1064.387,,,,,85.566,85.566,,-581.854,,,-533.981,6.091,1314.271,
06/30/2007,-4059.093,681.431,315.622,,-3778.769,,,,-3778.769,-1277.377,,,,8376.863,8.788,8.788,0.0,7406.646,19514.448,,,,-12107.802,,,,810.512,,,,,,,,150.917,-3667.118,-266.651,-2075.79,,,,,-778.602,74.784,-853.386,-546.075,0.0,,650.652,272.228,1385.16,
09/30/2007,3432.589,420.164,210.43,152.08,-672.82,,,,-672.82,3322.735,,,,3051.266,-45.142,0.0,-45.142,4703.763,11871.072,,,,-7167.309,,,,-1753.447,,,,,,,,146.092,-6747.578,-261.517,519.847,,,,,23.581,23.581,0.0,-7029.489,0.0,,-263.723,278.589,1268.374,
12/31/2007,-77.14,11.124,214.425,,653.941,,,,653.941,-1321.515,,,,-3642.307,-77.511,0.0,-77.511,-3584.882,1412.162,,,,-4997.044,,,,-812.095,,,,,,,,832.181,4201.355,-261.541,2465.131,,,,,13.329,13.329,0.0,1984.436,0.0,,481.908,153.584,1309.834,
03/31/2008,442.445,290.555,229.801,569.513,-2311.011,,,4.758,-2315.769,1663.587,,,,504.62,-34.187,,-34.187,1723.489,2456.653,,,,-733.164,,,,-1613.096,,,,,,,,428.414,-1326.621,-275.941,593.237,,,,,18.223,18.223,,-1662.14,,,-379.556,,,
06/30/2008,2262.949,540.362,269.146,468.445,-214.362,,,,-214.362,1199.358,,,,114.676,326.502,374.178,-47.676,541.994,3108.488,,,,-2566.494,,,,-670.665,,,,,,,,-83.155,-2133.004,-276.966,-3809.228,,,,,1.396,1.396,0.0,1951.794,0.0,,244.621,,,
09/30/2008,611.469,312.444,227.124,526.915,-1061.101,,,,-1061.101,606.087,,,,1045.857,-144.845,0.0,-144.845,2362.769,4173.602,,,,-1810.833,,,,-1595.902,,,,,,,,423.835,-2594.465,-277.264,1378.629,,,,,3.341,3.341,0.0,-3859.688,160.517,,-937.139,,,
12/31/2008,372.739,-347.587,174.848,986.701,-27.703,,-221.235,10.847,182.685,-413.52,,,,-3232.662,238.689,238.689,0.0,-2081.562,4666.332,,,,-6747.894,,,,-1046.755,,,,,,,,-343.034,4886.501,-211.299,2850.716,,,,,4827.04,4827.04,0.0,-2419.439,-160.517,,2026.578,,,
03/31/2009,-1735.336,-815.167,255.268,1026.917,542.951,-3.377,,3.104,543.224,-2745.305,-2937.455,192.15,0.0,1992.715,38.897,86.023,-47.126,-284.312,9301.965,0.0,9301.965,0.0,-9586.277,0.0,-9500.312,-85.965,2253.473,2072.094,0.0,181.379,0.0,0.0,0.0,0.0,-15.343,166.218,-98.433,-5379.442,0.0,-1863.316,574.56,-4090.686,0.181,0.181,0.0,5643.912,0.0,0.0,423.597,,,
