Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/2009,,,,,,,48.134439,41.114748,,41.185108,24.756544,24.756544,24.756544,,39.889574,0.0,,
06/30/2009,,,,,,,49.976602,43.659219,,43.577557,25.791623,25.791623,25.791623,,40.814436,,,
09/30/2009,,,,,,,40.617522,33.607267,,33.377122,19.5114,19.5114,19.5114,,41.542592,,,
12/31/2009,,,,,,,52.58458,46.908104,,46.817896,28.886388,28.886388,28.886388,,38.300543,,,
03/31/2010,,,,,,,45.537737,38.314817,,37.991314,22.433494,22.433494,22.433494,,40.950992,0.0,,
06/30/2010,,,,,,,43.622689,37.139711,,36.910618,22.101263,22.101263,22.002699,,40.122209,457.645587,,
09/30/2010,,,,,,,39.64722,32.950998,24.705732,32.729331,19.293496,19.293496,18.88412,,41.051357,51.0005,,
12/31/2010,,54.313092,24.065322,54.909776,55.504883,,51.148725,44.17204,-140.249927,42.555221,26.728625,26.728625,26.728625,,37.190728,31.169965,37.38372,
03/31/2011,,52.328729,22.990999,53.230177,49.922795,,53.394012,46.383483,81.904098,45.86511,26.499895,26.499895,25.869464,,42.222105,28.073483,37.638232,
06/30/2011,,35.631692,28.016767,36.412518,36.787379,,54.408513,46.929919,190.641293,46.795245,27.767063,27.767063,27.108654,,40.66264,28.298936,25.548302,
09/30/2011,,39.338959,31.756253,40.153419,40.324123,,58.398095,52.203281,106.501902,51.924041,28.778446,28.778446,28.270104,,44.575873,27.144863,28.660452,
12/31/2011,,66.278776,47.907488,67.897132,68.017116,,50.067383,43.823206,29.286475,43.537868,26.459969,26.459969,26.027386,,39.22539,34.287851,43.553208,
03/31/2012,,63.273494,41.512708,,60.290644,,54.151015,47.297186,-4.528302,46.924015,27.528173,27.528173,27.0718,,41.334574,32.696345,42.585374,
09/30/2012,,,,,,,54.157997,47.429453,-92.280013,47.17462,35.659567,35.659567,35.258224,,24.409423,28.934421,,
12/31/2012,,,,,,,50.710733,45.935869,71.668862,45.664491,30.539603,30.539603,30.17136,,33.12177,200.134536,,
03/31/2013,,,,,,,54.456396,48.652815,56.374044,48.147577,29.692723,29.692723,29.283487,,38.329768,31.325947,,
06/30/2013,,62.477606,44.984929,,63.667484,,55.699997,49.981429,,49.66771,30.616427,30.616427,30.162762,,38.357481,28.808299,44.478871,
09/30/2013,,55.73687,41.436417,,56.816342,,56.239076,50.040587,89.814815,49.662506,30.243596,30.243596,29.950345,,39.101752,38.52145,34.266219,
12/31/2013,,66.406055,45.102358,,67.653893,,57.609109,51.187337,109.308262,50.872876,32.510752,32.510752,32.181485,,36.094133,129.705497,-19.726249,
03/31/2014,,64.339533,44.415291,,63.17809,,57.41014,51.960604,83.056653,51.647085,31.050448,31.050448,30.736295,,39.879573,32.067136,43.707687,
06/30/2014,,61.946647,44.007243,,62.869426,,55.307693,48.433397,-82.606149,48.21039,29.859944,29.859944,29.593864,,38.063261,36.268322,39.479637,
09/30/2014,,64.822978,46.145185,,65.636318,,57.380297,50.422403,54.713569,50.240414,32.480021,32.480021,32.332281,,35.350808,37.096976,40.775614,
12/31/2014,,70.481346,45.963731,,71.816635,,58.872465,52.233508,58.251207,50.421354,29.637149,29.637149,29.503204,,41.221038,36.047456,45.074614,
03/31/2015,,68.603641,46.395762,,68.3996,,55.975609,48.693284,-82.978865,48.50006,29.585057,29.585057,29.459041,,38.999957,41.89919,39.859271,
06/30/2015,,74.959055,49.422241,,75.814111,,56.913767,49.332661,76.395568,49.508153,30.152967,30.152967,30.019163,,39.094946,39.176858,45.592453,
09/30/2015,,80.430387,53.357924,,80.868751,,60.685968,54.059401,68.264918,54.241719,36.098057,36.098057,35.939263,,33.449646,28.315878,57.655817,
