Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2005,890.035,56.873,56.204,0.669,183.556,183.556,,361.561,0.0,0.0,361.561,0.0,47.018,,,,,649.008,224.448,357.326,-132.878,13.228,13.228,3.351,,,,3.351,241.027,,38.572,38.572,,,,0.0,0.0,0.0,0.0,,,52.966,,,52.966,91.538,0.0,0.0,0.0,0.0,,14.948,,,,,,14.948,14.948,106.486,0.0,1.511,,,0.0,776.598,5.44,783.549,0,783.549,890.035,
03/31/2006,953.372,69.899,69.118,0.781,212.517,212.517,,371.095,0.0,0.0,371.095,0.0,46.659,,,,,700.17,236.655,,,13.163,13.163,3.384,,,,3.384,253.202,,54.845,54.845,,,,0.0,0.0,0.0,0.0,,,81.074,,,81.074,135.919,0.0,0.0,0.0,0.0,,16.085,,,,,,16.085,16.085,152.004,0.0,1.679,,,0.0,794.241,5.448,801.368,0,801.368,953.372,
06/30/2006,980.533,49.819,42.792,7.027,228.061,228.061,,395.03,0.0,0.0,395.03,0.0,51.089,,,,,723.999,245.985,,,7.098,7.098,3.451,,,,3.451,256.534,,55.769,55.769,,,,0.0,0.0,0.0,0.0,,,57.481,,,57.481,113.25,0.0,0.0,0.0,0.0,,17.029,,,,,,17.029,17.029,130.279,0.0,5.275,,,0.0,836.602,8.377,850.254,0,850.254,980.533,
09/30/2006,997.27,13.743,7.438,6.305,232.091,232.091,,418.695,0.0,0.0,418.695,0.0,59.56,,,,,724.089,261.732,,,7.953,7.953,3.496,,,,3.496,273.181,,48.514,48.514,,,,0.0,0.0,0.0,0.0,,,59.325,,,59.325,107.839,0.0,0.0,0.0,0.0,,17.029,,,,,,17.029,17.029,124.868,0.0,7.313,,,0.0,856.98,8.109,872.402,0,872.402,997.27,
12/31/2006,1039.016,30.181,19.346,10.835,209.532,209.532,,455.997,0.0,0.0,455.997,0.0,72.066,,,,,767.776,264.03,423.124,-159.094,3.695,3.695,3.515,,1.4,,3.515,271.24,,41.371,41.371,,,,0.0,0.0,0.0,0.0,,,62.525,,,62.525,103.896,0.0,0.0,0.0,0.0,,13.027,,,,,,13.027,13.027,116.923,0.0,14.209,,,0.0,902.55,5.334,922.093,0,922.093,1039.016,
03/31/2007,1095.186,69.312,59.388,9.924,238.657,238.657,,446.192,0.0,0.0,446.192,0.0,68.75,,,,,822.911,265.902,,,2.769,2.769,3.604,,,,3.604,272.275,,44.814,44.814,,,,0.0,0.0,0.0,0.0,,,95.263,,,95.263,140.077,0.0,0.0,0.0,0.0,,13.027,,,,,,13.027,13.027,153.104,0.0,10.774,,,0.0,924.999,6.309,942.082,0,942.082,1095.186,
06/30/2007,1129.028,61.475,57.33,4.145,255.101,255.101,,471.561,0.0,0.0,471.561,0.0,68.612,,,,,856.749,266.359,,,2.19,2.19,3.73,,,,3.73,272.279,,57.452,57.452,,,,0.0,0.0,0.0,0.0,,,71.887,,,71.887,129.339,0.0,0.0,0.0,0.0,,14.001,,,,,,14.001,14.001,143.34,0.0,1.889,,,0.0,972.12,11.679,985.688,0,985.688,1129.028,
09/30/2007,1149.777,58.605,54.145,4.46,258.738,258.738,,488.824,0.0,0.0,488.824,0.0,70.537,,,,,876.704,267.288,,,2.064,2.064,3.721,,,,3.721,273.073,,54.969,54.969,,,,0.0,0.0,0.0,0.0,,,73.193,,,73.193,128.162,0.0,0.0,0.0,0.0,,14.001,,,,,,14.001,14.001,142.163,0.0,1.73,,,0.0,989.401,16.483,1007.614,0,1007.614,1149.777,
12/31/2007,1163.061,57.379,57.22,0.159,236.331,236.331,,504.592,0.0,0.0,504.592,0.0,82.469,,,,,880.771,276.627,465.493,-188.866,1.95,1.95,3.713,,1.4,,3.713,282.29,,55.353,55.353,,,,0.0,0.0,0.0,0.0,,,82.438,,,82.438,137.791,0.0,0.0,0.0,0.0,,15.109,,,,,,15.109,15.109,152.9,0.0,1.718,,,0.0,996.05,12.393,1010.161,0,1010.161,1163.061,
03/31/2008,1222.575,75.419,75.212,0.207,273.36,273.36,,494.36,0.0,0.0,494.36,0.0,75.236,,,,,918.375,298.553,,,1.924,1.924,3.723,,,,3.723,304.2,,59.573,59.573,,,,0.0,0.0,0.0,0.0,,,107.541,,,107.541,167.114,0.0,0.0,0.0,0.0,,15.109,,,,,,15.109,15.109,182.223,0.0,2.391,,,0.0,1026.864,11.097,1040.352,0,1040.352,1222.575,
06/30/2008,1270.663,77.116,76.438,0.678,292.056,292.056,,507.989,0.0,0.0,507.989,0.0,81.858,,,,,959.019,306.399,,,1.491,1.491,3.754,,,,3.754,311.644,,67.243,67.243,,,,0.0,0.0,0.0,0.0,,,79.643,,,79.643,146.886,0.0,0.0,0.0,0.0,,15.109,,,,,,15.109,15.109,161.995,0.0,1.489,,,0.0,1095.755,11.424,1108.668,0,1108.668,1270.663,
09/30/2008,1308.892,52.335,52.107,0.228,309.184,309.184,,537.643,0.0,0.0,537.643,0.0,81.872,,,,,981.034,322.657,,,1.463,1.463,3.738,,,,3.738,327.858,,74.699,74.699,,,,0.0,0.0,0.0,0.0,,,97.307,,,97.307,172.006,0.0,0.0,0.0,0.0,,15.109,,,,,,15.109,15.109,187.115,0.0,2.11,,,0.0,1111.812,7.855,1121.777,0,1121.777,1308.892,
12/31/2008,1304.149,86.743,85.892,0.851,244.94,244.94,,564.247,0.0,0.0,564.247,0.0,79.473,,,,,975.403,324.182,538.805,-214.623,0.846,0.846,3.718,,1.4,,3.718,328.746,,63.949,63.949,,,,0.0,0.0,0.0,0.0,,,84.044,,,84.044,147.993,0.0,0.0,0.0,0.0,,13.897,,,,,,13.897,13.897,161.89,0.0,3.044,,,0.0,1134.244,4.971,1142.259,0,1142.259,1304.149,
03/31/2009,1302.649,110.766,109.867,0.899,240.658,240.658,0.0,555.283,,,,,60.873,,,,44.964,967.58,330.614,,,0.817,0.817,3.638,0.0,,0.0,3.638,335.069,,151.441,51.001,26.893,,73.547,0.0,0.0,,,,,0.0,,,0.0,151.441,0.0,0.0,,,,13.897,,,,,13.897,0.0,13.897,165.338,0.0,3.944,1.485,2.459,0.0,1130.953,2.414,1137.311,0,1137.311,1302.649,
06/30/2009,1328.684,174.583,173.667,0.916,228.257,228.257,0.0,519.119,,,,,67.038,,,,48.071,988.997,335.232,,,0.805,0.805,3.65,0.0,,0.0,3.65,339.687,,127.95,54.463,1.952,,71.535,0.0,0.0,,,,,0.0,,,0.0,127.95,0.0,0.0,,,,13.889,,,,,13.889,0.0,13.889,141.839,0.0,4.944,1.485,3.459,0.0,1174.492,7.409,1186.845,0,1186.845,1328.684,
09/30/2009,1337.764,195.039,193.744,1.295,239.323,239.323,0.0,498.106,,,,,65.622,,,,46.626,998.09,330.437,,,5.551,5.551,3.686,0.0,,0.0,3.686,339.674,,138.744,61.352,5.175,,72.217,0.0,0.0,,,,,0.0,,,0.0,138.744,0.0,0.0,,,,13.88,,,,,13.88,0.0,13.88,152.624,0.0,5.894,1.485,4.409,0.0,1167.123,12.123,1185.14,0,1185.14,1337.764,
12/31/2009,1327.358,189.252,164.852,24.4,214.169,214.169,0.0,508.405,,,,,70.538,11.657,0.0,,45.962,982.364,335.004,571.467,-236.463,6.238,6.238,3.752,0.0,0.0,0.0,3.752,344.994,,119.509,53.49,0.0,0.0,66.019,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,119.509,0.0,0.0,0.0,0.0,,17.006,0.0,0.0,0.0,0.0,17.006,0.0,17.006,136.515,0.0,1.807,1.474,0.333,0.0,1175.641,13.395,1190.843,0,1190.843,1327.358,
03/31/2010,1370.275,203.262,178.822,24.44,262.463,262.463,0.0,507.243,,,,,56.215,,,,43.307,1029.183,332.103,,,5.21,5.21,3.779,0.0,,0.0,3.779,341.092,,162.309,65.778,21.803,,74.728,0.0,0.0,,,,,0.0,,,0.0,162.309,0.0,0.0,,,,17.001,,,,,17.001,0.0,17.001,179.31,0.0,2.807,1.474,1.333,0.0,1172.703,15.455,1190.965,0,1190.965,1370.275,
06/30/2010,1441.855,220.856,196.392,24.464,280.823,280.823,0.0,522.214,,,,,64.593,,,,49.833,1088.486,344.465,,,5.197,5.197,3.707,0.0,,0.0,3.707,353.369,,166.164,71.435,8.941,,85.788,0.0,0.0,,,,,0.0,,,0.0,166.164,0.0,0.0,,,,16.822,,,,,16.822,0.0,16.822,182.986,,3.807,1.474,2.333,0.0,1241.87,13.192,1258.869,0,1258.869,1441.855,
09/30/2010,1469.337,197.206,172.565,24.641,301.721,301.721,0.0,546.063,,,,,71.813,0.0,,,57.103,1116.803,343.848,,,5.166,5.166,3.52,0.0,,0.0,3.52,352.534,,177.143,73.605,8.313,,95.225,0.0,0.0,,,,,0.0,,,0.0,177.143,0.0,0.0,,,,16.819,,,,,16.819,0.0,16.819,193.962,0.0,4.822,1.474,3.348,0.0,1254.943,15.61,1275.375,0,1275.375,1469.337,
12/31/2010,1468.283,169.76,143.693,26.067,270.133,270.133,0.0,557.369,,,,,88.436,0.0,0.0,,70.539,1085.698,363.419,632.332,-268.913,5.152,5.152,14.014,0.0,0.0,0.0,14.014,382.585,,162.185,60.474,5.299,0.0,96.412,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,162.185,0.0,0.0,0.0,0.0,,23.586,0.0,0.0,0.0,0.0,23.586,0.0,23.586,185.771,0.0,5.837,1.474,4.363,0.0,1258.183,18.492,1282.512,0,1282.512,1468.283,
03/31/2011,1524.613,151.056,124.848,26.208,325.685,325.685,0.0,576.451,,,,,79.729,,,,61.782,1132.921,373.498,,,4.548,4.548,13.646,0.0,,0.0,13.646,391.692,,209.516,68.519,48.519,,92.478,0.0,0.0,,,,,0.0,,,0.0,209.516,0.0,0.0,,,,23.58,,,,,23.58,0.0,23.58,233.096,0.0,6.737,1.474,5.263,0.0,1264.015,20.765,1291.517,0,1291.517,1524.613,
06/30/2011,1581.871,115.652,89.409,26.243,357.195,357.195,0.0,608.657,,,,,90.311,,,,72.898,1171.815,396.461,,,0.0,0.0,13.595,0.0,,0.0,13.595,410.056,,204.394,83.12,20.846,,100.428,0.0,0.0,,,,,0.0,,,0.0,204.394,0.0,0.0,,,,23.306,,,,,23.306,0.0,23.306,227.7,0.0,12.99,2.951,10.039,0.0,1319.795,21.386,1354.171,0,1354.171,1581.871,
09/30/2011,1651.02,137.251,111.048,26.203,361.075,361.075,0.0,618.149,,,,,100.889,,,,84.387,1217.364,420.388,,,0.0,0.0,13.268,0.0,,0.0,13.268,433.656,,218.869,86.839,23.462,,108.568,0.0,0.0,,,,,0.0,,,0.0,218.869,0.0,0.0,,,,23.325,,,,,23.325,0.0,23.325,242.194,0.0,17.269,2.952,14.317,0.0,1378.227,13.33,1408.826,0,1408.826,1651.02,
12/31/2011,1684.948,144.841,117.676,27.165,338.594,338.594,0.0,646.152,,,,,106.551,0.0,0.0,,89.833,1236.138,435.601,725.104,-289.503,0.0,0.0,13.209,0.0,0.0,0.0,13.209,448.81,,187.818,73.779,2.077,0.0,111.962,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,187.818,0.0,0.0,0.0,0.0,,38.154,0.0,0.0,0.0,0.0,38.154,0.0,38.154,225.972,0.0,19.809,2.953,16.856,0.0,1424.371,14.796,1458.976,0,1458.976,1684.948,
03/31/2012,1813.332,226.072,198.878,27.194,386.882,386.882,0.0,647.886,,,,,89.135,,,,74.297,1349.975,450.239,,,0.0,,13.118,0.0,,0.0,13.118,463.357,,236.227,76.113,47.018,,113.096,0.0,0.0,,,,,0.0,,,0.0,236.227,0.0,0.0,,,,38.137,,,,,38.137,0.0,38.137,274.364,0.0,46.841,2.961,43.88,0.0,1474.368,17.759,1538.968,0,1538.968,1813.332,
06/30/2012,1850.747,213.082,185.916,27.166,399.993,399.993,0.0,662.689,,,,,102.332,,,,88.591,1378.096,459.652,,,0.0,,12.999,0.0,,0.0,12.999,472.651,,210.519,81.243,9.997,,119.279,0.0,0.0,,,,,0.0,,,0.0,210.519,0.0,0.0,,,,39.331,,,,,39.331,0.0,39.331,249.85,0.0,50.213,2.962,47.251,0.0,1536.342,14.342,1600.897,0,1600.897,1850.747,
09/30/2012,1919.711,222.831,195.603,27.228,411.033,411.033,0.0,675.828,,,,,113.198,,,,100.134,1422.89,483.935,,,0.0,,12.886,0.0,,0.0,12.886,496.821,,216.016,84.882,7.955,,123.179,0.0,0.0,,,,,0.0,,,0.0,216.016,0.0,0.0,,,,39.317,,,,,39.317,0.0,39.317,255.333,0.0,56.001,2.963,53.038,0.0,1589.381,18.996,1664.378,0,1664.378,1919.711,
12/31/2012,1815.832,79.965,79.611,0.354,372.159,372.159,0.0,715.383,,,,,119.149,7.368,0.0,,97.361,1286.656,516.427,840.078,-323.651,0.0,,12.749,0.0,0.0,0.0,12.749,529.176,,204.174,78.019,0.0,0.0,126.155,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,204.174,0.0,0.0,0.0,0.0,,51.298,0.0,0.0,0.0,0.0,51.298,0.0,51.298,255.472,0.0,64.402,2.966,61.436,0.0,1477.601,18.357,1560.36,0,1560.36,1815.832,
03/31/2013,1945.296,159.657,159.24,0.417,418.733,418.733,0.0,700.484,,,,,97.962,0.0,,,83.883,1376.836,555.734,,,0.0,,12.726,0.0,,0.0,12.726,568.46,,253.097,75.327,51.679,,126.091,0.0,0.0,,,,,0.0,,,0.0,253.097,0.0,0.0,,,,51.336,,,,,51.336,0.0,51.336,304.433,0.0,69.527,2.967,66.56,0.0,1556.987,14.349,1640.863,0,1640.863,1945.296,
06/30/2013,1993.443,123.29,122.853,0.437,436.452,436.452,0.0,725.107,,,,,120.469,0.0,,,105.876,1405.318,575.571,,,0.0,,12.554,0.0,,0.0,12.554,588.125,,236.14,89.753,7.097,,139.29,0.0,0.0,,,,,0.0,,,0.0,236.14,0.0,0.0,,,,51.251,,,,,51.251,0.0,51.251,287.391,0.0,76.313,2.969,73.344,0.0,1618.658,11.081,1706.052,0,1706.052,1993.443,
09/30/2013,2060.419,92.631,92.19,0.441,453.652,453.652,0.0,755.985,,,,,134.562,0.0,,,120.747,1436.83,611.051,,,0.0,,12.538,0.0,,0.0,12.538,623.589,,259.572,105.131,1.994,,152.447,0.0,0.0,,,,,0.0,,,0.0,259.572,0.0,0.0,,,,51.212,,,,,51.212,0.0,51.212,310.784,0.0,71.093,2.968,68.125,0.0,1663.789,14.753,1749.635,0,1749.635,2060.419,
12/31/2013,2075.784,58.957,58.506,0.451,414.331,414.331,0.0,784.068,,,,,151.105,24.869,0.0,,107.988,1408.461,654.85,1019.902,-365.052,0.0,,12.473,0.0,0.0,0.0,12.473,667.323,,239.832,91.253,0.0,,148.579,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,239.832,0.0,0.0,0.0,0.0,,63.255,0.0,,,,63.255,0.0,63.255,303.087,0.0,72.815,2.968,69.847,0.0,1688.781,11.101,1772.697,0,1772.697,2075.784,
03/31/2014,2165.106,89.474,89.021,0.453,473.181,473.181,0.0,793.987,,,,,118.85,0.0,,,100.957,1475.492,677.295,,,0.0,,12.319,0.0,,0.0,12.319,689.614,,301.526,105.697,47.26,,148.569,0.0,0.0,,,,,0.0,,,0.0,301.526,0.0,0.0,,,,63.256,,,,,63.256,0.0,63.256,364.782,0.0,67.539,2.966,64.573,0.0,1726.519,6.266,1800.324,0,1800.324,2165.106,
06/30/2014,2282.973,106.393,105.94,0.453,502.33,502.33,0.0,818.771,,,,,128.288,0.0,,,111.009,1555.782,714.912,,,0.0,,12.279,0.0,,0.0,12.279,727.191,,281.463,109.488,5.35,,166.625,70.0,70.0,,,,,0.0,,,0.0,351.463,0.0,0.0,,,,63.386,,,,,63.386,0.0,63.386,414.849,0.0,73.599,2.968,70.631,0.0,1782.873,11.652,1868.124,0,1868.124,2282.973,
09/30/2014,2372.995,116.329,116.329,0.0,522.265,522.265,0.0,836.379,,,,,144.432,0.0,,,127.334,1619.405,741.489,,,0.0,,12.101,0.0,,0.0,12.101,753.59,,302.903,112.579,8.181,,182.143,105.0,105.0,,,,,0.0,,,0.0,407.903,0.0,0.0,,,,63.519,,,,,63.519,0.0,63.519,471.422,0.0,59.699,2.965,56.734,0.0,1841.994,-0.12,1901.573,0,1901.573,2372.995,
12/31/2014,2359.102,114.496,114.496,0.0,462.077,462.077,0.0,869.224,,,,,137.468,0.0,0.0,,115.703,1583.265,763.889,1193.734,-429.845,0.0,,11.948,0.0,0.0,0.0,11.948,775.837,,285.353,103.909,7.442,,174.002,90.0,0.0,0.0,0.0,,90.0,0.0,0.0,0.0,0.0,375.353,0.0,0.0,0.0,0.0,,68.532,0.0,,,,68.532,0.0,68.532,443.885,0.0,36.703,2.959,33.744,0.0,1886.35,-7.836,1915.217,0,1915.217,2359.102,
03/31/2015,2423.937,120.79,120.79,0.0,521.094,521.094,0.0,867.922,,,,,119.141,0.0,,,97.563,1628.947,783.151,,,0.0,,11.839,0.0,,0.0,11.839,794.99,,367.363,132.234,66.186,,168.943,125.0,125.0,,,,,0.0,,,0.0,492.363,0.0,0.0,,,,68.761,,,,,68.761,0.0,68.761,561.124,0.0,2.94,2.94,0.0,0.0,1887.159,-27.286,1862.813,0,1862.813,2423.937,
06/30/2015,2480.932,121.166,121.166,0.0,537.65,537.65,0.0,876.697,,,,,127.86,0.0,,,107.207,1663.373,805.854,,,0.0,,11.705,0.0,,0.0,11.705,817.559,,317.001,133.472,1.132,,182.397,79.575,79.575,,,,,0.0,,,0.0,396.576,250.425,250.425,,,,69.947,,,,,69.947,0.0,320.372,716.948,0.0,5.836,2.902,2.934,0.0,1781.645,-23.497,1763.984,0,1763.984,2480.932,
09/30/2015,2495.277,111.775,111.775,0.0,537.055,537.055,0.0,883.207,,,,,140.953,2.839,,,117.687,1672.99,810.652,,,0.0,,11.635,0.0,,0.0,11.635,822.287,,326.77,131.979,0.0,,194.791,41.51,41.51,,,,,0.0,,,0.0,368.28,273.49,273.49,,,,70.016,,,,,70.016,0.0,343.506,711.786,0.0,3.928,2.897,1.031,0.0,1819.794,-40.231,1783.491,0,1783.491,2495.277,
12/31/2015,2532.462,129.019,129.019,0.0,468.375,468.375,0.0,913.263,,,,,154.119,22.558,0.0,35.224,131.561,1664.776,818.889,1324.923,-506.034,0.0,,48.797,0.0,0.0,0.0,13.573,867.686,,311.116,125.973,,,185.143,62.05,0.0,0.0,0.0,,62.05,0.0,0.0,0.0,0.0,373.166,302.95,302.95,0.0,0.0,,55.057,0.0,,,,55.057,0.0,358.007,731.173,0.0,4.92,2.896,2.024,0.0,1842.772,-46.403,1801.289,0,1801.289,2532.462,
03/31/2016,2642.781,150.552,150.552,0.0,533.485,533.485,0.0,965.054,,,,,118.089,0.0,,,118.089,1767.18,826.736,,,0.0,,48.865,0.0,,0.0,48.865,875.601,,394.063,158.496,56.216,,179.351,7.61,0.0,,,,7.61,0.0,,,0.0,401.673,362.39,362.39,,,,56.842,,,,,56.842,0.0,419.232,820.905,0.0,27.605,2.889,24.716,0.0,1826.958,-32.687,1821.876,0,1821.876,2642.781,
06/30/2016,2699.136,155.458,155.458,0.0,537.341,537.341,0.0,985.085,,,,,113.022,0.0,,,113.022,1790.906,859.49,,,0.0,,48.74,0.0,,0.0,48.74,908.23,,343.572,158.698,8.318,,176.556,67.61,0.0,,,,67.61,0.0,,,0.0,411.182,362.39,362.39,,,,57.402,,,,,57.402,0.0,419.792,830.974,0.0,30.591,2.89,27.701,0.0,1871.813,-34.242,1868.162,0,1868.162,2699.136,
09/30/2016,2730.468,146.983,146.983,0.0,543.744,543.744,0.0,966.931,,,,,120.004,0.0,,,120.004,1777.662,904.201,,,0.0,,48.605,0.0,,0.0,48.605,952.806,,318.455,117.765,11.678,,189.012,12.61,0.0,,,,12.61,0.0,,,0.0,331.065,432.39,432.39,,,,57.715,,,,,57.715,0.0,490.105,821.17,0.0,34.393,2.89,31.503,0.0,1912.048,-37.143,1909.298,0,1909.298,2730.468,
12/31/2016,2668.884,112.735,112.735,0.0,499.716,499.716,0.0,992.989,,,,,115.33,12.907,0.0,34.21,102.423,1720.77,899.697,1498.835,-599.138,0.0,,48.417,0.0,0.0,0.0,14.207,948.114,,265.162,108.74,0.0,0.0,156.422,10.482,0.0,0.0,0.0,,10.482,0.0,0.0,0.0,0.0,275.644,379.518,379.518,0.0,0.0,,80.628,0.0,,,,80.628,0.0,460.146,735.79,0.0,40.255,2.892,37.363,0.0,1940.143,-47.304,1933.094,0,1933.094,2668.884,
03/31/2017,2786.4,134.3,134.3,0.0,574.7,574.7,0.0,1007.4,,,,,94.3,0.0,,,94.3,1810.7,890.7,,,0.0,,85.0,0.0,,0.0,85.0,975.7,,358.7,129.7,65.5,,163.5,10.9,0.0,,,,10.9,0.0,,,0.0,369.6,354.1,354.1,,,,81.0,,,,,81.0,0.0,435.1,804.7,0.0,44.4,2.9,41.5,0.0,1981.7,-44.4,1981.7,0,1981.7,2786.4,
06/30/2017,2851.4,115.1,115.1,0.0,613.5,613.5,0.0,1044.3,,,,,100.0,0.0,,,100.0,1872.9,895.2,,,0.0,,83.3,0.0,,0.0,83.3,978.5,,333.5,141.2,11.9,,180.4,8.8,0.0,,,,8.8,0.0,,,0.0,342.3,436.2,436.2,,,,81.4,,,,,81.4,0.0,517.6,859.9,0.0,4.1,2.9,1.2,0.0,2023.7,-36.3,1991.5,0,1991.5,2851.4,
09/30/2017,2901.6,133.4,133.4,0.0,632.1,632.1,0.0,1047.0,,,,,117.7,0.0,,,117.7,1930.2,889.3,,,0.0,,82.1,0.0,,0.0,82.1,971.4,,352.4,147.1,6.6,,198.7,8.0,0.0,,,,8.0,0.0,,,0.0,360.4,432.0,432.0,,,,82.9,,,,,82.9,0.0,514.9,875.3,0.0,4.2,2.9,1.3,0.0,2050.2,-28.1,2026.3,0,2026.3,2901.6,
12/31/2017,2910.5,116.9,116.9,0.0,607.8,607.8,0.0,1092.9,,,,,118.1,0.0,0.0,24.6,118.1,1935.7,893.6,1604.9,-711.3,0.0,,81.2,0.0,0.0,0.0,56.6,974.8,,348.0,147.5,6.5,,194.0,3.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,351.0,412.0,412.0,0.0,0.0,,50.6,0.0,,,,50.6,0.0,462.6,813.6,0.0,11.4,2.9,8.5,0.0,2110.6,-25.1,2096.9,0,2096.9,2910.5,
03/31/2018,3029.6,137.1,137.1,0.0,688.6,688.6,0.0,1134.9,,,,,99.7,0.0,,,99.7,2060.3,889.0,,,0.0,,80.3,0.0,,0.0,80.3,969.3,,389.9,148.1,42.1,,199.7,13.1,0.0,,,,13.1,0.0,,,0.0,403.0,391.9,391.9,,,,62.7,,,,,62.7,0.0,454.6,857.6,0.0,16.6,2.9,13.7,0.0,2178.5,-23.1,2172.0,0,2172.0,3029.6,
06/30/2018,3100.1,135.5,135.5,0.0,733.7,733.7,0.0,1163.4,,,,,108.1,0.0,,,108.1,2140.7,880.1,,,0.0,,79.3,0.0,,0.0,79.3,959.4,,378.5,172.1,2.0,,204.4,2.5,0.0,,,,2.5,0.0,,,0.0,381.0,422.5,422.5,,,,70.0,,,,,70.0,0.0,492.5,873.5,0.0,3.3,2.9,0.4,0.0,2259.2,-35.9,2226.6,0,2226.6,3100.1,
09/30/2018,3193.9,129.7,129.7,0.0,772.5,772.5,0.0,1194.7,,,,,128.6,2.2,,,126.4,2225.5,883.8,,,0.0,,84.6,0.0,,0.0,84.6,968.4,,413.6,186.0,0.0,,227.6,2.5,0.0,,,,2.5,0.0,,,0.0,416.1,387.5,387.5,,,,74.7,,,,,74.7,0.0,462.2,878.3,0.0,10.3,2.9,7.4,0.0,2342.0,-36.7,2315.6,0,2315.6,3193.9,
12/31/2018,3321.5,167.2,167.2,0.0,714.3,714.3,0.0,1278.7,,,,,156.0,9.0,,25.6,147.0,2316.2,924.8,1746.2,-821.4,0.0,,80.5,0.0,0.0,0.0,54.9,1005.3,,434.4,193.6,,,240.8,3.0,0.0,0.0,0.0,,3.0,0.0,,,0.0,437.4,497.0,497.0,0.0,0.0,,84.4,0.0,,,,84.4,0.0,581.4,1018.8,0.0,5.9,2.9,3.0,0.0,2341.6,-44.8,2302.7,0,2302.7,3321.5,
03/31/2019,3651.8,185.4,185.4,0.0,793.0,793.0,0.0,1293.9,,,,,116.9,0.0,,,116.9,2389.2,1164.2,,,0.0,,98.4,0.0,,0.0,98.4,1262.6,,458.4,183.9,41.7,,232.8,96.2,0.0,91.8,,91.8,4.4,0.0,,,0.0,554.6,615.0,484.6,130.4,,130.4,85.0,,,,,85.0,0.0,700.0,1254.6,0.0,25.6,2.9,22.7,0.0,2412.7,-41.1,2397.2,0,2397.2,3651.8,
06/30/2019,3756.4,175.0,175.0,0.0,819.8,819.8,0.0,1345.7,,,,,127.8,4.0,,,123.8,2468.3,1209.6,,,0.0,,78.5,0.0,,0.0,78.5,1288.1,,429.8,203.8,,,226.0,98.1,0.0,95.1,,95.1,3.0,0.0,,,0.0,527.9,638.1,497.0,141.1,,141.1,86.7,,,,,86.7,0.0,724.8,1252.7,0.0,48.9,2.9,46.0,0.0,2494.2,-39.4,2503.7,0,2503.7,3756.4,
09/30/2019,3814.2,191.2,191.2,0.0,817.3,817.3,0.0,1354.7,,,,,137.6,0.4,,,137.2,2500.8,1236.1,,,0.0,,77.3,0.0,,0.0,77.3,1313.4,,456.5,215.2,0.0,,241.3,98.6,0.0,95.6,,95.6,3.0,0.0,,,0.0,555.1,586.8,442.0,144.8,,144.8,86.6,,,,,86.6,0.0,673.4,1228.5,0.0,53.2,2.9,50.3,0.0,2581.5,-49.0,2585.7,0,2585.7,3814.2,
12/31/2019,3799.9,174.9,174.9,0.0,741.8,741.8,0.0,1366.4,,,,,174.1,16.7,0.0,0.0,157.4,2457.2,1266.4,2210.1,-943.7,0.0,,76.3,0.0,0.0,0.0,76.3,1342.7,,444.3,192.8,0.0,,251.5,100.4,0.0,97.4,0.0,97.4,3.0,0.0,0.0,0.0,0.0,544.7,490.2,342.0,148.2,0.0,148.2,99.4,0.0,,,,99.4,0.0,589.6,1134.3,0.0,70.1,2.9,67.2,0.0,2633.9,-38.4,2665.6,0,2665.6,3799.9,
