Date,Revenue,Net Premiums Earned,Net Premiums Earned (L),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (NL),Underwriting & Acq Cost (L),Amort Def Acq Cost (L),Other Cost (L),Other Operating Expense,Operating Income (Loss),(Income) Loss from Affiliates,Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1993,543.302002,381.635986,,,101.883003,59.783001,,,-248.251007,0.0,248.251007,,-93.809998,,,,,,133.709,,-14.553,0.56,119.715999,-37.532001,82.183998,0.0,,,82.183998,-3.938,78.246002,-0.822184,,77.423818,77.423818,,331.021946,0.233333,0.233333,,331.021946,0.233333,0.233333,0.233333,
09/30/1993,531.200989,382.658997,,,94.761002,53.780998,,,-249.960007,0.0,249.960007,,-90.927002,,,,,,133.639999,,-19.281,0.296,114.654999,-47.018002,67.637001,0.0,,,67.636998,-3.225,64.412003,-0.823014,,63.588989,63.588989,,331.649643,0.191111,0.191111,,331.649643,0.191111,0.191111,0.191111,
12/31/1993,519.822083,357.175049,,,143.355995,76.525009,,,-232.445023,0.0,232.445023,,-183.447998,,,,,,136.955978,,-19.841,-46.658997,70.455981,-41.816994,85.873001,4.040999,,,24.597988,0.0,81.832001,-0.821616,,81.010385,81.010385,,328.419009,0.246667,0.246667,0.246667,328.419009,0.246667,0.26,0.246667,
03/31/1994,498.681,348.14801,,,96.396003,54.137001,,,-232.481995,0.0,232.481995,,-85.700996,,,,,,127.927002,,-17.997,1.865,111.795002,-36.223,75.571999,0.0,,,75.572003,0.0,75.571999,-0.804,,74.767999,74.767999,,328.009495,0.228889,0.228889,,328.009495,0.228889,0.228889,0.228889,
06/30/1994,464.428986,340.165985,,,71.788003,52.474998,,,-222.923996,0.0,222.923996,,-74.806999,,,,,,110.768997,,-18.159,2.282,94.891997,-29.989,64.903,0.0,,,64.902997,0.0,64.903,0.0,,64.903,64.903,,325.660515,0.2,0.2,,325.660515,0.2,0.2,0.2,
09/30/1994,463.289001,336.53299,,,78.306999,48.449001,,,-223.757004,0.0,223.757004,,-74.953003,,,,,,109.113998,,-19.218,2.57,92.465998,-27.768,64.697998,0.0,,,64.697998,0.0,64.697998,0.0,,64.697998,64.697998,,322.262993,0.2,0.2,,322.262993,0.2,0.2,0.2,
12/31/1994,448.938049,364.027039,,,98.594988,-13.684002,,,-242.113983,0.0,242.113983,,-165.074005,,,,,,122.085999,,-20.547997,-0.883,100.655002,-42.014004,58.640999,-5.132,,,63.772998,0.0,63.773018,0.0,,63.773018,63.773018,,321.884996,0.197778,0.197778,0.197778,321.884996,0.197778,0.197778,0.197778,
03/31/1995,517.687988,390.834015,,,91.887999,34.966,,,-253.369003,0.0,253.369003,,-135.244003,,,,,,129.074997,,-21.712999,-0.648,106.713998,-38.381001,68.333,-0.288,,,68.620997,0.0,68.621002,0.0,,68.621002,68.621002,,321.943497,0.213333,0.213333,0.213333,321.943497,0.213333,0.213333,0.213333,
06/30/1995,515.596985,384.759003,,,93.187003,37.651001,,,-252.639999,0.0,252.639999,,-134.604996,,,,,,128.352005,,-22.424,3.505,109.433005,-39.979,69.454002,-0.569,,,70.023005,0.0,70.023003,0.0,,70.023003,70.023003,,322.056004,0.217778,0.215556,0.215556,322.056004,0.217778,0.215556,0.215556,
09/30/1995,501.382996,383.962006,,,78.062001,39.359001,,,-252.546997,0.0,252.546997,,-134.625,,,,,,114.210999,,-22.341999,3.036,94.904999,-35.948002,58.957001,-2.017,,,60.973998,0.0,60.973999,0.0,,60.973999,60.973999,,322.222515,0.188889,0.182222,0.215556,322.222515,0.188889,0.182222,0.215556,
12/31/1995,532.813965,386.727936,,,104.404987,41.680996,,,-250.779999,0.0,250.779999,,-58.201996,,,,,,137.531006,,-14.515005,-4.584,118.432001,-43.230999,75.201004,217.633987,,,-142.432985,0.0,-56.383003,0.0,,-56.383003,-56.383003,,322.460986,-0.175556,-0.175556,-0.175556,322.460986,-0.175556,-0.175556,-0.175556,
03/31/1996,550.822998,402.187988,,,104.13,44.505001,,,-264.302002,0.0,264.302002,,-147.580994,,,,,,138.940002,,-19.643999,0.621,119.917003,-43.643002,76.274002,0.0,,,76.274002,0.0,76.274002,0.0,,76.274002,76.274002,,323.806503,0.235556,0.235556,0.226667,323.806503,0.235556,0.235556,0.235556,
06/30/1996,551.982971,403.533997,,,101.078997,47.369999,,,-265.971008,0.0,265.971008,,-144.625,,,,,,141.386993,,-20.577,3.66,124.469994,-45.431,79.039001,0.0,,,79.038994,0.0,79.039001,0.0,,79.039001,79.039001,,323.342983,0.244444,0.244444,0.244444,323.342983,0.244444,0.244444,0.244444,
09/30/1996,550.379028,402.584991,,,101.856002,45.938,,,-263.612,0.0,263.612,,-144.235992,,,,,,142.531006,,-20.079,4.36,126.812006,-45.981998,80.830002,7.137001,,,73.693006,0.0,73.693001,0.0,,73.693001,73.693001,,318.865505,0.231111,0.253333,0.248889,325.116005,0.226667,0.248889,0.248889,
12/31/1996,552.625061,401.611969,,,103.372003,47.640995,,,-264.198975,0.0,264.198975,,-35.983002,,,,,,145.884979,,-13.311001,-4.642,127.931978,-45.565994,82.365997,0.0,,,82.365984,0.0,82.366005,0.0,,82.366005,82.366005,,315.684,0.262222,0.262222,0.262222,319.248,0.257778,0.257778,0.257778,
03/31/1997,557.07,415.69,415.69,0.0,92.803,48.577,,,-273.081,,273.081,,-130.353,,,,,,137.565,3.482,-17.874,1.093,120.784,-43.456,77.328,,,,77.328,0.0,77.328,0.0,0.0,77.328,77.328,,314.126374,0.246667,0.246667,0.268889,314.126374,0.246667,0.246667,0.268889,
06/30/1997,554.197,419.887,419.887,0.0,83.947,50.363,,,-279.797,,279.797,,-125.929,,,,,,132.57,4.202,-18.285,1.728,116.013,-41.423,74.59,,,,74.59,0.0,74.59,0.0,0.0,74.59,74.59,,312.048846,0.24,0.24,0.193333,312.048846,0.24,0.24,0.193333,
09/30/1997,584.064,420.227,420.227,0.0,110.225,53.612,,,-279.311,,279.311,,-127.381,,,,,,159.41,4.496,-17.385,2.007,144.032,-51.058,92.974,,,,92.974,0.0,92.974,0.0,0.0,92.974,92.974,,311.569922,0.297778,0.297778,0.297778,311.569922,0.297778,0.297778,0.297778,
12/31/1997,530.948,422.2,,,108.537,0.211,,,-276.711,0.0,276.711,,-317.88,,,,,,181.003,,,,,,-22.431,-60.34,,,,0.0,92.851,0.0,,92.851,92.851,,312.387743,0.302222,0.302222,0.173333,318.06225,0.297778,0.297778,0.168889,
03/31/1998,601.504,433.017,433.017,0.0,111.406,57.081,,,-287.024,,287.024,,-132.582,,,,,,163.941,4.258,-18.338,1.787,147.39,-52.491,94.899,,,,94.899,-1.981,92.918,0.0,0.0,92.918,92.918,,315.460741,0.293333,0.293333,0.293333,318.818626,0.293333,0.293333,0.293333,
06/30/1998,556.048,439.364,439.364,0.0,116.027,0.657,,,-291.826,0.0,291.826,0.0,-122.875,,,,,,138.328,,-14.472,-22.702,101.154,-48.272,52.882,-10.26,,,63.142,,63.142,0.0,0.0,63.142,63.142,,315.584174,0.2,0.168889,0.168889,319.065741,0.2,0.164444,0.164444,
09/30/1998,511.271,437.964,437.964,0.0,72.415,0.892,,,-285.217,,285.217,,-93.687,,,,,,100.035,-3.875,-12.981,-6.369,80.685,-27.532,53.153,38.607,,,14.546,,14.546,0.0,0.0,14.546,14.546,,315.590105,0.044444,0.168889,0.248889,318.341268,0.044444,0.168889,0.248889,
03/31/1999,567.51,462.764,,,104.28,0.466,,,-303.446,0.0,303.446,0.0,-123.428,,,,,,137.618,,-12.576,-2.289,122.753,-42.405,80.348,-16.086,,,96.434,0.0,96.434,0.0,0.0,96.434,96.434,,304.260572,0.315556,0.262222,0.262222,306.304706,0.315556,0.262222,0.262222,
06/30/1999,507.228,470.01,470.01,0.0,31.735,5.483,,,-308.718,,308.718,,-125.57,,,,,,69.921,,-12.75,-2.225,54.946,-18.64,36.306,1.06,,,35.246,0.0,35.246,0.0,0.0,35.246,35.246,,300.090278,0.115556,0.12,0.288889,302.226046,0.115556,0.12,0.288889,
09/30/1999,565.778992,471.850006,,,93.630003,0.299,,,-309.113007,0.0,309.113007,0.0,-126.633003,,,,,,127.014999,,-13.327,0.0,113.688,-38.019001,75.668999,0.0,,,75.668999,-2.357,73.311996,0.0,0.0,73.311996,73.311996,,298.053005,0.244444,0.244444,0.284444,299.864239,0.244444,0.244444,0.284444,
12/31/1999,586.378,479.462,,,106.721,0.195,,,-315.27,0.0,315.27,0.0,-127.243,,,,,,140.845,,-13.688,-29.808,97.349,-35.256,62.093,0.0,,,62.093,6.871,68.964,0.0,0.0,68.964,68.964,,296.37,0.231111,0.231111,0.293333,297.71325,0.231111,0.231111,0.293333,
03/31/2000,619.017,503.053,,,115.252,0.712,,,-331.52,0.0,331.52,0.0,-132.759,,,,,,151.72,,-13.81,0.0,137.91,-46.639,91.271,0.0,,,91.271,-2.389,88.882,0.0,0.0,88.882,88.882,,294.06825,0.302222,0.302222,0.306667,294.35175,0.302222,0.302222,0.306667,
06/30/2000,615.133,506.834,,,107.588,0.711,,,-333.274,0.0,333.274,0.0,-134.897,,,,,,143.943,,-14.169,0.0,129.774,-43.937,85.837,0.0,,,85.837,-2.543,83.294,0.0,0.0,83.294,83.294,,288.11475,0.288889,0.288889,0.311111,288.585,0.288889,0.288889,0.311111,
09/30/2000,640.554,512.738,,,127.165,0.651,,,-335.692,0.0,335.692,0.0,-136.656,,,,,,165.188,,-13.352,0.0,151.836,-51.42,100.416,0.0,,,100.416,-2.68,97.736,0.0,0.0,97.736,97.736,,286.35075,0.342222,0.342222,0.32,286.929,0.342222,0.342222,0.32,
12/31/2000,641.19,523.585,,,117.099,0.506,,,-338.996,0.0,338.996,0.0,-142.58,,,,,,156.594,,-13.156,0.0,143.438,-48.845,94.593,-0.202,,,94.795,-2.672,92.123,0.0,0.0,92.123,92.123,,285.696,0.324444,0.324444,0.328889,285.696,0.324444,0.32,0.328889,
03/31/2001,674.766,546.866,,,127.231,0.669,,,-358.879,0.0,358.879,0.0,-145.024,,,,,,167.845,,-12.567,0.0,155.278,-53.194,102.084,3.305,,,98.779,-2.381,96.398,0.0,0.0,96.398,96.398,,283.91625,0.337778,0.351111,0.337778,285.237,0.337778,0.351111,0.333333,
06/30/2001,689.03,561.218,,,127.152,0.66,,,-366.807,0.0,366.807,0.0,-151.719,,,,,,167.485,,-11.76,0.0,155.725,-53.426,102.299,27.664,,,74.635,-1.461,73.174,0.0,0.0,73.174,73.174,,281.79,0.257778,0.36,0.351111,283.79475,0.257778,0.355556,0.346667,
09/30/2001,686.69,554.041,,,131.989,0.66,,,-363.036,0.0,363.036,0.0,-149.548,,,,,,171.088,,-10.422,0.0,160.666,-55.024,105.642,1.06,,,104.582,-0.767,103.815,0.0,0.0,103.815,103.815,,283.55175,0.368889,0.373333,0.355556,283.55175,0.364444,0.368889,0.351111,
12/31/2001,656.556,553.044,,,103.026,0.486,,,-365.914,0.0,365.914,0.0,-148.105,,,,,,139.517,,-9.757,-4.532,125.228,-44.323,80.905,2.388,,,78.517,4.609,83.126,0.0,0.0,83.126,83.126,,276.952815,0.300145,0.308768,0.308768,280.164321,0.296704,0.296704,0.296704,
03/31/2002,689.671,571.241,571.241,0.0,117.951,0.479,,,-380.879,0.0,380.879,0.0,-152.148,,,,,,156.644,,-7.318,-1.005,148.321,-50.167,98.154,,,,98.154,0.0,98.154,0.0,0.0,98.154,98.154,,275.416569,0.355556,0.355556,0.382222,276.566402,0.355556,0.355556,0.377778,
06/30/2002,633.48,571.536,571.536,0.0,61.371,0.573,,,-382.09,0.0,382.09,0.0,-149.228,,,,,,102.162,,-7.23,-0.971,93.961,-31.249,62.712,0.0,,,62.712,0.0,62.712,0.0,0.0,62.712,62.712,,271.35,0.231111,0.231111,0.386667,273.8025,0.231111,0.231111,0.386667,
09/30/2002,721.513,567.642,567.642,0.0,153.18,0.691,,,-377.635,0.0,377.635,0.0,-151.682,,,,,,192.196,,-11.461,-1.892,178.843,-61.468,117.375,0.0,,,117.375,0.0,117.375,0.0,0.0,117.375,117.375,,268.1955,0.435556,0.435556,0.408889,268.8885,0.435556,0.435556,0.408889,
12/31/2002,698.987,568.614,,,129.996,0.377,,,-383.47,0.0,383.47,0.0,-147.921,,,,,,167.596,,-6.857,0.0,160.739,-54.647,106.092,0.0,,,106.092,-0.9,105.192,0.0,0.0,105.192,105.192,,265.93425,0.395556,0.395556,0.4,267.11775,0.395556,0.395556,0.4,
03/31/2003,718.516,590.473,590.473,0.0,127.551,0.492,,,-395.405,0.0,395.405,0.0,-156.305,,,,,,166.806,,-14.139,-0.855,152.667,-52.034,100.633,0.0,,,100.633,0.0,100.633,0.0,0.0,100.633,100.633,,264.30975,0.382222,0.382222,0.417778,265.014,0.377778,0.377778,0.413333,
06/30/2003,734.41,591.466,591.466,0.0,142.529,0.415,,,-399.37,0.0,399.37,0.0,-154.435,,,,,,180.605,,-14.066,0.0,166.539,-56.947,109.592,0.0,,,109.592,0.0,109.592,0.0,0.0,109.592,109.592,,259.632187,0.422222,0.422222,0.422222,260.465695,0.422222,0.422222,0.422222,
09/30/2003,730.479,592.198,,,138.284,-0.003,,,-395.027,0.0,395.027,0.0,-122.175,,,,,,178.213,,-13.987,0.0,164.226,-56.344,107.882,0.0,,,107.882,0.0,107.882,0.0,0.0,107.882,107.882,,255.717,0.422222,0.422222,0.422222,257.0715,0.417778,0.417778,0.417778,
12/31/2003,760.421,601.646,,,158.86,-0.085,,,-400.27,0.0,400.27,0.0,-56.409,,,,,,196.451,,-25.647,0.0,170.804,-58.77,112.034,0.0,,,112.034,0.0,112.034,0.0,0.0,112.034,112.034,,254.0925,0.44,0.44,0.448889,256.1985,0.435556,0.435556,0.444444,
03/31/2004,772.542,620.411,620.411,0.0,152.053,0.078,,,-412.523,0.0,412.523,0.0,-163.776,,,,,,196.243,,-14.007,0.0,182.236,-62.722,119.514,7.163,,,112.351,0.0,112.351,0.0,0.0,112.351,112.351,,252.968699,0.444444,0.471111,0.471111,256.616314,0.44,0.466667,0.466667,
06/30/2004,763.959,621.035,621.035,0.0,142.858,0.066,,,-414.647,0.0,414.647,0.0,-165.003,,,,,,184.309,,-14.078,3.003,173.234,-56.673,116.561,0.0,,,116.561,0.0,116.561,0.0,0.0,116.561,116.561,,249.84,0.466667,0.466667,0.471111,253.38375,0.462222,0.462222,0.466667,
09/30/2004,774.199,615.989,615.989,0.0,158.145,0.065,,,-411.713,0.0,411.713,0.0,-156.862,,,,,,203.515,,-14.055,0.0,189.46,-65.328,124.132,0.0,,,124.132,0.0,124.132,0.0,0.0,124.132,124.132,,245.601,0.506667,0.506667,0.488889,249.6105,0.497778,0.497778,0.48,
12/31/2004,758.887,611.074,,,147.297,0.516,,,-403.254,0.0,403.254,0.0,-161.753,,,,,,191.324,,-14.261,0.0,177.063,-61.552,115.511,0.0,,,115.511,0.0,115.511,0.0,0.0,115.511,115.511,,247.63725,0.466667,0.466667,0.475556,247.63725,0.466667,0.466667,0.475556,
03/31/2005,782.9,636.7,,,146.0,0.2,,,-424.2,0.0,424.2,0.0,-164.9,,,,,,193.8,,-14.7,0.0,179.1,-61.3,117.8,0.0,,,117.8,0.0,117.8,0.0,0.0,117.8,117.8,,239.447761,0.493333,0.493333,0.506667,243.62536,0.484444,0.484444,0.497778,
06/30/2005,804.797,629.617,,,161.323,13.857,,,-418.084,0.0,418.084,0.0,-168.817,,,,,,217.896,,-15.35,0.0,202.546,-70.181,132.365,0.0,,,132.365,0.0,132.365,0.0,0.0,132.365,132.365,,235.706036,0.56,0.56,0.511111,238.459916,0.555556,0.555556,0.506667,
09/30/2005,769.022,620.557,,,148.212,0.253,,,-410.883,,410.883,,-161.466,,,,,,196.673,,-15.281,,181.392,-62.346,119.046,0.0,,,119.046,,119.046,,,119.046,119.046,,234.264141,0.506667,0.506667,0.515556,235.584099,0.506667,0.506667,0.515556,
12/31/2005,769.097,621.193,,,147.765,0.139,,,-408.046,0.0,408.046,0.0,-177.038,,,,,,184.013,,-15.567,0.0,168.446,-42.31,126.136,0.0,,,126.136,0.0,126.136,0.0,0.0,126.136,126.136,,233.20125,0.542222,0.542222,0.524444,234.7065,0.537778,0.537778,0.52,
03/31/2006,857.008,702.677,702.677,0.0,147.193,7.138,,,-480.154,0.0,480.154,0.0,-132.629,,,,,,199.961,,-15.99,0.0,183.971,-63.697,120.274,0.0,,,120.274,0.0,120.274,0.0,0.0,120.274,120.274,,230.946007,0.52,0.52,0.537778,232.922718,0.515556,0.515556,0.533333,
06/30/2006,869.135,705.796,705.796,0.0,162.606,0.733,,,-480.756,0.0,480.756,0.0,-133.19,,,,,,211.645,,-17.638,0.0,194.007,-66.632,127.375,0.0,,,127.375,0.0,127.375,0.0,0.0,127.375,127.375,-3.9,224.24659,0.568889,0.568889,0.551111,227.210515,0.56,0.56,0.542222,
09/30/2006,837.939,683.657,683.657,0.0,153.609,0.673,,,-446.052,0.0,446.052,0.0,-140.443,,,,,,210.71,,-21.437,0.0,189.273,-60.729,128.544,0.0,,,128.544,0.0,128.544,0.0,0.0,128.544,128.544,-2.1,221.749319,0.577778,0.577778,0.568889,225.230782,0.568889,0.568889,0.56,
12/31/2006,857.096,692.583,692.583,0.0,154.571,9.942,,,-456.569,0.0,456.569,0.0,-134.911,,,,,,224.39,,-18.071,0.0,206.319,-63.881,142.438,0.0,,,142.438,0.0,142.438,0.0,0.0,142.438,142.438,6.0,224.5185,0.635556,0.635556,0.653333,224.5185,0.635556,0.635556,0.653333,
03/31/2007,905.975,731.812,731.812,0.0,172.629,1.534,,,-504.476,0.0,504.476,0.0,-137.066,,,,,,221.552,,-17.257,0.0,204.295,-69.104,135.191,0.0,,,135.191,0.0,135.191,0.0,0.0,135.191,135.191,-4.132,219.341848,0.617778,0.617778,0.595556,222.809011,0.608889,0.608889,0.586667,
06/30/2007,876.569,715.397,715.397,0.0,157.901,3.271,,,-489.276,0.0,489.276,0.0,-136.509,,,,,,208.578,,-16.541,0.0,192.037,-64.92,127.117,0.0,,,127.117,0.0,127.117,0.0,0.0,127.117,127.117,1.996,213.670838,0.595556,0.595556,0.604444,217.466066,0.586667,0.586667,0.595556,
09/30/2007,863.614,697.096,697.096,0.0,164.488,2.03,,,-462.833,0.0,462.833,0.0,-137.544,,,,,,219.163,,-17.579,0.0,201.584,-68.702,132.882,0.0,,,132.882,0.0,132.882,0.0,0.0,132.882,132.882,-3.141,208.601566,0.635556,0.635556,0.622222,211.638211,0.626667,0.626667,0.613333,
12/31/2007,840.539,682.926,682.926,0.0,156.542,1.071,,,-445.843,0.0,445.843,0.0,-135.375,,,,,,215.076,,-16.187,0.0,198.889,-66.544,132.345,0.0,,,132.345,0.0,132.345,0.0,0.0,132.345,132.345,-0.145,207.240026,0.64,0.64,0.64,210.700685,0.626667,0.626667,0.626667,
03/31/2008,872.433,710.593,710.593,0.0,159.939,1.901,,,-494.401,0.0,494.401,0.0,-137.373,,,,,,194.602,,-16.172,0.0,178.43,-60.257,118.173,0.0,,,118.173,0.0,118.173,0.0,0.0,118.173,118.173,,204.273697,0.577778,0.577778,0.644444,206.722478,0.573333,0.573333,0.635556,
06/30/2008,860.492,699.404,699.404,0.0,160.128,0.96,,,-481.398,0.0,481.398,0.0,-135.703,,,,,,199.424,,-14.818,0.0,184.606,-50.88,133.726,0.0,,,133.726,0.0,133.726,0.0,0.0,133.726,133.726,-3.125,201.288215,0.662222,0.662222,0.648889,204.069897,0.653333,0.653333,0.64,
09/30/2008,753.352,678.597,678.597,0.0,73.813,0.942,,,-451.236,0.0,451.236,0.0,-135.943,,,,,,121.138,,-15.507,0.0,105.631,-42.48,63.151,0.0,,,63.151,0.0,63.151,0.0,0.0,63.151,63.151,69.143,195.793223,0.324444,0.324444,0.68,197.575351,0.32,0.32,0.671111,
12/31/2008,840.641,669.662,669.662,0.0,170.111,0.868,,,-445.88,0.0,445.88,0.0,-135.286,,,,,,209.322,,-16.732,0.0,192.59,-55.381,137.209,0.0,,,137.209,0.0,137.209,0.0,0.0,137.209,137.209,-18.652,191.118715,0.72,0.72,0.622222,191.22075,0.715556,0.715556,0.617778,
03/31/2009,809.638,686.485,686.485,0.0,122.748,0.405,0.0,0.405,-477.614,0.0,477.614,,-146.274,0.0,146.274,114.668,31.606,-43.79,141.96,,-15.664,0.0,126.296,-49.59,76.706,0.0,0.0,0.0,76.706,0.0,76.706,0.0,0.0,76.706,32.502,-44.204,188.719709,0.404444,0.404444,0.172224,188.719709,0.404444,0.404444,0.170213,
06/30/2009,819.734,681.541,681.541,0.0,137.725,0.468,,0.468,-464.335,,464.335,,-134.84,,134.84,104.205,30.635,-45.236,175.323,,-14.916,0.0,160.407,-46.289,114.118,0.0,0.0,0.0,114.118,0.0,114.118,0.0,0.0,114.118,102.361,-11.757,186.153221,0.613333,0.613333,0.549875,186.153221,0.613333,0.613333,0.549875,
09/30/2009,762.321,638.539,638.539,0.0,123.331,0.451,0.0,0.451,-420.786,0.0,420.786,,-135.767,0.0,135.767,101.986,33.781,-41.665,164.103,,-20.343,0.0,143.76,-45.202,98.558,-2.242,-2.242,0.0,100.8,0.0,100.8,0.0,0.0,100.8,72.937,-25.621,186.179049,0.542222,0.528889,0.391757,186.398042,0.542222,0.528889,0.391436,
12/31/2009,700.847,584.309,584.309,0.0,115.942,0.596,0.0,0.596,-376.048,0.0,376.048,,-123.983,0.0,123.983,92.146,31.837,,162.325,,-19.009,0.0,143.316,-48.888,94.428,-18.901,-18.901,0.0,113.329,0.0,113.329,0.0,0.0,113.329,-71.05935,-165.48735,186.278245,0.608386,0.506919,-0.381469,186.278245,0.608386,0.506919,-0.381469,
