Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/30/2006,6496.666992,538.828003,538.828003,0.0,1558.140991,1558.140991,,,1328.140991,921.015991,250.018005,157.106995,0.0,702.049011,,,,4127.15918,615.203003,,,0.0,1754.305054,1646.010986,1618.087036,27.92395,,108.294067,2369.508057,,1481.682007,1481.682007,,,,624.778992,,,,,,387.653015,,,387.653015,2494.114014,1582.526001,,,,,112.142998,,,,,,112.142998,1694.668999,4188.783012,0.0,5961.01123,,,-186.026001,-3515.811035,48.710083,2307.884277,0.0,2307.884277,6496.66729,
03/31/2007,5791.890137,664.09198,664.09198,0.0,1408.197998,1408.197998,,,1217.113037,884.921997,173.419006,158.772003,0.0,152.947998,,,,3442.351074,617.356995,,,0.0,1732.182007,1640.567993,1614.551025,26.016968,,91.614014,2349.539001,,1375.463013,1375.463013,,,,700.114014,,,,,,337.555054,,,337.555054,2413.13208,985.963989,,,,,107.901001,,,,,,107.901001,1093.86499,3506.99707,0.0,5964.812012,,,-185.582993,-3541.943115,47.607162,2284.893066,0.0,2284.893066,5791.890137,
06/30/2007,5754.720215,780.460022,780.460022,0.0,1309.870972,1309.870972,,,1132.555054,788.172974,166.136002,178.246002,0.0,183.839005,,,,3406.725098,603.747009,,,0.0,1744.248047,1641.807983,1617.746948,24.061035,,102.440063,2347.995056,,1441.850952,1441.850952,,,,0.078,,,,,,350.752078,,,350.752078,1792.68103,1577.113037,,,,,118.781998,,,,,,118.781998,1695.895035,3488.576065,0.0,5972.270996,,,-185.548004,-3569.583008,49.004059,2266.144043,0.0,2266.144043,5754.720108,
09/29/2007,4669.955,933.424,933.424,0.0,1218.375,1218.375,,,1059.856,770.208,146.675,142.973,0.0,203.802,,,,3415.457,609.394,2107.357,-1497.963,0.0,645.104,532.887,510.669,22.218,,112.217,1254.498,,1450.705,1450.705,,,,0.0,,,,,,346.377,,,346.377,1797.082,1588.072,,,,,111.654,,,,,,111.654,1699.726,3496.808,0.0,5983.479,,,-185.541,-4685.851,61.06,1173.147,0.0,1173.147,4669.955,
12/29/2007,4703.878,941.197,941.197,,1251.997,1251.997,,,1077.618,772.88,162.943,141.795,0.0,194.002,,,,3464.814,591.645,,,,647.419,532.932,512.635,20.297,,114.487,1239.064,,1587.29,1587.29,,,,0.0,,,,,,329.436,,,329.436,1916.726,1477.632,,,,,128.71,,,,,,128.71,1606.342,3523.068,,,,,,,1180.81,1180.81,,1180.81,4703.878,
03/29/2008,4536.259,860.55,860.55,,1225.755,1225.755,,,949.922,671.233,147.984,130.705,0.0,251.827,,,,3288.054,596.756,,,,651.449,531.049,512.635,18.414,,120.4,1248.205,,1407.473,1407.473,,,,0.0,,,,,,365.63,,,365.63,1773.103,1490.54,,,,,118.669,,,,,,118.669,1609.209,3382.312,,,,,,,1153.947,1153.947,,1153.947,4536.259,
06/28/2008,4530.673,981.564,981.564,0.0,1183.602,1183.602,,,901.039,638.862,136.305,125.872,0.0,209.966,,,,3276.171,611.172,,,0.0,643.33,526.599,,,,116.731,1254.502,,1364.867,1364.867,,,,0.0,,,,,,381.842,,,381.842,1746.709,1480.304,,,,,113.17,,,,,,113.17,1593.474,3340.183,0.0,,,,,,1190.49,1190.49,0.0,1190.49,4530.673,
09/27/2008,3530.727,869.801,869.801,,986.312,986.312,,,813.359,591.119,106.784,115.456,0.0,143.562,,,,2813.034,599.908,2041.404,-1441.496,,117.785,14.649,,,,103.136,717.693,,908.151,908.151,,,,0.0,,,,,,330.544,,,330.544,1238.695,1481.985,,,,,114.089,,,,,,114.089,1596.074,2834.769,,5997.106,,,-184.725,-5172.2,55.777,695.958,,695.958,3530.727,
12/27/2008,3340.318,796.774,796.774,0.0,892.107,892.107,0.0,,784.002,548.677,112.909,122.416,0.0,134.688,,46.183,88.505,2607.571,587.503,,,0.0,145.244,,,,,145.244,732.747,,1093.02,781.92,,,311.1,0.0,0.0,,,,,0.0,,,0.0,1093.02,1485.614,1485.614,,,,135.426,,,,,,135.426,1621.04,2714.06,0.0,,,,,,626.258,626.258,0.0,626.258,3340.318,
03/28/2009,3090.485,851.497,851.497,0.0,710.087,710.087,0.0,,706.024,510.735,91.936,103.353,0.0,115.864,,46.121,69.743,2383.472,574.692,,,0.0,132.321,,,,,132.321,707.013,,927.484,679.484,,,248.0,0.0,0.0,,,,,0.0,,,0.0,927.484,1451.623,1451.623,,,,99.339,,,,,,99.339,1550.962,2478.446,0.0,,,,,,612.039,612.039,0.0,612.039,3090.485,
06/27/2009,3106.216,877.613,877.613,0.0,698.504,698.504,0.0,,696.243,502.933,100.223,93.087,0.0,130.258,,44.459,85.799,2402.618,577.589,,,0.0,126.009,,,,,126.009,703.598,,963.938,710.729,,,253.209,175.7,0.0,,,,175.7,0.0,,,0.0,1139.638,1275.586,1275.586,,,,124.737,,,,,,124.737,1400.323,2539.961,0.0,,,,,,566.255,566.255,0.0,566.255,3106.216,
10/03/2009,3123.897,899.151,899.151,0.0,668.474,668.474,0.0,,761.391,500.666,118.531,142.194,0.0,147.03,0.0,68.902,78.128,2476.046,543.497,1942.735,-1399.238,0.0,104.354,9.431,0.0,9.431,8.969,85.954,647.851,,1020.21,780.876,0.0,0.0,239.334,175.7,0.0,0.0,0.0,,175.7,0.0,0.0,0.0,0.0,1195.91,1262.014,1262.014,0.0,0.0,,146.903,0.0,0.0,0.0,0.0,6.692,140.211,1408.917,2604.827,0.0,6012.932,0.786,6012.146,-213.72,-5332.492,52.35,519.07,0.0,519.07,3123.897,
01/02/2010,3044.682,727.495,727.495,0.0,749.925,749.925,0.0,,778.326,545.648,128.656,104.022,0.0,144.939,,60.116,84.823,2400.685,550.02,,,0.0,93.977,,,,,93.977,643.997,,1080.999,828.43,,,252.569,0.0,0.0,,,,,0.0,,,0.0,1080.999,1261.677,1261.677,,,,116.884,,,,,,116.884,1378.561,2459.56,0.0,,,,,,585.122,585.122,0.0,585.122,3044.682,
04/03/2010,3083.728,672.962,672.962,0.0,819.359,819.359,0.0,,815.652,541.144,131.442,143.066,0.0,151.551,,70.61,80.941,2459.524,539.322,,,0.0,84.882,,,,,84.882,624.204,,1103.977,884.618,,,219.359,0.0,0.0,,,,,0.0,,,0.0,1103.977,1261.34,1261.34,,,,113.953,,,,,,113.953,1375.293,2479.27,0.0,,,,,,604.458,604.458,0.0,604.458,3083.728,
07/03/2010,3260.862,664.569,664.569,0.0,923.966,923.966,0.0,,855.136,571.634,149.167,134.335,0.0,140.683,,57.398,83.285,2584.354,561.85,,,0.0,114.658,,,,,114.658,676.508,,1223.316,956.135,,,267.181,50.6,50.6,,,,,0.0,,,0.0,1273.916,1241.003,1241.003,,,,121.689,,,,,,121.689,1362.692,2636.608,0.0,,,,,,624.254,624.254,0.0,624.254,3260.862,
10/02/2010,3301.796,592.812,592.812,0.0,1018.612,1018.612,0.0,,844.347,599.773,126.27,118.304,0.0,134.238,0.0,53.047,81.191,2590.009,570.258,2010.563,-1440.305,0.0,141.529,15.464,0.0,15.464,23.254,102.811,711.787,,1186.343,923.038,0.0,0.0,263.305,65.0,65.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1251.343,1240.666,1240.666,0.0,0.0,,148.186,0.0,0.0,0.0,0.0,14.431,133.755,1388.852,2640.195,0.0,6031.971,0.797,6031.174,-214.53,-5210.057,54.217,661.601,0.0,661.601,3301.796,
01/01/2011,3233.108,548.519,548.519,0.0,1002.839,1002.839,0.0,,832.71,597.647,118.644,116.419,0.0,136.694,,,136.694,2520.762,573.932,,,0.0,138.414,,,,,138.414,712.346,,1096.279,839.253,,,257.026,53.4,53.4,,,,,0.0,,,0.0,1149.679,1240.329,1240.329,,,,143.098,,,,,,143.098,1383.427,2533.106,0.0,,,,,,700.002,700.002,0.0,700.002,3233.108,
04/02/2011,3262.749,654.745,654.745,0.0,965.216,965.216,0.0,,820.117,596.436,116.184,107.497,0.0,135.938,,,135.938,2576.016,561.249,,,0.0,125.484,,,,,125.484,686.733,,1088.042,854.364,,,233.678,61.9,61.9,,,,,0.0,,,0.0,1149.942,1239.993,1239.993,,,,141.618,,,,,,141.618,1381.611,2531.553,0.0,,,,,,731.196,731.196,0.0,731.196,3262.749,
07/02/2011,3316.628,582.816,582.816,0.0,1042.092,1042.092,0.0,,885.502,632.475,114.927,138.1,0.0,125.205,,,125.205,2635.615,562.766,,,0.0,118.247,,,,,118.247,681.013,,1218.194,958.075,,,260.119,60.4,60.4,,,,,0.0,,,0.0,1278.594,1151.883,1151.883,,,,136.851,,,,,,136.851,1288.734,2567.328,0.0,,,,,,749.3,749.3,0.0,749.3,3316.628,
10/01/2011,3353.973,640.288,640.288,0.0,1014.121,1014.121,0.0,,891.325,641.918,98.097,151.31,0.0,83.512,0.0,,83.512,2629.246,588.097,2067.832,-1479.735,0.0,136.63,11.007,0.0,11.007,11.155,114.468,724.727,,1205.685,984.014,0.0,0.0,221.671,60.2,60.2,0.0,0.0,,,0.0,0.0,0.0,0.0,1265.885,1182.308,1182.308,0.0,0.0,,135.263,0.0,21.633,,,2.969,110.661,1317.571,2583.456,0.0,6054.747,0.807,6053.94,-213.828,-5141.14,70.738,770.517,0.0,770.517,3353.973,
12/31/2011,3239.121,604.469,604.469,0.0,931.034,931.034,0.0,,903.78,672.137,85.796,145.847,0.0,77.519,,,77.519,2516.802,587.807,,,0.0,134.512,,,,,134.512,722.319,,1077.93,859.337,,,218.593,59.1,59.1,,,,,0.0,,,0.0,1137.03,1184.62,1184.62,,,,132.873,,,,,,132.873,1317.493,2454.523,0.0,,,,,,784.598,784.598,0.0,784.598,3239.121,
03/31/2012,3030.756,464.419,464.419,0.0,928.943,928.943,0.0,,862.392,610.025,100.121,152.246,0.0,68.507,,,68.507,2324.261,577.182,,,0.0,129.313,,,,,129.313,706.495,,1042.825,834.272,,,208.553,30.0,30.0,,,,,0.0,,,0.0,1072.825,1033.053,1033.053,,,,132.175,,,,,,132.175,1165.228,2238.053,0.0,,,,,,792.703,792.703,0.0,792.703,3030.756,
06/30/2012,3032.921,394.862,394.862,0.0,1017.355,1017.355,0.0,,826.725,580.593,98.244,147.888,0.0,95.953,,,95.953,2334.895,566.339,,,0.0,131.687,,,,,131.687,698.026,,1127.454,895.859,,,231.595,30.0,30.0,,,,,0.0,,,0.0,1157.454,940.016,940.016,,,,129.699,,,,,,129.699,1069.715,2227.169,0.0,,,,,,805.752,805.752,0.0,805.752,3032.921,
09/29/2012,3167.786,409.618,409.618,0.0,1001.543,1001.543,0.0,,826.539,584.821,96.757,144.961,0.0,88.599,0.0,,88.599,2326.299,569.365,2100.154,-1530.789,0.0,272.122,7.243,0.0,7.243,152.853,112.026,841.487,,1159.552,937.737,0.0,0.0,221.815,59.995,59.995,0.0,0.0,,,0.0,0.0,0.0,0.0,1219.547,837.364,837.364,0.0,0.0,,147.094,0.0,22.265,,,,124.829,984.458,2204.005,0.0,6075.341,0.817,6074.524,-214.133,-4960.906,63.479,963.781,0.0,963.781,3167.786,
12/29/2012,3079.352,490.693,490.693,0.0,897.069,897.069,0.0,,779.859,553.28,76.324,150.255,0.0,81.14,,,81.14,2248.761,563.065,,,0.0,267.526,,,,,267.526,830.591,,1048.642,834.307,,,214.335,162.641,62.641,,,,100.0,0.0,,,0.0,1211.283,734.929,734.929,,,,146.794,,,,,,146.794,881.723,2093.006,0.0,,,,,,986.346,986.346,0.0,986.346,3079.352,
03/30/2013,2964.828,411.942,411.942,0.0,870.905,870.905,0.0,,798.82,572.901,83.914,142.005,0.0,74.68,,,74.68,2156.347,547.85,,,0.0,260.631,,,,,260.631,808.481,,1062.265,851.767,,,210.498,170.216,170.216,,,,,0.0,,,0.0,1232.481,574.046,574.046,,,,143.795,,,,,,143.795,717.841,1950.322,0.0,,,,,,1014.506,1014.506,0.0,1014.506,2964.828,
06/29/2013,2979.046,416.394,416.394,0.0,898.625,898.625,0.0,,796.759,528.09,105.012,163.657,0.0,76.88,,,76.88,2188.658,543.884,,,0.0,246.504,,,,,246.504,790.388,,1136.705,899.256,,,237.449,113.865,113.865,,,,,0.0,,,0.0,1250.57,561.155,561.155,,,,128.141,,,,,,128.141,689.296,1939.866,0.0,,,,,,1039.18,1039.18,0.0,1039.18,2979.046,
09/28/2013,2995.848,402.875,402.875,0.0,944.816,944.816,0.0,,781.56,526.148,96.482,158.93,0.0,75.337,0.0,,75.337,2204.588,540.151,2066.151,-1526.0,0.0,251.109,0.0,0.0,0.0,157.879,93.23,791.26,,1184.423,956.488,0.0,0.0,227.935,22.301,22.301,0.0,0.0,,,0.0,0.0,0.0,0.0,1206.724,562.512,562.512,0.0,0.0,,135.048,0.0,22.745,,,1.195,111.108,697.56,1904.284,0.0,6104.476,0.842,6103.634,-215.658,-4881.555,84.301,1091.564,0.0,1091.564,2995.848,
12/28/2013,3030.2,407.051,407.051,0.0,917.211,917.211,0.0,,791.979,541.906,87.909,162.164,0.0,87.702,,,87.702,2203.943,562.45,,,0.0,263.807,,,,,263.807,826.257,,1156.39,925.436,,,230.954,83.822,83.822,,,,,0.0,,,0.0,1240.212,560.616,560.616,,,,136.137,,,,,,136.137,696.753,1936.965,0.0,,,,,,1093.235,1093.235,0.0,1093.235,3030.2,
03/29/2014,3020.211,390.622,390.622,0.0,953.347,953.347,0.0,,799.663,566.618,91.908,141.137,0.0,88.218,,,88.218,2231.85,546.366,,,0.0,241.995,,,,,241.995,788.361,,1140.211,917.78,,,222.431,85.682,85.682,,,,,0.0,,,0.0,1225.893,557.241,557.241,,,,133.56,,,,,,133.56,690.801,1916.694,0.0,,,,,,1103.517,1103.517,0.0,1103.517,3020.211,
06/28/2014,3290.105,552.013,552.013,0.0,973.051,973.051,0.0,,880.267,631.807,108.267,140.193,0.0,98.97,,,98.97,2504.301,564.219,,,0.0,221.585,,,,,221.585,785.804,,1324.42,1082.986,,,241.434,163.732,163.732,,,,,0.0,,,0.0,1488.152,536.722,536.722,,,,133.091,,,,,,133.091,669.813,2157.965,0.0,,,,,,1132.14,1132.14,0.0,1132.14,3290.105,
09/27/2014,3313.089,466.607,466.607,0.0,979.475,979.475,0.0,,893.178,628.86,102.618,161.7,0.0,111.714,0.0,,111.714,2450.974,563.016,2085.352,-1522.336,0.0,299.099,0.0,0.0,0.0,217.645,81.454,862.115,,1376.743,1139.845,0.0,0.0,236.898,157.394,157.394,,,,,0.0,0.0,0.0,0.0,1534.137,386.681,386.681,,,,145.516,0.0,24.511,,,9.521,111.484,532.197,2066.334,0.0,6065.086,0.822,6064.264,-216.857,-4684.39,82.916,1246.755,0.0,1246.755,3313.089,
12/27/2014,3225.732,391.149,391.149,0.0,972.958,972.958,0.0,,907.735,541.024,174.688,192.023,0.0,109.664,,,109.664,2381.506,564.557,,,0.0,279.669,,,,,279.669,844.226,,1308.902,1080.435,,,228.467,63.416,60.0,,,,3.416,0.0,,,0.0,1372.318,426.866,426.866,,,,144.936,,,,,,144.936,571.802,1944.12,0.0,,,,,,1281.612,1281.612,0.0,1281.612,3225.732,
03/28/2015,3116.453,407.717,407.717,0.0,921.74,921.74,0.0,,858.102,595.969,96.366,165.767,0.0,102.984,,,102.984,2290.543,552.602,,,0.0,273.308,,,,,273.308,825.91,,1228.18,1014.93,,,213.25,43.416,40.0,,,,3.416,0.0,,,0.0,1271.596,427.051,427.051,,,,140.956,,,,,,140.956,568.007,1839.603,0.0,,,,,,1276.85,1276.85,0.0,1276.85,3116.453,
06/27/2015,3156.845,416.471,416.471,0.0,934.152,934.152,0.0,,874.224,600.623,105.041,168.56,0.0,100.524,,,100.524,2325.371,564.662,,,0.0,266.812,,,,,266.812,831.474,,1321.848,1090.171,,,231.677,8.416,5.0,,,,3.416,0.0,,,0.0,1330.264,423.798,423.798,,,,143.531,,,,,,143.531,567.329,1897.593,0.0,,,,,,1259.252,1259.252,0.0,1259.252,3156.845,
10/03/2015,3493.264,412.253,412.253,0.0,936.952,936.952,0.0,,918.728,624.514,120.131,174.083,0.0,55.047,,,55.047,2322.98,590.844,2091.599,-1500.755,0.0,579.44,43.205,26.617,16.588,497.605,38.63,1170.284,,1267.141,1035.323,0.0,0.0,231.818,113.416,110.0,0.0,0.0,,3.416,0.0,0.0,,0.0,1380.557,423.949,423.949,0.0,0.0,,168.287,0.0,23.588,,,5.027,139.672,592.236,1972.793,0.0,6075.579,0.781,6074.798,-314.55,-4307.129,66.571,1520.471,0.0,1520.471,3493.264,
01/02/2016,3431.226,398.447,398.447,0.0,930.46,930.46,0.0,,896.123,615.145,103.1,177.878,0.0,55.409,,,55.409,2280.439,585.771,,,0.0,565.016,,,,484.987,80.029,1150.787,,1222.455,1014.031,,,208.424,89.416,86.0,,,,3.416,0.0,,,0.0,1311.871,424.1,424.1,,,,168.001,,,,,,168.001,592.101,1903.972,0.0,,,,,,1527.254,1527.254,0.0,1527.254,3431.226,
04/02/2016,3598.334,407.319,407.319,0.0,998.6,998.6,0.0,,922.704,611.896,115.233,195.575,0.0,64.313,,,64.313,2392.936,611.799,,,0.0,593.599,,,,476.009,117.59,1205.398,,1358.821,1104.187,,,254.634,136.43,133.014,,,,3.416,0.0,,,0.0,1495.251,437.566,437.566,,,,170.423,,,,,,170.423,607.989,2103.24,0.0,,,,,,1495.094,1495.094,0.0,1495.094,3598.334,
07/02/2016,3578.386,409.62,409.62,0.0,999.838,999.838,0.0,,913.11,637.818,118.618,156.674,0.0,58.388,,,58.388,2380.956,616.243,,,0.0,581.187,,,,465.189,115.998,1197.43,,1364.515,1111.445,,,253.07,83.416,80.0,,,,3.416,0.0,,,0.0,1447.931,434.129,434.129,,,,165.709,,,,,,165.709,599.838,2047.769,0.0,,,,,,1530.617,1530.617,0.0,1530.617,3578.386,
10/01/2016,3625.222,398.288,398.288,0.0,973.68,973.68,0.0,,946.239,671.24,144.355,130.644,0.0,57.445,,,57.445,2375.652,617.524,2113.461,-1495.937,0.0,632.046,75.624,59.126,16.498,514.314,42.108,1249.57,,1372.847,1121.135,,,251.712,28.416,25.0,0.0,0.0,,3.416,0.0,,,0.0,1401.263,434.059,434.059,0.0,0.0,,180.097,,25.2,,,19.228,135.669,614.156,2015.419,0.0,6120.509,0.73,6119.779,-456.796,-4119.291,65.381,1609.803,0.0,1609.803,3625.222,
12/31/2016,3667.987,405.24,405.24,0.0,993.049,993.049,0.0,,963.905,695.421,128.848,139.636,0.0,55.394,,,55.394,2417.588,620.911,,,0.0,629.488,,,,513.02,116.468,1250.399,,1391.833,1171.23,,,220.603,43.416,0.0,,,,43.416,0.0,,,0.0,1435.249,393.298,393.298,,,,176.674,,,,,,176.674,569.972,2005.221,0.0,,,,,,1662.766,1662.766,0.0,1662.766,3667.987,
04/01/2017,3720.108,432.527,432.527,0.0,971.363,971.363,0.0,,1019.155,750.479,134.062,134.614,0.0,54.362,,,54.362,2477.407,623.037,,,0.0,619.664,,,,500.675,118.989,1242.701,,1423.785,1174.209,,,249.576,3.416,0.0,,,,3.416,0.0,,,0.0,1427.201,393.762,393.762,,,,182.442,,,,,,182.442,576.204,2003.405,0.0,,,,,,1716.703,1716.703,0.0,1716.703,3720.108,
07/01/2017,3808.856,435.5,435.5,0.0,1036.049,1036.049,0.0,,1046.842,779.053,127.914,139.875,0.0,45.94,,,45.94,2564.331,642.853,,,0.0,601.672,,,,483.766,117.906,1244.525,,1492.238,1256.081,,,236.157,3.416,0.0,,,,3.416,0.0,,,0.0,1495.654,390.957,390.957,,,,182.698,,,,,,182.698,573.655,2069.309,0.0,,,,,,1739.547,1739.547,0.0,1739.547,3808.856,
09/30/2017,3847.363,406.661,406.661,0.0,1110.334,1110.334,0.0,,1051.669,834.694,106.914,110.061,0.0,47.586,,,47.586,2616.25,640.275,2176.89,-1536.615,0.0,590.838,68.344,59.126,9.218,476.554,45.94,1231.113,,1527.627,1280.106,0.0,0.0,247.521,88.416,85.0,0.0,0.0,,3.416,0.0,0.0,,0.0,1616.043,391.447,391.447,0.0,0.0,,192.189,0.0,24.465,,,8.14,159.584,583.636,2199.679,0.0,6185.088,0.717,6184.371,-633.74,-3980.458,76.794,1647.684,0.0,1647.684,3847.363,
12/30/2017,3758.58,404.914,404.914,0.0,1121.8,1121.8,0.0,,1079.638,851.665,101.777,126.196,0.0,46.345,,,46.345,2652.697,635.0,,,0.0,470.883,,,,356.66,114.223,1105.883,,1493.239,1260.432,,,232.807,169.416,166.0,,,,3.416,0.0,,,0.0,1662.655,392.195,392.195,,,,202.142,,,,,,202.142,594.337,2256.992,0.0,,,,,,1501.588,1501.588,0.0,1501.588,3758.58,
03/31/2018,3779.355,405.277,405.277,0.0,1087.713,1087.713,0.0,,1122.018,902.469,99.897,119.652,0.0,55.51,,,55.51,2670.518,635.127,,,0.0,473.71,,,,354.658,119.052,1108.837,,1472.943,1224.062,,,248.881,244.416,241.0,,,,3.416,0.0,,,0.0,1717.359,393.236,393.236,,,,205.77,,,,,,205.77,599.006,2316.365,0.0,,,,,,1462.99,1462.99,0.0,1462.99,3779.355,
06/30/2018,3892.528,404.777,404.777,0.0,1153.93,1153.93,0.0,,1187.006,970.756,109.053,107.197,0.0,48.279,,,48.279,2793.992,635.733,,,0.0,462.803,,,,345.78,117.023,1098.536,,1604.026,1348.917,,,255.109,611.28,608.0,,,,3.28,0.0,,,0.0,2215.306,14.562,14.562,,,,185.904,,,,,,185.904,200.466,2415.772,0.0,,,,,,1476.756,1476.756,0.0,1476.756,3892.528,
09/29/2018,4085.133,419.528,419.528,0.0,1177.219,1177.219,0.0,,1374.004,1139.585,132.803,101.616,0.0,43.676,,,43.676,3014.427,642.913,2221.987,-1579.074,0.0,427.793,31.218,28.516,2.702,344.124,52.451,1070.706,,1808.574,1547.399,0.0,0.0,261.175,593.321,215.0,0.0,0.0,,378.321,0.0,0.0,,0.0,2401.895,14.346,14.346,0.0,0.0,,196.048,0.0,25.436,,,3.802,166.81,210.394,2612.289,0.0,6222.988,0.678,6222.31,-791.366,-4032.722,73.944,1472.844,0.0,1472.844,4085.133,
12/29/2018,4316.853,409.29,409.29,0.0,1344.536,1344.536,0.0,419.484,1054.166,1046.062,6.493,1.611,0.0,46.296,,,46.296,3273.772,643.518,,,0.0,399.563,,,,323.931,75.632,1043.081,,1864.773,1531.927,,,332.846,708.362,330.0,,,,378.362,0.0,,,0.0,2573.135,14.361,14.361,,,,196.74,,,,,,196.74,211.101,2784.236,0.0,6232.372,,,-803.208,-3966.64,70.093,1532.617,0.0,1532.617,4316.853,
03/30/2019,4206.687,405.494,405.494,0.0,1312.887,1312.887,0.0,401.705,1006.548,999.956,4.067,2.525,0.0,48.454,,,48.454,3175.088,639.901,,,0.0,391.698,,,,312.081,79.617,1031.599,,1775.168,1439.397,,,335.771,643.36,250.0,,,,393.36,0.0,,,0.0,2418.528,0.0,,,,,207.44,,,,,,207.44,207.44,2625.968,0.0,6244.907,,,-803.514,-3925.755,65.081,1580.719,0.0,1580.719,4206.687,
06/29/2019,4019.957,414.273,414.273,0.0,1234.987,1234.987,0.0,387.293,915.155,905.203,4.578,5.374,0.0,49.934,,,49.934,3001.642,635.02,,,0.0,383.295,,,,308.27,75.025,1018.315,,1673.04,1350.117,,,322.923,154.634,121.0,,,,33.634,0.0,,,0.0,1827.674,351.472,351.472,,,,213.339,,,,,,213.339,564.811,2392.485,0.0,6256.423,,,-804.118,-3882.834,58.001,1627.472,0.0,1627.472,4019.957,
09/28/2019,3905.513,454.741,454.741,0.0,1128.379,1128.379,0.0,396.3,900.557,898.077,0.869,1.611,0.0,40.952,,,40.952,2920.929,630.647,2195.533,-1564.886,0.0,353.937,28.516,28.516,0.0,279.803,45.618,984.584,,1644.668,1336.914,,,307.754,38.354,0.0,,,,38.354,0.0,,,0.0,1683.022,346.971,346.971,,,,232.947,,,,,9.456,223.491,579.918,2262.94,0.0,6267.509,0.697,6266.812,-804.118,-3863.077,42.259,1642.573,0.0,1642.573,3905.513,
12/28/2019,3829.735,430.564,430.564,0.0,1063.922,1063.922,0.0,421.86,843.764,841.462,1.026,1.276,0.0,45.131,,,45.131,2805.241,612.214,,,0.0,412.28,,,,276.82,135.46,1024.494,,1474.12,1180.179,,,293.941,56.012,0.0,17.284,,17.284,38.728,0.0,,,0.0,1530.132,385.734,342.537,43.197,,43.197,234.484,,,,,,234.484,620.218,2150.35,0.0,6279.267,,,-821.668,-3824.732,46.518,1679.385,0.0,1679.385,3829.735,
03/28/2020,4360.185,1114.585,1114.585,0.0,918.582,918.582,0.0,407.284,883.727,881.465,0.898,1.364,0.0,39.121,,,39.121,3363.299,591.738,,,0.0,405.148,,,,285.244,119.904,996.886,,1440.501,1126.997,,,313.504,690.575,650.0,17.138,,17.138,23.437,0.0,,,0.0,2131.076,376.888,338.105,38.783,,38.783,234.472,,,,,,234.472,611.36,2742.436,0.0,6287.37,,,-886.151,-3819.85,36.38,1617.749,0.0,1617.749,4360.185,
06/27/2020,4474.699,1147.217,1117.217,30.0,1042.011,1042.011,0.0,381.249,883.67,,,,,45.965,,,45.965,3500.112,574.799,,,0.0,399.788,,,,277.285,122.503,974.587,,1521.775,1252.116,,,269.659,691.27,650.0,17.833,,17.833,23.437,0.0,,,0.0,2213.045,371.447,333.675,37.772,,37.772,236.725,,,,,,236.725,608.172,2821.217,0.0,6295.0,,,-904.218,-3774.97,37.67,1653.482,0.0,1653.482,4474.699,
