Date,Cash From Operating Activities,Net Income,Depreciation Expense,Amortization - Nuclear Fuel,AFC - Debts & Equity,Deferred Income Taxes,Investment Tax Credits,Other Non-Cash Adjustments,Changes In Restricted Bond Proceeds,Accts Receivable & Unbilled Revenue,Changes in Fossil Fuel,Change In Inventories,Prepayments & Others,Accounts Payable & Accruals,Accrued Taxes,Change in Other Working Capital,Cash From Investing Activities,Additions to Utility Plant Less AFC,Changes in Decommissioning Funds,Non-Utility Cap Expenditure,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
09/30/1992,296.796997,93.040001,102.153,,-1.734,3.901,,2.905,23.468,5.175,,-0.621,,68.510002,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,
12/31/1992,199.557999,61.369999,99.621002,,-3.579,10.056,,-9.57,4.988,-7.376,,-1.266,,45.313999,,0.0,,,,,,,,,,,,,,,,,,,199.557999,
03/31/1993,179.425003,88.016998,104.237999,,-2.728,16.507999,,-15.212,-29.757,-19.016001,,8.449,,28.926001,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,
06/30/1993,-96.624001,67.264,109.156998,,-2.371,-2.002,,21.070999,-15.456,-8.116,,-5.552,,-260.618988,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,
09/30/1993,345.652008,132.339996,102.488998,,-2.652,23.42,,-20.658001,24.915001,-2.344,,13.967,,74.175003,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,
12/31/1993,162.494003,36.808998,109.468002,,-2.185,25.408001,,-45.688999,-18.273001,-2.745,,3.414,,56.286999,,0.0,,,,,,,,,,,,,,,,,,,162.494003,
03/31/1994,201.011993,128.417007,106.714996,,-2.163,25.371,,-40.841,46.321999,-92.683998,,2.475,,27.4,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,
06/30/1994,10.898,-119.825996,104.085999,,-2.23,-124.206001,,330.436005,-205.102005,80.119003,,-2.982,,-49.396999,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,
09/30/1994,307.928009,119.783997,105.123001,,-2.563,-4.922,,28.650999,15.422,37.095001,,2.682,,6.656,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,
12/31/1994,230.873001,63.696999,103.968002,,-4.871,23.618,,-61.391998,169.054001,-17.731001,,-1.859,,-43.611,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,
03/31/1995,172.132004,84.364998,105.969002,,-3.312,-27.975,,6.618,-17.874001,22.117001,,0.266,,1.958,,,,-122.138,-8.382,0.0,,-130.520004,,,,,,,,,,0.0,,,,
06/30/1995,-16.215,71.013,108.084999,,-3.117,49.463001,,12.292,-161.406006,-8.994,,-4.79,,-78.761002,,,,-101.112999,-8.227,0.0,,-109.339996,,,,,,,,,,0.0,,,,
09/30/1995,315.274994,245.707993,110.561996,,-3.746,74.012001,,-223.906998,142.220001,-33.004002,,15.305,,-11.875,,,,-110.302002,-8.365,0.0,,0.0,,,,,,,,,,0.0,,,,
12/31/1995,227.203003,80.809998,114.325996,,-4.496,19.778,,-46.633999,51.460999,-35.112,,-1.458,,48.528,,,,-118.749001,-12.567,0.0,,0.0,,,,,,,,,,0.0,,,,
03/31/1996,240.973007,119.682999,116.998001,,-3.091,-5.737,,-11.41,-47.737,-56.018002,,5.697,,122.587997,,,,-102.609001,-10.084,0.0,,-112.693001,,,,,,,,,,0.0,,,,
06/30/1996,-91.042,84.630997,115.685997,,-3.217,20.917999,,-65.342003,-138.565994,30.774,,-2.346,,-133.580002,,,,-64.100998,-10.431,0.0,,-74.531998,,,,,,,,,,0.0,,,,
09/30/1996,305.082001,46.827,125.752998,,-1.811,-0.517,,57.084999,93.598,-23.544001,,12.762,,-5.071,,,,-88.097,-9.621,0.0,,-97.718002,,,,,,,,,,0.0,,,,
12/31/1996,223.639999,91.617996,119.710999,,-2.553,42.48,,-39.041,56.410999,51.681,,-9.509,,-87.157997,,,,-140.649994,-10.188,0.0,,-150.837997,,,,-150.837994,,,,,,0.0,,,72.802005,
03/31/1997,232.261002,165.686996,135.223007,,-1.533,2.852,,-60.118999,-6.519,-66.360001,,-7.609,,70.639,,,,-78.808998,-10.255,0.0,0.0,-89.064003,0.0,0.0,-14.569,-103.633003,-110.516998,-69.141998,-0.332,26.698,-68.362999,0.0,0.0,0.622,18.111,
06/30/1997,15.275,80.644997,132.059006,,-1.571,2.336,,-39.209,-103.936996,36.529999,,-0.257,,-91.320999,,,,-77.209999,-10.346,0.0,0.0,-87.556,0.0,0.0,-35.910999,-123.467003,103.404999,-70.731003,168.537994,87.572998,-61.353001,0.0,-20.0,-0.622,-4.787,
09/30/1997,320.283997,27.016001,140.354004,,-1.378,-74.002998,,123.380997,94.648003,-21.65,,9.861,,22.055,,,,-76.375,-10.163,0.0,0.0,-86.538002,0.0,0.0,2.047,-84.490997,-238.197998,-70.472,-107.978996,16.200001,-75.768997,0.0,0.0,-0.178,-2.405,
12/31/1997,312.346985,103.165001,80.325996,,-1.101,221.503006,,-161.487,44.179001,-24.698,,2.808,,47.652,,,,-118.514,-9.519,0.0,0.0,-128.033005,0.0,0.0,-1829.287964,-1957.321045,1687.550049,-70.664001,27.440001,1762.748047,-28.09,0.0,0.0,-3.884,42.576,
03/31/1998,223.507004,143.977005,151.841003,,-1.391,-27.538,,-42.875999,-49.613998,25.788,0.0,-4.106,0.0,27.426001,0.0,0.0,,-67.039001,-11.256,0.0,0.0,-78.294998,0.0,146.699997,-5.333,63.071995,-241.123001,-70.611,-53.596001,0.0,-387.949005,269.447998,0.0,1.585,45.455997,
06/30/1998,51.919998,-185.033997,130.559006,,-1.505,-25.778,,278.10199,-78.070999,-8.478,0.0,12.815,0.0,-70.690002,0.0,0.0,,-133.404007,-12.983,0.0,0.0,-146.386993,0.0,0.0,7.764,-138.623001,78.983009,-75.999001,187.542007,0.0,-12.973,0.0,-15.0,-4.587,-7.720002,
09/30/1998,324.006989,347.891998,172.610992,,-1.389,-69.688004,,-233.209,70.571999,-20.296,0.0,-3.229,0.0,60.743,0.0,0.0,,-9.163,-13.818,0.0,0.0,-22.981001,0.0,17.068001,-37.603001,-43.515999,-155.050003,-75.721001,-188.766998,226.354996,-112.662003,0.0,0.0,-4.255,125.440979,
12/31/1998,233.524979,93.421982,147.696976,,-0.979,-42.855995,,-55.728992,38.598999,94.271004,0.0,-4.776,0.0,-36.124001,0.0,0.0,,-114.497993,-12.982002,0.0,0.0,-127.479996,-3.524,0.0,-142.475006,-273.479004,-135.56694,-75.857994,-7.471008,523.369019,-573.188965,0.0,0.0,-2.418,-175.520966,
03/31/1999,-373.989014,201.860992,141.457001,,-0.065,-345.847992,,-94.564003,-633.054016,-67.716003,0.0,2.956,0.0,386.562988,0.0,34.421001,,-457.526001,-8.71,0.0,0.0,-466.235992,0.0,894.450012,26.295,454.509003,-50.773998,-77.058998,-197.716995,705.135986,-392.949005,0.0,-88.141998,-0.043,29.746,
06/30/1999,517.104004,57.854,114.997002,,-0.1,2.521,,104.593002,523.700989,-25.014,0.0,0.85,0.0,-268.082001,0.0,5.784,,-751.185974,-10.592,0.0,0.0,-761.778015,0.0,0.0,26.617001,-735.161011,425.182007,-77.209,546.341003,909.184998,-1093.968994,193.070007,-49.444,-2.792,207.125,
09/30/1999,307.615997,158.865997,182.423996,,-0.052,-93.385002,,-82.964996,25.113001,26.816999,0.0,1.399,0.0,119.000999,0.0,-29.601999,,-738.439026,-7.229,0.0,0.0,-745.66803,0.0,43.09,26.378,-676.200012,300.296997,-77.255997,439.575989,178.507004,-89.419998,0.0,-162.912994,11.803,-68.287003,
12/31/1999,-255.501007,84.962997,129.953995,,0.217,-281.056,,70.938004,84.239998,-18.368999,0.0,76.092003,42.247002,-260.45401,0.0,-184.269531,,0.0,-142.126007,-266.700989,1486.198975,-408.826996,0.0,1643.610962,-1688.468994,1032.514038,-546.804016,-76.902,94.152,0.0,-364.286011,0.0,-191.649002,-8.119,230.209,
03/31/2000,333.117004,139.807007,138.634003,,0.0,17.778,,-32.570999,0.0,-77.852997,0.0,2.23,44.665001,131.973999,0.0,-31.547001,,-111.551003,-7.51,0.0,0.0,-119.060997,0.0,0.0,-2.052,-121.112999,-29.556,-73.218002,87.427002,16.142,-56.02,0.0,-22.382999,18.496,182.447998,
06/30/2000,82.981003,-202.804993,138.522003,,0.0,49.660999,,234.522995,0.0,-140.615997,0.0,-0.05,37.480999,-65.084,0.0,31.349001,,-154.352005,-11.136,0.0,0.0,-165.488007,0.0,0.0,641.01001,475.522003,-578.059998,-74.129997,-73.966003,405.027008,-773.892029,0.0,-21.667,-39.431999,-19.556999,
09/30/2000,-163.091003,110.248001,152.143997,,0.0,377.635986,,-80.428001,0.0,-84.530998,0.0,11.524,-223.647003,-376.279999,0.0,-49.757,,-116.608002,-117.852997,0.0,0.0,-234.460999,0.0,0.0,279.938995,45.478001,-118.018997,-72.837997,250.925995,0.0,-282.441986,0.0,0.0,-13.665,-235.632004,
12/31/2000,353.102997,217.582001,154.503998,,0.0,-100.898003,,-325.640991,0.0,67.346001,0.0,-0.323,124.728996,140.608994,0.0,75.195,,-188.063004,-2.685,0.0,0.0,-190.748001,0.0,0.0,279.651001,88.903,-448.80899,-74.072998,-384.040985,70.417999,-22.247,0.0,-49.529999,10.664,-6.803,
03/31/2001,89.935997,76.634003,149.492004,,0.0,-11.374,,-79.162003,0.0,-10.511,0.0,-5.262,24.084,-61.799,0.0,7.834,,-117.321999,-2.677,0.0,0.0,-119.999001,0.0,0.0,6.688,-113.310997,35.650002,-72.838997,152.242996,0.0,-28.569,0.0,0.0,-15.185,12.275,
06/30/2001,122.609001,94.488998,141.972,0.0,0.0,76.830002,0.0,-143.556,-40.224998,-31.226999,0.0,-2.114,-24.084,35.859001,0.0,14.665,,-138.261993,-2.678,0.0,0.0,-140.940002,0.0,0.0,125.818001,-15.122,394.088013,-72.863998,842.97699,148.796005,-516.974976,0.0,-2.5,-5.346,501.575012,
