Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
07/29/1989,,5.764,3.124,,-8.699,0.189,,,,,,,,,,,,,,,,,
10/28/1989,,13.319,3.395,,-7.059,9.655,,,,,,,,,,,,,,,,,
01/27/1990,,15.107,3.568,,0.4,19.075001,,,,,,,,,,,,,,,,,
04/28/1990,,2.6,3.955,,6.075,12.63,,,,,,,,,,,,,,,12.63,,
07/28/1990,,5.14,3.755,,-30.799,-21.903999,,,,,,,,,,,,,,,,,
10/27/1990,,11.531,3.994,,5.302,20.827,,,,,,,,,,,,,,,,,
01/31/1991,,4.248,4.076,,19.540001,27.864,,,,,,,,,,,,,,,,,
04/27/1991,,2.568,4.077,,-5.313,1.332,,,,,,,,,,,,,,,1.332,,
07/27/1991,,5.514,4.654,,-6.643,3.525,,,,,,,,,,,,,,,,,
10/26/1991,,12.578,6.983,,-70.426003,-50.865002,,,,,,,,,,,,,,,,,
01/31/1992,,12.054,8.316,,38.530998,58.901001,,,,,,,,,,,,,,,,,
05/02/1992,,9.867,7.811,2.86,7.303,27.841,,,,,,,,,,,,,,,27.841,,
08/01/1992,,4.532,7.623,1.17,-41.304001,-27.979,,,,,,,,,,,,,,,,,
10/31/1992,,14.36,6.83,0.418,26.306,47.914001,,,,,,,,,,,,,,,,,
01/31/1993,,14.324,8.03,2.396,-0.43,24.32,,,,,,,,,,,,,,,,,
05/01/1993,,10.527,7.918,-2.003,17.511999,33.953999,,,,,,,,,,,,,,,33.953999,,
07/31/1993,,-2.768,7.993,-2.377,-31.110001,-28.261999,,,,,,,,,,,,,,,,,
10/30/1993,,15.453,7.6,8.831,-3.863,28.021,,,,,,,,,,,,,,,,,
01/31/1994,,10.084,8.109,-2.61,-6.875,8.708,,,,,,,,,,,,,,,,,
04/30/1994,,4.887,8.023,-2.907,11.29,21.292999,,,,,,,,,,,,,,,21.292999,,
07/30/1994,,0.901,10.028,0.665,-14.587,-2.993,,,,,,,,,,,,,,,,,
10/29/1994,,15.48,10.994,-0.025,-18.785999,7.663,,,,,,,,,,,,,,,,,
01/31/1995,,11.096,10.027,0.023,-2.389,18.757,,,,,,,,,,,,,,,,,
04/29/1995,,0.546,0.752,11.759,27.114,40.171001,,,,,,,,,,,,,,,40.171001,,
07/29/1995,,-6.469,7.23,2.438,-35.271,-32.071999,,,-4.072,,,,,,,,,,,,,,
10/28/1995,,3.365,6.224,2.466,-44.234001,-32.179001,,,-6.985,,,,,,,,,,,,,,
01/31/1996,,1.097,7.101,-0.6,47.402,55.0,,,-12.926,,,,,,,,,,,,,,
04/27/1996,,-20.469,8.364,-11.236,75.074997,51.734001,-9.613,,-9.613,,,,,,,,,,,,42.121001,,
07/27/1996,,-8.181,7.422,4.206,-19.388,-15.941,,,-3.562,,,,,,,,,,,,,,
10/26/1996,,6.822,7.26,3.197,-9.261,8.018,,,-6.778,,,,,,,,,,,,,,
01/31/1997,,6.527,7.478,2.417,-1.938,14.484,,,-5.328,,,,,,,,,,,,,,
05/03/1997,,0.184,7.045,15.595,-8.109,14.715,-6.967,,-6.967,,,,,,,,,,,,7.748,,
08/02/1997,,-6.47,8.334,2.11,5.225,9.199,-8.143,0.402,-3.992,0.0,0.0,-4.553,-5.211,0.0,0.0,209.600006,-214.600006,0.0,0.0,-0.211,-4.155,,
11/01/1997,,8.32,8.518,4.606,-25.986,-4.542,-11.195,1.409,-6.276,0.0,0.0,-6.328,17.007999,0.0,0.0,478.0,-458.079987,0.0,-2.47,-0.442,1.271,,
01/31/1998,,6.954,8.061,3.116,28.827,46.958,-9.718,0.61,-5.515,0.0,0.0,-4.813,-32.151001,0.0,0.0,620.450012,-648.75,0.0,-3.019,-0.832,5.089,,
05/02/1998,,-8.492,2.527,8.564,14.972,17.570999,0.316,8.516,-5.586,0.0,0.0,-2.614,-6.979,0.0,0.0,503.154999,-506.950012,0.0,-3.356,0.172,10.908,,
08/01/1998,,-59.037998,4.931,81.536003,-16.99,10.439,-8.738,0.704,-3.011,0.0,0.0,-6.431,-16.948,0.0,0.0,492.700012,-496.398438,0.0,-9.783,-3.466,-15.247,,
10/31/1998,,6.085,5.702,-1.522,-20.082001,-9.817,-9.953,0.229,-5.851,0.0,0.0,-4.331,16.666,0.0,0.0,964.974976,-945.05603,0.0,0.0,-3.253,-3.104,,
01/31/1999,,5.628,2.005,6.746,20.937,35.316002,45.217999,5.948,-2.986,0.0,0.0,42.256001,-78.964996,0.0,0.0,391.799988,-475.359985,0.0,-3.604,8.199,1.569,,
05/01/1999,,12.273,3.888,6.971,6.298,29.43,0.751,7.458,-5.206,0.0,0.0,-1.501,-11.556,0.0,0.0,293.230011,-300.800995,0.0,-7.622,3.637,18.625,,
07/31/1999,,0.682,3.765,2.361,15.689,22.497,-6.138,0.061,-4.753,0.0,0.0,-1.446,-12.042,0.0,0.0,0.0,0.0,0.0,-11.319,-0.723,4.317,,
10/22/1999,,13.478,5.46,1.745,-18.579,2.104,-26.391001,0.81,-6.232,0.0,0.0,-20.969,-6.732,0.0,0.0,211.707001,-206.207001,0.0,-13.987,1.755,-31.018999,,
01/31/2000,,14.66,5.21,4.382,13.227,37.479,-16.659,0.0,-4.655,0.0,0.0,-12.004,-19.834,0.0,0.0,669.614014,-680.614014,0.0,-9.537,0.703,0.986,,
07/29/2000,,1.742,4.903,1.484,-18.476,-10.347,-11.541,0.0,-4.267,0.0,0.0,-7.274,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.188,-21.700001,,
10/28/2000,,14.142,5.208,4.316,-5.831,17.834999,-10.823,4.327,-8.58,0.0,0.0,-6.57,-5.152,0.0,0.0,323.0,-323.0,0.0,-4.062,-1.09,1.86,,
01/31/2001,,16.256001,5.097,8.719,-21.438999,8.633,-9.074,0.089,-6.265,0.0,0.0,-2.898,11.751,0.0,0.0,175.475006,-161.475006,0.0,-2.962,0.713,11.31,,
04/28/2001,,9.891,9.01,-2.91,12.823,28.813999,-14.322,0.0,-8.099,0.0,0.0,-6.223,0.156,0.0,0.0,763.695984,-758.66803,0.0,-5.031,0.159,14.648,,
07/28/2001,,2.038,5.19,2.486,-66.561996,-56.848,-5.597,0.037,-2.648,0.0,0.0,-2.986,30.659,0.0,0.0,1419.759033,-1390.110962,0.0,0.0,1.011,-31.785999,,
10/27/2001,,15.745,3.881,9.423,-53.186001,-24.136999,-22.389999,0.0,-14.179,0.0,0.0,-8.211,57.216,0.0,0.0,1341.125977,-1282.128052,0.0,-2.883,1.101,10.689,,
01/31/2002,,7.193,8.861,7.902,-0.066,23.889999,-12.613,0.048,-9.45,0.0,0.0,-3.211,-17.347,0.0,0.0,952.969971,-970.390991,0.0,0.0,0.074,-6.07,,
04/27/2002,,11.938001,1.555,5.413001,87.276998,106.183001,-9.716003,0.0,-5.209,0.0,0.0,-4.507001,-82.674,0.0,0.0,767.312988,-848.8031,0.0,-2.522,1.338,13.792999,,
07/27/2002,,2.661,5.248,-1.359,13.94,20.49,-14.196,0.021,-2.149,,,-12.068,-20.742,0.0,-23.336,0.0,0.0,0.0,-1.496,4.09,-14.448,,
10/26/2002,,13.745,4.738,7.189,-30.274,-4.602,-4.098,4.717,-5.008,0.0,0.0,-3.807,9.792001,0.0,-7.486,23.335998,,0.0,-5.497,-0.560997,1.092,,
01/31/2003,,3.427,4.178,35.708,24.606,67.919,-8.674,0.0,-4.467,0.0,0.0,-4.207,-12.096001,0.0,8.924,262.992004,-277.403992,0.0,-2.207,-18.813001,47.149,,
05/03/2003,,5.183001,3.720001,15.115001,-0.294,23.723999,18.721,0.008,-5.180001,0.0,0.0,23.893,-33.793999,0.0,0.0,18.348999,-46.627991,2.3,-4.372,-3.443,8.651002,,
08/02/2003,,1.338,3.483,5.48,-6.922,3.379,-5.38,0.0,-1.814,0.0,0.0,-3.566,-13.15,0.0,0.0,0.0,0.0,1.562,-14.811,0.099,-15.151,,
11/01/2003,,9.89,3.577,8.484,-18.562,3.389,-7.618,0.24,-4.902,0.0,0.0,-2.956,-16.141001,-1.735,0.0,12.075,-19.218,0.405,-7.734,0.066,-20.370001,,
01/31/2004,,21.144,4.807,12.403,-32.697,5.657,48.981,0.01,-10.805,0.0,0.0,59.776,-5.772,-1.704,0.0,275.544006,-275.544006,0.0,-15.708,11.64,48.866,,
05/01/2004,,5.313,4.171,12.709,10.736,32.929001,-6.788,0.0,-5.738,0.0,0.0,-1.05,-28.471001,-1.661,0.0,11.998,-11.998,0.0,-9.004,-17.806,-2.33,,
07/31/2004,,0.925,4.093,1.801,27.743,34.562,-4.411,0.25,-4.661,0.0,0.0,0.0,-7.684,-1.644,0.0,0.0,0.0,0.344,-7.439,1.055,22.466999,,
10/30/2004,,8.153,4.375,0.899,-71.137001,-57.709999,-5.98,0.092,-6.072,0.0,0.0,0.0,2.254,-1.601,0.0,44.415001,-19.415001,0.185,-23.042,1.712,-61.436001,,
01/31/2005,,20.766,4.633,1.259,-23.907,2.751,-1.621,0.001,-1.622,0.0,0.0,0.0,-10.137,-1.772,0.0,1062.383,-1087.383,0.227,-8.959,25.367,-9.007,,
