Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
01/15/1994,-1.638,-0.591,0.294,-0.072,,,-0.072,-1.269,,,,-1.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/09/1994,-1.267,-1.215,0.274,-0.008,,,-0.008,-0.318,,,,-0.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/02/1994,-0.625,-0.607,0.33,-0.574,,,-0.574,0.226,,,,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/24/1994,-0.467,0.055,0.341,0.0,,,0.0,-0.863,,,,-0.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/14/1995,-0.261,0.175,0.479,0.051,,,0.051,-0.966,,,,-0.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/08/1995,0.033,-0.494,0.378,-0.111,,,-0.111,0.26,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1995,0.115,-0.131,0.37,0.0,,,0.0,-0.124,,,,-0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1995,0.408,0.232,0.397,0.154,,,0.154,-0.375,,,,-0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/20/1996,1.16,0.679,0.584,0.18,,,0.18,-0.283,,,,-0.283,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,,,
04/13/1996,0.624,0.098,0.459,-0.091,,,-0.091,0.158,,,,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/06/1996,1.096,0.149,0.474,0.026,,,0.026,0.447,,,,0.447,,,,,,,,,,,,,,,,,,,,,,,,,,1.096,,,
09/28/1996,0.254,0.336,0.509,0.096,,,0.096,-0.687,,,,-0.687,,,,,,,,,,,,,,,,,,,,,,,,,,0.254,,,
01/18/1997,1.083,0.722,0.729,0.06,,,0.06,-0.428,,,,-0.428,,,-1.308,,,,-1.308,,,,,,,,,,1.308,,,,,,,,,,,,
05/12/1997,0.722,0.579,0.545,-0.195,,,-0.195,-0.207,,,,-0.207,,,-1.646,,,,-1.646,,,,,,,,,,1.646,,,,,,,,,,,,
07/05/1997,-0.192,0.001,0.454,0.072,,,0.072,-0.719,,,,-0.719,,,-1.043,,,,-1.043,,,,,,,,,,1.043,,,,,,,,,,,,
09/27/1997,1.08,0.023,0.583,0.226,,,0.226,0.248,,,,0.248,,,-5.277,,,,-5.277,,,,,,,,,,5.277,,,,,,,,,,,,
01/17/1998,-0.309,0.104,0.748,0.176,,,0.176,-1.337,,,,-1.337,,-1.008,-1.008,0.025,,,-1.033,,,0.0,0.0,0.0,,,,,0.0,1.51,0.0,1.51,0.0,0.0,0.0,0.0,,0.193,,,
04/11/1998,-1.244,-0.387,0.58,-0.154,,,-0.154,-1.283,,,,-1.283,,-1.296,-1.052,0.08,,,-1.132,,,0.0,0.0,0.0,,,,,-0.244,2.31,0.0,2.31,0.0,0.0,0.0,0.0,,-0.23,,,
07/04/1998,0.013,-1.236,0.536,1.226,,,1.226,-0.513,,,,-0.513,,-0.479,-0.479,0.014,,,-0.493,,,0.0,0.0,0.0,,,,,0.0,0.031,0.0,0.031,0.0,0.0,0.0,0.0,,-0.435,,,
09/26/1998,1.34,0.303,0.762,0.663,,,0.663,-0.388,,,,-0.388,,-0.512,-0.422,0.051,,,-0.473,,,0.0,0.0,0.0,,,,,-0.09,-0.41,0.0,-0.439,0.029,0.066,-0.037,0.0,,0.418,,,
