Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Change in Insurance Reserves,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1990,534.080017,94.202003,12.495,789.731018,-362.347992,,,,,,,,,,,,,,,,,
06/30/1990,301.085999,87.884003,11.574,398.579987,-196.951996,,,,,,,,,,,,,,,,,
09/30/1990,513.814026,119.790001,10.781,421.053986,-37.811001,,,,,,,,,,,,,,,,,
12/31/1990,386.270996,64.633003,8.027,357.312988,-43.702,,,,,,,,,,,,,,,,,
03/31/1991,449.570007,117.608002,9.724,491.117004,-168.878998,,,,,,,,,,,,,,,,,
06/30/1991,341.588989,154.272995,9.842,285.791992,-108.318001,,,,,,,,,,,,,,,,,
09/30/1991,378.57901,96.790001,9.598,224.522995,47.667999,,,,,,,,,,,,,,,,,
12/31/1991,601.103027,243.841003,8.935,-211.167999,559.494995,,,,,,,,,,,,,,,,,
03/31/1992,103.584,441.433014,10.427,-8.011,-340.265015,,,,,,,,,,,,,,,,,
06/30/1992,339.98999,145.613007,10.306,297.937012,-113.865997,,,,,,,,,,,,,,,,,
09/30/1992,273.990997,-3.308,9.958,258.199005,9.142,,,,,,,,,,,,,,,,,
12/31/1992,294.826996,-914.289978,9.128,1031.478027,168.511002,,,,,,,,,,,,,,,,294.826996,
03/31/1993,420.027008,313.582001,10.736,-382.076996,477.786011,,,,,,,,,,,,,,,,,
06/30/1993,291.059998,74.803001,10.952,316.894989,-111.589996,,,,,,,,,,,,,,,,,
09/30/1993,252.813004,-208.302994,10.984,351.779999,98.351997,,,,,,,,,,,,,,,,,
12/31/1993,308.234985,87.441002,13.841,-43.845001,250.798004,,,,,,,,,,,,,,,,308.234985,
03/31/1994,163.628998,-78.053001,15.031,493.419006,-266.768005,,,,,,,,,,,,,,,,,
06/30/1994,166.031998,-36.257999,14.969,331.015015,-143.694,,,,,,,,,,,,,,,,,
09/30/1994,415.059998,54.955002,15.014,316.095001,28.996,,,,,,,,,,,,,,,,,
12/31/1994,237.479004,95.856003,21.086,355.471008,-234.934006,,,,,,,,,,,,,,,,237.479004,
03/31/1995,560.900024,152.800003,18.299999,292.200012,97.599998,,,-18.700001,,,,,,,,,,,,,,
06/30/1995,64.0,256.700012,34.599998,477.0,-704.299988,,,-19.9,,,,,,,,,,,,,,
09/30/1995,-215.699997,166.300003,24.5,101.400002,-507.899994,,,-33.900002,,,,,,,,,,,,,,
12/31/1995,465.799988,181.199997,23.6,-562.099976,823.099976,-53.700001,,-53.700001,,,,,,,,,,,,,412.099987,
03/31/1996,-146.5,329.299988,36.599998,118.800003,-631.200012,,,-43.0,,,,,,,,,,,,,,
