Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
12/31/1989,462.099976,,,,,,,,,,,,,48.998997,,,48.998997,,,,,0.165,0.165,295.03598,0.165,0.165,0.165,295.03598,
03/31/1990,497.869995,,,-376.658997,121.210999,-21.190001,0.0,-8.637,91.383998,-22.846001,68.538002,19.190001,0.0,87.727997,0.0,,87.727997,,,68.537997,,0.235,0.3,291.315979,0.235,0.235,0.3,291.315979,
06/30/1990,416.63501,,,-318.032013,98.602997,-25.443001,0.0,-1.35,71.809996,-20.400999,51.409,-1.752,0.0,49.657001,0.0,,49.657001,,,51.408997,,0.18,0.175,283.497986,0.18,0.18,0.175,283.497986,
09/30/1990,421.225006,,,-328.596985,92.627998,-35.859001,0.0,-7.094,49.674997,-12.134,37.541,1.786,0.0,39.327,0.0,,39.327,,,37.540998,,0.135,0.14,282.27597,0.135,0.135,0.14,282.27597,
12/31/1990,542.189026,,,-414.333008,127.856003,-33.060001,0.0,-25.252001,69.544001,-19.421,50.123001,2.07,0.0,52.193001,0.0,,52.193001,,,50.123001,0.185,0.185,0.19,281.282012,0.185,0.185,0.19,281.282012,
03/31/1991,467.213013,,,-342.742004,124.471001,-30.528999,0.0,-8.682,85.260001,-19.608999,65.651001,1.196,0.0,66.847,0.0,,66.847,,,65.651002,,0.245,0.25,269.877991,0.245,0.245,0.25,269.877991,
06/30/1991,233.274994,,,-198.455002,34.82,-21.42,0.0,-1.034,12.366,-0.728,11.638,24.407,0.0,36.044998,0.0,,36.044998,,,11.638,,0.045,0.135,266.5,0.045,0.045,0.135,266.5,
09/30/1991,247.807007,,,-213.688004,34.118999,-20.941,0.0,18.160999,31.338999,-1.845,29.493999,23.853001,0.0,53.347,0.0,,53.347,,,29.493999,,0.11,0.2,266.507996,0.11,0.11,0.2,266.507996,
12/31/1991,88.0,,,-104.761002,-16.761,-17.454,0.0,8.368,-25.847,19.429001,-6.41801,55.559998,0.0,49.141998,0.0,,49.141998,,,-6.417999,-0.025,-0.025,0.185,265.783996,-0.025,-0.025,0.185,265.783996,
03/31/1992,270.64801,,,-217.899994,52.748001,-21.302999,0.0,-0.028,31.417002,-1.678,29.739,33.766998,0.0,63.506001,0.0,,63.506001,,,29.739002,,0.11,0.24,264.0,0.11,0.11,0.24,264.0,
06/30/1992,249.792007,,,-209.485001,40.306999,-18.503,0.0,9.841,31.644999,-0.624,31.021,12.679,0.0,43.700001,0.0,,43.700001,,,31.020999,,0.115,0.165,263.640015,0.115,0.115,0.165,263.640015,
09/30/1992,283.787994,,,-226.522995,57.264999,-19.320999,0.0,-1.173,36.771,-4.191,32.580002,4.813,0.0,37.393002,0.0,,37.393002,,,32.58,,0.12,0.14,264.056,0.12,0.12,0.14,264.056,
12/31/1992,337.153015,,,-247.125,90.028,-20.069,0.0,48.247002,118.206002,-21.858999,96.347,16.882,0.0,113.228996,0.0,,113.228996,,,96.347003,0.365,0.365,0.43,262.029968,0.365,0.365,0.43,262.029968,
