Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1999,810.8,14.901,14.901,,190.667,190.667,,120.737,49.406,34.231,37.331,-0.231,42.61,,,,368.915,204.5,,,,237.385,214.793,214.793,0.0,,22.592,441.885,,58.978,58.978,,,,47.199,,,,,,193.507,,,,193.507,299.684,284.324,,,,,131.619,,,131.619,415.943,715.627,,286.923,,,,-151.337,-40.413,95.173,,95.173,810.8,
12/31/1999,820.973022,17.179001,17.179001,0.0,203.75,,,123.901001,53.685001,33.073002,37.769001,-0.626,43.115002,,,,387.945007,199.723007,268.705994,-68.983002,0.0,233.304993,204.395004,204.395004,0.0,,28.909988,433.028,,81.234001,81.234001,,,,46.879002,,,,,,208.061985,,,,208.061985,336.174988,249.720993,,,,,123.061996,,,123.061996,372.78299,708.957977,0.0,288.477997,,,,,-176.462997,112.014999,0.0,112.014999,820.972977,
03/31/2000,794.058,18.378,18.378,,192.169,192.169,,124.828,53.687,36.764,35.052,-0.675,30.142,,,,365.517,191.313,,,,237.228,208.434,208.434,0.0,,28.794,428.541,,58.286,58.286,,,,46.971,,,,,,198.37,,,,198.37,303.627,252.876,,,,,120.777,,,120.777,373.653,677.28,,288.83,,,,-126.672,-45.38,116.778,,116.778,794.058,
06/30/2000,802.104,16.051,16.051,,192.671,192.671,,131.328,56.912,38.621,36.52,-0.725,36.133,,,,376.183,190.546,,,,235.375,200.392,200.392,0.0,,34.983,425.921,,60.392,60.392,,,,48.939,,,,,,202.855,,,,202.855,312.186,235.873,,,,,120.85,,,120.85,356.723,668.909,,289.332,,,,-108.741,-47.396,133.195,,133.195,802.104,
09/30/2000,798.506,15.683,15.683,,201.765,201.765,,130.717,58.051,38.382,34.947,-0.663,34.09,,,,382.255,186.473,,,,229.778,195.129,195.129,0.0,,34.649,416.251,,60.266,60.266,,,,45.783,,,,,,201.669,,,,201.669,307.718,232.944,,,,,112.258,,,112.258,345.202,652.92,,289.332,,,,-91.607,-52.139,145.586,,145.586,798.506,
12/31/2000,887.58197,21.725,21.725,0.0,212.570007,,,141.677002,67.378998,37.289001,38.147999,-1.139,47.367001,,,,423.338989,199.388,284.976013,-85.587997,0.0,264.855011,228.035004,228.035004,0.0,,36.820007,464.243011,,80.513,80.513,,,,50.560001,,,,,,218.080013,,,,218.080013,349.153015,237.807007,,,,,121.781998,,,121.781998,359.589005,708.74202,0.0,294.950989,,,,,-116.111,178.839989,0.0,178.839989,887.582008,
03/31/2001,858.948,22.985,22.985,,204.43,204.43,,142.749,62.379,37.225,44.359,-1.214,41.47,,,,411.634,188.382,,,,258.932,222.511,222.511,0.0,,36.421,447.314,,68.022,68.022,,,,50.078,,,,,,202.666,,,,202.666,320.766,226.816,,,,,118.494,,,118.494,345.31,666.076,,299.858,,,,-53.809,-53.177,192.872,,192.872,858.948,
06/30/2001,855.284,23.212,23.212,,210.031,210.031,,137.412,64.529,31.145,43.019,-1.281,40.636,,,,411.291,182.988,,,,261.005,221.023,221.023,0.0,,39.982,443.993,,67.898,67.898,,,,49.93,,,,,,216.041,,,,216.041,333.869,200.493,,,,,119.305,,,119.305,319.798,653.667,,303.894,,,,-47.127,-55.15,201.617,,201.617,855.284,
09/30/2001,903.91,24.708,24.708,,218.55,218.55,,144.799,70.65,31.067,44.3,-1.219,43.753,,,,431.81,193.27,,,,278.83,235.255,235.255,0.0,,43.575,472.1,,59.142,59.142,,,,49.974,,,,,,236.334,,,,236.334,345.45,201.094,,,,,125.224,,,125.224,326.318,671.768,,304.702,,,,-26.743,-45.817,232.142,,232.142,903.91,
12/31/2001,1189.412,27.721,27.721,0.0,227.295,227.295,,145.621,70.392,28.433,46.796,0.0,31.121,,,,431.758,192.272,301.448,-109.176,0.0,565.382,511.471,384.947,126.524,,53.911,757.654,,66.327,66.327,,,,50.239,,,,,,231.021,,,,231.021,347.587,309.479,,,,,144.162,,,144.162,453.641,801.228,0.0,456.125,,,0.0,3.957,-71.898,388.184,0.0,388.184,1189.412,
03/31/2002,1203.647,23.461,23.461,,221.09,221.09,,141.246,72.416,30.22,38.61,0.0,38.016,,,,423.813,190.352,,,,589.482,533.875,401.895,131.98,,55.607,779.834,,54.384,54.384,,,,50.256,,,,,,231.51,,,,231.51,336.15,318.353,,,,,141.921,,,141.921,460.274,796.424,,456.998,,,,22.631,-72.406,407.223,,407.223,1203.647,
06/30/2002,1258.359,23.875,23.875,,230.071,230.071,,153.844,77.168,31.85,44.826,0.0,42.151,,,,449.941,211.491,,,,596.927,542.913,411.779,131.134,,54.014,808.418,,58.313,58.313,,,,50.439,,,,,,241.658,,,,241.658,350.41,304.444,,,,,152.347,,,152.347,456.791,807.201,,457.389,,,,50.109,-56.34,451.158,,451.158,1258.359,
09/30/2002,1247.973,28.282,28.282,,221.437,221.437,,150.729,76.805,32.465,41.459,0.0,39.051,,,,439.499,208.036,,,,600.438,544.469,414.182,130.287,,55.969,808.474,,54.37,54.37,,,,50.627,,,,,,233.687,,,,233.687,338.684,280.571,,,,,153.235,,,153.235,433.806,772.49,,459.249,,,,73.086,-56.852,475.483,,475.483,1247.973,
12/31/2002,1303.393,31.427,31.427,0.0,231.673,231.673,,150.441,73.667,33.683,43.091,0.0,62.186,,,,475.727,217.754,372.868,-155.114,0.0,609.912,537.792,408.351,129.441,,72.12,827.666,,73.072,73.072,,,,50.578,,,,,,244.014,,,,244.014,367.664,262.093,,,,,171.25,,,171.25,433.343,801.007,0.0,459.657,,,,104.378,-61.649,502.386,0.0,502.386,1303.393,
03/31/2003,1304.427,32.021,32.021,,221.181,221.181,,156.713,67.856,35.767,53.09,,70.106,,,,480.021,216.198,,,,608.208,535.032,406.44,128.592,,73.176,824.406,,62.735,62.735,,,,50.422,,,,,,244.558,,,,244.558,357.715,259.477,,,,,171.302,,,171.302,430.779,788.494,,459.816,,,,117.313,-61.196,515.933,,515.933,1304.427,
06/30/2003,1334.317,35.15,35.15,,225.41,225.41,,166.313,73.184,35.613,57.516,,72.096,,,,498.969,219.356,,,,615.992,541.721,413.978,127.743,,74.271,835.348,,64.265,64.265,,,,289.91,,,,,,247.479,,,,247.479,601.654,1.435,,,,,177.614,,,177.614,179.049,780.703,,460.833,,,,143.093,-50.312,553.614,,553.614,1334.317,
09/30/2003,1336.328,35.395,35.395,,226.697,226.697,,160.881,70.274,35.339,55.268,0.0,76.432,,,,499.405,219.294,,,,617.629,542.403,415.502,126.901,,75.226,836.923,,58.996,58.996,,,,256.707,,,,,,267.0,,,,267.0,582.703,1.345,,,,,174.489,,,174.489,175.834,758.537,,461.787,,,,167.275,-51.271,577.791,,577.791,1336.328,
12/31/2003,1387.276001,45.116001,45.116001,0.0,249.352997,249.352997,,151.764008,71.949997,32.431999,47.382,0.0,59.304001,,,,505.536987,231.511993,426.595001,-195.082993,0.0,650.22699,548.814026,421.940002,126.874023,,101.412964,881.738983,,68.242996,68.242996,,,,18.277,18.277,0.0,0.0,,,241.389,,,,241.389,327.908997,223.238998,223.238998,0.0,0.0,,182.132004,,,182.132004,405.371002,733.279999,0.0,472.074005,,,0.0,200.216003,-18.294006,653.996002,0.0,653.996002,1387.276001,
03/31/2004,1374.249,44.768,44.768,,239.321,239.321,,153.924,70.502,31.563,51.859,,64.058,,,,502.071,223.685,,,,648.493,548.657,422.652,126.005,,99.836,872.178,,64.472,64.472,,,,18.873,,,,,,247.774,,,,247.774,331.119,211.425,,,,,179.2,,,179.2,390.625,721.744,,473.832,,,-16.591,218.838,-23.574,652.505,,652.505,1374.249,
06/30/2004,1385.437,47.613,47.613,,247.423,247.423,,153.292,71.134,32.117,50.041,0.0,62.326,,,,510.654,223.723,,,,651.06,549.507,424.44,125.067,,101.553,874.783,,66.214,66.214,,,,18.8,,,,,,260.473,,,,260.473,345.487,172.806,,,,,180.028,,,180.028,352.834,698.321,,476.058,,,-14.139,244.745,-19.548,687.116,,687.116,1385.437,
09/30/2004,1383.213,54.048,54.048,0.0,239.939,239.939,,156.038,70.201,32.917,52.92,0.0,59.66,,,,509.685,224.247,,,0.0,649.281,548.67,424.21,124.46,,100.611,873.528,,60.259,60.259,,,,9.512,,,,,,271.981,,,,271.981,341.752,185.323,,,,,182.336,,,182.336,367.659,709.411,0.0,476.058,,,-47.734,266.438,-20.96,673.802,0.0,673.802,1383.213,
12/31/2004,1480.072,67.176,67.176,0.0,271.097,271.097,,156.539,73.607,32.323,50.609,0.0,57.545,,,,552.357,242.709,456.286,-213.577,0.0,685.006,560.181,433.675,126.506,,124.825,927.715,,85.129,85.129,,,,6.913,6.913,0.0,0.0,,,256.204,,,,256.204,348.246,196.29,196.29,0.0,0.0,,214.65,,,214.65,410.94,759.186,0.0,492.232,,,-67.404,293.093,2.965,720.886,0.0,720.886,1480.072,
03/31/2005,1451.199,67.78,67.78,0.0,259.512,259.512,,156.424,79.861,23.394,53.169,0.0,62.028,,,,545.744,229.402,,,0.0,676.053,556.119,430.612,125.507,,119.934,905.455,,66.157,66.157,,,,10.351,,,,,,255.022,,,,255.022,331.53,217.421,,,,,202.575,,,202.575,419.996,751.526,0.0,492.346,,,-91.652,313.02,-14.041,699.673,0.0,699.673,1451.199,
06/30/2005,1435.23,103.864,103.864,0.0,253.76,253.76,,148.856,76.913,21.852,50.091,0.0,54.906,,,,561.386,218.441,,,0.0,655.403,530.088,425.416,104.672,,125.315,873.844,,69.663,69.663,,,,7.196,,,,,,250.238,,,,250.238,327.097,257.473,,,,,195.227,,,195.227,452.7,779.797,0.0,492.408,,,-134.853,330.124,-32.246,655.433,0.0,655.433,1435.23,
09/30/2005,1423.415,94.396,94.396,0.0,250.588,250.588,,152.379,77.718,21.469,53.192,0.0,55.992,,,,553.355,218.075,,,0.0,651.985,529.984,425.271,104.713,,122.001,870.06,,70.581,70.581,,,,4.388,,,,,,263.759,,,,263.759,338.728,223.99,,,,,202.884,,,202.884,426.874,765.602,0.0,492.438,,,-156.539,351.473,-29.559,657.813,0.0,657.813,1423.415,
12/31/2005,1669.773,324.578,324.578,0.0,271.915,271.915,,150.201,80.201,19.777,50.223,0.0,53.965,,,,800.659,218.519,408.727,-190.208,0.0,650.595,528.209,423.048,105.161,,122.386,869.114,,88.553,88.553,,,,6.345,6.345,0.0,0.0,,,258.558,,,,258.558,353.456,443.795,443.795,0.0,0.0,,213.52,,,213.52,657.315,1010.771,0.0,457.577,,,-170.325,417.075,-45.325,659.002,0.0,659.002,1669.773,
03/31/2006,1598.057,263.397,263.397,0.0,249.628,249.628,,156.472,77.938,20.97,57.564,0.0,60.399,,,,729.896,215.076,,,0.0,653.085,528.987,423.734,105.253,,124.098,868.161,,73.933,73.933,,,,8.363,,,,,,239.799,,,,239.799,322.095,425.133,,,,,216.079,,,216.079,641.212,963.307,0.0,449.614,,,-211.917,440.79,-43.737,634.75,0.0,634.75,1598.057,
06/30/2006,1616.678,246.766,246.766,0.0,265.586,265.586,,162.609,84.26,21.433,56.916,0.0,60.548,,,,735.509,219.566,,,0.0,661.603,533.264,428.751,104.513,,128.339,881.169,,79.818,79.818,,,,8.201,,,,,,261.356,,,,261.356,349.375,412.787,,,,,222.751,,,222.751,635.538,984.913,0.0,449.295,,,-248.132,475.547,-44.945,631.765,0.0,631.765,1616.678,
09/30/2006,1562.564,195.358,195.358,0.0,270.712,270.712,,160.72,84.741,21.981,53.998,0.0,61.652,,,,688.442,220.331,,,0.0,653.791,534.761,431.147,103.614,,119.03,874.122,,82.599,82.599,,,,7.738,,,,,,273.038,,,,273.038,363.375,361.418,,,,,211.304,,,211.304,572.722,936.097,0.0,450.102,,,-306.386,522.587,-39.836,626.467,0.0,626.467,1562.564,
12/31/2006,1587.085,151.269,151.269,0.0,306.879,306.879,,148.372,81.596,18.163,48.613,0.0,63.25,,,,669.77,229.138,442.608,-213.47,0.0,688.177,535.621,432.871,102.75,,152.556,917.315,,95.971,95.971,,,,9.962,9.962,0.0,0.0,,,278.446,,,,278.446,384.379,345.705,345.705,0.0,0.0,,226.139,,,226.139,571.844,956.223,0.0,529.311,,,-374.819,493.691,-17.321,630.862,0.0,630.862,1587.085,
03/31/2007,1534.072,95.53,95.53,0.0,290.671,290.671,,160.59,86.521,20.387,53.682,0.0,66.154,,,,612.945,230.723,,,0.0,690.404,536.753,434.457,102.296,,153.651,921.127,,90.315,90.315,,,,12.346,,,,,,250.209,,,,250.209,352.87,330.916,,,,,250.0,,,250.0,580.916,933.786,0.0,534.326,,,-435.805,515.643,-13.878,600.286,0.0,600.286,1534.072,
06/30/2007,1552.564,99.707,99.707,0.0,300.762,300.762,,163.016,85.198,22.285,55.533,0.0,68.888,,,,632.373,229.528,,,0.0,690.663,563.529,434.911,128.618,,127.134,920.191,,92.936,92.936,,,,15.152,,,,,,270.653,,,,270.653,378.741,337.861,,,,,250.095,,,250.095,587.956,966.697,0.0,539.034,,,-497.24,553.417,-9.344,585.867,0.0,585.867,1552.564,
09/30/2007,1557.676,75.385,75.385,0.0,299.906,299.906,,171.294,85.384,23.489,62.421,0.0,72.519,,,,619.104,237.14,,,0.0,701.432,539.544,438.714,100.83,,161.888,938.572,,95.942,95.942,,,,12.512,,,,,,297.653,,,,297.653,406.107,359.29,,,,,258.285,,,258.285,617.575,1023.682,0.0,541.774,,,-603.679,595.968,-0.069,533.994,0.0,533.994,1557.676,
12/31/2007,1678.214,81.222,81.222,0.0,354.596,354.596,,173.725,90.778,21.067,61.88,0.0,73.666,,,,683.209,249.605,489.026,-239.421,0.0,745.4,540.787,440.767,100.02,,204.613,995.005,,127.109,127.109,,,,11.57,11.57,0.0,0.0,,,309.094,,,,309.094,447.773,385.072,385.072,0.0,0.0,,264.083,,,264.083,649.155,1096.928,0.0,548.826,,,-662.393,652.236,42.617,581.286,0.0,581.286,1678.214,
03/31/2008,1738.368,80.684,80.684,,342.867,342.867,,199.872,93.698,27.722,78.452,0.0,86.548,,,,709.971,256.259,,,,772.138,547.733,447.931,99.802,,224.405,1028.397,,106.175,106.175,,,,19.694,,,,,,301.759,,,,301.759,427.628,471.855,,,,,279.877,,,279.877,751.732,1179.36,0.0,551.554,,,-754.598,689.841,72.211,559.008,0.0,559.008,1738.368,
06/30/2008,1748.572,85.524,85.524,,348.274,348.274,,204.482,88.023,38.873,77.586,0.0,87.652,,,,725.932,271.445,,,,751.195,544.484,445.739,98.745,,206.711,1022.64,,107.229,107.229,,,,14.701,,,,,,331.502,,,,331.502,453.432,468.511,,,,,277.91,,,277.91,746.421,1199.853,0.0,554.738,,,-810.59,737.619,66.952,548.719,0.0,548.719,1748.572,
09/30/2008,1743.766,111.039,111.039,0.0,340.481,340.481,,194.271,84.814,37.695,71.762,0.0,86.363,,,,732.154,267.636,,,0.0,743.976,534.868,437.558,97.31,,209.108,1011.612,,107.059,107.059,,,,24.048,,,,,,341.207,,,,341.207,472.314,495.632,,,,,265.223,,,265.223,760.855,1233.169,0.0,558.007,,,-878.507,789.605,41.492,510.597,0.0,510.597,1743.766,
12/31/2008,1662.529,78.073,78.073,0.0,348.614,348.614,,170.613,77.282,32.403,60.928,0.0,73.565,,,,670.865,285.008,544.615,-259.607,0.0,706.656,520.721,424.426,96.295,,185.935,991.664,,111.442,111.442,,,,12.492,12.492,0.0,0.0,,,303.664,,,,303.664,427.598,441.588,441.588,0.0,0.0,,290.096,,,290.096,731.684,1159.282,0.0,560.22,,,-873.601,848.489,-31.861,503.247,0.0,503.247,1662.529,
03/31/2009,1621.796,130.77,130.77,0.0,288.893,288.893,0.0,158.212,75.863,27.327,55.022,0.0,74.024,0.693,86.628,38.095,651.899,274.754,,,0.0,695.143,515.183,419.518,95.665,,92.639,969.897,,276.107,77.976,44.278,,153.853,9.7,9.7,,,,,74.837,,4.173,104.496,0.0,360.644,467.653,467.653,,,,272.876,,,164.207,740.529,1101.173,0.0,563.525,0.448,563.077,-868.326,880.357,-54.933,520.623,0.0,520.623,1621.796,
06/30/2009,1657.609,119.726,119.726,0.0,286.296,286.296,0.0,157.849,73.339,26.489,58.021,0.0,79.724,8.924,91.313,41.964,643.595,290.908,,,0.0,723.106,525.248,430.229,95.019,,97.621,1014.014,,300.541,84.553,49.431,,166.557,6.006,6.006,,,,,78.423,,3.586,110.189,0.0,384.97,398.464,398.464,,,,282.887,,,169.112,681.351,1066.321,0.0,566.441,0.448,565.993,-865.629,907.04,-16.564,591.288,0.0,591.288,1657.609,
09/30/2009,1680.695,113.948,113.948,0.0,284.965,284.965,0.0,164.761,75.899,30.296,58.566,0.0,84.842,3.113,93.014,45.774,648.516,303.219,,,0.0,728.96,526.003,431.59,94.413,,106.83,1032.179,,337.213,92.01,53.498,,191.705,10.652,10.652,,,,,76.557,,1.934,110.819,0.0,424.422,318.785,318.785,,,,286.104,,,173.351,604.889,1029.311,0.0,569.654,0.448,569.206,-862.5,946.92,-2.69,651.384,0.0,651.384,1680.695,
12/31/2009,1718.787,85.031,85.031,0.0,312.998,312.998,0.0,168.042,80.15,29.695,58.197,0.0,80.036,4.265,95.688,43.792,646.107,316.334,605.051,-288.717,0.0,756.346,546.234,440.95,105.284,86.365,23.794,1072.68,,329.768,103.16,38.686,,187.922,89.968,0.0,0.0,0.0,,89.968,74.939,0.0,0.733,119.791,0.0,494.675,203.59,203.59,0.0,0.0,,309.384,0.0,153.793,35.067,512.974,1007.649,0.0,574.482,0.448,574.034,-857.13,1009.995,-16.209,711.138,0.0,711.138,1718.787,
03/31/2010,1715.404,85.883,85.883,0.0,304.121,304.121,0.0,177.047,81.355,30.711,64.981,0.0,82.718,0.687,92.902,47.354,649.769,310.631,,,0.0,755.004,550.733,442.528,108.205,,110.682,1065.635,,308.765,100.927,41.232,,166.606,92.766,92.766,,,,,97.39,,0.647,117.117,0.0,498.921,203.87,203.87,,,,300.796,,,183.032,504.666,1003.587,0.0,578.679,0.448,578.231,-880.652,1045.479,-31.689,711.817,0.0,711.817,1715.404,
06/30/2010,1745.794,111.591,111.591,0.0,310.071,310.071,0.0,185.173,84.992,32.169,68.012,0.0,84.028,0.408,92.306,46.453,690.863,302.606,,,0.0,752.325,546.095,439.27,106.825,,113.516,1054.931,,338.252,110.971,46.555,,180.726,90.837,90.837,,,,,99.884,,5.339,115.581,0.0,528.973,204.247,204.247,,,,295.382,,,174.462,499.629,1028.602,0.0,584.025,0.448,583.577,-914.037,1092.977,-45.773,717.192,0.0,717.192,1745.794,
09/30/2010,1907.627,142.884,142.884,0.0,331.954,331.954,0.0,215.316,98.123,37.055,80.138,0.0,96.575,0.152,101.776,55.662,786.729,334.803,,,0.0,786.095,554.683,448.332,106.351,,129.484,1120.898,,409.345,121.339,62.016,,225.99,89.35,0.0,,,,89.35,107.329,,8.815,119.863,0.0,606.024,245.866,245.866,,,,300.194,,,171.516,546.06,1152.084,0.0,587.907,0.448,587.459,-985.134,1153.015,-0.245,755.543,0.0,755.543,1907.627,
12/31/2010,2283.063,447.577,447.577,0.0,368.936,368.936,0.0,217.104,101.66,36.615,78.829,0.0,111.278,5.842,95.996,64.967,1144.895,364.472,682.814,-318.342,0.0,773.696,539.071,434.699,104.372,107.173,25.614,1138.168,,426.528,138.105,49.577,,238.846,10.902,0.0,0.0,0.0,,10.902,104.756,0.0,,124.523,0.0,542.186,670.301,670.301,0.0,0.0,,298.992,0.0,143.986,30.483,969.293,1511.479,0.0,597.643,0.448,597.195,-1057.39,1223.13,8.201,771.584,0.0,771.584,2283.063,
03/31/2011,2298.846,388.102,388.102,0.0,365.578,365.578,0.0,247.19,111.874,43.764,91.552,0.0,116.327,,97.001,64.231,1117.197,380.743,,,0.0,800.906,557.404,444.181,113.223,,146.501,1181.649,,381.114,134.257,51.745,,195.112,22.583,0.0,,,,22.583,120.716,,5.307,126.664,0.0,524.413,677.833,677.833,,,,307.623,,,175.652,985.456,1509.869,0.0,603.409,0.448,602.961,-1108.874,1267.325,27.117,788.977,0.0,788.977,2298.846,
06/30/2011,2341.279,328.763,328.763,0.0,382.089,382.089,0.0,268.154,114.839,51.014,102.301,0.0,119.163,,100.264,66.189,1098.169,416.872,,,0.0,826.238,561.285,447.599,113.686,,164.689,1243.11,,427.123,151.499,54.285,,221.339,12.626,0.0,,,,12.626,126.246,,7.05,129.907,0.0,565.995,621.359,621.359,,,,315.52,,,178.563,936.879,1502.874,0.0,608.991,0.448,608.543,-1159.848,1325.007,64.255,838.405,0.0,838.405,2341.279,
09/30/2011,2295.437,262.473,262.473,0.0,398.402,398.402,0.0,265.351,111.143,50.596,103.612,0.0,126.92,,99.28,74.898,1053.146,408.156,,,0.0,834.135,576.065,452.158,123.907,,158.79,1242.291,,464.548,167.919,58.447,,238.182,31.143,0.0,,,,31.143,121.592,,1.152,130.354,0.0,617.283,550.554,550.554,,,,308.191,,,176.685,858.745,1476.028,0.0,613.839,0.448,613.391,-1210.808,1391.781,24.597,819.409,0.0,819.409,2295.437,
