Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
08/31/2011,7358.975,181.913,181.913,0.0,64.849,64.849,0.0,1061.309,,,,,187.748,,88.451,175.247,1495.819,976.901,,,0.0,4886.255,,,,4797.804,5863.156,,340.82,225.716,7.451,,107.653,131.713,0.533,0.8,0.8,,130.38,17.757,,,,0.0,490.29,4196.968,4169.068,27.9,27.9,,119.495,,,119.495,4316.463,4806.753,0.0,964.35,113.213,851.137,0.0,1621.288,-33.416,2552.222,0.0,2552.222,7358.975,
11/30/2011,7633.401,383.411,383.411,0.0,54.522,54.522,0.0,1013.183,,,,,197.283,,87.705,182.535,1648.399,988.3,,,0.0,4996.702,,,,4908.997,5985.002,,381.368,245.225,13.069,,123.074,148.78,0.759,0.8,0.8,,147.221,1.168,,,0.0,0.0,531.316,4345.759,4318.059,27.7,27.7,,119.474,,,119.474,4465.233,4996.549,0.0,972.027,113.237,858.79,0.0,1704.082,-39.257,2636.852,0.0,2636.852,7633.401,
02/29/2012,8331.543,442.658,442.658,0.0,86.434,86.434,0.0,1092.592,,,,,231.764,0.0,133.134,221.428,1853.448,1278.722,1855.363,-576.641,0.0,5199.373,10.1,0.0,10.1,5056.139,6478.095,,454.866,322.768,3.125,0.0,128.973,189.388,0.943,14.108,14.108,,174.337,2.059,0.0,0.0,,0.0,646.313,4863.318,4687.352,175.966,175.966,,148.8,0.0,67.218,81.582,5012.118,5658.431,0.0,991.052,113.559,877.493,0.0,1744.519,-62.459,2673.112,0.0,2673.112,8331.543,
05/31/2012,8598.163,456.413,456.413,0.0,65.705,65.705,0.0,1210.196,,,,,198.693,,130.583,192.41,1931.007,1305.462,,,0.0,5361.694,,,,5231.111,6667.156,,445.92,289.117,48.07,,108.733,167.789,0.791,14.73,14.73,,152.268,4.807,,,,0.0,618.516,5022.569,4672.921,349.648,349.648,,136.73,,,136.73,5159.299,5777.815,0.0,1015.878,114.153,901.725,0.0,1865.265,-60.795,2820.348,0.0,2820.348,8598.163,
08/31/2012,8871.44,458.567,458.567,0.0,70.426,70.426,0.0,1198.013,,,,,234.542,,143.754,226.775,1961.548,1347.313,,,0.0,5562.579,,,,5418.825,6909.892,,333.492,216.768,0.557,,116.167,187.685,1.068,15.325,15.325,,171.292,4.662,,,0.0,0.0,525.839,5255.33,4909.702,345.628,345.628,,140.684,,,140.684,5396.014,5921.853,0.0,1026.097,114.222,911.875,0.0,1976.901,-53.411,2949.587,0.0,2949.587,8871.44,
11/30/2012,9297.683,445.11,445.11,0.0,62.66,62.66,0.0,1339.044,,,,,238.55,,147.571,229.213,2085.364,1411.588,,,0.0,5800.731,,,,5653.16,7212.319,,388.168,271.273,0.266,,116.629,185.99,0.706,15.885,15.885,,169.399,1.534,,,0.0,0.0,575.692,5552.488,5211.064,341.424,341.424,,145.834,,,145.834,5698.322,6274.014,0.0,1056.125,114.108,942.017,0.0,2019.289,-51.745,3023.669,0.0,3023.669,9297.683,
02/28/2013,9888.602,449.364,449.364,0.0,91.961,91.961,0.0,1517.813,,,,,250.993,0.0,145.875,245.774,2310.131,1428.97,2077.951,-648.981,0.0,6149.501,10.1,0.0,10.1,5993.526,7578.471,,484.221,336.178,0.222,0.0,147.821,199.409,0.355,16.139,16.139,,182.915,0.543,0.0,0.0,,0.0,684.173,5672.175,5334.723,337.452,337.452,,513.087,0.0,78.518,434.569,6185.262,6869.435,0.0,1085.203,112.953,972.25,0.0,1993.772,-59.808,3019.167,0.0,3019.167,9888.602,
05/31/2013,10450.454,725.267,725.267,0.0,70.452,70.452,0.0,1398.2,,,,,260.854,,138.158,254.863,2454.773,1444.128,,,0.0,6551.553,,,,6413.395,7995.681,,485.144,316.465,58.965,,109.714,224.915,0.972,16.83,16.83,,207.113,0.175,,,,0.0,710.234,6493.207,6160.242,332.965,332.965,,171.631,,,171.631,6664.838,7375.072,0.0,1102.851,112.073,990.778,0.0,2030.041,-57.51,3075.382,0.0,3075.382,10450.454,
08/31/2013,10933.774,750.032,750.032,0.0,85.549,85.549,0.0,1364.016,,,,,281.813,,146.167,275.851,2481.41,1535.431,,,0.0,6916.933,,,,6770.766,8452.364,,492.909,346.152,1.808,,144.949,237.01,1.739,17.167,17.167,,218.104,0.0,,,0.0,0.0,729.919,6837.82,6512.328,325.492,325.492,,181.256,,,181.256,7019.076,7748.995,0.0,1111.923,111.665,1000.258,0.0,2126.765,-53.909,3184.779,0.0,3184.779,10933.774,
11/30/2013,11303.875,664.758,664.758,0.0,68.027,68.027,0.0,1556.277,,,,,269.732,,151.281,267.081,2558.794,1588.633,,,0.0,7156.448,,,,7005.167,8745.081,,512.053,364.589,8.554,,138.91,233.659,1.287,17.837,17.837,,214.535,2.889,,,0.0,0.0,748.601,7076.325,6755.534,320.791,320.791,,190.58,,,190.58,7266.905,8015.506,0.0,1125.553,111.614,1013.939,0.0,2219.943,-57.127,3288.369,0.0,3288.369,11303.875,
02/28/2014,11707.157,627.901,627.901,0.0,79.923,79.923,0.0,1641.424,,,,,293.976,0.0,152.199,286.11,2643.224,1652.977,2383.533,-730.556,0.0,7410.956,10.1,0.0,10.1,7248.657,9063.933,,631.167,426.141,2.438,0.0,202.588,242.979,0.582,18.459,18.459,,223.938,1.351,0.0,0.0,,0.0,875.497,7340.431,7024.506,315.925,315.925,,174.232,0.0,62.698,111.534,7514.663,8390.16,0.0,1149.052,110.843,1038.209,0.0,2214.216,-46.271,3316.997,0.0,3316.997,11707.157,
05/31/2014,12148.96,532.191,532.191,0.0,97.81,97.81,0.0,1681.8,,,,,324.935,,150.905,316.855,2636.736,1696.94,,,0.0,7815.284,,,,7664.379,9512.224,,685.099,430.985,94.816,,159.298,274.929,1.242,19.715,19.715,,253.972,2.13,,,,0.0,962.158,7688.765,7373.003,315.762,315.762,,168.665,,,168.665,7857.43,8819.588,0.0,1145.439,109.242,1036.197,0.0,2229.709,-45.776,3329.372,0.0,3329.372,12148.96,
08/31/2014,12399.913,354.6,354.6,0.0,108.859,108.859,0.0,1708.955,,,,,344.028,,157.175,335.659,2516.442,1753.992,,,0.0,8129.479,,,,7972.304,9883.471,,622.782,418.269,0.244,,204.269,282.934,2.229,20.28,20.28,,260.425,1.211,,,0.0,0.0,906.927,7958.973,7648.284,310.689,310.689,,176.026,,,176.026,8134.999,9041.926,0.0,1197.669,108.352,1089.317,0.0,2204.785,-44.467,3357.987,0.0,3357.987,12399.913,
11/30/2014,12843.406,189.88,189.88,0.0,88.18,88.18,0.0,1964.673,,,,,330.519,,166.811,323.96,2573.252,1833.6,,,0.0,8436.554,,,,8269.743,10270.154,,659.588,456.631,0.424,,202.533,265.296,2.574,20.915,20.915,,241.807,3.298,,,0.0,0.0,928.182,8550.397,8238.626,311.771,311.771,,182.675,,,182.675,8733.072,9661.254,0.0,1185.726,105.459,1080.267,0.0,2042.284,-45.858,3182.152,0.0,3182.152,12843.406,
02/28/2015,13198.201,27.606,27.606,0.0,137.69,137.69,0.0,2086.874,,,,,346.868,0.0,167.638,337.567,2599.038,1862.538,2685.244,-822.706,0.0,8736.625,10.1,0.0,10.1,8558.887,10599.163,,705.607,453.746,1.554,0.0,250.307,290.502,0.785,21.554,21.554,,268.163,1.064,0.0,0.0,,0.0,997.173,8818.75,8512.466,306.284,306.284,,225.493,0.0,93.53,131.963,9044.243,10041.416,0.0,1227.955,104.435,1123.52,0.0,1994.221,-65.391,3156.785,0.0,3156.785,13198.201,
05/31/2015,13670.677,351.698,351.698,0.0,103.663,103.663,0.0,1844.077,,,,,366.387,,156.726,357.076,2665.825,1896.348,,,0.0,9108.504,,,,8951.778,11004.852,,687.186,443.82,59.089,,184.277,309.754,0.781,21.623,21.623,,287.35,2.633,,,,0.0,999.573,9176.253,8874.773,301.48,301.48,,220.185,,,220.185,9396.438,10396.011,0.0,1274.371,104.341,1170.03,0.0,2066.753,-66.458,3274.666,0.0,3274.666,13670.677,
08/31/2015,13952.565,100.477,100.477,0.0,100.832,100.832,0.0,1911.549,,,,,390.867,,166.669,380.443,2503.725,2016.52,,,0.0,9432.32,,,,9265.651,11448.84,,677.922,453.864,1.169,,222.889,320.573,2.122,21.584,21.584,,296.867,3.482,,,0.0,0.0,1001.977,9514.052,9156.227,357.825,357.825,,225.552,,,225.552,9739.604,10741.581,0.0,1264.143,102.465,1161.678,0.0,2012.99,-66.149,3210.984,0.0,3210.984,13952.565,
11/30/2015,14381.165,33.346,33.346,0.0,88.53,88.53,0.0,2153.27,,,,,359.737,,174.059,347.234,2634.883,2105.807,,,0.0,9640.475,,,,9466.416,11746.282,,631.385,419.224,0.328,,211.833,290.537,0.036,14.673,14.673,,275.828,1.632,,,0.0,0.0,923.554,10315.946,9924.09,391.856,391.856,,229.91,,,229.91,10545.856,11469.41,0.0,1235.388,98.781,1136.607,0.0,1743.031,-66.664,2911.755,0.0,2911.755,14381.165,
02/29/2016,14459.911,37.394,37.394,0.0,132.171,132.171,0.0,1932.029,,,,,370.187,0.0,161.862,369.6,2471.781,2161.698,3087.017,-925.319,0.0,9826.432,0.0,0.0,0.0,9664.57,11988.13,,681.66,433.722,2.029,0.0,245.909,315.509,0.428,14.331,14.331,,300.75,8.024,0.0,0.0,,0.0,1005.193,10320.658,9920.335,400.323,400.323,,229.274,0.0,90.172,139.102,10549.932,11555.125,0.0,1228.178,97.356,1130.822,0.0,1746.804,-70.196,2904.786,0.0,2904.786,14459.911,
05/31/2016,14789.927,52.575,52.575,0.0,102.541,102.541,0.0,1864.991,,,,,396.473,,152.328,393.959,2416.58,2234.385,,,0.0,10138.962,,,,9986.634,12373.347,,748.497,453.08,89.991,,205.426,333.435,1.255,12.411,12.411,,319.769,1.442,,,,0.0,1083.374,10511.332,10091.457,419.875,419.875,,222.936,,,222.936,10734.268,11817.642,0.0,1232.717,96.248,1136.469,0.0,1806.393,-66.825,2972.285,0.0,2972.285,14789.927,
08/31/2016,15504.332,316.031,316.031,0.0,94.577,94.577,0.0,1918.803,,,,,425.936,,152.84,423.428,2755.347,2326.178,,,0.0,10422.807,,,,10269.967,12748.985,,731.781,485.523,0.205,,246.053,351.162,0.361,13.145,13.145,,337.656,1.42,,,0.0,0.0,1084.363,11130.646,10703.373,427.273,427.273,,226.978,,,226.978,11357.624,12441.987,0.0,1270.706,95.54,1175.166,0.0,1858.221,-66.582,3062.345,0.0,3062.345,15504.332,
11/30/2016,15760.067,23.713,23.713,0.0,92.003,92.003,0.0,2170.175,,,,,398.387,,155.995,389.609,2684.278,2449.343,,,0.0,10626.446,,,,10470.451,13075.789,,703.095,476.439,2.071,,224.585,324.304,0.88,10.566,10.566,,312.858,0.318,,,0.0,0.0,1027.717,11484.527,11017.562,466.965,466.965,,232.439,,,232.439,11716.966,12744.683,0.0,1254.16,93.676,1160.484,0.0,1821.359,-60.135,3015.384,0.0,3015.384,15760.067,
02/28/2017,16279.356,38.416,38.416,0.0,152.388,152.388,0.0,2260.563,,,,,422.263,0.0,150.962,419.266,2873.63,2518.393,3559.77,-1041.377,0.0,10887.333,0.0,0.0,0.0,10736.371,13405.726,,762.012,494.48,1.404,0.0,266.128,343.266,0.062,9.491,9.491,,333.713,0.509,0.0,0.0,,0.0,1105.787,11826.438,11339.793,486.645,486.645,,238.551,0.0,89.137,149.414,12064.989,13170.776,0.0,1281.852,93.274,1188.578,0.0,1883.283,-56.555,3108.58,0.0,3108.58,16279.356,
05/31/2017,16475.689,60.08,60.08,0.0,104.745,104.745,0.0,2148.247,,,,,421.472,,145.265,420.895,2734.544,2557.506,,,0.0,11183.639,,,,11038.374,13741.145,,813.634,506.835,103.588,,203.211,349.297,0.693,9.772,9.772,,338.832,3.739,,,,0.0,1166.67,11925.87,11441.476,484.394,484.394,,231.021,,,231.021,12156.891,13323.561,0.0,1276.597,91.936,1184.661,0.0,1933.76,-58.229,3152.128,0.0,3152.128,16475.689,
08/31/2017,16875.733,25.765,25.765,0.0,99.733,99.733,0.0,2231.769,,,,,446.068,,150.684,445.835,2803.335,2602.323,,,0.0,11470.075,,,,11319.391,14072.398,,830.479,563.648,14.898,,251.933,366.69,0.271,9.302,9.302,,357.117,4.388,,,0.0,0.0,1201.557,12234.004,11740.804,493.2,493.2,,239.186,,,239.186,12473.19,13674.747,0.0,1284.751,90.952,1193.799,0.0,1975.862,-59.627,3200.986,0.0,3200.986,16875.733,
11/30/2017,17303.414,26.287,26.287,0.0,95.841,95.841,0.0,2440.551,,,,,442.244,0.832,133.173,436.172,3004.923,2634.442,,,0.0,11664.049,,,,11530.044,14298.491,,753.381,519.984,0.0,,233.397,358.297,0.593,9.59,9.59,,348.114,0.0,,,0.0,0.0,1111.678,12651.337,12160.369,490.968,490.968,,239.672,,,239.672,12891.009,14002.687,0.0,1323.807,90.745,1233.062,0.0,2028.224,-51.304,3300.727,0.0,3300.727,17303.414,
02/28/2018,17486.272,44.525,44.525,0.0,133.321,133.321,0.0,2390.694,,,,,492.904,,63.256,492.904,3061.444,2667.061,3831.31,-1164.249,0.0,11757.767,0.0,0.0,0.0,11694.511,14424.828,,808.504,529.733,0.0,0.0,278.771,365.554,0.127,9.994,9.994,,355.433,0.0,0.0,,,0.0,1174.058,12752.812,12262.443,490.369,490.369,,242.553,0.0,84.59,157.963,12995.365,14169.423,0.0,1323.921,89.874,1234.047,0.0,2047.24,-54.312,3316.849,0.0,3316.849,17486.272,
05/31/2018,17756.167,76.348,76.348,0.0,101.351,101.351,0.0,2260.029,,,,,519.766,,55.494,519.766,2957.494,2714.495,,,0.0,12084.178,,,,12028.684,14798.673,,894.961,586.337,55.991,,252.633,393.241,0.365,10.55,10.55,,382.326,0.0,,,,0.0,1288.202,12861.152,12363.736,497.416,497.416,,223.052,,,223.052,13084.204,14372.406,0.0,1322.972,88.36,1234.612,0.0,2115.834,-55.045,3383.761,0.0,3383.761,17756.167,
08/31/2018,18176.505,37.147,37.147,0.0,104.883,104.883,0.0,2357.355,,,,,522.702,,56.354,522.702,3022.087,2766.902,,,0.0,12387.516,,,,12331.162,15154.418,,871.749,605.535,,,266.214,411.712,3.296,10.579,10.579,,397.837,0.0,,,0.0,0.0,1283.461,13177.321,12672.154,505.167,505.167,,233.605,,,233.605,13410.926,14694.387,0.0,1353.575,87.645,1265.93,0.0,2182.978,-54.435,3482.118,0.0,3482.118,18176.505,
11/30/2018,18396.812,35.049,35.049,0.0,111.156,111.156,0.0,2424.7,,,,,486.514,,57.893,486.514,3057.419,2800.051,,,0.0,12539.342,0.0,0.0,0.0,12481.449,15339.393,,840.062,558.324,1.634,,280.104,384.811,0.436,11.092,11.092,,373.283,0.0,,,0.0,0.0,1224.873,13494.182,12989.406,504.776,504.776,,242.644,,,242.644,13736.826,14961.699,0.0,1341.859,85.893,1255.966,0.0,2147.391,-54.137,3435.113,0.0,3435.113,18396.812,
02/28/2019,18717.867,46.938,46.938,0.0,139.85,139.85,0.0,2519.455,,,,,507.77,,61.346,507.77,3214.013,2828.058,4125.451,-1297.393,0.0,12675.796,0.0,0.0,0.0,12614.45,15503.854,,915.159,593.171,3.784,0.0,318.204,396.35,1.129,5.139,5.139,,390.082,0.0,0.0,,,0.0,1311.509,13776.534,13749.893,26.641,26.641,,272.796,0.0,76.239,196.557,14049.33,15360.839,0.0,1320.892,83.739,1237.153,0.0,2104.146,-68.01,3357.028,0.0,3357.028,18717.867,
05/31/2019,19714.476,42.197,42.197,0.0,133.879,133.879,0.0,2551.143,,,,,556.526,,56.708,556.526,3283.745,3392.972,4566.08,-1173.108,0.0,13037.759,0.0,,,12981.051,16430.731,,1019.881,656.902,78.2,,284.779,465.521,15.033,33.179,3.357,29.822,417.309,0.0,,,,0.0,1485.402,14558.219,14027.714,530.505,71.717,458.788,218.1,,,218.1,14776.319,16261.721,0.0,1344.439,82.697,1261.742,0.0,2189.522,-81.206,3452.755,0.0,3452.755,19714.476,
08/31/2019,20140.254,40.737,40.737,0.0,141.091,141.091,0.0,2604.75,,,,,598.361,,66.048,598.361,3384.939,3437.709,4637.084,-1199.375,0.0,13317.606,0.0,,,13251.558,16755.315,,924.055,628.507,1.389,,294.159,468.977,11.677,33.738,3.672,30.066,423.562,3.672,,,,3.672,1396.704,14904.768,14384.129,520.639,71.999,448.64,227.225,,,227.225,15131.993,16528.697,0.0,1395.732,82.442,1313.29,0.0,2307.455,-91.63,3611.557,0.0,3611.557,20140.254,
11/30/2019,20487.23,56.583,56.583,0.0,142.737,142.737,0.0,2682.574,,,,,568.35,,67.162,568.35,3450.244,3491.371,4730.814,-1239.443,0.0,13545.615,0.0,0.0,0.0,13478.453,17036.986,,978.894,641.434,1.497,,335.963,442.147,0.421,35.325,4.512,30.813,406.401,0.0,,,0.0,0.0,1421.041,15130.107,14604.254,525.853,79.551,446.302,238.029,,,238.029,15368.136,16789.177,0.0,1403.464,81.897,1321.567,0.0,2376.596,-82.007,3698.053,0.0,3698.053,20487.23,
02/29/2020,21082.182,58.211,58.211,0.0,191.09,191.09,0.0,2846.416,,,,,567.97,,89.842,567.97,3663.687,3518.196,4785.116,-1266.92,0.0,13900.299,0.0,0.0,0.0,13810.457,17418.495,,1065.205,737.144,1.389,0.0,326.672,469.502,0.04,36.046,5.066,30.98,433.416,0.0,0.0,,,0.0,1534.707,15464.054,14944.056,519.998,79.327,440.671,314.546,0.0,141.489,173.057,15778.6,17313.307,0.0,1430.529,81.541,1348.988,0.0,2488.417,-150.071,3768.875,0.0,3768.875,21082.182,
05/31/2020,19972.532,658.022,658.022,0.0,145.018,145.018,0.0,1899.43,,,,,581.261,,119.066,581.261,3283.731,3508.416,4806.952,-1298.536,0.0,13180.385,0.0,,,13061.319,16688.801,,674.798,390.16,0.0,,284.638,476.208,0.086,36.323,5.442,30.881,439.799,0.0,,,,0.0,1151.006,14934.479,14416.18,518.299,82.974,435.325,308.737,,,308.737,15243.216,16394.222,0.0,1439.806,81.378,1358.428,0.0,2303.909,-165.405,3578.31,0.0,3578.31,19972.532,
