Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
07/03/2010,2036.399,754.473,310.884,443.589,314.174,314.174,0.0,191.782,62.845,18.39,110.547,0.0,51.429,,50.344,1311.858,210.649,,,0.0,513.892,462.132,289.929,172.203,,51.76,724.541,,127.043,59.32,26.087,,41.636,56.858,56.858,,,,,178.67,,,58.887,362.571,700.0,700.0,,,,160.878,,67.187,74.037,19.654,860.878,1223.449,0.0,844.934,1.496,843.438,-2392.997,2397.156,-36.143,812.95,0.0,812.95,2036.399,
10/02/2010,2205.646,837.098,262.792,574.306,337.562,337.562,0.0,208.339,67.67,19.709,120.96,0.0,55.328,,54.953,1438.327,214.773,,,0.0,552.546,475.606,292.424,183.182,,76.94,767.319,,142.47,63.332,29.896,,49.242,92.243,92.243,,,,,182.697,,,61.183,417.41,700.0,700.0,,,,164.974,,67.574,75.639,21.761,864.974,1282.384,0.0,885.932,1.497,884.435,-2458.067,2491.875,3.522,923.262,0.0,923.262,2205.646,
12/31/2010,2327.67,946.419,308.498,637.921,358.237,358.237,0.0,204.3,63.475,17.301,123.524,0.0,77.685,0.0,77.261,1586.641,215.06,466.425,-251.365,0.0,525.969,472.973,291.657,181.316,1.583,51.413,741.029,,140.418,64.406,11.909,0.0,64.103,66.055,0.0,0.0,0.0,,66.055,179.377,0.0,0.0,72.306,385.85,700.0,700.0,0.0,0.0,,173.023,0.0,72.624,77.764,22.635,873.023,1258.873,0.0,971.579,1.511,970.068,-2509.466,2618.479,-11.795,1068.797,0.0,1068.797,2327.67,
04/02/2011,2447.162,1039.049,296.86,742.189,349.397,349.397,0.0,223.882,72.077,20.878,130.927,0.0,71.006,,70.019,1683.334,216.989,,,0.0,546.839,484.949,293.517,191.432,,61.89,763.828,,131.139,67.404,23.132,,40.603,390.346,390.346,,,,,194.744,,,60.68,716.229,400.0,400.0,,,,180.139,,75.742,78.855,25.542,580.139,1296.368,0.0,998.192,1.517,996.675,-2582.645,2712.968,22.279,1150.794,0.0,1150.794,2447.162,
07/02/2011,2571.856,1121.677,344.914,776.763,365.331,365.331,0.0,243.18,76.518,22.235,144.427,0.0,69.82,,69.431,1800.008,218.637,,,0.0,553.211,489.094,294.02,195.074,,64.117,771.848,,121.038,67.967,8.44,,44.631,136.176,136.176,,,,,210.083,,,66.685,467.297,700.0,700.0,,,,179.025,,76.431,77.594,25.0,879.025,1346.322,0.0,1043.282,1.523,1041.759,-2663.286,2813.043,32.495,1225.534,0.0,1225.534,2571.856,
10/01/2011,2639.615,1194.217,423.926,770.291,354.445,354.445,0.0,246.258,78.78,21.501,145.977,0.0,68.439,,68.015,1863.359,221.059,,,0.0,555.197,494.602,298.297,196.305,,60.595,776.256,,142.057,64.393,25.959,,51.705,271.578,271.578,,,,,191.944,,,61.665,605.579,700.0,700.0,,,,174.953,,71.952,77.537,25.464,874.953,1480.532,0.0,1053.017,1.524,1051.493,-2807.451,2914.3,-0.783,1159.083,0.0,1159.083,2639.615,
12/31/2011,2723.234,1281.351,383.99,897.361,367.085,367.085,0.0,212.864,71.993,12.293,128.578,0.0,80.804,0.0,80.723,1942.104,237.095,518.081,-280.986,0.0,544.035,489.063,297.071,191.992,1.817,53.155,781.13,,127.973,55.317,9.449,0.0,63.207,290.832,0.0,0.0,0.0,,290.832,183.058,0.0,0.0,71.819,601.863,700.0,700.0,0.0,0.0,,194.793,0.0,92.97,72.613,29.21,894.793,1496.656,0.0,1091.487,1.528,1089.959,-2880.301,3051.447,-36.055,1226.578,0.0,1226.578,2723.234,
03/31/2012,2839.416,1353.553,427.186,926.367,353.746,353.746,0.0,233.362,71.195,21.93,140.237,0.0,82.818,,82.744,2023.479,238.955,,,0.0,576.982,514.443,309.088,205.355,,62.539,815.937,,121.537,61.468,20.05,,40.019,323.616,323.616,,,,,203.13,,,66.029,648.283,700.0,700.0,,,,203.602,,102.126,72.03,29.446,903.602,1551.885,0.0,1118.734,1.534,1117.2,-2948.38,3140.113,-22.936,1287.531,0.0,1287.531,2839.416,
06/30/2012,2883.556,1392.137,369.429,1022.708,355.144,355.144,0.0,236.763,72.406,18.947,145.41,0.0,81.248,,81.039,2065.292,251.357,,,0.0,566.907,505.783,306.77,199.013,,61.124,818.264,,115.165,62.792,13.658,,38.715,401.354,401.354,,,,,205.138,,,70.562,721.657,700.0,700.0,,,,199.216,,97.059,71.014,31.143,899.216,1620.873,0.0,1130.055,1.534,1128.521,-3051.62,3237.837,-53.589,1262.683,0.0,1262.683,2883.556,
09/29/2012,2997.14,1448.441,356.293,1092.148,362.371,362.371,0.0,246.994,75.288,19.118,152.588,0.0,79.692,,79.546,2137.498,261.115,,,0.0,598.527,529.139,316.269,212.87,,69.388,859.642,,120.818,60.258,20.711,,39.849,447.703,447.703,,,,,199.041,,,70.438,767.562,700.0,700.0,,,,199.699,,96.201,70.343,33.155,899.699,1667.261,0.0,1138.008,1.535,1136.473,-3115.583,3336.946,-29.492,1329.879,0.0,1329.879,2997.14,
12/31/2012,3168.15,1539.025,481.035,1057.99,404.556,404.556,0.0,229.565,73.28,16.133,140.152,0.0,84.58,0.0,83.407,2257.726,273.279,587.323,-314.044,0.0,637.145,536.979,316.834,220.145,1.407,98.759,910.424,,159.875,54.724,60.888,0.0,44.263,132.781,0.0,0.0,0.0,,132.781,211.586,0.0,0.0,89.423,504.242,1045.0,1045.0,0.0,0.0,,151.551,0.0,101.225,24.772,25.554,1196.551,1700.793,0.0,1157.041,1.537,1155.504,-3176.179,3512.89,-26.395,1467.357,0.0,1467.357,3168.15,
03/30/2013,3207.317,1589.854,472.048,1117.806,377.412,377.412,0.0,235.883,73.974,17.44,144.469,0.0,84.532,,84.396,2287.681,282.716,,,0.0,636.92,530.138,315.145,214.993,,106.782,919.636,,124.64,59.789,27.82,,37.031,133.232,0.0,,,,133.232,218.994,,,73.43,476.866,1100.0,1100.0,,,,153.951,,22.556,101.725,29.67,1253.951,1730.817,0.0,1174.768,1.541,1173.227,-3277.546,3633.949,-54.671,1476.5,0.0,1476.5,3207.317,
06/29/2013,3285.529,1649.722,455.045,1194.677,365.222,365.222,0.0,242.641,76.144,17.208,149.289,0.0,86.693,,86.268,2344.278,295.741,,,0.0,645.51,534.668,315.215,219.453,,110.842,941.251,,116.213,56.368,21.203,,38.642,132.909,132.909,,,,,225.831,,,82.472,474.953,1135.0,1135.0,,,,155.464,,21.625,101.822,32.017,1290.464,1765.417,0.0,1197.701,1.543,1196.158,-3347.258,3723.263,-53.594,1520.112,0.0,1520.112,3285.529,
09/28/2013,3425.319,1699.107,431.001,1268.106,373.844,373.844,0.0,256.98,81.378,20.798,154.804,0.0,99.151,,98.866,2429.082,313.667,,,0.0,682.57,571.167,340.393,230.774,,111.403,996.237,,144.659,62.754,39.716,,42.189,133.761,133.761,,,,,214.484,,,79.933,492.904,1160.0,1160.0,,,,153.781,,102.151,19.049,32.581,1313.781,1806.685,0.0,1224.874,1.546,1223.328,-3402.377,3821.311,-25.174,1618.634,0.0,1618.634,3425.319,
12/31/2013,3582.629,1803.67,440.796,1362.874,430.985,430.985,0.0,242.8,76.93,19.656,146.214,0.0,78.8,0.0,77.871,2556.255,324.932,659.349,-334.417,0.0,701.442,589.462,350.35,239.112,1.37,110.61,1026.374,,140.998,64.961,19.77,0.0,56.267,133.346,133.346,0.0,0.0,,,213.188,0.0,0.0,85.044,487.532,1190.0,1190.0,0.0,0.0,,141.924,0.0,74.723,25.436,41.765,1331.924,1819.456,0.0,1272.16,1.552,1270.608,-3477.759,3962.893,5.879,1763.173,0.0,1763.173,3582.629,
03/29/2014,3649.735,1853.195,395.382,1457.813,401.406,401.406,0.0,266.629,88.5,21.261,156.868,0.0,86.479,,86.109,2607.709,329.88,,,0.0,712.146,591.727,353.469,238.258,,120.419,1042.026,,116.231,73.18,3.553,,39.498,232.104,0.0,,,,232.104,236.113,,,73.821,584.448,1100.0,1100.0,,,,145.915,,76.754,24.592,44.569,1245.915,1830.363,0.0,1324.051,1.56,1322.491,-3570.331,4033.195,32.457,1819.372,0.0,1819.372,3649.735,
06/28/2014,3727.53,1917.56,428.691,1488.869,401.919,401.919,0.0,272.764,88.054,20.317,164.393,0.0,88.363,,88.299,2680.606,328.598,,,0.0,718.326,591.143,354.079,237.064,,127.183,1046.924,,112.133,65.086,3.959,,43.088,233.403,233.403,,,,,249.054,,,84.695,594.59,1160.0,1160.0,,,,129.455,,59.875,23.407,46.173,1289.455,1884.045,0.0,1337.61,1.561,1336.049,-3662.931,4129.724,39.082,1843.485,0.0,1843.485,3727.53,
09/27/2014,3751.676,1946.357,356.968,1589.389,393.169,393.169,0.0,269.095,89.045,19.456,160.594,0.0,90.789,,90.51,2699.41,322.924,,,0.0,729.342,600.118,358.464,241.654,,129.224,1052.266,,121.913,60.269,14.688,,46.956,225.006,225.006,,,,,227.56,,,79.79,574.479,1205.0,1205.0,,,,130.377,,57.936,22.039,50.402,1335.377,1909.856,0.0,1348.004,1.562,1346.442,-3739.329,4243.221,-10.076,1841.82,0.0,1841.82,3751.676,
12/31/2014,3874.69,2055.388,422.177,1633.211,433.616,433.616,0.0,246.43,84.952,16.749,144.729,0.0,81.61,0.0,81.487,2817.044,321.583,684.613,-363.03,0.0,736.063,584.66,354.838,229.822,0.838,150.565,1057.646,,141.311,65.704,15.143,0.0,60.464,225.23,0.0,0.0,0.0,,225.23,213.945,0.0,0.0,83.588,580.486,1237.463,1237.463,0.0,0.0,,162.075,0.0,85.23,20.397,56.448,1399.538,1980.024,0.0,1394.061,1.567,1392.494,-3815.203,4394.513,-78.705,1894.666,0.0,1894.666,3874.69,
04/04/2015,3872.726,2109.045,440.798,1668.247,394.37,394.37,0.0,257.53,85.943,19.513,152.074,0.0,115.028,,114.583,2875.973,316.814,,,0.0,679.939,563.129,350.021,213.108,,116.81,996.753,,125.18,63.954,19.405,,41.821,175.316,0.0,,,,175.316,237.975,,,70.001,538.471,1310.0,1310.0,,,,162.015,,84.239,21.313,56.463,1472.015,2010.486,0.0,1416.27,1.57,1414.7,-3906.228,4490.574,-138.376,1862.24,0.0,1862.24,3872.726,
07/04/2015,4028.844,2208.893,365.875,1843.018,406.583,406.583,0.0,272.932,92.231,21.207,159.494,0.0,118.549,,118.4,3006.957,324.896,,,0.0,696.991,576.5,353.34,223.16,,120.491,1021.887,,124.881,65.007,22.41,,37.464,175.297,0.0,,,,175.297,246.516,,,75.238,546.694,1385.0,1385.0,,,,164.552,,83.119,20.419,61.014,1549.552,2096.246,0.0,1440.801,1.572,1439.229,-3986.161,4596.231,-118.273,1932.598,0.0,1932.598,4028.844,
10/03/2015,4121.244,2310.734,459.518,1851.216,416.311,416.311,0.0,281.786,94.226,21.814,165.746,0.0,85.016,,84.978,3093.847,325.554,,,0.0,701.843,574.957,352.151,222.806,,126.886,1027.397,,120.014,61.71,5.388,,52.916,175.176,0.0,,,,175.176,240.764,,,82.197,535.954,1455.0,1455.0,,,,161.734,,77.353,19.482,64.899,1616.734,2152.688,0.0,1453.174,1.573,1451.601,-4070.314,4712.512,-126.816,1968.556,0.0,1968.556,4121.244,
12/31/2015,4268.677,2399.263,487.665,1911.598,468.315,468.315,0.0,263.415,88.625,20.901,153.889,0.0,82.54,0.0,81.924,3213.533,333.355,704.528,-371.173,0.0,721.789,574.886,356.864,218.022,1.402,145.501,1055.144,,153.469,70.573,14.894,0.0,68.002,175.309,0.0,0.0,0.0,,175.309,235.298,0.0,0.0,93.391,564.076,1493.027,1493.027,0.0,0.0,,152.723,0.0,77.063,14.884,60.776,1645.75,2209.826,0.0,1491.919,1.577,1490.342,-4149.908,4863.566,-146.726,2058.851,0.0,2058.851,4268.677,
04/02/2016,4368.395,2505.168,416.387,2088.781,439.578,439.578,0.0,287.048,92.701,21.811,172.536,0.0,78.825,,78.011,3310.619,336.798,,,0.0,720.978,580.244,356.88,223.364,,140.734,1057.776,,127.847,73.29,10.773,,43.784,125.499,0.0,,,,125.499,270.684,,,79.455,524.03,1593.301,1593.301,,,,149.378,,70.973,13.259,65.146,1742.679,2266.709,0.0,1517.412,1.579,1515.833,-4245.397,4957.618,-127.947,2101.686,0.0,2101.686,4368.395,
07/02/2016,4448.073,2599.786,463.382,2136.404,445.953,445.953,0.0,286.447,94.171,18.24,174.036,0.0,73.75,,73.576,3405.936,330.235,,,0.0,711.902,570.38,352.987,217.393,,141.522,1042.137,,121.923,66.115,7.296,,48.512,125.26,0.0,,,,125.26,275.421,,,83.565,522.604,1631.698,1631.698,,,,144.427,,70.761,12.298,61.368,1776.125,2298.729,0.0,1542.738,1.581,1541.157,-4322.3,5085.835,-156.929,2149.344,0.0,2149.344,4448.073,
10/01/2016,4576.782,2713.015,430.209,2282.806,441.768,441.768,0.0,303.183,97.351,20.078,185.754,0.0,76.404,,76.028,3534.37,329.721,,,0.0,712.691,578.065,356.446,221.619,,134.626,1042.412,,136.366,67.765,13.61,,54.991,125.176,0.0,,,,125.176,257.959,,,83.092,519.501,1656.832,1656.832,,,,141.309,,66.493,11.337,63.479,1798.141,2317.642,0.0,1595.685,1.586,1594.099,-4391.832,5210.691,-155.404,2259.14,0.0,2259.14,4576.782,
12/31/2016,4662.059,2813.032,505.631,2307.401,489.34,489.34,0.0,262.682,95.43,16.585,150.667,0.0,70.391,0.0,70.331,3635.445,337.118,768.549,-431.431,0.0,689.496,559.135,352.08,207.055,1.084,129.277,1026.614,,153.84,67.74,15.244,0.0,70.856,125.297,0.0,0.0,0.0,,125.297,241.184,0.0,0.0,91.617,520.321,1701.966,1701.966,0.0,0.0,,137.823,0.0,72.568,10.458,54.797,1839.789,2360.11,0.0,1608.827,1.586,1607.241,-4475.667,5385.069,-216.28,2301.949,0.0,2301.949,4662.059,
04/01/2017,4810.703,2966.463,584.444,2382.019,461.755,461.755,0.0,279.976,91.981,17.598,170.397,0.0,70.23,,70.047,3778.424,334.382,,,0.0,697.897,564.845,353.796,211.049,,133.052,1032.279,,112.691,66.929,2.892,,42.87,225.285,0.0,,,,225.285,294.235,,,91.271,632.211,1642.099,1642.099,,,,141.579,,72.565,9.782,59.232,1783.678,2415.889,0.0,1655.565,1.592,1653.973,-4564.84,5490.626,-186.537,2394.814,0.0,2394.814,4810.703,
07/01/2017,4996.745,3125.946,567.255,2558.691,462.811,462.811,0.0,287.139,95.162,16.97,175.007,0.0,71.339,,69.921,3947.235,338.86,,,0.0,710.65,576.214,357.122,219.092,,134.436,1049.51,,119.464,71.055,1.405,,47.004,225.233,0.0,,,,225.233,308.592,,,99.975,653.289,1687.233,1687.233,,,,137.584,,72.381,8.682,56.521,1824.817,2478.106,0.0,1685.467,1.594,1683.873,-4641.501,5622.448,-147.775,2518.639,0.0,2518.639,4996.745,
09/30/2017,5162.985,3254.957,603.807,2651.15,456.334,456.334,0.0,297.854,99.832,20.205,177.817,0.0,69.38,,69.167,4078.525,342.832,,,0.0,741.628,583.432,359.376,224.056,,158.196,1084.46,,145.985,66.754,24.355,,54.876,225.423,0.0,,,,225.423,290.741,,,105.154,662.149,1732.367,1732.367,,,,139.374,,69.666,7.656,62.052,1871.741,2533.89,0.0,1712.379,1.596,1710.783,-4721.409,5758.552,-120.427,2629.095,0.0,2629.095,5162.985,
12/31/2017,5324.354,3393.701,642.319,2751.382,533.825,533.825,0.0,270.294,99.033,15.324,155.937,0.0,72.314,0.0,71.748,4270.134,349.278,838.359,-489.081,0.0,704.942,588.214,359.819,228.395,5.807,110.921,1054.22,,219.595,64.537,73.008,0.0,82.05,100.273,0.0,0.0,0.0,,100.273,286.289,0.0,0.0,119.267,606.157,1897.501,1897.501,0.0,0.0,,586.908,0.0,67.334,456.949,62.625,2484.409,3090.566,0.0,1746.686,1.598,1745.088,-4808.211,5405.38,-110.067,2233.788,0.0,2233.788,5324.354,
03/31/2018,4489.457,2551.873,716.522,1835.351,502.968,502.968,0.0,299.614,104.708,18.884,176.022,0.0,84.123,,83.994,3438.578,349.319,,,0.0,701.56,594.064,362.331,231.733,,107.496,1050.879,,215.321,70.645,100.259,,44.417,0.354,0.0,,,,0.354,318.673,,,102.964,534.348,1247.63,1247.63,,,,592.585,,67.533,457.087,67.965,1840.215,2374.563,0.0,1780.744,1.602,1779.142,-5090.581,5513.362,-88.631,2114.894,0.0,2114.894,4489.457,
06/30/2018,4157.744,2248.493,742.204,1506.289,492.826,492.826,0.0,299.595,107.688,16.459,175.448,0.0,83.086,,82.919,3124.0,335.709,,,0.0,698.035,575.682,357.507,218.175,,122.353,1033.744,,184.843,71.19,64.425,,49.228,0.499,0.0,,,,0.499,289.575,,,84.985,474.917,1147.951,1147.951,,,,559.782,,67.634,417.267,74.881,1707.733,2182.65,0.0,1800.311,1.603,1798.708,-5361.355,5669.039,-132.901,1975.094,0.0,1975.094,4157.744,
09/29/2018,4043.058,2084.26,689.373,1394.887,489.193,489.193,0.0,313.614,112.588,18.838,182.188,0.0,83.702,,83.586,2970.769,338.472,,,0.0,733.817,610.703,357.869,252.834,,123.114,1072.289,,177.167,65.81,59.304,,52.053,0.284,0.0,,,,0.284,270.674,,,83.361,448.125,1148.061,1148.061,,,,570.44,,63.696,429.611,77.133,1718.501,2166.626,0.0,1817.032,1.604,1815.428,-5624.86,5810.053,-125.793,1876.432,0.0,1876.432,4043.058,
12/31/2018,3727.426,1735.224,796.28,938.944,568.316,568.316,0.0,291.569,111.641,15.552,164.376,0.0,68.054,0.0,67.551,2663.163,343.083,871.868,-528.785,0.0,721.18,602.516,355.614,246.902,3.284,115.38,1064.263,,167.956,68.168,22.943,,76.845,0.178,0.0,0.0,0.0,,0.178,280.797,0.0,,115.608,448.931,1148.172,1148.172,0.0,0.0,,563.065,0.0,55.853,430.866,76.346,1711.237,2160.168,0.0,1836.346,1.605,1834.741,-6146.322,5995.205,-117.971,1567.258,0.0,1567.258,3727.426,
03/30/2019,3249.728,1167.263,684.97,482.293,508.285,508.285,0.0,333.308,119.101,18.314,195.893,0.0,68.935,,68.58,2077.791,450.645,,,0.0,721.292,600.047,356.632,243.415,,121.245,1171.937,,135.246,72.367,19.854,,43.025,127.189,0.0,26.926,,26.926,100.263,340.844,,,117.962,603.279,1116.071,1048.283,67.788,,67.788,562.636,,56.376,431.224,75.036,1678.707,2281.986,0.0,1873.824,1.608,1872.216,-6901.629,6104.191,-108.644,967.742,0.0,967.742,3249.728,
06/29/2019,2822.922,675.773,587.998,87.775,518.52,518.52,0.0,351.552,120.601,17.283,213.668,0.0,74.556,,74.392,1620.401,459.938,,,0.0,742.583,599.984,355.89,244.094,,142.599,1202.521,,153.961,67.397,38.517,,48.047,125.401,0.0,25.106,,25.106,100.295,332.334,,,111.331,611.696,1115.107,1048.394,66.713,,66.713,539.874,,55.825,393.297,90.752,1654.981,2266.677,0.0,1885.566,1.608,1883.958,-7462.826,6248.601,-115.096,556.245,0.0,556.245,2822.922,
09/28/2019,2561.265,404.649,404.649,0.0,504.865,504.865,0.0,368.79,126.326,20.705,221.759,0.0,65.602,,65.536,1343.906,466.608,,,0.0,750.751,591.548,353.938,237.61,,159.203,1217.359,,158.898,64.805,49.576,,44.517,123.994,0.0,23.936,,23.936,100.058,314.261,,,116.034,597.153,1316.973,1255.601,61.372,,61.372,531.639,,55.386,393.863,82.39,1848.612,2445.765,0.0,1899.38,1.609,1897.771,-8051.033,6386.734,-119.581,115.5,0.0,115.5,2561.265,
12/31/2019,2557.055,337.144,335.715,1.429,587.734,587.734,0.0,320.551,126.85,15.457,178.244,0.0,67.062,0.0,67.046,1312.491,510.7,1081.019,-570.319,0.0,733.864,596.331,356.128,240.203,1.466,136.067,1244.564,,150.399,49.001,45.967,,55.431,127.491,0.0,27.125,,27.125,100.366,313.444,0.0,0.0,136.056,591.334,1647.678,1580.797,66.881,,66.881,534.324,0.0,59.159,394.562,80.603,2182.002,2773.336,0.0,1928.363,1.61,1926.753,-8612.576,6587.403,-119.471,-216.281,0.0,-216.281,2557.055,
03/28/2020,2666.518,393.871,390.061,3.81,522.209,522.209,0.0,344.009,128.018,19.364,196.627,0.0,67.687,,66.659,1327.776,530.084,,,0.0,808.658,667.176,423.787,243.389,,141.482,1338.742,,141.598,61.059,46.875,,33.664,77.999,0.0,27.999,,27.999,50.0,331.454,,,112.529,551.051,1909.593,1845.981,63.612,,63.612,543.873,,55.078,394.75,94.045,2453.466,3004.517,0.0,1949.239,1.613,1947.626,-8788.801,6639.98,-138.417,-337.999,0.0,-337.999,2666.518,
06/27/2020,2648.302,355.756,339.036,16.72,496.276,496.276,0.0,344.009,139.452,15.878,188.679,0.0,73.386,,73.02,1269.427,547.792,,,0.0,831.083,676.485,427.492,248.993,,154.598,1378.875,,181.608,50.325,87.841,,43.442,176.862,0.0,26.862,,26.862,150.0,338.85,,,124.715,697.32,1609.987,1546.159,63.828,,63.828,532.737,,62.499,356.607,113.631,2142.724,2840.044,0.0,1961.111,1.613,1959.498,-8788.872,6762.909,-126.89,-191.742,0.0,-191.742,2648.302,
