Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1989,173.095001,,,-82.251999,,90.843002,,-81.394997,,,,,9.448,-0.699,,0.821,,0.0,,-0.122,8.749,-3.456,5.293,-4.024,,,9.317,0.0,9.317,0.0,,9.317,9.317,,74.667999,0.125,0.07,,74.667999,0.125,0.07,0.07,
12/31/1989,193.485992,,,-92.987999,,100.497993,,-85.114998,,,,,15.383,-0.644,,0.815,,0.0,,-0.171,14.739,-6.058,8.681,-0.77,,,9.451,0.0,9.451,0.0,,9.451,9.451,,74.528,0.1275,0.1175,,74.528,0.1275,0.1175,0.1175,
03/31/1990,183.843002,,,-89.570999,,94.272003,,-86.611,,,,,7.661,-1.105,,1.323,,0.0,,-0.218,6.556,-2.654,3.902,-0.873,,,4.774999,0.0,4.775,0.0,,4.775,4.775,,74.059998,0.065,0.0525,,74.059998,0.065,0.0525,0.0525,
06/30/1990,184.996994,,,-85.153,,99.843994,,-129.783997,,,,,-29.940001,-0.853,,1.016,,0.0,,-0.163,-30.793001,11.55,-19.243,30.702002,,,-49.945003,0.0,-49.945,0.0,,-49.945,-49.945,,73.86,-0.675,-0.26,-0.26,73.86,-0.675,-0.26,-0.26,
09/30/1990,179.410995,,,-85.031998,,94.378998,,-85.244003,,,,,9.135,5.717,,1.653,,0.0,,-7.37,14.852,-5.938,8.914,-52.022003,,,60.936003,0.0,60.936001,0.0,,60.936001,60.936001,,67.372002,0.905,0.1325,,67.372002,0.905,0.1325,0.1325,
12/31/1990,190.837006,,,-90.740997,,100.096008,,-100.916,,,,,-0.82,3.529,,0.254,,0.0,,-3.783,2.709,-1.086,1.623,-8.280001,,,9.903001,0.0,9.903,0.0,,9.903,9.903,,67.239998,0.1475,0.025,,67.239998,0.1475,0.025,0.025,
03/31/1991,189.074005,,,-91.046997,,98.027008,,-91.677002,,,,,6.35,2.638,,0.798,,0.0,,-3.436,8.988,-3.596,5.392,0.0,,,5.392,0.0,5.392,0.0,,5.392,5.392,,67.295998,0.08,0.08,,67.295998,0.08,0.08,0.08,
06/30/1991,188.410004,,,-88.431,,99.979004,,-95.717003,,,,,4.262,6.479,,0.19,,0.0,,-6.669,10.741,-3.846,6.895,0.0,,,6.895,0.0,6.895,0.0,,6.895,6.895,,67.120004,0.1025,0.1025,0.1025,67.120004,0.1025,0.1025,0.1025,
09/30/1991,170.007996,,,-81.162003,,88.845993,,-86.431,,,,,2.415,2.057,,0.171,,0.0,,-2.228,4.472,-1.714,2.758,7.3,,,-4.542,0.0,-4.542,0.0,,-4.542,-4.542,,66.127998,-0.07,0.085,,66.127998,-0.07,0.085,0.085,
12/31/1991,177.968994,,,-81.834999,,96.133995,,-90.112,,,,,6.022,1.739,,0.097,,0.0,,-1.836,7.761,-3.18,4.581,0.0,,,4.581,0.0,4.581,0.0,,4.581,4.581,,65.379997,0.07,0.07,,65.379997,0.07,0.07,0.07,
