Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Source: Bloomberg
09/30/1981,,,,6.8125,5.375,,,
12/31/1981,,,,8.9375,6.25,,,
03/31/1982,,,,7.375,4.6875,,,
06/30/1982,,,,7.1875,5.1875,,,
09/30/1982,,,,7.4375,4.3125,,,
12/31/1982,10.5,,11.3125,12.4375,6.9375,,,
03/31/1983,13.375,27.380952,10.5625,14.9375,8.25,,,
06/30/1983,9.6875,-27.570093,13.3125,19.625,8.8125,,,
09/30/1983,8.6875,-10.322581,9.75,10.6875,7.25,,,
12/31/1983,6.9375,-20.143885,8.6875,9.875,6.5,,,
03/31/1984,5.6875,-18.018018,7.0,8.5,5.5,,,
06/30/1984,5.125,-9.89011,5.6875,7.0,4.6875,,,
09/30/1984,2.9375,-42.682927,5.1875,6.25,2.75,,,
12/31/1984,2.5,-14.893617,2.9375,3.125,2.0,,,
03/31/1985,3.375,35.0,2.5625,4.375,2.375,,,
06/30/1985,3.125,-7.407407,3.375,3.8125,2.5,,,
09/30/1985,2.75,-12.0,3.25,3.875,2.6875,,,
12/31/1985,3.625,31.818182,2.8125,3.6875,2.5625,,,
03/31/1986,5.1875,43.103448,3.6875,5.625,3.5625,,,
06/30/1986,6.1875,19.277108,5.1875,7.0625,4.5,,,
09/30/1986,8.1875,32.323232,6.1875,8.3125,5.0,,,
12/31/1986,9.5625,16.793893,8.125,10.5,7.5625,,,
03/31/1987,17.3125,81.045752,9.5,21.0625,9.4375,,,
06/30/1987,17.0,-1.805054,16.9375,22.875,15.875,,,
09/30/1987,9.1875,-45.955882,17.0625,17.125,8.625,,,
12/31/1987,7.4375,-19.047619,9.9375,11.375,4.875,,96.206001,
03/31/1988,10.3125,38.655462,7.625,11.6875,7.1875,,96.206001,
06/30/1988,9.0,-12.727273,10.25,11.375,7.875,,96.206001,
09/30/1988,4.3125,-52.083333,9.0,9.4375,4.125,,96.206001,
12/31/1988,4.3125,0.0,4.375,4.375,3.25,,98.181999,
03/31/1989,5.8125,34.782609,4.3125,6.5625,4.25,,98.181999,
06/30/1989,6.625,13.978495,5.875,8.0625,5.625,,98.181999,
09/30/1989,6.375,-3.773585,6.6875,7.25,5.125,640.445237,98.181999,
12/31/1989,7.5,17.647059,6.3125,7.5625,5.5,919.004974,100.461998,
03/31/1990,7.6875,2.5,7.5,9.875,7.0625,951.297392,122.533997,
06/30/1990,7.0625,-8.130081,7.5,8.5625,5.4375,896.683222,123.746002,
09/30/1990,3.125,-55.752212,7.0625,7.75,2.875,396.94376,123.746002,
12/31/1990,5.875,88.0,3.4375,6.375,2.8125,746.900522,127.022003,
03/31/1991,8.0,36.170213,5.8125,8.4375,5.4375,1036.735962,127.132004,
06/30/1991,3.75,-53.125,8.0,9.9375,3.5625,488.564985,129.591995,
09/30/1991,4.125,10.0,3.9375,5.4375,3.75,541.076242,129.591995,
12/31/1991,4.5625,10.606061,4.125,5.25,3.6875,600.425028,131.169998,
03/31/1992,6.5,42.465753,4.625,8.25,4.5,877.17498,131.600006,
06/30/1992,7.4375,14.423077,6.4375,8.8125,6.25,1015.040235,134.949997,
10/02/1992,6.25,-15.966387,7.4375,8.25,6.0625,829.325008,134.949997,
01/01/1993,9.8125,57.0,6.3125,11.1875,6.0,1318.250443,132.692001,
04/02/1993,7.375,-24.840764,9.875,10.875,7.125,1001.569248,134.343994,
07/02/1993,8.1875,11.016949,7.4375,8.6875,6.5625,1116.038109,135.806,
10/01/1993,8.8125,7.633588,8.3125,10.6875,7.6875,1223.844812,135.806,
12/31/1993,11.875,34.751773,8.75,12.5625,8.125,1680.692472,138.876007,
