Date,Total Assets,Cash & Cash Equivalents,Interbanking Assets,Fed Funds Sold & Repos,Other Interbank Assets,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Other Investments,Total Commercial Loans,Commercial RE Loans,Other Commercial Loans,Total Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,Secs Sold Under Repo,ST Lease Liabilities,ST Operating Leases,Current Portion of LT Debt,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1993,18169.769531,1396.339966,8494.816406,,,4900.365112,,,,,,,,,,2413.050049,-55.734001,2357.315918,438.967987,,,,,,,19.507,562.457142,,4848.311035,6742.297119,2064.031006,4678.266113,0.0,11590.608398,4931.850098,,,,,,167.102005,,,,,,,,453.687984,17143.248486,0.0,89.449997,,,0.0,,937.070984,1026.520981,0.0,1026.520981,18169.769466,
09/30/1993,19299.769531,1094.819946,9146.390625,,,5312.385132,,,,,,,,,,2609.709961,-55.181,2554.529053,442.317993,,,,,,,45.159,704.167782,,4625.895996,7273.797852,2198.399902,5075.397949,0.0,11899.694336,5556.060059,,,,,,205.184006,,,,,,,,574.933018,18235.871418,0.0,90.839996,,,0.0,,973.059021,1063.899017,0.0,1063.899017,19299.770435,
12/31/1993,18720.119141,1469.39502,7603.794922,,,5860.64502,,,,,2214.284912,,,140.388,325.501007,2680.174072,-54.316002,2625.85807,445.109009,,,,,,,65.642998,649.674102,,5450.183105,7567.687988,2167.0,5400.687988,0.0,13017.870117,3862.051025,,,,,,128.154007,,,,,,,,607.073006,17615.148155,0.0,95.126999,,,0.0,,1009.846985,1104.973984,0.0,1104.973984,18720.122139,
03/31/1994,22369.708984,2333.590088,7887.128906,,,6869.694092,,,,,,,,,,3289.073975,-54.987,3234.086914,447.69101,,,,,,,25.768999,1571.748976,,5292.486816,10018.210938,2207.378906,7810.832031,0.0,15310.698242,4570.26416,,,,,,128.639999,,,,,,,,1217.337969,21226.940371,0.0,100.771004,,,0.0,,1041.998047,1142.769051,0.0,1142.769051,22369.709421,
06/30/1994,21777.650391,1496.057007,8288.78418,,,6878.289062,,,,,,,,,,3261.124023,-55.946999,3205.177002,463.147003,,,,,,,19.514,1426.682137,,5371.222168,9355.190063,1871.215942,7483.974121,0.0,14726.412109,4379.480957,,,,,,242.940002,,,,,,,,1250.116997,20598.950066,0.0,105.778999,,,0.0,,1072.921997,1178.700996,0.0,1178.700996,21777.651062,
09/30/1994,22358.390625,1021.749023,8571.21582,,,8206.502197,,,,,,,,,,3078.424072,-58.335999,3020.087891,473.049988,,,,,,,21.593,1044.192705,,4204.598145,9833.990845,1831.482056,8002.508789,0.0,14038.588867,5731.50293,,,,,,432.752991,,,,,,,,941.245985,21144.090773,0.0,106.734001,,,0.0,,1107.564941,1214.298943,0.0,1214.298943,22358.389715,
12/31/1994,22546.939453,1097.562988,7502.442871,,,9197.128907,,,,,2639.654053,,,141.871994,451.695007,3233.220947,-58.183998,3175.036949,476.319,,,,,,,55.358002,1043.090736,,4781.916992,9816.141113,1992.0,7824.141113,0.0,14598.05957,5560.456055,,,,,,127.549004,,,,,,,,923.743989,21209.808618,0.0,119.607002,,,0.0,,1217.529053,1337.136055,0.0,1337.136055,22546.944673,
03/31/1995,23542.095703,1380.32605,8047.241211,,,8466.72998,,,,,,,,,,3263.177979,-59.362999,3203.814941,485.506989,,,,,,,65.893997,1892.582535,,4221.073242,9946.010254,1897.956055,8048.054199,0.0,14167.083008,6056.957031,,,,,,202.335007,,,,,,,,1701.078018,22127.453064,0.0,121.190002,,,0.0,,1293.452026,1414.642029,0.0,1414.642029,23542.095093,
06/30/1995,25570.277344,1006.947021,11597.251953,,,7731.840332,,,,,,,,,,3537.259033,-60.244999,3477.013916,487.809998,,,,,,,67.172997,1202.241127,,6089.166016,9550.127197,1909.073975,7641.053223,0.0,15639.292969,7155.809082,,,,,,127.085999,,,,,,,,1156.556999,24078.745049,0.0,122.768997,,,0.0,,1368.762939,1491.531937,0.0,1491.531937,25570.276985,
09/30/1995,25525.533203,1257.307983,11803.885742,,,6607.560059,,,,,,,,,,3671.446045,-62.540001,3608.906006,479.341003,,,,,,,62.098999,1706.433411,,4453.425781,10622.782837,1794.276978,8828.505859,0.0,15076.208984,7359.01416,,,,,,126.800003,,,,,,,,1424.620026,23986.643173,0.0,124.240997,,,-6.305,,1420.955024,1538.891022,0.0,1538.891022,25525.534195,
12/31/1995,25785.189453,1421.94104,11729.299805,,,6863.602112,,,,,3271.743896,,,143.136993,571.260986,3986.14209,-63.491001,3922.651089,467.588013,,,,,,,57.472,1322.635394,,5082.063965,11565.155273,1913.0,9652.155273,0.0,16647.220703,6159.273926,,,,,,173.977997,,,,,,,,1217.191971,24197.664597,0.0,122.785004,,,-12.956,,1477.695014,1587.524018,0.0,1587.524018,25785.188615,
03/31/1996,27229.173828,1523.902954,12222.982422,,,7408.448792,,,,,,,,,,4204.236816,-65.716003,4138.520996,458.233002,,,,,,,29.371,1447.714663,,4750.411133,12987.281494,2103.761963,10883.519531,0.0,17737.693359,6340.696777,,,,,,126.346001,,,,,,,,1464.357023,25669.093161,0.0,119.513,,,-74.759003,,1515.326996,1560.080994,0.0,1560.080994,27229.174154,
06/30/1996,28943.675781,1837.029053,12003.961914,,,8688.047241,,,,,,,,,,4268.471191,-70.087997,4198.382812,458.869995,,,,,,,33.529999,1723.854767,,5386.304199,13960.5,2142.249023,11818.250977,0.0,19346.804688,6307.265137,,,,,,276.101013,,,,,,,,1437.365997,27367.536835,0.0,119.283997,,,-102.139999,,1558.99498,1576.138977,0.0,1576.138977,28943.675812,
09/30/1996,28444.917969,1436.80896,12013.53125,,,8894.44519,,,,,,,,,,4251.751953,-71.420998,4180.331055,454.747986,,,,,,,36.351002,1428.702526,,6033.130859,11343.088867,2241.50293,9101.585938,0.0,17376.220703,7903.874023,,,,,,275.868988,,,,,,,,1266.526966,26822.490681,0.0,118.702003,,,-122.177002,,1625.902954,1622.427956,0.0,1622.427956,28444.918636,
12/31/1996,31524.0,1623.0,13333.0,,,9642.0,,,,,3836.0,,,158.0,719.0,4713.0,-73.0,4640.0,468.0,,,,,,,35.0,1783.0,,6395.0,13124.0,2097.0,11027.0,0.0,19519.0,8196.0,,,,,,519.0,,,,,,,,1515.0,29749.0,0.0,189.0,,,-120.0,,1706.0,1775.0,0.0,1775.0,31524.0,
03/31/1997,33631.0,1712.0,14151.0,,,10380.0,,,,,,,,,,4841.0,-70.0,4771.0,466.0,,,,,,,46.0,2105.0,,6367.0,14077.0,1951.0,12126.0,0.0,20444.0,9011.0,,,,,,775.0,,,,,,,,1663.0,31893.0,0.0,187.0,,,-194.0,,1745.0,1738.0,0.0,1738.0,33631.0,
06/30/1997,36686.0,1989.0,15378.0,,,10720.0,,,,,,,,,,5527.0,-74.0,5453.0,465.0,,,,,,,99.0,2582.0,,9036.0,15822.0,2148.0,13674.0,0.0,24858.0,7378.0,,,,,,775.0,,,,,,,,1843.0,34854.0,0.0,269.0,,,-198.0,,1761.0,1832.0,0.0,1832.0,36686.0,
09/30/1997,35404.0,1510.0,15164.0,,,10568.0,,,,,,,,,,5356.0,-79.0,5277.0,478.0,,,,,,,83.0,2324.0,,6040.0,16071.0,2132.0,13939.0,0.0,22111.0,8411.0,,,,,,775.0,,,,,,,,2191.0,33488.0,0.0,264.0,,,-199.0,,1851.0,1916.0,0.0,1916.0,35404.0,
12/31/1997,37975.0,2411.0,16245.0,,,10580.0,,,,,4523.0,,,74.0,965.0,5562.0,-83.0,5479.0,500.0,,,,,,,45.0,2715.0,,7785.0,17093.0,2081.0,15012.0,0.0,24878.0,8251.0,,,,,,774.0,,,,,,,,2077.0,35980.0,0.0,269.0,,,-205.0,,1931.0,1995.0,0.0,1995.0,37975.0,
03/31/1998,39010.0,1254.0,19009.0,,,,,,,,,,,,,5680.0,-89.0,5591.0,546.0,,,,,,,66.0,12544.0,,6887.0,16706.0,,16706.0,,23593.0,10521.0,,,,,,774.0,,,,,,,,2045.0,36933.0,,242.0,,,-183.0,2005.0,13.0,2077.0,,2077.0,39010.0,
06/30/1998,46711.0,1651.0,26020.0,,,9585.0,,,,,,,,,,6137.0,-93.0,6044.0,669.0,,,,,,,68.0,2674.0,,10336.0,19085.0,2348.0,16737.0,0.0,29421.0,12251.0,,,,,,922.0,,,,,,,,1959.0,44553.0,0.0,241.0,,,-185.0,,2102.0,2158.0,0.0,2158.0,46711.0,
09/30/1998,50607.0,2110.0,28456.0,,,,,,,,,,,,,6353.0,-83.0,6270.0,684.0,,,,,,,49.0,13038.0,,7563.0,20352.0,,,,27915.0,16697.0,15562.0,,,,,922.0,,,,,,,,2855.0,48389.0,0.0,232.0,,,-221.0,2184.0,23.0,2218.0,0.0,2218.0,50607.0,
12/31/1998,47082.0,1365.0,26064.0,,,10072.0,,,,,4887.0,,,90.0,1332.0,6309.0,-84.0,6225.0,700.0,,,,,,,0.0,2656.0,,8386.0,19153.0,2719.0,16434.0,0.0,27539.0,13908.0,,,,,,922.0,,,,,,,,2402.0,44771.0,0.0,230.0,,,-213.0,,2294.0,2311.0,0.0,2311.0,47082.0,
03/31/1999,49750.0,1378.0,27308.0,,,11529.0,,,,,,,,,,6329.0,-85.0,6244.0,716.0,,,,,,,0.0,2575.0,,6965.0,21100.0,,21100.0,0.0,28065.0,16103.0,,,,,,922.0,,,,,,,,2265.0,47355.0,0.0,223.0,,,-204.0,2370.0,6.0,2395.0,0.0,2395.0,49750.0,
06/30/1999,53330.0,1791.0,26857.0,,,13787.0,,,,,,,,,,7391.0,-88.0,7303.0,710.0,,,,,,,0.0,2882.0,,9884.0,22898.0,,22898.0,0.0,32782.0,14617.0,,,,,,922.0,,,,,,,,2568.0,50889.0,0.0,218.0,,,-208.0,2469.0,-38.0,2441.0,0.0,2441.0,53330.0,
09/30/1999,54972.0,1573.0,27618.0,,,14864.0,,,,,,,,,,7126.0,-92.0,7034.0,726.0,,,,,,,0.0,3157.0,,7539.0,24414.0,,24414.0,0.0,31953.0,16944.0,,,,,,922.0,,,,,,,,2691.0,52510.0,0.0,214.0,,,-284.0,2572.0,-40.0,2462.0,0.0,2462.0,54972.0,
12/31/1999,60896.0,2930.0,34830.0,,,16756.0,,,,,2751.0,,,,1542.0,4293.0,-48.0,4245.0,732.0,,,,,,,,1403.0,,8943.0,25202.0,2656.0,22546.0,,34145.0,20557.0,,,,,,921.0,,,,,,,,2621.0,58244.0,,222.0,,,-308.0,2795.0,-57.0,2652.0,,2652.0,60896.0,
03/31/2000,60530.0,2110.0,32538.0,,,17193.0,,,,,,,,,,5193.0,-50.0,5143.0,722.0,,0.0,0.0,0.0,,,0.0,2824.0,,10788.0,25366.0,,25366.0,0.0,36154.0,18199.0,,,,,,920.0,,,,,,,,2480.0,57753.0,0.0,222.0,,,-281.0,2919.0,-83.0,2777.0,0.0,2777.0,60530.0,
06/30/2000,64630.0,2506.0,36322.0,,,16831.0,,,,,,,,,,5383.0,-53.0,5330.0,655.0,,0.0,,,,,0.0,2986.0,,9533.0,27837.0,,27837.0,0.0,37370.0,18769.0,,,,,,1220.0,,,,,,,,4340.0,61699.0,0.0,233.0,,,-265.0,3038.0,-75.0,2931.0,0.0,2931.0,64630.0,
09/30/2000,64979.0,1266.0,38385.0,,,15814.0,,,,,,,,,,5689.0,-56.0,5633.0,675.0,,0.0,0.0,0.0,,,0.0,3206.0,,8855.0,28084.0,,28084.0,0.0,36939.0,20599.0,,,,,,1220.0,,,,,,,,3132.0,61890.0,0.0,238.0,,,-260.0,3162.0,-51.0,3089.0,0.0,3089.0,64979.0,
12/31/2000,69298.0,1618.0,43079.0,,,14744.0,,,,,3476.0,,,0.0,1797.0,5273.0,-57.0,5216.0,726.0,,0.0,0.0,0.0,,,0.0,3915.0,,10009.0,27928.0,2466.0,25462.0,0.0,37937.0,22938.0,,,,,,1219.0,,,,,,,,3942.0,66036.0,0.0,236.0,,,-251.0,3278.0,-1.0,3262.0,0.0,3262.0,69298.0,
12/31/2001,69896.0,1651.0,36997.0,,,21775.0,,,,,3289.0,,,0.0,2052.0,5341.0,-58.0,5283.0,829.0,,612.0,470.0,142.0,,,0.0,2749.0,,9390.0,29169.0,2845.0,26324.0,0.0,38559.0,23333.0,,,,,,1217.0,,,,,,,,2942.0,66051.0,0.0,440.0,,,-277.0,3612.0,70.0,3845.0,0.0,3845.0,69896.0,
03/31/2002,73298.0,797.0,42046.0,,,21624.0,,,,,,,,,,4865.0,-61.0,4804.0,846.0,,612.0,474.0,138.0,,,0.0,2569.0,,8340.0,34527.0,,34527.0,0.0,42867.0,22568.0,,,,,,1242.0,,,,,,,,2627.0,69304.0,0.0,432.0,,,-206.0,3755.0,13.0,3994.0,0.0,3994.0,73298.0,
06/30/2002,80328.0,1960.0,45923.0,,,20888.0,,,,,,,,,,5431.0,-63.0,5368.0,863.0,,616.0,477.0,139.0,,,0.0,4710.0,,10031.0,36941.0,,36941.0,0.0,46972.0,23225.0,,,,,,1272.0,,,,,,,,4672.0,76141.0,0.0,433.0,,,-256.0,3893.0,117.0,4187.0,0.0,4187.0,80328.0,
09/30/2002,77556.0,1628.0,44620.0,,,21862.0,,,,,,,,,,4739.0,-61.0,4678.0,890.0,,674.0,523.0,151.0,,,0.0,3204.0,,7952.0,35232.0,,35232.0,0.0,43184.0,25377.0,,,,,,1262.0,,,,,,,,3384.0,73207.0,0.0,437.0,,,-250.0,4037.0,125.0,4349.0,0.0,4349.0,77556.0,
12/31/2002,85794.0,1361.0,46342.0,,,28071.0,,,,,2052.0,,,0.0,2122.0,4174.0,-61.0,4113.0,887.0,,589.0,462.0,127.0,,,0.0,4431.0,,7279.0,38189.0,2171.0,36018.0,0.0,45468.0,29298.0,,,,,,1270.0,,,,,,,,4971.0,81007.0,0.0,434.0,,,-225.0,4472.0,106.0,4787.0,0.0,4787.0,85794.0,
03/31/2003,79109.0,1581.0,36678.0,,,29916.0,,,,,,,,,,4700.0,-61.0,4639.0,948.0,,1677.0,1191.0,486.0,,,0.0,3670.0,,7026.0,31379.0,,31379.0,0.0,38405.0,30129.0,,,,,,1616.0,,,,,,,,3908.0,74058.0,0.0,642.0,,,-210.0,4525.0,94.0,5051.0,0.0,5051.0,79109.0,
06/30/2003,83102.0,5580.0,33905.0,,,30148.0,,,,,,,,,,6018.0,-61.0,5957.0,1015.0,,1708.0,1213.0,495.0,,,0.0,4789.0,,11491.0,36865.0,,36865.0,0.0,48356.0,23079.0,,,,,,1676.0,,,,,,,,4906.0,78017.0,0.0,673.0,,,-189.0,4455.0,146.0,5085.0,0.0,5085.0,83102.0,
09/30/2003,81776.0,1691.0,31070.0,,,33423.0,,,,,,,,,,6229.0,-61.0,6168.0,1154.0,,1809.0,1301.0,508.0,,,0.0,6461.0,,10690.0,32468.0,,32468.0,0.0,43158.0,25515.0,,,,,,2151.0,,,,,,,,5708.0,76532.0,0.0,673.0,,,-165.0,4610.0,126.0,5244.0,0.0,5244.0,81776.0,
12/31/2003,87534.0,3376.0,31289.0,,,38620.0,,,,,2768.0,,,0.0,2253.0,5021.0,-61.0,4960.0,1212.0,,1851.0,1326.0,525.0,,,0.0,6226.0,,7893.0,39623.0,1079.0,38544.0,0.0,47516.0,25262.0,,,,,,2222.0,290.0,290.0,,1932.0,,,,6787.0,81787.0,0.0,666.0,,,-118.0,5007.0,192.0,5747.0,0.0,5747.0,87534.0,
03/31/2004,92896.0,2379.0,42196.0,,,34952.0,,,,,,,,,,5004.0,-36.0,4968.0,1238.0,,1871.0,1329.0,542.0,,,0.0,5292.0,,9352.0,44160.0,,44160.0,0.0,53512.0,25328.0,,,,,,2244.0,,,,,,,,5870.0,86954.0,0.0,635.0,,,-74.0,5174.0,207.0,5942.0,0.0,5942.0,92896.0,
06/30/2004,94140.0,3588.0,41198.0,,,36459.0,,,,,,,,,,5469.0,-36.0,5433.0,1370.0,,1938.0,1396.0,542.0,,,0.0,4154.0,,10223.0,45124.0,,45124.0,0.0,55347.0,25089.0,,,,,,2347.0,,,,,,,,5447.0,88230.0,0.0,641.0,,,-66.0,5340.0,-5.0,5910.0,0.0,5910.0,94140.0,
09/30/2004,100527.0,6058.0,43470.0,,,37491.0,,,,,,,,,,5548.0,-36.0,5512.0,1431.0,,1928.0,1462.0,466.0,,,0.0,4637.0,,9793.0,48136.0,,48136.0,0.0,57929.0,28083.0,,,,,,2436.0,,,,,,,,5928.0,94376.0,0.0,624.0,,,-22.0,5463.0,86.0,6151.0,0.0,6151.0,100527.0,
03/31/2005,100094.0,2926.0,33859.0,,,48734.0,,,,,,,,,,4848.0,-18.0,4830.0,1450.0,,1957.0,1472.0,485.0,,,0.0,6338.0,,10301.0,48017.0,,,0.0,58318.0,25277.0,,,,,,2436.0,,,,,,,,8038.0,94069.0,0.0,619.0,,,-258.0,5759.0,-95.0,6025.0,0.0,6025.0,100094.0,
06/30/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2005,97968.0,2684.0,19954.0,,,60634.0,,,,,4152.0,,,,2330.0,6482.0,-18.0,6464.0,1453.0,,1796.0,1337.0,459.0,,,,4983.0,,9402.0,50244.0,,,,59646.0,2423.0,,,,,,2659.0,,,,,,,,5978.0,70706.0,0.0,603.0,,,-194.0,6189.0,-231.0,6367.0,0.0,6367.0,77073.0,
03/31/2006,104156.0,3405.0,21531.0,,,61090.0,,,,,,,,,,8959.0,-18.0,8941.0,1553.0,,1787.0,1340.0,447.0,,,0.0,5849.0,,10837.0,50962.0,,,0.0,61799.0,26386.0,,,,,,2617.0,,,,,,,,6941.0,97743.0,0.0,575.0,,,-230.0,6418.0,-350.0,6413.0,0.0,6413.0,104156.0,
06/30/2006,102536.0,4580.0,18420.0,,,60597.0,,,,,,,,,,8708.0,-18.0,8690.0,1541.0,,1822.0,1359.0,463.0,,,0.0,6886.0,,9944.0,53611.0,,,0.0,63555.0,22555.0,,,,,,2599.0,,,,,,,,7358.0,96067.0,0.0,645.0,,,-378.0,6579.0,-377.0,6469.0,0.0,6469.0,102536.0,
09/30/2006,112310.0,3482.0,22677.0,,,66870.0,,,,,,,,,,9224.0,-18.0,9206.0,1551.0,,1828.0,1370.0,458.0,,,0.0,6696.0,,8042.0,55410.0,,,0.0,63452.0,32230.0,,,,,,2620.0,,,,,,,,6993.0,105295.0,0.0,705.0,,,-368.0,6791.0,-113.0,7015.0,0.0,7015.0,112310.0,
12/31/2006,107353.0,2368.0,19914.0,,,65777.0,,,,,6617.0,,,0.0,2329.0,8946.0,-18.0,8928.0,1560.0,,1818.0,1384.0,434.0,,,0.0,6988.0,,10194.0,55452.0,,,0.0,65646.0,24129.0,19147.0,,,,,2616.0,,,,,,,,7710.0,100101.0,0.0,736.0,,,-290.0,7030.0,-224.0,7252.0,0.0,7252.0,107353.0,
03/31/2007,110003.0,3298.0,16909.0,,,68929.0,,,,,,,,,,10158.0,-18.0,10140.0,1680.0,,2411.0,1815.0,596.0,,,,6636.0,,9939.0,56661.0,,,,66600.0,26004.0,17368.0,,,,,2613.0,,,,,,,,7319.0,102536.0,,648.0,,,-80.0,7046.0,-147.0,7467.0,,7467.0,110003.0,
06/30/2007,112268.0,4851.0,15388.0,,,67905.0,,,,,,,,,,12068.0,-18.0,12050.0,1725.0,,2446.0,1853.0,593.0,,,0.0,7903.0,,12735.0,60301.0,,,0.0,73036.0,19330.0,,,,,,4090.0,,,,,,,,8064.0,104520.0,0.0,702.0,,,-17.0,7339.0,-276.0,7748.0,0.0,7748.0,112268.0,
09/30/2007,139888.0,4610.0,25285.0,,,78388.0,,,,,,,,,,11310.0,-18.0,11292.0,1824.0,,6595.0,4601.0,1994.0,,,0.0,11894.0,,13779.0,79222.0,,,0.0,93001.0,19130.0,,,,,,3616.0,,,,,,,,12891.0,128638.0,0.0,5014.0,,,-1005.0,7610.0,-369.0,11250.0,0.0,11250.0,139888.0,
12/31/2007,142543.0,4733.0,29252.0,,,75148.0,,,,,13822.0,,,,1980.0,15802.0,-18.0,15784.0,1894.0,,6557.0,4567.0,1990.0,,,0.0,9175.0,,15039.0,80750.0,,,0.0,95789.0,20628.0,14646.0,,,,,3636.0,,,,,,,,11191.0,131244.0,0.0,5028.0,,,-899.0,7745.0,-575.0,11299.0,0.0,11299.0,142543.0,
