Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1992,9.213806,,,-5.855873,,,3.357933,,-1.318014,,,,2.039919,-0.271007,,0.455007,,0.0,-0.184,1.768912,-0.489,,,1.279912,0.0,,,1.279912,0.0,1.279912,-0.567353,,0.712559,0.712559,,17.391998,0.04,0.04,,17.391998,0.04,0.04,0.04,
09/30/1992,24.534,,,-15.821557,,,8.712443,,-1.707993,,,,7.004,0.270555,,0.985445,,0.0,-1.256,7.274555,-2.037,,,5.237594,0.0,,,5.237555,0.0,5.237594,-0.567353,,4.670241,4.670241,,35.695999,0.13,0.13,,35.695999,0.13,0.13,0.13,
12/31/1992,27.615,,,-15.844479,,,11.770521,,-2.156663,,,,9.614,-0.270907,,0.771907,,0.0,-0.501,9.343093,-2.037,,,7.306303,0.0,,,7.306093,0.0,7.306303,-0.000422,,7.305881,7.305881,,38.771274,0.19,0.19,0.19,38.771274,0.19,0.19,0.19,
03/31/1993,23.751513,,,-16.019899,,,7.731613,,-1.849546,,,,5.882067,-0.678858,,0.802782,,0.0,-0.123924,5.203209,-1.301,,,3.902209,-1.3,,,5.202209,0.0,5.202209,0.0,,5.202209,5.202209,,41.545998,0.125,0.095,,41.545998,0.125,0.095,0.095,
06/30/1993,24.583141,,,-14.94174,,,9.641401,,-2.020401,,,,7.621,-0.297371,,0.583455,,0.0,-0.286084,7.323629,-2.081,,,5.242629,0.0,,,5.242629,0.0,5.242629,0.0,,5.242629,5.242629,,41.658001,0.125,0.125,,41.658001,0.125,0.125,0.125,
09/30/1993,23.306,,,-15.284,,,8.021999,,-1.628,,,,6.394,-0.833,,1.059,,0.0,-0.226,5.561,-1.754,,,3.807,0.0,,,3.807,0.0,3.807,0.0,,3.807,3.807,,41.683998,0.09,0.09,,41.683998,0.09,0.09,0.09,
12/31/1993,26.174347,,,-15.488361,,,10.685986,,-2.143053,,,,8.542933,-0.669771,,0.975763,,0.0,-0.305992,7.873162,-1.639,,,6.234162,0.0,,,6.234162,0.0,6.234162,0.0,,6.234162,6.234162,,41.683998,0.15,0.15,0.15,41.683998,0.15,0.15,0.15,
03/31/1994,25.778,,,-15.711,,,10.066999,,-2.051,,,,8.016,-0.627,,0.993,,0.0,-0.366,7.389,-2.512,,,4.877,0.0,,,4.877,0.0,4.877,0.0,,4.877,4.877,,41.688,0.115,0.115,,41.688,0.115,0.115,0.115,
06/30/1994,24.952999,,,-15.785,,,9.167999,,-2.227,,,,6.941,-0.747,,1.314,,0.0,-0.567,6.194,-2.14,,,4.054,0.0,,,4.054,0.0,4.054,0.0,,4.054,4.054,,42.507999,0.095,0.095,,42.507999,0.095,0.095,0.095,
09/30/1994,25.054001,,,-17.414,,,7.640001,,-1.837,,,,5.803,-1.223,,1.467,,0.0,-0.244,4.58,-1.524,,,3.056,0.0,,,3.056,0.0,3.056,0.0,,3.056,3.056,,44.098,0.07,0.07,,44.098,0.07,0.07,0.07,
12/31/1994,23.580999,,,-16.643,,,6.937999,,-2.309,,,,4.629,-1.435,,1.664,,0.0,-0.229,3.194,-1.436,,,1.758,0.0,,,1.758,0.0,1.758,0.0,,1.758,1.758,,44.102002,0.04,0.04,0.04,44.102002,0.04,0.04,0.04,
03/31/1995,23.52,,,-17.900999,,,5.619001,,-2.337,,,,3.282,-1.541,,1.784,,0.0,-0.243,1.741,-0.714,,,1.027,0.0,,,1.027,0.0,1.027,0.0,,1.027,1.027,,44.102001,0.025,0.025,,44.102001,0.025,0.025,0.025,
06/30/1995,25.332001,,,-17.711,,,7.621,,-2.053,,,,5.568,-1.425,,1.743,,0.0,-0.318,4.143,-1.699,,,2.444,0.0,,,2.444,0.0,2.444,0.0,,2.444,2.444,,44.104,0.055,0.055,,44.104,0.055,0.055,0.055,
09/30/1995,33.771,,,-18.275,,,15.496,,-1.944,,,,13.552,-1.687,,1.687,,0.0,0.0,11.865,-5.219,,,6.646,0.0,,,6.646,0.0,6.646,0.0,,6.646,6.646,,44.186001,0.15,0.15,0.15,44.186001,0.15,0.15,0.15,
12/31/1995,29.985001,,,-11.492,,,18.493001,,-8.917,,,,9.576,-1.703,,1.837,,0.0,-0.134,7.873,-3.488,,,4.385,0.0,,,4.385,0.0,4.385,0.0,,4.385,4.385,,44.196,0.1,0.1,0.1,44.196,0.1,0.1,0.1,
03/31/1996,33.734001,,,-17.545,,,16.189001,,-4.278,,,,11.911,-2.167,,2.481,,0.0,-0.314,9.744,-4.19,,,5.554,0.0,,,5.554,0.0,5.554,0.0,,5.554,5.554,,44.223999,0.125,0.125,0.125,44.223999,0.125,0.125,0.125,
06/30/1996,36.743,,,-18.216,,,18.527,,-4.735,,,,13.792,-1.906,,2.461,,0.0,-0.555,11.886,-5.111,,,6.775,0.0,,,6.775,0.0,6.775,0.0,,6.775,6.775,,44.243999,0.155,0.155,0.155,44.243999,0.155,0.155,0.155,
09/30/1996,39.007,,,-18.67,,,20.337,,-4.727,,,,15.61,-2.087,,0.231,,0.0,1.856,13.523,-5.815,,,7.708,0.0,,,7.708,0.0,7.708,0.0,,7.708,7.708,,44.262001,0.175,0.175,0.175,44.262001,0.175,0.175,0.175,
12/31/1996,53.074001,,,-20.497999,,,32.576002,,-6.02,,,,26.556,-2.411,,0.103,,0.0,2.308,24.145,-9.382,,,14.763,0.0,,,14.763,0.0,14.763,0.0,,14.763,14.763,,44.543999,0.33,0.33,0.33,44.543999,0.295,0.33,0.33,
03/31/1997,86.571999,,,-35.356998,,,51.215,,-7.94,,,,43.275002,-1.233,,0.131,,0.0,1.102,42.042002,-16.816999,,,25.225,0.0,,,25.225002,0.0,25.225,0.0,,25.225,25.225,,64.281998,0.39,0.39,0.39,74.818001,0.355,0.355,0.355,
06/30/1997,67.760002,,,-35.125999,,,32.634003,,-7.352,,,,25.282,-0.566,,0.028,,0.0,0.538,24.716,-9.886,,,14.83,0.0,,,14.83,0.0,14.83,0.0,,14.83,14.83,,64.332001,0.23,0.23,0.23,74.853996,0.22,0.22,0.22,
09/30/1997,70.517998,,,-36.061001,,,34.456997,,-7.102,,,,27.355,-0.177,,0.09,,0.0,0.087,27.178,-10.872,,,16.306,0.0,,,16.306,0.0,16.306,0.0,,16.306,16.306,,64.470001,0.255,0.255,0.255,75.222,0.235,0.235,0.235,
12/31/1997,80.898003,,,-44.417999,,,36.480003,,-8.452,,,,28.028,-0.623,,0.025,,0.0,0.598,27.405,-8.474,,,18.931,0.0,,,18.931,0.0,18.931,0.0,,18.931,18.931,,64.638,0.295,0.295,0.295,64.638,0.295,0.295,0.295,
03/31/1998,100.436996,,,-62.784,,,37.652996,,-5.643,,,,32.009998,-7.839,,5.41,,0.0,2.429,24.170999,-9.946,,,14.225,0.0,,,14.224998,0.0,14.225,0.0,,14.225,14.225,,96.620003,0.145,0.145,0.145,107.571999,0.145,0.145,0.145,
06/30/1998,104.775002,,,-63.319,,,41.456001,,-6.141,,,,35.314999,-14.778,,5.427,,0.0,9.351,20.536999,-8.364,,,12.173,0.0,,,12.172998,0.0,12.173,0.0,,12.173,12.173,,96.730003,0.125,0.125,0.165,96.730003,0.125,0.125,0.165,
09/30/1998,92.87,,,-59.874,,,32.996,,-9.446,,,,23.55,-143.348,5.507,5.507,,0.0,137.841,-119.798,36.603,,,-83.195,0.0,,,-83.195,0.0,-83.195,0.0,,-83.195,-83.195,,96.812,-0.86,-0.86,0.1,96.812,-0.86,-0.86,0.1,
12/31/1998,89.426003,,,-51.351002,,,38.075001,,-16.24,,,,21.834999,-22.537001,,6.288,,0.0,16.249001,-0.702002,-2.786,,,-3.488,0.0,,,-3.488002,0.0,-3.488,0.0,,-3.488,-3.488,,96.837997,-0.035,-0.035,0.1,96.837997,-0.035,-0.035,0.1,
03/31/1999,87.265999,,,-63.946999,,,23.319,,-6.223,,,,17.096001,-5.932,,6.664,,0.0,-0.732,11.164001,-5.184,,,5.98,0.0,,,5.980001,0.0,5.98,0.0,,5.98,5.98,,96.940002,0.06,0.06,0.045,107.14,0.06,0.06,0.045,
06/30/1999,104.311996,,,-66.308998,,,38.002998,,-6.952,,,,31.051001,-3.96,,7.115,,0.0,-3.155,27.091001,-10.882,,,16.209,0.0,,,16.209001,0.0,16.209,0.0,,16.209,16.209,,97.358002,0.165,0.165,0.13,108.171998,0.165,0.165,0.13,
09/30/1999,376.551,,,-231.974,,,144.577,,-26.038,,,,118.539,-36.458,34.359,34.359,,0.0,2.099,82.081,-31.229,,,50.852,0.0,,,50.852,0.0,50.852,-1.217,,49.635,49.635,,198.356,0.25,0.25,0.25,211.192,0.24,0.24,0.24,
12/31/1999,505.243,,,-281.121,,,224.122,,-43.943,,,,180.179,-52.493,44.675,44.675,,0.0,7.818,127.686,-52.771,,,74.915,0.0,,,74.915,0.0,74.915,-2.434,,72.481,72.481,,246.438,0.295,0.295,0.325,255.426,0.285,0.285,0.315,
03/31/2000,548.351,,,-303.17,,,245.181,,-35.182,,,,209.999,-30.419,40.076,40.076,,0.0,-9.657,179.58,-74.393,,,105.187,0.0,,,105.187,0.0,105.187,-2.434,0.0,102.753,102.753,,252.672,0.405,0.405,0.405,255.334,0.4,0.4,0.4,
06/30/2000,648.484,,,-318.756,,,329.728,,-34.384,,,,295.344,-142.01,40.875,40.875,,0.0,101.135,153.334,0.0,,,153.334,0.0,,,153.334,0.0,153.334,-2.434,0.0,150.9,150.9,,253.988,0.595,0.595,0.595,258.91,0.585,0.585,0.585,
09/30/2000,714.846,,,-310.438,,,404.408,,-35.668,,,,368.74,-97.678,40.445,40.445,,0.0,57.233,271.062,-106.1484,,,164.912,0.0,,,164.9136,0.0,164.912,-2.433,,162.479,162.479,,255.714,0.635,0.635,0.775,268.788,0.609985,0.61,0.745,
12/31/2000,850.061,,,-348.013,,,502.048,,-29.106,,,,472.942,-36.073,32.933,32.933,,0.0,3.14,436.869,-129.96,,,306.909,0.0,,,306.909,0.0,306.909,-2.434,,304.475,304.475,,256.958,1.185,1.185,1.19,269.824,1.135,1.135,1.145,
03/31/2001,1011.483,,,-367.453,,,644.03,,-30.724,,,,613.306,-50.518,34.538,34.538,,14.042,1.938,562.788,-226.015,,,350.815,-49.452,,,386.225,0.0,400.267,-2.434,0.0,397.833,397.833,,258.06,1.54,1.35,1.38,270.722,1.48,1.295,1.325,
06/30/2001,699.0,,,-424.0,,,275.0,,-35.0,,,,240.0,-16.0,35.0,35.0,,0.0,-19.0,224.0,-97.0,,,127.0,-9.0,,,136.0,0.0,136.0,-3.0,0.0,133.0,133.0,,258.976,0.515,0.48,0.74,270.806,0.505,0.47,0.715,
09/30/2001,586.715,,,-367.206,,,219.509,,-35.438,,,,184.071,-44.058,35.885,35.885,,,8.173,140.013,-55.281,,,84.732,0.0,,,84.732,0.0,84.732,-2.433,0.0,82.299,82.299,,252.67,0.325,0.325,0.345,263.146,0.32,0.32,0.34,
12/31/2001,670.0,,,-508.0,,,162.0,,-45.0,,,,117.0,-972.0,,115.0,,11.0,846.0,-855.0,355.0,,,-500.0,18.0,,,-518.0,0.0,-518.0,-3.0,0.0,-521.0,-521.0,,252.0,-2.065,-1.995,0.145,252.0,-2.065,-1.995,0.145,
03/31/2002,903.0,,,-650.0,,,253.0,,-50.0,,,,203.0,-127.0,124.0,124.0,,1.0,2.0,76.0,-18.0,,,58.0,-4.0,,,62.0,0.0,62.0,-2.0,0.0,60.0,60.0,,296.0,0.205,0.19,0.19,300.0,0.2,0.185,0.185,
06/30/2002,1165.0,,,-1439.0,,,-274.0,,-54.0,,,,-328.0,-102.0,148.0,148.0,,-16.0,-30.0,-430.0,227.0,,,-203.0,-99.0,,,-104.0,0.0,-104.0,-3.0,0.0,-107.0,-107.0,,314.0,-0.34,-0.655,0.45,326.0,-0.34,-0.655,0.44,
09/30/2002,1031.0,,,-710.0,,,321.0,,-47.0,,,,274.0,-124.0,130.0,130.0,,17.0,-23.0,150.0,-38.0,,,112.0,50.0,,,62.0,0.0,62.0,-2.0,0.0,60.0,60.0,,312.0,0.19,0.35,0.34,316.0,0.185,0.34,0.325,
12/31/2002,1233.0,,,-767.0,,,466.0,,-68.0,,,,398.0,-324.0,,131.0,,-1.0,194.0,74.0,21.0,,,95.0,11.0,,,84.0,0.0,84.0,-3.0,0.0,81.0,81.0,,314.0,0.26,0.295,0.735,326.0,0.26,0.295,0.71,
03/31/2003,1671.0,,,-905.0,,,766.0,,-56.0,,,,710.0,-90.0,130.0,130.0,,-22.0,-18.0,620.0,-200.0,,,420.0,-16.0,,,436.0,0.0,436.0,-2.0,0.0,434.0,434.0,,314.0,1.38,1.33,1.33,326.0,1.335,1.285,1.285,
06/30/2003,1813.0,,,-1029.0,,,784.0,,-87.0,,,,697.0,-108.0,130.0,130.0,,-29.0,7.0,589.0,-233.0,,,356.0,0.0,,,356.0,0.0,356.0,-3.0,0.0,353.0,353.0,10.0,424.0,0.835,0.835,0.855,442.0,0.81,0.81,0.83,
09/30/2003,1948.0,,,-1125.0,,,823.0,,-89.0,,,,734.0,-116.0,120.0,120.0,,-1.0,-3.0,618.0,-206.0,,,412.0,0.0,,,412.0,0.0,412.0,-2.0,0.0,410.0,410.0,,464.0,0.88,0.88,0.88,482.0,0.855,0.855,0.855,
12/31/2003,1921.0,,,-1190.0,,,731.0,,-96.0,,,,635.0,-216.0,122.0,122.0,,-17.0,111.0,419.0,124.0,,,543.0,0.0,,,543.0,0.0,543.0,-3.0,0.0,540.0,540.0,-140.0,466.0,1.16,1.16,0.865,484.0,1.125,1.125,0.8325,
03/31/2004,2238.0,,,-1276.0,,,962.0,,-88.0,,,,874.0,-98.0,118.0,118.0,,6.0,-26.0,776.0,-282.0,,,494.0,0.0,,,494.0,0.0,494.0,-2.0,0.0,492.0,492.0,,478.0,1.03,1.03,1.03,494.0,1.0,1.0,1.0,
06/30/2004,2219.0,,,-1228.0,,,991.0,,-65.0,,,,926.0,-154.0,134.0,134.0,,9.0,11.0,772.0,-270.0,,,502.0,0.0,,,502.0,0.0,502.0,-3.0,0.0,499.0,499.0,,482.0,1.035,1.035,1.035,498.0,1.01,1.01,1.01,
09/30/2004,2267.0,,,-1262.0,,,1005.0,,-59.0,,,,946.0,-129.0,109.0,109.0,,-21.0,41.0,817.0,-300.0,,,517.0,,,,517.0,,517.0,-2.0,,515.0,515.0,,484.0,1.06,1.06,1.06,500.0,1.035,1.035,1.035,
12/31/2004,2465.0,,,-1398.0,,,1067.0,,-98.0,,,,969.0,-41.0,,114.0,,-17.0,-56.0,928.0,-255.0,,,673.0,0.0,,,673.0,0.0,673.0,-3.0,0.0,670.0,670.0,,484.0,1.38,1.38,1.35,504.0,1.34,1.34,1.31,
03/31/2005,2351.0,,,-1348.0,,,1003.0,,-58.0,,,,945.0,-32.0,118.0,118.0,0.0,0.0,-86.0,913.0,-350.0,,,563.0,0.0,,,563.0,0.0,563.0,-2.0,0.0,561.0,561.0,,480.0,1.17,1.17,1.24,496.0,1.14,1.14,1.2,
06/30/2005,2468.0,,,-1255.0,,,1213.0,,-78.0,,,,1135.0,-125.0,121.0,146.0,-25.0,11.0,-7.0,1010.0,-357.0,,,653.0,0.0,,,653.0,0.0,653.0,-3.0,0.0,650.0,650.0,,464.0,1.4,1.4,1.37,471.0,1.38,1.38,1.36,
09/30/2005,2704.0,,,-1239.0,,,1465.0,,-70.0,,,,1395.0,-256.0,142.0,164.0,-22.0,-15.0,129.0,1139.0,-395.0,,,744.0,0.0,,,744.0,0.0,744.0,-2.0,0.0,742.0,742.0,87.5288,446.0,1.66,1.66,1.86,454.0,1.63,1.63,1.82,
12/31/2005,3099.0,,,-1324.0,,,1775.0,,-316.0,,,,1459.0,8.0,152.0,105.0,,4.0,-164.0,1467.0,-504.0,,,939.0,-7.0,,,970.0,0.0,970.0,-3.0,0.0,967.0,967.0,,443.0,2.15,2.04,2.24,451.0,2.11,2.04,2.24,
03/31/2006,2500.0,,,-1246.0,,,1254.0,,-90.0,,,,1164.0,-84.0,,101.0,,,-17.0,1080.0,-364.0,,,716.0,16.0,,,700.0,,700.0,-2.0,,698.0,698.0,,442.0,1.58,1.61,1.63,449.0,1.56,1.59,1.61,
06/30/2006,2350.0,,,-1259.0,,,1091.0,,-90.0,,,,1001.0,-136.0,102.0,102.0,,0.0,34.0,865.0,-102.0,,,763.0,-96.0,,,859.0,0.0,859.0,-3.0,0.0,856.0,856.0,,440.0,1.94,1.73,1.75,446.0,1.92,1.71,1.73,
09/30/2006,2499.0,,,-1358.0,,,1141.0,,-104.0,,,,1037.0,-126.0,,112.0,,,14.0,911.0,-258.0,,,653.0,-52.0,,,705.0,,705.0,-2.0,,703.0,703.0,,441.0,1.59,1.47,1.49,447.0,1.57,1.45,1.47,
12/31/2006,2418.0,,,-1028.0,,,1390.0,0.0,-159.0,,,,1231.0,-46.0,,106.0,,1.0,-61.0,1185.0,-212.0,,,973.0,-84.0,,,1057.0,0.0,1057.0,-3.0,,1054.0,1054.0,,443.0,1.31,2.009616,1.23,448.0,1.29,0.9325,1.22,
03/31/2007,2473.0,,,-1431.0,,,1042.0,,-119.0,,,,923.0,-85.0,,110.0,,,-25.0,838.0,-264.0,,,574.0,-77.0,,,651.0,,651.0,-2.0,,649.0,649.0,,444.0,1.46,1.29,1.34,450.0,1.44,1.27,1.32,
06/30/2007,2929.0,,,-1582.0,,,1347.0,,-113.0,,,,1234.0,-80.0,107.0,107.0,,0.0,-27.0,1154.0,-330.0,,,824.0,-80.0,,,904.0,0.0,904.0,-3.0,0.0,901.0,901.0,,446.0,2.02,1.84,1.83,450.0,2.0,1.82,1.81,
09/30/2007,2763.0,,,-1618.0,,,1145.0,,-126.0,,,,1019.0,-58.0,,108.0,,0.0,-50.0,961.0,-317.0,,,644.0,-91.0,,,735.0,0.0,735.0,-2.0,0.0,733.0,733.0,,445.0,1.65,1.45,1.45,450.0,1.63,1.43,1.43,
12/31/2007,3197.0,,,-1194.0,,,2003.0,0.0,-212.0,,,,1791.0,-75.0,,105.0,,0.0,-30.0,1716.0,-167.0,,,1549.0,-212.0,,,1761.0,0.0,1761.0,-3.0,,1758.0,1758.0,,444.0,2.96,3.001982,2.48,449.0,2.92,1.96784,2.44,
03/31/2008,3755.0,,,-1838.0,,,1917.0,,-148.0,,,,1769.0,-877.0,102.0,102.0,,0.0,775.0,892.0,-241.0,,,651.0,-98.0,,,749.0,0.0,749.0,-2.0,0.0,747.0,747.0,,445.0,1.68,1.46,2.61,449.0,1.66,1.44,2.58,
06/30/2008,4460.0,,,-2074.0,,,2386.0,,-180.0,,,,2206.0,-945.0,90.0,90.0,,0.0,855.0,1261.0,-667.0,,,594.0,-707.0,,,1301.0,0.0,1301.0,-3.0,0.0,1298.0,1298.0,,446.0,2.91,1.33,2.58,450.0,2.88,1.31,2.55,
09/30/2008,4146.0,,,-2065.0,,,2081.0,,-146.0,,,,1935.0,1800.0,69.0,69.0,,0.0,-1869.0,3735.0,-1226.0,,,2509.0,-109.0,,,2618.0,0.0,2618.0,0.0,0.0,2618.0,2618.0,-1144.0,442.0,5.92,5.67,3.08,446.0,5.87,5.63,3.06,
12/31/2008,2295.0,,,-1269.0,,,1026.0,0.0,-247.0,,,,779.0,-10132.0,,68.0,,0.0,10064.0,-9353.0,3083.0,,,-6270.0,546.0,,,-6816.0,0.0,-6816.0,0.0,0.0,-6816.0,-6816.0,6429.15,442.0,-15.42,-14.19,0.36,444.0,-15.42,-14.19,0.29,
03/31/2009,1880.0,1746.0,134.0,-1406.0,776.0,630.0,474.0,0.0,-6546.0,163.0,163.0,6383.0,-6072.0,-90.0,,83.0,,,7.0,-6162.0,2280.0,-2272.0,-8.0,-3882.0,77.0,77.0,0.0,-3959.0,0.0,-3959.0,0.0,0.0,-3959.0,201.75,4083.75,444.0,-8.92,-8.74,0.454392,444.0,-8.92,-8.74,0.454392,
06/30/2009,1928.0,1809.0,119.0,-1246.0,742.0,504.0,682.0,0.0,-269.0,173.0,173.0,96.0,413.0,-114.0,,90.0,,,24.0,299.0,-109.0,58.0,51.0,190.0,-124.0,-124.0,0.0,314.0,0.0,314.0,0.0,-3.0,311.0,249.4,62.4,439.0,0.71,0.43,0.568109,441.0,0.7,0.42,0.561497,
09/30/2009,1966.0,1825.0,141.0,-1248.0,760.0,488.0,718.0,0.0,-249.0,136.0,136.0,113.0,469.0,2.0,,90.0,,,-92.0,471.0,-89.0,85.0,4.0,382.0,-117.0,-117.0,0.0,499.0,0.0,499.0,0.0,0.0,499.0,455.45,73.45,444.0,1.13,0.86,1.025788,446.0,1.12,0.86,1.024686,
12/31/2009,2402.0,2251.0,151.0,-1305.0,819.0,486.0,1097.0,0.0,-152.0,176.0,176.0,-24.0,945.0,-79.0,,86.0,,,-7.0,866.0,-309.0,106.0,203.0,557.0,-110.0,-110.0,0.0,667.0,0.0,667.0,0.0,0.0,667.0,470.8,-86.2,445.0,1.5,1.25,1.057978,447.0,1.49,1.25,1.057159,
03/31/2010,2712.0,2600.0,112.0,-1427.0,938.0,489.0,1285.0,0.0,385.0,138.0,138.0,-523.0,1670.0,-82.0,,86.0,,,-4.0,1588.0,-514.0,299.0,215.0,1074.0,-118.0,-118.0,0.0,1192.0,,1192.0,,-13.0,1179.0,727.0,-334.0,441.0,2.67,2.4,1.648526,443.0,2.66,2.39,1.63605,
06/30/2010,2443.0,2187.0,256.0,-1327.0,838.0,489.0,1116.0,0.0,-414.0,130.0,130.0,284.0,702.0,-89.0,,111.0,,,-22.0,613.0,-261.0,707.0,-446.0,352.0,-354.0,-354.0,0.0,706.0,,706.0,,-4.0,702.0,259.0,-89.0,440.0,1.59,0.79,0.588636,441.0,1.58,0.79,0.588186,
09/30/2010,2393.0,2144.0,249.0,-1330.0,867.0,463.0,1063.0,0.0,-289.0,131.0,131.0,158.0,774.0,-75.0,,83.0,,,-8.0,699.0,-270.0,-310.0,580.0,429.0,-1661.0,-1661.0,0.0,2090.0,,2090.0,,0.0,2090.0,533.0,104.0,435.0,4.81,0.99,1.225287,436.0,4.79,0.98,1.218532,
12/31/2010,2513.0,2198.0,315.0,-1364.0,875.0,489.0,1149.0,0.0,-409.0,164.0,164.0,245.0,740.0,-72.0,,83.0,,,-11.0,668.0,-190.0,-180.0,370.0,478.0,-84.0,-84.0,0.0,562.0,,562.0,,0.0,562.0,637.0,159.0,433.0,1.3,1.1,1.471132,434.0,1.29,1.1,1.466359,
03/31/2011,2417.0,2315.0,102.0,-1394.0,888.0,506.0,1023.0,0.0,-378.0,130.0,130.0,248.0,645.0,-65.0,,81.0,,,-16.0,580.0,-191.0,-89.0,280.0,389.0,-27.0,-27.0,0.0,416.0,0.0,416.0,0.0,4.0,420.0,555.0,162.0,423.0,0.97,0.91,1.312057,425.0,0.97,0.91,1.291176,
