Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Equity Float,Market Cap (Listed Shares),Listed Shares Outstanding,Source: Bloomberg
04/04/1992,7.5,,7.125,8.8125,6.875,382.320013,,,,,
07/04/1992,6.625,-11.666667,7.4375,8.5625,6.1875,339.067502,50.976002,,,,
09/30/1992,7.375,11.320755,6.6875,7.4375,5.5625,399.695494,51.18,,,,
12/31/1992,8.65625,17.372881,7.25,8.875,6.375,480.854747,54.195999,,,,
03/31/1993,8.375,-3.249097,8.625,9.625,6.4375,468.966486,54.195999,,,,
06/30/1993,11.375,35.820896,8.4375,11.75,7.3125,650.741002,55.549999,,,,
09/30/1993,11.875,4.395604,10.875,12.9375,10.1875,799.614983,57.208,,,,
12/31/1993,11.3125,-4.736842,11.875,13.1875,9.6875,668.251984,58.060001,,,,
03/31/1994,10.9375,-3.314917,11.25,12.125,9.875,765.974975,59.071999,,,,
06/30/1994,9.375,-14.285714,10.5625,11.375,8.25,661.724997,70.031998,,,,
09/30/1994,11.3125,20.666667,9.375,12.1875,8.6875,838.708743,70.584,,,,
12/31/1994,10.9375,-3.314917,11.3125,12.125,9.875,789.512479,71.452003,,,,
03/31/1995,11.9375,9.142857,10.6875,13.6875,10.6875,877.549512,71.452003,,,,
06/30/1995,15.65625,31.151832,11.875,15.6875,11.75,1212.983593,73.512001,,,,
09/30/1995,15.375,-1.796407,15.6875,17.25,14.0625,1198.358271,77.475998,,,,
12/30/1995,19.0,23.577236,15.625,19.25,11.5,1496.47802,77.942001,,,,
03/30/1996,16.0,-15.789474,18.75,18.875,13.75,1267.199951,78.762001,,,,
06/29/1996,19.875,24.21875,16.125,23.375,14.875,1600.891431,79.199997,,,,
09/30/1996,23.0625,16.037736,19.875,25.25,15.375,2336.046746,80.547997,,,,
12/28/1996,22.0,-4.607046,23.125,25.0,19.875,1794.319946,80.870003,,,,
03/31/1997,12.5,-43.181818,22.125,23.125,12.125,1284.449959,81.559998,,,,
06/30/1997,18.375,47.0,12.0,19.0,10.875,1912.800742,102.755997,,,,
09/30/1997,21.25,15.646259,18.53125,22.59375,14.75,2713.370085,104.098,,,,
12/28/1997,18.0625,-15.0,21.28125,23.5625,16.875,2339.129855,105.412003,,,,
03/31/1998,16.375,-9.342561,18.0625,19.8125,14.5625,2137.625372,129.501999,,,,
06/30/1998,22.875,39.694656,16.3125,23.125,14.8125,3050.930088,130.542007,,,,
09/30/1998,16.65625,-27.185792,23.03125,23.03125,12.25,2262.751664,133.373993,,,,
12/31/1998,27.125,62.851782,16.53125,27.25,13.46875,3791.315586,133.067993,,,,
03/31/1999,26.875,-0.921659,26.9375,30.625,21.75,3787.816286,139.772003,,,,
07/03/1999,28.0,4.186047,26.9375,29.59375,18.5625,3956.847839,140.942001,,,,
09/30/1999,28.078125,0.279018,28.40625,32.5625,26.5625,3945.538245,141.315994,,,,
12/31/1999,33.375,18.864775,28.0,37.8125,26.6875,4691.456772,140.520004,,,,
04/30/2000,21.0,-37.078652,33.75,34.3125,18.4375,2872.001862,140.567993,,,,
07/29/2000,15.46875,-26.339286,21.4375,26.46875,15.3125,2007.554891,143.018204,,,,
10/31/2000,17.4375,12.727273,15.40625,20.4375,12.96875,2192.835375,129.781403,,,,
01/31/2001,26.0,49.103943,17.265625,28.25,16.65625,3158.687973,143.022202,,,,
04/30/2001,28.715,10.442308,27.34375,31.0625,20.921875,3482.669962,122.052597,,,,
08/04/2001,27.605,-3.865575,28.425,31.505,21.76,3255.347299,121.713402,,,,
10/31/2001,23.5,-14.870494,27.175,27.47,18.075,2793.116,118.603996,,,,
01/31/2002,25.94,10.382979,23.595,30.005,23.55,3147.092644,121.086998,,,,
04/30/2002,22.555,-13.049345,25.945,28.21,21.935,2780.44507,122.421204,,,,
07/31/2002,21.385,-5.18732,22.545,27.865,19.69,3255.010978,152.586395,,,,
10/31/2002,18.925,-11.50339,21.175,23.76,15.9055,5568.6434,151.278,,,,
01/31/2003,19.335,2.166446,18.89,26.5,18.525,2874.3411,148.375595,,,,
04/30/2003,24.305,25.704681,19.485,24.735,17.77,3595.536009,149.633194,,,,
07/31/2003,31.295,28.759515,24.875,33.25,24.4995,4822.371547,154.507202,,,,
10/31/2003,31.72,1.358044,31.25,34.875,25.76,4943.14964,155.320206,,,,
01/31/2004,35.29,11.254729,31.61,37.5,28.38,5494.08836,156.562805,155.6646,,,
04/30/2004,26.73,-24.256163,35.25,36.77,26.57,4149.75215,155.113998,154.2615,,,
07/31/2004,25.25,-5.53685,26.95,30.7,23.65,3908.169926,155.984406,155.1167,,,
10/31/2004,16.24,-35.683168,21.93,23.0,14.34,2393.418817,152.099503,151.2222,,,
01/31/2005,17.0,4.679803,16.1,19.9,16.05,2468.502,146.017197,145.14,,,
04/30/2005,16.44,-3.294118,17.2,19.4,16.18,2363.01984,145.160004,144.2791,,,
07/31/2005,18.51,12.591241,16.49,18.8,16.42,2668.99392,143.702301,142.7793,,,
10/31/2005,18.95,2.377093,18.54,19.54,16.83,2764.74815,144.316696,143.3337,,,
01/31/2006,22.11,16.675462,18.97,22.36,18.19,3154.6548,144.372101,143.3891,,,
04/30/2006,21.83,-1.266395,21.97,24.25,21.0,3139.87439,143.884796,142.8629,,,
07/31/2006,17.9,-18.002749,21.9,22.06,17.07,2513.3211,143.509094,142.5002,,,
10/31/2006,22.51,25.75419,17.71,22.77,17.45,3164.18568,141.087708,140.065,,,
01/31/2007,26.6,18.169702,22.65,27.49,21.84,3838.2204,144.013107,142.9853,,,
04/30/2007,27.66,3.984962,26.73,28.26,24.02,4003.42542,145.145294,144.0897,,,
07/31/2007,24.46,-11.569053,27.84,28.67,24.44,3513.28764,143.360504,142.2955,,,
10/31/2007,28.26,15.535568,24.33,29.11,22.01,4136.2749,144.922302,143.8446,,,
01/31/2008,22.02,-22.080679,28.1,28.134812,21.61,3163.45926,146.898605,145.848,,,
04/30/2008,23.11,4.950045,22.07,24.82,21.13,3275.98116,141.884506,140.788,,,
07/31/2008,24.02,3.937689,23.05,26.61,23.05,3431.11288,142.702896,141.6008,,,
10/31/2008,18.28,-23.896753,24.17,24.99,15.22,2591.84808,144.091995,142.9848,,,
01/31/2009,18.5,1.203501,18.07,19.68,13.94,2627.185,141.976395,140.8328,,,
04/30/2009,21.78,17.72973,18.35,22.04,17.22,3138.97716,142.009995,140.8179,,,
07/31/2009,19.98,-8.264463,21.95,22.29,17.83,2883.0141,144.164398,142.9809,,,
10/31/2009,22.02,10.21021,19.92,23.58,19.49,3235.7289,145.742203,144.5581,,,
01/31/2010,21.27,-3.405995,22.01,23.74,20.39,3116.99088,147.356201,146.1897,,,
04/30/2010,22.66,6.535026,21.37,23.45,20.71,3394.51332,149.632294,148.4534,,,
07/31/2010,21.84,-3.618711,22.73,22.99,20.27,3222.20808,147.969299,146.7942,,,
10/31/2010,25.58,17.124542,22.06,25.71,21.35,3798.09282,148.5616,147.4,,,
01/31/2011,27.13,6.059421,25.56,27.6,24.46,4049.04398,149.300003,148.0563,,,
04/30/2011,27.39,0.958349,27.36,29.35,25.85,4012.22415,150.936798,149.6737,,,
07/31/2011,23.97,-12.486309,27.44,27.9,23.51,3443.67402,146.679398,145.4173,,,
10/31/2011,26.81,11.848144,24.22,27.49,21.37,3842.08748,144.053604,142.7948,,,
01/31/2012,29.17,8.802686,26.03,29.54,25.9,4198.81731,144.199997,142.8685,,,
04/30/2012,30.01,2.879671,29.39,31.06,28.93,4409.9695,145.7957,144.574,,,
07/31/2012,30.29,0.933022,30.05,31.1,27.15,4501.88154,147.0896,145.6435,,,
10/31/2012,32.2,6.305711,30.36,34.2,29.76,4858.9478,149.126404,147.9149,,,
01/31/2013,33.44,3.850932,32.2,33.95,31.02,5081.8768,150.899002,149.6524,,,
04/30/2013,35.57,6.369617,33.52,36.0,33.5,5463.72985,153.796707,152.5242,,,
07/31/2013,37.04,4.132696,35.58,37.89,34.83,5717.04992,153.764404,152.4986,,,
10/31/2013,36.42,-1.673866,37.39,38.4,34.55,5614.83498,154.40834,153.157,,,
01/31/2014,39.86,9.44536,36.54,41.62,35.53,6140.55258,154.342896,153.0618,,,
04/30/2014,37.62,-5.619669,39.8,41.25,36.03,5820.07734,154.083618,152.799,,,
07/31/2014,37.77,0.398724,37.77,39.55,36.57,5878.44726,154.734985,153.4533,,,
10/31/2014,40.98,8.498809,37.73,42.55,36.62,6391.4457,155.825562,154.5623,,,
01/31/2015,42.99,4.904832,41.06,45.03,40.97,6597.11643,153.103333,151.8146,,,
04/30/2015,46.88,9.048616,43.02,48.11,42.2,7268.93152,153.686539,152.3848,,,
07/31/2015,50.84,8.447099,47.09,51.35,46.44,7927.43036,155.086823,153.8202,,,
10/31/2015,49.98,-1.691581,50.72,52.65,43.46,7754.74686,155.947403,154.7017,,,
01/31/2016,42.9,-14.165666,50.09,52.78,39.26,6499.7361,151.452866,150.1564,,,
04/30/2016,47.52,10.769231,42.62,49.37,40.36,7235.1576,151.527832,150.2113,,,
07/31/2016,54.16,13.973064,47.52,55.21,46.679625,8201.82792,151.826279,150.5137,,,
10/31/2016,59.31,9.508863,54.32,61.36,53.53,8982.73674,151.338882,150.1538,,,
01/31/2017,62.89,6.036082,59.25,62.95,56.03,9460.41692,150.101196,148.878,,,
04/30/2017,73.7,17.188742,63.06,74.22,62.24,11095.4613,150.497681,149.3033,,,
07/31/2017,76.57,3.894166,73.87,77.29,70.55,11503.72366,150.310618,149.205231,,,
10/31/2017,86.52,12.994645,76.9,87.47,75.53,13016.5014,150.247663,149.149887,,,
01/31/2018,92.61,7.038835,87.07,94.8,85.05,13794.53733,148.713662,147.587402,,,
