Date,P/E,P/Book,P/Sales,P/Cash Flow,P/Free Cash Flow,Average,High,Low,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
12/31/1982,,,,,,,,,,,,1.165529,,
03/31/1983,,,,,,,,,,,,1.617769,,
06/30/1983,,,,,,,,,,,,2.202371,,
09/30/1983,,,,,,,,,,,,1.750132,,
12/31/1983,,,,,,,,,,,,1.772192,,
03/31/1984,,,,,,,,,,,,1.558941,,
06/30/1984,,,,,,,,,,,,1.426578,,
09/30/1984,,,,,,,,,,,,1.441285,,
12/31/1984,,,,,,,,,,,,1.566294,,
03/31/1985,,,,,,,,,,,,1.889848,,
06/30/1985,,,,,,,,,,,,2.235462,,
09/30/1985,,,,,,,,,,,,2.286937,,
12/31/1985,,,,,,,,,,,,3.0517,,
03/31/1986,,,,,,,,,,,,3.698807,,
06/30/1986,,,,,,,,,,,,3.750282,,
09/30/1986,,,,,,,,,,,,3.559091,,
12/31/1986,,,,,,,,,,,,3.632626,,
03/31/1987,,,,,,,,,,,,4.544459,,
06/30/1987,,,,,,,,,,,,4.794478,,
09/30/1987,,,,,,,,,,,,4.544459,,
12/31/1987,,,,,,,,,,,,2.88257,,
03/31/1988,,,,,,,,,,,,3.588505,,
06/30/1988,,,,,,,,,,,,3.470849,,
09/30/1988,,,,,,,,,,,,3.3679,,
12/31/1988,,,,,,,,,,,,3.382607,,
03/31/1989,,,,,,,,,,,,3.926766,,
06/30/1989,,,,,,,,,,,,3.750282,,
09/30/1989,,,,,,,,,,,,4.176784,,
12/31/1989,,,,,,,,,,,,3.750282,,
03/31/1990,,,,,,2949.488766,2949.488766,2949.488766,,,,3.66204,2598.492247,
06/30/1990,,,,,,2510.947577,2915.361268,2235.257493,,,,3.07376,2412.407405,
09/29/1990,,,,,,2168.023514,2418.667506,1698.328507,,,,1.823666,1698.35949,
12/29/1990,,,,,,1701.469051,1897.904992,1498.790002,0.63792,5.043158,6.678491,2.176634,1666.637533,
03/30/1991,,,,,,1925.770495,2182.584741,1631.004417,0.821052,6.60524,8.665391,3.147295,2182.959239,
06/29/1991,,,,,,2280.867686,2453.837492,2111.318491,0.884501,7.194865,9.4367,3.382607,2368.743737,
09/28/1991,,,,,,2503.328452,2725.87498,2347.315863,0.932075,7.733356,10.034699,4.10325,2600.271414,
01/04/1992,,,,,,2705.799953,2929.194406,2540.9333,0.970999,7.537373,9.42862,4.750357,2866.809518,
04/04/1992,,,,,,2981.843402,3218.609411,2803.880421,1.007577,7.624757,9.56971,5.02979,3180.636719,
07/04/1992,,,,,,3303.819037,3444.786191,3071.232346,1.029613,7.610479,9.614967,5.206274,3454.609696,
10/03/1992,,,,,,3601.271058,3798.714316,3393.730816,0.977455,7.037795,8.880646,5.500413,3563.50997,
01/02/1993,,,,,,3888.124806,4181.497959,3455.008353,1.056948,7.5182,9.414139,6.265177,4042.242792,
04/03/1993,,,,,,3975.341269,4183.60042,3551.211034,0.961594,6.90188,8.692369,5.971037,3868.973142,
07/03/1993,,,,,,3698.596063,3822.074893,3537.55728,0.896482,6.570521,8.225128,5.456292,3787.070768,
10/02/1993,,,,,,3629.09574,3819.261494,3432.947315,0.832488,6.365465,8.081142,5.17686,3539.669549,
12/31/1993,,,,,,3486.813959,3668.548333,3257.740788,0.812859,6.2985,8.132948,5.426878,3511.880034,
04/02/1994,,,,,,3634.60961,4294.379923,3453.253063,0.97171,7.571196,9.79689,5.882795,4301.559946,
07/02/1994,,,,,,4252.290154,4482.215755,4091.661947,0.919613,7.048035,9.193743,5.529827,4193.164936,
10/01/1994,,,,,,4413.956746,4573.089432,4127.052443,0.864099,6.325365,8.192786,5.80926,4130.311286,
12/31/1994,,,,,,4112.416864,4275.962789,3806.64128,0.788584,5.622447,7.276521,5.721018,3920.611174,
04/01/1995,,,,,,4036.641749,4344.515821,3875.453055,0.849123,6.03319,7.841644,6.25047,4276.409491,
07/01/1995,,,,,,4239.079158,4485.729943,4109.847992,0.878044,6.264724,8.142882,6.324005,4497.232481,
09/30/1995,,,,,,4548.070144,4704.146982,4170.944229,0.825267,6.110679,8.066825,6.000451,4193.135923,
12/31/1995,,,,,20.32819,4142.576241,4336.967172,3925.26298,0.816397,7.929861,11.692738,6.206349,4132.845184,
03/30/1996,,,,,12.410786,4156.615504,4398.200444,3894.791075,0.839644,8.214236,12.110464,6.500488,4225.789003,
06/29/1996,,,,,8.376001,4434.724969,4727.930503,4120.604087,0.904118,8.729471,12.868328,7.015233,4504.223795,
09/28/1996,,,,,6.867393,4431.695989,4647.175296,4135.353518,0.862719,8.00347,11.405501,7.147596,4340.08954,
01/04/1997,,,,,7.335774,4620.818732,4921.479796,4249.73702,0.879776,6.298923,8.115054,7.779996,4519.56555,
04/05/1997,,,,,9.316444,4631.078126,4809.378784,4458.95178,0.882098,6.307213,8.064539,7.853531,4623.811674,
07/05/1997,,,,,13.960522,5225.511133,6052.065404,4521.141093,1.129032,8.01736,10.194315,10.191942,5957.210923,
10/04/1997,,,,,17.923767,6198.129845,6531.310307,5972.052901,1.169214,8.091321,10.215522,10.978766,6211.30284,
01/03/1998,,,,,18.98026,6159.753259,6405.471133,5795.14764,1.149019,7.871633,9.901143,10.780222,6000.459233,
04/04/1998,,,,,21.536674,6204.579437,7089.178875,5547.603662,1.345007,9.109464,11.433212,12.339163,7109.262608,
07/04/1998,,,,,30.212378,7028.808627,7276.47361,6778.539817,1.334638,9.031538,11.263936,12.162679,7180.939488,
