Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/28/2009,210.568,136.422,51.819,84.603,43.543,43.543,0,9.805,1.051,0.0,8.754,0.0,5.059,,,4.986,194.829,5.703,21.124,-15.421,0.0,,10.036,,,,10.036,15.739,,32.51,7.737,,,24.773,0.0,0.0,,,,130.688,54.381,,0,163.198,0.0,0,,,,55.179,,,,,0.798,55.179,218.377,81.6,25.193,0.021,25.172,-2.995,-111.801,0.194,-7.809,0,-7.809,210.568,
09/30/2009,230.478,152.39,74.233,78.157,44.11,44.11,0,10.8,2.358,0.0,8.442,0.0,6.555,,,6.476,213.855,6.113,21.719,-15.606,0.0,,10.51,,,,10.51,16.623,,35.329,8.351,,,26.978,0.0,0.0,,,,133.004,57.371,,0,168.333,0.0,0,,,,58.257,,,,,0.886,58.257,226.59,91.185,18.57,0.021,18.549,-2.995,-103.912,1.04,3.888,0,3.888,230.478,
12/31/2009,387.213,260.314,212.458,47.856,54.551,54.551,0,10.649,1.904,0.0,8.745,0.0,16.703,0.0,31.671,7.051,342.217,6.387,22.601,-16.214,0.0,,38.609,0.0,0.0,0.0,6.938,44.996,,40.028,10.987,0.0,0.0,29.041,0.0,0.0,0.0,0.0,,140.537,61.393,0.0,0,180.565,0.0,0,0.0,0.0,,64.196,0.0,0.0,0.0,0.0,2.803,64.196,244.761,0.0,204.335,0.067,204.268,-2.995,-59.972,1.084,142.452,0,142.452,387.213,
03/31/2010,404.209,248.16,174.255,73.905,51.315,51.315,0,9.867,,,,,17.211,,31.671,7.549,326.553,6.663,,,32.777,32.777,38.216,,,0.0,6.545,77.656,,38.73,10.186,,,28.544,0.0,0.0,,,,145.14,66.397,,0,183.87,0.0,0,,,,69.233,,,,,2.836,69.233,253.103,0.0,208.664,0.068,208.596,-2.995,-55.754,1.191,151.106,0,151.106,404.209,
06/30/2010,447.597,252.347,116.435,135.912,59.806,59.806,0,12.121,3.304,0.0,8.817,0.0,21.133,,31.671,8.561,345.407,6.737,24.187,-17.45,56.613,56.613,38.84,,,,7.169,102.19,,42.851,12.639,,,30.212,0.0,0.0,,,,154.271,71.25,,0,197.122,0.0,0,,,,74.121,,,,,2.871,74.121,271.243,0.0,227.658,0.071,227.587,-2.995,-48.885,0.576,176.354,0,176.354,447.597,
09/30/2010,488.447,292.29,77.139,215.151,59.562,59.562,0,11.284,2.989,0.0,8.295,0.0,19.469,,31.671,9.593,382.605,6.797,25.056,-18.259,60.054,60.054,38.991,,,0.0,7.32,105.842,,43.802,9.766,,,34.036,0.0,0.0,,,,158.43,76.82,,0,202.232,0.0,0,,,,79.764,,,,,2.944,79.764,281.996,0.0,242.239,0.074,242.165,-2.995,-34.868,2.075,206.451,0,206.451,488.447,
12/31/2010,545.422,313.51,66.859,246.651,72.336,72.336,0,13.517,2.593,0.0,10.924,0.0,20.795,0.0,37.443,12.637,420.158,7.056,25.803,-18.747,73.95,73.95,44.258,0.0,0.0,0.0,6.815,125.264,,48.734,12.761,0.0,0.0,35.973,0.0,0.0,0.0,0.0,,169.648,82.983,0.0,0,218.382,0.0,0,0.0,0.0,,94.586,0.0,0.0,0.0,0.0,11.603,94.586,312.968,0.0,251.995,0.075,251.92,-2.995,-18.727,2.181,232.454,0,232.454,545.422,
03/31/2011,587.753,301.598,68.981,232.617,71.326,71.326,0,12.125,2.939,0.0,9.186,0.0,19.092,,37.443,10.917,404.141,7.098,27.436,-20.338,131.105,131.105,45.409,,,,7.966,183.612,,48.407,8.696,,,39.711,0.0,0.0,,,,187.517,78.512,,0,235.924,0.0,0,,,,93.737,,,,,15.225,93.737,329.661,0.0,263.471,0.077,263.394,-2.995,-5.14,2.756,258.092,0,258.092,587.753,
06/30/2011,635.235,342.02,78.019,264.001,72.212,72.212,0,13.65,2.605,0.0,11.045,0.0,26.53,,37.443,12.826,454.412,7.339,28.899,-21.56,126.478,126.478,47.006,,,,9.563,180.823,,53.839,13.207,,,40.632,0.0,0.0,,,,192.45,80.749,,0,246.289,0.0,0,,,,101.426,,,,,20.677,101.426,347.715,0.0,277.977,0.154,277.823,-2.995,9.354,3.184,287.52,0,287.52,635.235,
09/30/2011,670.987,389.166,66.63,322.536,75.835,75.835,0,12.968,3.257,0.0,9.711,0.0,25.957,,37.443,11.627,503.926,7.485,29.711,-22.226,113.801,113.801,45.775,,,,8.332,167.061,,58.74,15.342,,,43.398,0.0,0.0,,,,192.927,82.199,,0,251.667,0.0,0,,,,102.453,,,,,20.254,102.453,354.12,0.0,292.595,0.155,292.44,-2.995,27.271,-0.004,316.867,0,316.867,670.987,
12/31/2011,734.747,390.273,71.99,318.283,95.522,95.522,0,16.249,3.447,0.0,12.802,0.0,21.526,0.0,46.523,13.948,523.57,7.966,31.819,-23.853,148.414,148.414,54.797,0.0,0.0,0.0,8.274,211.177,,59.936,19.768,0.0,0.0,40.168,0.0,0.0,0.0,0.0,,206.928,87.905,0.0,0,266.864,0.0,0,0.0,0.0,,109.529,0.0,0.0,0.0,0.0,21.624,109.529,376.393,0.0,317.182,0.156,317.026,-2.995,43.765,0.402,358.354,0,358.354,734.747,
03/31/2012,788.444,428.07,74.783,353.287,84.759,84.759,0,17.959,3.855,0.0,14.104,0.0,20.712,,46.523,13.749,551.5,9.56,35.177,-25.617,172.236,172.236,55.148,2.452,,2.452,6.173,236.944,,54.403,13.764,,,40.639,0.0,0.0,,,,216.558,98.014,,0,270.961,0.0,0,,,,119.156,,,,,21.142,119.156,390.117,0.0,341.254,0.158,341.096,-2.995,57.938,2.13,398.327,0,398.327,788.444,
06/30/2012,851.245,401.629,81.226,320.403,95.351,95.351,0,20.828,4.166,0.0,16.662,0.0,26.703,,46.003,19.64,544.511,10.247,37.741,-27.494,242.769,242.769,53.718,2.174,,2.174,5.541,306.734,,68.467,24.101,,,44.366,0.0,0.0,,,,226.51,104.858,,0,294.977,0.0,0,,,,129.624,,,,,24.766,129.624,424.601,0.0,356.597,0.159,356.438,-2.995,71.888,1.154,426.644,0,426.644,851.245,
09/30/2012,913.268,374.646,75.466,299.18,89.843,89.843,0,26.182,4.927,0.0,21.255,0.0,23.981,,50.393,16.893,514.652,26.02,55.789,-29.769,315.657,315.657,56.939,1.896,,1.896,4.65,398.616,,68.132,23.16,,,44.972,0.0,0.0,,,,230.562,109.516,,0,298.694,0.0,0,,,,136.105,,,,,26.589,136.105,434.799,0.0,388.793,0.161,388.632,-2.995,89.094,3.577,478.469,0,478.469,913.268,
12/31/2012,975.497,413.694,122.975,290.719,107.642,107.642,0,21.06,4.958,0.0,16.102,0.0,26.878,0.0,48.525,13.215,569.274,25.638,56.858,-31.22,325.892,325.892,54.693,2.117,0.0,2.117,4.051,406.223,,72.036,20.816,0.0,0.0,51.22,0.0,0.0,,,,247.268,115.917,0.0,0,319.304,0.0,0,,,,145.259,0.0,0.0,0.0,0.0,29.342,145.259,464.563,0.0,400.237,0.162,400.075,-2.995,110.601,3.091,510.934,0,510.934,975.497,
03/31/2013,1032.729,460.38,97.384,362.996,102.359,102.359,0,23.933,5.226,0.0,18.707,0.0,26.988,,,26.988,613.66,25.803,59.843,-34.04,322.158,322.158,71.108,9.964,2.766,7.198,61.144,419.069,,74.396,26.369,,,48.027,0.0,0.0,,,,257.332,119.082,,0,331.728,0.0,0,,,,153.292,,,,,34.21,153.292,485.02,0.0,425.688,0.164,425.524,-2.995,122.85,2.166,547.709,0,547.709,1032.729,
06/30/2013,1085.746,502.697,123.468,379.229,108.907,108.907,0,33.317,6.625,0.0,26.692,0.0,27.479,,61.764,27.479,672.4,27.047,63.171,-36.124,311.713,311.713,74.586,9.539,2.766,6.773,3.283,413.346,,94.842,35.964,,,58.878,0.0,0.0,,,,265.639,124.043,,0,360.481,0.0,0,,,,158.08,,,,,34.037,158.08,518.561,0.0,438.001,0.164,437.837,-2.995,131.829,0.35,567.185,0,567.185,1085.746,
09/30/2013,1128.142,513.018,144.546,368.472,107.802,107.802,0,46.876,7.765,0.0,39.111,0.0,38.271,,51.996,38.271,705.967,28.38,67.812,-39.432,327.987,327.987,65.808,10.612,,10.612,3.2,422.175,,96.024,33.257,,,62.767,0.0,0.0,,,,271.302,128.871,,0,367.326,0.0,0,,,,160.863,,,,,31.992,160.863,528.189,0.0,455.442,0.163,455.279,0.0,142.858,1.653,599.953,0,599.953,1128.142,
12/31/2013,1168.464,491.37,115.873,375.497,130.471,130.471,0,48.672,4.319,0.0,40.093,4.26,65.033,0.0,30.058,14.053,735.546,36.652,78.45,-41.798,351.675,351.675,44.591,9.713,2.872,6.841,4.82,432.918,,119.397,35.599,21.421,0.0,62.377,0.0,0.0,,,,293.664,138.964,0.0,0,413.061,0.0,0,,,,169.643,0.0,0.0,0.0,0.0,30.679,169.643,582.704,0.0,462.805,0.161,462.644,0.0,121.863,1.092,585.76,0,585.76,1168.464,
03/31/2014,1200.031,561.051,172.968,388.083,111.489,111.489,0,43.294,5.089,0.0,34.555,3.65,65.626,,30.058,14.67,781.46,47.474,91.457,-43.983,327.263,327.263,43.834,9.042,2.824,6.218,4.734,418.571,,89.164,27.603,0.0,,61.561,0.0,0.0,,,,305.702,145.601,,0,394.866,0.0,0,,,,195.071,,,,,49.47,195.071,589.937,0.0,486.337,0.163,486.174,0.0,123.68,0.077,610.094,0,610.094,1200.031,
06/30/2014,1265.112,558.121,203.947,354.174,127.825,127.825,0,46.824,5.284,0.0,37.424,4.116,74.179,,36.531,23.195,806.949,55.3,104.724,-49.424,352.473,352.473,50.39,6.201,2.824,3.377,7.658,458.163,,104.729,35.848,,,68.881,0.0,0.0,,,,321.359,158.843,,0,426.088,0.0,0,,,,213.805,,,,,54.962,213.805,639.893,0.0,507.216,0.163,507.053,0.0,116.822,1.181,625.219,0,625.219,1265.112,
09/30/2014,1312.601,660.591,258.096,402.495,116.382,116.382,0,51.344,5.922,0.0,40.37,5.052,68.123,,42.276,16.826,896.44,56.812,109.208,-52.396,303.168,303.168,56.181,5.928,2.824,3.104,7.977,416.161,,105.364,36.52,2.49,,66.354,0.0,0.0,,,,329.132,170.88,,0,434.496,0.0,0,,,,228.879,,,,,57.999,228.879,663.375,0.0,537.615,0.165,537.45,0.0,111.497,0.114,649.226,0,649.226,1312.601,
12/31/2014,1424.774,720.02,283.254,436.766,184.741,184.741,0,69.477,10.617,0.0,58.86,0.0,31.143,0.0,72.564,31.143,1005.381,58.919,94.651,-35.732,271.724,271.724,88.75,5.656,2.824,2.832,10.53,419.393,,127.527,49.947,2.689,0.0,74.891,0.0,0.0,0.0,0.0,,368.929,189.828,0.0,0,496.456,0.0,0,0.0,0.0,,252.352,0.0,0.0,0.0,0.0,62.524,252.352,748.808,0.0,562.67,0.166,562.504,0.0,113.645,-0.349,675.966,0,675.966,1424.774,
03/31/2015,1498.303,803.957,386.352,417.605,161.854,161.854,0,72.06,12.077,0.0,59.983,0.0,73.932,,38.998,32.757,1111.803,63.487,123.815,-60.328,268.608,268.608,54.405,5.383,2.824,2.559,10.024,386.5,,112.107,40.164,3.343,,68.6,0.0,0.0,,,,406.526,193.645,,0,518.633,0.0,0,,,,259.923,,,,,66.278,259.923,778.556,0.0,604.316,0.169,604.147,0.0,115.205,0.226,719.747,0,719.747,1498.303,
06/30/2015,1604.876,873.027,481.393,391.634,176.849,176.849,0,68.845,12.235,0.0,56.61,0.0,76.789,,44.152,35.326,1195.51,71.465,137.783,-66.318,275.344,275.344,62.557,3.517,2.824,0.693,14.888,409.366,,124.122,42.336,1.096,,80.69,0.0,0.0,,,,441.177,216.384,,0,565.299,0.0,0,,,,288.75,,,,,72.366,288.75,854.049,0.0,635.139,0.17,634.969,0.0,115.997,-0.309,750.827,0,750.827,1604.876,
09/30/2015,1707.173,908.158,540.712,367.446,174.111,174.111,0,80.65,13.594,0.0,67.056,0.0,88.821,,72.003,41.517,1251.74,83.372,154.982,-71.61,261.506,261.506,110.555,23.227,4.26,18.967,15.325,455.433,,132.016,48.793,5.477,,77.746,0.0,0.0,,,,471.118,235.793,,0,603.134,0.0,0,,,,308.653,,,,,72.86,308.653,911.787,0.0,671.31,0.172,671.138,0.0,124.166,-0.09,795.386,0,795.386,1707.173,
12/31/2015,1790.51,891.351,543.277,348.074,259.563,259.563,0,83.868,15.425,0.0,68.443,0.0,35.761,0.0,119.216,35.761,1270.543,91.067,140.126,-49.059,272.959,272.959,155.941,22.332,4.692,17.64,14.393,519.967,,164.018,61.5,8.379,0.0,94.139,0.0,0.0,0.0,0.0,,514.652,276.651,0.0,0,678.67,0.0,0,0.0,0.0,,356.463,0.0,0.0,0.0,0.0,79.812,356.463,1035.133,0.0,687.829,0.171,687.658,0.0,68.481,-0.933,755.377,0,755.377,1790.51,
03/31/2016,1811.521,952.599,568.008,384.591,220.135,220.135,0,78.239,15.27,0.0,62.969,0.0,34.728,,131.696,34.728,1285.701,115.782,170.403,-54.621,241.888,241.888,168.15,21.149,4.692,16.457,15.305,525.82,,148.893,47.955,9.23,,91.708,0.0,0.0,,,,538.449,298.739,,0,687.342,0.0,0,,,,381.776,,,,,83.037,381.776,1069.118,0.0,719.02,0.171,718.849,0.0,23.089,0.294,742.403,0,742.403,1811.521,
06/30/2016,1960.178,984.768,596.38,388.388,254.379,254.379,0,81.247,17.042,0.0,64.205,0.0,33.49,,180.782,33.49,1353.884,125.636,184.645,-59.009,237.223,237.223,243.435,45.723,14.235,31.488,16.93,606.294,,168.769,56.92,8.161,,103.688,0.0,,,,,563.195,340.786,,0,731.964,0.0,0,,,,423.588,,,,,82.802,423.588,1155.552,0.0,745.094,0.172,744.922,0.0,58.808,0.724,804.626,0,804.626,1960.178,
09/30/2016,2010.16,1030.422,647.513,382.909,238.988,238.988,0,93.731,19.69,0.0,74.041,0.0,31.732,,189.434,31.732,1394.873,126.109,189.975,-63.866,240.228,240.228,248.95,42.402,14.553,27.849,17.114,615.287,,168.215,57.53,7.795,,102.89,0.0,0.0,,,,582.145,352.647,,0,750.36,0.0,0,,,,436.712,,,,,84.065,436.712,1187.072,0.0,779.842,0.173,779.669,0.0,43.093,0.153,823.088,0,823.088,2010.16,
12/31/2016,2139.941,1085.525,709.003,376.522,312.998,312.998,0,106.887,18.924,0.0,87.963,0.0,33.306,0.0,182.745,33.306,1538.716,137.249,207.721,-70.472,224.983,224.983,238.993,39.381,14.553,24.828,16.867,601.225,,184.098,56.732,13.588,,113.778,0.0,0.0,0.0,0.0,,645.342,390.007,0.0,0,829.44,0.0,0,0.0,0.0,,472.82,0.0,,,,82.813,472.82,1302.26,0.0,800.826,0.173,800.653,0.0,37.62,-0.765,837.681,0,837.681,2139.941,
03/31/2017,2267.383,1198.672,823.249,375.423,270.111,270.111,0,104.978,16.54,0.0,88.438,0.0,42.321,,199.186,42.321,1616.082,155.476,231.216,-75.74,242.333,242.333,253.492,37.088,14.553,22.535,17.218,651.301,,179.471,48.689,14.129,,116.653,0.0,0.0,,,,677.114,420.937,,0,856.585,0.0,0,,,,512.549,,,,,91.612,512.549,1369.134,0.0,850.401,0.175,850.226,0.0,48.337,-0.489,898.249,0,898.249,2267.383,
06/30/2017,2360.691,1207.324,853.137,354.187,274.476,274.476,0,86.439,13.265,0.0,73.174,0.0,36.395,,207.029,36.395,1604.634,238.513,320.352,-81.839,257.622,257.622,259.922,34.881,14.553,20.328,18.012,756.057,,178.847,42.171,15.184,,121.492,0.0,0.0,,,,706.672,454.799,,0,885.519,0.0,0,,,,553.033,,,,,98.234,553.033,1438.552,0.0,880.317,0.175,880.142,0.0,42.345,-0.523,922.139,0,922.139,2360.691,
09/30/2017,2395.279,1275.755,905.794,369.961,257.999,257.999,0,73.595,13.733,0.0,59.862,0.0,43.302,,204.721,43.302,1650.651,239.891,327.874,-87.983,247.875,247.875,256.862,32.844,14.553,18.291,19.297,744.628,,176.326,44.543,15.862,,115.921,0.0,0.0,,,,734.313,484.644,,0,910.639,0.0,0,,,,582.415,,,,,97.771,582.415,1493.054,0.0,912.228,0.175,912.053,0.0,-9.587,-0.416,902.225,0,902.225,2395.279,
12/31/2017,2257.916,1251.277,811.004,440.273,348.185,348.185,0,77.291,13.042,0.0,64.249,0.0,40.067,0.0,146.932,40.067,1716.82,245.395,340.55,-95.155,98.022,98.022,197.679,30.808,14.553,16.255,19.939,541.096,,233.403,70.009,21.435,0.0,141.959,0.0,0.0,0.0,0.0,,793.82,542.494,0.0,0,1027.223,0.0,0,,,,641.316,0.0,,,,98.822,641.316,1668.539,0.0,909.804,0.168,909.636,0.0,-319.58,-0.847,589.377,0,589.377,2257.916,
