Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Change in Insurance Reserves,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1990,34.035,31.297001,1.92,-6.202,7.02,,,,,,,,,,,,,,,,,
06/30/1990,57.025002,32.221001,1.907,30.868,-7.971,,,,,,,,,,,,,,,,,
09/30/1990,50.310001,33.290001,1.953,13.793,1.274,,,,,,,,,,,,,,,,,
12/31/1990,65.678001,29.787001,1.13,36.428001,-1.667,,,,,,,,,,,,,,,,,
03/31/1991,31.763,28.214001,1.804,-2.739,4.484,,,,,,,,,,,,,,,,,
06/30/1991,84.004997,37.084,1.84,46.990002,-1.909,,,,,,,,,,,,,,,,,
09/30/1991,69.168999,39.076,1.975,33.487,-5.369,,,,,,,,,,,,,,,,,
12/31/1991,75.75,40.316002,1.824,34.902,-1.292,,,,,,,,,,,,,,,,75.75,
03/31/1992,57.125,43.213001,1.854,11.359,0.699,,,,,,,,,,,,,,,,,
06/30/1992,118.856003,47.945999,1.877,73.468002,-4.435,,,,,,,,,,,,,,,,,
09/30/1992,67.125999,48.636002,1.888,15.66,0.942,,,,,,,,,,,,,,,,,
12/31/1992,97.352997,48.911999,1.896,53.637001,-7.092,,,,,,,,,,,,,,,,97.352997,
03/31/1993,111.417,72.651001,1.775,33.573002,3.418,,,,,,,,,,,,,,,,,
06/30/1993,138.274002,63.841,2.152,78.182999,-5.902,,,,,,,,,,,,,,,,,
09/30/1993,117.403999,59.817001,1.977,53.0,2.61,,,,,,,,,,,,,,,,,
12/31/1993,103.766998,62.723999,2.049,52.500999,-13.507,,,,,,,,,,,,,,,,103.766998,
03/31/1994,96.026001,65.740997,1.997,27.035,1.253,,,,,,,,,,,,,,,,96.026001,
06/30/1994,100.280998,64.950996,2.047,42.686001,-9.403,,,,,,,,,,,,,,,,100.280998,
09/30/1994,78.426003,65.046997,2.059,11.432,-0.112,,,,,,,,,,,,,,,,78.426003,
12/31/1994,101.704002,64.470001,2.105,40.558998,-5.43,,,,,,,,,,,,,,,,101.704002,
03/31/1995,101.960999,66.005997,2.156,36.533001,-2.734,,,-1.106,,,,,,,,,,,,,,
06/30/1995,184.059998,67.306999,2.285,121.970001,-7.502,,,-1.678,,,,,,,,,,,,,,
09/30/1995,-1.931,69.834,2.332,-73.644997,-0.452,,,-0.687,,,,,,,,,,,,,,
12/31/1995,66.992996,68.272003,2.394,4.169,-7.842,-1.452,,-1.452,,,,,,,,,,,,,65.540996,
03/31/1996,103.454002,77.625,2.329,24.165001,-0.665,-1.369,,-1.369,,,,,,,,,,,,,102.085002,
06/30/1996,135.481995,79.737,2.33,64.410004,-10.995,,,-1.811,,,,,,,,,,,,,,
09/30/1996,67.696999,83.320999,2.344,-19.052999,1.085,,,-0.915,,,,,,,,,,,,,,
12/31/1996,139.779007,81.480003,2.402,63.030998,-7.134,,,-5.15,,,,,,,,,,,,,,
03/31/1997,96.761002,96.861,2.801,-2.901,,-2.104,,-2.104,,,,,,,,,,,,,94.657002,
06/30/1997,123.683998,96.509003,2.804,24.371,,-6.406,,-6.406,,,,,,,,,,,,,117.277998,
09/30/1997,135.518997,106.552002,2.986,26.171,-0.19,,,-1.446,,,,,,,,,,,,,,
12/31/1997,126.172997,97.652,3.248,33.589001,-8.316,,,-5.842,,,,,,,,,,,,,,
03/31/1998,111.123,102.105,3.637,-13.24,18.621,-338.445,,-3.232,-1168.779,842.103,-8.537,234.369,-17.796,-61.0,809.843,-501.553,4.875,,,,7.047,
06/30/1998,135.628,119.029,4.315,-55.251,67.535,-61.789,,-5.149,-1193.566,1148.624,-11.698,-60.568,-19.055,102.3,377.053,-532.873,12.007,,,,13.271,
09/30/1998,,,,,,,,,,,,,,,,,,,,,,
12/31/1998,275.007,103.351,4.271,34.548,132.837,-429.881,,-9.923,-1663.055,1230.537,12.56,140.301,-19.862,17.471,628.661,-493.9,7.931,0.0,0.0,0.0,-14.573,
03/31/1999,78.788,9.42,4.171,-84.876,150.073,-137.46,,-6.589,-2461.796,2333.442,-2.517,72.442,-19.897,-35.071,507.152,-385.507,5.765,,,,13.77,
06/30/1999,36.847,56.793,4.304,-18.86,-5.39,-325.996,,-9.375,-2326.811,2009.846,0.344,320.651,-19.977,0.0,751.413,-416.491,5.706,,,,31.502,
09/30/1999,289.051,127.41,13.436,-25.192,173.397,-683.358,,-31.293,-6875.607,6219.995,3.547,447.569,-59.82,-12.271,1801.514,-1276.9,12.371,-17.325,,,53.262,
12/31/1999,154.199997,126.906998,4.915,22.378,,,,-27.357,,,,,,,,,,,,,,
03/31/2000,174.95,132.32,4.949,20.76,16.921,-181.092,,-4.413,-2128.84,1943.785,8.376,-30.964,-20.406,86.321,523.515,-591.818,2.332,-30.908,,,-37.106,
06/30/2000,101.301,129.393,5.235,-7.806,-25.521,-46.725,,-5.326,-2342.773,2301.365,0.009,-40.847,-20.11,-13.8,513.365,-486.866,7.179,-40.615,,,13.729,
09/30/2000,190.755,130.714,2.717,32.004,25.32,-195.33,,-1.446,-4875.607,4680.959,0.764,15.109,-20.164,-123.4,760.369,-602.156,6.654,-6.194,,,10.534,
03/31/2001,189.018,116.127,5.093,-21.7,89.498,59.046,,-0.793,-6535.768,6595.108,0.499,-246.764,-22.412,-164.792,744.264,-812.515,8.758,-0.067,,,1.3,
06/30/2001,110.862,143.006,5.617,-16.97,-20.791,-720.442,,-1.938,-7000.99,6282.486,0.0,585.951,-20.234,110.777,1090.783,-603.22,8.521,-0.676,,,-23.629,
09/30/2001,537.165,154.52,12.587,287.333,82.725,-1525.398,,-2.448,-19492.997,17969.548,0.499,1014.347,-64.838,192.654,2897.046,-2026.542,20.951,-4.924,,,26.114,
12/31/2001,184.427994,156.438004,4.025,23.965,,,,-2.82,,,,,,,,,,,,,,
03/31/2002,159.117,152.381,3.59,-23.109,26.255,157.749,0.032,-7.515,-5899.666,6064.898,,-318.877,-22.142,-66.278,508.995,-694.604,9.847,-54.695,,,-2.011,
