Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1995,17.374,,-14.574,,,2.8,,-1.149,,,,1.651,3.915,,,,0.0,,-3.915,5.566,,5.566,0.0,,,,,5.566,-1.214,,4.352,4.352,,6.965,0.45,0.45,0.45,6.965,0.45,0.45,0.45,
03/31/1996,12.128,,-13.994,,,-1.866,,-2.618,,,,-4.484,5.568,,0.125,,0.0,,-5.693,1.084,-0.317,0.767,-14.372,,,15.138999,-0.311,14.828,-1.222,,13.606,13.606,,6.965,1.95,-0.11,-0.11,6.965,1.95,-0.11,-0.11,
06/30/1996,13.055,,-13.505,,,-0.45,,-3.069,,,,-3.519,14.901,,0.114,,0.0,,-15.015,11.382,-0.147,11.235,0.0,,,11.235,-0.17,11.065,-1.222,,9.843,9.843,,6.965,1.41,1.41,1.41,6.965,1.41,1.41,1.41,
09/30/1996,12.0,,-11.296,,,0.704,,-2.997,,,,-2.293,5.433,,0.082,,0.0,,-5.515,3.14,-0.269,2.871,0.433,,,2.438,-0.277,2.161,-1.222,,0.939,0.939,,6.965,0.14,0.2,0.2,6.965,0.14,0.2,0.2,
12/31/1996,14.49,,-20.059999,,,-5.57,,-1.958,,,,-7.528,32.163001,,0.079,,0.0,,-32.242001,24.635001,0.158,24.792999,0.0,,,24.793001,-0.132,24.660999,-1.222,,23.438999,23.438999,,6.695,3.36,1.3,3.36,6.695,3.36,1.3,3.36,
03/31/1997,11.289,,-11.772,,,-0.483001,,-1.355,,,,-1.838,4.05,,0.145,,0.0,,-4.195,2.212,0.0,2.212,0.521,,,1.691,-0.332,1.359,-1.222,,0.137,0.137,,6.965,0.02,0.09,0.12,6.965,0.02,0.09,0.12,
06/30/1997,10.412,,-9.064,,,1.348,,-1.437,,,,-0.089,3.082,,0.064,,0.0,,-3.146,2.993,0.0,2.993,3.32,,,-0.327,-0.227,-0.554,-1.222,,-1.776,-1.776,,6.965,-0.26,0.22,0.22,6.965,-0.26,0.22,0.22,
12/31/1997,12.695,,-11.477,,,1.217999,,-1.491,,,,-0.273,24.407999,,0.052,,0.0,,-24.459999,24.134999,0.0,24.135,0.089,,,24.045999,-0.202,23.844,-1.222,,22.622,22.622,,6.965,3.25,3.27,3.27,6.965,3.25,3.27,3.27,
12/31/1998,14.495,,-8.641,,,5.854,,-2.529,,,,3.325,-44.825,,0.047,,0.0,,44.778,-41.5,-3.59,-45.09,0.0,,,-45.09,-0.079,-45.168999,-1.222,,-46.390999,-46.390999,,6.965,-6.66,-6.66,-6.66,6.965,-6.66,-6.66,-6.66,
03/31/1999,31.15,,-7.659,,,23.491,,-4.675,,,,18.816,-6.035,0.301,0.301,,0.0,,5.734,12.781,-0.045,12.736,0.0,,,12.736,-0.226,12.51,-1.222,,11.288,11.288,,6.98,1.62,1.62,1.62,6.98,1.62,1.62,1.62,
06/30/1999,12.791,,-8.048,,,4.743,,-1.964,,,,2.779,-6.838,0.297,0.297,,0.0,,6.541,-4.059,0.0,-4.059,0.0,,,-4.059,-0.149,-4.208,-0.663,,-4.871,-4.871,,7.02,-0.69,-0.69,-0.69,7.02,-0.69,-0.69,-0.69,
09/30/1999,14.709,,-10.307,,,4.401999,,-1.493,,,,2.909,-5.846,0.298,0.298,,0.0,,5.548,-2.937,0.099,-2.838,0.0,,,-2.838,-0.297,-3.135,-0.663,,-3.798,-3.798,,7.033,-0.54,-0.54,-0.57,7.033,-0.54,-0.54,-0.57,
12/31/1999,14.381,,-9.194,,,5.186999,,-1.528,,,,3.659,-0.035,-0.196,0.239,-0.435,0.0,,0.231,3.624,0.028,3.652,0.0,,,3.652,-0.182,3.47,-0.444,,3.026,3.026,,7.033,0.43,0.43,0.43,7.033,0.43,0.43,0.43,
03/31/2000,9.093,,-7.962,,,1.131,0.0,-6.576,1.601,,4.975,-5.445,2.954,-0.28,0.267,-0.547,,-3.572,0.898,-2.491,,-2.491,,,,,,-2.491,-0.444,0.0,-2.935,-2.935,,7.068,-0.42,-0.42,-0.42,7.068,-0.42,-0.42,-0.42,
06/30/2000,14.495,,-9.544,,,4.951,,-6.768,,,,-1.817,-0.05,-0.2,0.214,-0.414,0.0,,0.25,-1.867,0.0,-1.867,0.0,,,-1.867,-0.212,-2.079,-0.444,0.0,-2.523,-2.523,,7.07,-0.35,-0.35,-0.35,7.07,-0.35,-0.35,-0.35,
09/30/2000,14.128,,-8.088,,,6.04,,-6.884,,,,-0.844,-0.055,-0.289,0.215,-0.504,0.0,,0.344,-0.899,0.0,-0.899,0.0,,,-0.899,-0.136,-1.035,-0.444,0.0,-1.479,-1.479,,7.07,-0.21,-0.21,-0.21,7.07,-0.21,-0.21,-0.21,
12/31/2000,24.309,,-6.628,,,17.681,,-8.076,,,,9.605,-4.178,-0.186,0.215,-0.401,0.0,,4.364,5.426999,0.437,5.864,0.0,,,5.863999,0.049,5.913,-0.444,0.0,5.469,5.469,,7.07,0.77,0.77,1.43,7.07,0.77,0.77,1.43,
03/31/2001,16.341999,,-8.911,,,7.430999,,-8.998,,,,-1.567,-0.325,-0.353,0.214,-0.567,0.0,,0.678,-1.892,-0.089,-1.981,0.0,,,-1.981,-0.226,-2.207,-0.444,0.0,-2.651,-2.651,,7.075,-0.37,-0.37,-0.28,7.075,-0.37,-0.37,-0.28,
06/30/2001,53.339001,,-41.751999,,,11.587002,,-11.605,,,,-0.018,-1.276,1.404,2.219,-0.815,0.0,,-0.128,-1.294,0.5,-0.794,0.0,,,-0.794,-0.134,-0.928,-0.444,0.0,-1.372,-1.372,,7.144,-0.19,-0.19,-0.18,7.144,-0.19,-0.19,-0.18,
09/30/2001,89.887001,,-66.931999,,,22.955002,,-11.803,,,,11.152,-2.05,2.428,3.064,-0.636,0.0,,-0.378,9.102001,-2.661,6.441,0.0,,,6.441001,-0.232,6.209,-0.444,0.0,5.765,5.765,,7.264,0.79,0.79,0.79,7.859,0.73,0.73,0.73,
12/31/2001,86.018997,,-68.709999,,,17.308998,,-14.05,,,,3.259,-2.134,2.921,2.921,,0.0,,-0.787,1.125,1.457,2.582,0.241,,,2.341,-0.188,2.153,-0.444,0.0,1.709,1.709,,7.473,0.23,0.26,0.26,9.922,0.21,0.23,0.23,
03/31/2002,83.212997,,-62.014,,,21.198997,,-15.393,,,,5.806,-2.162,2.282,2.805,-0.523,0.0,,-0.12,3.644,-0.802,2.842,0.329,,,2.513,-0.182,2.331,-0.444,0.0,1.887,1.887,,7.531,0.25,0.29,0.29,8.103,0.23,0.27,0.27,
06/30/2002,83.682999,,-65.655998,,,18.027,,-12.945,,,,5.082,-1.85,2.147,2.729,-0.582,0.0,,-0.297,3.232,-0.512,2.72,0.376,,,2.344,-0.044,2.3,-0.444,0.0,1.856,1.856,,7.584,0.24,0.29,0.29,8.159,0.23,0.28,0.28,
09/30/2002,74.739998,,-59.157001,,,15.582996,,-15.455,,,,0.128,-0.788,2.156,2.637,-0.481,0.0,,-1.368,-0.66,2.926,2.266,0.0,,,2.266,-0.007,2.259,-0.444,0.0,1.815,1.815,,7.638,0.24,0.24,0.24,8.146,0.22,0.22,0.22,
12/31/2002,73.565002,,-55.131001,,,18.434002,,-14.894,,,,3.54,-1.902,2.119,2.65,-0.531,0.0,,-0.217,1.638,2.47,4.108,0.306,,,3.802,-0.567,3.235,-0.44,0.0,2.795,2.795,,7.677,0.36,0.4,0.4,8.172,0.34,0.38,0.38,
03/31/2003,78.283997,,-61.146,,,17.137997,,-14.629,,,,2.509,-1.793,2.0,2.539,-0.539,0.0,,-0.207,0.716,0.91,1.626,0.023,,,1.603,-0.111,1.492,-0.44,0.0,1.052,1.052,,7.728,0.14,0.14,0.14,8.223,0.13,0.13,0.13,
06/30/2003,70.455002,,-55.741001,,,14.714001,,-18.295,,,,-3.581,-1.131,2.004,2.485,-0.481,0.0,,-0.873,-4.712,3.459,-1.253,-2.306,,,1.053,-0.229,0.824,-0.44,0.0,0.384,0.384,,7.762,0.05,-0.23,-0.26,8.331,0.05,-0.23,-0.26,
09/30/2003,83.291,,-63.402,,,19.889,,-20.546,,,,-0.657,-2.162,2.193,2.616,-0.423,0.0,,-0.031,-2.819,4.229,1.41,0.009,,,1.401,-0.129,1.272,-0.436,0.0,0.836,0.836,,7.805,0.11,0.108,0.108,8.378,0.1,0.101,0.101,
12/31/2003,78.779999,,-60.743,,,18.036999,,-9.838,,,,8.199,-1.262,1.965,2.474,-0.509,0.0,,-0.703,6.937,2.373,9.31,0.0,,,9.31,-0.304,9.006,-0.436,0.0,8.57,8.57,,7.899,1.08,1.08,1.08,8.426,1.02,1.02,1.02,
03/31/2004,82.537003,,-64.023003,,,18.514,,-14.929,,,,3.585,-1.642,1.542,2.486,-0.944,0.0,,0.1,1.943,0.875,2.818,0.0,,,2.818,-0.282,2.536,-0.436,0.0,2.1,2.1,,8.009,0.26,0.26,0.26,8.503,0.25,0.25,0.25,
06/30/2004,88.700996,,-69.716003,,,18.984993,,-14.657,,,,4.328,-1.011,1.175,2.552,-1.377,0.0,,-0.164,3.317,1.829,5.146,0.0,,,5.146,-0.321,4.825,-0.436,0.0,4.389,4.389,,8.082,0.54,0.54,0.54,8.59,0.51,0.51,0.51,
09/30/2004,84.096001,,-67.641998,,,16.454002,,-14.916,,,,1.538,-1.705,1.809,2.483,-0.674,0.0,,-0.104,-0.167,1.678,1.511,0.0,,,1.511,-0.288,1.223,-0.436,0.0,0.787,0.787,,8.141,0.1,0.1,0.1,8.71,0.09,0.09,0.09,
12/31/2004,77.697998,,-63.806999,,,13.890999,,-19.389,,,,-5.498,-0.915,1.747,2.563,-0.816,0.0,,-0.832,-6.413,2.552,-3.861,0.0,,,-3.861,-0.263,-4.124,-0.436,0.0,-4.56,-4.56,,8.163,-0.56,-0.56,-0.16799,8.163,-0.56,-0.56,-0.16799,
03/31/2005,91.032,,-73.223,,,17.809,,-14.106,6.334,,7.772,3.703,-1.889,2.081,2.804,-0.723,,,-0.192,1.814,-1.492,0.322,-2.662,,-2.662,2.984,-0.292,2.692,-0.436,,2.256,2.256,,8.192,0.28,-0.05,-0.05,8.874,0.25,-0.05,-0.05,
06/30/2005,85.463997,,-76.822998,,,8.640999,,-16.341,,,,-7.7,1.804,1.924,2.833,-0.909,0.0,,-3.728,-5.896,-0.136,-6.032,0.0,,,-6.032,-0.267,-6.299,-0.436,0.0,-6.735,-6.735,,8.269,-0.81,-0.81,-0.79,8.738,-0.81,-0.81,-0.79,
09/30/2005,94.140999,,-84.023003,,,10.117996,,-16.209999,,,,-6.092,0.331,1.964,2.815,-0.851,0.0,,-2.295,-5.761,-1.368,-7.129,0.0,,,-7.129,-0.295,-7.424,-0.436,0.0,-7.86,-7.86,,8.302,-0.95,-0.95,-0.95,8.302,-0.95,-0.95,-0.95,
12/31/2005,95.549004,,-76.262001,,,19.287003,,-23.742001,,,,-4.455,9.319,1.456,2.496,-1.04,0.0,,-10.775,4.864,0.329,5.193,0.0,,,5.193,-0.096,5.097,-0.436,0.0,4.661,4.661,,8.357,0.56,0.56,0.56,8.909,0.52,0.52,0.52,
03/31/2006,94.634003,,-79.785004,,,14.848999,,-9.426,,,,5.423,1.126,1.521,2.654,-1.133,0.0,,-2.647,6.549,-0.277,6.272,0.0,,,6.272,-0.483,5.789,-0.436,0.0,5.353,5.353,,8.43,0.63,0.63,0.24,8.928,0.6,0.6,0.23,
06/30/2006,91.617996,,-78.264,,,13.353996,,-16.93,,,,-3.576,1.655,1.73,2.81,-1.08,0.0,,-3.385,-1.921,-0.243,-2.164,0.0,,,-2.164,-0.726,-2.89,-0.388,-0.549,-3.827,-3.827,,8.629,-0.44,-0.44,-0.43,9.145,-0.44,-0.44,-0.43,
09/30/2006,129.658005,,-107.549004,,,22.109001,,-18.784,,,,3.325,-5.12,5.106,6.992,-1.886,0.0,,0.014,-1.795,-0.19,-1.985,-0.349,,,-1.636,-0.342,-1.978,-0.582,0.0,-2.56,-2.56,,8.948,-0.29,-0.33,-0.33,9.222,-0.29,-0.33,-0.33,
12/31/2006,123.470001,,-105.382004,,,18.087997,,-26.764,,,,-8.676,1.545,4.788,6.778,-1.99,0.0,,-6.333,-7.131,-2.289,-9.42,0.0,,,-9.42,-0.693,-10.113,-1.212,0.0,-11.325,-11.325,,9.032,-1.17,-1.17,-1.16,9.248,-1.17,-1.17,-1.16,
03/31/2007,124.939003,,-104.746002,,,20.193001,,-14.129,,,,6.064,1.983,4.142,6.546,-2.404,0.0,,-6.125,8.047,-0.182,7.865,-0.428,,,8.293,-0.588,7.705,-0.34,0.0,7.365,7.365,,9.039,0.81,0.77,0.35,9.286,0.79,0.75,0.34,
06/30/2007,123.205002,,-108.569,,,14.636002,,-19.711,,,,-5.075,-6.42,4.183,6.273,-2.09,0.0,,2.237,-11.495,0.089,-11.406,-0.608,,,-10.798,-0.142,-10.94,-0.34,0.0,-11.28,-11.28,,9.092,-1.24,-1.31,-1.06,9.341,-1.24,-1.31,-1.06,
09/30/2007,130.233002,,-113.598,,,16.635002,,-18.184999,,,,-1.55,-5.798,3.933,5.934,-2.001,0.0,,1.865,-7.348,0.095,-7.253,-0.689,,,-6.564,-0.464,-7.028,-0.34,0.0,-7.368,-7.368,,9.151,-0.81,-0.88,-0.75,9.332,-0.81,-0.88,-0.75,
12/31/2007,125.656998,,-111.345001,,,14.311996,,-21.483,,,,-7.171,-4.842,4.228,5.885,-1.657,0.0,,0.614,-12.013,-0.201,-12.566,-1.036,,,-11.178,0.0,-11.53,-0.34,0.0,-11.87,-11.87,,9.079,-1.27,-1.38,-1.43,9.079,-1.27,-1.38,-1.43,
03/31/2008,131.594,,-111.384,,,20.21,,-17.304,10.339,,6.965,2.906,-13.896,12.005,13.617,-1.612,,,1.891,-10.99,-0.134,-11.124,0.0,,,-11.124,0.0,-11.124,-0.34,0.0,-11.464,-11.464,,9.444,-1.21,-1.21,-1.0,9.939,-1.21,-1.21,-1.0,
06/30/2008,113.306,,-103.847,,,9.459,,-19.224001,,,,-9.765,-8.067,5.106,6.047,-0.941,0.0,,2.961,-17.832,-0.109,-17.941,0.0,,,-17.941,0.0,-17.941,-0.34,0.0,-18.281,-18.281,,9.498,-1.92,-1.92,-1.58,9.568,-1.92,-1.92,-1.58,
09/30/2008,141.257004,,-123.445999,,,17.811005,,-16.416,,,,1.395,-4.418,4.575,5.839,-1.264,0.0,,-0.157,-3.023,-0.13,-3.153,0.0,,,-3.153,0.0,-3.153,-0.34,0.0,-3.493,-3.493,,9.537,-0.37,-0.37,-0.46,9.6,-0.37,-0.37,-0.46,
12/31/2008,123.289,,-112.505,,,10.784,,-21.021,,,,-10.237,-5.566,4.465,5.773,-1.308,0.0,,1.101,-15.803,-0.546,-16.349,0.0,,,-16.349,0.0,-16.349,-0.34,0.0,-16.689,-16.689,,9.478,-1.75,-1.75,0.08,9.478,-1.75,-1.75,0.08,
03/31/2009,121.798,121.798,-108.459,97.727,,13.339,0.0,-17.741,10.74,,7.001,-4.402,-1.342,4.949,5.836,-0.887,,,-3.607,-5.744,0.455,-5.289,0.0,0.0,0.0,-5.289,0.0,-5.289,-0.34,0.0,-5.629,-7.93,-2.301,9.608,-0.59,-0.59,-0.825354,9.608,-0.59,-0.59,-0.829488,
06/30/2009,104.78,104.78,-100.001,89.705,,4.779,6.797,-17.825,10.864,,6.961,-6.249,-4.414,4.891,5.681,-0.79,,,-0.477,-10.663,0.741,-9.922,0.0,0.0,0.0,-9.922,3.03,-6.892,-0.34,0.0,-7.232,-8.02695,-0.79495,9.689,-0.75,-0.75,-0.82846,9.689,-0.75,-0.75,-0.832047,
09/30/2009,112.404,112.404,-106.967,95.434,,5.437,2.452,-17.64,10.214,,7.426,-9.751,-3.373,5.071,5.755,-0.684,,,-1.698,-13.124,4.21,-8.914,0.0,0.0,0.0,-8.914,1.417,-7.497,-0.34,0.0,-7.837,-8.8107,-0.9737,10.244,-0.77,-0.77,-0.860084,10.244,-0.77,-0.77,-0.865051,
12/31/2009,104.386,104.386,-101.897,90.204,,2.489,1.81,-13.612,8.794,,6.877,-11.372,-5.395,5.604,6.461,-0.857,,,-0.209,-16.767,17.442,0.675,0.0,0.0,0.0,0.675,-2.63,-1.955,-0.34,0.0,-2.295,-2.2469,0.0481,10.327,-0.22,-0.22,-0.217575,10.327,-0.22,-0.22,-0.217575,
03/31/2010,126.439,126.439,-109.069,97.677,,17.37,1.906,-13.962,9.976,,3.986,5.314,-9.149,5.313,5.723,-0.41,,,3.836,-3.835,0.09,-3.745,0.0,0.0,0.0,-3.745,0.89,-2.855,-0.34,0.0,-3.195,-0.2102,2.9848,10.521,-0.3,-0.3,-0.019979,10.521,-0.3,-0.3,-0.019979,
06/30/2010,127.632,127.632,-115.559,104.481,,12.073,2.346,-13.086,9.673,,3.413,1.333,-0.674,5.4,5.767,-0.367,,,-4.726,0.659,0.047,0.706,0.0,0.0,0.0,0.706,0.553,1.259,-0.34,0.0,0.919,-2.0736,-2.9926,10.654,0.09,0.09,-0.194631,10.704,0.09,0.09,-0.194631,
09/30/2010,124.08,124.08,-105.172,94.208,,18.908,2.267,-13.336,8.93,,4.406,7.839,-5.136,5.153,5.756,-0.603,,,-0.017,2.703,-0.285,2.418,0.0,0.0,0.0,2.418,0.435,2.853,-0.34,0.0,2.513,2.62025,0.10725,10.849,0.23,0.23,0.24152,10.911,0.23,0.23,0.23983,
12/31/2010,127.906,127.906,-109.717,98.461,,18.189,1.59,-12.183,10.902,,2.842,6.006,-8.873,5.379,5.746,-0.367,,,3.494,-2.838,0.289,-2.549,0.0,0.0,0.0,-2.549,0.767,-1.782,-0.34,0.0,-2.122,0.19135,2.31335,11.14,-0.19,-0.19,0.026104,11.14,-0.19,-0.19,0.026104,
03/31/2011,127.764,127.764,-108.755,97.51,,19.009,1.597,-13.166,9.305,,3.861,7.44,-26.632,6.585,6.967,-0.382,,,20.047,-19.192,0.46,-18.732,0.0,0.0,0.0,-18.732,1.121,-17.611,-0.34,0.0,-17.951,-4.8262,13.1248,12.369,-1.45,-1.45,-0.390185,12.369,-1.45,-1.45,-0.390185,
06/30/2011,112.14,112.14,-102.293,91.289,,9.847,1.87,-12.717,9.035,,3.682,-1.0,-7.076,7.316,7.645,-0.329,,,-0.24,-8.076,0.161,-7.915,0.0,0.0,0.0,-7.915,0.508,-7.407,-0.34,0.0,-7.747,-7.59035,0.15665,13.2,-0.59,-0.59,-0.575027,13.2,-0.59,-0.59,-0.578133,
09/30/2011,132.449,132.449,-111.776,100.164,,20.673,1.769,-13.871,9.884,,3.987,8.571,-7.08,7.227,7.65,-0.423,,,-0.147,1.491,0.084,1.575,0.0,0.0,0.0,1.575,1.154,2.729,-0.34,0.0,2.389,2.44815,0.05915,13.384,0.18,0.18,0.182916,13.442,0.18,0.18,0.182916,
12/31/2011,129.36,129.36,-115.557,103.824,,13.803,1.549,-19.737,12.052,,7.685,-4.385,-7.139,7.197,7.507,-0.31,,,-0.058,-11.524,-0.279,-11.803,0.0,0.0,0.0,-11.803,0.992,-10.811,-0.34,0.0,-11.151,-14.68245,-3.53145,13.815,-0.81,-0.81,-1.0628,13.815,-0.81,-0.81,-1.0628,
