Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1990,139.447998,141.160004,141.160004,,3.574667,0.393879,0.31,0.31,,0.31,0.31,0.31,0.0375,0.133891,,0.022948,8.563049,,
06/30/1990,138.78,138.951996,138.951996,,3.693362,0.422448,0.36,0.36,0.36,0.36,0.36,0.36,0.05,0.922621,,0.462603,9.011385,,
09/30/1990,134.744004,137.792008,137.792008,,4.005312,0.453582,0.335,0.335,0.335,0.335,0.335,0.335,0.05,1.181491,,0.095737,8.925072,,
12/31/1990,132.792007,134.399994,134.399994,,4.46875,0.443452,0.34,0.34,,0.34,0.34,0.34,0.05,1.122024,,0.073047,9.313061,,
03/31/1991,133.207992,133.024004,133.024004,,4.478891,0.489385,0.36,0.36,0.36,0.36,0.36,0.36,0.05,0.571325,,0.076572,9.684855,,
06/30/1991,133.36,133.320008,133.320008,,4.434443,0.540804,0.415,0.415,0.415,0.415,0.415,0.415,0.065,1.386889,,0.034493,9.757048,,
09/30/1991,133.516008,133.451996,133.451996,,4.564937,0.557504,0.395,0.395,0.395,0.395,0.395,0.395,0.065,1.500165,,0.171515,10.274423,,
12/31/1991,134.003998,133.643997,133.643997,,4.672114,0.461674,0.37,0.37,,0.37,0.37,0.37,0.065,-0.055371,,0.245515,10.951166,,
03/31/1992,134.296006,156.61,156.61,,4.794074,0.640444,0.465,0.465,0.465,0.465,0.465,0.465,0.0775,1.078475,,0.250194,11.089682,,
06/30/1992,134.419998,156.772004,156.772004,,4.748935,0.662108,0.47,0.47,0.47,0.47,0.47,0.47,0.0825,0.944046,,0.19268,11.477459,,
09/30/1992,134.820008,157.147994,157.147994,,4.922748,0.671342,0.475,0.475,0.475,0.475,0.475,0.475,0.0825,0.965968,,0.157988,11.882509,,
12/31/1992,158.117996,157.806,157.806,,4.940243,0.632422,0.445,0.445,0.445,0.445,0.445,0.445,0.0825,0.828232,,0.129018,12.717717,,
03/31/1993,158.731994,158.418,158.418,,5.192592,0.719615,0.405,0.48,0.48,0.405,0.48,0.48,0.0825,1.054804,,0.098909,13.02762,,
06/30/1993,158.932006,158.804,158.804,,5.381476,0.738646,0.51,0.51,0.51,0.51,0.51,0.51,0.1,0.990529,,0.226512,13.462361,,
09/30/1993,158.158004,159.119996,159.119996,,5.343766,0.739693,0.455,0.455,0.455,0.455,0.455,0.455,0.1,0.490825,,0.347121,13.776097,,
12/31/1993,151.979996,153.89,153.89,,5.65014,0.80577,0.54,0.54,0.54,0.54,0.54,0.54,0.1,0.998116,,0.13686,13.835374,,
03/31/1994,151.136002,151.216004,151.216004,,5.802296,0.75455,0.51,0.51,0.51,0.51,0.51,0.51,0.1,1.015104,,0.152842,13.951672,,
06/30/1994,147.755996,149.668,149.668,,6.20039,0.851217,0.57,0.57,0.57,0.57,0.57,0.57,0.12,1.685731,,0.618587,13.892498,,
09/30/1994,144.990006,147.659058,147.659058,,6.030785,-0.677913,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,0.12,1.034139,,0.215877,13.242982,,
12/31/1994,144.826004,144.794006,144.794006,,6.407724,0.524193,0.375,0.375,0.375,0.375,0.375,0.375,0.12,0.982776,,0.249265,13.225526,,
03/31/1995,145.168,144.932006,144.932006,,6.589987,0.63961,0.435,0.435,0.39,0.435,0.435,0.39,0.12,1.221262,1.177794,0.221123,14.005153,,
06/30/1995,145.324006,145.240006,145.240006,,7.959928,0.894382,0.61,0.61,0.43,0.61,0.61,0.43,0.1325,1.213853,1.204902,0.489252,14.067187,,
09/30/1995,145.559998,145.442002,145.442002,,6.652824,0.696498,0.46,0.46,0.46,0.46,0.46,0.46,0.1325,0.958458,0.958458,0.236329,14.424292,,
12/31/1995,146.016006,145.789994,145.789994,,7.161671,0.652994,0.425,0.425,0.48,0.425,0.425,0.48,0.1325,1.806708,1.660608,0.291064,15.771558,,
03/31/1996,146.550004,146.199996,146.199996,,6.857729,0.772914,0.49,0.49,0.475,0.49,0.49,0.475,0.1325,1.584131,1.487004,0.29205,15.363357,,
06/30/1996,146.539994,146.619996,146.619996,,6.747374,0.793889,0.5,0.5,0.52,0.5,0.5,0.52,0.1375,0.614514,0.519029,0.309813,15.644193,,
09/30/1996,146.289994,146.199996,146.199996,,6.999316,0.839945,0.3,0.3,0.525,0.3,0.3,0.525,0.1375,2.113543,2.04104,0.288468,15.628546,,
12/31/1996,143.643997,144.600006,144.600006,,7.105809,0.550484,0.33,0.33,0.55,0.33,0.33,0.55,0.1375,-2.426694,-2.533886,0.536047,15.754922,,
03/31/1997,139.550003,145.115997,142.388,,7.325055,1.277495,0.81,0.81,0.55,0.79,0.79,0.54,0.1375,1.564739,1.462904,0.443569,15.251881,,
06/30/1997,,142.099,139.399,,7.119133,0.98279,0.63,0.63,0.63,0.62,0.62,0.62,,0.112626,0.050216,,,,
09/30/1997,,142.35,139.231,,7.506949,1.018451,0.66,0.66,0.66,0.64,0.64,0.64,,0.98254,0.95812,,,,
12/31/1997,138.272003,138.399994,138.300003,,7.477946,0.772957,0.55,0.55,0.66,0.54,0.54,0.64,0.1425,0.753435,,0.410785,17.608771,,
03/31/1998,138.266006,242.625,236.626999,,8.883602,1.160476,0.69,0.69,0.66,0.68,0.68,0.65,0.147,0.762381,,0.405016,17.925592,,
06/30/1998,138.285995,242.835007,237.020996,,8.88993,1.249678,0.73,0.73,0.71,0.71,0.71,0.69,0.147,1.912911,,0.381817,18.688082,,
09/30/1998,138.382996,242.304001,237.033005,,9.04895,1.301507,0.79,0.79,0.74,0.77,0.77,0.72,0.147,2.440167,,0.410455,19.851427,,
12/31/1998,138.709415,241.47,237.229,,9.127046,0.677826,0.39,0.39,0.33,0.39,0.39,0.32,0.147,2.137597,,0.801676,44.309898,34.323553,
