Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1989,257.73999,,,,,,,,,,,,,,,,,,,,,,,,,19.656,,,19.656,19.656,,119.574005,0.2,0.2,,119.574005,0.2,0.2,0.2,
03/31/1990,232.020004,,-179.714005,,52.306,,-24.535999,,,27.77,0.404,,0.951,,,,-1.355,28.174001,-9.497,18.677,0.0,,,18.677001,,18.677,0.0,,18.677,18.677,,118.211998,0.156667,0.156667,,118.211998,0.156667,0.156667,0.156667,
06/30/1990,295.682007,,-207.078003,,88.604004,,-25.587,,,63.016998,-2.943,,1.169,,,,1.774,60.073998,-20.41,39.664001,0.0,,,39.663998,,39.664001,0.0,,39.664001,39.664001,,116.997002,0.34,0.34,,116.997002,0.34,0.34,0.34,
09/30/1990,306.596008,,-216.619003,,89.977005,,-24.802999,,,65.174004,-1.633,,2.248,,,,-0.615,63.541004,-21.413,42.127998,0.0,,,42.128004,,42.127998,0.0,,42.127998,42.127998,,115.974003,0.36,0.36,,115.974003,0.36,0.36,0.36,
12/31/1990,271.011993,,-210.477997,,60.533996,,-26.391001,,,34.143002,-6.703,,3.39,,,,3.313,27.440002,-7.631,19.809,0.0,,,19.809002,,19.809,0.0,,19.809,19.809,,114.349503,0.176667,0.176667,0.176667,114.349503,0.176667,0.176667,0.176667,
03/31/1991,197.039993,,-169.404007,,27.635986,,-25.701,,,1.935,-5.203,,2.744,,,,2.459,-3.268,1.049,-2.219,0.0,,,-2.219,,-2.219,0.0,,-2.219,-2.219,,114.710999,-0.02,-0.02,,114.710999,-0.02,-0.02,-0.02,
06/30/1991,266.397003,,-199.731995,,66.665009,,-25.179001,,,41.486,-3.331,,2.808,,,,0.523,38.155,-12.276,25.879,0.0,,,25.879,,25.879,0.0,,25.879,25.879,,114.645,0.226667,0.226667,,114.645,0.226667,0.226667,0.226667,
09/30/1991,289.23999,,-217.891006,,71.348984,,-24.544001,,,46.805,-3.255,,2.982,,,,0.273,43.55,-13.324,30.226,0.0,,,30.226,,30.226,0.0,,30.226,30.226,,114.542999,0.263333,0.263333,,114.542999,0.263333,0.263333,0.263333,
12/31/1991,254.800995,,-208.319,,46.481995,,-23.434999,,,23.047001,-28.036999,,2.671,,,,25.365999,-4.989998,3.684,-1.306,0.0,,,-1.305998,,-1.306,0.0,,-1.306,-1.306,,114.004497,-0.01,-0.01,-0.01,114.004497,-0.01,-0.01,-0.01,
03/31/1992,210.639999,,-175.100006,,35.539993,,-25.254999,,,10.285,-3.371,,2.363,,,,1.008,6.914,-2.282,4.632,-3.005,,,7.637,,7.637,0.0,,7.637,7.637,,114.443996,0.066667,0.04,,114.443996,0.066667,0.04,0.04,
