Date,Assets,Total Investments,Fixed Income-Trading/AFS & ST Inv,Loans & Mortgages,Fixed Income Securities-HTM,Equity Securities,Real Estate Investments,Other Investments,Cash & Near Cash Items,Net Receivables,Net Fixed Assets,Deferred Policy Acquisition Costs,Other Assets,Total Assets,Liabilities & Shareholders' Equity,Reserve for Outstanding Claim & Loss,Premium Reserve (Unearned),Life Policy Benefits,Other Insurance Reserves,Total Insurance Reserves,Short-Term Borrowings,Other Short-Term Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Policyholders' Equity,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1996,,36788.0,30893.0,3883.0,0.0,1431.0,0.0,581.0,155.0,13598.0,,3064.0,43381.0,96986.0,,17522.0,2907.0,26797.0,39565.0,86791.0,405.0,,1020.0,3889.0,92105.0,0.0,484.0,0.0,1638.0,2759.0,4881.0,96986.0,
06/30/1996,,36121.0,30302.0,3753.0,0.0,1528.0,0.0,538.0,156.0,13644.0,,3247.0,47046.0,100214.0,,17507.0,2846.0,26791.0,43216.0,90360.0,500.0,,1021.0,3462.0,95343.0,0.0,485.0,0.0,1643.0,2743.0,4871.0,100214.0,
09/30/1996,,36306.0,30179.0,3898.0,0.0,1719.0,0.0,510.0,160.0,13600.0,,3370.0,50585.0,104021.0,,18491.0,2857.0,26636.0,46233.0,94217.0,500.0,,1023.0,3728.0,99468.0,0.0,485.0,0.0,1643.0,2425.0,4553.0,104021.0,
12/31/1996,,37639.0,31449.0,3839.0,0.0,1865.0,0.0,486.0,112.0,13026.0,,3535.0,54528.0,108840.0,,18303.0,2797.0,26591.0,50452.0,98143.0,500.0,,1032.0,3645.0,103320.0,0.0,1000.0,0.0,1643.0,2877.0,5520.0,108840.0,
03/31/1997,,37960.0,31889.0,3757.0,0.0,1840.0,0.0,474.0,146.0,13376.0,,3698.0,56342.0,111522.0,,18454.0,2936.0,26145.0,52125.0,99660.0,1137.0,,1025.0,4319.0,106141.0,0.0,1000.0,0.0,1655.0,2726.0,5381.0,111522.0,
06/30/1997,,39953.0,33658.0,3757.0,0.0,2072.0,0.0,466.0,135.0,13258.0,,3816.0,63955.0,121117.0,,18552.0,2959.0,26055.0,59875.0,107441.0,88.0,,1682.0,5225.0,114436.0,0.0,1324.0,0.0,1665.0,3692.0,6681.0,121117.0,
09/30/1997,,40693.0,34576.0,3750.0,0.0,1908.0,0.0,459.0,178.0,13067.0,,4001.0,68892.0,126831.0,,18478.0,2941.0,26223.0,65038.0,112680.0,82.0,,1677.0,5211.0,119650.0,0.0,1373.0,0.0,1668.0,4140.0,7181.0,126831.0,
12/31/1997,,41122.0,35053.0,3759.0,0.0,1922.0,0.0,388.0,140.0,12712.0,,4181.0,73588.0,131743.0,,18376.0,2895.0,26414.0,70131.0,117816.0,291.0,,1482.0,4672.0,124261.0,0.0,1397.0,0.0,1660.0,4425.0,7482.0,131743.0,
03/31/1998,,42040.0,35891.0,3764.0,0.0,1795.0,0.0,590.0,76.0,12507.0,,4358.0,82430.0,141411.0,,18273.0,3117.0,26519.0,78625.0,126534.0,281.0,,1482.0,5362.0,133659.0,0.0,1411.0,0.0,1688.0,4653.0,7752.0,141411.0,
06/30/1998,,42145.0,36038.0,3770.0,0.0,1710.0,0.0,627.0,143.0,12622.0,,4539.0,85499.0,144948.0,,18202.0,3258.0,26722.0,81905.0,130087.0,231.0,,1482.0,5021.0,136821.0,0.0,1690.0,0.0,1595.0,4842.0,8127.0,144948.0,
09/30/1998,,41690.0,35734.0,3745.0,0.0,1522.0,0.0,689.0,135.0,12488.0,,4658.0,82093.0,141064.0,,18216.0,3243.0,26644.0,77985.0,126088.0,231.0,,1482.0,5158.0,132959.0,0.0,1718.0,0.0,1575.0,4812.0,8105.0,141064.0,
12/31/1998,,43696.0,35331.0,6687.0,0.0,1066.0,0.0,612.0,123.0,6811.0,,4579.0,95423.0,150632.0,,19774.0,2478.0,22537.0,91579.0,136368.0,31.0,,1548.0,4547.0,142494.0,0.0,1715.0,0.0,1593.0,4830.0,8138.0,150632.0,
03/31/1999,,40859.0,34483.0,4701.0,0.0,1076.0,0.0,599.0,108.0,6549.0,,4718.0,98726.0,150960.0,,16232.0,2587.0,23320.0,94665.0,136804.0,31.0,,1548.0,4538.0,142921.0,0.0,1709.0,0.0,1569.0,4761.0,8039.0,150960.0,
06/30/1999,,40006.0,33738.0,4529.0,0.0,1131.0,0.0,608.0,201.0,6570.0,,4832.0,105654.0,157263.0,,17074.0,2651.0,22235.0,101282.0,143242.0,31.0,,1548.0,4762.0,149583.0,0.0,1683.0,0.0,1558.0,4439.0,7680.0,157263.0,
09/30/1999,,39417.0,33282.0,4283.0,0.0,1156.0,0.0,696.0,135.0,6490.0,,4922.0,102589.0,153553.0,,16685.0,2715.0,22338.0,98340.0,140078.0,31.0,,1548.0,4440.0,146097.0,0.0,1683.0,0.0,1559.0,4214.0,7456.0,153553.0,
