Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
07/31/1989,100.067001,,-65.410004,,34.656997,,-22.042999,,,12.614,0.631,,0.127,,0.0,-0.758,13.245,-5.188,8.057,0.0,,,8.057,0.0,8.057,0.0,,8.057,8.057,,27.812403,0.290975,0.290975,0.290975,27.812403,0.290975,0.290975,0.290975,
10/31/1989,118.360001,,-79.505997,,38.854004,,-25.031,,,13.823,-0.063,,0.413,,0.0,-0.35,13.76,-5.507,8.253,0.0,,,8.253,0.0,8.253,0.0,,8.253,8.253,,27.812403,0.296265,0.296265,0.296265,27.812403,0.296265,0.296265,0.296265,
01/31/1990,95.427002,,-65.098999,,30.328003,,-20.674,,,9.654,0.038,,0.331,,0.0,-0.369,9.692,-3.608,6.084,0.0,,,6.084,0.0,6.084,0.0,,6.084,6.084,,27.812403,0.216908,0.216908,0.216908,27.812403,0.216908,0.216908,0.216908,
04/30/1990,108.502998,,-71.434998,,37.068001,,-24.16,,,12.908,0.339,,0.215,,0.0,-0.554,13.247,-5.464,7.783,0.0,,,7.783,0.0,7.783,0.0,,7.783,7.783,,27.812402,0.280394,0.280394,0.280394,27.812402,0.280394,0.280394,0.280394,
07/31/1990,110.742996,,-71.316002,,39.426994,,-25.871,,,13.556,0.275,,0.149,,0.0,-0.424,13.831,-5.363,8.468,0.0,,,8.468,0.0,8.468,0.0,,8.468,8.468,,27.918254,0.301555,0.301555,0.301555,27.918254,0.301555,0.301555,0.301555,
10/31/1990,125.177002,,-82.198997,,42.978005,,-28.612,,,14.366,-0.035,,0.313,,0.0,-0.278,14.331,-5.732,8.599,0.0,,,8.599,0.0,8.599,0.0,,8.599,8.599,,27.918254,0.312136,0.312136,0.312136,27.918254,0.312136,0.312136,0.312136,
01/31/1991,102.003998,,-66.045998,,35.958,,-25.778,,,10.18,0.136,,0.17,,0.0,-0.306,10.316,-4.047,6.269,0.0,,,6.269,0.0,6.269,0.0,,6.269,6.269,,13.959127,0.444397,0.444397,0.444397,13.959127,0.444397,0.444397,0.444397,
04/30/1991,117.052002,,-76.120003,,40.931999,,-27.489,,,13.443,0.66,,0.156,,0.0,-0.816,14.103,-5.695,8.408,0.0,,,8.408,0.0,8.408,0.0,,8.408,8.408,,27.916364,0.301555,0.301555,0.301555,27.916364,0.301555,0.301555,0.301555,
07/31/1991,119.721001,,-77.806,,41.915001,,-27.740999,,,14.174,0.516,,0.092,,0.0,-0.608,14.69,-5.746,8.944,0.0,,,8.944,0.0,8.944,0.0,,8.944,8.944,,27.912583,0.322717,0.322717,0.322717,27.912583,0.322717,0.322717,0.322717,
10/31/1991,130.757996,,-85.324997,,45.432999,,-30.509001,,,14.924,0.401,,0.14,,0.0,-0.541,15.325,-6.021,9.304,0.0,,,9.304,0.0,9.304,0.0,,9.304,9.304,,27.91542,0.338589,0.338589,0.338589,27.91542,0.338589,0.338589,0.338589,
01/31/1992,111.964996,,-72.682999,,39.281997,,-28.389,,,10.893,0.19,,0.121,,0.0,-0.311,11.083,-4.353,6.73,0.0,,,6.73,0.0,6.73,0.0,,6.73,6.73,,27.916364,0.24336,0.24336,0.24336,27.916364,0.24336,0.24336,0.24336,
04/30/1992,121.028,,-78.319,,42.709,,-28.249001,,,14.46,0.525,,0.093,,0.0,-0.618,14.985,-5.845,9.14,0.0,,,9.14,0.0,9.14,0.0,,9.14,9.14,,27.914473,0.328008,0.328008,0.328008,27.914473,0.328008,0.328008,0.328008,
08/01/1992,124.780998,,-81.353996,,43.427002,,-28.15,,,15.277,0.403,,0.065,,0.0,-0.468,15.68,-6.167,9.513,4.454,,,5.059,0.0,5.059,0.0,,5.059,5.059,,27.945662,0.179875,0.338589,0.338589,27.945662,0.179875,0.338589,0.338589,
10/31/1992,133.863998,,-86.552002,,47.311996,,-30.577999,,,16.733999,0.242,,0.056,,0.0,-0.298,16.975999,-6.714,10.262,0.0,,,10.261999,0.0,10.262,0.0,,10.262,10.262,,27.984412,0.370331,0.370331,0.370331,27.984412,0.370331,0.370331,0.370331,
01/31/1993,110.366997,,-69.807999,,40.558998,,-29.021999,,,11.537,0.937,,0.121,,0.0,-1.058,12.474,-5.177,7.297,0.0,,,7.297,0.0,7.297,0.0,,7.297,7.297,,27.987247,0.264522,0.264522,0.264522,27.987247,0.264522,0.264522,0.264522,
04/30/1993,122.296997,,-76.216003,,46.080994,,-29.891001,,,16.190001,0.15,,0.143,,0.0,-0.293,16.340001,-6.013,10.327,0.0,,,10.327001,0.0,10.327,0.0,,10.327,10.327,,27.78216,0.370331,0.370331,0.370331,27.78216,0.370331,0.370331,0.370331,
07/31/1993,118.254997,,-74.378998,,43.875999,,-29.566,,,14.31,0.303,,0.056,,0.0,-0.359,14.613,-5.706,8.907,0.0,,,8.907,0.0,8.907,0.0,,8.907,8.907,,27.601646,0.328008,0.328008,0.328008,27.601646,0.328008,0.328008,0.328008,
10/31/1993,130.970001,,-88.486,,42.484001,,-32.429001,,,17.511,0.103,,0.042,,0.0,-0.145,17.614,-7.192,10.422,0.0,,,10.422,0.0,10.422,0.0,,10.422,10.422,,27.601646,0.370331,0.370331,0.370331,27.601646,0.370331,0.370331,0.370331,
01/31/1994,115.615997,,-74.708,,40.907997,,-29.021,,,11.887,0.473,,0.116,,0.0,-0.589,12.36,-4.973,7.387,0.0,,,7.387,0.0,7.387,0.0,,7.387,7.387,,27.561007,0.275103,0.275103,0.275103,27.561007,0.275103,0.275103,0.275103,
04/30/1994,120.894997,,-73.724998,,47.169999,,-33.022999,,,6.691,1.445,,0.296,,0.0,-1.741,8.136,-4.354,3.782,0.0,,,3.782,0.0,3.782,0.0,,3.782,3.782,,27.549665,0.137552,0.137552,0.137552,27.549665,0.137552,0.137552,0.137552,
07/30/1994,144.347,,-94.419998,,49.927002,,-34.722,,,15.205,0.156,,0.739,,0.0,-0.895,15.361,-6.146,9.215,0.0,,,9.215,0.0,9.215,0.0,,9.215,9.215,,27.532653,0.338589,0.338589,0.338589,27.532653,0.338589,0.338589,0.338589,
10/31/1994,184.339005,,-120.771004,,63.568001,,-42.778,,,20.790001,0.108,,1.385,,0.0,-1.493,20.898001,-8.572,12.326,0.0,,,12.326001,0.0,12.326,0.0,,12.326,12.326,,27.570458,0.444397,0.444397,0.444397,27.570458,0.444397,0.444397,0.444397,
01/31/1995,157.348007,,-100.599998,,56.748009,,-41.841,,,14.907,-0.442,,1.299,,0.0,-0.857,14.465,-5.776,8.689,0.0,,,8.689,0.0,8.689,0.0,,8.689,8.689,,27.566676,0.317427,0.317427,0.317427,27.566676,0.317427,0.317427,0.317427,
04/30/1995,142.244995,,-95.222,,47.022995,,-35.425999,,,11.597,-0.941,,1.092,,0.0,-0.151,10.656,-4.583,6.073,0.0,,,6.073,0.0,6.073,0.0,,6.073,6.073,,27.559116,0.222199,0.222199,0.222199,27.559116,0.222199,0.222199,0.222199,
07/31/1995,133.897003,,-85.294998,,48.602005,,-32.844002,,,15.758,0.193,,0.39,,0.0,-0.583,15.951,-6.567,9.384,-0.14,,,9.524,0.0,9.524,0.0,,9.524,9.524,,27.562896,0.349169,0.349169,0.349169,27.562896,0.349169,0.349169,0.349169,
10/31/1995,142.563004,,-93.182999,,49.380005,,-34.205002,,,15.175,-7.445,,0.993,,0.0,6.452,7.73,0.905,8.635,-0.781,,,9.416,0.0,9.416,0.0,,9.416,9.416,,27.556281,0.338589,0.306846,0.306846,27.556281,0.338589,0.306846,0.306846,
01/31/1996,121.207001,,-76.373001,,44.834,,-33.389999,,,11.444,-0.859,,0.983,,0.0,-0.124,10.585,-4.729,5.856,-0.481,,,6.337,0.0,6.337,0.0,,6.337,6.337,,27.565732,0.23278,0.211618,0.211618,27.565732,0.23278,0.211618,0.211618,
04/30/1996,130.908997,,-82.244003,,48.664994,,-37.048,,,11.617,-1.088,,0.027,,0.0,1.061,10.529,-4.951,5.578,1.542,,,4.036,0.0,4.036,0.0,,4.036,4.036,,27.568567,0.148132,0.201037,0.201037,27.568567,0.148132,0.201037,0.201037,
07/31/1996,129.628998,,-85.883003,,43.745995,,-30.517,,,13.229,-0.398,,0.75,,0.0,-0.352,12.831,-5.342,7.489,0.0,,,7.489,0.0,7.489,0.0,,7.489,7.489,,27.564787,0.275103,0.275103,0.275103,27.564787,0.275103,0.275103,0.275103,
10/31/1996,138.296005,,-94.156998,,44.139008,,-30.563,,,13.576,-0.245,,0.669,,0.0,-0.424,13.331,-5.513,7.818,0.0,,,7.818,0.0,7.818,0.0,,7.818,7.818,,27.4079,0.285684,0.285684,0.285684,27.4079,0.285684,0.285684,0.285684,
01/31/1997,120.250999,,-80.383003,,39.867996,,-28.862,,,11.006,-0.019,,0.371,,0.0,-0.352,10.987,-4.454,6.533,0.0,,,6.533,0.0,6.533,0.0,,6.533,6.533,,27.494848,0.23278,0.23278,0.23278,27.5525,0.23278,0.23278,0.23278,
04/30/1997,135.931,,-88.526001,,47.404999,,-32.012001,,,15.393,0.624,,0.0,,0.0,-0.624,16.017,-6.922,9.095,0.0,,,9.095,0.0,9.095,0.0,,9.095,9.095,,27.691429,0.328008,0.328008,0.328008,27.691429,0.328008,0.328008,0.328008,
07/31/1997,147.389008,,-95.992996,,51.396012,,-35.389999,,,16.006001,0.819,,0.005,,0.0,-0.824,16.825001,-6.852,9.973,0.0,,,9.973001,0.0,9.973,0.0,,9.973,9.973,,27.477836,0.35975,0.35975,0.35975,27.592195,0.35975,0.35975,0.35975,
10/31/1997,145.186996,,-95.973999,,49.212997,,-35.346001,,,13.867,0.571,,0.085,,0.0,-0.656,14.438,-5.836,8.602,0.0,,,8.602,0.0,8.602,0.0,,8.602,8.602,,27.501466,0.317427,0.317427,0.317427,27.766093,0.306846,0.306846,0.306846,
01/31/1998,130.658005,,-83.426003,,47.232002,,-35.005001,,,12.227,0.934,,0.03,,0.0,-0.964,13.161,-5.128,8.033,2.958,,,5.075,0.0,5.075,0.0,,5.075,5.075,,27.440978,0.179875,0.285684,0.285684,27.768928,0.179875,0.285684,0.285684,
04/30/1998,142.242004,,-90.220001,,52.022003,,-37.057999,,,14.964,1.371,,0.025,,0.0,-1.396,16.335,-6.595,9.74,0.0,,,9.74,0.0,9.74,0.0,,9.74,9.74,,27.4079,0.35975,0.35975,0.35975,27.88045,0.349169,0.349169,0.349169,
07/31/1998,150.5,,-96.638,,53.862,,-37.342,,,16.52,0.916,-0.621,0.004,-0.625,0.0,-0.295,17.436,-7.02,10.416,0.0,,,10.416,0.0,10.416,0.0,,10.416,10.416,,27.433418,0.380912,0.380912,0.380912,27.721673,0.380912,0.380912,0.380912,
10/31/1998,154.894,,-103.204,,51.69,,-37.378,,,14.312,0.373,-0.182,0.256,-0.438,,-0.191,14.685,-5.622,9.063,,,,9.063,,9.063,0.0,,9.063,9.063,,27.448669,0.328008,0.328008,0.328008,27.627113,0.328008,0.328008,0.328008,
01/31/1999,140.772003,,-91.717003,,49.055,,-35.465,,,13.59,0.215,0.252,0.252,,0.0,-0.467,13.805,-5.56,8.245,0.0,,,8.245,0.0,8.245,0.0,,8.245,8.245,,27.475948,0.296265,0.296265,0.296265,27.68576,0.296265,0.296265,0.296265,
