Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,EBIT,EBIT Surprise %,EBITDA,EBITDA Surprise %,Gross Margin %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Net Income Surprise %,Source: Bloomberg
12/31/1989,,,0.0,,8.353999,8.353999,,,,,,,,,,,,
03/31/1990,,,6.049,,6.049,6.049,,,,,,,,,,,,
06/30/1990,,,8.511,,8.511,8.511,,,,,,,,,,,,
09/30/1990,,,8.713,,8.713,8.713,,,,,,,,,,,,
12/31/1990,,,0.0,,6.775,6.775,,,,,,,,,,,,
03/31/1991,,,3.903,,2.634,2.634,,,,,,,,,,,,
06/30/1991,,,7.793,,7.515,7.515,,,,,,,,,,,,
09/30/1991,,,9.449,,8.815,8.815,,,,,,,,,,,,
12/31/1991,,,0.0,,8.937,8.937,,,,,,,,,,,,
03/31/1992,,,6.276,,8.125,8.125,,,,,,,,,,,,
06/30/1992,,,9.818,,10.137,10.137,,,,,,,,,,,,
09/30/1992,,,10.429,,10.672,10.672,,,,,,,,,,,,
12/31/1992,,,0.0,,9.824,9.824,,,,,,,,,,,,
03/31/1993,,,4.98298,,4.982983,4.982983,,,,,,,,,,,,
06/30/1993,,,13.5,,13.499982,13.499982,,,,,,,,,,,,
09/30/1993,,,8.782,,8.782,8.782,,,,,,,,,,,,
12/31/1993,,,0.0,,10.956035,10.956035,,,,,,,,,,,,
03/31/1994,,,5.726,,5.726,5.726,,,,,,,,,,,,
06/30/1994,,,11.575,,11.575,11.575,,,,,,,,,,,,
09/30/1994,,,12.26,,12.26,12.26,,,,,,,,,,,,
12/31/1994,,,0.0,,10.831,10.831,,,,,,,,,,,,
03/31/1995,,,4.89,,4.89,4.89,,,,,,,,,,,,
06/30/1995,,,-2.139,,-2.139,-2.139,,,,,,,,,,,,
09/30/1995,,,1.84,,1.84,1.84,,,,,,,,,,,,
12/31/1995,,,0.0,,-6.761,-6.761,,,,,,,,,,,,
03/31/1996,,,2.803,,2.803,2.803,,,,,,,,,,,,
06/30/1996,,,6.866,,6.866,6.866,,,,,,,,,,,,
09/30/1996,,,7.082,,7.082,7.082,,,,,,,,,,,,
12/31/1996,,,0.0,,5.364,5.364,,,,,,,,,,,,
03/31/1997,,,0.568,,0.568,0.568,,,,,,,,,,,,
06/30/1997,,,1.865,,1.865,1.865,,,,,,,,,,,,
09/30/1997,,,1.922,,1.922,1.922,,,,,,,,,,,,
12/31/1997,,,0.0,,7.011,7.011,,,,,,,,,,,,
03/31/1998,,,9.483,,9.483,9.483,,,,,,,,,,,,
06/30/1998,,,15.624,,15.624,15.624,,,,,,,,,,,,
09/30/1998,,,10.848,,10.848,10.848,,,,,,,,,,,,
12/31/1998,,,0.0,,10.882,10.882,,,,,,,,,,,,
03/31/1999,,,10.585,,10.585,10.585,,,,,,,,,,,,
06/30/1999,,,10.785,,10.785,10.785,,,,,,,,,,,,
09/30/1999,,,4.958,,4.958,4.958,,,,,,,,,,,,
12/31/1999,,,5.581,,5.581,5.581,,,,,,,,,,,,
03/31/2000,,,5.013,,5.013,5.013,,,,,,,,,,,,
06/30/2000,,,11.054,,11.054,11.054,,,,,,,,,,,,
09/30/2000,,,9.123,,9.123,9.123,,30.0,,,,,,,,,,
12/31/2000,,,10.885,,10.885,10.885,,23.015873015873,,,,,,,,,,
03/31/2001,,,1.646,,1.646,1.646,,-10.7142857142857,,,,,,,,,,
06/30/2001,,,8.568,,8.568,8.568,,76.4705882352941,,,,,,,,,,
09/30/2001,,,4.549,,4.549,4.549,,150.0,,,,,,,,,,
12/31/2001,,,7.982,,18.181999,18.181999,,57.1428571428571,,,,,,,,,,
03/31/2002,,,4.854,,4.854,4.854,,16.0714285714286,,,,,,,,,,
06/30/2002,,,15.479,,15.479,15.479,,44.9275362318841,,,,,,,,,,
09/30/2002,,,16.756001,,16.756,16.756,,9.37499999999999,,,,,,,,,,
12/31/2002,,,14.727,,14.727,14.727,,-9.31372549019607,,,,,,,,,,
03/31/2003,,,11.178,,11.178,11.178,,70.7317073170732,,,,,,,,,,
06/30/2003,,,25.129,,25.129,25.129,,27.0491803278689,,,,,,,,,,
09/30/2003,,,32.660999,,32.661,32.661,,12.3595505617978,,,,,,,,,,
12/31/2003,,,26.490999,,26.490999,26.490999,,-8.04597701149424,,,,,,,,,,
03/31/2004,,,32.973999,,32.974,32.974,,60.0,,,,,,,,,,
06/30/2004,,,45.625,,45.625,45.625,,18.5344827586207,,,,,,,,,,
09/30/2004,,,47.875,,47.875,47.875,,2.88808664259926,,,,,,,,,,
12/31/2004,,,19.782,,19.782,19.782,,-58.7628865979381,,,,,,,,,,
03/31/2005,,,47.499001,,47.499,47.499,,12.6482213438735,,,,,,,,,,
06/30/2005,,,54.631001,,54.631,54.631,,-2.07715133531157,,,,,,,,,,
09/30/2005,,52.75,55.643002,,39.843,39.843,,6.70731707317072,,,,,,,,,5.48436398104266,
12/31/2005,,57.713,65.337997,,65.338,65.338,,14.2061281337047,,,,,,,,,13.2119227903592,
03/31/2006,,50.375,48.98,-1.50016494522454,48.98,48.98,,-1.27388535031847,,,,,,,,,-2.76923076923078,
06/30/2006,,59.163,55.334,1.38534446057087,55.334,55.334,,-2.70270270270271,,,,,,,,,-6.47195037438939,
09/30/2006,,58.214,57.834,-1.92501122714719,57.834,57.834,,4.55764075067025,,,,,,,,,-0.65276393994571,
12/31/2006,,60.3,65.863998,-5.89243874110526,57.804,57.804,,7.84313725490197,,,,,,,,,9.22719402985074,
03/31/2007,,45.186,44.169998,0.434633375314868,44.17,44.17,,-0.990099009900991,,,,,,,,,-2.24848846988005,
06/30/2007,,54.54,53.556999,-0.750639834031623,63.857,63.857,,0.795755968169762,,,,,,,,,-1.80234873487349,
09/30/2007,,55.317,50.783001,-0.0181655079614175,50.783,50.783,,-3.79746835443038,,,,,,,,,-8.19639351374804,
12/31/2007,,50.757,54.323002,4.11112075766057,54.323,54.323,,7.14285714285713,,,,,,,,,7.02563587288454,
03/31/2008,,37.375,36.412998,3.57349580285753,36.413,36.413,,-5.40540540540539,,,,,,,,,-2.57391839464882,
06/30/2008,,45.75,50.604,5.12107199210091,50.604,50.604,,8.03324099722992,,,,,,,,,10.6098360655738,
09/30/2008,,54.344,60.299999,-0.0782158092445579,60.3,60.3,,12.1718377088305,,,,,,,,,10.959809730605,
12/31/2008,,50.213,55.849998,-5.24642035541196,53.276,53.276,,8.58585858585858,,,,,,,,,11.2261725051282,
03/31/2009,,28.989,30.758,-7.76542315093174,30.758,30.888,,9.58904109589041,,3.90154968094804,,2.52195783310081,,,9.23002399982385,,6.10231467108213,
06/30/2009,,38.65,30.744,-1.43610755441741,24.049,24.114,,-24.5901639344262,,-32.450188630528,,-18.3661971830986,,,-36.3789174249649,,-20.4553686934023,
09/30/2009,,40.164,39.963,3.03959444061329,39.963,40.613,,9.92907801418441,,10.0625126033474,,4.80003550978739,,,12.5208130983766,,-0.500448162533613,
12/31/2009,,41.275,41.665,3.95365101944049,41.665,41.665,,0.628930817610063,,0.393668272539575,,-0.564771160340512,,,6.00356258680032,,0.944881889763781,
03/31/2010,,34.636,37.482,5.7309588691295,37.482,37.482,,8.61423220973781,,7.02893145641236,,3.72300283896934,,,7.99135303706853,,8.2168841667629,
06/30/2010,,46.331,52.113,2.92314410480349,52.113,51.658,,12.6760563380282,,11.5484186103309,,6.72424663673724,,,11.9070258848389,,12.47976516803,
09/30/2010,,55.8,54.769,-0.0786380218889292,52.169,52.16887,,-2.49433106575964,,-5.94512351834528,,-4.80431721563845,,,-7.5232478278407,,-1.84767025089606,
12/31/2010,,55.857,57.853,0.884309806136257,57.853,57.853,,3.37078651685394,,0.0154110116815474,,-0.712457912457908,,,-1.28288854698206,,3.57341067368459,
03/31/2011,,47.131,50.095,3.57114397276959,50.095,47.235,,5.26315789473685,,5.45700029351335,,4.33972861915039,,,6.3505337845784,,6.28885446945747,
06/30/2011,,64.867,65.696,3.6884373715003,65.696,64.526,,0.569259962049336,,0.328996825003759,,-0.651771873859099,,,1.48514380793915,,1.27799959917985,
09/30/2011,,68.192,68.65,0.67542710578883,68.65,68.647465,,1.78571428571427,,2.04643164230439,,0.455020313406844,,,1.18297030780815,,0.671633036133289,
12/31/2011,,68.8,75.1,1.00058675607711,72.565,70.03,,8.24742268041238,,1.66353524100893,,1.71624256075739,,,3.4684708776809,,9.15697674418604,
03/31/2012,,61.727,,,67.684,63.979,,,,,,,,,,,,
06/30/2012,,79.994,80.451,-3.74769938650306,80.451,77.786,,0.903614457831326,,0.326097288128156,,-1.34084081786699,,,0.274765448822048,,0.571292846963514,
09/30/2012,,80.4,78.241,1.49478189217893,78.241,77.006,,-1.81268882175227,,-3.45468134355975,,-1.67055707564914,,,-2.97270805893343,,-2.68532338308458,
12/31/2012,,83.329,83.977,0.91865862717815,83.977,80.532,,0.719424460431655,,1.60054438356359,,1.07375980742243,,,2.35194673270704,,0.777640437302752,
03/31/2013,,77.081,73.349,0.293288606238501,73.349,72.504,,-5.13219284603422,,-4.38177243842195,,-2.18411200682403,,,-4.30372608257805,,-4.84166007187244,
06/30/2013,,88.676,87.7,-1.46759247713678,87.697,91.792,,-1.61725067385445,,-1.78301339925241,,0.924584514532963,,,-2.42660068561318,,-1.10063602327574,
09/30/2013,,93.178,89.472,-0.636174840471874,89.472,89.017,,-3.96927016645327,,-4.36887352092123,,-2.13017751479289,,,-4.20231404958677,,-3.9773337053811,
12/31/2013,,94.179,91.864,-0.207940173879133,91.864,91.604,,-2.65486725663717,,-3.6909488950363,,-1.58814092510104,,,-2.64288052373159,,-2.45808513575213,
03/31/2014,,75.013,68.664,0.418258332334074,68.664,66.909,,-4.91803278688525,,-7.92229199372057,,-2.04714803304464,,,-9.07622950819672,,-8.46386626318105,
06/30/2014,,93.163,93.408,1.23712189787514,93.408,91.848,,0.508905852417303,,1.22695486331849,,1.36495703238151,,,-0.41707086905161,,0.262979938387562,
09/30/2014,,99.932,102.414,0.655612182354349,102.414,102.219,,2.95857988165681,,1.65386887182515,,2.56202011328745,,,2.44643962848297,,2.48368890845775,
12/31/2014,,104.075,110.306,-0.852374229062406,110.306,109.916,,5.32276330690827,,4.56673736686543,,4.62102102102102,,,5.40137307932356,,5.98702858515493,
03/31/2015,,84.856,91.932,-6.34193925993367,91.932,91.4094,,7.8838174273859,,5.9927344240802,,8.08497030607584,,,7.88206323955632,,8.33883284623363,
06/30/2015,,105.667,103.419,-4.06107119427988,103.419,104.03715,,-2.22222222222222,,-2.64492449076798,,-0.810789980732171,,,-2.39636397625834,,-2.12743808379154,
09/30/2015,,114.333,115.139,-2.04904419509509,115.139,114.2264,,1.74717368961973,,0.742657873264837,,2.36720997474147,,,0.449302285393367,,0.704958323493652,
12/31/2015,,115.389,116.746,0.0430162474279812,116.746,116.7304,,1.91725529767911,,-0.290506836215147,,0.884863701578187,,,1.3994623655914,,1.17602197783151,
03/31/2016,,97.771,100.098,0.0531448393219385,100.098,100.1175,,2.93434935521688,,1.63940380913174,,2.30569296554037,,,2.29622871046228,,2.38005134446819,
06/30/2016,,110.833,105.011,-0.21464318813716,105.011,105.6415,,-5.15463917525773,,-5.07068721582011,,-3.14556040756914,,,-5.19180282904274,,-5.25294812916731,
09/30/2016,,116.0,109.425,0.747325277483477,109.425,110.95705,,-4.90196078431373,,-6.50127746550842,,-3.84138872607687,,,-5.83527629128897,,-5.66810344827586,
12/31/2016,,114.412,108.056,-0.30532927308927,117.556,110.09245,,-4.75475247524753,,1.07176287051481,,0.708094163854116,,,2.06750529331175,,-5.55536132573507,
03/31/2017,,95.618,102.702,-0.567849605300586,102.702,90.21285,,-5.88235294117646,,-6.39786967418545,,-4.65180530777853,,,-7.83968972204265,,7.40864690748604,
06/30/2017,,102.477,97.869,-0.54790607620583,97.869,98.9636,,-3.27283680175247,,-5.18974798778473,,-1.89996789432647,,,-4.79550980858182,,-4.49661875347639,
09/30/2017,,106.2,102.335,1.30195868090609,100.385,106.0504,,-3.84230769230769,,-6.72011851382755,,-3.48900001479487,,,-9.53909759674792,,-3.63935969868174,
12/31/2017,,110.625,101.393,3.41356853611935,385.308,102.4681,,-9.34455445544555,,6.15747126436782,,10.770477568741,,,6.10688836104513,,-8.34531073446328,
03/31/2018,,120.583,118.142,3.51261042657452,118.142,120.36585,,0.0617840375586899,,1.16763470056884,,2.40940020678663,,,-0.169480925578496,,-2.024331788063,
06/30/2018,,140.083,151.652,4.48207292942249,151.652,154.53076,,7.97163120567377,,8.88354977038412,,5.90325135651208,,,8.59972341000492,,8.25867521398028,
09/30/2018,,154.538,131.11,-0.522874345844343,131.11,162.30078,,-14.93924231594,,-1.26646613901095,,-1.58026288884752,,,-1.81831325301205,,-15.1600253659294,
12/31/2018,,162.643,88.681,0.915573013562706,88.681,91.57714,,-45.6081591368847,,13.6600441501104,,10.1904990701937,,,14.2042739919196,,-45.4750588712702,
03/31/2019,,139.167,119.6,-4.91508402411129,119.601,121.38008,,-12.6602564102564,,-14.390306122449,,-8.20851477883587,,,-16.672320125776,,-14.0600860836262,
06/30/2019,,148.462,133.633,-0.0862784944336444,133.633,151.6371,,1.40636565507033,,2.16808664675338,,2.9417782596082,,,1.32991360415273,,-9.98841454378897,
09/30/2019,,155.0,118.41,1.00493858708634,118.41,153.91157,,-3.24809951624051,,-3.23588861461808,,-2.0068359657392,,,-2.18628478514267,,-23.6064516129032,
12/31/2019,,160.909,144.7,-0.241993236077347,144.676,147.81388,,-9.87983978638184,,-8.24429530201342,,-5.7447614310182,,,-9.87326821769371,,-10.0733955216924,
03/31/2020,,100.625,104.834,4.91819114783553,104.834,115.71388,,2.2964509394572,,6.1323731138546,,5.77452968219663,,,9.89396027938426,,4.18285714285715,
06/30/2020,,90.753,121.698,5.61843383849272,121.698,141.8983,,35.2313167259786,,31.2782890201133,,18.8642023346303,,,34.27805850294,,34.0980463455753,
09/30/2020,,130.733,,,,,,,,,,,,,,,,
12/31/2020,,145.733,,,,,,,,,,,,,,,,
