Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
04/30/1989,-10.669,-0.42,1.36,-0.317,,,-0.317,-11.292,,,,-11.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1989,-0.771,2.756,1.388,-0.187,,,-0.187,-4.728,,,,-4.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/1989,2.592,2.759,1.396,-0.313,,,-0.313,-1.25,,,,-1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/1990,41.745998,7.282,1.881,-0.905,,,-0.905,33.487999,,,,33.487999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/30/1990,-15.239,0.39,1.522,-0.756,,,-0.756,-16.395,,,,-16.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1990,-9.284,2.548,1.564,1.134,,,1.134,-14.53,,,,-14.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/1990,3.817,2.765,1.708,-0.465,,,-0.465,-0.191,,,,-0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/1991,44.547001,8.913,1.703,0.927,,,0.927,33.004002,,,,33.004002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/30/1991,0.164,1.172,1.549,-0.952,,,-0.952,-1.605,,,,-1.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1991,-6.844,3.756,1.587,-1.729,,,-1.729,-10.458,,,,-10.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/1991,-13.356,4.282,1.666,1.355,,,1.355,-20.659,,,,-20.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
