Date,P/E,P/Book,P/Tangible Book,P/Sales,P/Cash Flow,P/Free Cash Flow,Average,High,Low,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
12/31/1982,,,,,,,,,,,,,3.5625,,
03/31/1983,,,,,,,,,,,,,5.375,,
06/30/1983,,,,,,,,,,,,,7.9375,,
09/30/1983,,,,,,,,,,,,,9.0625,,
12/31/1983,,,,,,,,,,,,,9.0,,
03/31/1984,,,,,,,,,,,,,7.46875,,
06/30/1984,,,,,,,,,,,,,6.84375,,
09/30/1984,,,,,,,,,,,,,6.5625,,
12/31/1984,,,,,,,,,,,,,6.5,,
03/31/1985,,,,,,,,,,,,,5.875,,
06/30/1985,,,,,,,,,,,,,5.875,,
09/30/1985,,,,,,,,,,,,,5.09375,,
12/31/1985,,,,,,,,,,,,,5.78125,,
03/31/1986,,,,,,,,,,,,,6.21875,,
06/30/1986,,,,,,,,,,,,,5.5,,
09/30/1986,,,,,,,,,,,,,4.3125,,
12/31/1986,,,,,,,,,,,,,4.09375,,
03/31/1987,,,,,,,,,,,,,5.90625,,
06/30/1987,,,,,,,,,,,,,6.5625,,
09/30/1987,,,,,,,,,,,,,8.5,,
12/31/1987,,,,,,,,,,,,,4.03125,,
03/31/1988,,,,,,,,,,,,,4.0,,
06/30/1988,,,,,,,,,,,,,4.40625,,
09/30/1988,,,,,,,,,,,,,3.59375,,
12/31/1988,,,,,,,,,,,,,2.9375,,
03/31/1989,,,,,,,,,,,,,2.90625,,
06/30/1989,,,,,,,,,,,,,2.84375,,
09/30/1989,,,,,,,,,,,,,3.15625,,
12/31/1989,,,,,,,,,,,,,2.75,,
03/31/1990,,,,,,,351.23401,351.23401,351.23401,,,,2.625,355.507506,
06/30/1990,,,,,,,325.241282,348.223378,299.89688,,,,2.53125,348.263875,
09/29/1990,,,,,,,268.538877,344.516003,185.117374,0.423788,,,1.25,190.847999,
12/31/1990,,,,,,,207.602393,261.297624,157.477124,0.506338,13.178322,,1.75,232.347,
03/30/1991,,,,,,,290.610369,350.992001,213.800626,0.733811,14.326399,,2.53125,339.951127,
06/29/1991,,,,,,,365.170567,441.879502,327.097995,0.856479,11.01094,1604.877304,3.15625,415.662994,
09/28/1991,,,,,,,406.741677,464.893994,362.644995,0.761744,7.430545,27.825215,3.0,379.842011,
12/31/1991,,,,,,,441.090606,526.474515,361.592996,0.97032,8.1421,20.518486,3.96875,493.818392,
03/29/1992,,,,,,,552.454486,630.865266,486.595264,0.979305,7.480659,15.796076,4.0,514.415012,
06/28/1992,,,,,,,421.947186,508.385886,323.266007,0.611734,4.708432,9.831239,2.625,323.958987,
09/27/1992,,,,,,,375.469625,449.904233,311.102507,0.799885,6.524564,14.086364,3.46875,424.520742,
12/31/1992,,,,,,,438.756475,493.850991,361.858986,0.897232,7.543496,17.182847,3.84375,475.157261,
04/04/1993,,,,,,,476.170838,558.421236,415.682488,0.846504,7.182305,16.715359,3.6875,443.090734,
07/04/1993,,,,,,,514.387675,668.903853,374.065767,1.208875,9.626785,20.38313,5.21875,638.236586,
10/03/1993,,,,,,,806.021882,939.47282,639.618606,1.609353,11.522551,21.759626,6.84375,863.857161,
12/31/1993,,,,,,,733.42099,859.447785,612.522775,1.557448,10.067694,16.850046,6.9375,863.969247,
04/03/1994,,,,,,,853.915556,971.030255,729.073784,1.321312,8.036971,12.392288,6.3125,794.655492,
07/03/1994,,,,,,,736.675162,845.181255,629.052743,1.240279,7.19951,10.536881,6.5,796.092978,
10/02/1994,,,,,,,872.672796,992.574972,724.644979,1.287097,7.132642,9.815225,7.34375,910.538838,
12/31/1994,,,,,,,961.313533,1072.453333,800.282967,1.449898,7.698714,10.438318,8.46875,1127.63063,
04/02/1995,,,,,,,1111.225595,1323.995712,955.190472,1.598545,8.226594,10.787599,10.375,1335.472428,
07/02/1995,,,,,,,1780.226567,2218.093636,1268.428962,2.375261,11.213625,13.966571,16.34375,2233.911132,
10/01/1995,,,,,,,2651.241225,2934.416008,2172.105387,2.355222,10.324327,12.423177,18.0,2490.176044,
12/31/1995,,,,,,94.267907,1889.570689,2480.642758,1382.361527,1.535869,6.362579,7.486022,12.5625,1829.25433,
03/31/1996,,,,,,30.831956,1475.248982,1807.739535,1103.805546,0.853603,3.35141,3.898083,8.375,1116.368046,
06/30/1996,,,,,,14.259787,1303.711556,1564.55706,1083.147045,0.867042,3.862229,4.624739,8.625,1164.15324,
09/29/1996,,,,,,9.227133,984.077639,1216.323865,694.617618,0.837672,4.239481,5.339671,8.4375,1073.631569,
12/31/1996,,,,,,11.799918,1387.617009,1809.582101,969.976564,1.523944,10.279198,14.540299,12.1875,1785.476087,
03/30/1997,,,,,,21.177981,2085.65395,2414.386112,1765.202091,2.137365,19.288873,34.994811,14.75,2289.010575,
06/29/1997,,,,,,298.193634,2848.949948,3510.32974,2093.695088,3.167562,25.040648,43.248654,20.71875,3296.801539,
09/28/1997,,,,,,,4001.736478,4710.862594,3135.914603,3.764714,25.46282,39.038732,25.9375,4200.957835,
12/31/1997,,,,,,,3232.132819,4759.05722,2148.029353,2.048463,11.063736,14.796921,16.0,2593.915045,
03/29/1998,,,,,,,3223.648458,3882.201153,2316.319479,2.335939,11.776751,14.981681,20.40625,3386.039793,
06/28/1998,,,,,,,2777.927363,3504.505247,2128.893448,1.41693,7.147634,9.08526,13.625,2219.247531,
09/27/1998,,,,,,,1825.13142,2230.72332,1389.76727,0.956508,5.258202,7.001605,9.6875,1496.663049,
12/31/1998,,,,,,29.916489,2509.777549,3561.485123,1180.391758,2.262448,16.025295,25.155122,21.1875,3369.126132,
04/04/1999,,,,,,25.241996,4464.881207,5284.634187,3361.670118,3.382506,28.627797,56.230821,29.0,4742.395135,
