Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
10/01/2005,1142.507,134.186,134.186,,316.718,316.718,,,8.604,0.0,0.0,8.604,0.0,54.439,,,,513.947,268.012,,,0.0,,360.548,350.143,116.455,233.688,10.405,628.56,,54.423,54.423,,,,41.924,,,,,,181.844,,,181.844,278.191,90.044,,,,,77.229,,,,,,77.229,167.273,445.464,0.0,314.27,,,-26.793,402.89,5.39,695.757,1.286,697.043,1142.507,
12/31/2005,1303.629,274.287,113.057,161.23,316.965,316.965,,,9.585,,,,,50.794,,,,651.631,292.608,503.274,-210.666,,,359.39,349.138,116.142,232.996,10.252,651.998,,65.377,65.377,,,,28.743,25.667,3.076,3.076,,,165.97,,,165.97,260.09,194.265,191.975,2.29,2.29,,87.455,,,,,,87.455,281.72,541.81,,325.904,,,,430.262,4.367,760.533,1.286,761.819,1303.629,
04/01/2006,1342.792,278.819,103.89,174.929,320.439,320.439,,,12.297,,,,,57.182,,,,668.737,309.313,,,,,364.742,354.032,118.143,235.889,10.71,674.055,,58.065,58.065,,,,28.569,,,,,,174.427,,,174.427,261.061,191.555,,,,,91.083,,,,,,91.083,282.638,543.699,,342.17,,,,450.406,5.231,797.807,1.286,799.093,1342.792,
07/01/2006,1373.275,276.688,124.159,152.529,331.316,331.316,,,18.069,,,,,57.634,,,,683.707,321.89,,,,,367.678,356.379,119.036,237.343,11.299,689.568,,55.632,55.632,,,,21.407,,,,,,187.028,,,187.028,264.067,186.716,,,,,94.191,,,,,,94.191,280.907,544.974,,352.835,,,,474.279,-0.099,827.015,1.286,828.301,1373.275,
09/30/2006,1432.966,287.443,139.363,148.08,351.616,351.616,,,18.108,,,,,59.173,,,,716.34,331.785,,,,,384.841,370.908,127.576,243.332,13.933,716.626,,54.72,54.72,,,,19.285,,,,,,207.295,,,207.295,281.3,190.343,,,,,89.547,,,,,,89.547,279.89,561.19,,368.941,,,,501.007,0.542,870.49,1.286,871.776,1432.966,
12/30/2006,1491.39,308.784,162.545,146.239,361.424,361.424,,,18.084,0.0,0.0,,0.0,57.695,,,,745.987,357.942,612.169,-254.227,0.0,,387.461,371.035,128.819,242.216,16.426,745.403,,79.735,79.735,,,,20.242,18.667,1.575,1.575,,,201.354,,,201.354,301.331,187.391,186.655,0.736,0.736,,83.25,,,,,,83.25,270.641,571.972,0.0,377.379,,,0.0,540.153,0.6,918.132,1.286,919.418,1491.39,
03/31/2007,1522.545,276.776,146.389,130.387,358.279,358.279,,,12.996,0.0,0.0,12.996,0.0,66.505,,,,714.556,397.288,,,0.0,,410.701,393.061,142.754,250.307,17.64,807.989,,80.133,80.133,,,,19.806,,,,,,173.349,,,173.349,273.288,187.976,,,,,86.702,,,,,,86.702,274.678,547.966,0.0,404.568,,,0.0,567.733,0.992,973.293,1.286,974.579,1522.545,
06/30/2007,1570.862,281.852,158.278,123.574,364.656,364.656,,,12.443,0.0,0.0,12.443,0.0,59.484,,,,718.435,443.265,,,0.0,,409.162,391.765,143.055,248.71,17.397,852.427,,78.757,78.757,,,,14.422,,,,,,175.252,,,175.252,268.431,183.974,,,,,92.133,,,,,,92.133,276.107,544.538,0.0,422.921,,,0.0,598.848,3.269,1025.038,1.286,1026.324,1570.862,
09/29/2007,1631.8,308.427,194.216,114.211,365.709,365.709,,,12.861,,,,,56.953,,,,743.95,478.227,,,0.0,,409.623,392.027,143.246,248.781,17.596,887.85,,63.809,63.809,,,,14.032,,,,,,188.257,,,188.257,266.098,190.97,,,,,92.478,,,,,,92.478,283.448,549.546,0.0,439.153,,,0.0,634.689,7.126,1080.968,1.286,1082.254,1631.8,
12/29/2007,1689.956,344.514,182.914,161.6,391.06,391.06,,,10.744,10.744,,,,72.246,,,,818.564,462.839,796.146,-333.307,0.0,,408.553,391.158,143.924,247.234,17.395,871.392,,79.812,79.812,,,,14.26,13.506,0.754,0.754,,,194.051,,,194.051,288.123,177.606,177.591,0.015,0.015,,90.513,,,,,,90.513,268.119,556.242,0.0,452.677,,,0.0,671.44,8.311,1132.428,1.286,1133.714,1689.956,
03/29/2008,1725.27,250.509,250.509,,388.257,388.257,,,12.253,,,,,80.114,,,,731.133,479.872,,,101.388,,412.877,395.832,145.351,250.481,17.045,994.137,,76.727,76.727,,,,14.105,,,,,,190.69,,,190.69,281.522,177.454,,,,,89.257,,,,,,89.257,266.711,548.233,,932.558,,,0.0,708.257,-465.064,1175.751,1.286,1177.037,1725.27,
06/28/2008,1782.776,291.395,291.395,0.0,398.371,398.371,,,12.741,0.0,0.0,12.741,0.0,76.198,,,,778.705,470.701,,,101.649,,431.721,414.569,148.44,266.129,17.152,1004.071,,75.464,75.464,,,,13.847,,,,,,201.914,,,201.914,291.225,170.82,,,,,96.226,,,,,,96.226,267.046,558.271,0.0,476.384,,,0.0,743.545,3.29,1223.219,1.286,1224.505,1782.776,
09/27/2008,1826.924,297.27,182.258,115.012,431.392,431.392,,,11.368,0.0,0.0,11.368,0.0,80.528,,,,820.558,472.655,,,101.738,,431.973,415.537,146.534,269.003,16.436,1006.366,,73.043,73.043,,,,13.814,,,,,,206.87,,,206.87,293.727,159.985,,,,,105.428,,,,,,105.428,265.413,559.14,0.0,486.419,,,-4.44,788.559,-4.04,1266.498,1.286,1267.784,1826.924,
01/03/2009,1880.988,308.894,270.494,38.4,468.928,468.928,,,10.096,0.0,0.0,10.096,0.0,70.955,,,,858.873,483.399,905.154,-421.755,105.3,,433.416,417.402,146.666,270.736,16.014,1022.115,,93.667,93.667,,,,30.116,29.925,0.191,0.191,,,217.44,,,217.44,341.223,111.37,111.37,0.0,0.0,,116.1,,,,,,116.1,227.47,568.693,0.0,491.89,,,-28.002,860.098,-12.977,1311.009,1.286,1312.295,1880.988,
04/04/2009,1908.95,346.996,325.18,21.816,436.907,436.907,0.0,,12.595,,,,,79.914,,5.617,74.297,876.412,498.258,,,99.6,99.6,434.68,419.185,148.637,270.548,15.495,1032.538,,179.59,85.95,,,93.64,30.29,0.0,,,,30.29,110.245,13.151,,0.0,320.125,114.359,114.359,,,,118.745,,,,,105.594,0.0,233.104,553.229,0.0,499.763,0.812,498.951,-28.002,900.928,-18.254,1354.435,1.286,1355.721,1908.95,
07/04/2009,1974.891,384.095,353.918,30.177,444.699,444.699,0.0,,12.594,,,,,96.113,,5.65,90.463,937.501,501.066,,,99.15,99.15,437.174,421.99,149.251,272.739,15.184,1037.39,,166.367,59.039,,,107.328,25.477,0.0,,,,25.477,111.935,14.013,,0.0,303.779,122.945,122.945,,,,119.914,,,,,105.901,0.0,242.859,546.638,0.0,519.767,0.818,518.949,-28.002,944.673,-8.305,1428.133,0.12,1428.253,1974.891,
10/03/2009,2051.702,434.65,367.972,66.678,470.071,470.071,0.0,,12.532,,,,,95.356,,5.162,90.194,1012.609,506.331,,,95.25,95.25,437.512,423.02,150.823,272.197,14.492,1039.093,,181.107,53.835,,,127.272,24.896,0.0,,,,24.896,100.847,14.972,,0.0,306.85,118.927,118.927,,,,120.114,,,,,105.142,0.0,239.041,545.891,0.0,544.541,0.823,543.718,-28.002,993.067,-3.915,1505.691,0.12,1505.811,2051.702,
01/02/2010,2148.567,558.836,241.723,317.113,461.411,461.411,0.0,,11.242,,,,,114.846,,8.055,106.791,1146.335,509.178,1003.838,-494.66,0.0,0.0,493.054,418.463,151.479,266.984,74.591,1002.232,,195.994,36.893,0.0,0.0,159.101,25.014,0.0,0.607,0.607,,24.407,137.095,15.788,,0.0,358.103,95.506,95.506,0.0,0.0,,114.16,0.0,0.0,0.0,0.0,98.372,0.0,209.666,567.769,0.0,558.371,0.826,557.545,-28.002,1053.563,-3.254,1580.678,0.12,1580.798,2148.567,
04/03/2010,2163.703,608.914,240.207,368.707,423.035,423.035,0.0,,10.106,,,,,97.888,,7.903,89.985,1139.943,515.609,,,,,508.151,438.17,161.547,276.623,69.981,1023.76,,149.448,41.075,,,108.373,26.995,0.0,,,,26.995,128.149,19.828,,0.0,304.592,90.807,90.807,,,,122.524,,,,,102.696,0.0,213.331,517.923,0.0,579.729,0.829,578.9,-28.002,1103.849,-9.916,1645.66,0.12,1645.78,2163.703,
07/03/2010,2245.675,632.507,255.795,376.712,441.567,441.567,0.0,,9.176,,,,,102.74,,7.985,94.755,1185.99,507.045,,,45.129,45.129,507.511,440.067,160.401,279.666,67.444,1059.685,,186.413,47.485,,,138.928,25.638,0.0,,,,25.638,111.42,18.974,,0.0,323.471,90.665,90.665,,,,123.814,,,,,104.84,0.0,214.479,537.95,0.0,598.218,0.833,597.385,-28.002,1159.326,-21.937,1707.605,0.12,1707.725,2245.675,
10/02/2010,2358.383,565.263,211.747,353.516,463.368,463.368,0.0,,8.058,,,,,101.026,,2.285,98.741,1137.715,500.667,,,205.323,205.323,514.678,445.166,161.974,283.192,69.512,1220.668,,181.336,56.671,,,124.665,25.751,0.0,,,,25.751,117.847,18.578,,0.0,324.934,93.282,93.282,,,,130.806,,,,,112.228,0.0,224.088,549.022,0.0,619.154,0.836,618.318,-28.002,1220.198,-2.109,1809.241,0.12,1809.361,2358.383,
01/01/2011,2422.79,571.012,214.511,356.501,476.905,476.905,0.0,,11.036,,,,,87.108,,3.836,83.272,1146.061,498.829,1084.673,-585.844,264.467,264.467,513.433,444.69,161.374,283.316,68.743,1276.729,,171.744,65.035,0.0,0.0,106.709,24.837,0.0,0.25,0.25,,24.587,109.351,17.303,,0.0,305.932,67.923,67.923,0.0,0.0,,143.518,0.0,0.0,0.0,0.0,126.215,0.0,211.441,517.373,0.0,618.653,1.665,616.988,0.0,1290.835,-4.191,1905.297,0.12,1905.417,2422.79,
04/02/2011,2561.544,610.881,184.567,426.314,469.18,469.18,0.0,,13.657,,,,,110.098,,8.573,101.525,1203.816,495.6,,,337.852,337.852,524.276,448.89,162.628,286.262,75.386,1357.728,,164.51,68.159,,,96.351,27.121,0.0,,,,27.121,123.198,15.042,,0.0,314.829,74.314,74.314,,,,149.715,,,,,134.673,0.0,224.029,538.858,0.0,687.677,0.847,686.83,-28.002,1355.391,7.5,2022.566,0.12,2022.686,2561.544,
07/02/2011,2720.807,682.022,214.056,467.966,504.29,504.29,0.0,,13.076,,,,,113.934,,8.737,105.197,1313.322,497.77,,,329.99,329.99,579.725,493.049,189.194,303.855,86.676,1407.485,,188.41,72.571,,,115.839,29.82,0.0,,,,29.82,132.721,13.946,,0.0,350.951,84.871,84.871,,,,154.849,,,,,140.903,0.0,239.72,590.671,0.0,690.879,1.689,689.19,0.0,1427.435,11.702,2130.016,0.12,2130.136,2720.807,
10/01/2011,2843.568,755.205,231.194,524.011,548.048,548.048,0.0,,12.286,,,,,107.593,,10.56,97.033,1423.132,493.594,,,334.765,334.765,592.077,490.217,187.857,302.36,101.86,1420.436,,205.018,79.345,,,125.673,34.56,0.0,,,,34.56,137.924,11.913,,0.0,377.502,99.281,99.281,,,,159.431,,,,,147.518,0.0,258.712,636.214,0.0,712.62,1.694,710.926,0.0,1506.27,-11.656,2207.234,0.12,2207.354,2843.568,
12/31/2011,3000.358,774.781,243.146,531.635,554.212,554.212,0.0,,23.296,,,,,150.024,,46.795,103.229,1502.313,488.996,1180.206,-691.21,359.324,359.324,649.725,535.942,211.826,324.116,113.783,1498.045,,245.859,85.545,0.0,0.0,160.314,39.722,0.0,15.436,15.436,,24.286,153.139,13.787,,0.0,438.72,86.821,43.262,43.559,43.559,,164.016,0.0,0.0,0.0,0.0,150.229,0.0,250.837,689.557,0.0,725.186,1.696,723.49,0.0,1597.462,-11.967,2310.681,0.12,2310.801,3000.358,
03/31/2012,3139.559,893.842,281.198,612.644,524.608,524.608,0.0,,14.141,,,,,158.88,,47.42,111.46,1591.471,495.918,,,375.039,375.039,677.131,537.553,213.006,324.547,139.578,1548.088,,233.896,113.568,,,120.328,44.778,0.0,,,,44.778,164.846,12.139,,0.0,443.52,107.856,107.856,,,,144.331,,,,,132.192,0.0,252.187,695.707,0.0,761.561,1.704,759.857,0.0,1686.17,-3.999,2443.732,0.12,2443.852,3139.559,
06/30/2012,3299.044,980.002,302.788,677.214,472.241,472.241,0.0,,22.521,,,,,186.017,,47.425,138.592,1660.781,534.611,,,412.244,412.244,691.408,537.126,211.498,325.628,154.282,1638.263,,251.505,123.869,,,127.636,50.129,0.0,,,,50.129,163.492,11.571,,0.0,465.126,125.951,125.951,,,,139.447,,,,,127.876,0.0,265.398,730.524,0.0,797.333,1.712,795.621,0.0,1783.999,-12.932,2568.4,0.12,2568.52,3299.044,
09/29/2012,3470.456,1038.996,288.101,750.895,517.369,517.369,0.0,,24.308,,,,,165.107,,11.52,153.587,1745.78,551.663,,,462.999,462.999,710.014,539.146,211.793,327.353,170.868,1724.676,,261.245,134.775,,,126.47,54.979,0.0,,,,54.979,179.783,13.941,,0.0,496.007,141.678,141.678,,,,136.094,,,,,122.153,0.0,277.772,773.779,0.0,819.845,1.715,818.13,0.0,1882.886,-6.174,2696.557,0.12,2696.677,3470.456,
12/29/2012,3704.468,1036.785,317.12,719.665,548.156,548.156,0.0,,23.681,,,,,181.884,,38.62,143.264,1790.506,569.708,1312.605,-742.897,509.467,509.467,834.787,646.968,247.616,399.352,187.819,1913.962,,330.878,141.212,0.0,0.0,189.666,59.582,0.0,34.817,34.817,,24.765,189.652,10.937,,0.0,580.112,136.557,30.03,106.527,106.527,,154.149,0.0,0.0,0.0,0.0,143.212,0.0,290.706,870.818,0.0,844.211,3.442,840.769,0.0,1994.694,-5.255,2833.65,0.0,2833.65,3704.468,
03/30/2013,3765.149,1005.151,281.458,723.693,481.025,481.025,0.0,,22.106,,,,,219.278,,38.819,180.459,1727.56,606.449,,,515.858,515.858,915.282,736.864,306.155,430.709,178.418,2037.589,,331.549,148.877,,,182.672,46.905,0.0,,,,46.905,193.969,9.33,,0.0,572.423,135.47,135.47,,,,158.016,,,,,148.686,0.0,293.486,865.909,0.0,872.034,1.726,870.308,-63.241,2104.734,-14.287,2899.24,0.0,2899.24,3765.149,
06/29/2013,3843.941,969.518,270.764,698.754,494.821,494.821,0.0,,23.835,,,,,225.122,,39.304,185.818,1713.296,674.626,,,513.762,513.762,942.257,750.929,306.951,443.978,191.328,2130.645,,377.33,169.735,,,207.595,48.928,0.0,,,,48.928,179.182,8.539,,0.0,605.44,132.971,132.971,,,,154.523,,,,,145.984,0.0,287.494,892.934,0.0,757.686,3.43,754.256,0.0,2217.641,-24.32,2951.007,0.0,2951.007,3843.941,
09/28/2013,3966.37,921.828,287.52,634.308,494.715,494.715,0.0,,28.234,,,,,256.317,,40.521,215.796,1701.094,724.886,,,577.493,577.493,962.897,771.611,307.523,464.088,191.286,2265.276,,337.368,147.016,,,190.352,51.872,0.0,,,,51.872,195.2,10.523,,0.0,584.44,131.03,131.03,,,,173.51,,,,,162.987,0.0,304.54,888.98,0.0,785.58,3.437,782.143,-28.251,2332.985,-12.924,3077.39,0.0,3077.39,3966.37,
12/28/2013,4098.364,879.381,202.377,677.004,547.026,547.026,0.0,,32.299,,,,,303.002,,91.614,211.388,1761.708,792.781,1611.231,-818.45,554.873,554.873,989.002,798.631,307.422,491.209,190.371,2336.656,,376.579,145.019,0.0,0.0,231.56,54.107,0.0,38.803,38.803,,15.304,209.746,8.159,,0.0,640.432,111.717,15.304,96.413,96.413,,178.551,0.0,0.0,0.0,0.0,170.392,0.0,290.268,930.7,0.0,816.296,3.443,812.853,-28.251,2393.048,-13.429,3167.664,0.0,3167.664,4098.364,
03/29/2014,4191.348,1031.255,219.928,811.327,525.8,525.8,0.0,,28.257,,,,,329.869,,92.622,237.247,1915.181,845.104,,,436.995,436.995,994.068,812.453,307.081,505.372,181.615,2276.167,,324.498,125.741,,,198.757,55.657,0.0,,,,55.657,231.512,8.6,,0.0,611.667,104.827,104.827,,,,228.457,,,,,219.857,0.0,333.284,944.951,0.0,847.405,3.452,843.953,-103.277,2512.574,-10.305,3246.397,0.0,3246.397,4191.348,
06/28/2014,4265.275,988.792,315.26,673.532,576.689,576.689,0.0,,31.71,,,,,306.078,,92.763,213.315,1903.269,863.684,,,478.963,478.963,1019.359,845.99,324.108,521.882,173.369,2362.006,,385.069,148.854,,,236.215,59.287,0.0,,,,59.287,228.166,7.817,,0.0,672.522,96.084,96.084,,,,236.9,,,,,229.083,0.0,332.984,1005.506,0.0,868.843,3.457,865.386,-245.333,2641.607,-5.348,3259.769,0.0,3259.769,4265.275,
09/27/2014,4392.638,1331.763,496.494,835.269,579.697,579.697,0.0,,28.604,,,,,295.413,,76.803,218.61,2235.477,889.487,,,226.371,226.371,1041.303,856.697,322.135,534.562,184.606,2157.161,,395.55,169.227,,,226.323,60.042,0.0,,,,60.042,215.528,9.102,,0.0,671.12,86.756,86.756,,,,238.552,,,,,229.45,0.0,325.308,996.428,0.0,894.363,3.461,890.902,-245.333,2770.609,-23.429,3396.21,0.0,3396.21,4392.638,
01/03/2015,4530.565,1420.866,635.203,785.663,615.629,615.629,0.0,6.089,23.789,,,,,282.413,,22.075,260.338,2348.786,924.26,1864.77,-940.51,231.147,231.147,1026.372,867.373,320.538,546.835,158.999,2181.779,,357.2,160.285,0.0,0.0,196.915,67.46,0.0,53.227,53.227,,14.233,209.655,10.813,,0.0,634.315,62.868,0.0,62.868,62.868,,267.414,0.0,0.0,0.0,0.0,256.601,0.0,330.282,964.597,0.0,936.916,3.47,933.446,-245.333,2918.481,-44.096,3565.968,0.0,3565.968,4530.565,
04/04/2015,5352.605,684.162,390.335,293.827,894.123,894.123,0.0,,22.553,,,,,310.443,,21.533,288.91,1911.281,1103.4,,,204.52,204.52,2133.404,1964.857,767.222,1197.635,168.547,3441.324,,428.564,195.711,,,232.853,61.828,0.0,,,,61.828,301.907,26.8,,0.0,792.299,564.339,564.339,,,,285.546,,,,,258.746,0.0,849.885,1642.184,0.0,988.559,3.486,985.073,-245.333,3029.415,-62.22,3710.421,0.0,3710.421,5352.605,
07/04/2015,5484.833,558.053,293.979,264.074,958.371,958.371,0.0,,28.633,,,,,338.65,,21.51,317.14,1883.707,1155.153,,,298.501,298.501,2147.472,1978.467,766.046,1212.421,169.005,3601.126,,448.18,208.734,,,239.446,55.448,0.0,,,,55.448,274.223,24.852,,0.0,777.851,567.312,567.312,,,,275.677,,,,,250.825,0.0,842.989,1620.84,0.0,1021.689,3.495,1018.194,-245.333,3144.453,-56.816,3863.993,0.0,3863.993,5484.833,
10/03/2015,5522.925,464.537,261.757,202.78,1012.146,1012.146,0.0,,23.702,,,,,303.377,,17.267,286.11,1803.762,1187.114,,,301.023,301.023,2231.026,2037.716,788.943,1248.773,193.31,3719.163,,515.852,207.887,,,307.965,57.841,0.0,,,,57.841,265.642,26.726,,0.0,839.335,572.828,572.828,,,,273.437,,,,,246.711,0.0,846.265,1685.6,0.0,1055.629,3.499,1052.13,-445.397,3291.735,-64.642,3837.325,0.0,3837.325,5522.925,
01/02/2016,5561.984,513.181,402.122,111.059,994.95,994.95,0.0,5.593,15.788,,,,,298.321,0.0,,298.321,1827.833,1309.214,2312.289,-1003.075,173.073,173.073,2251.864,2049.799,799.182,1250.617,202.065,3734.151,,457.626,215.51,0.0,0.0,242.116,41.797,0.0,41.797,41.797,,0.0,278.443,25.865,0.0,0.0,777.866,563.353,512.734,50.619,50.619,,350.381,0.0,0.0,0.0,0.0,324.516,0.0,913.734,1691.6,0.0,1079.285,3.503,1075.782,-590.39,3457.843,-76.354,3870.384,0.0,3870.384,5561.984,
04/02/2016,5594.492,503.449,295.589,207.86,901.892,901.892,0.0,,22.579,,,,,300.718,,,300.718,1728.638,1366.479,,,203.268,203.268,2296.107,2095.656,849.49,1246.166,200.451,3865.854,,454.264,209.388,,,244.876,41.762,0.0,,,,41.762,279.906,12.062,,0.0,775.932,553.68,553.68,,,,348.553,,,,,336.491,0.0,902.233,1678.165,0.0,1116.254,3.511,1112.743,-740.446,3608.203,-67.684,3916.327,0.0,3916.327,5594.492,
07/02/2016,5779.551,629.891,377.582,252.309,944.875,944.875,0.0,,16.694,,,,,342.248,,,342.248,1933.708,1437.825,,,89.93,89.93,2318.088,2113.874,847.939,1265.935,204.214,3845.843,,476.935,242.122,,,234.813,38.408,0.0,,,,38.408,299.75,12.048,,0.0,815.093,546.174,546.174,,,,364.308,,,,,352.26,0.0,910.482,1725.575,0.0,1152.138,3.516,1148.622,-790.465,3774.657,-82.354,4053.976,0.0,4053.976,5779.551,
10/01/2016,5948.527,692.682,431.497,261.185,950.549,950.549,0.0,,19.705,,,,,335.379,,,335.379,1998.315,1476.126,,,143.859,143.859,2330.227,2130.871,848.452,1282.419,199.356,3950.212,,482.728,219.531,,,263.197,36.619,0.0,,,,36.619,308.713,13.743,,0.0,828.06,535.92,535.92,,,,306.512,,,,,292.769,0.0,842.432,1670.492,0.0,1208.611,3.536,1205.075,-790.465,3944.636,-84.747,4278.035,0.0,4278.035,5948.527,
12/31/2016,5629.963,356.449,170.861,185.588,915.815,915.815,0.0,2.253,14.74,,,,,330.104,0.0,,330.104,1619.361,1552.524,2658.566,-1106.042,109.374,109.374,2348.704,2129.456,844.2,1285.256,219.248,4010.602,,507.365,238.134,0.0,0.0,269.231,26.197,0.0,26.197,26.197,,0.0,311.839,12.8,0.0,0.0,845.401,537.552,513.305,24.247,24.247,,319.063,0.0,0.0,0.0,0.0,306.263,0.0,856.615,1702.016,0.0,1234.45,3.537,1230.913,-1290.665,4094.327,-110.165,3927.947,0.0,3927.947,5629.963,
04/01/2017,5803.208,531.91,378.452,153.458,966.479,966.479,0.0,,19.013,,,,,308.708,,,308.708,1826.11,1569.023,,,77.206,77.206,2330.869,2140.262,845.842,1294.42,190.607,3977.098,,478.067,207.001,,,271.066,17.398,0.0,,,,17.398,338.074,12.506,,0.0,833.539,532.747,532.747,,,,324.046,,,,,311.54,0.0,856.793,1690.332,0.0,1258.089,3.545,1254.544,-1290.665,4245.101,-99.649,4112.876,0.0,4112.876,5803.208,
07/01/2017,6058.641,636.993,460.43,176.563,1018.968,1018.968,0.0,,14.55,,,,,341.715,,,341.715,2012.226,1593.999,,,110.875,110.875,2341.541,2156.807,849.876,1306.931,184.734,4046.415,,497.425,259.092,,,238.333,18.494,0.0,,,,18.494,325.79,13.446,,0.0,841.709,524.921,524.921,,,,336.508,,,,,323.062,0.0,861.429,1703.138,0.0,1304.929,3.556,1301.373,-1290.665,4424.784,-83.545,4355.503,0.0,4355.503,6058.641,
09/30/2017,6232.256,852.05,573.054,278.996,1006.23,1006.23,0.0,,15.687,,,,,357.537,,,357.537,2231.504,1587.035,,,112.401,112.401,2301.316,2156.134,851.961,1304.173,145.182,4000.752,,465.255,204.323,,,260.932,13.988,0.0,,,,13.988,327.622,13.032,,0.0,806.865,521.016,521.016,,,,340.372,,,,,327.34,0.0,861.388,1668.253,0.0,1348.59,3.568,1345.022,-1314.054,4602.208,-72.741,4564.003,0.0,4564.003,6232.256,
12/30/2017,6469.311,805.767,370.923,434.844,1030.1,1030.1,0.0,1.447,15.749,,,,,527.164,0.0,,527.164,2380.227,1603.319,2907.992,-1304.673,196.837,196.837,2288.928,2154.917,853.005,1301.912,134.011,4089.084,,466.673,218.996,0.0,0.0,247.677,11.585,0.0,11.585,11.585,,0.0,311.337,,0.0,0.0,789.595,515.13,513.647,1.483,1.483,,379.238,0.0,0.0,0.0,0.0,336.446,42.792,894.368,1683.963,0.0,1383.963,3.592,1380.371,-1464.099,4938.866,-73.382,4785.348,0.0,4785.348,6469.311,
03/31/2018,6511.638,921.364,413.399,507.965,1029.417,1029.417,0.0,,14.301,,,,,400.133,,,400.133,2365.215,1600.876,,,172.007,172.007,2373.54,2162.382,853.834,1308.548,211.158,4146.423,,485.123,210.046,,,275.077,6.804,0.0,,,,6.804,311.015,6.891,,0.0,802.942,438.773,438.773,,,,369.429,,,,,362.538,0.0,808.202,1611.144,0.0,1417.236,3.599,1413.637,-1551.723,5106.467,-71.486,4900.494,0.0,4900.494,6511.638,
06/30/2018,6528.999,885.564,510.968,374.596,1142.848,1142.848,0.0,,15.345,,,,,335.635,,,335.635,2379.392,1666.309,,,118.286,118.286,2365.012,2156.738,849.455,1307.283,208.274,4149.607,,554.864,284.203,,,270.661,2.155,0.0,,,,2.155,278.668,4.317,,0.0,835.687,438.76,438.76,,,,375.698,,,,,371.381,0.0,814.458,1650.145,0.0,1447.408,3.605,1443.803,-1751.723,5275.824,-92.655,4878.854,0.0,4878.854,6528.999,
09/29/2018,6785.4,813.546,498.614,314.932,1197.36,1197.36,0.0,,24.744,,,,,351.16,,,351.16,2386.81,1697.249,,,338.233,338.233,2363.108,2151.036,848.237,1302.799,212.072,4398.59,,551.929,258.431,,,293.498,2.318,0.0,,,,2.318,352.778,4.317,,0.0,907.025,438.781,438.781,,,,373.864,,,,,369.547,0.0,812.645,1719.67,0.0,1530.843,3.619,1527.224,-1809.309,5445.205,-101.009,5065.73,0.0,5065.73,6785.4,
12/29/2018,6708.636,775.411,374.126,401.285,1172.566,1172.566,0.0,0.926,25.029,,,,,344.872,0.0,,344.872,2318.804,1743.575,3274.001,-1530.426,300.046,300.046,2346.211,2147.361,847.544,1299.817,198.85,4389.832,,489.465,293.534,,0.0,195.931,4.914,0.0,4.914,4.914,,0.0,468.311,0.0,0.0,69.122,962.69,438.802,438.802,0.0,0.0,,378.755,0.0,0.0,0.0,0.0,336.379,42.376,817.557,1780.247,0.0,1563.184,3.622,1559.562,-2107.768,5576.525,-103.552,4928.389,0.0,4928.389,6708.636,
03/30/2019,6998.512,903.67,503.161,400.509,1159.215,1159.215,0.0,,24.104,,,,,336.817,,,336.817,2423.806,1924.253,,,283.596,283.596,2366.857,2147.017,846.74,1300.277,219.84,4574.706,,521.354,290.947,,,230.407,29.746,0.0,29.746,,29.746,0.0,389.524,,,51.713,940.624,551.429,438.823,112.606,,112.606,377.31,,,,,343.788,33.522,928.739,1869.363,0.0,1594.767,3.629,1591.138,-2107.768,5742.744,-100.594,5129.149,0.0,5129.149,6998.512,
06/29/2019,7276.309,953.519,702.924,250.595,1228.985,1228.985,0.0,,23.163,,,,,396.803,,,396.803,2602.47,1998.244,,,320.616,320.616,2354.979,2146.045,847.673,1298.372,208.934,4673.839,,537.399,328.405,,,208.994,30.79,0.0,30.79,,30.79,0.0,463.177,141.486,,142.261,1031.366,1149.354,1038.53,110.824,,110.824,519.806,,,,,347.658,30.662,1527.674,2559.04,0.0,1725.854,3.647,1722.207,-2707.768,5812.031,-112.848,4717.269,0.0,4717.269,7276.309,
