Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,FFO Per Share,EBIT,EBIT Surprise %,EBITDA,Net Income,Net Income Surprise %,Source: Bloomberg
03/31/1999,,,38.924,,38.924,38.924,,,,,,,
06/30/1999,,,25.052999,,25.053,25.053,,,,,,,
09/30/1999,,,27.950001,,27.95,27.95,,,,,,,
12/31/1999,,,31.756001,,31.756,31.756,,,,,,,
03/31/2000,,,27.929001,,27.929,27.929,,,,,,,
06/30/2000,,,36.993999,,28.258,28.258,,,,,,,
09/30/2000,,,51.737999,,51.737999,51.737999,,,,,,,
12/31/2000,,,65.913002,,65.913,65.913,,,,,,,
03/31/2001,,,69.186996,,69.187001,69.187001,,,,,,,
06/30/2001,,,74.045998,,74.046,74.046,,,,,,,
09/30/2001,,,79.959999,,79.96,79.96,,,,,,,
12/31/2001,,,87.394997,,87.395,87.395,,,,,,,
03/31/2002,,,96.553001,,96.553,96.553,,,,,,,
06/30/2002,,,123.828003,,123.828,123.828,,,,,,,
09/30/2002,,,142.841995,,142.842,142.842,,,,,,,
12/31/2002,,,174.580994,,174.581,174.581,,,,,,,
03/31/2003,,,180.737,,180.737,180.737,,,,,,,
06/30/2003,,,179.817001,,179.817,179.817,,,,,,,
09/30/2003,,,184.457001,,184.457,184.457,,,,,,,
12/31/2003,,,226.117996,,226.118,226.118,,,,,,,
03/31/2004,,,145.481995,,145.482,145.482,,,,,,,
06/30/2004,,,229.919006,,229.919,229.919,,,,,,,
09/30/2004,,,295.325989,,295.326,295.326,,,,,,,
12/31/2004,,,260.804993,,260.805,260.805,,,,,,,
03/31/2005,,143.0,143.412003,,52.755,52.755,,,,,,0.288113986013985,
06/30/2005,,181.714,180.981003,,216.577,216.577,,,,,,-0.40337948644574,
09/30/2005,,196.4,204.884003,,204.884,204.884,,,,,,4.31975712830957,
12/31/2005,,208.412,211.209,,195.163,195.163,,,,,,1.34205324069631,
03/31/2006,,175.929,214.481003,-3.79001738019433,91.89,91.89,,,,,,21.9133872187075,
06/30/2006,,184.0,200.606995,1.51905444126074,200.607,200.607,,,,,,9.02554076086957,
09/30/2006,,214.6,241.110992,2.23043547544313,241.111,241.111,,,,,,12.3536775396086,
12/31/2006,,215.889,250.300995,6.11374642190455,250.301,250.301,,,,,,15.9396703861707,
03/31/2007,,222.9,238.084,2.30349934718101,-237.916,-237.916,,,,,,6.81202332884702,
06/30/2007,,249.733,268.161987,-0.885732190265488,268.162,268.162,,,,,,7.37947608045393,
09/30/2007,,253.0,225.244003,-3.88176763217401,225.244,225.244,,,,,,-10.9707498023715,
12/31/2007,,239.81,301.756989,2.61730209301811,301.757,301.757,,,,,,25.8316955089446,
03/31/2008,,243.417,282.90799,1.07991261564451,172.77,172.77,,,,,,16.2235957225666,
06/30/2008,,249.9,267.553,-1.48760397944253,242.92,267.58632,,,13.5163972315622,,,7.06402561024409,
09/30/2008,,212.211,244.086,1.83852048250132,244.086,244.086,,,19.0872750239206,,,15.0204277817832,
12/31/2008,,233.875,311.818,-0.571589690861337,187.975,187.975,,,38.689187829929,,,33.3267771245323,
03/31/2009,,230.0,228.718,-3.7706267666559,92.763,229.3029,,,-7.08515029161058,,,-0.557391304347831,
06/30/2009,,249.053,262.898,-0.0593804213135114,262.898,262.898,,,6.87045965927353,,,5.55905771060779,
09/30/2009,,257.556,259.509,-0.0338382099488357,186.662,198.8032,,,20.4618287363674,,,0.758281694078193,
12/31/2009,,261.571,299.232,2.68065188491262,210.232,219.34735,,,14.8970217903212,,,14.3980028367059,
03/31/2010,,254.263,253.906,1.45129547502041,22.591,22.591,,,0.900603889619758,,,-0.140405800293397,
06/30/2010,,262.19,286.052,0.553936994054609,117.477,234.87714,,,2.09145994788833,,,9.10103360158664,
09/30/2010,,266.273,286.11,1.76312019303272,286.11,286.11,,,10.8001325939132,,,7.44987287483147,
12/31/2010,,282.435,386.947,1.45894918388003,320.707,320.707,,,29.9434980124929,,,37.0039124046241,
03/31/2011,,309.591,322.475,2.34423805236478,322.475,322.475,,,11.8027397260274,,,4.16161968532677,
06/30/2011,,271.294,298.23,2.28721845357656,258.137,258.137,,,13.2613898310062,,,9.92871202459326,
09/30/2011,,271.353,249.813,0.470245005588895,249.813,249.813,,,-6.96588921282798,,,-7.93799957988304,
12/31/2011,,266.952,278.436,1.04854176948335,278.436,278.436,,,6.18709969172383,,,4.30189697024183,
03/31/2012,,184.737,208.78,3.08147016952528,192.672,192.672,,,2.13777777777778,,,13.0147182210386,
06/30/2012,,93.4,74.113,-1.10871180598628,55.285,55.285,,,32.6778525379353,,,-20.6498929336188,
09/30/2012,,6.236,39.479,-2.5136815123358,20.777,20.777,,,,,,533.082103912765,
12/31/2012,,-26.729,-55.864,-6.6774276859504,-153.608,-153.608,,,,,,-109.001459089379,
03/31/2013,,42.014,67.157,1.18141506285735,45.443,45.443,,,231.683293345119,,,59.8443376017518,
06/30/2013,,16.717,75.53,2.81193452109105,23.278,23.278,,,,,,351.815517138243,
09/30/2013,,34.709,96.601,1.60717192153751,69.987,69.987,,,463.290294916385,,,178.316863061454,
12/31/2013,,11.38,28.877,5.30805528235954,17.961,46.161,,,998.5,,,153.752196836555,
03/31/2014,,114.045,112.982,14.5037911865004,54.084,188.779988,,,30.539263803681,,,-0.932088210793987,
06/30/2014,,219.4,,,,,,,,,,,
09/30/2014,,244.6,,,,,,,,,,,
